,QUARTER,TIME_REMAINING,INDIANA_ACTION,MEMPHIS_ACTION,INDIANA_SCORE,MEMPHIS_SCORE
74,1,2:30.0,,Defensive rebound by C. Lee,10,19
75,1,2:20.0,,C. Lee misses 2-pt jump shot from 21 ft (block by R. Stuckey),10,19
76,1,2:19.0,Defensive rebound by P. George,,10,19
77,1,2:04.0,R. Stuckey makes 2-pt jump shot from 17 ft,,12,19
78,1,1:42.0,,V. Carter makes 2-pt layup from 1 ft,12,21
79,1,1:33.0,Shooting foul by M. Gasol (drawn by P. George),,12,21
80,1,1:33.0,P. George makes free throw 1 of 2,,13,21
81,1,1:33.0,,J. Green enters the game for M. Gasol,13,21
82,1,1:33.0,P. George makes free throw 2 of 2,,14,21
83,1,1:19.0,,M. Chalmers misses 2-pt jump shot from 21 ft,14,21
84,1,1:17.0,Defensive rebound by R. Stuckey,,14,21
85,1,0:57.0,M. Ellis misses 3-pt jump shot from 29 ft,,14,21
86,1,0:53.0,,Defensive rebound by J. Green,14,21
87,1,0:44.0,,Turnover by M. Chalmers (bad pass; steal by J. Hill),14,21
88,1,0:41.0,M. Ellis makes 2-pt layup at rim (assist by R. Stuckey),,16,21
89,1,0:24.0,,C. Lee misses 3-pt jump shot from 24 ft,16,21
90,1,0:23.0,Defensive rebound by J. Hill,,16,21
91,1,0:00.0,P. George misses 3-pt jump shot from 27 ft,,16,21
92,1,0:00.0,,Defensive rebound by M. Chalmers,16,21
93,2,11:47.0,Personal foul by M. Chalmers (drawn by G. Hill),,16,21
94,2,11:32.0,J. Hill makes 2-pt hook shot from 6 ft,,18,21
95,2,11:15.0,,J. Green misses 2-pt jump shot from 16 ft,18,21
96,2,11:14.0,Defensive rebound by L. Allen,,18,21
97,2,11:08.0,R. Stuckey misses 2-pt jump shot from 3 ft (block by V. Carter),,18,21
98,2,11:06.0,Offensive rebound by J. Hill,,18,21
99,2,11:03.0,C. Budinger misses 3-pt jump shot from 25 ft,,18,21
100,2,11:01.0,,Defensive rebound by Z. Randolph,18,21
101,2,10:49.0,,Z. Randolph makes 2-pt hook shot from 5 ft,18,23
102,2,10:29.0,R. Stuckey makes 3-pt jump shot from 26 ft (assist by C. Budinger),,21,23
103,2,10:15.0,,J. Green makes 2-pt jump shot from 21 ft (assist by M. Chalmers),21,25
104,2,10:01.0,G. Hill makes 2-pt layup from 1 ft (assist by J. Hill),,23,25
105,2,9:39.0,,Shooting foul by C. Budinger (drawn by M. Chalmers),23,25
106,2,9:39.0,,M. Chalmers makes free throw 1 of 2,23,26
107,2,9:39.0,,M. Chalmers makes free throw 2 of 2,23,27
108,2,9:24.0,Shooting foul by M. Barnes (drawn by R. Stuckey),,23,27
109,2,9:24.0,R. Stuckey makes free throw 1 of 2,,24,27
110,2,9:24.0,,M. Conley enters the game for V. Carter,24,27
111,2,9:24.0,R. Stuckey misses free throw 2 of 2,,24,27
112,2,9:23.0,,Defensive rebound by J. Green,24,27
113,2,9:10.0,,Z. Randolph makes 2-pt jump shot from 9 ft (assist by M. Conley),24,29
114,2,8:53.0,J. Hill misses 2-pt hook shot from 3 ft,,24,29
115,2,8:50.0,,Defensive rebound by Z. Randolph,24,29
116,2,8:47.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by M. Chalmers),24,32
117,2,8:47.0,Indiana full timeout,,24,32
118,2,8:28.0,C. Budinger misses 2-pt jump shot from 6 ft (block by J. Green),,24,32
119,2,8:26.0,,Defensive rebound by M. Chalmers,24,32
120,2,8:20.0,,M. Chalmers misses 3-pt jump shot from 24 ft,24,32
121,2,8:17.0,Defensive rebound by L. Allen,,24,32
122,2,8:11.0,G. Hill makes 2-pt jump shot from 12 ft,,26,32
123,2,7:42.0,,Turnover by M. Chalmers (bad pass; steal by J. Hill),26,32
124,2,7:37.0,Shooting foul by M. Chalmers (drawn by R. Stuckey),,26,32
125,2,7:37.0,R. Stuckey makes free throw 1 of 2,,27,32
126,2,7:37.0,,M. Gasol enters the game for J. Green,27,32
127,2,7:37.0,,J. Green enters the game for M. Chalmers,27,32
128,2,7:37.0,R. Stuckey makes free throw 2 of 2,,28,32
129,2,7:25.0,,Personal foul by J. Hill (drawn by M. Gasol),28,32
130,2,7:17.0,,M. Conley misses 3-pt jump shot from 24 ft,28,32
131,2,7:17.0,,Offensive rebound by Team,28,32
132,2,7:17.0,Loose ball foul by L. Allen (drawn by Z. Randolph),,28,32
133,2,7:07.0,,J. Green misses 2-pt jump shot from 18 ft,28,32
134,2,7:06.0,Defensive rebound by L. Allen,,28,32
135,2,6:56.0,Personal foul by J. Green (drawn by G. Hill),,28,32
136,2,6:46.0,C. Budinger makes 2-pt layup at rim (assist by G. Hill),,30,32
137,2,6:19.0,,Z. Randolph makes 2-pt jump shot from 21 ft,30,34
138,2,6:01.0,Turnover by R. Stuckey (bad pass; steal by M. Barnes),,30,34
139,2,5:47.0,,J. Green makes 2-pt layup from 1 ft (assist by M. Gasol),30,36
140,2,5:47.0,Indiana full timeout,,30,36
141,2,5:47.0,Official timeout,,30,36
142,2,5:47.0,I. Mahinmi enters the game for G. Hill,,30,36
143,2,5:47.0,M. Ellis enters the game for J. Hill,,30,36
144,2,5:33.0,R. Stuckey makes 2-pt jump shot from 10 ft,,32,36
145,2,5:16.0,,Personal foul by R. Stuckey (drawn by M. Barnes),32,36
146,2,5:04.0,,M. Conley misses 2-pt jump shot from 19 ft,32,36
147,2,5:03.0,,Offensive rebound by Team,32,36
148,2,5:03.0,P. George enters the game for C. Budinger,,32,36
149,2,5:03.0,C. Miles enters the game for L. Allen,,32,36
150,2,4:52.0,,M. Gasol makes 2-pt hook shot from 7 ft,32,38
151,2,4:29.0,Offensive foul by R. Stuckey (drawn by J. Green),,32,38
152,2,4:29.0,Turnover by R. Stuckey (offensive foul),,32,38
153,2,4:29.0,,C. Lee enters the game for Z. Randolph,32,38
154,2,4:29.0,G. Hill enters the game for R. Stuckey,,32,38
155,2,4:15.0,,C. Lee misses 3-pt jump shot from 22 ft,32,38
156,2,4:13.0,Defensive rebound by P. George,,32,38
157,2,4:09.0,P. George misses 2-pt jump shot from 10 ft,,32,38
158,2,4:05.0,,Defensive rebound by M. Barnes,32,38
159,2,3:52.0,,M. Gasol misses 2-pt hook shot from 6 ft,32,38
160,2,3:50.0,Defensive rebound by C. Miles,,32,38
161,2,3:41.0,Shooting foul by M. Barnes (drawn by I. Mahinmi),,32,38
162,2,3:41.0,I. Mahinmi makes free throw 1 of 2,,33,38
163,2,3:41.0,I. Mahinmi makes free throw 2 of 2,,34,38
164,2,3:27.0,,M. Barnes misses 3-pt jump shot from 24 ft,34,38
165,2,3:25.0,,Offensive rebound by J. Green,34,38
166,2,3:20.0,,Turnover by C. Lee (bad pass; steal by P. George),34,38
167,2,3:13.0,G. Hill misses 3-pt jump shot from 24 ft,,34,38
168,2,3:11.0,,Defensive rebound by M. Gasol,34,38
169,2,3:08.0,,Personal foul by C. Miles (drawn by M. Conley),34,38
170,2,3:08.0,,M. Conley misses free throw 1 of 2,34,38
171,2,3:08.0,,Offensive rebound by Team,34,38
172,2,3:08.0,,M. Conley makes free throw 2 of 2,34,39
173,2,2:52.0,P. George makes 3-pt jump shot from 24 ft,,37,39
174,2,2:35.0,,Personal foul by G. Hill (drawn by M. Conley),37,39
175,2,2:35.0,,Memphis full timeout,37,39
176,2,2:35.0,,M. Conley makes free throw 1 of 2,37,40
177,2,2:35.0,,M. Conley makes free throw 2 of 2,37,41
178,2,2:20.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,39,41
179,2,2:04.0,,Personal foul by I. Mahinmi (drawn by M. Gasol),39,41
180,2,2:04.0,,M. Gasol misses free throw 1 of 2,39,41
181,2,2:04.0,,Offensive rebound by Team,39,41
182,2,2:04.0,,M. Gasol makes free throw 2 of 2,39,42
183,2,1:53.0,I. Mahinmi makes 2-pt jump shot from 8 ft (assist by G. Hill),,41,42
184,2,1:32.0,,M. Conley misses 2-pt jump shot from 17 ft,41,42
185,2,1:31.0,Defensive rebound by I. Mahinmi,,41,42
186,2,1:13.0,Turnover by I. Mahinmi (bad pass; steal by M. Gasol),,41,42
187,2,1:04.0,,M. Barnes misses 2-pt layup at rim,41,42
188,2,1:03.0,,Offensive rebound by M. Barnes,41,42
189,2,1:03.0,,M. Barnes misses 2-pt layup at rim,41,42
190,2,1:00.0,Defensive rebound by I. Mahinmi,,41,42
191,2,0:55.0,G. Hill misses 2-pt layup from 2 ft,,41,42
192,2,0:51.0,,Defensive rebound by M. Gasol,41,42
193,2,0:47.0,,Shooting foul by I. Mahinmi (drawn by M. Conley),41,42
194,2,0:47.0,,M. Conley makes free throw 1 of 2,41,43
195,2,0:47.0,J. Hill enters the game for I. Mahinmi,,41,43
196,2,0:47.0,,M. Conley makes free throw 2 of 2,41,44
197,2,0:30.0,P. George misses 3-pt jump shot from 29 ft,,41,44
198,2,0:29.0,Offensive rebound by G. Hill,,41,44
199,2,0:06.0,P. George misses 2-pt jump shot from 13 ft,,41,44
200,2,0:05.0,Offensive rebound by J. Hill,,41,44
201,2,0:04.0,J. Hill makes 2-pt layup at rim,,43,44
202,2,0:00.0,,J. Green misses 3-pt jump shot from 46 ft,43,44
203,2,0:00.0,,Offensive rebound by Team,43,44
204,3,11:44.0,P. George misses 2-pt layup from 2 ft,,43,44
205,3,11:41.0,,Defensive rebound by M. Gasol,43,44
206,3,11:19.0,,Turnover by Team (shot clock),43,44
207,3,11:04.0,M. Ellis misses 2-pt jump shot from 11 ft,,43,44
208,3,11:03.0,,Defensive rebound by C. Lee,43,44
209,3,10:51.0,,M. Conley makes 2-pt layup from 1 ft (assist by M. Gasol),43,46
210,3,10:41.0,P. George makes 3-pt jump shot from 23 ft,,46,46
211,3,10:22.0,,Turnover by M. Conley (bad pass; steal by G. Hill),46,46
212,3,10:13.0,G. Hill makes 2-pt jump shot from 4 ft,,48,46
213,3,9:52.0,,M. Conley misses 2-pt layup from 2 ft,48,46
214,3,9:49.0,Defensive rebound by I. Mahinmi,,48,46
215,3,9:43.0,Turnover by P. George (lost ball; steal by M. Conley),,48,46
216,3,9:37.0,,M. Barnes misses 2-pt layup from 1 ft,48,46
217,3,9:33.0,,Offensive rebound by M. Barnes,48,46
218,3,9:31.0,,M. Barnes misses 2-pt layup at rim,48,46
219,3,9:30.0,,Offensive rebound by M. Barnes,48,46
220,3,9:29.0,,M. Barnes makes 3-pt jump shot from 23 ft,48,49
221,3,9:18.0,Personal foul by M. Conley (drawn by M. Ellis),,48,49
222,3,9:10.0,C. Miles misses 2-pt jump shot from 20 ft,,48,49
223,3,9:09.0,,Defensive rebound by J. Green,48,49
224,3,8:55.0,,Personal foul by I. Mahinmi (drawn by M. Gasol),48,49
225,3,8:45.0,,Turnover by C. Lee (bad pass; steal by I. Mahinmi),48,49
226,3,8:39.0,Turnover by P. George (bad pass),,48,49
227,3,8:27.0,,J. Green makes 2-pt layup from 2 ft (assist by M. Gasol),48,51
228,3,8:23.0,Turnover by I. Mahinmi (offensive foul),,48,51
229,3,8:23.0,Offensive foul by I. Mahinmi (drawn by M. Barnes),,48,51
230,3,8:23.0,J. Hill enters the game for I. Mahinmi,,48,51
231,3,8:23.0,,V. Carter enters the game for J. Green,48,51
232,3,8:10.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by M. Barnes),48,54
233,3,7:56.0,Personal foul by M. Gasol (drawn by J. Hill),,48,54
234,3,7:51.0,M. Ellis misses 3-pt jump shot from 25 ft,,48,54
235,3,7:50.0,,Defensive rebound by M. Conley,48,54
236,3,7:36.0,,Turnover by M. Barnes (bad pass; steal by M. Ellis),48,54
237,3,7:29.0,C. Miles misses 2-pt jump shot from 5 ft,,48,54
238,3,7:26.0,,Defensive rebound by M. Conley,48,54
239,3,7:18.0,,M. Conley misses 3-pt jump shot from 25 ft,48,54
240,3,7:16.0,,Offensive rebound by M. Barnes,48,54
241,3,7:12.0,,M. Barnes misses 3-pt jump shot from 23 ft,48,54
242,3,7:11.0,Defensive rebound by P. George,,48,54
243,3,7:08.0,Shooting foul by M. Gasol (drawn by G. Hill),,48,54
244,3,7:08.0,G. Hill misses free throw 1 of 2,,48,54
245,3,7:08.0,Offensive rebound by Team,,48,54
246,3,7:08.0,L. Allen enters the game for C. Miles,,48,54
247,3,7:08.0,G. Hill misses free throw 2 of 2,,48,54
248,3,7:06.0,,Defensive rebound by M. Gasol,48,54
249,3,6:45.0,,M. Gasol makes 2-pt hook shot from 8 ft,48,56
250,3,6:40.0,Indiana full timeout,,48,56
251,3,6:19.0,Turnover by P. George (bad pass; steal by M. Gasol),,48,56
252,3,6:14.0,,M. Conley makes 2-pt layup at rim,48,58
253,3,5:52.0,M. Ellis makes 2-pt jump shot from 5 ft,,50,58
254,3,5:26.0,,M. Gasol misses 2-pt jump shot from 9 ft,50,58
255,3,5:22.0,Defensive rebound by J. Hill,,50,58
256,3,5:16.0,M. Ellis misses 3-pt jump shot from 25 ft,,50,58
257,3,5:15.0,,Defensive rebound by Team,50,58
258,3,5:07.0,,Shooting foul by J. Hill (drawn by M. Conley),50,58
259,3,5:07.0,,M. Conley makes free throw 1 of 2,50,59
260,3,5:07.0,R. Stuckey enters the game for G. Hill,,50,59
261,3,5:07.0,,M. Conley makes free throw 2 of 2,50,60
262,3,4:51.0,M. Ellis misses 3-pt jump shot from 24 ft,,50,60
263,3,4:49.0,,Defensive rebound by V. Carter,50,60
264,3,4:42.0,,M. Conley misses 2-pt layup from 2 ft (block by M. Ellis),50,60
265,3,4:42.0,,Offensive rebound by Team,50,60
266,3,4:38.0,,V. Carter makes 2-pt dunk at rim (assist by M. Barnes),50,62
267,3,4:24.0,P. George misses 2-pt jump shot from 15 ft (block by M. Barnes),,50,62
268,3,4:24.0,Offensive rebound by P. George,,50,62
269,3,4:22.0,Turnover by P. George (lost ball; steal by M. Conley),,50,62
270,3,4:14.0,,M. Barnes misses 3-pt jump shot from 22 ft,50,62
271,3,4:13.0,Defensive rebound by L. Allen,,50,62
272,3,4:06.0,P. George misses 3-pt jump shot from 25 ft,,50,62
273,3,3:59.0,Offensive rebound by P. George,,50,62
274,3,3:58.0,P. George misses 3-pt jump shot from 25 ft,,50,62
275,3,3:56.0,,Defensive rebound by M. Barnes,50,62
276,3,3:53.0,,Turnover by M. Barnes (bad pass; steal by M. Ellis),50,62
277,3,3:48.0,M. Ellis makes 2-pt layup from 1 ft,,52,62
278,3,3:44.0,,Memphis full timeout,52,62
279,3,3:44.0,,Z. Randolph enters the game for M. Barnes,52,62
280,3,3:44.0,,M. Chalmers enters the game for M. Conley,52,62
281,3,3:29.0,,M. Chalmers makes 2-pt jump shot from 16 ft (assist by M. Gasol),52,64
282,3,3:13.0,J. Hill makes 2-pt dunk at rim (assist by R. Stuckey),,54,64
283,3,2:47.0,,C. Lee misses 2-pt jump shot from 18 ft,54,64
284,3,2:45.0,Defensive rebound by J. Hill,,54,64
285,3,2:38.0,R. Stuckey misses 3-pt jump shot from 22 ft,,54,64
286,3,2:36.0,Offensive rebound by Team,,54,64
287,3,2:36.0,,J. Green enters the game for C. Lee,54,64
288,3,2:25.0,L. Allen makes 2-pt jump shot from 18 ft (assist by P. George),,56,64
289,3,2:04.0,,V. Carter misses 3-pt jump shot from 24 ft,56,64
290,3,2:02.0,Defensive rebound by L. Allen,,56,64
291,3,1:57.0,M. Ellis makes 2-pt jump shot from 10 ft,,58,64
292,3,1:57.0,Shooting foul by M. Chalmers (drawn by M. Ellis),,58,64
293,3,1:57.0,M. Ellis makes free throw 1 of 1,,59,64
294,3,1:46.0,,Personal foul by J. Hill (drawn by M. Gasol),59,64
295,3,1:35.0,,M. Gasol misses 2-pt hook shot at rim,59,64
296,3,1:32.0,Defensive rebound by J. Hill,,59,64
297,3,1:25.0,J. Hill makes 2-pt jump shot from 20 ft (assist by P. George),,61,64
298,3,1:08.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by V. Carter),61,66
299,3,0:55.0,P. George makes 3-pt jump shot from 25 ft (assist by L. Allen),,64,66
300,3,0:40.0,,Shooting foul by J. Hill (drawn by M. Chalmers),64,66
301,3,0:40.0,,M. Chalmers makes free throw 1 of 2,64,67
302,3,0:40.0,C. Miles enters the game for J. Hill,,64,67
303,3,0:40.0,,M. Barnes enters the game for Z. Randolph,64,67
304,3,0:40.0,,M. Chalmers makes free throw 2 of 2,64,68
305,3,0:31.0,P. George makes 2-pt jump shot from 12 ft,,66,68
306,3,0:10.0,,J. Green makes 2-pt jump shot from 9 ft,66,70
307,3,0:00.0,P. George misses 3-pt jump shot from 24 ft,,66,70
308,3,0:00.0,,Defensive rebound by M. Chalmers,66,70
309,4,11:39.0,,M. Chalmers makes 2-pt layup from 1 ft,66,72
310,4,11:23.0,C. Miles misses 3-pt jump shot from 27 ft,,66,72
311,4,11:21.0,,Defensive rebound by J. Green,66,72
312,4,11:03.0,,M. Gasol misses 2-pt jump shot from 9 ft,66,72
313,4,11:01.0,,Offensive rebound by M. Barnes,66,72
314,4,11:01.0,,M. Barnes misses 2-pt layup at rim,66,72
315,4,10:58.0,Defensive rebound by R. Stuckey,,66,72
316,4,10:48.0,Turnover by C. Miles (bad pass; steal by V. Carter),,66,72
317,4,10:33.0,,Shooting foul by L. Allen (drawn by M. Chalmers),66,72
318,4,10:33.0,,M. Chalmers makes free throw 1 of 2,66,73
319,4,10:33.0,I. Mahinmi enters the game for L. Allen,,66,73
320,4,10:33.0,,M. Chalmers misses free throw 2 of 2,66,73
321,4,10:32.0,Defensive rebound by P. George,,66,73
322,4,10:28.0,Shooting foul by M. Chalmers (drawn by G. Hill),,66,73
323,4,10:28.0,G. Hill makes free throw 1 of 2,,67,73
324,4,10:28.0,G. Hill makes free throw 2 of 2,,68,73
325,4,10:23.0,,Personal foul by G. Hill (drawn by M. Chalmers),68,73
326,4,10:13.0,,J. Green misses 2-pt jump shot from 18 ft,68,73
327,4,10:11.0,Defensive rebound by G. Hill,,68,73
328,4,10:05.0,C. Miles misses 3-pt jump shot from 28 ft,,68,73
329,4,10:02.0,,Defensive rebound by M. Gasol,68,73
330,4,9:53.0,,Shooting foul by C. Miles (drawn by M. Chalmers),68,73
331,4,9:53.0,,M. Chalmers makes free throw 1 of 2,68,74
332,4,9:53.0,L. Allen enters the game for C. Miles,,68,74
333,4,9:53.0,,J. Green enters the game for M. Gasol,68,74
334,4,9:53.0,,M. Chalmers misses free throw 2 of 2,68,74
335,4,9:52.0,Defensive rebound by G. Hill,,68,74
336,4,9:38.0,G. Hill misses 3-pt jump shot from 27 ft,,68,74
337,4,9:37.0,,Defensive rebound by M. Barnes,68,74
338,4,9:30.0,,Personal foul by G. Hill (drawn by V. Carter),68,74
339,4,9:21.0,,J. Green misses 2-pt dunk at rim,68,74
340,4,9:16.0,Defensive rebound by L. Allen,,68,74
341,4,9:08.0,P. George misses 2-pt jump shot from 12 ft,,68,74
342,4,9:07.0,,Defensive rebound by J. Green,68,74
343,4,8:51.0,,J. Green makes 2-pt jump shot from 7 ft,68,76
344,4,8:51.0,,Shooting foul by I. Mahinmi (drawn by J. Green),68,76
345,4,8:51.0,Official timeout,,68,76
346,4,8:51.0,J. Hill enters the game for I. Mahinmi,,68,76
347,4,8:51.0,,J. Green makes free throw 1 of 1,68,77
348,4,8:36.0,Shooting foul by M. Barnes (drawn by P. George),,68,77
349,4,8:36.0,P. George makes free throw 1 of 2,,69,77
350,4,8:36.0,P. George misses free throw 2 of 2,,69,77
351,4,8:34.0,,Defensive rebound by J. Green,69,77
352,4,8:20.0,,M. Barnes makes 2-pt layup at rim,69,79
353,4,8:15.0,Turnover by P. George (bad pass),,69,79
354,4,8:02.0,,J. Green misses 2-pt jump shot from 17 ft,69,79
355,4,8:02.0,,Offensive rebound by Team,69,79
356,4,8:02.0,Loose ball foul by R. Stuckey (drawn by V. Carter),,69,79
357,4,8:02.0,,V. Carter makes free throw 1 of 2,69,80
358,4,8:02.0,M. Ellis enters the game for G. Hill,,69,80
359,4,8:02.0,,V. Carter makes free throw 2 of 2,69,81
360,4,7:52.0,Personal foul by J. Green (drawn by R. Stuckey),,69,81
361,4,7:43.0,M. Ellis makes 2-pt layup from 2 ft,,71,81
362,4,7:43.0,Shooting foul by V. Carter (drawn by M. Ellis),,71,81
363,4,7:43.0,M. Ellis misses free throw 1 of 1,,71,81
364,4,7:42.0,,Defensive rebound by J. Green,71,81
365,4,7:26.0,,V. Carter misses 3-pt jump shot from 25 ft,71,81
366,4,7:24.0,Defensive rebound by Team,,71,81
367,4,7:24.0,,M. Gasol enters the game for J. Green,71,81
368,4,7:24.0,,M. Conley enters the game for M. Chalmers,71,81
369,4,7:10.0,J. Hill misses 2-pt jump shot from 18 ft,,71,81
370,4,7:09.0,Offensive rebound by L. Allen,,71,81
371,4,7:05.0,P. George makes 2-pt jump shot from 17 ft (assist by L. Allen),,73,81
372,4,6:43.0,,M. Conley misses 2-pt jump shot from 13 ft,73,81
373,4,6:39.0,Defensive rebound by J. Hill,,73,81
374,4,6:29.0,Turnover by R. Stuckey (lost ball; steal by M. Conley),,73,81
375,4,6:25.0,,J. Green makes 2-pt dunk at rim (assist by M. Conley),73,83
376,4,6:25.0,Indiana full timeout,,73,83
377,4,6:25.0,,C. Lee enters the game for V. Carter,73,83
378,4,6:13.0,P. George misses 3-pt jump shot from 24 ft,,73,83
379,4,6:12.0,Offensive rebound by M. Ellis,,73,83
380,4,6:08.0,P. George misses 3-pt jump shot from 23 ft,,73,83
381,4,6:06.0,Offensive rebound by J. Hill,,73,83
382,4,6:06.0,J. Hill misses 2-pt layup from 1 ft,,73,83
383,4,6:02.0,Offensive rebound by J. Hill,,73,83
384,4,6:02.0,J. Hill makes 2-pt hook shot from 3 ft,,75,83
385,4,5:40.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),75,86
386,4,5:25.0,J. Hill misses 2-pt jump shot from 19 ft,,75,86
387,4,5:24.0,,Defensive rebound by M. Conley,75,86
388,4,5:03.0,,M. Gasol makes 2-pt layup from 2 ft,75,88
389,4,4:52.0,Def 3 sec tech foul by M. Conley,,75,88
390,4,4:52.0,R. Stuckey makes technical free throw,,76,88
391,4,4:45.0,Shooting foul by M. Barnes (drawn by P. George),,76,88
392,4,4:45.0,P. George makes free throw 1 of 2,,77,88
393,4,4:45.0,P. George makes free throw 2 of 2,,78,88
394,4,4:33.0,,J. Green misses 2-pt layup from 1 ft,78,88
