,QUARTER,TIME_REMAINING,PHOENIX_ACTION,GOLDEN STATE_ACTION,PHOENIX_SCORE,GOLDEN STATE_SCORE
0,1,11:41.0,T. Chandler makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,2,0
1,1,11:25.0,,K. Thompson makes 2-pt layup from 1 ft,2,2
2,1,11:11.0,J. Leuer makes 2-pt layup from 1 ft,,4,2
3,1,10:52.0,,D. Green makes 3-pt jump shot from 26 ft (assist by A. Bogut),4,5
4,1,10:40.0,J. Leuer makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,7,5
5,1,10:30.0,,K. Thompson misses 3-pt jump shot from 27 ft,7,5
6,1,10:28.0,Defensive rebound by J. Leuer,,7,5
7,1,10:22.0,B. Knight makes 2-pt jump shot from 7 ft,,9,5
8,1,10:13.0,,Turnover by S. Curry (bad pass),9,5
9,1,10:03.0,T. Chandler misses 2-pt layup from 1 ft,,9,5
10,1,10:03.0,,Defensive rebound by A. Bogut,9,5
11,1,9:51.0,,B. Rush makes 3-pt jump shot from 24 ft (assist by S. Curry),9,8
12,1,9:39.0,J. Leuer misses 2-pt layup from 1 ft (block by A. Bogut),,9,8
13,1,9:38.0,,Defensive rebound by A. Bogut,9,8
14,1,9:33.0,,Turnover by B. Rush (bad pass; steal by J. Leuer),9,8
15,1,9:25.0,B. Knight misses 3-pt jump shot from 25 ft,,9,8
16,1,9:25.0,,Defensive rebound by A. Bogut,9,8
17,1,9:16.0,,B. Rush makes 3-pt jump shot from 24 ft (assist by S. Curry),9,11
18,1,8:56.0,T. Chandler misses 2-pt hook shot from 4 ft,,9,11
19,1,8:55.0,,Defensive rebound by D. Green,9,11
20,1,8:48.0,,D. Green misses 2-pt layup from 2 ft,9,11
21,1,8:48.0,Defensive rebound by B. Knight,,9,11
22,1,8:33.0,Turnover by E. Bledsoe (back court),,9,11
23,1,8:23.0,,B. Rush makes 3-pt jump shot from 23 ft (assist by D. Green),9,14
24,1,8:07.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,11,14
25,1,8:01.0,,S. Curry misses 2-pt layup from 2 ft,11,14
26,1,7:59.0,Defensive rebound by E. Bledsoe,,11,14
27,1,7:55.0,Personal foul by B. Rush (drawn by B. Knight),,11,14
28,1,7:46.0,B. Knight misses 3-pt jump shot from 25 ft,,11,14
29,1,7:45.0,,Defensive rebound by A. Bogut,11,14
30,1,7:37.0,,D. Green misses 2-pt jump shot from 3 ft,11,14
31,1,7:31.0,,Offensive rebound by D. Green,11,14
32,1,7:30.0,,D. Green misses 2-pt layup from 1 ft,11,14
33,1,7:30.0,Defensive rebound by J. Leuer,,11,14
34,1,7:24.0,J. Leuer misses 3-pt jump shot from 25 ft,,11,14
35,1,7:23.0,,Defensive rebound by A. Bogut,11,14
36,1,7:20.0,,Shooting foul by T. Chandler (drawn by A. Bogut),11,14
37,1,7:20.0,,A. Bogut misses free throw 1 of 2,11,14
38,1,7:20.0,,Offensive rebound by Team,11,14
39,1,7:20.0,,A. Bogut misses free throw 2 of 2,11,14
40,1,7:20.0,Defensive rebound by J. Leuer,,11,14
41,1,6:59.0,B. Knight misses 2-pt jump shot from 17 ft,,11,14
42,1,6:58.0,,Defensive rebound by K. Thompson,11,14
43,1,6:49.0,,Offensive foul by A. Bogut (drawn by J. Leuer),11,14
44,1,6:49.0,,Turnover by A. Bogut (offensive foul),11,14
45,1,6:36.0,P. Tucker misses 2-pt jump shot from 21 ft,,11,14
