,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
0,1,11:41.0,,R. Jackson misses 2-pt layup at rim,0,0
1,1,11:40.0,,Offensive rebound by A. Drummond,0,0
2,1,11:39.0,,A. Drummond misses 2-pt layup from 1 ft,0,0
3,1,11:37.0,Defensive rebound by G. Hill,,0,0
4,1,11:30.0,M. Ellis makes 2-pt jump shot from 5 ft,,2,0
5,1,11:08.0,,A. Drummond makes 2-pt hook shot from 6 ft,2,2
6,1,10:54.0,I. Mahinmi makes 2-pt layup at rim (assist by M. Ellis),,4,2
7,1,10:39.0,,Personal foul by M. Ellis (drawn by E. İlyasova),4,2
8,1,10:31.0,,Shooting foul by M. Ellis (drawn by K. Caldwell-Pope),4,2
9,1,10:31.0,,K. Caldwell-Pope makes free throw 1 of 2,4,3
10,1,10:31.0,R. Stuckey enters the game for M. Ellis,,4,3
11,1,10:31.0,,K. Caldwell-Pope makes free throw 2 of 2,4,4
12,1,10:19.0,P. George misses 2-pt layup from 2 ft (block by E. İlyasova),,4,4
13,1,10:19.0,Offensive rebound by Team,,4,4
14,1,10:17.0,Turnover by R. Stuckey (bad pass),,4,4
15,1,10:03.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Jackson),4,6
16,1,9:49.0,G. Hill makes 2-pt layup at rim,,6,6
17,1,9:29.0,,A. Drummond misses 2-pt hook shot from 6 ft,6,6
18,1,9:28.0,Defensive rebound by P. George,,6,6
19,1,9:23.0,Shooting foul by A. Drummond (drawn by P. George),,6,6
20,1,9:23.0,P. George makes free throw 1 of 2,,7,6
21,1,9:23.0,P. George makes free throw 2 of 2,,8,6
22,1,9:19.0,,Detroit full timeout,8,6
23,1,9:10.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),8,9
24,1,8:45.0,I. Mahinmi makes 2-pt dunk at rim (assist by R. Stuckey),,10,9
25,1,8:32.0,,R. Jackson makes 2-pt jump shot from 7 ft,10,11
26,1,8:16.0,G. Hill makes 2-pt jump shot from 12 ft,,12,11
27,1,8:02.0,,Turnover by M. Morris (step out of bounds),12,11
28,1,7:41.0,R. Stuckey misses 2-pt jump shot from 17 ft,,12,11
29,1,7:41.0,,Defensive rebound by A. Drummond,12,11
30,1,7:26.0,,A. Drummond misses 2-pt layup at rim,12,11
31,1,7:25.0,,Offensive rebound by A. Drummond,12,11
32,1,7:22.0,,A. Drummond makes 2-pt dunk at rim,12,13
33,1,7:16.0,P. George misses 2-pt jump shot from 18 ft,,12,13
34,1,7:16.0,,Defensive rebound by A. Drummond,12,13
35,1,6:55.0,,E. İlyasova misses 3-pt jump shot from 26 ft,12,13
36,1,6:55.0,Defensive rebound by Team,,12,13
37,1,6:38.0,R. Stuckey misses 3-pt jump shot from 24 ft,,12,13
38,1,6:37.0,,Defensive rebound by K. Caldwell-Pope,12,13
