,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
428,4,1:53.0,,Personal foul by T. Frazier (drawn by C. Landry),82,110
429,4,1:53.0,Portland full timeout,,82,110
430,4,1:53.0,,C. Landry misses free throw 1 of 2,82,110
431,4,1:53.0,,Offensive rebound by Team,82,110
432,4,1:53.0,,C. Landry makes free throw 2 of 2,82,111
433,4,1:38.0,P. Connaughton misses 3-pt jump shot from 24 ft,,82,111
434,4,1:31.0,,Defensive rebound by K. Marshall,82,111
435,4,1:30.0,,K. Marshall makes 3-pt jump shot from 28 ft (assist by I. Canaan),82,114
436,4,1:10.0,G. Henderson makes 3-pt jump shot from 25 ft (assist by N. Vonleh),,85,114
437,4,0:49.0,,R. Holmes misses 3-pt jump shot from 24 ft,85,114
438,4,0:47.0,Defensive rebound by G. Henderson,,85,114
439,4,0:40.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by T. Frazier),,88,114
440,4,0:17.0,,Turnover by R. Holmes (bad pass; steal by N. Vonleh),88,114
441,4,0:10.0,P. Connaughton misses 3-pt jump shot from 24 ft,,88,114
442,4,0:08.0,Offensive rebound by M. Leonard,,88,114
443,4,0:04.0,Shooting foul by H. Thompson (drawn by N. Vonleh),,88,114
444,4,0:04.0,N. Vonleh makes free throw 1 of 2,,89,114
445,4,0:04.0,N. Vonleh misses free throw 2 of 2,,89,114
446,4,0:02.0,,Defensive rebound by R. Holmes,89,114
