,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
0,1,11:47.0,Turnover by R. Westbrook (bad pass; steal by D. Gallinari),,0,0
1,1,11:42.0,,E. Mudiay misses 2-pt layup from 2 ft,0,0
2,1,11:41.0,,Offensive rebound by K. Faried,0,0
3,1,11:41.0,,K. Faried makes 2-pt dunk at rim,0,2
4,1,11:26.0,S. Adams misses 2-pt layup from 2 ft,,0,2
5,1,11:25.0,Offensive rebound by A. Roberson,,0,2
6,1,11:17.0,R. Westbrook misses 3-pt jump shot from 25 ft,,0,2
7,1,11:17.0,,Defensive rebound by K. Faried,0,2
8,1,11:06.0,,E. Mudiay misses 2-pt jump shot from 4 ft,0,2
9,1,11:05.0,Defensive rebound by R. Westbrook,,0,2
10,1,10:59.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,2,2
11,1,10:39.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by E. Mudiay),2,5
12,1,10:27.0,K. Durant makes 2-pt jump shot from 20 ft (assist by A. Roberson),,4,5
13,1,10:06.0,,N. Jokić misses 3-pt jump shot from 25 ft,4,5
14,1,10:06.0,,Offensive rebound by K. Faried,4,5
15,1,10:00.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by G. Harris),4,8
16,1,9:47.0,K. Durant makes 2-pt jump shot from 13 ft (assist by R. Westbrook),,6,8
17,1,9:30.0,,D. Gallinari misses 2-pt jump shot from 19 ft,6,8
18,1,9:29.0,Defensive rebound by A. Roberson,,6,8
19,1,9:23.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,8,8
20,1,9:11.0,,K. Faried misses 2-pt jump shot from 3 ft,8,8
21,1,9:10.0,Defensive rebound by S. Adams,,8,8
22,1,9:03.0,R. Westbrook misses 2-pt layup from 2 ft (block by K. Faried),,8,8
23,1,9:01.0,,Defensive rebound by D. Gallinari,8,8
24,1,8:51.0,,E. Mudiay misses 3-pt jump shot from 24 ft,8,8
25,1,8:50.0,Defensive rebound by K. Durant,,8,8
26,1,8:37.0,S. Adams makes 2-pt dunk at rim (assist by S. Ibaka),,10,8
27,1,8:37.0,,Denver full timeout,10,8
28,1,8:20.0,,Personal foul by R. Westbrook (drawn by N. Jokić),10,8
29,1,8:10.0,,D. Gallinari makes 2-pt dunk at rim,10,10
30,1,8:00.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,12,10
31,1,7:44.0,,G. Harris misses 2-pt jump shot from 5 ft,12,10
32,1,7:43.0,Defensive rebound by K. Durant,,12,10
33,1,7:37.0,R. Westbrook misses 2-pt jump shot from 17 ft,,12,10
34,1,7:34.0,,Defensive rebound by K. Faried,12,10
35,1,7:14.0,,D. Gallinari makes 2-pt dunk at rim,12,12
36,1,7:01.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,14,12
37,1,6:47.0,,D. Gallinari misses 2-pt layup from 1 ft,14,12
38,1,6:46.0,,Offensive rebound by K. Faried,14,12
39,1,6:45.0,,Shooting foul by S. Adams (drawn by K. Faried),14,12
40,1,6:45.0,,K. Faried makes free throw 1 of 2,14,13
41,1,6:45.0,E. Freedom enters the game for S. Adams,,14,13
42,1,6:45.0,,K. Faried makes free throw 2 of 2,14,14
43,1,6:35.0,Personal foul by G. Harris (drawn by S. Ibaka),,14,14
44,1,6:31.0,S. Ibaka misses 3-pt jump shot from 24 ft,,14,14
45,1,6:30.0,,Defensive rebound by E. Mudiay,14,14
46,1,6:26.0,,Shooting foul by S. Ibaka (drawn by G. Harris),14,14
47,1,6:26.0,,G. Harris makes free throw 1 of 2,14,15
48,1,6:26.0,,G. Harris misses free throw 2 of 2,14,15
49,1,6:26.0,,Offensive rebound by N. Jokić,14,15
50,1,6:21.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),14,18
51,1,6:20.0,Oklahoma City full timeout,,14,18
52,1,6:01.0,Turnover by E. Freedom (bad pass),,14,18
53,1,6:01.0,S. Adams enters the game for S. Ibaka,,14,18
54,1,5:48.0,,G. Harris misses 2-pt layup from 1 ft (block by A. Roberson),14,18
55,1,5:46.0,,Offensive rebound by G. Harris,14,18
56,1,5:40.0,,N. Jokić makes 2-pt hook shot from 6 ft (assist by E. Mudiay),14,20
57,1,5:32.0,Offensive foul by E. Freedom (drawn by G. Harris),,14,20
58,1,5:32.0,Turnover by E. Freedom (offensive foul),,14,20
59,1,5:18.0,,K. Faried misses 2-pt jump shot from 18 ft,14,20
60,1,5:14.0,Defensive rebound by K. Durant,,14,20
61,1,5:10.0,A. Roberson misses 2-pt layup from 2 ft,,14,20
62,1,5:08.0,,Defensive rebound by K. Faried,14,20
63,1,5:03.0,,D. Gallinari misses 3-pt jump shot from 26 ft,14,20
64,1,5:03.0,Defensive rebound by Team,,14,20
65,1,5:03.0,,Loose ball foul by K. Faried (drawn by S. Adams),14,20
66,1,4:50.0,K. Durant makes 3-pt jump shot from 24 ft,,17,20
67,1,4:25.0,,K. Faried makes 2-pt hook shot from 3 ft (assist by D. Gallinari),17,22
68,1,4:12.0,E. Freedom makes 2-pt jump shot from 20 ft (assist by A. Roberson),,19,22
69,1,3:48.0,,K. Faried misses 2-pt layup from 2 ft,19,22
70,1,3:48.0,Defensive rebound by K. Durant,,19,22
71,1,3:48.0,Personal foul by N. Jokić (drawn by S. Adams),,19,22
72,1,3:48.0,,D. Arthur enters the game for N. Jokić,19,22
73,1,3:46.0,,J. Lauvergne enters the game for K. Faried,19,22
74,1,3:36.0,Turnover by R. Westbrook (bad pass; steal by D. Gallinari),,19,22
75,1,3:32.0,,Shooting foul by K. Durant (drawn by D. Gallinari),19,22
76,1,3:32.0,,D. Gallinari makes free throw 1 of 2,19,23
77,1,3:32.0,D. Waiters enters the game for A. Roberson,,19,23
78,1,3:32.0,,D. Gallinari makes free throw 2 of 2,19,24
79,1,3:21.0,E. Freedom misses 2-pt jump shot from 21 ft,,19,24
80,1,3:20.0,,Defensive rebound by J. Lauvergne,19,24
81,1,3:14.0,,Shooting foul by D. Waiters (drawn by E. Mudiay),19,24
82,1,3:14.0,,E. Mudiay misses free throw 1 of 2,19,24
83,1,3:14.0,,Offensive rebound by Team,19,24
84,1,3:14.0,,E. Mudiay makes free throw 2 of 2,19,25
85,1,3:01.0,D. Waiters misses 3-pt jump shot from 22 ft,,19,25
86,1,2:59.0,,Defensive rebound by D. Arthur,19,25
87,1,2:54.0,,E. Mudiay makes 2-pt dunk at rim (assist by D. Arthur),19,27
88,1,2:33.0,Turnover by D. Waiters (bad pass; steal by J. Lauvergne),,19,27
89,1,2:28.0,,J. Lauvergne makes 2-pt dunk at rim,19,29
90,1,2:11.0,R. Westbrook misses 2-pt layup from 2 ft (block by J. Lauvergne),,19,29
91,1,2:10.0,,Defensive rebound by G. Harris,19,29
92,1,2:04.0,,G. Harris misses 2-pt layup at rim,19,29
93,1,2:03.0,Defensive rebound by S. Adams,,19,29
94,1,2:00.0,Shooting foul by J. Lauvergne (drawn by R. Westbrook),,19,29
95,1,2:00.0,R. Westbrook makes free throw 1 of 2,,20,29
96,1,2:00.0,,R. Foye enters the game for E. Mudiay,20,29
97,1,2:00.0,,W. Barton enters the game for G. Harris,20,29
98,1,2:00.0,R. Westbrook misses free throw 2 of 2,,20,29
99,1,2:00.0,,Defensive rebound by D. Gallinari,20,29
100,1,1:52.0,,D. Arthur misses 2-pt jump shot from 17 ft,20,29
101,1,1:51.0,Defensive rebound by E. Freedom,,20,29
102,1,1:31.0,E. Freedom misses 2-pt layup from 1 ft (block by D. Arthur),,20,29
103,1,1:30.0,Offensive rebound by E. Freedom,,20,29
104,1,1:26.0,E. Freedom misses 2-pt layup at rim,,20,29
105,1,1:25.0,Offensive rebound by E. Freedom,,20,29
106,1,1:25.0,E. Freedom makes 2-pt layup at rim,,22,29
107,1,1:20.0,,W. Barton misses 2-pt jump shot from 16 ft,22,29
108,1,1:20.0,Defensive rebound by E. Freedom,,22,29
109,1,1:10.0,R. Westbrook misses 3-pt jump shot from 25 ft,,22,29
110,1,1:09.0,,Defensive rebound by Team,22,29
111,1,1:09.0,C. Payne enters the game for R. Westbrook,,22,29
112,1,0:56.0,,D. Arthur misses 3-pt jump shot from 23 ft,22,29
113,1,0:55.0,,Offensive rebound by Team,22,29
114,1,0:47.0,,D. Gallinari misses 3-pt jump shot from 25 ft,22,29
115,1,0:46.0,Defensive rebound by C. Payne,,22,29
116,1,0:37.0,E. Freedom makes 2-pt layup from 1 ft (assist by K. Durant),,24,29
117,1,0:19.0,,Turnover by R. Foye (bad pass; steal by C. Payne),24,29
118,1,0:15.0,Shooting foul by R. Foye (drawn by E. Freedom),,24,29
119,1,0:15.0,E. Freedom misses free throw 1 of 2,,24,29
120,1,0:15.0,Offensive rebound by Team,,24,29
121,1,0:15.0,E. Freedom makes free throw 2 of 2,,25,29
122,1,0:01.0,,D. Gallinari makes 2-pt jump shot from 20 ft,25,31
123,2,11:45.0,,W. Barton misses 2-pt layup from 2 ft,25,31
124,2,11:44.0,,Offensive rebound by D. Arthur,25,31
125,2,11:39.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by D. Arthur),25,34
126,2,11:26.0,D. Waiters misses 3-pt jump shot from 24 ft,,25,34
127,2,11:25.0,,Defensive rebound by R. Foye,25,34
128,2,11:23.0,,Shooting foul by C. Payne (drawn by R. Foye),25,34
129,2,11:23.0,,R. Foye makes free throw 1 of 2,25,35
130,2,11:23.0,,R. Foye misses free throw 2 of 2,25,35
131,2,11:22.0,Defensive rebound by S. Adams,,25,35
132,2,11:09.0,D. Waiters misses 2-pt layup from 1 ft,,25,35
133,2,11:08.0,,Defensive rebound by J. Lauvergne,25,35
134,2,10:58.0,,J. Lauvergne makes 2-pt layup from 1 ft (assist by W. Barton),25,37
135,2,10:51.0,Oklahoma City full timeout,,25,37
136,2,10:38.0,S. Adams makes 2-pt hook shot from 4 ft (assist by C. Payne),,27,37
137,2,10:23.0,,S. Kilpatrick misses 3-pt jump shot from 24 ft,27,37
138,2,10:21.0,Defensive rebound by S. Ibaka,,27,37
139,2,10:14.0,K. Singler makes 3-pt jump shot from 23 ft (assist by D. Waiters),,30,37
140,2,10:01.0,,W. Barton makes 2-pt layup from 2 ft,30,39
141,2,9:53.0,Turnover by D. Waiters (traveling),,30,39
142,2,9:48.0,,Personal foul by C. Payne (drawn by W. Barton),30,39
143,2,9:48.0,N. Collison enters the game for S. Adams,,30,39
