,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
0,1,11:39.0,D. Favors misses 2-pt jump shot from 14 ft,,0,0
1,1,11:39.0,,Defensive rebound by R. Westbrook,0,0
2,1,11:17.0,,A. Roberson misses 3-pt jump shot from 22 ft,0,0
3,1,11:17.0,Defensive rebound by D. Favors,,0,0
4,1,11:00.0,D. Favors misses 2-pt jump shot from 14 ft,,0,0
5,1,11:00.0,,Defensive rebound by Team,0,0
6,1,11:00.0,Loose ball foul by R. Gobert,,0,0
7,1,10:45.0,,R. Westbrook makes 2-pt jump shot from 14 ft,0,2
8,1,10:23.0,Shooting foul by A. Roberson (drawn by G. Hayward),,0,2
9,1,10:23.0,G. Hayward makes free throw 1 of 2,,1,2
10,1,10:23.0,G. Hayward makes free throw 2 of 2,,2,2
11,1,10:10.0,,Shooting foul by R. Gobert (drawn by K. Durant),2,2
12,1,10:10.0,,K. Durant makes free throw 1 of 2,2,3
13,1,10:10.0,T. Booker enters the game for R. Gobert,,2,3
14,1,10:10.0,,K. Durant makes free throw 2 of 2,2,4
15,1,9:50.0,Turnover by S. Mack (bad pass; steal by S. Ibaka),,2,4
16,1,9:41.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),2,7
17,1,9:17.0,S. Mack misses 2-pt jump shot from 14 ft,,2,7
18,1,9:17.0,,Defensive rebound by K. Durant,2,7
19,1,9:11.0,,K. Durant makes 3-pt jump shot from 24 ft,2,10
20,1,8:47.0,T. Booker makes 2-pt dunk at rim (assist by S. Mack),,4,10
21,1,8:26.0,,Turnover by K. Durant (bad pass; steal by D. Favors),4,10
22,1,8:16.0,D. Favors makes 2-pt jump shot from 14 ft (assist by T. Booker),,6,10
23,1,7:52.0,,S. Adams makes 2-pt layup from 1 ft,6,12
24,1,7:38.0,S. Mack makes 2-pt layup from 2 ft,,8,12
25,1,7:25.0,,R. Westbrook misses 2-pt jump shot from 4 ft,8,12
26,1,7:25.0,Defensive rebound by D. Favors,,8,12
27,1,7:13.0,Turnover by S. Mack (bad pass; steal by S. Adams),,8,12
28,1,6:58.0,,S. Adams makes 2-pt jump shot from 5 ft (assist by K. Durant),8,14
29,1,6:57.0,Utah full timeout,,8,14
30,1,6:39.0,G. Hayward misses 3-pt jump shot from 23 ft,,8,14
31,1,6:38.0,,Defensive rebound by A. Roberson,8,14
32,1,6:29.0,,R. Westbrook misses 2-pt layup from 1 ft,8,14
33,1,6:29.0,Defensive rebound by S. Mack,,8,14
34,1,6:27.0,Turnover by S. Mack (bad pass; steal by R. Westbrook),,8,14
35,1,6:27.0,,R. Westbrook makes 2-pt layup at rim,8,16
36,1,6:27.0,,Shooting foul by D. Favors (drawn by R. Westbrook),8,16
37,1,6:27.0,,R. Westbrook makes free throw 1 of 1,8,17
38,1,6:12.0,R. Hood makes 3-pt jump shot from 24 ft (assist by T. Booker),,11,17
39,1,6:12.0,Shooting foul by S. Ibaka (drawn by R. Hood),,11,17
40,1,6:12.0,,E. Freedom enters the game for S. Adams,11,17
41,1,6:12.0,,D. Waiters enters the game for K. Durant,11,17
42,1,6:12.0,R. Hood makes free throw 1 of 1,,12,17
43,1,5:55.0,,R. Westbrook misses 3-pt jump shot from 25 ft,12,17
44,1,5:55.0,Defensive rebound by R. Hood,,12,17
45,1,5:46.0,Turnover by G. Hayward (lost ball; steal by D. Waiters),,12,17
46,1,5:32.0,,Turnover by R. Westbrook (bad pass),12,17
47,1,5:06.0,G. Hayward misses 3-pt jump shot from 25 ft,,12,17
48,1,5:06.0,,Defensive rebound by R. Westbrook,12,17
49,1,4:59.0,,D. Waiters makes 2-pt jump shot from 17 ft (assist by R. Westbrook),12,19
50,1,4:42.0,Turnover by S. Mack (lost ball; steal by D. Waiters),,12,19
51,1,4:35.0,,E. Freedom misses 2-pt jump shot from 10 ft,12,19
52,1,4:35.0,,Offensive rebound by S. Ibaka,12,19
53,1,4:27.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. Waiters),12,22
54,1,4:02.0,T. Booker misses 3-pt jump shot from 23 ft,,12,22
55,1,4:02.0,,Defensive rebound by A. Roberson,12,22
56,1,3:54.0,,R. Westbrook misses 2-pt jump shot from 14 ft,12,22
57,1,3:54.0,Defensive rebound by S. Mack,,12,22
58,1,3:40.0,T. Booker makes 3-pt jump shot from 22 ft (assist by S. Mack),,15,22
59,1,3:22.0,,D. Waiters misses 2-pt jump shot from 18 ft,15,22
60,1,3:21.0,Defensive rebound by G. Hayward,,15,22
61,1,3:08.0,,K. Durant enters the game for S. Ibaka,15,22
62,1,3:08.0,,C. Payne enters the game for A. Roberson,15,22
63,1,3:08.0,,R. Foye enters the game for R. Westbrook,15,22
64,1,3:08.0,T. Lyles enters the game for R. Hood,,15,22
65,1,3:08.0,J. Ingles enters the game for T. Booker,,15,22
