,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
0,1,11:39.0,K. Porziņģis misses 2-pt jump shot from 5 ft,,0,0
1,1,11:38.0,,Defensive rebound by M. Gortat,0,0
2,1,11:32.0,,O. Porter misses 3-pt jump shot from 25 ft,0,0
3,1,11:31.0,Defensive rebound by R. Lopez,,0,0
4,1,11:24.0,J. Calderón makes 2-pt jump shot from 18 ft,,2,0
5,1,11:09.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by M. Gortat),2,2
6,1,10:52.0,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by C. Anthony),,4,2
7,1,10:43.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by J. Wall),4,4
8,1,10:21.0,J. Calderón misses 2-pt jump shot from 19 ft,,4,4
9,1,10:20.0,,Defensive rebound by J. Wall,4,4
10,1,10:11.0,,J. Wall misses 2-pt jump shot from 15 ft,4,4
11,1,10:10.0,Defensive rebound by C. Anthony,,4,4
12,1,9:56.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by K. Porziņģis),,6,4
13,1,9:42.0,,M. Gortat misses 2-pt jump shot from 12 ft,6,4
14,1,9:41.0,Defensive rebound by C. Anthony,,6,4
15,1,9:30.0,Turnover by K. Porziņģis (lost ball; steal by M. Morris),,6,4
16,1,9:20.0,,O. Porter misses 3-pt jump shot from 23 ft,6,4
17,1,9:19.0,Defensive rebound by K. Porziņģis,,6,4
18,1,9:07.0,C. Anthony makes 2-pt jump shot from 19 ft (assist by S. Vujačić),,8,4
19,1,8:57.0,,B. Beal misses 2-pt layup at rim (block by R. Lopez),8,4
20,1,8:55.0,Defensive rebound by S. Vujačić,,8,4
21,1,8:34.0,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by C. Anthony),,10,4
22,1,8:09.0,,M. Morris misses 2-pt jump shot from 14 ft (block by K. Porziņģis),10,4
23,1,8:06.0,Defensive rebound by S. Vujačić,,10,4
24,1,7:44.0,Turnover by S. Vujačić (lost ball),,10,4
