,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SAN ANTONIO_ACTION,OKLAHOMA CITY_SCORE,SAN ANTONIO_SCORE
101,1,1:00.0,N. Collison misses 2-pt jump shot from 10 ft,,22,25
102,1,0:58.0,,Defensive rebound by P. Mills,22,25
103,1,0:52.0,,D. Green misses 2-pt layup from 1 ft,22,25
104,1,0:51.0,Defensive rebound by N. Collison,,22,25
105,1,0:44.0,K. Singler misses 3-pt jump shot from 26 ft,,22,25
106,1,0:43.0,,Defensive rebound by P. Mills,22,25
107,1,0:28.0,,B. Diaw misses 3-pt jump shot from 26 ft,22,25
108,1,0:27.0,Defensive rebound by E. Freedom,,22,25
109,1,0:07.0,E. Freedom misses 2-pt jump shot from 17 ft,,22,25
110,1,0:06.0,,Defensive rebound by P. Mills,22,25
111,1,0:00.0,,P. Mills misses 2-pt jump shot from 4 ft,22,25
112,1,0:00.0,,Offensive rebound by Team,22,25
113,2,11:50.0,,M. Ginóbili misses 2-pt jump shot from 2 ft,22,25
114,2,11:46.0,,Offensive rebound by D. West,22,25
115,2,11:46.0,,D. West makes 2-pt layup at rim,22,27
116,2,11:41.0,Offensive foul by N. Collison (drawn by P. Mills),,22,27
117,2,11:41.0,Turnover by N. Collison (offensive foul),,22,27
118,2,11:26.0,,B. Diaw makes 2-pt jump shot from 12 ft,22,29
119,2,11:10.0,K. Durant misses 3-pt jump shot from 26 ft,,22,29
120,2,11:09.0,,Defensive rebound by P. Mills,22,29
121,2,10:55.0,,Turnover by D. West (3 sec),22,29
122,2,10:38.0,Shooting foul by D. West (drawn by R. Foye),,22,29
123,2,10:38.0,R. Foye makes free throw 1 of 2,,23,29
124,2,10:38.0,,K. Anderson enters the game for M. Ginóbili,23,29
125,2,10:38.0,,T. Duncan enters the game for D. West,23,29
126,2,10:38.0,R. Foye makes free throw 2 of 2,,24,29
127,2,10:24.0,,D. Green misses 3-pt jump shot from 26 ft,24,29
128,2,10:23.0,Defensive rebound by K. Durant,,24,29
129,2,10:13.0,K. Durant misses 2-pt layup from 1 ft,,24,29
130,2,10:12.0,,Defensive rebound by P. Mills,24,29
131,2,9:51.0,,P. Mills misses 3-pt jump shot from 24 ft,24,29
132,2,9:48.0,Defensive rebound by E. Freedom,,24,29
133,2,9:39.0,R. Foye misses 2-pt jump shot from 23 ft,,24,29
134,2,9:37.0,,Defensive rebound by P. Mills,24,29
135,2,9:28.0,,D. Green misses 3-pt jump shot from 26 ft,24,29
136,2,9:27.0,Defensive rebound by R. Foye,,24,29
137,2,9:22.0,Oklahoma City full timeout,,24,29
138,2,9:22.0,,T. Parker enters the game for P. Mills,24,29
139,2,9:22.0,,K. Leonard enters the game for D. Green,24,29
140,2,9:22.0,R. Westbrook enters the game for K. Durant,,24,29
141,2,9:22.0,S. Ibaka enters the game for E. Freedom,,24,29
142,2,9:22.0,S. Adams enters the game for N. Collison,,24,29
143,2,9:15.0,Turnover by R. Westbrook (bad pass; steal by K. Leonard),,24,29
144,2,9:07.0,,K. Leonard misses 2-pt layup from 1 ft,24,29
145,2,9:04.0,,Offensive rebound by T. Duncan,24,29
146,2,9:04.0,,T. Duncan makes 2-pt layup at rim,24,31
147,2,8:51.0,R. Foye misses 2-pt jump shot from 17 ft,,24,31
148,2,8:49.0,Offensive rebound by K. Singler,,24,31
149,2,8:36.0,K. Singler misses 2-pt jump shot from 3 ft,,24,31
150,2,8:34.0,Offensive rebound by S. Adams,,24,31
151,2,8:34.0,S. Adams makes 2-pt layup at rim,,26,31
152,2,8:17.0,,T. Parker misses 2-pt jump shot from 16 ft,26,31
153,2,8:15.0,Defensive rebound by S. Adams,,26,31
154,2,8:09.0,Shooting foul by B. Diaw (drawn by R. Westbrook),,26,31
155,2,8:09.0,R. Westbrook misses free throw 1 of 2,,26,31
156,2,8:09.0,Offensive rebound by Team,,26,31
157,2,8:09.0,A. Roberson enters the game for R. Foye,,26,31
158,2,8:09.0,R. Westbrook makes free throw 2 of 2,,27,31
159,2,7:44.0,,T. Duncan makes 2-pt jump shot from 19 ft (assist by B. Diaw),27,33
160,2,7:25.0,S. Ibaka misses 2-pt jump shot from 19 ft,,27,33
161,2,7:25.0,,Defensive rebound by Team,27,33
162,2,7:25.0,Loose ball foul by S. Adams,,27,33
163,2,7:25.0,,L. Aldridge enters the game for B. Diaw,27,33
164,2,7:25.0,E. Freedom enters the game for S. Adams,,27,33
165,2,7:10.0,,K. Leonard makes 2-pt dunk at rim (assist by L. Aldridge),27,35
166,2,7:10.0,,Shooting foul by K. Singler (drawn by K. Leonard),27,35
167,2,7:10.0,K. Durant enters the game for K. Singler,,27,35
168,2,7:10.0,,K. Leonard makes free throw 1 of 1,27,36
169,2,6:54.0,K. Durant misses 2-pt jump shot from 3 ft (block by K. Leonard),,27,36
170,2,6:53.0,,Defensive rebound by K. Anderson,27,36
171,2,6:51.0,,Turnover by T. Parker (lost ball),27,36
172,2,6:41.0,E. Freedom makes 2-pt jump shot from 4 ft (assist by R. Westbrook),,29,36
173,2,6:35.0,,Turnover by T. Parker (bad pass; steal by R. Westbrook),29,36
174,2,6:33.0,Turnover by R. Westbrook (bad pass; steal by K. Leonard),,29,36
175,2,6:32.0,,San Antonio full timeout,29,36
176,2,6:32.0,,K. Martin enters the game for K. Anderson,29,36
177,2,6:20.0,,K. Leonard misses 2-pt jump shot from 19 ft,29,36
178,2,6:19.0,Defensive rebound by E. Freedom,,29,36
179,2,6:08.0,K. Durant makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,31,36
180,2,5:49.0,,K. Leonard misses 2-pt jump shot from 11 ft,31,36
181,2,5:48.0,Defensive rebound by A. Roberson,,31,36
182,2,5:42.0,K. Durant misses 3-pt jump shot from 26 ft,,31,36
183,2,5:40.0,Offensive rebound by A. Roberson,,31,36
184,2,5:36.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by A. Roberson),,33,36
185,2,5:13.0,,Turnover by L. Aldridge (lost ball; steal by S. Ibaka),33,36
186,2,5:08.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,35,36
187,2,4:58.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by K. Leonard),35,39
188,2,4:46.0,R. Westbrook makes 2-pt layup from 4 ft,,37,39
189,2,4:18.0,,T. Duncan misses 2-pt jump shot from 6 ft,37,39
190,2,4:17.0,Defensive rebound by E. Freedom,,37,39
191,2,4:09.0,S. Ibaka misses 2-pt jump shot from 15 ft,,37,39
192,2,4:08.0,,Defensive rebound by L. Aldridge,37,39
193,2,4:00.0,,K. Leonard misses 2-pt jump shot from 9 ft,37,39
194,2,3:59.0,Defensive rebound by S. Ibaka,,37,39
195,2,3:44.0,K. Durant misses 2-pt jump shot from 16 ft,,37,39
196,2,3:42.0,Offensive rebound by E. Freedom,,37,39
197,2,3:40.0,E. Freedom misses 2-pt layup from 1 ft,,37,39
198,2,3:39.0,,Defensive rebound by L. Aldridge,37,39
199,2,3:25.0,,L. Aldridge misses 2-pt jump shot from 4 ft (block by K. Durant),37,39
200,2,3:23.0,Defensive rebound by R. Westbrook,,37,39
201,2,3:15.0,Shooting foul by L. Aldridge (drawn by K. Durant),,37,39
202,2,3:15.0,K. Durant makes free throw 1 of 2,,38,39
203,2,3:15.0,K. Durant makes free throw 2 of 2,,39,39
204,2,2:57.0,,L. Aldridge misses 2-pt jump shot from 12 ft,39,39
205,2,2:56.0,Defensive rebound by K. Durant,,39,39
206,2,2:46.0,E. Freedom makes 2-pt dunk at rim (assist by K. Durant),,41,39
207,2,2:46.0,Shooting foul by T. Duncan (drawn by E. Freedom),,41,39
208,2,2:46.0,Official timeout,,41,39
209,2,2:46.0,,D. West enters the game for T. Duncan,41,39
210,2,2:46.0,,M. Ginóbili enters the game for K. Martin,41,39
211,2,2:46.0,E. Freedom makes free throw 1 of 1,,42,39
212,2,2:32.0,,K. Leonard makes 2-pt jump shot from 15 ft,42,41
213,2,2:16.0,R. Westbrook makes 2-pt layup from 1 ft,,44,41
214,2,2:00.0,,L. Aldridge misses 2-pt jump shot from 3 ft,44,41
215,2,1:58.0,Defensive rebound by E. Freedom,,44,41
216,2,1:40.0,K. Durant makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,46,41
217,2,1:25.0,,T. Parker misses 2-pt jump shot from 17 ft,46,41
218,2,1:24.0,Defensive rebound by S. Ibaka,,46,41
219,2,1:16.0,K. Durant misses 3-pt jump shot from 25 ft,,46,41
220,2,1:15.0,,Defensive rebound by T. Parker,46,41
221,2,1:07.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by T. Parker),46,43
222,2,0:43.0,Shooting foul by M. Ginóbili (drawn by S. Ibaka),,46,43
223,2,0:43.0,S. Ibaka misses free throw 1 of 2,,46,43
224,2,0:43.0,Offensive rebound by Team,,46,43
225,2,0:43.0,S. Ibaka makes free throw 2 of 2,,47,43
226,2,0:31.0,,Shooting foul by K. Durant (drawn by K. Leonard),47,43
227,2,0:31.0,,K. Leonard makes free throw 1 of 2,47,44
228,2,0:31.0,,K. Leonard makes free throw 2 of 2,47,45
229,2,0:29.0,Turnover by E. Freedom (offensive foul),,47,45
230,2,0:29.0,Offensive foul by E. Freedom (drawn by M. Ginóbili),,47,45
231,2,0:29.0,,P. Mills enters the game for T. Parker,47,45
232,2,0:08.0,,Turnover by M. Ginóbili (lost ball; steal by K. Durant),47,45
233,2,0:06.0,K. Durant makes 2-pt layup from 1 ft,,49,45
234,2,0:01.0,,Turnover by K. Leonard (bad pass),49,45
235,2,0:00.0,S. Ibaka misses 3-pt jump shot from 40 ft,,49,45
236,2,0:00.0,Offensive rebound by Team,,49,45
237,3,11:43.0,,L. Aldridge makes 2-pt hook shot from 4 ft,49,47
238,3,11:26.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,51,47
239,3,11:10.0,,K. Leonard makes 2-pt jump shot from 18 ft,51,49
240,3,10:51.0,K. Durant misses 2-pt jump shot from 16 ft,,51,49
241,3,10:50.0,,Defensive rebound by T. Duncan,51,49
242,3,10:43.0,,K. Leonard misses 3-pt jump shot from 24 ft,51,49
243,3,10:40.0,Defensive rebound by K. Durant,,51,49
244,3,10:31.0,K. Durant misses 2-pt jump shot from 18 ft,,51,49
245,3,10:29.0,Offensive rebound by S. Ibaka,,51,49
246,3,10:26.0,S. Ibaka misses 3-pt jump shot from 25 ft,,51,49
247,3,10:25.0,,Defensive rebound by K. Leonard,51,49
248,3,10:02.0,,D. Green misses 3-pt jump shot from 23 ft,51,49
249,3,10:01.0,Defensive rebound by A. Roberson,,51,49
250,3,9:51.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,53,49
251,3,9:35.0,,T. Parker misses 2-pt jump shot from 19 ft,53,49
252,3,9:34.0,Defensive rebound by S. Ibaka,,53,49
253,3,9:18.0,S. Ibaka misses 2-pt jump shot from 20 ft,,53,49
254,3,9:17.0,,Defensive rebound by D. Green,53,49
255,3,9:05.0,,L. Aldridge makes 2-pt jump shot from 15 ft,53,51
256,3,8:40.0,S. Ibaka misses 2-pt jump shot from 16 ft,,53,51
257,3,8:39.0,Offensive rebound by R. Westbrook,,53,51
258,3,8:33.0,R. Westbrook misses 3-pt jump shot from 24 ft,,53,51
259,3,8:32.0,,Defensive rebound by D. Green,53,51
260,3,8:22.0,,Shooting foul by S. Ibaka (drawn by L. Aldridge),53,51
261,3,8:22.0,,L. Aldridge makes free throw 1 of 2,53,52
262,3,8:22.0,,L. Aldridge makes free throw 2 of 2,53,53
263,3,8:08.0,Turnover by R. Westbrook (bad pass; steal by T. Duncan),,53,53
264,3,7:56.0,,T. Duncan misses 2-pt jump shot from 4 ft,53,53
265,3,7:55.0,Defensive rebound by S. Ibaka,,53,53
266,3,7:41.0,K. Durant makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,55,53
267,3,7:27.0,,Turnover by L. Aldridge (traveling),55,53
268,3,7:18.0,,Violation by K. Leonard (kicked ball),55,53
269,3,7:08.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,57,53
270,3,7:00.0,,San Antonio full timeout,57,53
271,3,6:47.0,,D. Green misses 3-pt jump shot from 26 ft,57,53
272,3,6:46.0,Defensive rebound by S. Ibaka,,57,53
273,3,6:26.0,Turnover by R. Westbrook (bad pass; steal by K. Leonard),,57,53
274,3,6:24.0,,Shooting foul by K. Durant (drawn by D. Green),57,53
275,3,6:24.0,,D. Green makes free throw 1 of 2,57,54
276,3,6:24.0,,D. Green makes free throw 2 of 2,57,55
277,3,6:07.0,A. Roberson makes 3-pt jump shot from 22 ft (assist by K. Durant),,60,55
278,3,5:56.0,,Personal block foul by K. Durant,60,55
279,3,5:56.0,K. Singler enters the game for K. Durant,,60,55
280,3,5:56.0,E. Freedom enters the game for S. Adams,,60,55
281,3,5:45.0,,K. Leonard misses 2-pt jump shot from 16 ft,60,55
282,3,5:44.0,Defensive rebound by S. Ibaka,,60,55
283,3,5:30.0,R. Westbrook makes 2-pt jump shot from 8 ft,,62,55
284,3,5:18.0,,Turnover by K. Leonard (lost ball; steal by S. Ibaka),62,55
285,3,5:14.0,Turnover by R. Westbrook (lost ball; steal by D. Green),,62,55
286,3,5:06.0,,T. Parker misses 3-pt jump shot from 22 ft,62,55
287,3,5:04.0,Defensive rebound by R. Westbrook,,62,55
288,3,5:02.0,Personal foul by D. Green,,62,55
289,3,5:02.0,,M. Ginóbili enters the game for D. Green,62,55
290,3,5:02.0,,D. West enters the game for T. Duncan,62,55
291,3,4:43.0,S. Ibaka misses 2-pt jump shot from 17 ft,,62,55
292,3,4:42.0,,Defensive rebound by L. Aldridge,62,55
293,3,4:36.0,,Shooting foul by A. Roberson (drawn by K. Leonard),62,55
294,3,4:36.0,,K. Leonard makes free throw 1 of 2,62,56
295,3,4:36.0,,P. Mills enters the game for T. Parker,62,56
296,3,4:36.0,,K. Leonard makes free throw 2 of 2,62,57
297,3,4:19.0,R. Westbrook misses 2-pt layup from 2 ft,,62,57
298,3,4:18.0,,Defensive rebound by D. West,62,57
299,3,4:12.0,,K. Leonard misses 2-pt jump shot from 17 ft,62,57
300,3,4:10.0,,Offensive rebound by Team,62,57
301,3,3:56.0,,D. West misses 2-pt jump shot from 15 ft,62,57
302,3,3:55.0,Defensive rebound by E. Freedom,,62,57
303,3,3:36.0,R. Westbrook makes 2-pt layup at rim,,64,57
304,3,3:14.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,64,57
305,3,3:13.0,,Offensive rebound by P. Mills,64,57
306,3,3:11.0,,Shooting foul by K. Singler (drawn by M. Ginóbili),64,57
307,3,3:11.0,,M. Ginóbili makes free throw 1 of 2,64,58
308,3,3:11.0,,K. Anderson enters the game for K. Leonard,64,58
309,3,3:11.0,,M. Ginóbili makes free throw 2 of 2,64,59
310,3,3:11.0,Oklahoma City full timeout,,64,59
311,3,2:49.0,R. Westbrook misses 3-pt jump shot from 26 ft,,64,59
312,3,2:48.0,,Defensive rebound by L. Aldridge,64,59
313,3,2:31.0,,K. Anderson misses 2-pt dunk at rim (block by A. Roberson),64,59
314,3,2:30.0,Defensive rebound by E. Freedom,,64,59
315,3,2:24.0,K. Singler misses 3-pt jump shot from 26 ft,,64,59
316,3,2:23.0,Offensive rebound by E. Freedom,,64,59
317,3,2:23.0,Personal foul by M. Ginóbili,,64,59
318,3,2:23.0,K. Durant enters the game for R. Westbrook,,64,59
319,3,2:23.0,S. Adams enters the game for S. Ibaka,,64,59
320,3,2:13.0,S. Adams misses 2-pt dunk at rim,,64,59
321,3,2:12.0,,Defensive rebound by K. Anderson,64,59
322,3,1:54.0,,P. Mills makes 3-pt jump shot from 24 ft,64,62
323,3,1:43.0,Personal foul by M. Ginóbili,,64,62
324,3,1:43.0,R. Foye enters the game for A. Roberson,,64,62
325,3,1:31.0,K. Singler misses 3-pt jump shot from 23 ft,,64,62
326,3,1:30.0,Offensive rebound by S. Adams,,64,62
327,3,1:16.0,S. Adams makes 2-pt hook shot from 5 ft (assist by K. Durant),,66,62
328,3,1:08.0,,Personal foul by S. Adams,66,62
329,3,1:08.0,,P. Mills makes free throw 1 of 2,66,63
330,3,1:08.0,,T. Duncan enters the game for L. Aldridge,66,63
331,3,1:08.0,N. Collison enters the game for S. Adams,,66,63
332,3,1:08.0,,P. Mills misses free throw 2 of 2,66,63
333,3,1:07.0,Defensive rebound by E. Freedom,,66,63
334,3,0:44.0,K. Durant makes 2-pt jump shot from 16 ft,,68,63
335,3,0:33.0,,P. Mills misses 3-pt jump shot from 26 ft,68,63
336,3,0:33.0,,Offensive rebound by T. Duncan,68,63
337,3,0:32.0,,Shooting foul by R. Foye (drawn by T. Duncan),68,63
338,3,0:32.0,,T. Duncan makes free throw 1 of 2,68,64
339,3,0:32.0,,T. Duncan misses free throw 2 of 2,68,64
340,3,0:32.0,Defensive rebound by E. Freedom,,68,64
341,3,0:08.0,K. Singler misses 3-pt jump shot from 24 ft,,68,64
342,3,0:07.0,Offensive rebound by R. Foye,,68,64
343,3,0:04.0,Turnover by R. Foye (lost ball; steal by M. Ginóbili),,68,64
344,3,0:01.0,,K. Anderson makes 2-pt jump shot from 13 ft (assist by T. Duncan),68,66
345,4,11:43.0,Turnover by K. Durant (bad pass; steal by K. Anderson),,68,66
346,4,11:29.0,,K. Anderson misses 2-pt jump shot from 14 ft,68,66
347,4,11:28.0,Defensive rebound by K. Durant,,68,66
348,4,11:17.0,R. Foye makes 2-pt jump shot from 6 ft,,70,66
349,4,11:00.0,,P. Mills misses 3-pt jump shot from 25 ft,70,66
350,4,11:00.0,Defensive rebound by E. Freedom,,70,66
351,4,10:48.0,K. Durant misses 2-pt jump shot from 6 ft,,70,66
352,4,10:46.0,Offensive rebound by K. Singler,,70,66
353,4,10:37.0,,Violation by K. Anderson (kicked ball),70,66
354,4,10:33.0,K. Durant makes 2-pt dunk at rim (assist by N. Collison),,72,66
355,4,10:13.0,,D. West makes 2-pt jump shot from 19 ft (assist by P. Mills),72,68
356,4,9:58.0,Turnover by N. Collison (offensive foul),,72,68
357,4,9:58.0,Offensive foul by N. Collison (drawn by M. Ginóbili),,72,68
358,4,9:58.0,,K. Leonard enters the game for K. Anderson,72,68
359,4,9:58.0,,D. Green enters the game for M. Ginóbili,72,68
360,4,9:48.0,,D. West makes 2-pt jump shot from 17 ft (assist by B. Diaw),72,70
361,4,9:34.0,R. Westbrook enters the game for K. Singler,,72,70
362,4,9:32.0,Turnover by K. Durant (lost ball; steal by D. Green),,72,70
363,4,9:22.0,,D. West misses 2-pt layup from 2 ft,72,70
364,4,9:19.0,,Offensive rebound by D. West,72,70
365,4,9:19.0,,D. West makes 2-pt layup from 1 ft,72,72
366,4,9:06.0,K. Durant makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,74,72
367,4,8:45.0,,B. Diaw makes 2-pt hook shot from 4 ft,74,74
368,4,8:31.0,R. Foye misses 3-pt jump shot from 24 ft,,74,74
369,4,8:30.0,Offensive rebound by E. Freedom,,74,74
370,4,8:29.0,Personal foul by D. Green,,74,74
371,4,8:29.0,Official timeout,,74,74
372,4,8:29.0,A. Roberson enters the game for N. Collison,,74,74
373,4,8:29.0,S. Ibaka enters the game for K. Durant,,74,74
374,4,8:29.0,,L. Aldridge enters the game for B. Diaw,74,74
375,4,8:22.0,Turnover by R. Westbrook (lost ball),,74,74
376,4,8:04.0,,L. Aldridge misses 2-pt jump shot from 13 ft,74,74
377,4,8:03.0,,Offensive rebound by K. Leonard,74,74
378,4,7:58.0,,K. Leonard makes 2-pt jump shot from 8 ft,74,76
379,4,7:32.0,E. Freedom makes 2-pt hook shot from 4 ft,,76,76
380,4,7:19.0,,D. Green makes 3-pt jump shot from 24 ft (assist by L. Aldridge),76,79
381,4,6:48.0,Turnover by R. Westbrook (bad pass; steal by P. Mills),,76,79
382,4,6:45.0,K. Durant enters the game for R. Foye,,76,79
383,4,6:30.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by P. Mills),76,82
384,4,6:30.0,Oklahoma City full timeout,,76,82
385,4,6:14.0,K. Durant makes 2-pt jump shot from 15 ft,,78,82
386,4,5:56.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Leonard),78,84
387,4,5:56.0,,Shooting foul by R. Westbrook (drawn by L. Aldridge),78,84
388,4,5:56.0,S. Adams enters the game for E. Freedom,,78,84
389,4,5:56.0,,L. Aldridge makes free throw 1 of 1,78,85
