,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
0,1,11:46.0,,Offensive foul by A. Len (drawn by K. Faried),0,0
1,1,11:46.0,,Turnover by A. Len (offensive foul),0,0
2,1,11:34.0,R. Foye makes 3-pt jump shot from 24 ft (assist by M. Miller),,3,0
3,1,11:07.0,,T. Warren misses 3-pt jump shot from 24 ft,3,0
4,1,11:06.0,Defensive rebound by M. Miller,,3,0
5,1,10:55.0,G. Harris misses 2-pt jump shot from 16 ft,,3,0
6,1,10:53.0,Offensive rebound by Team,,3,0
7,1,10:47.0,K. Faried makes 2-pt dunk at rim (assist by R. Foye),,5,0
8,1,10:35.0,,J. Leuer misses 2-pt jump shot from 16 ft,5,0
9,1,10:34.0,Defensive rebound by K. Papanikolaou,,5,0
10,1,10:23.0,Turnover by K. Faried (lost ball; steal by T. Warren),,5,0
11,1,10:18.0,,T. Warren misses 2-pt layup at rim,5,0
12,1,10:16.0,,Offensive rebound by J. Leuer,5,0
13,1,10:16.0,,J. Leuer makes 2-pt layup at rim,5,2
14,1,10:05.0,M. Miller misses 3-pt jump shot from 25 ft,,5,2
15,1,10:03.0,,Defensive rebound by E. Bledsoe,5,2
16,1,9:57.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,5,2
17,1,9:54.0,Defensive rebound by M. Miller,,5,2
18,1,9:34.0,R. Foye makes 3-pt jump shot from 25 ft (assist by M. Miller),,8,2
19,1,9:18.0,,T. Warren misses 2-pt jump shot from 9 ft,8,2
20,1,9:16.0,Defensive rebound by Team,,8,2
21,1,9:01.0,G. Harris misses 2-pt jump shot from 18 ft,,8,2
22,1,8:59.0,,Defensive rebound by J. Leuer,8,2
23,1,8:53.0,,J. Leuer misses 2-pt jump shot from 16 ft,8,2
24,1,8:51.0,Defensive rebound by K. Faried,,8,2
25,1,8:36.0,R. Foye misses 2-pt jump shot from 16 ft,,8,2
26,1,8:33.0,,Defensive rebound by A. Len,8,2
27,1,8:12.0,,J. Leuer makes 2-pt layup from 1 ft (assist by E. Bledsoe),8,4
28,1,7:55.0,Turnover by K. Papanikolaou (bad pass; steal by A. Len),,8,4
29,1,7:51.0,,J. Leuer makes 2-pt layup from 1 ft (assist by B. Knight),8,6
30,1,7:30.0,R. Foye misses 3-pt jump shot from 24 ft,,8,6
31,1,7:28.0,,Defensive rebound by J. Leuer,8,6
32,1,7:24.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,8,6
33,1,7:19.0,Defensive rebound by R. Foye,,8,6
34,1,7:05.0,G. Harris misses 2-pt jump shot from 18 ft,,8,6
35,1,7:03.0,Offensive rebound by G. Harris,,8,6
36,1,6:57.0,M. Miller misses 3-pt jump shot from 24 ft,,8,6
37,1,6:55.0,,Defensive rebound by T. Warren,8,6
38,1,6:50.0,,Turnover by E. Bledsoe (bad pass; steal by K. Papanikolaou),8,6
39,1,6:42.0,G. Harris misses 2-pt jump shot from 10 ft,,8,6
40,1,6:39.0,,Defensive rebound by A. Len,8,6
41,1,6:35.0,,J. Leuer makes 2-pt dunk at rim (assist by E. Bledsoe),8,8
42,1,6:33.0,Denver full timeout,,8,8
43,1,6:15.0,G. Harris misses 3-pt jump shot from 24 ft,,8,8
44,1,6:13.0,Offensive rebound by M. Miller,,8,8
45,1,6:03.0,Turnover by M. Miller (bad pass; steal by E. Bledsoe),,8,8
46,1,5:59.0,Offensive charge foul by J. Leuer (drawn by R. Foye),,8,8
47,1,5:59.0,,Turnover by J. Leuer (offensive foul),8,8
48,1,5:51.0,R. Foye makes 3-pt jump shot from 25 ft,,11,8
49,1,5:42.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by K. Faried),11,8
50,1,5:40.0,Defensive rebound by Team,,11,8
51,1,5:21.0,K. Papanikolaou makes 3-pt jump shot from 22 ft (assist by R. Foye),,14,8
52,1,5:07.0,,J. Leuer misses 2-pt hook shot from 8 ft,14,8
53,1,5:04.0,Defensive rebound by M. Miller,,14,8
54,1,5:02.0,G. Harris makes 2-pt dunk at rim (assist by M. Miller),,16,8
55,1,4:49.0,,Personal foul by K. Faried (drawn by A. Len),16,8
56,1,4:49.0,D. Arthur enters the game for M. Miller,,16,8
57,1,4:49.0,,T. Chandler enters the game for A. Len,16,8
58,1,4:49.0,,M. Teletović enters the game for J. Leuer,16,8
59,1,4:49.0,N. Jokić enters the game for K. Faried,,16,8
60,1,4:38.0,,B. Knight makes 2-pt jump shot from 20 ft,16,10
61,1,4:21.0,Turnover by R. Foye (bad pass),,16,10
62,1,4:21.0,,A. Goodwin enters the game for E. Bledsoe,16,10
63,1,4:04.0,,B. Knight makes 2-pt jump shot from 4 ft,16,12
64,1,3:55.0,R. Foye misses 3-pt jump shot from 26 ft,,16,12
65,1,3:53.0,Offensive rebound by K. Papanikolaou,,16,12
66,1,3:41.0,D. Arthur makes 2-pt jump shot from 18 ft (assist by G. Harris),,18,12
67,1,3:26.0,,Turnover by M. Teletović (bad pass; steal by N. Jokić),18,12
68,1,3:18.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by R. Foye),,20,12
69,1,3:05.0,,B. Knight makes 2-pt jump shot from 20 ft,20,14
70,1,2:48.0,Turnover by N. Jokić (bad pass; steal by T. Warren),,20,14
71,1,2:44.0,,A. Goodwin makes 2-pt dunk at rim (assist by T. Warren),20,16
72,1,2:29.0,K. Papanikolaou misses 2-pt jump shot from 4 ft (block by T. Chandler),,20,16
73,1,2:27.0,,Defensive rebound by T. Chandler,20,16
74,1,2:24.0,,A. Goodwin makes 2-pt layup at rim (assist by B. Knight),20,18
75,1,2:23.0,Denver full timeout,,20,18
76,1,2:23.0,,Phoenix full timeout,20,18
77,1,2:23.0,W. Barton enters the game for R. Foye,,20,18
78,1,2:11.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,22,18
79,1,1:57.0,,Turnover by B. Knight (bad pass; steal by D. Arthur),22,18
80,1,1:52.0,D. Arthur makes 2-pt jump shot from 18 ft,,24,18
81,1,1:40.0,,B. Knight makes 3-pt jump shot from 25 ft,24,21
82,1,1:21.0,D. Arthur makes 2-pt jump shot from 17 ft (assist by G. Harris),,26,21
83,1,1:14.0,,Personal foul by G. Harris (drawn by B. Knight),26,21
84,1,1:07.0,,M. Teletović misses 2-pt jump shot from 16 ft (block by D. Arthur),26,21
85,1,1:04.0,Defensive rebound by D. Arthur,,26,21
86,1,1:00.0,W. Barton makes 2-pt jump shot from 19 ft,,28,21
87,1,0:48.0,,T. Chandler misses 2-pt layup at rim,28,21
88,1,0:43.0,Defensive rebound by N. Jokić,,28,21
89,1,0:40.0,D. Arthur makes 3-pt jump shot from 22 ft (assist by G. Harris),,31,21
90,1,0:33.0,,B. Knight misses 2-pt jump shot from 21 ft,31,21
91,1,0:30.0,Defensive rebound by N. Jokić,,31,21
92,1,0:12.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,33,21
93,1,0:01.0,,A. Goodwin misses 2-pt jump shot from 4 ft,33,21
94,1,0:00.0,Defensive rebound by D. Arthur,,33,21
95,2,11:36.0,N. Jokić misses 3-pt jump shot from 24 ft,,33,21
96,2,11:33.0,,Defensive rebound by E. Bledsoe,33,21
