,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA LAKERS_ACTION,OKLAHOMA CITY_SCORE,LA LAKERS_SCORE
80,1,3:51.0,K. Durant makes free throw 1 of 1,,25,10
81,1,3:35.0,,B. Bass misses 2-pt jump shot from 15 ft,25,10
82,1,3:34.0,Defensive rebound by E. Freedom,,25,10
83,1,3:22.0,R. Westbrook misses 3-pt jump shot from 22 ft,,25,10
84,1,3:21.0,,Defensive rebound by B. Bass,25,10
85,1,3:11.0,,B. Bass makes 2-pt dunk at rim (assist by L. Williams),25,12
86,1,2:49.0,Turnover by K. Durant (bad pass; steal by L. Williams),,25,12
87,1,2:44.0,,K. Bryant makes 2-pt dunk at rim (assist by L. Williams),25,14
88,1,2:38.0,Oklahoma City full timeout,,25,14
89,1,2:38.0,D. Augustin enters the game for R. Westbrook,,25,14
90,1,2:38.0,,A. Brown enters the game for K. Bryant,25,14
91,1,2:20.0,D. Waiters misses 3-pt jump shot from 24 ft,,25,14
92,1,2:19.0,,Defensive rebound by B. Bass,25,14
93,1,1:55.0,,A. Brown misses 3-pt jump shot from 25 ft (block by K. Durant),25,14
94,1,1:55.0,,Offensive rebound by Team,25,14
95,1,1:55.0,,Turnover by Team (shot clock),25,14
96,1,1:55.0,A. Morrow enters the game for K. Durant,,25,14
97,1,1:38.0,D. Waiters makes 2-pt layup at rim,,27,14
98,1,1:23.0,,A. Brown misses 3-pt jump shot from 24 ft,27,14
99,1,1:20.0,Defensive rebound by D. Waiters,,27,14
100,1,1:16.0,Turnover by D. Waiters (discontinued dribble),,27,14
101,1,1:06.0,,D. Russell misses 2-pt jump shot from 6 ft,27,14
102,1,1:02.0,Defensive rebound by E. Freedom,,27,14
103,1,1:00.0,Turnover by D. Waiters (step out of bounds),,27,14
104,1,0:49.0,,L. Williams misses 2-pt jump shot from 19 ft,27,14
105,1,0:48.0,Defensive rebound by N. Collison,,27,14
106,1,0:42.0,Turnover by E. Freedom (traveling),,27,14
107,1,0:33.0,,Shooting foul by E. Freedom (drawn by L. Williams),27,14
108,1,0:33.0,,L. Williams misses free throw 1 of 2,27,14
109,1,0:33.0,,Offensive rebound by Team,27,14
110,1,0:33.0,,L. Williams makes free throw 2 of 2,27,15
111,1,0:19.0,D. Waiters misses 2-pt jump shot from 11 ft,,27,15
112,1,0:19.0,,Defensive rebound by R. Sacre,27,15
113,1,0:04.0,,D. Russell misses 2-pt jump shot from 3 ft (block by E. Freedom),27,15
114,1,0:02.0,,Offensive rebound by R. Sacre,27,15
115,1,0:01.0,,R. Sacre makes 2-pt jump shot from 16 ft,27,17
116,2,11:44.0,,J. Clarkson makes 2-pt jump shot from 19 ft,27,19
117,2,11:20.0,E. Freedom misses 2-pt jump shot from 14 ft,,27,19
118,2,11:19.0,,Defensive rebound by D. Russell,27,19
119,2,11:08.0,,Personal foul by D. Waiters (drawn by J. Clarkson),27,19
120,2,10:59.0,,Turnover by Team (back court),27,19
121,2,10:43.0,D. Augustin misses 3-pt jump shot from 25 ft,,27,19
122,2,10:43.0,,Defensive rebound by A. Brown,27,19
123,2,10:33.0,,J. Clarkson misses 2-pt layup from 2 ft,27,19
124,2,10:33.0,Defensive rebound by A. Morrow,,27,19
125,2,10:26.0,A. Morrow misses 3-pt jump shot from 25 ft,,27,19
126,2,10:24.0,,Defensive rebound by A. Brown,27,19
127,2,10:11.0,,R. Sacre makes 2-pt hook shot from 5 ft,27,21
128,2,9:56.0,E. Freedom makes 2-pt jump shot from 10 ft (assist by D. Augustin),,29,21
129,2,9:40.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),29,24
130,2,9:25.0,Shooting foul by B. Bass (drawn by D. Augustin),,29,24
131,2,9:25.0,D. Augustin makes free throw 1 of 2,,30,24
132,2,9:25.0,R. Westbrook enters the game for D. Waiters,,30,24
133,2,9:25.0,S. Ibaka enters the game for N. Collison,,30,24
134,2,9:25.0,S. Adams enters the game for E. Freedom,,30,24
135,2,9:25.0,,R. Hibbert enters the game for R. Sacre,30,24
136,2,9:25.0,,K. Bryant enters the game for A. Brown,30,24
137,2,9:25.0,D. Augustin makes free throw 2 of 2,,31,24
138,2,9:08.0,,K. Bryant makes 2-pt jump shot from 15 ft,31,26
139,2,9:08.0,,Shooting foul by R. Westbrook (drawn by K. Bryant),31,26
140,2,9:08.0,K. Durant enters the game for D. Augustin,,31,26
141,2,9:08.0,,K. Bryant makes free throw 1 of 1,31,27
142,2,8:55.0,R. Westbrook makes 2-pt layup at rim,,33,27
143,2,8:38.0,,B. Bass makes 2-pt jump shot from 16 ft,33,29
144,2,8:20.0,Turnover by S. Ibaka (lost ball),,33,29
145,2,8:20.0,Official timeout,,33,29
146,2,8:03.0,,D. Russell misses 3-pt jump shot from 24 ft,33,29
147,2,8:02.0,,Offensive rebound by B. Bass,33,29
148,2,7:56.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by B. Bass),33,32
149,2,7:44.0,Turnover by R. Westbrook (bad pass; steal by J. Clarkson),,33,32
150,2,7:36.0,,K. Bryant misses 2-pt layup from 1 ft,33,32
151,2,7:35.0,Defensive rebound by S. Adams,,33,32
152,2,7:30.0,A. Morrow misses 3-pt jump shot from 23 ft,,33,32
153,2,7:28.0,,Defensive rebound by B. Bass,33,32
154,2,7:18.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by K. Bryant),33,35
155,2,6:58.0,R. Westbrook makes 2-pt jump shot from 13 ft,,35,35
156,2,6:44.0,,J. Clarkson makes 2-pt jump shot from 18 ft (assist by R. Hibbert),35,37
157,2,6:31.0,Offensive foul by S. Adams (drawn by D. Russell),,35,37
158,2,6:31.0,Turnover by S. Adams (offensive foul),,35,37
159,2,6:31.0,,L. Nance enters the game for B. Bass,35,37
160,2,6:31.0,A. Roberson enters the game for A. Morrow,,35,37
161,2,6:23.0,,J. Clarkson misses 3-pt jump shot from 25 ft,35,37
162,2,6:22.0,Defensive rebound by Team,,35,37
163,2,6:05.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),,37,37
164,2,5:46.0,,D. Russell misses 2-pt layup from 1 ft (block by S. Ibaka),37,37
165,2,5:46.0,,Offensive rebound by Team,37,37
166,2,5:46.0,,LA Lakers full timeout,37,37
167,2,5:40.0,,K. Bryant makes 3-pt jump shot from 25 ft,37,40
168,2,5:25.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,39,40
169,2,5:05.0,,Shooting foul by K. Durant (drawn by K. Bryant),39,40
170,2,5:05.0,,K. Bryant makes free throw 1 of 2,39,41
171,2,5:05.0,,L. Williams enters the game for D. Russell,39,41
172,2,5:05.0,,K. Bryant makes free throw 2 of 2,39,42
173,2,4:55.0,S. Ibaka misses 3-pt jump shot from 23 ft,,39,42
174,2,4:55.0,Offensive rebound by A. Roberson,,39,42
175,2,4:50.0,A. Roberson makes 2-pt layup at rim,,41,42
176,2,4:33.0,,L. Nance misses 2-pt layup from 1 ft (block by S. Adams),41,42
177,2,4:32.0,Defensive rebound by R. Westbrook,,41,42
178,2,4:28.0,R. Westbrook makes 2-pt dunk at rim,,43,42
179,2,4:05.0,,K. Bryant makes 2-pt jump shot from 4 ft,43,44
180,2,3:54.0,Personal foul by K. Bryant (drawn by K. Durant),,43,44
181,2,3:43.0,S. Adams makes 2-pt jump shot from 10 ft (assist by R. Westbrook),,45,44
182,2,3:22.0,,K. Bryant misses 2-pt jump shot from 12 ft,45,44
183,2,3:22.0,Defensive rebound by S. Ibaka,,45,44
184,2,3:17.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,47,44
185,2,3:17.0,Shooting foul by L. Nance (drawn by S. Ibaka),,47,44
186,2,3:17.0,S. Ibaka makes free throw 1 of 1,,48,44
187,2,3:06.0,,Turnover by L. Nance (bad pass),48,44
188,2,2:40.0,S. Ibaka makes 2-pt jump shot from 9 ft,,50,44
189,2,2:32.0,,LA Lakers full timeout,50,44
190,2,2:32.0,Oklahoma City full timeout,,50,44
191,2,2:14.0,,J. Clarkson misses 2-pt jump shot from 19 ft,50,44
192,2,2:13.0,Defensive rebound by K. Durant,,50,44
193,2,2:04.0,K. Durant makes 2-pt jump shot from 5 ft,,52,44
194,2,1:46.0,,L. Nance misses 2-pt layup from 1 ft (block by A. Roberson),52,44
195,2,1:45.0,Defensive rebound by R. Westbrook,,52,44
196,2,1:40.0,A. Roberson makes 2-pt layup at rim (assist by K. Durant),,54,44
197,2,1:30.0,,Offensive foul by R. Hibbert (drawn by S. Adams),54,44
198,2,1:30.0,,Turnover by R. Hibbert (offensive foul),54,44
199,2,1:12.0,R. Westbrook misses 2-pt jump shot from 20 ft,,54,44
200,2,1:12.0,,Defensive rebound by J. Clarkson,54,44
201,2,1:08.0,,J. Clarkson misses 2-pt layup at rim (block by A. Roberson),54,44
202,2,1:08.0,,Offensive rebound by Team,54,44
203,2,1:08.0,,R. Sacre enters the game for R. Hibbert,54,44
204,2,1:02.0,,L. Nance makes 2-pt hook shot from 1 ft (assist by K. Bryant),54,46
205,2,0:47.0,K. Durant misses 2-pt jump shot from 8 ft,,54,46
206,2,0:45.0,Offensive rebound by A. Roberson,,54,46
207,2,0:37.0,R. Westbrook misses 2-pt jump shot from 12 ft,,54,46
208,2,0:34.0,,Defensive rebound by J. Clarkson,54,46
209,2,0:31.0,,Turnover by J. Clarkson (lost ball; steal by R. Westbrook),54,46
210,2,0:30.0,Shooting foul by R. Sacre (drawn by R. Westbrook),,54,46
211,2,0:30.0,R. Westbrook makes free throw 1 of 2,,55,46
212,2,0:30.0,R. Westbrook misses free throw 2 of 2,,55,46
213,2,0:28.0,,Defensive rebound by J. Clarkson,55,46
214,2,0:10.0,,L. Williams misses 3-pt jump shot from 23 ft,55,46
215,2,0:10.0,Defensive rebound by A. Roberson,,55,46
216,2,0:06.0,S. Ibaka makes 2-pt dunk at rim (assist by A. Roberson),,57,46
217,2,0:01.0,,K. Bryant misses 2-pt jump shot from 12 ft,57,46
218,2,0:00.0,,Offensive rebound by Team,57,46
219,3,11:47.0,,L. Williams misses 2-pt jump shot from 3 ft (block by A. Roberson),57,46
220,3,11:46.0,Defensive rebound by K. Durant,,57,46
221,3,11:40.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,59,46
222,3,11:17.0,,K. Bryant misses 2-pt jump shot from 17 ft,59,46
223,3,11:17.0,Defensive rebound by K. Durant,,59,46
224,3,11:12.0,Shooting foul by K. Bryant (drawn by K. Durant),,59,46
225,3,11:12.0,K. Durant makes free throw 1 of 3,,60,46
226,3,11:12.0,K. Durant makes free throw 2 of 3,,61,46
227,3,11:12.0,K. Durant makes free throw 3 of 3,,62,46
228,3,10:59.0,,J. Clarkson misses 2-pt jump shot from 12 ft,62,46
229,3,10:58.0,Defensive rebound by R. Westbrook,,62,46
230,3,10:52.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,64,46
231,3,10:52.0,,LA Lakers full timeout,64,46
232,3,10:28.0,,J. Clarkson misses 3-pt jump shot from 22 ft,64,46
233,3,10:26.0,,Offensive rebound by L. Williams,64,46
234,3,10:12.0,,Turnover by R. Hibbert (bad pass; steal by A. Roberson),64,46
235,3,10:06.0,R. Westbrook makes 2-pt layup at rim,,66,46
236,3,9:50.0,,R. Hibbert misses 2-pt hook shot from 5 ft,66,46
237,3,9:48.0,Defensive rebound by S. Ibaka,,66,46
238,3,9:35.0,K. Durant makes 2-pt jump shot from 15 ft (assist by A. Roberson),,68,46
239,3,9:08.0,,K. Bryant misses 2-pt jump shot from 3 ft,68,46
240,3,9:07.0,Defensive rebound by Team,,68,46
241,3,8:51.0,R. Westbrook makes 2-pt layup from 2 ft (assist by K. Durant),,70,46
242,3,8:51.0,Shooting foul by R. Hibbert (drawn by R. Westbrook),,70,46
243,3,8:51.0,R. Westbrook makes free throw 1 of 1,,71,46
244,3,8:36.0,,L. Nance misses 2-pt jump shot from 19 ft,71,46
245,3,8:35.0,Defensive rebound by S. Adams,,71,46
246,3,8:29.0,K. Durant makes 3-pt jump shot from 25 ft,,74,46
247,3,8:18.0,,Shooting foul by A. Roberson (drawn by L. Williams),74,46
248,3,8:18.0,,L. Williams misses free throw 1 of 2,74,46
249,3,8:18.0,,Offensive rebound by Team,74,46
250,3,8:18.0,,L. Williams misses free throw 2 of 2,74,46
251,3,8:17.0,Defensive rebound by K. Durant,,74,46
252,3,8:00.0,Turnover by S. Ibaka (bad pass),,74,46
253,3,7:52.0,,L. Williams misses 2-pt jump shot from 21 ft,74,46
254,3,7:51.0,Defensive rebound by K. Durant,,74,46
255,3,7:39.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Durant),,77,46
256,3,7:30.0,,Personal foul by K. Durant (drawn by K. Bryant),77,46
257,3,7:20.0,,Personal foul by K. Durant (drawn by K. Bryant),77,46
258,3,7:06.0,,K. Bryant misses 2-pt jump shot from 14 ft,77,46
259,3,7:05.0,Defensive rebound by R. Westbrook,,77,46
260,3,6:55.0,S. Ibaka misses 3-pt jump shot from 23 ft,,77,46
261,3,6:54.0,Offensive rebound by R. Westbrook,,77,46
262,3,6:46.0,R. Westbrook misses 2-pt jump shot from 18 ft,,77,46
263,3,6:46.0,Offensive rebound by S. Adams,,77,46
264,3,6:46.0,,Loose ball foul by L. Nance (drawn by S. Adams),77,46
265,3,6:46.0,,B. Bass enters the game for L. Nance,77,46
266,3,6:39.0,R. Westbrook makes 2-pt layup at rim,,79,46
267,3,6:39.0,Shooting foul by L. Williams (drawn by R. Westbrook),,79,46
268,3,6:39.0,Turnover by S. Adams (lane violation.),,79,46
269,3,6:21.0,,K. Bryant makes 2-pt layup from 1 ft,79,48
270,3,6:08.0,Turnover by K. Durant (bad pass; steal by J. Clarkson),,79,48
271,3,6:02.0,,K. Bryant misses 2-pt layup from 1 ft (block by S. Ibaka),79,48
272,3,6:02.0,,Offensive rebound by Team,79,48
273,3,6:02.0,Oklahoma City full timeout,,79,48
274,3,5:47.0,,K. Bryant misses 2-pt jump shot from 16 ft,79,48
275,3,5:46.0,Defensive rebound by R. Westbrook,,79,48
276,3,5:24.0,K. Durant makes 2-pt jump shot from 22 ft,,81,48
277,3,5:05.0,,J. Clarkson misses 2-pt layup from 2 ft,81,48
278,3,5:04.0,,Offensive rebound by J. Clarkson,81,48
279,3,5:02.0,,J. Clarkson misses 2-pt layup from 1 ft,81,48
280,3,5:00.0,,Offensive rebound by B. Bass,81,48
281,3,4:58.0,,K. Bryant misses 3-pt jump shot from 25 ft,81,48
282,3,4:58.0,,Offensive rebound by J. Clarkson,81,48
283,3,4:58.0,,Shooting foul by S. Adams (drawn by J. Clarkson),81,48
284,3,4:58.0,,J. Clarkson makes free throw 1 of 2,81,49
285,3,4:58.0,N. Collison enters the game for S. Adams,,81,49
286,3,4:58.0,,J. Clarkson makes free throw 2 of 2,81,50
287,3,4:37.0,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),,83,50
288,3,4:26.0,,Shooting foul by S. Ibaka (drawn by L. Williams),83,50
289,3,4:26.0,,L. Williams makes free throw 1 of 2,83,51
290,3,4:26.0,,R. Sacre enters the game for R. Hibbert,83,51
291,3,4:26.0,,L. Williams misses free throw 2 of 2,83,51
292,3,4:25.0,Defensive rebound by S. Ibaka,,83,51
293,3,4:14.0,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),,85,51
294,3,3:58.0,,D. Russell enters the game for L. Williams,85,51
295,3,3:49.0,,Personal foul by K. Durant (drawn by R. Sacre),85,51
296,3,3:49.0,,R. Sacre makes free throw 1 of 2,85,52
297,3,3:49.0,,R. Sacre misses free throw 2 of 2,85,52
298,3,3:47.0,Defensive rebound by A. Roberson,,85,52
299,3,3:36.0,S. Ibaka misses 2-pt jump shot from 18 ft,,85,52
300,3,3:34.0,Offensive rebound by R. Westbrook,,85,52
301,3,3:33.0,Shooting foul by D. Russell (drawn by A. Roberson),,85,52
302,3,3:33.0,A. Roberson misses free throw 1 of 2,,85,52
303,3,3:33.0,Offensive rebound by Team,,85,52
304,3,3:33.0,D. Waiters enters the game for K. Durant,,85,52
305,3,3:33.0,A. Roberson makes free throw 2 of 2,,86,52
306,3,3:14.0,,Shooting foul by S. Ibaka (drawn by D. Russell),86,52
307,3,3:14.0,,D. Russell misses free throw 1 of 2,86,52
308,3,3:14.0,,Offensive rebound by Team,86,52
309,3,3:14.0,E. Freedom enters the game for S. Ibaka,,86,52
310,3,3:14.0,,D. Russell makes free throw 2 of 2,86,53
311,3,3:01.0,R. Westbrook misses 2-pt jump shot from 3 ft (block by B. Bass),,86,53
312,3,3:00.0,Offensive rebound by R. Westbrook,,86,53
313,3,2:58.0,R. Westbrook makes 2-pt layup from 1 ft,,88,53
314,3,2:51.0,,D. Russell makes 2-pt jump shot from 5 ft,88,55
315,3,2:51.0,,Shooting foul by N. Collison (drawn by D. Russell),88,55
316,3,2:51.0,,A. Brown enters the game for K. Bryant,88,55
317,3,2:51.0,,D. Russell makes free throw 1 of 1,88,56
318,3,2:33.0,E. Freedom misses 2-pt jump shot from 3 ft (block by B. Bass),,88,56
319,3,2:32.0,,Defensive rebound by R. Sacre,88,56
320,3,2:28.0,,D. Russell misses 2-pt jump shot from 5 ft (block by A. Roberson),88,56
321,3,2:25.0,Defensive rebound by N. Collison,,88,56
322,3,2:18.0,R. Westbrook misses 2-pt layup from 1 ft,,88,56
323,3,2:17.0,Offensive rebound by N. Collison,,88,56
324,3,2:14.0,N. Collison misses 2-pt hook shot from 5 ft,,88,56
325,3,2:12.0,Offensive rebound by E. Freedom,,88,56
326,3,2:09.0,E. Freedom makes 2-pt layup at rim,,90,56
327,3,2:00.0,,B. Bass misses 2-pt jump shot from 15 ft,90,56
328,3,1:59.0,Defensive rebound by E. Freedom,,90,56
329,3,1:49.0,D. Waiters misses 2-pt jump shot from 15 ft,,90,56
330,3,1:48.0,,Defensive rebound by B. Bass,90,56
331,3,1:37.0,,J. Clarkson makes 2-pt layup at rim,90,58
332,3,1:22.0,D. Waiters misses 3-pt jump shot from 23 ft,,90,58
333,3,1:21.0,,Defensive rebound by J. Clarkson,90,58
334,3,1:15.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by J. Clarkson),90,61
335,3,1:14.0,Oklahoma City full timeout,,90,61
336,3,1:14.0,D. Augustin enters the game for R. Westbrook,,90,61
337,3,0:57.0,Turnover by E. Freedom (traveling),,90,61
338,3,0:45.0,,D. Russell misses 2-pt jump shot from 19 ft,90,61
339,3,0:44.0,Defensive rebound by A. Roberson,,90,61
340,3,0:33.0,A. Roberson misses 2-pt jump shot from 3 ft (block by R. Sacre),,90,61
341,3,0:32.0,Offensive rebound by A. Roberson,,90,61
342,3,0:30.0,Turnover by A. Roberson (lost ball; steal by R. Sacre),,90,61
343,3,0:19.0,,A. Brown misses 3-pt jump shot from 23 ft,90,61
344,3,0:18.0,,Offensive rebound by R. Sacre,90,61
345,3,0:11.0,,D. Russell misses 2-pt jump shot from 18 ft,90,61
346,3,0:10.0,,Offensive rebound by D. Russell,90,61
347,3,0:08.0,,D. Russell misses 2-pt layup from 1 ft (block by E. Freedom),90,61
348,3,0:06.0,Defensive rebound by N. Collison,,90,61
349,3,0:02.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Augustin),,92,61
350,4,11:45.0,D. Waiters misses 3-pt jump shot from 25 ft,,92,61
351,4,11:44.0,,Defensive rebound by R. Kelly,92,61
352,4,11:24.0,,Shooting foul by E. Freedom (drawn by R. Sacre),92,61
353,4,11:24.0,,R. Sacre makes free throw 1 of 2,92,62
354,4,11:24.0,,R. Sacre misses free throw 2 of 2,92,62
355,4,11:22.0,Defensive rebound by A. Morrow,,92,62
356,4,11:08.0,Personal foul by M. Huertas (drawn by D. Augustin),,92,62
357,4,10:58.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),,94,62
358,4,10:40.0,,Shooting foul by A. Morrow (drawn by R. Kelly),94,62
359,4,10:40.0,,R. Kelly makes free throw 1 of 2,94,63
360,4,10:40.0,,R. Kelly misses free throw 2 of 2,94,63
361,4,10:39.0,Defensive rebound by N. Collison,,94,63
362,4,10:19.0,A. Morrow makes 2-pt jump shot from 11 ft,,96,63
363,4,9:58.0,,R. Sacre misses 2-pt jump shot from 3 ft,96,63
364,4,9:57.0,Defensive rebound by N. Collison,,96,63
365,4,9:40.0,N. Collison makes 2-pt layup from 2 ft (assist by D. Augustin),,98,63
366,4,9:24.0,,R. Kelly misses 2-pt jump shot from 11 ft,98,63
367,4,9:23.0,Defensive rebound by E. Freedom,,98,63
368,4,9:14.0,E. Freedom makes 2-pt jump shot from 17 ft (assist by D. Augustin),,100,63
369,4,9:14.0,,LA Lakers full timeout,100,63
370,4,9:01.0,,R. Kelly makes 2-pt jump shot from 8 ft (assist by D. Russell),100,65
371,4,8:46.0,A. Morrow misses 2-pt jump shot from 16 ft,,100,65
372,4,8:45.0,,Defensive rebound by R. Sacre,100,65
373,4,8:34.0,C. Payne enters the game for D. Augustin,,100,65
374,4,8:27.0,,D. Russell makes 2-pt jump shot from 17 ft (assist by A. Brown),100,67
375,4,8:13.0,D. Waiters misses 2-pt layup from 2 ft,,100,67
376,4,8:13.0,Offensive rebound by E. Freedom,,100,67
377,4,8:10.0,E. Freedom misses 2-pt layup from 1 ft,,100,67
378,4,8:06.0,Offensive rebound by E. Freedom,,100,67
379,4,8:03.0,E. Freedom makes 2-pt layup at rim,,102,67
380,4,8:00.0,,Turnover by R. Sacre (lost ball),102,67
381,4,7:38.0,N. Collison misses 2-pt layup from 2 ft,,102,67
382,4,7:38.0,Offensive rebound by E. Freedom,,102,67
383,4,7:35.0,E. Freedom misses 2-pt layup at rim,,102,67
384,4,7:32.0,Offensive rebound by N. Collison,,102,67
385,4,7:32.0,N. Collison makes 2-pt dunk at rim,,104,67
