,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
392,4,4:44.0,,Z. Randolph makes 2-pt layup from 2 ft,82,97
393,4,4:44.0,Chicago full timeout,,82,97
394,4,4:44.0,D. McDermott enters the game for C. Felício,,82,97
395,4,4:29.0,J. Butler makes 2-pt layup from 2 ft (assist by D. Rose),,84,97
396,4,4:04.0,,C. Andersen makes 2-pt layup from 1 ft (assist by Z. Randolph),84,99
397,4,3:50.0,Shooting foul by M. Barnes (drawn by J. Butler),,84,99
398,4,3:50.0,J. Butler misses free throw 1 of 2,,84,99
399,4,3:50.0,Offensive rebound by Team,,84,99
400,4,3:50.0,J. Butler makes free throw 2 of 2,,85,99
401,4,3:33.0,,Z. Randolph makes 2-pt jump shot from 5 ft,85,101
402,4,3:20.0,Turnover by P. Gasol (lost ball; steal by J. Farmar),,85,101
403,4,2:58.0,,V. Carter misses 3-pt jump shot from 22 ft,85,101
404,4,2:57.0,Defensive rebound by P. Gasol,,85,101
405,4,2:46.0,D. Rose misses 2-pt jump shot from 14 ft,,85,101
406,4,2:44.0,,Defensive rebound by M. Barnes,85,101
407,4,2:24.0,,Z. Randolph misses 3-pt jump shot from 24 ft,85,101
408,4,2:24.0,Defensive rebound by D. Rose,,85,101
409,4,2:18.0,J. Butler makes 2-pt dunk at rim (assist by D. Rose),,87,101
410,4,1:59.0,,V. Carter misses 2-pt jump shot from 20 ft (block by P. Gasol),87,101
411,4,1:58.0,Defensive rebound by N. Mirotić,,87,101
412,4,1:56.0,Turnover by D. Rose (bad pass),,87,101
413,4,1:56.0,,Memphis full timeout,87,101
414,4,1:45.0,,V. Carter makes 3-pt jump shot from 22 ft (assist by J. Farmar),87,104
415,4,1:28.0,P. Gasol misses 2-pt hook shot from 6 ft,,87,104
416,4,1:26.0,,Defensive rebound by V. Carter,87,104
417,4,1:02.0,,M. Barnes misses 3-pt jump shot from 25 ft,87,104
418,4,1:01.0,Defensive rebound by J. Butler,,87,104
419,4,0:53.0,Turnover by J. Butler (bad pass),,87,104
420,4,0:35.0,,J. Farmar makes 2-pt jump shot from 7 ft,87,106
421,4,0:24.0,P. Gasol misses 2-pt layup from 2 ft (block by V. Carter),,87,106
422,4,0:22.0,Offensive rebound by J. Butler,,87,106
423,4,0:22.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by J. Butler),,90,106
424,4,0:20.0,,Personal take foul by P. Gasol,90,106
425,4,0:20.0,,J. Farmar makes free throw 1 of 2,90,107
426,4,0:20.0,,R. Hollins enters the game for Z. Randolph,90,107
427,4,0:20.0,,X. Munford enters the game for M. Barnes,90,107
428,4,0:20.0,,J. Martin enters the game for C. Andersen,90,107
429,4,0:20.0,,B. Cotton enters the game for V. Carter,90,107
430,4,0:20.0,J. Holiday enters the game for D. Rose,,90,107
431,4,0:20.0,,J. Farmar makes free throw 2 of 2,90,108
432,4,0:06.0,P. Gasol makes 2-pt dunk at rim (assist by N. Mirotić),,92,108
