,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
42,1,6:44.0,,Defensive rebound by J. Redick,8,10
43,1,6:35.0,,C. Paul makes 2-pt jump shot from 6 ft,8,12
44,1,6:20.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,10,12
45,1,6:05.0,,J. Redick misses 3-pt jump shot from 25 ft,10,12
46,1,6:04.0,Defensive rebound by K. Durant,,10,12
47,1,5:50.0,R. Westbrook misses 2-pt jump shot from 19 ft,,10,12
48,1,5:49.0,,Defensive rebound by D. Jordan,10,12
49,1,5:27.0,,C. Paul makes 3-pt jump shot from 24 ft (assist by B. Griffin),10,15
50,1,5:20.0,Oklahoma City full timeout,,10,15
51,1,5:20.0,D. Waiters enters the game for A. Roberson,,10,15
52,1,5:20.0,E. Freedom enters the game for S. Adams,,10,15
53,1,5:04.0,E. Freedom misses 2-pt jump shot from 17 ft,,10,15
54,1,5:04.0,,Defensive rebound by B. Griffin,10,15
55,1,4:43.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,10,15
56,1,4:43.0,Defensive rebound by E. Freedom,,10,15
57,1,4:39.0,Shooting foul by B. Griffin (drawn by S. Ibaka),,10,15
58,1,4:39.0,S. Ibaka makes free throw 1 of 2,,11,15
59,1,4:39.0,S. Ibaka misses free throw 2 of 2,,11,15
60,1,4:38.0,,Defensive rebound by L. Mbah a Moute,11,15
61,1,4:19.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),11,17
62,1,3:55.0,S. Ibaka makes 2-pt dunk at rim (assist by D. Waiters),,13,17
63,1,3:38.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),13,19
64,1,3:19.0,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,16,19
65,1,3:04.0,,J. Redick misses 3-pt jump shot from 24 ft,16,19
66,1,3:03.0,Defensive rebound by S. Ibaka,,16,19
67,1,2:59.0,Shooting foul by C. Paul (drawn by R. Westbrook),,16,19
68,1,2:59.0,,LA Clippers full timeout,16,19
69,1,2:59.0,,J. Crawford enters the game for J. Redick,16,19
70,1,2:59.0,R. Westbrook makes free throw 1 of 2,,17,19
71,1,2:59.0,R. Westbrook makes free throw 2 of 2,,18,19
72,1,2:48.0,,Def 3 sec tech foul by E. Freedom,18,19
73,1,2:48.0,,C. Paul makes technical free throw,18,20
74,1,2:48.0,,C. Aldrich enters the game for D. Jordan,18,20
75,1,2:48.0,D. Augustin enters the game for R. Westbrook,,18,20
76,1,2:35.0,,C. Paul misses 2-pt jump shot from 9 ft,18,20
77,1,2:35.0,Defensive rebound by S. Ibaka,,18,20
78,1,2:25.0,Turnover by K. Durant (lost ball; steal by C. Aldrich),,18,20
79,1,2:23.0,,Shooting foul by S. Ibaka (drawn by C. Paul),18,20
80,1,2:23.0,,C. Paul makes free throw 1 of 2,18,21
81,1,2:23.0,,C. Paul makes free throw 2 of 2,18,22
82,1,2:00.0,S. Ibaka misses 2-pt layup from 1 ft,,18,22
83,1,2:00.0,,Defensive rebound by C. Aldrich,18,22
84,1,1:47.0,,B. Griffin misses 2-pt jump shot from 14 ft,18,22
85,1,1:46.0,Defensive rebound by S. Ibaka,,18,22
86,1,1:37.0,K. Durant misses 2-pt jump shot from 14 ft,,18,22
87,1,1:36.0,,Defensive rebound by C. Aldrich,18,22
88,1,1:20.0,,C. Paul makes 3-pt jump shot from 25 ft,18,25
89,1,0:52.0,D. Waiters makes 3-pt jump shot from 24 ft,,21,25
90,1,0:48.0,,B. Griffin misses 2-pt layup from 1 ft,21,25
91,1,0:48.0,,Offensive rebound by L. Mbah a Moute,21,25
92,1,0:41.0,,C. Aldrich misses 2-pt layup from 2 ft,21,25
93,1,0:40.0,Defensive rebound by S. Ibaka,,21,25
94,1,0:36.0,K. Durant makes 2-pt jump shot from 10 ft (assist by D. Waiters),,23,25
95,1,0:35.0,Shooting foul by J. Crawford (drawn by K. Durant),,23,25
96,1,0:35.0,N. Collison enters the game for S. Ibaka,,23,25
97,1,0:35.0,K. Durant misses free throw 1 of 1,,23,25
98,1,0:35.0,,Offensive rebound by B. Griffin,23,25
99,1,0:29.0,,C. Paul makes 2-pt jump shot from 8 ft,23,27
100,1,0:07.0,Turnover by N. Collison (lost ball; steal by C. Aldrich),,23,27
101,1,0:02.0,,C. Paul makes 2-pt layup at rim (assist by B. Griffin),23,29
102,2,11:34.0,,J. Crawford makes 2-pt jump shot from 14 ft,23,31
103,2,11:17.0,Turnover by E. Freedom (lost ball; steal by C. Aldrich),,23,31
104,2,11:08.0,,J. Crawford misses 2-pt jump shot from 21 ft,23,31
105,2,11:07.0,Defensive rebound by N. Collison,,23,31
106,2,10:57.0,E. Freedom misses 2-pt jump shot from 11 ft,,23,31
107,2,10:56.0,,Defensive rebound by L. Stephenson,23,31
108,2,10:48.0,,C. Aldrich makes 2-pt layup from 2 ft (assist by L. Stephenson),23,33
109,2,10:27.0,Personal block foul by L. Stephenson (drawn by D. Waiters),,23,33
110,2,10:27.0,S. Adams enters the game for E. Freedom,,23,33
111,2,10:27.0,K. Singler enters the game for N. Collison,,23,33
112,2,10:19.0,D. Augustin misses 2-pt layup from 1 ft (block by C. Aldrich),,23,33
113,2,10:19.0,Offensive rebound by S. Adams,,23,33
114,2,10:19.0,Shooting foul by J. Crawford (drawn by S. Adams),,23,33
115,2,10:19.0,S. Adams makes free throw 1 of 2,,24,33
116,2,10:19.0,S. Adams makes free throw 2 of 2,,25,33
117,2,10:14.0,,Personal foul by D. Augustin (drawn by P. Prigioni),25,33
118,2,10:08.0,,Shooting foul by A. Morrow (drawn by C. Aldrich),25,33
119,2,10:08.0,,C. Aldrich makes free throw 1 of 2,25,34
120,2,10:08.0,,C. Aldrich misses free throw 2 of 2,25,34
121,2,10:07.0,,Offensive rebound by Team,25,34
122,2,10:02.0,,P. Prigioni misses 3-pt jump shot from 24 ft,25,34
123,2,10:01.0,,Offensive rebound by W. Johnson,25,34
124,2,9:55.0,,Turnover by L. Stephenson (lost ball; steal by A. Morrow),25,34
125,2,9:48.0,,Technical foul by L. Stephenson,25,34
126,2,9:48.0,D. Augustin makes technical free throw,,26,34
127,2,9:41.0,Turnover by D. Waiters (lost ball),,26,34
128,2,9:24.0,,Turnover by L. Stephenson (bad pass),26,34
129,2,9:24.0,,D. Jordan enters the game for C. Aldrich,26,34
130,2,9:04.0,,Offensive charge foul by S. Adams (drawn by P. Prigioni),26,34
131,2,9:04.0,Turnover by S. Adams (offensive foul),,26,34
132,2,9:04.0,R. Westbrook enters the game for A. Morrow,,26,34
133,2,8:53.0,Official timeout,,26,34
134,2,8:53.0,N. Collison enters the game for S. Adams,,26,34
135,2,8:49.0,,W. Johnson makes 2-pt jump shot from 20 ft (assist by P. Prigioni),26,36
136,2,8:28.0,D. Waiters makes 2-pt jump shot from 18 ft (assist by N. Collison),,28,36
137,2,8:05.0,,J. Crawford misses 3-pt jump shot from 25 ft,28,36
138,2,8:05.0,,Offensive rebound by D. Jordan,28,36
139,2,8:05.0,,Shooting foul by N. Collison (drawn by D. Jordan),28,36
140,2,8:05.0,,D. Jordan makes free throw 1 of 2,28,37
141,2,8:05.0,,D. Jordan misses free throw 2 of 2,28,37
142,2,8:04.0,Defensive rebound by N. Collison,,28,37
143,2,7:46.0,R. Westbrook makes 2-pt jump shot from 10 ft,,30,37
144,2,7:37.0,,P. Prigioni makes 2-pt layup at rim,30,39
145,2,7:15.0,D. Augustin misses 2-pt jump shot from 6 ft (block by D. Jordan),,30,39
146,2,7:13.0,Offensive rebound by N. Collison,,30,39
147,2,7:10.0,K. Singler makes 2-pt jump shot from 15 ft (assist by N. Collison),,32,39
148,2,6:50.0,,W. Johnson misses 3-pt jump shot from 24 ft,32,39
149,2,6:48.0,,Offensive rebound by P. Prigioni,32,39
150,2,6:36.0,,J. Crawford misses 2-pt layup from 1 ft (block by D. Augustin),32,39
151,2,6:35.0,,Offensive rebound by J. Crawford,32,39
152,2,6:33.0,,J. Crawford makes 2-pt layup from 2 ft,32,41
153,2,6:12.0,R. Westbrook misses 3-pt jump shot from 24 ft,,32,41
154,2,6:11.0,,Defensive rebound by L. Stephenson,32,41
155,2,6:09.0,,Turnover by L. Stephenson (bad pass),32,41
156,2,6:09.0,K. Durant enters the game for D. Augustin,,32,41
157,2,6:09.0,S. Ibaka enters the game for K. Singler,,32,41
158,2,6:09.0,,C. Paul enters the game for P. Prigioni,32,41
159,2,6:09.0,,B. Griffin enters the game for W. Johnson,32,41
160,2,5:52.0,R. Westbrook misses 2-pt layup from 1 ft,,32,41
161,2,5:52.0,,Defensive rebound by D. Jordan,32,41
162,2,5:37.0,,B. Griffin misses 2-pt jump shot from 18 ft,32,41
163,2,5:36.0,Defensive rebound by K. Durant,,32,41
164,2,5:27.0,D. Waiters misses 2-pt jump shot from 8 ft,,32,41
165,2,5:26.0,,Defensive rebound by D. Jordan,32,41
166,2,5:18.0,,L. Stephenson misses 3-pt jump shot from 23 ft,32,41
167,2,5:17.0,Defensive rebound by R. Westbrook,,32,41
168,2,5:07.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,34,41
169,2,5:01.0,,L. Stephenson makes 2-pt layup at rim,34,43
170,2,5:01.0,Oklahoma City full timeout,,34,43
171,2,4:50.0,Shooting block foul by D. Jordan (drawn by R. Westbrook),,34,43
172,2,4:50.0,R. Westbrook misses free throw 1 of 2,,34,43
173,2,4:50.0,Offensive rebound by Team,,34,43
174,2,4:50.0,R. Westbrook makes free throw 2 of 2,,35,43
175,2,4:42.0,,Personal block foul by N. Collison (drawn by D. Jordan),35,43
176,2,4:42.0,,J. Redick enters the game for J. Crawford,35,43
177,2,4:38.0,,Personal foul by D. Waiters (drawn by C. Paul),35,43
178,2,4:38.0,,C. Paul makes free throw 1 of 2,35,44
179,2,4:38.0,,L. Mbah a Moute enters the game for L. Stephenson,35,44
180,2,4:38.0,,C. Paul makes free throw 2 of 2,35,45
181,2,4:19.0,N. Collison makes 2-pt jump shot from 10 ft (assist by K. Durant),,37,45
182,2,4:02.0,,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),37,47
183,2,3:49.0,K. Durant misses 2-pt jump shot from 13 ft,,37,47
184,2,3:48.0,Offensive rebound by N. Collison,,37,47
185,2,3:43.0,K. Durant misses 3-pt jump shot from 24 ft,,37,47
186,2,3:41.0,,Defensive rebound by B. Griffin,37,47
187,2,3:39.0,,Turnover by B. Griffin (lost ball; steal by R. Westbrook),37,47
188,2,3:29.0,R. Westbrook makes 2-pt layup at rim,,39,47
189,2,3:13.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,39,47
190,2,3:13.0,Defensive rebound by N. Collison,,39,47
191,2,3:02.0,S. Ibaka misses 3-pt jump shot from 25 ft,,39,47
192,2,3:02.0,,Defensive rebound by B. Griffin,39,47
193,2,2:47.0,,C. Paul misses 2-pt jump shot from 9 ft,39,47
194,2,2:45.0,,Offensive rebound by L. Mbah a Moute,39,47
195,2,2:42.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,39,47
196,2,2:42.0,Defensive rebound by N. Collison,,39,47
197,2,2:31.0,Offensive foul by K. Durant (drawn by B. Griffin),,39,47
198,2,2:31.0,Turnover by K. Durant (offensive foul),,39,47
199,2,2:31.0,,LA Clippers full timeout,39,47
200,2,2:31.0,E. Freedom enters the game for N. Collison,,39,47
201,2,2:09.0,,B. Griffin misses 2-pt jump shot from 18 ft,39,47
202,2,2:08.0,Defensive rebound by R. Westbrook,,39,47
203,2,2:04.0,Shooting block foul by B. Griffin (drawn by R. Westbrook),,39,47
204,2,2:04.0,R. Westbrook makes 2-pt layup from 2 ft,,41,47
205,2,2:04.0,R. Westbrook makes free throw 1 of 1,,42,47
206,2,1:52.0,,J. Redick misses 2-pt jump shot from 18 ft,42,47
207,2,1:49.0,Defensive rebound by K. Durant,,42,47
208,2,1:40.0,K. Durant makes 2-pt jump shot from 18 ft,,44,47
209,2,1:15.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by B. Griffin),44,49
210,2,0:53.0,K. Durant makes 2-pt jump shot from 9 ft,,46,49
211,2,0:39.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by B. Griffin),46,51
212,2,0:29.0,Shooting foul by C. Paul (drawn by K. Durant),,46,51
213,2,0:29.0,K. Durant makes free throw 1 of 2,,47,51
214,2,0:29.0,K. Durant makes free throw 2 of 2,,48,51
215,2,0:21.0,,LA Clippers full timeout,48,51
216,2,0:21.0,,W. Johnson enters the game for L. Mbah a Moute,48,51
217,2,0:21.0,N. Collison enters the game for E. Freedom,,48,51
218,2,0:20.0,,Personal take foul by N. Collison (drawn by D. Jordan),48,51
219,2,0:20.0,,D. Jordan misses free throw 1 of 2,48,51
220,2,0:20.0,,Offensive rebound by Team,48,51
221,2,0:20.0,,L. Mbah a Moute enters the game for W. Johnson,48,51
222,2,0:20.0,E. Freedom enters the game for N. Collison,,48,51
223,2,0:20.0,,D. Jordan makes free throw 2 of 2,48,52
224,2,0:07.0,Personal foul by L. Mbah a Moute (drawn by R. Westbrook),,48,52
225,2,0:07.0,R. Westbrook makes free throw 1 of 2,,49,52
226,2,0:07.0,,W. Johnson enters the game for L. Mbah a Moute,49,52
227,2,0:07.0,,J. Crawford enters the game for D. Jordan,49,52
228,2,0:07.0,A. Roberson enters the game for E. Freedom,,49,52
229,2,0:07.0,R. Westbrook makes free throw 2 of 2,,50,52
230,2,0:01.0,,B. Griffin misses 3-pt jump shot from 27 ft,50,52
231,2,0:00.0,,Offensive rebound by Team,50,52
232,3,11:36.0,,B. Griffin misses 2-pt jump shot from 18 ft,50,52
233,3,11:35.0,Defensive rebound by S. Adams,,50,52
234,3,11:22.0,S. Adams misses 2-pt layup from 1 ft,,50,52
235,3,11:21.0,Offensive rebound by R. Westbrook,,50,52
236,3,11:21.0,Shooting foul by B. Griffin (drawn by R. Westbrook),,50,52
237,3,11:21.0,R. Westbrook misses free throw 1 of 2,,50,52
238,3,11:21.0,Offensive rebound by Team,,50,52
239,3,11:21.0,R. Westbrook makes free throw 2 of 2,,51,52
240,3,11:05.0,,Personal foul by R. Westbrook (drawn by B. Griffin),51,52
241,3,10:56.0,,J. Redick misses 2-pt jump shot from 20 ft,51,52
242,3,10:55.0,Defensive rebound by S. Ibaka,,51,52
243,3,10:46.0,R. Westbrook misses 2-pt jump shot from 9 ft,,51,52
244,3,10:43.0,,Defensive rebound by D. Jordan,51,52
245,3,10:31.0,,B. Griffin misses 2-pt jump shot from 19 ft,51,52
246,3,10:30.0,Defensive rebound by S. Adams,,51,52
247,3,10:17.0,S. Ibaka misses 3-pt jump shot from 23 ft,,51,52
248,3,10:16.0,Offensive rebound by Team,,51,52
249,3,10:13.0,K. Durant misses 2-pt jump shot from 11 ft,,51,52
250,3,10:12.0,,Defensive rebound by D. Jordan,51,52
251,3,10:10.0,,Turnover by D. Jordan (lost ball; steal by R. Westbrook),51,52
252,3,10:05.0,R. Westbrook misses 3-pt jump shot from 23 ft,,51,52
253,3,10:05.0,,Defensive rebound by C. Paul,51,52
254,3,9:50.0,,C. Paul makes 3-pt jump shot from 23 ft,51,55
255,3,9:32.0,K. Durant misses 2-pt jump shot from 12 ft,,51,55
256,3,9:31.0,,Defensive rebound by D. Jordan,51,55
257,3,9:24.0,,C. Paul misses 3-pt jump shot from 24 ft,51,55
258,3,9:21.0,,Offensive rebound by L. Mbah a Moute,51,55
259,3,9:18.0,,Turnover by L. Mbah a Moute (bad pass; steal by K. Durant),51,55
260,3,9:15.0,K. Durant makes 2-pt dunk at rim,,53,55
261,3,9:08.0,,Personal foul by R. Westbrook (drawn by C. Paul),53,55
262,3,8:59.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),53,58
263,3,8:46.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,55,58
264,3,8:38.0,,B. Griffin misses 2-pt layup from 1 ft,55,58
265,3,8:37.0,Defensive rebound by K. Durant,,55,58
266,3,8:29.0,R. Westbrook misses 2-pt jump shot from 11 ft,,55,58
267,3,8:28.0,Offensive rebound by S. Adams,,55,58
268,3,8:25.0,S. Adams misses 2-pt dunk at rim,,55,58
269,3,8:23.0,,Defensive rebound by L. Mbah a Moute,55,58
270,3,8:21.0,,Turnover by C. Paul (lost ball; steal by K. Durant),55,58
271,3,8:15.0,R. Westbrook makes 3-pt jump shot from 23 ft (assist by K. Durant),,58,58
272,3,8:15.0,,LA Clippers full timeout,58,58
273,3,7:59.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),58,60
274,3,7:43.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,60,60
275,3,7:22.0,,J. Redick misses 2-pt jump shot from 17 ft,60,60
276,3,7:20.0,Defensive rebound by S. Adams,,60,60
277,3,7:10.0,R. Westbrook makes 2-pt layup at rim,,62,60
278,3,6:45.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Redick),62,63
279,3,6:29.0,K. Durant misses 2-pt jump shot from 10 ft,,62,63
280,3,6:28.0,,Defensive rebound by L. Mbah a Moute,62,63
281,3,6:16.0,,C. Paul makes 2-pt jump shot from 9 ft,62,65
282,3,5:53.0,K. Durant makes 2-pt dunk at rim (assist by S. Ibaka),,64,65
283,3,5:29.0,,B. Griffin makes 2-pt layup from 1 ft,64,67
284,3,5:17.0,Personal foul by C. Paul (drawn by R. Westbrook),,64,67
285,3,5:17.0,D. Waiters enters the game for K. Durant,,64,67
286,3,5:11.0,R. Westbrook misses 3-pt jump shot from 24 ft,,64,67
287,3,5:11.0,,Defensive rebound by J. Redick,64,67
288,3,5:00.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),64,69
289,3,4:46.0,D. Waiters misses 3-pt jump shot from 24 ft,,64,69
290,3,4:44.0,,Defensive rebound by B. Griffin,64,69
291,3,4:35.0,,C. Paul makes 2-pt jump shot from 13 ft,64,71
292,3,4:35.0,Oklahoma City full timeout,,64,71
293,3,4:35.0,,J. Crawford enters the game for L. Mbah a Moute,64,71
294,3,4:13.0,R. Westbrook makes 2-pt jump shot from 18 ft,,66,71
295,3,3:54.0,,B. Griffin misses 2-pt jump shot from 17 ft,66,71
296,3,3:54.0,Defensive rebound by R. Westbrook,,66,71
297,3,3:48.0,Turnover by R. Westbrook (lost ball; steal by C. Paul),,66,71
298,3,3:48.0,Loose ball foul by R. Westbrook (drawn by J. Redick),,66,71
299,3,3:48.0,D. Augustin enters the game for A. Roberson,,66,71
300,3,3:48.0,K. Durant enters the game for R. Westbrook,,66,71
301,3,3:33.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),66,74
302,3,3:09.0,D. Waiters makes 2-pt layup from 1 ft (assist by K. Durant),,68,74
303,3,2:44.0,,C. Paul misses 3-pt jump shot from 25 ft,68,74
304,3,2:43.0,Defensive rebound by K. Durant,,68,74
305,3,2:36.0,K. Durant misses 3-pt jump shot from 25 ft,,68,74
306,3,2:36.0,,Defensive rebound by C. Paul,68,74
307,3,2:34.0,,C. Aldrich enters the game for D. Jordan,68,74
308,3,2:34.0,,L. Stephenson enters the game for J. Redick,68,74
309,3,2:34.0,,P. Prigioni enters the game for C. Paul,68,74
310,3,2:24.0,,J. Crawford misses 3-pt jump shot from 24 ft,68,74
311,3,2:23.0,Defensive rebound by Team,,68,74
312,3,2:23.0,E. Freedom enters the game for S. Adams,,68,74
313,3,2:00.0,K. Durant misses 2-pt layup from 1 ft,,68,74
314,3,2:00.0,Offensive rebound by S. Ibaka,,68,74
315,3,1:57.0,S. Ibaka makes 2-pt dunk at rim,,70,74
316,3,1:42.0,,B. Griffin misses 2-pt jump shot from 17 ft,70,74
317,3,1:41.0,Defensive rebound by E. Freedom,,70,74
318,3,1:27.0,D. Waiters makes 2-pt jump shot from 4 ft,,72,74
319,3,1:06.0,,L. Stephenson makes 2-pt jump shot from 15 ft,72,76
320,3,0:52.0,Personal foul by L. Stephenson (drawn by S. Ibaka),,72,76
321,3,0:46.0,K. Durant misses 3-pt jump shot from 24 ft,,72,76
322,3,0:45.0,,Defensive rebound by C. Aldrich,72,76
323,3,0:36.0,,Shooting foul by E. Freedom (drawn by B. Griffin),72,76
324,3,0:36.0,,B. Griffin makes free throw 1 of 2,72,77
325,3,0:36.0,,L. Mbah a Moute enters the game for J. Crawford,72,77
326,3,0:36.0,,B. Griffin misses free throw 2 of 2,72,77
327,3,0:35.0,Defensive rebound by K. Durant,,72,77
328,3,0:24.0,E. Freedom misses 2-pt jump shot from 17 ft,,72,77
329,3,0:23.0,,Defensive rebound by L. Mbah a Moute,72,77
330,3,0:01.0,,Turnover by L. Mbah a Moute (lost ball; steal by S. Ibaka),72,77
331,4,11:47.0,E. Freedom makes 2-pt layup at rim (assist by D. Augustin),,74,77
332,4,11:24.0,,L. Stephenson makes 2-pt jump shot from 9 ft (assist by P. Prigioni),74,79
333,4,11:09.0,Turnover by D. Augustin (bad pass; steal by L. Stephenson),,74,79
334,4,11:03.0,,L. Stephenson makes 2-pt layup from 2 ft,74,81
335,4,10:51.0,Def 3 sec tech foul by C. Aldrich,,74,81
336,4,10:51.0,K. Durant makes technical free throw,,75,81
337,4,10:51.0,R. Westbrook enters the game for D. Augustin,,75,81
338,4,10:44.0,R. Westbrook misses 2-pt layup from 1 ft (block by C. Aldrich),,75,81
339,4,10:42.0,,Defensive rebound by L. Stephenson,75,81
340,4,10:34.0,,C. Aldrich makes 2-pt dunk at rim (assist by W. Johnson),75,83
341,4,10:20.0,Personal foul by L. Stephenson (drawn by K. Durant),,75,83
342,4,10:16.0,E. Freedom makes 2-pt layup at rim (assist by K. Durant),,77,83
343,4,9:57.0,,W. Johnson misses 2-pt jump shot from 3 ft (block by K. Durant),77,83
344,4,9:55.0,Defensive rebound by K. Durant,,77,83
345,4,9:50.0,R. Westbrook makes 2-pt jump shot from 13 ft,,79,83
346,4,9:26.0,,J. Crawford makes 2-pt jump shot from 20 ft,79,85
347,4,9:22.0,Turnover by E. Freedom (bad pass; steal by P. Prigioni),,79,85
348,4,8:56.0,,W. Johnson misses 3-pt jump shot from 27 ft,79,85
349,4,8:55.0,Defensive rebound by E. Freedom,,79,85
350,4,8:39.0,R. Westbrook misses 2-pt jump shot from 17 ft,,79,85
351,4,8:37.0,Offensive rebound by K. Durant,,79,85
352,4,8:32.0,D. Waiters misses 3-pt jump shot from 23 ft,,79,85
353,4,8:31.0,,Defensive rebound by L. Stephenson,79,85
354,4,8:23.0,,Turnover by L. Stephenson (lost ball),79,85
355,4,8:23.0,Official timeout,,79,85
356,4,8:23.0,A. Morrow enters the game for K. Durant,,79,85
357,4,8:23.0,S. Adams enters the game for E. Freedom,,79,85
358,4,8:23.0,,C. Paul enters the game for P. Prigioni,79,85
359,4,8:04.0,R. Westbrook misses 2-pt jump shot from 3 ft,,79,85
360,4,8:03.0,,Defensive rebound by C. Aldrich,79,85
361,4,7:46.0,,J. Crawford misses 2-pt jump shot from 18 ft,79,85
362,4,7:46.0,Defensive rebound by D. Waiters,,79,85
363,4,7:41.0,S. Adams makes 2-pt dunk at rim (assist by D. Waiters),,81,85
364,4,7:23.0,,L. Stephenson makes 2-pt jump shot from 5 ft,81,87
365,4,7:07.0,R. Westbrook misses 2-pt jump shot from 11 ft,,81,87
366,4,7:07.0,,Defensive rebound by C. Paul,81,87
367,4,6:47.0,,Turnover by C. Aldrich (lost ball; steal by K. Singler),81,87
368,4,6:29.0,R. Westbrook makes 2-pt jump shot from 14 ft,,83,87
369,4,6:11.0,,J. Crawford makes 2-pt jump shot from 4 ft,83,89
370,4,6:11.0,Oklahoma City full timeout,,83,89
371,4,6:11.0,K. Durant enters the game for A. Morrow,,83,89
372,4,6:11.0,S. Ibaka enters the game for K. Singler,,83,89
373,4,6:11.0,,B. Griffin enters the game for W. Johnson,83,89
374,4,6:11.0,,D. Jordan enters the game for C. Aldrich,83,89
375,4,5:59.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,85,89
376,4,5:34.0,,J. Crawford misses 2-pt jump shot from 15 ft,85,89
377,4,5:33.0,Defensive rebound by D. Waiters,,85,89
378,4,5:21.0,Shooting foul by J. Crawford (drawn by R. Westbrook),,85,89
379,4,5:21.0,R. Westbrook makes free throw 1 of 2,,86,89
380,4,5:21.0,R. Westbrook makes free throw 2 of 2,,87,89
381,4,5:00.0,,B. Griffin misses 2-pt layup from 1 ft (block by S. Adams),87,89
382,4,4:59.0,Defensive rebound by S. Ibaka,,87,89
