,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
386,4,2:56.0,,A. Goodwin makes 2-pt jump shot from 17 ft (assist by M. Morris),99,92
387,4,2:37.0,Turnover by C. Joseph (3 sec),,99,92
388,4,2:37.0,Toronto full timeout,,99,92
389,4,2:37.0,B. Biyombo enters the game for J. Valančiūnas,,99,92
390,4,2:22.0,,D. Booker misses 3-pt jump shot from 24 ft,99,92
391,4,2:22.0,Defensive rebound by P. Patterson,,99,92
392,4,2:08.0,D. DeRozan misses 2-pt jump shot from 19 ft,,99,92
393,4,2:07.0,,Defensive rebound by D. Booker,99,92
394,4,1:59.0,,D. Booker makes 2-pt layup from 1 ft,99,94
395,4,1:35.0,C. Joseph misses 2-pt layup at rim (block by T. Chandler),,99,94
396,4,1:35.0,Offensive rebound by Team,,99,94
397,4,1:35.0,Turnover by Team (shot clock),,99,94
398,4,1:16.0,,M. Morris misses 2-pt jump shot from 13 ft,99,94
399,4,1:15.0,Defensive rebound by D. DeRozan,,99,94
400,4,1:15.0,Toronto full timeout,,99,94
401,4,1:15.0,J. Valančiūnas enters the game for B. Biyombo,,99,94
402,4,0:52.0,D. DeRozan makes 3-pt jump shot from 26 ft,,102,94
403,4,0:41.0,,Personal foul by P. Patterson (drawn by M. Morris),102,94
404,4,0:41.0,,Phoenix full timeout,102,94
405,4,0:41.0,,M. Teletović enters the game for T. Chandler,102,94
406,4,0:41.0,B. Biyombo enters the game for J. Valančiūnas,,102,94
407,4,0:36.0,,D. Booker misses 3-pt jump shot from 25 ft,102,94
408,4,0:36.0,,Offensive rebound by Team,102,94
409,4,0:32.0,,M. Teletović makes 3-pt jump shot from 22 ft (assist by A. Goodwin),102,97
410,4,0:31.0,Personal take foul by A. Goodwin (drawn by K. Lowry),,102,97
411,4,0:31.0,J. Valančiūnas enters the game for B. Biyombo,,102,97
412,4,0:31.0,Personal take foul by D. Booker (drawn by C. Joseph),,102,97
413,4,0:31.0,C. Joseph misses free throw 1 of 2,,102,97
414,4,0:31.0,Offensive rebound by Team,,102,97
415,4,0:31.0,B. Biyombo enters the game for J. Valančiūnas,,102,97
416,4,0:31.0,C. Joseph misses free throw 2 of 2,,102,97
417,4,0:31.0,,Defensive rebound by M. Morris,102,97
418,4,0:30.0,,Phoenix full timeout,102,97
419,4,0:24.0,,M. Teletović misses 3-pt jump shot from 24 ft,102,97
420,4,0:23.0,Defensive rebound by P. Patterson,,102,97
421,4,0:20.0,Personal take foul by M. Morris (drawn by K. Lowry),,102,97
422,4,0:20.0,K. Lowry makes free throw 1 of 2,,103,97
423,4,0:20.0,K. Lowry makes free throw 2 of 2,,104,97
424,4,0:20.0,,Phoenix full timeout,104,97
425,4,0:15.0,,D. Booker misses 3-pt jump shot from 25 ft,104,97
426,4,0:15.0,,Offensive rebound by P. Tucker,104,97
427,4,0:10.0,,P. Tucker misses 3-pt jump shot from 23 ft (block by D. DeRozan),104,97
428,4,0:09.0,Defensive rebound by B. Biyombo,,104,97
