,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
179,2,4:39.0,W. Matthews makes free throw 2 of 2,,41,36
180,2,4:25.0,,A. Wiggins misses 2-pt jump shot from 9 ft (block by D. Powell),41,36
181,2,4:24.0,,Offensive rebound by Team,41,36
182,2,4:24.0,,K. Towns enters the game for A. Payne,41,36
183,2,4:21.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by T. Prince),41,38
184,2,4:06.0,Turnover by D. Powell (lost ball; steal by R. Rubio),,41,38
185,2,3:55.0,,T. Prince misses 2-pt jump shot from 21 ft,41,38
186,2,3:54.0,Defensive rebound by D. Powell,,41,38
187,2,3:45.0,D. Williams misses 2-pt layup from 1 ft,,41,38
188,2,3:43.0,Offensive rebound by Z. Pachulia,,41,38
189,2,3:38.0,Dallas full timeout,,41,38
190,2,3:38.0,C. Parsons enters the game for J. Barea,,41,38
191,2,3:38.0,D. Nowitzki enters the game for D. Powell,,41,38
192,2,3:33.0,W. Matthews misses 3-pt jump shot from 24 ft,,41,38
193,2,3:32.0,,Defensive rebound by A. Wiggins,41,38
194,2,3:09.0,,T. Prince misses 2-pt jump shot from 18 ft,41,38
195,2,3:07.0,,Offensive rebound by Team,41,38
196,2,2:58.0,,K. Towns misses 2-pt jump shot from 19 ft,41,38
197,2,2:57.0,Defensive rebound by Z. Pachulia,,41,38
198,2,2:48.0,Personal foul by R. Rubio (drawn by D. Williams),,41,38
199,2,2:32.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,41,38
200,2,2:31.0,,Defensive rebound by R. Rubio,41,38
201,2,2:27.0,,Turnover by R. Rubio (bad pass; steal by D. Williams),41,38
202,2,2:16.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,41,38
203,2,2:14.0,,Defensive rebound by R. Rubio,41,38
204,2,2:05.0,,K. Towns misses 2-pt jump shot from 19 ft,41,38
205,2,2:04.0,,Offensive rebound by G. Dieng,41,38
206,2,1:50.0,,Turnover by A. Wiggins (lost ball; steal by W. Matthews),41,38
207,2,1:45.0,W. Matthews misses 2-pt layup from 1 ft,,41,38
208,2,1:44.0,Offensive rebound by Z. Pachulia,,41,38
209,2,1:44.0,Z. Pachulia misses 2-pt layup at rim,,41,38
210,2,1:43.0,,Defensive rebound by K. Towns,41,38
211,2,1:37.0,,K. Towns misses 2-pt layup at rim,41,38
212,2,1:36.0,Defensive rebound by D. Nowitzki,,41,38
213,2,1:28.0,Personal foul by G. Dieng (drawn by Z. Pachulia),,41,38
214,2,1:28.0,,A. Payne enters the game for G. Dieng,41,38
215,2,1:21.0,D. Williams misses 2-pt layup from 2 ft,,41,38
216,2,1:20.0,Offensive rebound by Z. Pachulia,,41,38
217,2,1:20.0,Z. Pachulia misses 2-pt layup at rim,,41,38
218,2,1:19.0,Offensive rebound by Z. Pachulia,,41,38
219,2,1:19.0,Z. Pachulia makes 2-pt layup at rim,,43,38
220,2,1:05.0,,Personal foul by Z. Pachulia (drawn by K. Towns),43,38
221,2,0:56.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by A. Wiggins),43,40
222,2,0:36.0,C. Parsons makes 2-pt jump shot from 8 ft,,45,40
223,2,0:36.0,Shooting foul by A. Wiggins (drawn by C. Parsons),,45,40
224,2,0:36.0,,N. Peković enters the game for K. Towns,45,40
225,2,0:36.0,C. Parsons makes free throw 1 of 1,,46,40
226,2,0:22.0,,Personal foul by D. Williams (drawn by R. Rubio),46,40
227,2,0:22.0,,R. Rubio makes free throw 1 of 2,46,41
228,2,0:22.0,,R. Rubio makes free throw 2 of 2,46,42
229,2,0:01.0,C. Parsons makes 2-pt jump shot from 23 ft,,48,42
230,3,11:53.0,Personal foul by K. Garnett (drawn by D. Nowitzki),,48,42
231,3,11:44.0,Turnover by D. Williams (bad pass),,48,42
232,3,11:30.0,,A. Wiggins misses 2-pt jump shot from 19 ft,48,42
233,3,11:29.0,Defensive rebound by D. Nowitzki,,48,42
234,3,11:10.0,Turnover by D. Williams (lost ball; steal by A. Wiggins),,48,42
235,3,11:03.0,,K. Garnett misses 2-pt jump shot from 16 ft,48,42
236,3,11:02.0,Defensive rebound by C. Parsons,,48,42
237,3,10:37.0,W. Matthews misses 3-pt jump shot from 33 ft,,48,42
238,3,10:37.0,Offensive rebound by Team,,48,42
239,3,10:37.0,Turnover by Team (shot clock),,48,42
240,3,10:24.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Garnett),48,45
241,3,10:08.0,Turnover by C. Parsons (bad pass; steal by K. Towns),,48,45
242,3,9:58.0,,Personal foul by D. Williams (drawn by R. Rubio),48,45
243,3,9:55.0,,Personal foul by W. Matthews (drawn by A. Wiggins),48,45
244,3,9:43.0,,Turnover by A. Wiggins (lost ball; steal by W. Matthews),48,45
245,3,9:19.0,Z. Pachulia misses 2-pt jump shot from 5 ft,,48,45
246,3,9:18.0,,Defensive rebound by A. Wiggins,48,45
247,3,8:57.0,,K. Garnett misses 2-pt jump shot from 20 ft,48,45
248,3,8:56.0,Defensive rebound by D. Williams,,48,45
249,3,8:49.0,D. Williams misses 3-pt jump shot from 25 ft,,48,45
250,3,8:47.0,,Defensive rebound by Team,48,45
251,3,8:47.0,R. Felton enters the game for C. Parsons,,48,45
252,3,8:34.0,,R. Rubio makes 2-pt jump shot from 20 ft (assist by K. Towns),48,47
253,3,8:19.0,W. Matthews misses 2-pt jump shot from 17 ft,,48,47
254,3,8:17.0,,Defensive rebound by Team,48,47
255,3,8:17.0,,A. Payne enters the game for K. Garnett,48,47
256,3,7:54.0,,A. Wiggins misses 3-pt jump shot from 24 ft,48,47
257,3,7:53.0,Defensive rebound by Team,,48,47
258,3,7:34.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by R. Felton),,50,47
259,3,7:14.0,,K. Towns makes 2-pt hook shot from 4 ft (assist by T. Prince),50,49
260,3,6:58.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,50,49
261,3,6:57.0,,Defensive rebound by K. Towns,50,49
262,3,6:44.0,,A. Payne misses 2-pt jump shot from 3 ft,50,49
263,3,6:43.0,,Offensive rebound by K. Towns,50,49
264,3,6:42.0,,K. Towns makes 2-pt layup from 2 ft,50,51
265,3,6:41.0,Dallas full timeout,,50,51
266,3,6:20.0,D. Williams misses 2-pt layup from 1 ft,,50,51
267,3,6:18.0,,Defensive rebound by A. Payne,50,51
268,3,6:06.0,,Turnover by R. Rubio (bad pass),50,51
269,3,5:51.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by Z. Pachulia),,52,51
270,3,5:34.0,,Turnover by K. Towns (lost ball),52,51
271,3,5:25.0,R. Felton makes 2-pt layup from 1 ft (assist by Z. Pachulia),,54,51
272,3,5:25.0,,Minnesota full timeout,54,51
273,3,5:25.0,C. Parsons enters the game for D. Nowitzki,,54,51
274,3,5:08.0,,A. Payne misses 2-pt layup from 1 ft,54,51
275,3,5:07.0,Defensive rebound by W. Matthews,,54,51
276,3,4:51.0,,Violation by A. Payne (def goaltending),54,51
277,3,4:51.0,Z. Pachulia makes 2-pt layup at rim (assist by R. Felton),,56,51
278,3,4:38.0,,A. Wiggins misses 2-pt jump shot from 19 ft,56,51
279,3,4:36.0,,Offensive rebound by Team,56,51
280,3,4:36.0,,S. Muhammad enters the game for T. Prince,56,51
281,3,4:27.0,Technical foul by Z. Pachulia,,56,51
282,3,4:27.0,,R. Rubio makes technical free throw,56,52
283,3,4:27.0,,N. Peković enters the game for K. Towns,56,52
284,3,4:20.0,,S. Muhammad misses 3-pt jump shot from 24 ft,56,52
285,3,4:19.0,Defensive rebound by D. Williams,,56,52
286,3,4:00.0,D. Williams misses 2-pt jump shot from 9 ft,,56,52
287,3,3:59.0,,Defensive rebound by R. Rubio,56,52
288,3,3:56.0,,S. Muhammad misses 2-pt layup from 1 ft (block by R. Felton),56,52
289,3,3:55.0,,Offensive rebound by Team,56,52
290,3,3:55.0,D. Harris enters the game for D. Williams,,56,52
291,3,3:41.0,,R. Rubio misses 2-pt jump shot from 18 ft,56,52
292,3,3:40.0,,Offensive rebound by Team,56,52
293,3,3:40.0,Loose ball foul by Z. Pachulia (drawn by N. Peković),,56,52
294,3,3:33.0,,N. Peković misses 2-pt layup from 2 ft,56,52
295,3,3:31.0,Defensive rebound by W. Matthews,,56,52
296,3,3:27.0,Turnover by D. Harris (lost ball; steal by A. Payne),,56,52
297,3,3:18.0,,A. Payne misses 2-pt layup at rim (block by Z. Pachulia),56,52
298,3,3:17.0,,Offensive rebound by Team,56,52
299,3,3:05.0,,Personal foul by R. Felton (drawn by N. Peković),56,52
300,3,2:55.0,,A. Payne misses 3-pt jump shot from 24 ft,56,52
301,3,2:54.0,Defensive rebound by W. Matthews,,56,52
302,3,2:49.0,Personal foul by N. Peković (drawn by Z. Pachulia),,56,52
303,3,2:49.0,J. McGee enters the game for Z. Pachulia,,56,52
304,3,2:49.0,D. Nowitzki enters the game for W. Matthews,,56,52
305,3,2:49.0,J. Barea enters the game for R. Felton,,56,52
306,3,2:34.0,J. Barea misses 3-pt jump shot from 25 ft,,56,52
307,3,2:33.0,,Defensive rebound by N. Peković,56,52
308,3,2:24.0,,R. Rubio makes 2-pt layup from 1 ft,56,54
309,3,2:16.0,Personal foul by A. Payne (drawn by D. Nowitzki),,56,54
310,3,2:16.0,,A. Miller enters the game for R. Rubio,56,54
311,3,2:16.0,,K. Martin enters the game for A. Wiggins,56,54
312,3,2:08.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,59,54
313,3,1:48.0,,Turnover by A. Miller (bad pass),59,54
314,3,1:29.0,J. McGee makes 2-pt dunk at rim (assist by J. Barea),,61,54
315,3,1:27.0,,Turnover by A. Payne (bad pass; steal by D. Harris),61,54
316,3,1:25.0,D. Harris makes 2-pt layup at rim,,63,54
317,3,1:01.0,,Shooting foul by C. Parsons (drawn by S. Muhammad),63,54
318,3,1:01.0,,S. Muhammad misses free throw 1 of 2,63,54
319,3,1:01.0,,Offensive rebound by Team,63,54
320,3,1:01.0,,N. Bjelica enters the game for A. Payne,63,54
321,3,1:01.0,,S. Muhammad makes free throw 2 of 2,63,55
322,3,0:41.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Harris),,66,55
323,3,0:18.0,,S. Muhammad misses 3-pt jump shot from 23 ft,66,55
324,3,0:17.0,Defensive rebound by C. Parsons,,66,55
325,3,0:09.0,Personal foul by N. Peković (drawn by J. McGee),,66,55
326,3,0:00.0,J. Barea makes 2-pt jump shot from 19 ft (assist by D. Nowitzki),,68,55
327,4,11:43.0,,N. Peković misses 2-pt jump shot from 3 ft,68,55
328,4,11:42.0,Defensive rebound by D. Nowitzki,,68,55
329,4,11:23.0,D. Harris misses 3-pt jump shot from 24 ft,,68,55
330,4,11:22.0,,Defensive rebound by S. Muhammad,68,55
331,4,11:08.0,,Turnover by K. Martin (step out of bounds),68,55
332,4,10:58.0,Turnover by J. Barea (bad pass),,68,55
333,4,10:40.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by A. Miller),68,58
334,4,10:18.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,70,58
335,4,10:06.0,,A. Miller makes 2-pt layup from 2 ft,70,60
336,4,10:06.0,,Shooting foul by J. McGee (drawn by A. Miller),70,60
337,4,10:06.0,,Minnesota full timeout,70,60
338,4,10:06.0,,A. Miller makes free throw 1 of 1,70,61
339,4,9:49.0,Personal foul by N. Bjelica (drawn by D. Nowitzki),,70,61
340,4,9:36.0,J. Barea makes 2-pt jump shot from 20 ft,,72,61
341,4,9:11.0,,S. Muhammad makes 2-pt jump shot from 7 ft,72,63
342,4,8:59.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),,75,63
343,4,8:45.0,,K. Martin misses 3-pt jump shot from 24 ft,75,63
344,4,8:44.0,Defensive rebound by D. Nowitzki,,75,63
345,4,8:30.0,Personal foul by A. Miller (drawn by D. Nowitzki),,75,63
346,4,8:30.0,,A. Wiggins enters the game for K. Martin,75,63
347,4,8:30.0,,K. Towns enters the game for N. Peković,75,63
348,4,8:30.0,W. Matthews enters the game for C. Parsons,,75,63
349,4,8:24.0,J. Barea misses 2-pt layup from 1 ft (block by K. Towns),,75,63
350,4,8:23.0,Offensive rebound by D. Harris,,75,63
351,4,8:19.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,75,63
352,4,8:18.0,,Defensive rebound by A. Wiggins,75,63
353,4,8:09.0,,N. Bjelica makes 3-pt jump shot from 23 ft (assist by A. Miller),75,66
354,4,8:08.0,Dallas full timeout,,75,66
355,4,8:08.0,,R. Rubio enters the game for A. Miller,75,66
356,4,7:53.0,Shooting foul by S. Muhammad (drawn by D. Harris),,75,66
357,4,7:53.0,D. Harris makes free throw 1 of 2,,76,66
358,4,7:53.0,D. Powell enters the game for D. Nowitzki,,76,66
359,4,7:53.0,D. Harris misses free throw 2 of 2,,76,66
360,4,7:53.0,,Defensive rebound by N. Bjelica,76,66
361,4,7:33.0,,K. Towns misses 2-pt jump shot from 19 ft,76,66
362,4,7:30.0,,Offensive rebound by R. Rubio,76,66
363,4,7:29.0,,Turnover by Team (shot clock),76,66
364,4,7:29.0,Z. Pachulia enters the game for J. McGee,,76,66
365,4,7:05.0,J. Barea misses 3-pt jump shot from 24 ft,,76,66
366,4,7:04.0,,Defensive rebound by K. Towns,76,66
367,4,6:48.0,,Personal foul by W. Matthews (drawn by A. Wiggins),76,66
368,4,6:39.0,,S. Muhammad makes 3-pt jump shot from 23 ft (assist by R. Rubio),76,69
369,4,6:20.0,Shooting foul by S. Muhammad (drawn by D. Harris),,76,69
370,4,6:20.0,D. Harris misses free throw 1 of 2,,76,69
371,4,6:20.0,Offensive rebound by Team,,76,69
372,4,6:20.0,D. Harris misses free throw 2 of 2,,76,69
373,4,6:19.0,,Defensive rebound by Team,76,69
374,4,6:09.0,,A. Wiggins misses 2-pt jump shot from 3 ft,76,69
375,4,6:08.0,Defensive rebound by D. Harris,,76,69
376,4,5:52.0,J. Barea makes 2-pt layup from 2 ft,,78,69
377,4,5:43.0,,Offensive foul by K. Towns (drawn by J. Barea),78,69
378,4,5:43.0,,Turnover by K. Towns (offensive foul),78,69
379,4,5:43.0,D. Williams enters the game for J. Barea,,78,69
380,4,5:43.0,R. Felton enters the game for D. Harris,,78,69
381,4,5:27.0,Turnover by W. Matthews (bad pass),,78,69
382,4,5:06.0,,R. Rubio misses 2-pt jump shot from 20 ft,78,69
383,4,5:04.0,,Offensive rebound by A. Wiggins,78,69
384,4,5:01.0,,A. Wiggins misses 2-pt jump shot from 3 ft,78,69
385,4,5:00.0,,Offensive rebound by S. Muhammad,78,69
386,4,4:57.0,,S. Muhammad misses 2-pt jump shot from 5 ft,78,69
387,4,4:56.0,Defensive rebound by Z. Pachulia,,78,69
