,QUARTER,TIME_REMAINING,MIAMI_ACTION,UTAH_ACTION,MIAMI_SCORE,UTAH_SCORE
392,4,1:45.0,,Defensive rebound by C. Johnson,81,91
393,4,1:27.0,,C. Johnson makes 2-pt layup from 2 ft (assist by G. Hayward),81,93
394,4,1:27.0,Miami full timeout,,81,93
395,4,1:18.0,G. Green misses 3-pt jump shot from 22 ft,,81,93
396,4,1:17.0,Offensive rebound by C. Bosh,,81,93
397,4,1:17.0,C. Bosh makes 2-pt layup from 2 ft,,83,93
398,4,1:15.0,,Personal foul by G. Green (drawn by G. Hayward),83,93
399,4,1:15.0,,G. Hayward misses free throw 1 of 2,83,93
400,4,1:15.0,,Offensive rebound by Team,83,93
401,4,1:15.0,,G. Hayward misses free throw 2 of 2,83,93
402,4,1:14.0,Defensive rebound by C. Bosh,,83,93
403,4,1:09.0,Turnover by D. Wade (bad pass; steal by R. Neto),,83,93
404,4,1:06.0,,G. Hayward makes 2-pt dunk at rim,83,95
405,4,1:00.0,G. Dragić misses 2-pt jump shot from 4 ft (block by R. Gobert),,83,95
406,4,0:58.0,,Defensive rebound by G. Hayward,83,95
407,4,0:35.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by R. Neto),83,98
408,4,0:26.0,G. Green misses 3-pt jump shot from 24 ft,,83,98
409,4,0:25.0,,Defensive rebound by T. Lyles,83,98
410,4,0:01.0,,Turnover by Team (shot clock),83,98
