,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
103,2,11:45.0,,Defensive rebound by M. Hezonja,23,30
104,2,11:27.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by V. Oladipo),23,32
105,2,11:10.0,,Offensive charge foul by F. Kaminsky (drawn by V. Oladipo),23,32
106,2,11:10.0,Turnover by F. Kaminsky (offensive foul),,23,32
107,2,10:57.0,,V. Oladipo misses 2-pt jump shot from 15 ft,23,32
108,2,10:56.0,Defensive rebound by J. Lamb,,23,32
109,2,10:40.0,Turnover by F. Kaminsky (traveling),,23,32
110,2,10:25.0,,A. Nicholson misses 3-pt jump shot from 25 ft,23,32
111,2,10:24.0,,Offensive rebound by M. Hezonja,23,32
112,2,10:24.0,,M. Hezonja makes 2-pt layup from 1 ft,23,34
113,2,10:04.0,Personal block foul by A. Nicholson (drawn by F. Kaminsky),,23,34
114,2,9:56.0,F. Kaminsky makes 2-pt dunk at rim (assist by J. Lin),,25,34
115,2,9:37.0,,A. Gordon makes 2-pt jump shot from 19 ft (assist by M. Hezonja),25,36
116,2,9:25.0,J. Lamb makes 2-pt jump shot from 7 ft,,27,36
117,2,9:25.0,Shooting block foul by J. Smith (drawn by J. Lamb),,27,36
118,2,9:25.0,,E. Payton enters the game for M. Hezonja,27,36
119,2,9:25.0,,C. Frye enters the game for A. Nicholson,27,36
120,2,9:25.0,J. Lamb makes free throw 1 of 1,,28,36
121,2,9:13.0,,V. Oladipo misses 2-pt jump shot from 19 ft,28,36
122,2,9:12.0,,Offensive rebound by A. Gordon,28,36
123,2,8:56.0,,V. Oladipo misses 3-pt jump shot from 26 ft,28,36
124,2,8:55.0,Defensive rebound by F. Kaminsky,,28,36
125,2,8:38.0,J. Lamb makes 2-pt layup at rim,,30,36
126,2,8:30.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by E. Payton),30,39
127,2,8:13.0,F. Kaminsky makes 2-pt jump shot from 20 ft,,32,39
128,2,7:52.0,,E. Payton misses 3-pt jump shot from 25 ft,32,39
129,2,7:51.0,Defensive rebound by M. Williams,,32,39
130,2,7:39.0,S. Hawes makes 2-pt layup at rim (assist by J. Lamb),,34,39
131,2,7:17.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by E. Payton),34,41
132,2,6:58.0,,Violation by E. Payton (kicked ball),34,41
133,2,6:58.0,Official timeout,,34,41
134,2,6:47.0,S. Hawes misses 3-pt jump shot from 24 ft,,34,41
135,2,6:46.0,,Defensive rebound by V. Oladipo,34,41
136,2,6:36.0,,V. Oladipo makes 2-pt layup from 1 ft,34,43
137,2,6:16.0,S. Hawes misses 2-pt layup from 2 ft (block by J. Smith),,34,43
138,2,6:15.0,,Defensive rebound by V. Oladipo,34,43
139,2,6:02.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by V. Oladipo),34,45
140,2,5:53.0,Charlotte full timeout,,34,45
141,2,5:53.0,,T. Harris enters the game for A. Gordon,34,45
142,2,5:53.0,N. Batum enters the game for S. Hawes,,34,45
143,2,5:53.0,C. Zeller enters the game for J. Lamb,,34,45
144,2,5:44.0,J. Lin makes 3-pt jump shot from 24 ft (assist by N. Batum),,37,45
145,2,5:29.0,,Turnover by V. Oladipo (bad pass; steal by C. Zeller),37,45
146,2,5:20.0,N. Batum misses 2-pt jump shot from 16 ft,,37,45
147,2,5:19.0,,Defensive rebound by T. Harris,37,45
148,2,5:03.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by V. Oladipo),37,47
149,2,4:49.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by J. Lin),,39,47
150,2,4:37.0,,Turnover by V. Oladipo (lost ball; steal by F. Kaminsky),39,47
151,2,4:33.0,Turnover by N. Batum (bad pass; steal by J. Smith),,39,47
152,2,4:26.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),39,50
153,2,4:05.0,M. Williams misses 2-pt jump shot from 23 ft,,39,50
154,2,4:04.0,,Defensive rebound by T. Harris,39,50
155,2,3:54.0,,C. Frye misses 3-pt jump shot from 23 ft,39,50
156,2,3:54.0,Defensive rebound by Team,,39,50
157,2,3:54.0,,N. Vučević enters the game for J. Smith,39,50
158,2,3:54.0,,E. Fournier enters the game for V. Oladipo,39,50
159,2,3:54.0,T. Hansbrough enters the game for C. Zeller,,39,50
160,2,3:54.0,K. Walker enters the game for M. Williams,,39,50
161,2,3:33.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),,42,50
162,2,3:22.0,,Turnover by E. Payton (bad pass; steal by K. Walker),42,50
163,2,3:17.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,45,50
164,2,3:14.0,,Orlando full timeout,45,50
165,2,2:58.0,,Turnover by N. Vučević (traveling),45,50
166,2,2:51.0,Personal foul by T. Harris (drawn by N. Batum),,45,50
167,2,2:43.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,45,50
168,2,2:43.0,,Defensive rebound by T. Harris,45,50
169,2,2:21.0,,T. Harris misses 2-pt jump shot from 20 ft,45,50
170,2,2:20.0,Defensive rebound by K. Walker,,45,50
171,2,2:14.0,K. Walker misses 2-pt jump shot from 20 ft,,45,50
172,2,2:13.0,,Defensive rebound by E. Fournier,45,50
173,2,2:01.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),45,53
174,2,1:41.0,Turnover by N. Batum (lost ball; steal by E. Fournier),,45,53
175,2,1:32.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),45,56
176,2,1:18.0,N. Batum misses 2-pt jump shot from 18 ft,,45,56
177,2,1:18.0,,Defensive rebound by E. Payton,45,56
178,2,1:06.0,,T. Harris misses 2-pt layup from 2 ft,45,56
179,2,1:06.0,,Offensive rebound by N. Vučević,45,56
180,2,1:06.0,,N. Vučević misses 2-pt layup from 1 ft,45,56
181,2,1:04.0,Defensive rebound by T. Hansbrough,,45,56
182,2,0:56.0,T. Hansbrough misses 2-pt jump shot from 3 ft,,45,56
183,2,0:55.0,,Defensive rebound by C. Frye,45,56
184,2,0:43.0,,Personal foul by N. Batum (drawn by N. Vučević),45,56
185,2,0:36.0,,E. Payton makes 2-pt jump shot from 18 ft,45,58
186,2,0:28.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,45,58
187,2,0:27.0,Offensive rebound by T. Hansbrough,,45,58
188,2,0:04.0,J. Lin misses 3-pt jump shot from 25 ft,,45,58
189,2,0:02.0,,Defensive rebound by T. Harris,45,58
190,2,0:01.0,,Turnover by T. Harris (bad pass; steal by N. Batum),45,58
191,3,11:38.0,N. Batum misses 3-pt jump shot from 25 ft,,45,58
192,3,11:37.0,,Defensive rebound by N. Vučević,45,58
193,3,11:16.0,,N. Vučević misses 2-pt hook shot from 10 ft,45,58
194,3,11:15.0,Defensive rebound by M. Williams,,45,58
195,3,11:03.0,K. Walker misses 3-pt jump shot from 25 ft,,45,58
196,3,11:03.0,,Defensive rebound by C. Frye,45,58
197,3,10:46.0,,T. Harris misses 3-pt jump shot from 24 ft,45,58
198,3,10:46.0,Defensive rebound by K. Walker,,45,58
199,3,10:36.0,M. Williams makes 3-pt jump shot from 23 ft (assist by C. Zeller),,48,58
200,3,10:20.0,,E. Fournier misses 2-pt jump shot from 8 ft,48,58
201,3,10:20.0,,Offensive rebound by Team,48,58
202,3,10:20.0,Loose ball foul by N. Batum (drawn by N. Vučević),,48,58
203,3,10:18.0,,Personal foul by J. Lin (drawn by E. Fournier),48,58
204,3,10:11.0,,E. Payton makes 2-pt jump shot from 3 ft,48,60
205,3,9:47.0,M. Williams misses 3-pt jump shot from 24 ft,,48,60
206,3,9:47.0,,Defensive rebound by N. Vučević,48,60
207,3,9:28.0,,T. Harris makes 2-pt layup at rim,48,62
208,3,9:06.0,J. Lin misses 3-pt jump shot from 22 ft,,48,62
209,3,9:06.0,,Defensive rebound by N. Vučević,48,62
210,3,8:50.0,,E. Fournier misses 3-pt jump shot from 25 ft,48,62
211,3,8:50.0,Defensive rebound by M. Williams,,48,62
212,3,8:41.0,K. Walker makes 2-pt layup at rim,,50,62
213,3,8:22.0,,E. Payton makes 2-pt layup from 2 ft,50,64
214,3,7:57.0,K. Walker misses 3-pt jump shot from 23 ft,,50,64
215,3,7:57.0,,Defensive rebound by T. Harris,50,64
216,3,7:46.0,,Personal foul by N. Batum (drawn by E. Payton),50,64
217,3,7:46.0,P. Hairston enters the game for N. Batum,,50,64
218,3,7:33.0,,N. Vučević makes 2-pt jump shot from 22 ft (assist by T. Harris),50,66
219,3,7:23.0,Turnover by M. Williams (bad pass; steal by T. Harris),,50,66
220,3,7:19.0,,T. Harris makes 2-pt dunk at rim,50,68
221,3,7:19.0,Charlotte full timeout,,50,68
222,3,7:04.0,P. Hairston makes 2-pt jump shot from 18 ft (assist by M. Williams),,52,68
223,3,6:43.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Fournier),52,70
224,3,6:25.0,M. Williams misses 3-pt jump shot from 22 ft,,52,70
225,3,6:24.0,,Defensive rebound by E. Fournier,52,70
226,3,6:24.0,,Turnover by E. Fournier (step out of bounds),52,70
227,3,6:10.0,Shooting foul by N. Vučević (drawn by K. Walker),,52,70
228,3,6:10.0,K. Walker makes free throw 1 of 2,,53,70
229,3,6:10.0,K. Walker makes free throw 2 of 2,,54,70
230,3,5:49.0,,N. Vučević misses 2-pt hook shot from 5 ft,54,70
231,3,5:48.0,Defensive rebound by M. Williams,,54,70
232,3,5:40.0,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),,56,70
233,3,5:24.0,,Personal foul by K. Walker (drawn by N. Vučević),56,70
234,3,5:17.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Payton),56,72
235,3,4:55.0,Turnover by K. Walker (bad pass; steal by T. Harris),,56,72
236,3,4:51.0,,Turnover by T. Harris (lost ball; steal by P. Hairston),56,72
237,3,4:33.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by J. Lin),,59,72
238,3,4:18.0,,Personal foul by J. Lin (drawn by C. Frye),59,72
239,3,4:18.0,F. Kaminsky enters the game for M. Williams,,59,72
240,3,4:18.0,,C. Frye makes free throw 1 of 2,59,73
241,3,4:18.0,,V. Oladipo enters the game for E. Fournier,59,73
242,3,4:18.0,,C. Frye makes free throw 2 of 2,59,74
243,3,4:05.0,C. Zeller makes 2-pt layup at rim (assist by K. Walker),,61,74
244,3,3:53.0,,Turnover by C. Frye (bad pass; steal by C. Zeller),61,74
245,3,3:42.0,K. Walker misses 2-pt jump shot from 14 ft,,61,74
246,3,3:40.0,,Defensive rebound by N. Vučević,61,74
247,3,3:32.0,,Shooting foul by C. Zeller (drawn by E. Payton),61,74
248,3,3:32.0,,E. Payton makes free throw 1 of 2,61,75
249,3,3:32.0,S. Hawes enters the game for C. Zeller,,61,75
250,3,3:32.0,J. Lamb enters the game for J. Lin,,61,75
251,3,3:32.0,,A. Nicholson enters the game for C. Frye,61,75
252,3,3:32.0,,A. Gordon enters the game for T. Harris,61,75
253,3,3:32.0,,E. Payton makes free throw 2 of 2,61,76
254,3,3:15.0,Turnover by S. Hawes (bad pass; steal by V. Oladipo),,61,76
255,3,3:10.0,,V. Oladipo makes 2-pt dunk at rim,61,78
256,3,2:59.0,Def 3 sec tech foul by N. Vučević,,61,78
257,3,2:59.0,,Orlando full timeout,61,78
258,3,2:59.0,K. Walker makes technical free throw,,62,78
259,3,2:46.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,65,78
260,3,2:28.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by A. Gordon),65,80
261,3,2:12.0,F. Kaminsky makes 2-pt hook shot from 5 ft,,67,80
262,3,1:58.0,,V. Oladipo misses 2-pt jump shot from 8 ft,67,80
263,3,1:57.0,Defensive rebound by S. Hawes,,67,80
264,3,1:50.0,K. Walker makes 2-pt layup from 2 ft,,69,80
265,3,1:36.0,,E. Payton makes 2-pt jump shot from 19 ft,69,82
266,3,1:22.0,P. Hairston misses 3-pt jump shot from 24 ft,,69,82
267,3,1:22.0,,Defensive rebound by N. Vučević,69,82
268,3,1:06.0,,V. Oladipo makes 2-pt jump shot from 16 ft,69,84
269,3,0:53.0,K. Walker makes 2-pt jump shot from 12 ft,,71,84
270,3,0:41.0,,A. Nicholson makes 3-pt jump shot from 25 ft (assist by N. Vučević),71,87
271,3,0:28.0,Def 3 sec tech foul by N. Vučević,,71,87
272,3,0:28.0,K. Walker makes technical free throw,,72,87
273,3,0:28.0,,J. Smith enters the game for N. Vučević,72,87
274,3,0:28.0,J. Lin enters the game for K. Walker,,72,87
275,3,0:21.0,J. Lin misses 2-pt layup from 2 ft,,72,87
276,3,0:20.0,,Defensive rebound by J. Smith,72,87
277,3,0:05.0,,V. Oladipo makes 2-pt layup from 1 ft,72,89
278,3,0:01.0,Shooting foul by J. Smith (drawn by J. Lin),,72,89
279,3,0:01.0,J. Lin makes free throw 1 of 2,,73,89
280,3,0:01.0,J. Lin misses free throw 2 of 2,,73,89
281,3,0:00.0,,Defensive rebound by J. Smith,73,89
282,4,11:37.0,,A. Nicholson misses 2-pt hook shot from 5 ft,73,89
283,4,11:37.0,Defensive rebound by P. Hairston,,73,89
284,4,11:23.0,J. Lamb makes 2-pt layup from 1 ft,,75,89
285,4,11:04.0,,M. Hezonja misses 3-pt jump shot from 25 ft,75,89
286,4,11:04.0,,Offensive rebound by Team,75,89
287,4,10:54.0,,J. Smith makes 2-pt layup from 1 ft,75,91
288,4,10:39.0,J. Lin misses 3-pt jump shot from 24 ft,,75,91
289,4,10:37.0,Offensive rebound by F. Kaminsky,,75,91
290,4,10:34.0,,Offensive charge foul by J. Lin (drawn by A. Gordon),75,91
291,4,10:34.0,Turnover by J. Lin (offensive foul),,75,91
292,4,10:15.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by V. Oladipo),75,94
293,4,10:14.0,Charlotte full timeout,,75,94
294,4,9:52.0,S. Hawes misses 2-pt jump shot from 12 ft,,75,94
295,4,9:52.0,,Defensive rebound by M. Hezonja,75,94
296,4,9:36.0,,Turnover by M. Hezonja (lost ball; steal by J. Lamb),75,94
297,4,9:31.0,Personal foul by M. Hezonja (drawn by J. Lamb),,75,94
298,4,9:23.0,J. Lamb makes 2-pt jump shot from 18 ft (assist by J. Lin),,77,94
299,4,9:09.0,,Turnover by A. Nicholson (offensive foul),77,94
300,4,9:09.0,Offensive charge foul by A. Nicholson (drawn by J. Lin),,77,94
301,4,8:57.0,Personal foul by V. Oladipo (drawn by J. Lin),,77,94
302,4,8:57.0,,E. Fournier enters the game for M. Hezonja,77,94
303,4,8:47.0,F. Kaminsky misses 3-pt jump shot from 27 ft,,77,94
304,4,8:45.0,Offensive rebound by J. Lin,,77,94
305,4,8:45.0,Personal foul by V. Oladipo (drawn by J. Lin),,77,94
306,4,8:45.0,,C. Frye enters the game for A. Nicholson,77,94
307,4,8:34.0,P. Hairston misses 2-pt layup from 2 ft,,77,94
308,4,8:34.0,,Defensive rebound by V. Oladipo,77,94
309,4,8:24.0,,J. Smith misses 2-pt layup from 1 ft,77,94
310,4,8:23.0,Defensive rebound by J. Lamb,,77,94
311,4,8:16.0,P. Hairston misses 3-pt jump shot from 23 ft,,77,94
312,4,8:16.0,,Defensive rebound by E. Fournier,77,94
313,4,7:59.0,,Turnover by J. Smith (bad pass; steal by F. Kaminsky),77,94
314,4,7:45.0,J. Lin misses 2-pt jump shot from 15 ft,,77,94
315,4,7:44.0,,Defensive rebound by A. Gordon,77,94
316,4,7:22.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by J. Smith),77,97
317,4,6:57.0,J. Lamb misses 3-pt jump shot from 25 ft,,77,97
318,4,6:56.0,,Defensive rebound by A. Gordon,77,97
319,4,6:40.0,,Personal foul by F. Kaminsky (drawn by V. Oladipo),77,97
320,4,6:40.0,,Orlando full timeout,77,97
321,4,6:40.0,M. Williams enters the game for P. Hairston,,77,97
322,4,6:40.0,T. Hansbrough enters the game for F. Kaminsky,,77,97
323,4,6:40.0,B. Roberts enters the game for S. Hawes,,77,97
324,4,6:40.0,T. Daniels enters the game for J. Lin,,77,97
325,4,6:30.0,,E. Fournier makes 2-pt jump shot from 3 ft (assist by C. Frye),77,99
326,4,6:08.0,Turnover by J. Lamb (lost ball; steal by A. Gordon),,77,99
327,4,6:02.0,,C. Frye misses 3-pt jump shot from 24 ft,77,99
328,4,6:00.0,Defensive rebound by B. Roberts,,77,99
329,4,5:51.0,J. Lamb misses 2-pt layup from 1 ft,,77,99
330,4,5:50.0,Offensive rebound by J. Lamb,,77,99
331,4,5:50.0,J. Lamb misses 2-pt layup from 1 ft,,77,99
332,4,5:49.0,,Defensive rebound by A. Gordon,77,99
333,4,5:43.0,,A. Gordon misses 2-pt layup from 1 ft,77,99
334,4,5:42.0,,Offensive rebound by A. Gordon,77,99
335,4,5:42.0,,A. Gordon makes 2-pt layup from 1 ft,77,101
336,4,5:42.0,Charlotte full timeout,,77,101
337,4,5:18.0,M. Williams misses 2-pt layup at rim (block by J. Smith),,77,101
338,4,5:17.0,,Defensive rebound by V. Oladipo,77,101
339,4,5:00.0,,Turnover by E. Fournier (lost ball; steal by J. Lamb),77,101
340,4,4:47.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Lamb),,80,101
341,4,4:27.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by A. Gordon),80,104
342,4,4:00.0,B. Roberts makes 2-pt jump shot from 16 ft (assist by J. Lamb),,82,104
343,4,3:44.0,,Shooting foul by T. Daniels (drawn by E. Fournier),82,104
344,4,3:44.0,,E. Fournier makes free throw 1 of 2,82,105
345,4,3:44.0,C. Zeller enters the game for M. Williams,,82,105
346,4,3:44.0,,M. Hezonja enters the game for C. Frye,82,105
347,4,3:44.0,,D. Dedmon enters the game for V. Oladipo,82,105
348,4,3:44.0,,A. Nicholson enters the game for J. Smith,82,105
349,4,3:44.0,,E. Fournier makes free throw 2 of 2,82,106
350,4,3:35.0,Shooting foul by D. Dedmon (drawn by C. Zeller),,82,106
351,4,3:35.0,C. Zeller makes free throw 1 of 2,,83,106
352,4,3:35.0,,S. Napier enters the game for E. Fournier,83,106
353,4,3:35.0,C. Zeller makes free throw 2 of 2,,84,106
354,4,3:18.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by A. Gordon),84,109
355,4,2:59.0,T. Hansbrough misses 2-pt jump shot from 4 ft (block by A. Nicholson),,84,109
356,4,2:59.0,,Defensive rebound by Team,84,109
357,4,2:47.0,,Personal foul by T. Hansbrough (drawn by S. Napier),84,109
358,4,2:41.0,,S. Napier misses 2-pt jump shot from 20 ft,84,109
359,4,2:38.0,Defensive rebound by T. Hansbrough,,84,109
360,4,2:32.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by J. Lamb),,87,109
361,4,2:18.0,,Turnover by S. Napier (bad pass; steal by J. Lamb),87,109
362,4,2:13.0,J. Lamb makes 2-pt layup from 1 ft,,89,109
363,4,1:56.0,,S. Napier misses 2-pt jump shot from 18 ft,89,109
364,4,1:55.0,Defensive rebound by T. Daniels,,89,109
365,4,1:46.0,T. Daniels misses 2-pt jump shot from 15 ft,,89,109
366,4,1:46.0,,Defensive rebound by A. Gordon,89,109
367,4,1:33.0,,Shooting foul by J. Lamb (drawn by A. Gordon),89,109
368,4,1:33.0,,A. Gordon makes free throw 1 of 2,89,110
369,4,1:33.0,,A. Gordon makes free throw 2 of 2,89,111
370,4,1:14.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by C. Zeller),,92,111
371,4,1:14.0,Away from play foul by D. Dedmon (drawn by C. Zeller),,92,111
372,4,1:14.0,C. Zeller makes free throw 1 of 1,,93,111
373,4,1:02.0,,M. Hezonja misses 2-pt jump shot from 18 ft,93,111
374,4,1:02.0,Defensive rebound by J. Lamb,,93,111
375,4,1:02.0,Personal foul by D. Dedmon (drawn by T. Hansbrough),,93,111
376,4,1:02.0,,Personal foul by T. Hansbrough,93,111
377,4,0:51.0,Personal foul by D. Dedmon (drawn by C. Zeller),,93,111
378,4,0:51.0,C. Zeller makes free throw 1 of 2,,94,111
