,QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
132,2,7:10.0,,R. Westbrook enters the game for N. Collison,41,37
133,2,7:10.0,,S. Ibaka enters the game for C. Payne,41,37
134,2,7:10.0,,K. Durant enters the game for A. Morrow,41,37
135,2,6:54.0,,R. Westbrook makes 2-pt jump shot from 18 ft,41,39
136,2,6:39.0,Turnover by M. Teletović (traveling),,41,39
137,2,6:22.0,,E. Freedom makes 2-pt jump shot from 12 ft (assist by R. Westbrook),41,41
138,2,6:04.0,B. Knight misses 2-pt jump shot from 17 ft,,41,41
139,2,6:03.0,,Defensive rebound by E. Freedom,41,41
140,2,5:50.0,,S. Ibaka misses 2-pt hook shot from 5 ft,41,41
141,2,5:50.0,Defensive rebound by M. Teletović,,41,41
142,2,5:41.0,P. Tucker misses 3-pt jump shot from 23 ft,,41,41
143,2,5:40.0,Offensive rebound by T. Warren,,41,41
144,2,5:35.0,T. Warren makes 2-pt jump shot from 6 ft,,43,41
145,2,5:08.0,,K. Durant misses 2-pt jump shot from 14 ft,43,41
146,2,5:08.0,Defensive rebound by T. Warren,,43,41
147,2,5:00.0,Turnover by T. Chandler (bad pass; steal by R. Westbrook),,43,41
148,2,4:55.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),43,43
149,2,4:54.0,Phoenix full timeout,,43,43
150,2,4:54.0,,S. Adams enters the game for E. Freedom,43,43
151,2,4:54.0,D. Booker enters the game for M. Teletović,,43,43
152,2,4:40.0,Turnover by D. Booker (bad pass; steal by A. Roberson),,43,43
153,2,4:35.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),43,45
154,2,4:17.0,T. Warren misses 2-pt jump shot from 17 ft,,43,45
155,2,4:16.0,,Defensive rebound by S. Adams,43,45
156,2,4:08.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),43,47
157,2,3:56.0,Personal foul by A. Roberson (drawn by D. Booker),,43,47
158,2,3:47.0,Turnover by D. Booker (bad pass; steal by R. Westbrook),,43,47
159,2,3:42.0,,Turnover by K. Durant (bad pass; steal by T. Warren),43,47
160,2,3:37.0,T. Warren makes 2-pt dunk at rim (assist by D. Booker),,45,47
161,2,3:22.0,,K. Durant misses 2-pt jump shot from 5 ft,45,47
162,2,3:21.0,,Offensive rebound by S. Adams,45,47
163,2,3:13.0,,Turnover by R. Westbrook (bad pass; steal by B. Knight),45,47
164,2,3:02.0,T. Warren makes 3-pt jump shot from 25 ft (assist by B. Knight),,48,47
165,2,2:51.0,,Technical foul by K. Durant,48,47
166,2,2:51.0,Official timeout,,48,47
167,2,2:51.0,B. Knight makes technical free throw,,49,47
168,2,2:39.0,,R. Westbrook misses 2-pt jump shot from 15 ft,49,47
169,2,2:38.0,,Offensive rebound by S. Adams,49,47
170,2,2:32.0,,Shooting foul by T. Chandler (drawn by R. Westbrook),49,47
171,2,2:32.0,,R. Westbrook makes free throw 1 of 2,49,48
172,2,2:32.0,,R. Westbrook makes free throw 2 of 2,49,49
173,2,2:19.0,Turnover by D. Booker (bad pass; steal by R. Westbrook),,49,49
174,2,2:15.0,,R. Westbrook makes 2-pt dunk at rim,49,51
175,2,2:01.0,T. Chandler makes 2-pt dunk at rim (assist by T. Warren),,51,51
176,2,1:46.0,,Personal foul by D. Booker (drawn by K. Durant),51,51
177,2,1:46.0,,K. Durant misses free throw 1 of 2,51,51
178,2,1:46.0,,Offensive rebound by Team,51,51
179,2,1:46.0,A. Len enters the game for T. Chandler,,51,51
180,2,1:46.0,,K. Durant makes free throw 2 of 2,51,52
181,2,1:33.0,Offensive foul by A. Len (drawn by A. Roberson),,51,52
182,2,1:33.0,Turnover by A. Len (offensive foul),,51,52
183,2,1:20.0,,Turnover by S. Ibaka (lost ball; steal by P. Tucker),51,52
184,2,1:13.0,T. Warren misses 3-pt jump shot from 23 ft,,51,52
185,2,1:12.0,,Defensive rebound by S. Ibaka,51,52
186,2,1:00.0,,S. Adams misses 2-pt layup from 2 ft (block by A. Len),51,52
187,2,1:00.0,Defensive rebound by T. Warren,,51,52
188,2,0:54.0,D. Booker misses 2-pt jump shot from 17 ft,,51,52
189,2,0:54.0,,Defensive rebound by S. Ibaka,51,52
190,2,0:46.0,,K. Durant misses 3-pt jump shot from 24 ft,51,52
191,2,0:46.0,Defensive rebound by B. Knight,,51,52
192,2,0:32.0,Shooting foul by S. Adams (drawn by B. Knight),,51,52
193,2,0:32.0,B. Knight makes free throw 1 of 2,,52,52
194,2,0:32.0,M. Teletović enters the game for P. Tucker,,52,52
195,2,0:32.0,B. Knight makes free throw 2 of 2,,53,52
196,2,0:11.0,,S. Adams makes 2-pt hook shot from 3 ft (assist by R. Westbrook),53,54
197,3,11:40.0,Turnover by D. Booker (lost ball; steal by A. Roberson),,53,54
198,3,11:21.0,,K. Durant makes 2-pt jump shot from 21 ft (assist by R. Westbrook),53,56
199,3,11:09.0,Turnover by D. Booker (lost ball; steal by A. Roberson),,53,56
200,3,11:06.0,,Shooting foul by T. Warren (drawn by K. Durant),53,56
201,3,11:06.0,,K. Durant makes 2-pt dunk at rim (assist by A. Roberson),53,58
202,3,11:06.0,,K. Durant makes free throw 1 of 1,53,59
203,3,10:51.0,P. Tucker makes 2-pt jump shot from 13 ft,,55,59
204,3,10:37.0,,Turnover by S. Ibaka (lost ball; steal by B. Knight),55,59
205,3,10:27.0,B. Knight misses 2-pt jump shot from 20 ft,,55,59
206,3,10:26.0,,Defensive rebound by S. Adams,55,59
207,3,10:10.0,,Turnover by S. Adams (lost ball; steal by P. Tucker),55,59
208,3,10:07.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,57,59
209,3,10:07.0,Shooting foul by R. Westbrook (drawn by T. Warren),,57,59
210,3,10:07.0,T. Warren makes free throw 1 of 1,,58,59
211,3,9:43.0,,R. Westbrook misses 3-pt jump shot from 23 ft,58,59
212,3,9:42.0,Defensive rebound by T. Warren,,58,59
213,3,9:33.0,B. Knight makes 2-pt layup from 1 ft,,60,59
214,3,9:29.0,,Oklahoma City full timeout,60,59
215,3,9:15.0,,R. Westbrook misses 2-pt layup from 1 ft,60,59
216,3,9:14.0,,Offensive rebound by Team,60,59
217,3,9:14.0,Loose ball foul by B. Knight (drawn by S. Adams),,60,59
218,3,9:05.0,,S. Adams misses 2-pt dunk from 2 ft,60,59
219,3,9:04.0,Defensive rebound by T. Chandler,,60,59
220,3,8:41.0,D. Booker makes 2-pt jump shot from 8 ft,,62,59
221,3,8:25.0,,A. Roberson makes 3-pt jump shot from 23 ft (assist by S. Ibaka),62,62
222,3,8:08.0,D. Booker misses 2-pt jump shot from 5 ft,,62,62
223,3,8:07.0,,Defensive rebound by S. Adams,62,62
224,3,7:58.0,,K. Durant misses 3-pt jump shot from 24 ft,62,62
225,3,7:57.0,Defensive rebound by T. Chandler,,62,62
226,3,7:31.0,T. Warren misses 3-pt jump shot from 22 ft,,62,62
227,3,7:31.0,Offensive rebound by Team,,62,62
228,3,7:30.0,,D. Waiters enters the game for S. Adams,62,62
229,3,7:23.0,Shooting foul by D. Waiters (drawn by T. Warren),,62,62
230,3,7:23.0,T. Warren makes 2-pt jump shot from 9 ft (assist by B. Knight),,64,62
231,3,7:23.0,T. Warren makes free throw 1 of 1,,65,62
232,3,7:05.0,,Shooting foul by T. Warren (drawn by K. Durant),65,62
233,3,7:05.0,,K. Durant misses free throw 1 of 2,65,62
234,3,7:05.0,,Offensive rebound by Team,65,62
235,3,7:05.0,,K. Durant makes free throw 2 of 2,65,63
236,3,6:51.0,P. Tucker misses 3-pt jump shot from 24 ft,,65,63
237,3,6:51.0,,Defensive rebound by A. Roberson,65,63
238,3,6:45.0,,R. Westbrook makes 2-pt layup at rim,65,65
239,3,6:29.0,B. Knight misses 2-pt layup at rim,,65,65
240,3,6:28.0,Offensive rebound by T. Chandler,,65,65
241,3,6:28.0,T. Chandler makes 2-pt dunk at rim,,67,65
242,3,6:13.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),67,67
243,3,6:00.0,Turnover by B. Knight (bad pass; steal by D. Waiters),,67,67
244,3,5:56.0,,D. Waiters makes 2-pt dunk at rim,67,69
245,3,5:43.0,B. Knight misses 2-pt jump shot from 17 ft,,67,69
246,3,5:42.0,,Defensive rebound by A. Roberson,67,69
247,3,5:29.0,,R. Westbrook misses 2-pt jump shot from 6 ft,67,69
248,3,5:28.0,,Offensive rebound by S. Ibaka,67,69
249,3,5:22.0,,K. Durant misses 2-pt jump shot from 18 ft,67,69
250,3,5:22.0,,Offensive rebound by Team,67,69
251,3,5:22.0,Loose ball foul by P. Tucker (drawn by S. Ibaka),,67,69
252,3,5:11.0,,R. Westbrook makes 2-pt dunk at rim,67,71
253,3,5:04.0,Phoenix full timeout,,67,71
254,3,5:02.0,M. Teletović enters the game for P. Tucker,,67,71
255,3,5:02.0,A. Len enters the game for T. Chandler,,67,71
256,3,4:51.0,T. Warren makes 2-pt layup from 2 ft (assist by M. Teletović),,69,71
257,3,4:40.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),69,74
258,3,4:15.0,B. Knight misses 2-pt layup from 1 ft (block by S. Ibaka),,69,74
259,3,4:14.0,,Defensive rebound by D. Waiters,69,74
260,3,4:11.0,,Turnover by D. Waiters (bad pass),69,74
261,3,3:57.0,Personal foul by D. Waiters (drawn by D. Booker),,69,74
262,3,3:44.0,M. Teletović makes 2-pt layup from 2 ft,,71,74
263,3,3:25.0,,Shooting foul by A. Len (drawn by R. Westbrook),71,74
264,3,3:25.0,,R. Westbrook makes free throw 1 of 2,71,75
265,3,3:25.0,,R. Westbrook makes free throw 2 of 2,71,76
266,3,3:03.0,M. Teletović makes 2-pt hook shot from 4 ft (assist by A. Len),,73,76
267,3,2:42.0,,R. Westbrook makes 2-pt jump shot from 15 ft,73,78
268,3,2:42.0,,Shooting foul by D. Booker (drawn by R. Westbrook),73,78
269,3,2:42.0,P. Tucker enters the game for T. Warren,,73,78
270,3,2:42.0,,R. Westbrook makes free throw 1 of 1,73,79
271,3,2:24.0,,C. Payne enters the game for R. Westbrook,73,79
272,3,2:24.0,,E. Freedom enters the game for S. Ibaka,73,79
273,3,2:21.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by P. Tucker),,76,79
274,3,2:03.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by C. Payne),76,82
275,3,1:41.0,M. Teletović misses 3-pt jump shot from 24 ft,,76,82
276,3,1:40.0,,Defensive rebound by D. Waiters,76,82
277,3,1:30.0,,A. Roberson makes 2-pt layup from 1 ft (assist by C. Payne),76,84
278,3,1:17.0,Personal foul by A. Roberson (drawn by P. Tucker),,76,84
279,3,1:17.0,,A. Morrow enters the game for A. Roberson,76,84
280,3,1:17.0,B. Cotton enters the game for B. Knight,,76,84
281,3,1:06.0,P. Tucker makes 2-pt layup from 1 ft,,78,84
282,3,0:53.0,,D. Waiters misses 3-pt jump shot from 24 ft,78,84
283,3,0:52.0,,Offensive rebound by E. Freedom,78,84
284,3,0:50.0,,Personal foul by A. Len (drawn by E. Freedom),78,84
285,3,0:50.0,,E. Freedom misses free throw 1 of 2,78,84
286,3,0:50.0,,Offensive rebound by Team,78,84
287,3,0:50.0,T. Warren enters the game for A. Len,,78,84
288,3,0:50.0,,K. Singler enters the game for D. Waiters,78,84
289,3,0:50.0,,E. Freedom makes free throw 2 of 2,78,85
290,3,0:29.0,D. Booker misses 2-pt layup from 1 ft,,78,85
291,3,0:29.0,Offensive rebound by P. Tucker,,78,85
292,3,0:27.0,P. Tucker makes 2-pt hook shot from 3 ft,,80,85
293,3,0:06.0,,C. Payne misses 2-pt layup from 2 ft,80,85
294,3,0:04.0,,Offensive rebound by E. Freedom,80,85
295,3,0:04.0,,Oklahoma City full timeout,80,85
296,3,0:04.0,T. Chandler enters the game for M. Teletović,,80,85
297,3,0:00.0,,E. Freedom makes 2-pt hook shot from 3 ft (assist by K. Singler),80,87
298,4,11:52.0,,K. Singler makes 2-pt jump shot from 11 ft (assist by C. Payne),80,89
299,4,11:36.0,T. Warren misses 2-pt jump shot from 17 ft,,80,89
300,4,11:35.0,,Defensive rebound by D. Waiters,80,89
301,4,11:33.0,,Turnover by D. Waiters (bad pass; steal by T. Warren),80,89
302,4,11:24.0,M. Teletović makes 3-pt jump shot from 24 ft (assist by P. Tucker),,83,89
303,4,11:13.0,,K. Singler misses 2-pt layup at rim (block by M. Teletović),83,89
304,4,11:12.0,,Offensive rebound by K. Singler,83,89
305,4,11:01.0,,C. Payne misses 2-pt jump shot from 12 ft,83,89
306,4,11:01.0,Defensive rebound by T. Warren,,83,89
307,4,10:52.0,T. Chandler makes 2-pt dunk at rim (assist by T. Warren),,85,89
308,4,10:25.0,,A. Morrow misses 2-pt jump shot from 11 ft,85,89
309,4,10:24.0,Defensive rebound by T. Warren,,85,89
310,4,10:11.0,Personal foul by K. Singler (drawn by T. Chandler),,85,89
311,4,10:11.0,,S. Adams enters the game for E. Freedom,85,89
312,4,10:11.0,A. Len enters the game for T. Chandler,,85,89
313,4,9:58.0,T. Warren makes 2-pt jump shot from 10 ft,,87,89
314,4,9:44.0,,Turnover by C. Payne (bad pass; steal by T. Warren),87,89
315,4,9:31.0,Turnover by M. Teletović (bad pass),,87,89
316,4,9:31.0,,Oklahoma City full timeout,87,89
317,4,9:19.0,,K. Singler misses 2-pt jump shot from 5 ft (block by A. Len),87,89
318,4,9:17.0,Defensive rebound by A. Len,,87,89
319,4,9:11.0,B. Knight misses 3-pt jump shot from 24 ft,,87,89
320,4,9:10.0,Offensive rebound by M. Teletović,,87,89
321,4,8:54.0,Turnover by B. Knight (bad pass; steal by A. Morrow),,87,89
322,4,8:50.0,,C. Payne makes 2-pt dunk at rim (assist by D. Waiters),87,91
323,4,8:30.0,T. Warren misses 2-pt jump shot from 9 ft,,87,91
324,4,8:30.0,,Defensive rebound by D. Waiters,87,91
325,4,8:23.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by D. Waiters),87,94
326,4,8:20.0,Phoenix full timeout,,87,94
327,4,8:20.0,,R. Westbrook enters the game for C. Payne,87,94
328,4,8:20.0,,K. Durant enters the game for A. Morrow,87,94
329,4,8:20.0,T. Chandler enters the game for A. Len,,87,94
330,4,8:08.0,M. Teletović misses 3-pt jump shot from 24 ft,,87,94
331,4,8:04.0,Offensive rebound by T. Chandler,,87,94
332,4,8:04.0,T. Chandler misses 2-pt layup from 2 ft,,87,94
333,4,8:03.0,,Defensive rebound by K. Singler,87,94
334,4,7:51.0,,K. Durant misses 3-pt jump shot from 25 ft,87,94
335,4,7:50.0,Defensive rebound by T. Warren,,87,94
336,4,7:41.0,Turnover by B. Knight (lost ball; steal by D. Waiters),,87,94
337,4,7:37.0,,D. Waiters makes 2-pt layup from 2 ft,87,96
338,4,7:31.0,Phoenix full timeout,,87,96
339,4,7:31.0,D. Booker enters the game for M. Teletović,,87,96
340,4,7:20.0,B. Knight makes 2-pt layup at rim (assist by T. Chandler),,89,96
341,4,7:02.0,,Turnover by S. Adams (bad pass; steal by P. Tucker),89,96
342,4,6:57.0,P. Tucker makes 2-pt layup from 1 ft,,91,96
343,4,6:57.0,Violation by Team (delay of game),,91,96
344,4,6:39.0,,K. Durant misses 3-pt jump shot from 24 ft,91,96
345,4,6:38.0,,Offensive rebound by S. Adams,91,96
346,4,6:21.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),91,98
347,4,6:08.0,T. Chandler makes 2-pt dunk at rim (assist by B. Knight),,93,98
348,4,5:48.0,,K. Singler makes 2-pt jump shot from 8 ft (assist by S. Adams),93,100
349,4,5:28.0,Shooting foul by D. Waiters (drawn by T. Warren),,93,100
350,4,5:28.0,T. Warren makes free throw 1 of 2,,94,100
351,4,5:28.0,T. Warren makes free throw 2 of 2,,95,100
352,4,5:17.0,,R. Westbrook misses 3-pt jump shot from 24 ft,95,100
353,4,5:17.0,Defensive rebound by P. Tucker,,95,100
354,4,5:03.0,B. Knight misses 2-pt jump shot from 16 ft,,95,100
355,4,5:03.0,,Defensive rebound by S. Adams,95,100
356,4,4:58.0,,Turnover by R. Westbrook (lost ball; steal by T. Warren),95,100
357,4,4:51.0,T. Chandler makes 2-pt layup from 2 ft (assist by D. Booker),,97,100
358,4,4:51.0,Shooting foul by S. Adams (drawn by T. Chandler),,97,100
359,4,4:51.0,T. Chandler makes free throw 1 of 1,,98,100
360,4,4:37.0,,R. Westbrook misses 2-pt jump shot from 14 ft,98,100
361,4,4:36.0,Defensive rebound by P. Tucker,,98,100
362,4,4:18.0,Turnover by P. Tucker (lost ball; steal by R. Westbrook),,98,100
363,4,4:16.0,,Personal take foul by B. Knight (drawn by K. Durant),98,100
364,4,4:03.0,,K. Durant misses 2-pt jump shot from 18 ft,98,100
365,4,4:03.0,Defensive rebound by T. Warren,,98,100
366,4,3:47.0,B. Knight misses 2-pt jump shot from 10 ft,,98,100
367,4,3:47.0,Offensive rebound by T. Chandler,,98,100
368,4,3:43.0,P. Tucker makes 2-pt jump shot from 22 ft (assist by T. Chandler),,100,100
369,4,3:35.0,,Oklahoma City full timeout,100,100
370,4,3:34.0,,S. Ibaka enters the game for S. Adams,100,100
371,4,3:19.0,,K. Durant misses 2-pt jump shot from 12 ft,100,100
372,4,3:19.0,Defensive rebound by T. Chandler,,100,100
373,4,2:54.0,B. Knight misses 2-pt jump shot from 13 ft,,100,100
374,4,2:52.0,,Defensive rebound by K. Singler,100,100
375,4,2:34.0,,R. Westbrook misses 2-pt layup from 1 ft,100,100
376,4,2:33.0,Defensive rebound by T. Chandler,,100,100
377,4,2:16.0,Turnover by T. Chandler (traveling),,100,100
378,4,2:02.0,,Personal foul by B. Knight (drawn by S. Ibaka),100,100
379,4,1:57.0,,R. Westbrook makes 2-pt jump shot from 13 ft,100,102
380,4,1:34.0,T. Chandler misses 2-pt dunk from 1 ft,,100,102
381,4,1:34.0,Offensive rebound by T. Chandler,,100,102
382,4,1:34.0,T. Chandler makes 2-pt layup from 1 ft,,102,102
