,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
80,1,2:29.0,,Turnover by D. Carroll (offensive foul),14,20
81,1,2:29.0,Milwaukee full timeout,,14,20
82,1,2:29.0,,T. Ross enters the game for D. DeRozan,14,20
83,1,2:29.0,G. Monroe enters the game for M. Plumlee,,14,20
84,1,2:17.0,Turnover by J. Bayless (bad pass; steal by T. Ross),,14,20
85,1,2:00.0,,Shooting foul by G. Monroe (drawn by K. Lowry),14,20
86,1,2:00.0,,K. Lowry makes free throw 1 of 2,14,21
87,1,2:00.0,K. Middleton enters the game for G. Monroe,,14,21
88,1,2:00.0,,K. Lowry makes free throw 2 of 2,14,22
89,1,1:40.0,J. Bayless misses 3-pt jump shot from 62 ft,,14,22
90,1,1:39.0,,Defensive rebound by B. Biyombo,14,22
91,1,1:13.0,,T. Ross misses 3-pt jump shot from 25 ft,14,22
92,1,1:12.0,,Offensive rebound by K. Lowry,14,22
93,1,1:00.0,,P. Patterson makes 2-pt jump shot from 9 ft,14,24
94,1,0:53.0,J. Bayless makes 2-pt layup from 2 ft,,16,24
95,1,0:47.0,,P. Patterson misses 2-pt layup from 2 ft (block by G. Antetokounmpo),16,24
96,1,0:47.0,,Offensive rebound by Team,16,24
97,1,0:47.0,,C. Joseph enters the game for K. Lowry,16,24
98,1,0:39.0,,T. Ross misses 2-pt jump shot from 19 ft,16,24
99,1,0:39.0,Defensive rebound by G. Antetokounmpo,,16,24
100,1,0:31.0,C. Copeland makes 3-pt jump shot from 27 ft (assist by J. Bayless),,19,24
101,1,0:12.0,,D. Carroll misses 2-pt jump shot from 10 ft,19,24
102,1,0:11.0,,Offensive rebound by B. Biyombo,19,24
103,1,0:08.0,,B. Biyombo misses 2-pt layup from 1 ft,19,24
104,1,0:07.0,Defensive rebound by G. Antetokounmpo,,19,24
105,1,0:01.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,19,24
106,1,0:01.0,,Defensive rebound by B. Biyombo,19,24
107,2,11:42.0,C. Copeland makes 2-pt layup from 1 ft (assist by J. O'Bryant),,21,24
108,2,11:23.0,,Toronto full timeout,21,24
109,2,11:18.0,,Personal foul by J. Bayless (drawn by C. Joseph),21,24
110,2,11:08.0,,D. DeRozan makes 2-pt layup from 2 ft,21,26
111,2,10:54.0,Turnover by J. Bayless (step out of bounds),,21,26
112,2,10:44.0,Offensive charge foul by P. Patterson (drawn by J. O'Bryant),,21,26
113,2,10:44.0,,Turnover by P. Patterson (offensive foul),21,26
114,2,10:30.0,K. Middleton makes 2-pt jump shot from 7 ft,,23,26
115,2,10:04.0,,D. DeRozan makes 2-pt jump shot from 5 ft,23,28
116,2,9:52.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,23,28
117,2,9:52.0,,Defensive rebound by T. Ross,23,28
118,2,9:32.0,,T. Ross misses 2-pt jump shot from 14 ft,23,28
119,2,9:31.0,,Offensive rebound by Team,23,28
120,2,9:31.0,M. Carter-Williams enters the game for G. Vásquez,,23,28
121,2,9:28.0,,B. Biyombo makes 2-pt hook shot from 2 ft (assist by C. Joseph),23,30
122,2,9:11.0,Personal block foul by B. Biyombo (drawn by K. Middleton),,23,30
123,2,9:11.0,M. Plumlee enters the game for C. Copeland,,23,30
124,2,9:11.0,,L. Scola enters the game for B. Biyombo,23,30
125,2,9:11.0,,J. Valančiūnas enters the game for P. Patterson,23,30
126,2,9:00.0,K. Middleton misses 2-pt jump shot from 8 ft,,23,30
127,2,8:59.0,,Defensive rebound by L. Scola,23,30
128,2,8:48.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,23,32
129,2,8:44.0,Milwaukee full timeout,,23,32
130,2,8:19.0,M. Carter-Williams misses 2-pt jump shot from 11 ft,,23,32
131,2,8:18.0,Offensive rebound by M. Plumlee,,23,32
132,2,8:13.0,M. Plumlee makes 2-pt hook shot from 1 ft,,25,32
133,2,7:56.0,,D. DeRozan makes 2-pt jump shot from 12 ft,25,34
134,2,7:40.0,Turnover by K. Middleton (lost ball; steal by D. DeRozan),,25,34
135,2,7:27.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,25,36
136,2,7:12.0,M. Plumlee makes 2-pt hook shot from 5 ft (assist by M. Carter-Williams),,27,36
137,2,7:03.0,,Personal foul by J. O'Bryant (drawn by C. Joseph),27,36
138,2,6:50.0,,D. DeRozan misses 2-pt jump shot from 5 ft (block by M. Plumlee),27,36
139,2,6:49.0,,Offensive rebound by J. Valančiūnas,27,36
140,2,6:48.0,,J. Valančiūnas misses 2-pt layup from 2 ft,27,36
141,2,6:48.0,,Offensive rebound by L. Scola,27,36
142,2,6:48.0,,L. Scola misses 2-pt layup from 2 ft,27,36
143,2,6:48.0,Defensive rebound by Team,,27,36
144,2,6:30.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by J. Bayless),,30,36
145,2,6:08.0,,L. Scola misses 2-pt jump shot from 18 ft,30,36
146,2,6:07.0,,Offensive rebound by T. Ross,30,36
147,2,6:05.0,,Shooting foul by M. Plumlee (drawn by J. Valančiūnas),30,36
148,2,6:05.0,,J. Valančiūnas makes free throw 1 of 2,30,37
149,2,6:05.0,,K. Lowry enters the game for T. Ross,30,37
150,2,6:05.0,G. Monroe enters the game for M. Plumlee,,30,37
151,2,6:05.0,,J. Valančiūnas misses free throw 2 of 2,30,37
152,2,6:04.0,Defensive rebound by G. Monroe,,30,37
153,2,5:53.0,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph),,30,37
154,2,5:48.0,,C. Joseph makes 2-pt layup at rim,30,39
155,2,5:42.0,Milwaukee full timeout,,30,39
156,2,5:42.0,C. Copeland enters the game for J. O'Bryant,,30,39
157,2,5:39.0,Offensive foul by K. Middleton (drawn by D. DeRozan),,30,39
158,2,5:39.0,Turnover by K. Middleton (offensive foul),,30,39
159,2,5:25.0,,Def 3 sec tech foul by C. Copeland,30,39
160,2,5:25.0,,D. DeRozan makes technical free throw,30,40
161,2,5:25.0,G. Antetokounmpo enters the game for J. Bayless,,30,40
162,2,5:10.0,,C. Joseph makes 2-pt layup from 2 ft,30,42
163,2,4:52.0,G. Monroe makes 2-pt hook shot from 7 ft,,32,42
164,2,4:36.0,,D. DeRozan misses 3-pt jump shot from 24 ft,32,42
165,2,4:35.0,,Offensive rebound by L. Scola,32,42
166,2,4:32.0,,L. Scola makes 2-pt layup from 1 ft,32,44
167,2,4:18.0,Turnover by C. Copeland (bad pass; steal by C. Joseph),,32,44
168,2,4:12.0,,L. Scola makes 2-pt layup from 1 ft (assist by C. Joseph),32,46
169,2,3:55.0,Turnover by G. Monroe (bad pass; steal by J. Valančiūnas),,32,46
170,2,3:48.0,,Personal foul by K. Middleton (drawn by J. Valančiūnas),32,46
171,2,3:48.0,,D. Carroll enters the game for C. Joseph,32,46
172,2,3:32.0,Offensive charge foul by K. Lowry (drawn by G. Monroe),,32,46
173,2,3:32.0,,Turnover by K. Lowry (offensive foul),32,46
174,2,3:18.0,G. Monroe makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),,34,46
175,2,2:53.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,34,48
176,2,2:39.0,M. Carter-Williams misses 2-pt jump shot from 14 ft,,34,48
177,2,2:38.0,,Defensive rebound by L. Scola,34,48
178,2,2:24.0,,Shooting foul by G. Monroe (drawn by J. Valančiūnas),34,48
179,2,2:24.0,Official timeout,,34,48
180,2,2:24.0,J. O'Bryant enters the game for C. Copeland,,34,48
181,2,2:24.0,,J. Valančiūnas misses free throw 1 of 2,34,48
182,2,2:24.0,,Offensive rebound by Team,34,48
183,2,2:24.0,,J. Valančiūnas makes free throw 2 of 2,34,49
184,2,2:07.0,Turnover by M. Carter-Williams (lost ball; steal by K. Lowry),,34,49
185,2,2:04.0,Violation by G. Antetokounmpo (def goaltending),,34,49
186,2,2:04.0,,K. Lowry makes 2-pt layup from 1 ft,34,51
187,2,1:47.0,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by G. Monroe),,37,51
188,2,1:20.0,,D. DeRozan misses 2-pt jump shot from 20 ft,37,51
189,2,1:19.0,Defensive rebound by J. O'Bryant,,37,51
190,2,1:05.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by G. Monroe),,39,51
191,2,0:49.0,,L. Scola misses 2-pt jump shot from 20 ft,39,51
192,2,0:49.0,Defensive rebound by G. Antetokounmpo,,39,51
193,2,0:39.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,39,51
194,2,0:37.0,,Defensive rebound by Team,39,51
195,2,0:29.0,,K. Lowry makes 2-pt jump shot from 19 ft,39,53
196,2,0:17.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by G. Monroe),,41,53
197,2,0:01.0,,D. DeRozan makes 2-pt jump shot from 10 ft,41,55
198,2,0:01.0,,Shooting foul by K. Middleton (drawn by D. DeRozan),41,55
199,2,0:01.0,,D. DeRozan misses free throw 1 of 1,41,55
200,2,0:01.0,Defensive rebound by G. Antetokounmpo,,41,55
201,3,11:44.0,Shooting foul by L. Scola (drawn by K. Middleton),,41,55
202,3,11:44.0,K. Middleton makes free throw 1 of 2,,42,55
203,3,11:44.0,K. Middleton makes free throw 2 of 2,,43,55
204,3,11:32.0,,D. DeRozan misses 2-pt layup from 1 ft,43,55
205,3,11:31.0,,Offensive rebound by L. Scola,43,55
206,3,11:31.0,,Shooting foul by J. O'Bryant (drawn by L. Scola),43,55
207,3,11:31.0,,L. Scola misses free throw 1 of 2,43,55
208,3,11:31.0,,Offensive rebound by Team,43,55
209,3,11:31.0,,L. Scola makes free throw 2 of 2,43,56
210,3,11:17.0,Shooting foul by J. Valančiūnas (drawn by G. Monroe),,43,56
211,3,11:17.0,G. Monroe makes free throw 1 of 2,,44,56
212,3,11:17.0,G. Monroe makes free throw 2 of 2,,45,56
213,3,10:58.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by L. Scola),45,58
214,3,10:37.0,J. O'Bryant misses 2-pt hook shot from 4 ft,,45,58
215,3,10:37.0,,Defensive rebound by J. Valančiūnas,45,58
216,3,10:23.0,,D. Carroll misses 3-pt jump shot from 25 ft,45,58
217,3,10:23.0,Defensive rebound by M. Carter-Williams,,45,58
218,3,10:09.0,J. O'Bryant misses 2-pt layup at rim (block by L. Scola),,45,58
219,3,10:08.0,,Defensive rebound by L. Scola,45,58
220,3,10:01.0,,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),45,60
221,3,9:50.0,Personal foul by J. Valančiūnas (drawn by G. Monroe),,45,60
222,3,9:45.0,K. Middleton misses 3-pt jump shot from 26 ft,,45,60
223,3,9:44.0,,Defensive rebound by J. Valančiūnas,45,60
224,3,9:37.0,,K. Lowry misses 3-pt jump shot from 26 ft,45,60
225,3,9:36.0,Defensive rebound by M. Carter-Williams,,45,60
226,3,9:32.0,Shooting block foul by K. Lowry (drawn by M. Carter-Williams),,45,60
227,3,9:32.0,M. Carter-Williams makes free throw 1 of 2,,46,60
228,3,9:32.0,M. Carter-Williams makes free throw 2 of 2,,47,60
229,3,9:13.0,,D. DeRozan makes 2-pt layup from 2 ft,47,62
230,3,9:05.0,Shooting foul by L. Scola (drawn by G. Monroe),,47,62
231,3,9:05.0,G. Monroe makes free throw 1 of 2,,48,62
232,3,9:05.0,G. Monroe makes free throw 2 of 2,,49,62
233,3,8:47.0,,Personal foul by M. Carter-Williams (drawn by D. DeRozan),49,62
234,3,8:41.0,,Shooting foul by K. Middleton (drawn by D. Carroll),49,62
235,3,8:41.0,,D. Carroll misses free throw 1 of 2,49,62
236,3,8:41.0,,Offensive rebound by Team,49,62
237,3,8:41.0,G. Vásquez enters the game for K. Middleton,,49,62
238,3,8:41.0,,D. Carroll makes free throw 2 of 2,49,63
239,3,8:20.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,49,63
240,3,8:19.0,,Defensive rebound by Team,49,63
241,3,8:06.0,,Personal foul by G. Vásquez (drawn by D. Carroll),49,63
242,3,7:57.0,,Turnover by D. Carroll (lost ball; steal by M. Carter-Williams),49,63
243,3,7:51.0,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Carter-Williams),,51,63
244,3,7:33.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. DeRozan),51,66
245,3,7:13.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,53,66
246,3,6:58.0,,Shooting foul by G. Vásquez (drawn by J. Valančiūnas),53,66
247,3,6:58.0,,J. Valančiūnas makes free throw 1 of 2,53,67
248,3,6:58.0,,J. Valančiūnas makes free throw 2 of 2,53,68
249,3,6:48.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by M. Carter-Williams),,55,68
250,3,6:27.0,,L. Scola misses 2-pt layup from 2 ft,55,68
251,3,6:26.0,,Offensive rebound by J. Valančiūnas,55,68
252,3,6:24.0,,J. Valančiūnas makes 2-pt jump shot from 2 ft,55,70
253,3,6:14.0,Personal foul by K. Lowry (drawn by G. Vásquez),,55,70
254,3,6:14.0,G. Vásquez makes free throw 1 of 2,,56,70
255,3,6:14.0,G. Vásquez makes free throw 2 of 2,,57,70
256,3,5:58.0,,D. Carroll misses 3-pt jump shot from 26 ft,57,70
257,3,5:57.0,,Offensive rebound by D. Carroll,57,70
258,3,5:52.0,,Turnover by J. Valančiūnas (offensive foul),57,70
259,3,5:52.0,,Offensive foul by J. Valančiūnas (drawn by G. Monroe),57,70
260,3,5:52.0,,Toronto full timeout,57,70
261,3,5:52.0,,B. Biyombo enters the game for L. Scola,57,70
262,3,5:52.0,,T. Ross enters the game for J. Valančiūnas,57,70
263,3,5:52.0,,P. Patterson enters the game for D. DeRozan,57,70
264,3,5:52.0,C. Copeland enters the game for J. O'Bryant,,57,70
265,3,5:39.0,G. Antetokounmpo makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),,60,70
266,3,5:14.0,,K. Lowry makes 3-pt jump shot from 25 ft,60,73
267,3,4:53.0,G. Monroe misses 2-pt hook shot from 4 ft,,60,73
268,3,4:53.0,,Defensive rebound by T. Ross,60,73
269,3,4:47.0,,Shooting foul by G. Monroe (drawn by B. Biyombo),60,73
270,3,4:47.0,,B. Biyombo misses free throw 1 of 2,60,73
271,3,4:47.0,,Offensive rebound by Team,60,73
272,3,4:47.0,M. Plumlee enters the game for G. Monroe,,60,73
273,3,4:47.0,,B. Biyombo makes free throw 2 of 2,60,74
274,3,4:34.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,63,74
275,3,4:07.0,,D. Carroll makes 2-pt jump shot from 5 ft (assist by T. Ross),63,76
276,3,3:53.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by G. Vásquez),,65,76
277,3,3:46.0,,Personal foul by M. Carter-Williams (drawn by K. Lowry),65,76
278,3,3:46.0,,K. Lowry makes free throw 1 of 2,65,77
279,3,3:46.0,J. Bayless enters the game for M. Carter-Williams,,65,77
280,3,3:46.0,,K. Lowry makes free throw 2 of 2,65,78
281,3,3:31.0,C. Copeland misses 2-pt jump shot from 7 ft,,65,78
282,3,3:30.0,,Defensive rebound by B. Biyombo,65,78
283,3,3:14.0,,P. Patterson misses 3-pt jump shot from 25 ft,65,78
284,3,3:13.0,,Offensive rebound by D. Carroll,65,78
285,3,3:05.0,,K. Lowry misses 3-pt jump shot from 23 ft,65,78
286,3,3:04.0,Defensive rebound by G. Antetokounmpo,,65,78
287,3,2:52.0,,Violation by T. Ross (kicked ball),65,78
288,3,2:52.0,Milwaukee full timeout,,65,78
289,3,2:52.0,,L. Scola enters the game for K. Lowry,65,78
290,3,2:52.0,,C. Joseph enters the game for L. Scola,65,78
291,3,2:41.0,G. Antetokounmpo makes 2-pt hook shot from 2 ft (assist by G. Vásquez),,67,78
292,3,2:28.0,,D. Carroll misses 3-pt jump shot from 24 ft,67,78
293,3,2:27.0,,Offensive rebound by B. Biyombo,67,78
294,3,2:23.0,,B. Biyombo misses 2-pt layup at rim,67,78
295,3,2:22.0,Defensive rebound by G. Antetokounmpo,,67,78
296,3,2:19.0,Personal foul by B. Biyombo (drawn by C. Copeland),,67,78
297,3,2:19.0,C. Copeland makes free throw 1 of 2,,68,78
298,3,2:19.0,C. Copeland makes free throw 2 of 2,,69,78
299,3,2:06.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by T. Ross),69,81
300,3,1:44.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,69,81
301,3,1:43.0,Offensive rebound by M. Plumlee,,69,81
302,3,1:40.0,M. Plumlee misses 2-pt layup at rim,,69,81
303,3,1:38.0,Offensive rebound by M. Plumlee,,69,81
304,3,1:36.0,M. Plumlee misses 2-pt layup at rim,,69,81
305,3,1:36.0,,Defensive rebound by T. Ross,69,81
306,3,1:33.0,,Turnover by D. Carroll (lost ball),69,81
307,3,1:22.0,M. Plumlee makes 2-pt dunk at rim (assist by G. Antetokounmpo),,71,81
308,3,1:14.0,,Turnover by Team (back court),71,81
309,3,1:04.0,C. Copeland misses 3-pt jump shot from 22 ft,,71,81
310,3,1:03.0,,Defensive rebound by C. Joseph,71,81
311,3,0:55.0,,B. Biyombo misses 2-pt dunk at rim,71,81
312,3,0:54.0,Defensive rebound by G. Antetokounmpo,,71,81
313,3,0:48.0,G. Vásquez misses 3-pt jump shot from 25 ft,,71,81
314,3,0:48.0,,Defensive rebound by B. Biyombo,71,81
315,3,0:31.0,,C. Joseph misses 2-pt layup from 2 ft (block by M. Plumlee),71,81
316,3,0:30.0,,Offensive rebound by B. Biyombo,71,81
317,3,0:27.0,,B. Biyombo misses 2-pt layup from 1 ft,71,81
318,3,0:26.0,Defensive rebound by G. Vásquez,,71,81
319,3,0:23.0,Turnover by C. Copeland (traveling),,71,81
320,3,0:01.0,,B. Biyombo misses 2-pt hook shot from 4 ft,71,81
321,3,0:00.0,,Offensive rebound by Team,71,81
322,4,11:38.0,,P. Patterson makes 2-pt jump shot from 5 ft (assist by D. DeRozan),71,83
323,4,11:13.0,Shooting foul by T. Ross (drawn by G. Vásquez),,71,83
324,4,11:13.0,G. Vásquez makes free throw 1 of 2,,72,83
325,4,11:13.0,G. Vásquez makes free throw 2 of 2,,73,83
326,4,11:01.0,,Turnover by T. Ross (bad pass),73,83
327,4,10:49.0,C. Copeland misses 3-pt jump shot from 24 ft,,73,83
328,4,10:48.0,Offensive rebound by G. Monroe,,73,83
329,4,10:29.0,G. Vásquez makes 2-pt layup from 3 ft (assist by M. Carter-Williams),,75,83
330,4,10:10.0,,D. DeRozan misses 2-pt jump shot from 14 ft,75,83
331,4,10:10.0,Defensive rebound by G. Monroe,,75,83
332,4,10:01.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by G. Vásquez),,77,83
333,4,9:52.0,,Toronto full timeout,77,83
334,4,9:52.0,,J. Valančiūnas enters the game for B. Biyombo,77,83
335,4,9:39.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by P. Patterson),77,86
336,4,9:25.0,Turnover by G. Vásquez (bad pass),,77,86
337,4,9:02.0,,C. Joseph misses 2-pt jump shot from 17 ft,77,86
338,4,9:02.0,Defensive rebound by M. Carter-Williams,,77,86
339,4,8:53.0,G. Vásquez misses 3-pt jump shot from 24 ft,,77,86
340,4,8:52.0,,Defensive rebound by C. Joseph,77,86
341,4,8:33.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),77,89
342,4,8:17.0,Turnover by M. Carter-Williams (bad pass; steal by J. Valančiūnas),,77,89
343,4,8:11.0,,C. Joseph misses 2-pt layup from 2 ft (block by J. Bayless),77,89
344,4,8:11.0,,Offensive rebound by Team,77,89
345,4,8:08.0,,T. Ross makes 2-pt layup from 1 ft (assist by C. Joseph),77,91
346,4,7:48.0,Turnover by M. Carter-Williams (bad pass; steal by T. Ross),,77,91
347,4,7:45.0,,Turnover by J. Valančiūnas (bad pass; steal by M. Carter-Williams),77,91
348,4,7:44.0,Personal foul by T. Ross (drawn by M. Carter-Williams),,77,91
349,4,7:33.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,77,91
350,4,7:33.0,,Defensive rebound by P. Patterson,77,91
351,4,7:18.0,,T. Ross misses 3-pt jump shot from 25 ft,77,91
352,4,7:17.0,Defensive rebound by G. Monroe,,77,91
353,4,7:03.0,G. Vásquez misses 3-pt jump shot from 23 ft,,77,91
354,4,7:02.0,,Defensive rebound by J. Valančiūnas,77,91
355,4,6:50.0,,T. Ross makes 3-pt jump shot from 23 ft (assist by C. Joseph),77,94
356,4,6:49.0,Milwaukee full timeout,,77,94
357,4,6:49.0,G. Antetokounmpo enters the game for M. Carter-Williams,,77,94
358,4,6:49.0,K. Middleton enters the game for C. Copeland,,77,94
359,4,6:32.0,J. Bayless misses 2-pt jump shot from 17 ft,,77,94
360,4,6:31.0,Offensive rebound by J. Bayless,,77,94
361,4,6:28.0,Turnover by J. Bayless (lost ball; steal by C. Joseph),,77,94
362,4,6:14.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),77,97
363,4,5:59.0,Def 3 sec tech foul by P. Patterson,,77,97
364,4,5:59.0,G. Vásquez makes technical free throw,,78,97
365,4,5:53.0,G. Vásquez misses 3-pt jump shot from 25 ft,,78,97
366,4,5:53.0,,Defensive rebound by D. DeRozan,78,97
367,4,5:38.0,,T. Ross misses 2-pt jump shot from 19 ft,78,97
368,4,5:38.0,Defensive rebound by G. Vásquez,,78,97
369,4,5:31.0,K. Middleton misses 2-pt layup at rim,,78,97
370,4,5:31.0,,Defensive rebound by P. Patterson,78,97
