,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ORLANDO_ACTION,CLEVELAND_SCORE,ORLANDO_SCORE
163,2,4:40.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by A. Gordon),34,28
164,2,4:20.0,L. James makes 2-pt layup at rim (assist by K. Love),,36,28
165,2,3:58.0,,Turnover by A. Nicholson (bad pass; steal by L. James),36,28
166,2,3:55.0,Shooting foul by E. Fournier (drawn by J. Cunningham),,36,28
167,2,3:55.0,J. Cunningham misses free throw 1 of 2,,36,28
168,2,3:55.0,Offensive rebound by Team,,36,28
169,2,3:55.0,J. Cunningham makes free throw 2 of 2,,37,28
170,2,3:38.0,,E. Payton makes 2-pt jump shot from 6 ft (assist by N. Vučević),37,30
171,2,3:20.0,K. Love misses 2-pt jump shot from 17 ft,,37,30
172,2,3:19.0,,Defensive rebound by E. Fournier,37,30
173,2,3:08.0,,E. Payton misses 3-pt jump shot from 22 ft,37,30
174,2,3:07.0,Defensive rebound by T. Mozgov,,37,30
175,2,3:03.0,L. James makes 2-pt layup at rim (assist by T. Mozgov),,39,30
176,2,2:48.0,,Turnover by E. Fournier (lost ball; steal by L. James),39,30
177,2,2:45.0,L. James makes 2-pt layup from 1 ft (assist by J. Cunningham),,41,30
178,2,2:45.0,Shooting foul by E. Payton (drawn by L. James),,41,30
179,2,2:45.0,,Orlando full timeout,41,30
180,2,2:45.0,,V. Oladipo enters the game for E. Payton,41,30
181,2,2:45.0,,M. Hezonja enters the game for A. Nicholson,41,30
182,2,2:45.0,T. Thompson enters the game for T. Mozgov,,41,30
183,2,2:45.0,I. Shumpert enters the game for J. Cunningham,,41,30
184,2,2:45.0,L. James makes free throw 1 of 1,,42,30
185,2,2:31.0,,N. Vučević misses 2-pt jump shot from 19 ft,42,30
186,2,2:30.0,Defensive rebound by I. Shumpert,,42,30
187,2,2:20.0,M. Dellavedova makes 2-pt jump shot from 19 ft (assist by L. James),,44,30
188,2,2:00.0,,V. Oladipo misses 2-pt jump shot from 15 ft,44,30
189,2,1:59.0,Defensive rebound by M. Dellavedova,,44,30
190,2,1:42.0,Turnover by M. Dellavedova (bad pass; steal by N. Vučević),,44,30
191,2,1:38.0,Offensive charge foul by A. Gordon (drawn by L. James),,44,30
192,2,1:38.0,,Turnover by A. Gordon (offensive foul),44,30
193,2,1:29.0,L. James makes 2-pt layup from 2 ft (assist by K. Love),,46,30
194,2,1:29.0,Shooting foul by M. Hezonja (drawn by L. James),,46,30
195,2,1:29.0,L. James makes free throw 1 of 1,,47,30
196,2,1:23.0,,Personal foul by I. Shumpert (drawn by E. Fournier),47,30
197,2,1:23.0,,E. Fournier misses free throw 1 of 2,47,30
198,2,1:23.0,,Offensive rebound by Team,47,30
199,2,1:23.0,,E. Fournier makes free throw 2 of 2,47,31
200,2,1:18.0,L. James makes 2-pt layup from 1 ft (assist by K. Love),,49,31
201,2,1:06.0,,V. Oladipo misses 2-pt jump shot from 14 ft,49,31
202,2,1:04.0,Defensive rebound by K. Love,,49,31
203,2,0:49.0,L. James makes 2-pt layup at rim,,51,31
204,2,0:30.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),51,34
205,2,0:14.0,M. Dellavedova makes 2-pt jump shot from 11 ft,,53,34
206,2,0:00.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by V. Oladipo),53,37
207,3,11:42.0,,N. Vučević misses 2-pt jump shot from 10 ft,53,37
208,3,11:41.0,Defensive rebound by K. Love,,53,37
209,3,11:24.0,Shooting foul by N. Vučević (drawn by K. Love),,53,37
210,3,11:24.0,K. Love makes free throw 1 of 2,,54,37
211,3,11:24.0,K. Love misses free throw 2 of 2,,54,37
212,3,11:22.0,,Defensive rebound by N. Vučević,54,37
213,3,11:09.0,,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),54,39
214,3,10:51.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,54,39
215,3,10:50.0,,Defensive rebound by E. Payton,54,39
216,3,10:43.0,,E. Payton makes 2-pt jump shot from 19 ft,54,41
217,3,10:22.0,Turnover by L. James (bad pass; steal by E. Fournier),,54,41
218,3,10:11.0,,T. Harris misses 3-pt jump shot from 23 ft,54,41
219,3,10:10.0,Defensive rebound by J. Cunningham,,54,41
220,3,10:01.0,Shooting foul by C. Frye (drawn by J. Cunningham),,54,41
221,3,10:01.0,J. Cunningham misses free throw 1 of 2,,54,41
222,3,10:01.0,Offensive rebound by Team,,54,41
223,3,10:01.0,J. Cunningham makes free throw 2 of 2,,55,41
224,3,9:49.0,,C. Frye misses 3-pt jump shot from 24 ft,55,41
225,3,9:48.0,Defensive rebound by L. James,,55,41
226,3,9:39.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,58,41
227,3,9:18.0,,Turnover by N. Vučević (bad pass; steal by K. Love),58,41
228,3,8:54.0,L. James misses 2-pt jump shot from 17 ft,,58,41
229,3,8:53.0,,Defensive rebound by T. Harris,58,41
230,3,8:50.0,,Personal foul by M. Dellavedova (drawn by E. Payton),58,41
231,3,8:50.0,I. Shumpert enters the game for J. Cunningham,,58,41
232,3,8:40.0,,C. Frye misses 3-pt jump shot from 23 ft,58,41
233,3,8:39.0,Defensive rebound by Team,,58,41
234,3,8:23.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,60,41
235,3,8:13.0,,E. Payton misses 2-pt jump shot from 19 ft,60,41
236,3,8:11.0,Defensive rebound by K. Love,,60,41
237,3,8:06.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,63,41
238,3,8:05.0,,Orlando full timeout,63,41
239,3,8:05.0,,V. Oladipo enters the game for T. Harris,63,41
240,3,8:05.0,,A. Gordon enters the game for C. Frye,63,41
241,3,8:05.0,,D. Dedmon enters the game for N. Vučević,63,41
242,3,8:05.0,,M. Hezonja enters the game for E. Fournier,63,41
243,3,8:05.0,,A. Nicholson enters the game for E. Payton,63,41
244,3,7:53.0,,Turnover by V. Oladipo (bad pass),63,41
245,3,7:32.0,T. Mozgov makes 2-pt layup from 1 ft (assist by K. Love),,65,41
246,3,7:32.0,Shooting foul by D. Dedmon (drawn by T. Mozgov),,65,41
247,3,7:32.0,T. Mozgov makes free throw 1 of 1,,66,41
248,3,7:13.0,,Personal foul by M. Dellavedova (drawn by V. Oladipo),66,41
249,3,7:02.0,,V. Oladipo misses 3-pt jump shot from 25 ft,66,41
250,3,7:01.0,Defensive rebound by K. Love,,66,41
251,3,6:52.0,T. Mozgov misses 2-pt jump shot from 8 ft,,66,41
252,3,6:52.0,Offensive rebound by Team,,66,41
253,3,6:52.0,,Loose ball foul by D. Dedmon (drawn by K. Love),66,41
254,3,6:35.0,I. Shumpert misses 2-pt jump shot from 5 ft,,66,41
255,3,6:33.0,Offensive rebound by T. Mozgov,,66,41
256,3,6:33.0,T. Mozgov makes 2-pt dunk at rim,,68,41
257,3,6:09.0,,Turnover by Team (shot clock),68,41
258,3,5:54.0,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by L. James),,71,41
259,3,5:35.0,,Turnover by A. Gordon (bad pass),71,41
260,3,5:19.0,T. Mozgov makes 2-pt layup at rim (assist by L. James),,73,41
261,3,5:03.0,,Offensive foul by M. Hezonja (drawn by K. Love),73,41
262,3,5:03.0,,Turnover by M. Hezonja (offensive foul),73,41
263,3,5:03.0,M. Williams enters the game for M. Dellavedova,,73,41
264,3,4:51.0,Turnover by L. James (bad pass),,73,41
265,3,4:51.0,Violation by Team (delay of game),,73,41
266,3,4:39.0,,D. Dedmon makes 2-pt jump shot from 4 ft (assist by M. Hezonja),73,43
267,3,4:27.0,Shooting foul by A. Gordon (drawn by L. James),,73,43
268,3,4:27.0,L. James makes free throw 1 of 2,,74,43
269,3,4:27.0,L. James misses free throw 2 of 2,,74,43
270,3,4:25.0,,Defensive rebound by A. Nicholson,74,43
271,3,4:01.0,,A. Nicholson misses 3-pt jump shot from 26 ft,74,43
272,3,4:00.0,,Offensive rebound by Team,74,43
273,3,3:55.0,,Turnover by V. Oladipo (bad pass; steal by L. James),74,43
274,3,3:44.0,Cleveland full timeout,,74,43
275,3,3:31.0,L. James misses 3-pt jump shot from 26 ft,,74,43
276,3,3:29.0,Offensive rebound by K. Love,,74,43
277,3,3:10.0,L. James misses 2-pt jump shot from 10 ft (block by A. Nicholson),,74,43
278,3,3:10.0,,Defensive rebound by A. Nicholson,74,43
279,3,3:04.0,,Shooting foul by T. Mozgov (drawn by D. Dedmon),74,43
280,3,3:04.0,,D. Dedmon makes free throw 1 of 2,74,44
281,3,3:04.0,T. Thompson enters the game for T. Mozgov,,74,44
282,3,3:04.0,,D. Dedmon misses free throw 2 of 2,74,44
283,3,3:03.0,Defensive rebound by K. Love,,74,44
284,3,2:40.0,L. James makes 2-pt jump shot from 17 ft,,76,44
285,3,2:27.0,,M. Hezonja misses 2-pt jump shot from 19 ft,76,44
286,3,2:25.0,Defensive rebound by K. Love,,76,44
287,3,2:24.0,Personal foul by D. Dedmon (drawn by K. Love),,76,44
288,3,2:24.0,K. Love makes free throw 1 of 2,,77,44
289,3,2:24.0,,S. Napier enters the game for V. Oladipo,77,44
290,3,2:24.0,K. Love makes free throw 2 of 2,,78,44
291,3,2:10.0,,A. Gordon misses 2-pt jump shot from 18 ft,78,44
292,3,2:09.0,Defensive rebound by K. Love,,78,44
293,3,2:07.0,Shooting foul by A. Nicholson (drawn by L. James),,78,44
294,3,2:07.0,L. James misses free throw 1 of 2,,78,44
295,3,2:07.0,Offensive rebound by Team,,78,44
296,3,2:07.0,L. James misses free throw 2 of 2,,78,44
297,3,2:06.0,,Defensive rebound by D. Dedmon,78,44
298,3,1:50.0,,A. Nicholson makes 2-pt jump shot from 5 ft,78,46
299,3,1:29.0,L. James misses 2-pt layup from 1 ft (block by D. Dedmon),,78,46
300,3,1:27.0,Offensive rebound by K. Love,,78,46
301,3,1:23.0,Turnover by Team (shot clock),,78,46
302,3,1:12.0,,S. Napier misses 2-pt jump shot from 17 ft,78,46
303,3,1:10.0,,Offensive rebound by A. Gordon,78,46
304,3,1:07.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by A. Gordon),78,49
305,3,0:46.0,Turnover by M. Williams (bad pass),,78,49
306,3,0:46.0,,J. Smith enters the game for A. Nicholson,78,49
307,3,0:38.0,,J. Smith misses 2-pt jump shot from 20 ft,78,49
308,3,0:37.0,Defensive rebound by Team,,78,49
309,3,0:30.0,L. James makes 2-pt layup from 1 ft,,80,49
310,3,0:10.0,,Turnover by M. Hezonja (bad pass; steal by K. Love),80,49
311,3,0:06.0,,Violation by D. Dedmon (def goaltending),80,49
312,3,0:06.0,M. Williams makes 2-pt layup at rim (assist by L. James),,82,49
313,3,0:06.0,Shooting foul by M. Hezonja (drawn by M. Williams),,82,49
314,3,0:06.0,R. Jefferson enters the game for K. Love,,82,49
315,3,0:06.0,J. Jones enters the game for L. James,,82,49
316,3,0:06.0,M. Williams makes free throw 1 of 1,,83,49
317,3,0:00.0,,A. Gordon makes 3-pt jump shot from 22 ft (assist by S. Napier),83,52
318,4,11:39.0,I. Shumpert makes 2-pt layup at rim,,85,52
319,4,11:21.0,,S. Napier misses 3-pt jump shot from 26 ft,85,52
320,4,11:20.0,Defensive rebound by T. Thompson,,85,52
321,4,11:06.0,Turnover by R. Jefferson (bad pass),,85,52
322,4,10:58.0,,Shooting foul by J. Jones (drawn by D. Dedmon),85,52
323,4,10:58.0,,D. Dedmon makes free throw 1 of 2,85,53
324,4,10:58.0,,D. Dedmon makes free throw 2 of 2,85,54
325,4,10:47.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by M. Williams),,88,54
326,4,10:28.0,,A. Gordon misses 2-pt layup at rim,88,54
327,4,10:26.0,Defensive rebound by T. Thompson,,88,54
328,4,10:25.0,Personal block foul by M. Hezonja (drawn by I. Shumpert),,88,54
329,4,10:25.0,A. Varejão enters the game for T. Thompson,,88,54
330,4,10:07.0,J. Jones misses 3-pt jump shot from 25 ft,,88,54
331,4,10:06.0,,Defensive rebound by A. Gordon,88,54
332,4,10:00.0,,S. Napier makes 2-pt layup from 1 ft,88,56
333,4,10:00.0,,Shooting foul by A. Varejão (drawn by S. Napier),88,56
334,4,10:00.0,,S. Napier misses free throw 1 of 1,88,56
335,4,9:59.0,Defensive rebound by R. Jefferson,,88,56
336,4,9:44.0,M. Williams misses 2-pt jump shot from 22 ft,,88,56
337,4,9:43.0,,Defensive rebound by D. Dedmon,88,56
338,4,9:38.0,,Turnover by S. Napier (bad pass; steal by R. Jefferson),88,56
339,4,9:29.0,J. Jones misses 3-pt jump shot from 26 ft,,88,56
340,4,9:26.0,Offensive rebound by A. Varejão,,88,56
341,4,9:26.0,A. Varejão misses 2-pt layup from 1 ft,,88,56
342,4,9:24.0,Offensive rebound by A. Varejão,,88,56
343,4,9:24.0,A. Varejão makes 2-pt layup from 1 ft,,90,56
344,4,9:06.0,,M. Hezonja misses 3-pt jump shot from 25 ft,90,56
345,4,9:04.0,Defensive rebound by M. Williams,,90,56
346,4,8:51.0,Turnover by A. Varejão (traveling),,90,56
347,4,8:51.0,Official timeout,,90,56
348,4,8:44.0,,Personal foul by I. Shumpert (drawn by M. Hezonja),90,56
349,4,8:39.0,,Personal foul by J. Jones (drawn by J. Smith),90,56
350,4,8:34.0,,Turnover by M. Hezonja (bad pass; steal by J. Jones),90,56
351,4,8:26.0,I. Shumpert makes 2-pt layup from 1 ft,,92,56
352,4,8:26.0,Shooting foul by M. Hezonja (drawn by I. Shumpert),,92,56
353,4,8:26.0,I. Shumpert makes free throw 1 of 1,,93,56
354,4,8:26.0,Technical foul by A. Varejão,,93,56
355,4,8:26.0,,S. Napier makes technical free throw,93,57
356,4,8:26.0,J. Cunningham enters the game for I. Shumpert,,93,57
357,4,8:12.0,,D. Dedmon misses 2-pt dunk at rim,93,57
358,4,8:09.0,,Offensive rebound by J. Smith,93,57
359,4,8:06.0,,J. Smith makes 2-pt jump shot from 5 ft,93,59
360,4,7:53.0,Turnover by J. Cunningham (lost ball; steal by J. Smith),,93,59
361,4,7:38.0,,M. Hezonja makes 2-pt jump shot from 18 ft,93,61
362,4,7:22.0,Shooting block foul by D. Dedmon (drawn by A. Varejão),,93,61
363,4,7:22.0,A. Varejão makes free throw 1 of 2,,94,61
364,4,7:22.0,A. Varejão makes free throw 2 of 2,,95,61
365,4,7:11.0,,Personal foul by J. Cunningham (drawn by M. Hezonja),95,61
366,4,7:11.0,,M. Hezonja makes free throw 1 of 2,95,62
367,4,7:11.0,,M. Hezonja makes free throw 2 of 2,95,63
368,4,6:58.0,Turnover by R. Jefferson (dbl dribble),,95,63
369,4,6:40.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by S. Napier),95,65
370,4,6:19.0,A. Varejão misses 2-pt hook shot from 7 ft,,95,65
371,4,6:18.0,,Defensive rebound by D. Dedmon,95,65
372,4,6:12.0,,S. Napier misses 3-pt jump shot from 26 ft,95,65
373,4,6:10.0,Defensive rebound by R. Jefferson,,95,65
374,4,6:05.0,Cleveland full timeout,,95,65
375,4,6:05.0,S. Kaun enters the game for R. Jefferson,,95,65
376,4,5:53.0,J. Jones makes 3-pt jump shot from 25 ft (assist by A. Varejão),,98,65
377,4,5:38.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by S. Napier),98,68
378,4,5:12.0,J. Jones makes 2-pt jump shot from 18 ft (assist by J. Cunningham),,100,68
379,4,4:56.0,,J. Smith misses 2-pt layup from 2 ft,100,68
380,4,4:55.0,,Offensive rebound by D. Dedmon,100,68
381,4,4:55.0,,Shooting foul by J. Jones (drawn by D. Dedmon),100,68
382,4,4:55.0,,D. Dedmon makes free throw 1 of 2,100,69
383,4,4:55.0,,D. Dedmon misses free throw 2 of 2,100,69
384,4,4:53.0,Defensive rebound by A. Varejão,,100,69
385,4,4:34.0,J. Jones makes 3-pt jump shot from 22 ft (assist by M. Williams),,103,69
386,4,4:09.0,,S. Napier misses 2-pt layup from 2 ft,103,69
387,4,4:08.0,Defensive rebound by J. Jones,,103,69
388,4,3:49.0,Turnover by J. Jones (bad pass; steal by M. Hezonja),,103,69
389,4,3:43.0,,A. Gordon misses 2-pt jump shot from 12 ft,103,69
390,4,3:41.0,Defensive rebound by J. Cunningham,,103,69
