,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
394,4,10:00.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by D. Schröder),75,82
395,4,9:43.0,D. Booker makes 2-pt jump shot from 8 ft,,77,82
396,4,9:26.0,,A. Horford misses 2-pt layup from 2 ft,77,82
397,4,9:25.0,Defensive rebound by M. Teletović,,77,82
398,4,9:17.0,D. Booker makes 2-pt jump shot from 17 ft,,79,82
399,4,9:02.0,,D. Schröder misses 3-pt jump shot from 24 ft,79,82
400,4,9:00.0,Defensive rebound by A. Len,,79,82
401,4,8:52.0,D. Booker misses 3-pt jump shot from 24 ft,,79,82
402,4,8:50.0,Offensive rebound by M. Teletović,,79,82
403,4,8:42.0,Shooting foul by T. Hardaway (drawn by D. Booker),,79,82
404,4,8:42.0,D. Booker misses free throw 1 of 2,,79,82
405,4,8:42.0,Offensive rebound by Team,,79,82
406,4,8:42.0,,P. Millsap enters the game for A. Horford,79,82
407,4,8:42.0,D. Booker misses free throw 2 of 2,,79,82
408,4,8:40.0,Offensive rebound by A. Len,,79,82
409,4,8:34.0,M. Teletović misses 2-pt layup at rim (block by P. Millsap),,79,82
410,4,8:33.0,,Defensive rebound by M. Scott,79,82
411,4,8:33.0,,Personal foul by D. Booker,79,82
412,4,8:30.0,,Personal foul by R. Price,79,82
413,4,8:19.0,,T. Hardaway misses 3-pt jump shot from 24 ft,79,82
414,4,8:19.0,,Offensive rebound by P. Millsap,79,82
415,4,8:19.0,,K. Korver enters the game for T. Sefolosha,79,82
416,4,8:19.0,,Technical foul by M. Scott,79,82
417,4,8:19.0,Technical foul by D. Booker,,79,82
418,4,8:10.0,,K. Korver misses 3-pt jump shot from 24 ft,79,82
419,4,8:08.0,,Offensive rebound by P. Millsap,79,82
420,4,7:59.0,,T. Hardaway makes 2-pt jump shot from 9 ft,79,84
421,4,7:59.0,,Shooting foul by T. Chandler (drawn by T. Hardaway),79,84
422,4,7:59.0,Violation by Team (delay of game),,79,84
423,4,7:59.0,,T. Sefolosha enters the game for K. Korver,79,84
424,4,7:59.0,,T. Hardaway makes free throw 1 of 1,79,85
425,4,7:34.0,M. Teletović misses 2-pt jump shot from 13 ft,,79,85
426,4,7:33.0,,Defensive rebound by P. Millsap,79,85
427,4,7:28.0,,T. Hardaway misses 3-pt jump shot from 23 ft,79,85
428,4,7:26.0,Defensive rebound by D. Booker,,79,85
429,4,7:15.0,M. Teletović misses 2-pt jump shot from 8 ft,,79,85
430,4,7:14.0,,Defensive rebound by Team,79,85
431,4,7:14.0,,J. Teague enters the game for T. Hardaway,79,85
432,4,7:14.0,,A. Horford enters the game for D. Schröder,79,85
433,4,7:14.0,,K. Bazemore enters the game for M. Scott,79,85
434,4,7:14.0,P. Tucker enters the game for M. Teletović,,79,85
435,4,7:07.0,,Turnover by A. Horford (bad pass; steal by D. Booker),79,85
436,4,7:02.0,D. Booker misses 2-pt jump shot from 17 ft,,79,85
437,4,7:01.0,Offensive rebound by T. Chandler,,79,85
438,4,6:57.0,Personal foul by K. Bazemore,,79,85
439,4,6:48.0,R. Price misses 3-pt jump shot from 24 ft,,79,85
440,4,6:46.0,,Defensive rebound by P. Millsap,79,85
441,4,6:37.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),79,87
442,4,6:15.0,Personal foul by J. Teague,,79,87
443,4,6:15.0,,K. Korver enters the game for T. Sefolosha,79,87
444,4,6:10.0,D. Booker misses 3-pt jump shot from 25 ft,,79,87
445,4,6:10.0,,Defensive rebound by Team,79,87
446,4,6:10.0,Loose ball foul by A. Len,,79,87
447,4,6:10.0,,P. Millsap makes free throw 1 of 2,79,88
448,4,6:10.0,,P. Millsap makes free throw 2 of 2,79,89
449,4,6:00.0,Turnover by R. Price (bad pass; steal by J. Teague),,79,89
450,4,5:48.0,,Turnover by A. Horford (bad pass; steal by D. Booker),79,89
451,4,5:42.0,R. Price misses 2-pt jump shot from 22 ft,,79,89
452,4,5:38.0,Offensive rebound by R. Price,,79,89
453,4,5:34.0,Turnover by D. Booker (lost ball; steal by A. Horford),,79,89
454,4,5:28.0,,J. Teague makes 2-pt layup from 1 ft (assist by K. Bazemore),79,91
455,4,5:17.0,P. Tucker misses 3-pt jump shot from 25 ft,,79,91
456,4,5:16.0,,Defensive rebound by K. Bazemore,79,91
457,4,4:59.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Bazemore),79,93
458,4,4:59.0,Phoenix full timeout,,79,93
459,4,4:59.0,Official timeout,,79,93
460,4,4:59.0,M. Teletović enters the game for P. Tucker,,79,93
461,4,4:49.0,Turnover by R. Price (bad pass; steal by K. Bazemore),,79,93
462,4,4:44.0,,K. Bazemore misses 3-pt jump shot from 23 ft,79,93
463,4,4:42.0,,Offensive rebound by K. Bazemore,79,93
464,4,4:29.0,,J. Teague makes 3-pt jump shot from 24 ft,79,96
465,4,4:13.0,D. Booker makes 3-pt jump shot from 24 ft,,82,96
466,4,3:56.0,,J. Teague misses 3-pt jump shot from 24 ft,82,96
467,4,3:54.0,Defensive rebound by T. Chandler,,82,96
468,4,3:36.0,A. Len misses 2-pt jump shot from 18 ft,,82,96
469,4,3:35.0,,Defensive rebound by P. Millsap,82,96
470,4,3:17.0,,J. Teague misses 2-pt jump shot from 10 ft,82,96
471,4,3:15.0,Defensive rebound by T. Chandler,,82,96
472,4,3:09.0,D. Booker misses 2-pt layup at rim,,82,96
473,4,3:06.0,,Defensive rebound by P. Millsap,82,96
474,4,3:02.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),82,98
475,4,3:02.0,Phoenix full timeout,,82,98
476,4,3:02.0,,M. Scott enters the game for A. Horford,82,98
477,4,3:02.0,P. Tucker enters the game for R. Price,,82,98
478,4,2:50.0,D. Booker makes 2-pt layup from 1 ft,,84,98
479,4,2:35.0,,J. Teague makes 2-pt layup from 1 ft,84,100
480,4,2:15.0,M. Teletović misses 3-pt jump shot from 25 ft,,84,100
481,4,2:13.0,,Defensive rebound by P. Millsap,84,100
482,4,1:59.0,,K. Bazemore misses 2-pt jump shot from 21 ft,84,100
483,4,1:57.0,Defensive rebound by M. Teletović,,84,100
484,4,1:50.0,P. Tucker misses 2-pt jump shot from 3 ft,,84,100
485,4,1:48.0,,Defensive rebound by K. Bazemore,84,100
486,4,1:48.0,,Personal foul by A. Len,84,100
487,4,1:48.0,,K. Bazemore misses free throw 1 of 2,84,100
488,4,1:48.0,,Offensive rebound by Team,84,100
489,4,1:48.0,,D. Schröder enters the game for J. Teague,84,100
490,4,1:48.0,,K. Humphries enters the game for P. Millsap,84,100
491,4,1:48.0,A. Goodwin enters the game for P. Tucker,,84,100
492,4,1:48.0,J. Jenkins enters the game for A. Len,,84,100
493,4,1:48.0,C. Budinger enters the game for T. Chandler,,84,100
494,4,1:48.0,A. Williams enters the game for D. Booker,,84,100
495,4,1:48.0,,K. Bazemore makes free throw 2 of 2,84,101
496,4,1:37.0,J. Jenkins misses 3-pt jump shot from 24 ft,,84,101
497,4,1:36.0,,Defensive rebound by D. Schröder,84,101
498,4,1:21.0,,K. Korver makes 2-pt jump shot from 16 ft (assist by K. Humphries),84,103
499,4,1:00.0,C. Budinger makes 2-pt layup from 1 ft (assist by M. Teletović),,86,103
500,4,0:51.0,,D. Schröder misses 2-pt layup from 1 ft,86,103
501,4,0:49.0,Defensive rebound by A. Williams,,86,103
502,4,0:46.0,A. Goodwin makes 2-pt layup at rim,,88,103
503,4,0:23.0,,K. Humphries misses 2-pt hook shot from 6 ft,88,103
504,4,0:21.0,Defensive rebound by C. Budinger,,88,103
505,4,0:14.0,J. Jenkins makes 2-pt jump shot from 22 ft (assist by C. Budinger),,90,103
