,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW YORK_ACTION,MIAMI_SCORE,NEW YORK_SCORE
104,1,1:25.0,,K. Séraphin makes 2-pt hook shot from 4 ft,24,25
105,1,1:14.0,Offensive foul by J. McRoberts (drawn by C. Anthony),,24,25
106,1,1:14.0,Turnover by J. McRoberts (offensive foul),,24,25
107,1,1:14.0,,D. Williams enters the game for C. Anthony,24,25
108,1,0:52.0,,J. Grant makes 2-pt layup from 1 ft (assist by K. Séraphin),24,27
109,1,0:36.0,T. Johnson misses 2-pt jump shot from 7 ft,,24,27
110,1,0:35.0,,Defensive rebound by K. Séraphin,24,27
111,1,0:29.0,,L. Galloway misses 2-pt jump shot from 21 ft,24,27
112,1,0:27.0,Defensive rebound by J. Winslow,,24,27
113,1,0:11.0,Shooting foul by L. Thomas (drawn by C. Bosh),,24,27
114,1,0:11.0,C. Bosh makes free throw 1 of 2,,25,27
115,1,0:11.0,U. Haslem enters the game for J. McRoberts,,25,27
116,1,0:11.0,G. Green enters the game for G. Dragić,,25,27
117,1,0:11.0,C. Bosh makes free throw 2 of 2,,26,27
118,1,0:00.0,,L. Galloway misses 2-pt jump shot from 18 ft,26,27
119,1,0:00.0,,Offensive rebound by Team,26,27
120,2,11:46.0,,Offensive foul by D. Williams (drawn by U. Haslem),26,27
121,2,11:46.0,,Turnover by D. Williams (offensive foul),26,27
122,2,11:39.0,Offensive foul by G. Green (drawn by L. Thomas),,26,27
123,2,11:39.0,Turnover by G. Green (offensive foul),,26,27
124,2,11:29.0,,Offensive foul by K. Séraphin (drawn by U. Haslem),26,27
125,2,11:29.0,,Turnover by K. Séraphin (offensive foul),26,27
126,2,11:29.0,B. Udrih enters the game for G. Green,,26,27
127,2,11:29.0,Technical foul by G. Green,,26,27
128,2,11:29.0,,L. Galloway makes technical free throw,26,28
129,2,11:14.0,C. Bosh misses 2-pt jump shot from 6 ft,,26,28
130,2,11:12.0,,Defensive rebound by Team,26,28
131,2,10:49.0,,D. Williams misses 3-pt jump shot from 24 ft,26,28
132,2,10:47.0,Defensive rebound by C. Bosh,,26,28
133,2,10:36.0,U. Haslem misses 2-pt jump shot from 11 ft,,26,28
134,2,10:34.0,,Defensive rebound by K. Séraphin,26,28
135,2,10:30.0,,L. Galloway misses 2-pt layup from 2 ft,26,28
136,2,10:29.0,Defensive rebound by Team,,26,28
137,2,10:14.0,Turnover by B. Udrih (lost ball),,26,28
138,2,10:03.0,,Personal foul by B. Udrih (drawn by J. Grant),26,28
139,2,9:57.0,,Shooting foul by U. Haslem (drawn by L. Thomas),26,28
140,2,9:57.0,,L. Thomas makes free throw 1 of 2,26,29
141,2,9:57.0,,L. Thomas makes free throw 2 of 2,26,30
142,2,9:45.0,C. Bosh makes 2-pt jump shot from 8 ft (assist by B. Udrih),,28,30
143,2,9:31.0,,K. Porziņģis enters the game for L. Thomas,28,30
144,2,9:27.0,,J. Grant makes 2-pt layup from 1 ft,28,32
145,2,9:06.0,Shooting foul by K. Porziņģis (drawn by C. Bosh),,28,32
146,2,9:06.0,C. Bosh makes free throw 1 of 2,,29,32
147,2,9:06.0,D. Wade enters the game for B. Udrih,,29,32
148,2,9:06.0,C. Bosh misses free throw 2 of 2,,29,32
149,2,9:05.0,,Defensive rebound by K. Porziņģis,29,32
150,2,8:56.0,,K. Séraphin makes 2-pt jump shot from 13 ft (assist by J. Grant),29,34
151,2,8:39.0,C. Bosh makes 3-pt jump shot from 23 ft (assist by D. Wade),,32,34
152,2,8:23.0,,L. Galloway makes 3-pt jump shot from 23 ft,32,37
153,2,8:07.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by T. Johnson),,34,37
154,2,7:51.0,,K. Porziņģis misses 3-pt jump shot from 24 ft,34,37
155,2,7:49.0,Defensive rebound by J. Winslow,,34,37
156,2,7:38.0,C. Bosh misses 2-pt jump shot from 6 ft,,34,37
157,2,7:36.0,,Defensive rebound by L. Galloway,34,37
158,2,7:33.0,,Shooting foul by C. Bosh (drawn by L. Galloway),34,37
159,2,7:33.0,Official timeout,,34,37
160,2,7:33.0,H. Whiteside enters the game for U. Haslem,,34,37
161,2,7:33.0,,L. Galloway misses free throw 1 of 2,34,37
162,2,7:33.0,,Offensive rebound by Team,34,37
163,2,7:33.0,,R. Lopez enters the game for K. Séraphin,34,37
164,2,7:33.0,,L. Galloway misses free throw 2 of 2,34,37
165,2,7:32.0,Defensive rebound by Team,,34,37
166,2,7:17.0,D. Wade misses 2-pt jump shot from 4 ft,,34,37
167,2,7:15.0,,Defensive rebound by R. Lopez,34,37
168,2,7:09.0,,D. Williams makes 2-pt layup from 2 ft (assist by J. Grant),34,39
169,2,6:55.0,J. Winslow misses 2-pt layup from 2 ft,,34,39
170,2,6:52.0,Offensive rebound by H. Whiteside,,34,39
171,2,6:51.0,,C. Anthony enters the game for D. Williams,34,39
172,2,6:43.0,T. Johnson makes 2-pt jump shot from 14 ft,,36,39
173,2,6:27.0,,J. Grant makes 2-pt layup from 3 ft,36,41
174,2,6:08.0,C. Bosh misses 3-pt jump shot from 24 ft,,36,41
175,2,6:06.0,,Defensive rebound by R. Lopez,36,41
176,2,6:02.0,,K. Porziņģis makes 2-pt dunk at rim (assist by L. Galloway),36,43
177,2,6:00.0,Miami full timeout,,36,43
178,2,6:00.0,,A. Afflalo enters the game for L. Galloway,36,43
179,2,6:00.0,J. McRoberts enters the game for C. Bosh,,36,43
180,2,6:00.0,G. Dragić enters the game for T. Johnson,,36,43
181,2,5:45.0,Personal foul by A. Afflalo (drawn by D. Wade),,36,43
182,2,5:37.0,D. Wade misses 2-pt jump shot from 10 ft,,36,43
183,2,5:35.0,,Defensive rebound by A. Afflalo,36,43
184,2,5:28.0,,K. Porziņģis misses 2-pt hook shot from 2 ft,36,43
185,2,5:26.0,Defensive rebound by H. Whiteside,,36,43
186,2,5:16.0,Shooting foul by K. Porziņģis (drawn by J. McRoberts),,36,43
187,2,5:16.0,J. McRoberts makes 2-pt jump shot from 2 ft,,38,43
188,2,5:16.0,,J. Calderón enters the game for J. Grant,38,43
189,2,5:16.0,J. McRoberts misses free throw 1 of 1,,38,43
190,2,5:16.0,,Defensive rebound by K. Porziņģis,38,43
191,2,4:57.0,,R. Lopez misses 2-pt layup from 2 ft,38,43
192,2,4:55.0,Defensive rebound by H. Whiteside,,38,43
193,2,4:44.0,J. Winslow misses 3-pt jump shot from 22 ft,,38,43
194,2,4:42.0,,Defensive rebound by K. Porziņģis,38,43
195,2,4:26.0,,A. Afflalo makes 2-pt layup from 2 ft,38,45
196,2,4:07.0,D. Wade misses 2-pt hook shot from 2 ft,,38,45
197,2,4:06.0,Offensive rebound by Team,,38,45
198,2,4:06.0,,Loose ball foul by A. Afflalo (drawn by H. Whiteside),38,45
199,2,3:56.0,Turnover by D. Wade (bad pass; steal by K. Porziņģis),,38,45
200,2,3:40.0,,A. Afflalo misses 2-pt jump shot from 23 ft,38,45
201,2,3:39.0,,Offensive rebound by Team,38,45
202,2,3:39.0,C. Bosh enters the game for J. McRoberts,,38,45
203,2,3:24.0,,C. Anthony misses 2-pt jump shot from 10 ft,38,45
204,2,3:23.0,Defensive rebound by Team,,38,45
205,2,3:18.0,Personal foul by K. Porziņģis (drawn by C. Bosh),,38,45
206,2,3:18.0,C. Bosh makes free throw 1 of 2,,39,45
207,2,3:18.0,,K. O'Quinn enters the game for K. Porziņģis,39,45
208,2,3:18.0,C. Bosh makes free throw 2 of 2,,40,45
209,2,3:03.0,,J. Calderón misses 3-pt jump shot from 25 ft,40,45
210,2,3:01.0,,Offensive rebound by Team,40,45
211,2,2:59.0,,A. Afflalo misses 2-pt jump shot from 16 ft,40,45
212,2,2:57.0,Defensive rebound by D. Wade,,40,45
213,2,2:48.0,C. Bosh makes 2-pt layup from 2 ft,,42,45
214,2,2:40.0,,New York full timeout,42,45
215,2,2:32.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by C. Anthony),42,47
216,2,2:18.0,C. Bosh misses 2-pt jump shot from 10 ft,,42,47
217,2,2:17.0,Offensive rebound by Team,,42,47
218,2,2:17.0,,Loose ball foul by R. Lopez (drawn by H. Whiteside),42,47
219,2,2:17.0,H. Whiteside makes free throw 1 of 2,,43,47
220,2,2:17.0,,K. Séraphin enters the game for R. Lopez,43,47
221,2,2:17.0,,L. Galloway enters the game for A. Afflalo,43,47
222,2,2:17.0,H. Whiteside makes free throw 2 of 2,,44,47
223,2,1:59.0,,K. Séraphin makes 2-pt jump shot from 17 ft (assist by L. Galloway),44,49
224,2,1:44.0,D. Wade makes 2-pt jump shot from 15 ft (assist by C. Bosh),,46,49
225,2,1:27.0,,K. Séraphin misses 2-pt jump shot from 17 ft,46,49
226,2,1:25.0,,Offensive rebound by K. O'Quinn,46,49
227,2,1:13.0,,Turnover by K. Séraphin (bad pass),46,49
228,2,1:00.0,D. Wade makes 2-pt jump shot from 2 ft,,48,49
229,2,0:47.0,,K. Séraphin misses 2-pt hook shot from 3 ft,48,49
230,2,0:45.0,Defensive rebound by G. Dragić,,48,49
231,2,0:31.0,H. Whiteside misses 2-pt jump shot from 15 ft,,48,49
232,2,0:29.0,Offensive rebound by D. Wade,,48,49
233,2,0:27.0,Miami full timeout,,48,49
234,2,0:27.0,G. Green enters the game for H. Whiteside,,48,49
235,2,0:27.0,,L. Thomas enters the game for K. Séraphin,48,49
236,2,0:07.0,C. Bosh makes 2-pt jump shot from 12 ft,,50,49
237,2,0:01.0,,C. Anthony misses 3-pt jump shot from 25 ft,50,49
238,2,0:00.0,,Offensive rebound by Team,50,49
239,3,11:39.0,,C. Anthony misses 2-pt jump shot from 13 ft,50,49
240,3,11:37.0,Defensive rebound by G. Green,,50,49
241,3,11:30.0,G. Dragić misses 2-pt jump shot from 15 ft,,50,49
242,3,11:28.0,Offensive rebound by H. Whiteside,,50,49
243,3,11:25.0,H. Whiteside misses 2-pt jump shot from 3 ft,,50,49
244,3,11:25.0,,Defensive rebound by Team,50,49
245,3,11:12.0,,R. Lopez misses 2-pt hook shot from 1 ft,50,49
246,3,11:10.0,Defensive rebound by G. Dragić,,50,49
247,3,10:53.0,G. Green makes 2-pt layup from 1 ft,,52,49
248,3,10:37.0,,C. Anthony misses 2-pt jump shot from 19 ft,52,49
249,3,10:36.0,Defensive rebound by Team,,52,49
250,3,10:18.0,D. Wade misses 2-pt jump shot from 12 ft,,52,49
251,3,10:16.0,,Defensive rebound by K. Porziņģis,52,49
252,3,9:56.0,,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by A. Afflalo),52,51
253,3,9:37.0,C. Bosh misses 3-pt jump shot from 24 ft,,52,51
254,3,9:35.0,,Defensive rebound by C. Anthony,52,51
255,3,9:27.0,,C. Anthony misses 2-pt jump shot from 8 ft,52,51
256,3,9:25.0,,Offensive rebound by R. Lopez,52,51
257,3,9:25.0,,R. Lopez makes 2-pt layup from 1 ft,52,53
258,3,9:09.0,Shooting foul by R. Lopez (drawn by H. Whiteside),,52,53
259,3,9:09.0,H. Whiteside makes free throw 1 of 2,,53,53
260,3,9:09.0,,K. O'Quinn enters the game for R. Lopez,53,53
261,3,9:09.0,H. Whiteside makes free throw 2 of 2,,54,53
262,3,8:56.0,,K. Porziņģis misses 2-pt hook shot from 3 ft,54,53
263,3,8:54.0,Defensive rebound by H. Whiteside,,54,53
264,3,8:37.0,Turnover by D. Wade (bad pass; steal by K. O'Quinn),,54,53
265,3,8:29.0,,K. O'Quinn misses 2-pt layup from 2 ft,54,53
266,3,8:27.0,Defensive rebound by H. Whiteside,,54,53
267,3,8:23.0,G. Green misses 3-pt jump shot from 24 ft,,54,53
268,3,8:21.0,,Defensive rebound by K. O'Quinn,54,53
269,3,8:11.0,,Offensive foul by K. Porziņģis (drawn by G. Dragić),54,53
270,3,8:11.0,,Turnover by K. Porziņģis (offensive foul),54,53
271,3,8:11.0,,K. Séraphin enters the game for K. Porziņģis,54,53
272,3,7:54.0,D. Wade makes 2-pt jump shot from 17 ft (assist by C. Bosh),,56,53
273,3,7:38.0,,Turnover by K. O'Quinn (bad pass; steal by G. Dragić),56,53
274,3,7:34.0,G. Dragić makes 2-pt layup from 1 ft,,58,53
275,3,7:33.0,,New York full timeout,58,53
276,3,7:33.0,,L. Thomas enters the game for K. O'Quinn,58,53
277,3,7:13.0,,L. Thomas misses 2-pt hook shot from 4 ft,58,53
278,3,7:12.0,,Offensive rebound by K. Séraphin,58,53
279,3,7:11.0,,K. Séraphin makes 2-pt dunk at rim,58,55
280,3,6:42.0,Turnover by Team (shot clock),,58,55
281,3,6:29.0,,K. Séraphin misses 2-pt jump shot from 6 ft,58,55
282,3,6:27.0,Defensive rebound by C. Bosh,,58,55
283,3,6:16.0,G. Green makes 3-pt jump shot from 24 ft (assist by D. Wade),,61,55
284,3,6:05.0,J. McRoberts enters the game for C. Bosh,,61,55
285,3,6:00.0,,C. Anthony misses 3-pt jump shot from 22 ft,61,55
286,3,5:58.0,Defensive rebound by H. Whiteside,,61,55
287,3,5:50.0,Shooting foul by C. Anthony (drawn by G. Green),,61,55
288,3,5:50.0,G. Green makes free throw 1 of 3,,62,55
289,3,5:50.0,G. Green makes free throw 2 of 3,,63,55
290,3,5:50.0,G. Green makes free throw 3 of 3,,64,55
291,3,5:30.0,,K. Séraphin misses 2-pt layup from 2 ft (block by H. Whiteside),64,55
292,3,5:29.0,,Offensive rebound by L. Thomas,64,55
293,3,5:28.0,,L. Thomas misses 2-pt jump shot from 12 ft (block by H. Whiteside),64,55
294,3,5:27.0,,Offensive rebound by Team,64,55
295,3,5:26.0,,Turnover by Team (shot clock),64,55
296,3,5:13.0,G. Green misses 3-pt jump shot from 23 ft,,64,55
297,3,5:11.0,,Defensive rebound by A. Afflalo,64,55
298,3,5:06.0,,C. Anthony misses 2-pt layup from 1 ft,64,55
299,3,5:04.0,Defensive rebound by H. Whiteside,,64,55
300,3,5:01.0,G. Dragić makes 2-pt layup from 1 ft,,66,55
301,3,4:38.0,,J. Calderón misses 2-pt jump shot from 19 ft,66,55
302,3,4:36.0,Defensive rebound by D. Wade,,66,55
303,3,4:27.0,D. Wade misses 2-pt jump shot from 6 ft,,66,55
304,3,4:25.0,,Defensive rebound by A. Afflalo,66,55
305,3,4:20.0,,A. Afflalo misses 2-pt jump shot from 4 ft (block by H. Whiteside),66,55
306,3,4:20.0,,Offensive rebound by Team,66,55
307,3,4:20.0,Miami full timeout,,66,55
308,3,4:20.0,J. Winslow enters the game for G. Green,,66,55
309,3,4:20.0,,J. Grant enters the game for A. Afflalo,66,55
310,3,4:20.0,,L. Galloway enters the game for J. Calderón,66,55
311,3,4:13.0,,L. Galloway misses 2-pt jump shot from 21 ft,66,55
312,3,4:11.0,Defensive rebound by H. Whiteside,,66,55
313,3,3:50.0,D. Wade misses 2-pt jump shot from 16 ft,,66,55
314,3,3:48.0,Offensive rebound by Team,,66,55
315,3,3:42.0,G. Dragić misses 2-pt jump shot from 6 ft,,66,55
316,3,3:41.0,,Defensive rebound by J. Grant,66,55
317,3,3:33.0,,L. Thomas makes 2-pt jump shot from 12 ft (assist by J. Grant),66,57
318,3,3:13.0,D. Wade makes 2-pt jump shot from 4 ft,,68,57
319,3,3:01.0,,C. Anthony misses 2-pt jump shot from 17 ft,68,57
320,3,2:59.0,Defensive rebound by J. McRoberts,,68,57
321,3,2:49.0,Turnover by D. Wade (bad pass; steal by C. Anthony),,68,57
322,3,2:32.0,,K. Séraphin makes 2-pt hook shot from 2 ft,68,59
323,3,2:14.0,Shooting foul by K. Séraphin (drawn by D. Wade),,68,59
324,3,2:14.0,D. Wade makes free throw 1 of 2,,69,59
325,3,2:14.0,C. Bosh enters the game for H. Whiteside,,69,59
326,3,2:14.0,,K. O'Quinn enters the game for C. Anthony,69,59
327,3,2:14.0,,L. Amundson enters the game for L. Thomas,69,59
328,3,2:14.0,,D. Williams enters the game for K. Séraphin,69,59
329,3,2:14.0,D. Wade makes free throw 2 of 2,,70,59
330,3,1:50.0,,L. Galloway makes 2-pt jump shot from 17 ft (assist by J. Grant),70,61
331,3,1:29.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by D. Wade),,72,61
332,3,1:06.0,,L. Amundson makes 2-pt layup from 1 ft (assist by J. Grant),72,63
333,3,0:49.0,G. Dragić misses 2-pt jump shot from 15 ft,,72,63
334,3,0:48.0,,Defensive rebound by L. Amundson,72,63
335,3,0:34.0,,J. Grant misses 2-pt layup from 1 ft,72,63
336,3,0:32.0,Defensive rebound by J. McRoberts,,72,63
337,3,0:13.0,D. Wade makes 2-pt jump shot from 8 ft,,74,63
338,3,0:02.0,,K. O'Quinn misses 3-pt jump shot from 24 ft,74,63
339,3,0:00.0,Defensive rebound by J. Winslow,,74,63
340,4,11:46.0,Shooting foul by L. Amundson (drawn by J. Winslow),,74,63
341,4,11:46.0,J. Winslow makes free throw 1 of 2,,75,63
342,4,11:46.0,J. Winslow makes free throw 2 of 2,,76,63
343,4,11:25.0,,D. Williams makes 2-pt jump shot from 15 ft,76,65
344,4,10:57.0,G. Green misses 3-pt jump shot from 23 ft,,76,65
345,4,10:55.0,,Defensive rebound by K. O'Quinn,76,65
346,4,10:42.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Grant),76,68
347,4,10:18.0,C. Bosh makes 2-pt jump shot from 16 ft,,78,68
348,4,9:59.0,,K. O'Quinn misses 3-pt jump shot from 23 ft,78,68
349,4,9:57.0,Defensive rebound by C. Bosh,,78,68
350,4,9:49.0,C. Bosh misses 3-pt jump shot from 24 ft,,78,68
351,4,9:47.0,,Defensive rebound by D. Williams,78,68
352,4,9:42.0,,Shooting foul by J. Winslow (drawn by D. Williams),78,68
353,4,9:42.0,,D. Williams makes free throw 1 of 2,78,69
354,4,9:42.0,,K. Porziņģis enters the game for K. O'Quinn,78,69
355,4,9:42.0,,D. Williams makes free throw 2 of 2,78,70
356,4,9:23.0,G. Green makes 2-pt dunk at rim,,80,70
357,4,9:12.0,,Personal foul by G. Green (drawn by J. Grant),80,70
358,4,9:12.0,,C. Anthony enters the game for L. Amundson,80,70
359,4,9:04.0,,Turnover by K. Porziņģis (lost ball; steal by T. Johnson),80,70
360,4,9:01.0,Turnover by T. Johnson (bad pass; steal by J. Grant),,80,70
361,4,8:56.0,,D. Williams misses 2-pt layup from 2 ft (block by C. Bosh),80,70
362,4,8:54.0,Defensive rebound by J. McRoberts,,80,70
363,4,8:46.0,G. Green makes 3-pt jump shot from 24 ft (assist by C. Bosh),,83,70
364,4,8:45.0,,New York full timeout,83,70
365,4,8:20.0,,K. Porziņģis misses 2-pt layup from 2 ft,83,70
366,4,8:19.0,Defensive rebound by J. McRoberts,,83,70
367,4,8:09.0,G. Green makes 2-pt dunk at rim (assist by J. McRoberts),,85,70
368,4,7:54.0,,J. Grant misses 2-pt layup from 2 ft,85,70
369,4,7:52.0,Defensive rebound by G. Green,,85,70
370,4,7:42.0,T. Johnson misses 2-pt layup from 2 ft,,85,70
371,4,7:40.0,,Defensive rebound by L. Galloway,85,70
372,4,7:18.0,,K. Porziņģis makes 2-pt jump shot from 11 ft,85,72
373,4,6:59.0,G. Green makes 2-pt jump shot from 10 ft (assist by J. McRoberts),,87,72
374,4,6:42.0,,Turnover by K. Porziņģis (lost ball; steal by J. Winslow),87,72
375,4,6:38.0,J. Winslow makes 2-pt layup from 1 ft,,89,72
376,4,6:18.0,,D. Williams misses 3-pt jump shot from 23 ft,89,72
377,4,6:16.0,Defensive rebound by Team,,89,72
378,4,6:16.0,,J. Calderón enters the game for J. Grant,89,72
379,4,6:16.0,H. Whiteside enters the game for C. Bosh,,89,72
380,4,5:57.0,G. Green makes 3-pt jump shot from 24 ft (assist by T. Johnson),,92,72
381,4,5:36.0,,Personal foul by J. Winslow (drawn by C. Anthony),92,72
382,4,5:36.0,Official timeout,,92,72
383,4,5:36.0,,R. Lopez enters the game for D. Williams,92,72
384,4,5:24.0,Violation by H. Whiteside (def goaltending),,92,72
385,4,5:24.0,,L. Galloway makes 2-pt layup from 1 ft,92,74
386,4,5:10.0,H. Whiteside misses 2-pt jump shot from 4 ft (block by K. Porziņģis),,92,74
387,4,5:10.0,Offensive rebound by Team,,92,74
