,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
150,2,6:48.0,,A. Baynes makes 2-pt layup at rim,38,35
151,2,6:27.0,B. Griffin makes 2-pt jump shot from 18 ft (assist by J. Crawford),,40,35
152,2,6:11.0,,S. Johnson misses 2-pt jump shot from 6 ft,40,35
153,2,6:10.0,Defensive rebound by B. Griffin,,40,35
154,2,6:00.0,Personal foul by A. Baynes (drawn by J. Crawford),,40,35
155,2,6:00.0,D. Jordan enters the game for P. Pierce,,40,35
156,2,6:00.0,C. Paul enters the game for A. Rivers,,40,35
157,2,6:00.0,,A. Drummond enters the game for A. Baynes,40,35
158,2,6:00.0,,R. Jackson enters the game for S. Blake,40,35
159,2,6:00.0,,K. Caldwell-Pope enters the game for M. Morris,40,35
160,2,5:51.0,B. Griffin misses 2-pt jump shot from 16 ft,,40,35
161,2,5:51.0,,Defensive rebound by A. Tolliver,40,35
162,2,5:36.0,,Turnover by R. Jackson (bad pass; steal by J. Crawford),40,35
163,2,5:29.0,W. Johnson makes 2-pt layup at rim (assist by J. Crawford),,42,35
164,2,5:24.0,,Detroit full timeout,42,35
165,2,5:21.0,,Shooting foul by B. Griffin (drawn by A. Drummond),42,35
166,2,5:21.0,,A. Drummond misses free throw 1 of 2,42,35
167,2,5:21.0,,Offensive rebound by Team,42,35
168,2,5:21.0,,A. Drummond misses free throw 2 of 2,42,35
169,2,5:20.0,Defensive rebound by D. Jordan,,42,35
170,2,5:04.0,B. Griffin misses 2-pt jump shot from 4 ft,,42,35
171,2,5:04.0,,Defensive rebound by A. Drummond,42,35
172,2,4:48.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,42,35
173,2,4:48.0,Defensive rebound by W. Johnson,,42,35
174,2,4:36.0,B. Griffin makes 2-pt hook shot from 3 ft,,44,35
175,2,4:23.0,,A. Drummond misses 2-pt layup at rim,44,35
176,2,4:22.0,Defensive rebound by D. Jordan,,44,35
177,2,4:16.0,J. Crawford misses 3-pt jump shot from 23 ft,,44,35
178,2,4:16.0,,Defensive rebound by Team,44,35
179,2,4:16.0,J. Redick enters the game for W. Johnson,,44,35
180,2,4:16.0,,E. İlyasova enters the game for A. Tolliver,44,35
181,2,4:01.0,,Turnover by K. Caldwell-Pope (offensive foul),44,35
182,2,4:01.0,,Offensive foul by K. Caldwell-Pope (drawn by J. Redick),44,35
183,2,3:44.0,C. Paul misses 3-pt jump shot from 26 ft,,44,35
184,2,3:43.0,,Defensive rebound by A. Drummond,44,35
185,2,3:26.0,,E. İlyasova misses 3-pt jump shot from 26 ft,44,35
186,2,3:26.0,Defensive rebound by J. Crawford,,44,35
187,2,3:10.0,B. Griffin misses 2-pt jump shot from 7 ft,,44,35
188,2,3:10.0,,Defensive rebound by R. Jackson,44,35
189,2,3:10.0,,Personal foul by C. Paul (drawn by R. Jackson),44,35
190,2,3:10.0,,M. Morris enters the game for S. Johnson,44,35
191,2,3:02.0,,Shooting foul by C. Paul (drawn by R. Jackson),44,35
192,2,3:02.0,,R. Jackson makes free throw 1 of 2,44,36
193,2,3:02.0,L. Mbah a Moute enters the game for J. Crawford,,44,36
194,2,3:02.0,,R. Jackson makes free throw 2 of 2,44,37
195,2,2:52.0,Turnover by J. Redick (lost ball; steal by K. Caldwell-Pope),,44,37
196,2,2:47.0,,Turnover by A. Drummond (lost ball; steal by C. Paul),44,37
197,2,2:37.0,L. Mbah a Moute makes 2-pt layup at rim (assist by C. Paul),,46,37
198,2,2:30.0,,Turnover by R. Jackson (lost ball),46,37
199,2,2:30.0,LA Clippers full timeout,,46,37
200,2,2:16.0,B. Griffin misses 2-pt jump shot from 15 ft,,46,37
201,2,2:16.0,,Defensive rebound by R. Jackson,46,37
202,2,1:58.0,,M. Morris misses 2-pt layup at rim,46,37
203,2,1:57.0,Defensive rebound by D. Jordan,,46,37
204,2,1:57.0,Personal foul by K. Caldwell-Pope (drawn by C. Paul),,46,37
205,2,1:57.0,,S. Johnson enters the game for K. Caldwell-Pope,46,37
206,2,1:41.0,Turnover by J. Redick (lost ball; steal by E. İlyasova),,46,37
207,2,1:33.0,,S. Johnson misses 2-pt jump shot from 3 ft,46,37
208,2,1:32.0,Defensive rebound by D. Jordan,,46,37
209,2,1:25.0,C. Paul makes 2-pt layup at rim,,48,37
210,2,1:06.0,,E. İlyasova misses 3-pt jump shot from 26 ft,48,37
211,2,1:06.0,,Offensive rebound by R. Jackson,48,37
212,2,1:02.0,,Turnover by A. Drummond (offensive goaltending),48,37
213,2,0:42.0,Offensive foul by D. Jordan (drawn by M. Morris),,48,37
214,2,0:42.0,Turnover by D. Jordan (offensive foul),,48,37
215,2,0:32.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Jackson),48,39
216,2,0:06.0,B. Griffin misses 2-pt jump shot from 22 ft,,48,39
217,2,0:05.0,Offensive rebound by D. Jordan,,48,39
218,2,0:02.0,J. Redick misses 3-pt jump shot from 27 ft,,48,39
219,2,0:01.0,,Defensive rebound by A. Drummond,48,39
220,3,11:46.0,J. Redick misses 3-pt jump shot from 27 ft,,48,39
221,3,11:45.0,,Defensive rebound by R. Jackson,48,39
222,3,11:27.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),48,41
223,3,11:13.0,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),,50,41
224,3,10:53.0,,R. Jackson misses 2-pt jump shot from 7 ft,50,41
225,3,10:53.0,Defensive rebound by L. Mbah a Moute,,50,41
226,3,10:35.0,Turnover by B. Griffin (lost ball; steal by M. Morris),,50,41
227,3,10:28.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,50,41
228,3,10:26.0,,Offensive rebound by A. Drummond,50,41
229,3,10:25.0,,A. Drummond makes 2-pt layup at rim,50,43
230,3,10:02.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,52,43
231,3,9:37.0,,R. Jackson misses 2-pt jump shot from 6 ft,52,43
232,3,9:36.0,Defensive rebound by D. Jordan,,52,43
233,3,9:25.0,C. Paul makes 2-pt jump shot from 14 ft,,54,43
234,3,8:58.0,,E. İlyasova misses 2-pt jump shot from 18 ft,54,43
235,3,8:58.0,Defensive rebound by D. Jordan,,54,43
236,3,8:53.0,B. Griffin makes 2-pt layup at rim (assist by C. Paul),,56,43
237,3,8:53.0,,Detroit full timeout,56,43
238,3,8:38.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by E. İlyasova),56,45
239,3,8:22.0,J. Redick makes 2-pt jump shot from 17 ft (assist by D. Jordan),,58,45
240,3,8:01.0,,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,58,47
241,3,7:43.0,C. Paul makes 2-pt jump shot from 18 ft,,60,47
242,3,7:29.0,,R. Jackson makes 2-pt jump shot from 14 ft,60,49
243,3,7:09.0,J. Redick misses 3-pt jump shot from 27 ft,,60,49
244,3,7:09.0,Offensive rebound by L. Mbah a Moute,,60,49
245,3,6:55.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),,62,49
246,3,6:38.0,,E. İlyasova makes 2-pt layup at rim (assist by R. Jackson),62,51
247,3,6:09.0,J. Redick makes 2-pt layup at rim (assist by B. Griffin),,64,51
248,3,5:42.0,,A. Drummond misses 2-pt hook shot from 6 ft,64,51
249,3,5:41.0,,Offensive rebound by E. İlyasova,64,51
250,3,5:39.0,,E. İlyasova makes 2-pt layup at rim,64,53
251,3,5:13.0,B. Griffin misses 2-pt jump shot from 16 ft,,64,53
252,3,5:12.0,,Defensive rebound by Team,64,53
253,3,4:58.0,,R. Jackson makes 2-pt jump shot from 7 ft,64,55
254,3,4:58.0,LA Clippers full timeout,,64,55
255,3,4:58.0,W. Johnson enters the game for L. Mbah a Moute,,64,55
256,3,4:39.0,B. Griffin makes 2-pt layup at rim,,66,55
257,3,4:29.0,,Personal foul by W. Johnson (drawn by M. Morris),66,55
258,3,4:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,66,55
259,3,4:14.0,,Offensive rebound by A. Drummond,66,55
260,3,4:12.0,,A. Drummond makes 2-pt layup at rim,66,57
261,3,3:55.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,68,57
262,3,3:39.0,,R. Jackson misses 2-pt layup at rim,68,57
263,3,3:38.0,Defensive rebound by C. Paul,,68,57
264,3,3:33.0,Shooting foul by M. Morris (drawn by B. Griffin),,68,57
265,3,3:33.0,B. Griffin misses free throw 1 of 2,,68,57
266,3,3:33.0,Offensive rebound by Team,,68,57
267,3,3:33.0,,A. Tolliver enters the game for E. İlyasova,68,57
268,3,3:33.0,J. Crawford enters the game for J. Redick,,68,57
269,3,3:33.0,B. Griffin makes free throw 2 of 2,,69,57
270,3,3:22.0,,Offensive foul by A. Drummond (drawn by B. Griffin),69,57
271,3,3:22.0,,Turnover by A. Drummond (offensive foul),69,57
272,3,3:03.0,B. Griffin misses 2-pt jump shot from 13 ft,,69,57
273,3,3:02.0,,Defensive rebound by A. Tolliver,69,57
274,3,2:56.0,,Turnover by A. Tolliver (bad pass; steal by W. Johnson),69,57
275,3,2:44.0,Turnover by C. Paul (bad pass; steal by R. Jackson),,69,57
276,3,2:39.0,,M. Morris makes 2-pt layup from 1 ft (assist by R. Jackson),69,59
277,3,2:21.0,B. Griffin makes 2-pt jump shot from 17 ft (assist by J. Crawford),,71,59
278,3,1:57.0,,A. Tolliver misses 3-pt jump shot from 23 ft,71,59
279,3,1:56.0,Defensive rebound by D. Jordan,,71,59
280,3,1:38.0,B. Griffin misses 2-pt jump shot from 17 ft,,71,59
281,3,1:38.0,,Defensive rebound by A. Drummond,71,59
282,3,1:14.0,,R. Jackson makes 2-pt jump shot from 17 ft,71,61
283,3,0:57.0,Personal foul by R. Jackson (drawn by B. Griffin),,71,61
284,3,0:57.0,P. Pierce enters the game for B. Griffin,,71,61
285,3,0:57.0,A. Rivers enters the game for C. Paul,,71,61
286,3,0:57.0,,S. Blake enters the game for R. Jackson,71,61
287,3,0:53.0,J. Crawford makes 2-pt jump shot from 20 ft,,73,61
288,3,0:38.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,73,61
289,3,0:37.0,Defensive rebound by W. Johnson,,73,61
290,3,0:31.0,Turnover by J. Crawford (bad pass; steal by M. Morris),,73,61
291,3,0:29.0,,Personal foul by P. Pierce (drawn by M. Morris),73,61
292,3,0:18.0,,Shooting foul by P. Pierce (drawn by A. Drummond),73,61
293,3,0:18.0,,A. Drummond makes free throw 1 of 2,73,62
294,3,0:18.0,,A. Drummond makes free throw 2 of 2,73,63
295,3,0:17.0,Personal foul by S. Blake (drawn by D. Jordan),,73,63
296,3,0:17.0,D. Jordan misses free throw 1 of 2,,73,63
297,3,0:17.0,Offensive rebound by Team,,73,63
298,3,0:17.0,,A. Baynes enters the game for A. Drummond,73,63
299,3,0:17.0,L. Mbah a Moute enters the game for J. Crawford,,73,63
300,3,0:17.0,D. Jordan misses free throw 2 of 2,,73,63
301,3,0:16.0,,Defensive rebound by M. Morris,73,63
302,3,0:02.0,,M. Morris misses 2-pt jump shot from 15 ft,73,63
303,3,0:00.0,,Offensive rebound by Team,73,63
304,4,11:36.0,,S. Blake misses 3-pt jump shot from 26 ft (block by A. Rivers),73,63
305,4,11:36.0,,Offensive rebound by Team,73,63
306,4,11:36.0,,Turnover by Team (shot clock),73,63
307,4,11:18.0,J. Smith misses 2-pt jump shot from 5 ft,,73,63
308,4,11:17.0,,Defensive rebound by A. Tolliver,73,63
309,4,11:12.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by A. Tolliver),73,65
310,4,10:59.0,J. Crawford makes 2-pt jump shot from 18 ft (assist by J. Smith),,75,65
311,4,10:40.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by A. Baynes),75,68
312,4,10:22.0,A. Rivers misses 2-pt jump shot from 5 ft,,75,68
313,4,10:21.0,,Defensive rebound by A. Baynes,75,68
314,4,10:11.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,75,68
315,4,10:10.0,Defensive rebound by P. Pierce,,75,68
316,4,9:56.0,J. Smith misses 2-pt layup from 1 ft,,75,68
317,4,9:55.0,,Defensive rebound by S. Blake,75,68
318,4,9:43.0,,Personal foul by J. Smith (drawn by A. Baynes),75,68
319,4,9:32.0,,S. Johnson misses 2-pt jump shot from 6 ft,75,68
320,4,9:32.0,,Offensive rebound by A. Baynes,75,68
321,4,9:28.0,,A. Baynes makes 2-pt layup at rim,75,70
322,4,9:12.0,A. Rivers misses 3-pt jump shot from 24 ft,,75,70
323,4,9:12.0,,Defensive rebound by K. Caldwell-Pope,75,70
324,4,9:02.0,,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,75,72
325,4,9:02.0,LA Clippers full timeout,,75,72
326,4,9:02.0,B. Griffin enters the game for J. Smith,,75,72
327,4,8:41.0,P. Pierce misses 2-pt jump shot from 12 ft,,75,72
328,4,8:41.0,,Defensive rebound by S. Johnson,75,72
329,4,8:27.0,,K. Caldwell-Pope misses 2-pt layup at rim,75,72
330,4,8:27.0,,Offensive rebound by Team,75,72
331,4,8:15.0,,A. Baynes makes 2-pt dunk at rim (assist by K. Caldwell-Pope),75,74
332,4,7:53.0,B. Griffin misses 2-pt jump shot from 14 ft,,75,74
333,4,7:52.0,,Defensive rebound by A. Tolliver,75,74
334,4,7:45.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,75,74
335,4,7:44.0,,Offensive rebound by A. Baynes,75,74
336,4,7:42.0,,A. Tolliver misses 3-pt jump shot from 26 ft,75,74
337,4,7:42.0,Defensive rebound by Team,,75,74
338,4,7:42.0,Personal foul by A. Baynes (drawn by B. Griffin),,75,74
339,4,7:42.0,C. Paul enters the game for A. Rivers,,75,74
340,4,7:42.0,D. Jordan enters the game for P. Pierce,,75,74
341,4,7:42.0,,R. Jackson enters the game for S. Blake,75,74
342,4,7:28.0,J. Crawford misses 2-pt jump shot from 14 ft,,75,74
343,4,7:27.0,,Defensive rebound by K. Caldwell-Pope,75,74
344,4,7:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,75,74
345,4,7:21.0,Defensive rebound by C. Paul,,75,74
346,4,7:08.0,C. Paul misses 2-pt jump shot from 15 ft,,75,74
347,4,7:07.0,,Defensive rebound by A. Baynes,75,74
348,4,6:42.0,,R. Jackson makes 3-pt jump shot from 25 ft,75,77
349,4,6:24.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,77,77
350,4,6:15.0,,A. Drummond enters the game for A. Baynes,77,77
351,4,6:15.0,,M. Morris enters the game for S. Johnson,77,77
352,4,6:15.0,J. Redick enters the game for W. Johnson,,77,77
353,4,6:13.0,,Shooting foul by C. Paul (drawn by R. Jackson),77,77
354,4,6:13.0,,R. Jackson makes free throw 1 of 2,77,78
355,4,6:13.0,,R. Jackson makes free throw 2 of 2,77,79
356,4,5:53.0,B. Griffin misses 2-pt jump shot from 18 ft,,77,79
357,4,5:53.0,,Defensive rebound by A. Drummond,77,79
358,4,5:43.0,,A. Drummond makes 2-pt layup at rim (assist by R. Jackson),77,81
359,4,5:24.0,C. Paul misses 2-pt jump shot from 6 ft,,77,81
360,4,5:24.0,Offensive rebound by Team,,77,81
361,4,5:24.0,,Loose ball foul by M. Morris (drawn by D. Jordan),77,81
362,4,5:24.0,Official timeout,,77,81
363,4,5:10.0,B. Griffin makes 2-pt dunk at rim,,79,81
364,4,4:51.0,,Offensive foul by A. Drummond (drawn by D. Jordan),79,81
365,4,4:51.0,,Turnover by A. Drummond (offensive foul),79,81
366,4,4:35.0,J. Redick misses 3-pt jump shot from 27 ft,,79,81
367,4,4:35.0,,Defensive rebound by R. Jackson,79,81
368,4,4:24.0,,A. Drummond misses 2-pt hook shot from 6 ft,79,81
369,4,4:22.0,Defensive rebound by D. Jordan,,79,81
370,4,4:15.0,Turnover by C. Paul (lost ball; steal by A. Drummond),,79,81
371,4,4:08.0,,M. Morris misses 2-pt jump shot from 3 ft (block by D. Jordan),79,81
372,4,4:03.0,,Offensive rebound by A. Drummond,79,81
373,4,4:01.0,,A. Drummond makes 2-pt layup at rim,79,83
374,4,3:51.0,B. Griffin makes 2-pt layup at rim (assist by J. Redick),,81,83
375,4,3:42.0,,A. Drummond misses 2-pt jump shot from 4 ft (block by D. Jordan),81,83
376,4,3:42.0,,Offensive rebound by Team,81,83
377,4,3:42.0,W. Johnson enters the game for J. Crawford,,81,83
378,4,3:28.0,,Shooting foul by C. Paul (drawn by R. Jackson),81,83
379,4,3:28.0,,R. Jackson makes free throw 1 of 2,81,84
380,4,3:28.0,,R. Jackson misses free throw 2 of 2,81,84
381,4,3:27.0,Defensive rebound by B. Griffin,,81,84
382,4,3:11.0,Turnover by B. Griffin (lost ball; steal by A. Drummond),,81,84
