,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
69,1,3:32.0,Defensive rebound by D. Green,,15,18
70,1,3:25.0,F. Ezeli misses 2-pt dunk at rim,,15,18
71,1,3:24.0,Offensive rebound by A. Iguodala,,15,18
72,1,3:17.0,I. Clark misses 3-pt jump shot from 25 ft,,15,18
73,1,3:16.0,Offensive rebound by A. Iguodala,,15,18
74,1,3:12.0,Shooting foul by A. Johnson (drawn by F. Ezeli),,15,18
75,1,3:12.0,F. Ezeli makes free throw 1 of 2,,16,18
76,1,3:12.0,S. Livingston enters the game for I. Clark,,16,18
77,1,3:12.0,F. Ezeli misses free throw 2 of 2,,16,18
78,1,3:12.0,,Defensive rebound by I. Thomas,16,18
79,1,2:52.0,,A. Johnson makes 2-pt hook shot from 10 ft,16,20
80,1,2:41.0,Shooting foul by A. Johnson (drawn by S. Curry),,16,20
81,1,2:41.0,,Boston full timeout,16,20
82,1,2:41.0,,J. Young enters the game for I. Thomas,16,20
83,1,2:41.0,S. Curry makes free throw 1 of 2,,17,20
84,1,2:41.0,S. Curry makes free throw 2 of 2,,18,20
85,1,2:23.0,,A. Bradley misses 3-pt jump shot from 23 ft,18,20
86,1,2:22.0,Defensive rebound by F. Ezeli,,18,20
87,1,2:15.0,Personal block foul by K. Olynyk (drawn by S. Curry),,18,20
88,1,2:15.0,,D. Lee enters the game for A. Johnson,18,20
89,1,2:03.0,S. Livingston makes 2-pt jump shot from 14 ft,,20,20
90,1,1:53.0,,Turnover by D. Lee (bad pass; steal by D. Green),20,20
91,1,1:47.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,22,20
92,1,1:28.0,,K. Olynyk misses 2-pt jump shot from 11 ft (block by D. Green),22,20
93,1,1:27.0,Defensive rebound by A. Iguodala,,22,20
94,1,1:15.0,D. Green misses 3-pt jump shot from 24 ft,,22,20
95,1,1:13.0,,Defensive rebound by E. Turner,22,20
96,1,1:06.0,,J. Young makes 3-pt jump shot from 25 ft (assist by E. Turner),22,23
97,1,0:59.0,Turnover by S. Livingston (traveling),,22,23
98,1,0:47.0,,J. Young makes 2-pt jump shot from 15 ft (assist by D. Lee),22,25
99,1,0:35.0,F. Ezeli makes 2-pt layup from 1 ft (assist by D. Green),,24,25
100,1,0:35.0,Shooting foul by E. Turner (drawn by F. Ezeli),,24,25
101,1,0:35.0,F. Ezeli misses free throw 1 of 1,,24,25
102,1,0:35.0,,Defensive rebound by E. Turner,24,25
103,1,0:24.0,,K. Olynyk misses 3-pt jump shot from 24 ft,24,25
104,1,0:23.0,Defensive rebound by F. Ezeli,,24,25
105,1,0:11.0,Personal take foul by D. Lee (drawn by F. Ezeli),,24,25
106,1,0:11.0,F. Ezeli makes free throw 1 of 2,,25,25
107,1,0:11.0,,I. Thomas enters the game for E. Turner,25,25
108,1,0:11.0,L. Barbosa enters the game for S. Curry,,25,25
109,1,0:11.0,F. Ezeli makes free throw 2 of 2,,26,25
110,1,0:00.0,,A. Bradley misses 3-pt jump shot from 23 ft,26,25
111,1,0:00.0,,Offensive rebound by Team,26,25
112,2,11:51.0,,D. Lee misses 2-pt jump shot from 4 ft (block by F. Ezeli),26,25
113,2,11:50.0,Defensive rebound by A. Iguodala,,26,25
114,2,11:45.0,L. Barbosa makes 2-pt layup at rim (assist by A. Iguodala),,28,25
115,2,11:26.0,,D. Lee misses 2-pt hook shot from 11 ft,28,25
116,2,11:25.0,Defensive rebound by M. Speights,,28,25
117,2,11:06.0,A. Iguodala misses 3-pt jump shot from 24 ft,,28,25
118,2,11:05.0,,Defensive rebound by J. Crowder,28,25
119,2,10:48.0,,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),28,27
120,2,10:32.0,L. Barbosa makes 2-pt layup at rim (assist by S. Livingston),,30,27
121,2,10:17.0,,E. Turner makes 2-pt jump shot from 14 ft,30,29
122,2,10:07.0,M. Speights misses 2-pt jump shot from 6 ft (block by J. Crowder),,30,29
123,2,10:06.0,,Defensive rebound by E. Turner,30,29
124,2,10:03.0,,E. Turner makes 2-pt layup at rim,30,31
125,2,9:50.0,F. Ezeli makes 2-pt jump shot from 6 ft (assist by M. Speights),,32,31
126,2,9:36.0,,E. Turner makes 2-pt layup at rim,32,33
127,2,9:23.0,L. Barbosa misses 2-pt jump shot from 20 ft,,32,33
128,2,9:22.0,,Defensive rebound by D. Lee,32,33
129,2,9:14.0,,K. Olynyk makes 2-pt jump shot from 15 ft (assist by D. Lee),32,35
130,2,9:13.0,Golden State full timeout,,32,35
131,2,8:59.0,M. Speights misses 2-pt jump shot from 21 ft,,32,35
132,2,8:58.0,,Defensive rebound by D. Lee,32,35
133,2,8:51.0,,J. Young misses 2-pt jump shot from 10 ft,32,35
134,2,8:50.0,Defensive rebound by A. Iguodala,,32,35
135,2,8:42.0,M. Speights makes 2-pt jump shot from 9 ft,,34,35
136,2,8:42.0,Shooting foul by K. Olynyk (drawn by M. Speights),,34,35
137,2,8:42.0,M. Speights makes free throw 1 of 1,,35,35
138,2,8:26.0,,J. Crowder misses 3-pt jump shot from 25 ft,35,35
139,2,8:24.0,Defensive rebound by A. Iguodala,,35,35
140,2,8:18.0,F. Ezeli makes 2-pt hook shot from 5 ft (assist by A. Iguodala),,37,35
141,2,8:03.0,,Turnover by E. Turner (bad pass; steal by F. Ezeli),37,35
142,2,8:00.0,,J. Sullinger enters the game for K. Olynyk,37,35
143,2,7:51.0,S. Livingston makes 2-pt jump shot from 17 ft (assist by M. Speights),,39,35
144,2,7:35.0,,J. Crowder misses 2-pt jump shot from 3 ft (block by S. Livingston),39,35
145,2,7:34.0,Defensive rebound by Team,,39,35
146,2,7:34.0,S. Curry enters the game for L. Barbosa,,39,35
147,2,7:19.0,S. Livingston misses 3-pt jump shot from 23 ft,,39,35
148,2,7:18.0,,Defensive rebound by J. Sullinger,39,35
149,2,7:06.0,,D. Lee makes 2-pt hook shot from 7 ft,39,37
150,2,6:45.0,Turnover by F. Ezeli (bad pass),,39,37
151,2,6:45.0,,I. Thomas enters the game for E. Turner,39,37
152,2,6:45.0,,A. Bradley enters the game for J. Young,39,37
153,2,6:45.0,D. Green enters the game for M. Speights,,39,37
154,2,6:35.0,,Shooting foul by S. Curry (drawn by J. Sullinger),39,37
155,2,6:35.0,,J. Sullinger misses free throw 1 of 2,39,37
156,2,6:35.0,,Offensive rebound by Team,39,37
157,2,6:35.0,A. Bogut enters the game for F. Ezeli,,39,37
158,2,6:35.0,,J. Sullinger misses free throw 2 of 2,39,37
159,2,6:35.0,Defensive rebound by D. Green,,39,37
160,2,6:21.0,A. Bogut misses 2-pt layup from 1 ft,,39,37
161,2,6:19.0,,Defensive rebound by Team,39,37
162,2,6:19.0,Loose ball foul by D. Green (drawn by D. Lee),,39,37
163,2,6:07.0,,D. Lee makes 2-pt layup from 1 ft (assist by I. Thomas),39,39
164,2,5:51.0,S. Livingston makes 2-pt jump shot from 9 ft (assist by S. Curry),,41,39
165,2,5:32.0,,I. Thomas makes 2-pt jump shot from 6 ft (assist by D. Lee),41,41
166,2,5:22.0,S. Livingston misses 2-pt jump shot from 12 ft,,41,41
167,2,5:21.0,,Defensive rebound by D. Lee,41,41
168,2,5:13.0,,I. Thomas makes 2-pt jump shot from 17 ft,41,43
169,2,5:12.0,Golden State full timeout,,41,43
170,2,5:12.0,Official timeout,,41,43
171,2,5:12.0,B. Rush enters the game for A. Iguodala,,41,43
172,2,4:59.0,S. Curry makes 3-pt jump shot from 24 ft (assist by S. Livingston),,44,43
173,2,4:47.0,,Personal foul by S. Curry (drawn by D. Lee),44,43
174,2,4:38.0,,Personal foul by A. Bogut (drawn by J. Sullinger),44,43
175,2,4:24.0,,I. Thomas misses 3-pt jump shot from 24 ft,44,43
176,2,4:22.0,,Offensive rebound by J. Sullinger,44,43
177,2,4:22.0,,J. Sullinger makes 2-pt layup at rim,44,45
178,2,4:13.0,S. Curry makes 3-pt jump shot from 29 ft,,47,45
179,2,4:01.0,Offensive charge foul by I. Thomas (drawn by A. Bogut),,47,45
180,2,4:01.0,,Turnover by I. Thomas (offensive foul),47,45
181,2,4:01.0,,A. Johnson enters the game for D. Lee,47,45
182,2,3:43.0,Shooting block foul by A. Johnson (drawn by D. Green),,47,45
183,2,3:43.0,D. Green misses free throw 1 of 2,,47,45
184,2,3:43.0,Offensive rebound by Team,,47,45
185,2,3:43.0,D. Green makes free throw 2 of 2,,48,45
186,2,3:29.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by A. Bradley),48,47
187,2,3:29.0,Loose ball foul by D. Green (drawn by A. Johnson),,48,47
188,2,3:29.0,A. Iguodala enters the game for S. Livingston,,48,47
189,2,3:29.0,,A. Johnson misses free throw 1 of 1,48,47
190,2,3:29.0,Defensive rebound by A. Bogut,,48,47
191,2,3:19.0,Turnover by A. Bogut (bad pass),,48,47
192,2,3:11.0,,Personal foul by A. Bogut (drawn by J. Sullinger),48,47
193,2,3:11.0,,J. Sullinger makes free throw 1 of 2,48,48
194,2,3:11.0,,J. Jerebko enters the game for A. Johnson,48,48
195,2,3:11.0,L. Barbosa enters the game for A. Bogut,,48,48
196,2,3:11.0,,J. Sullinger misses free throw 2 of 2,48,48
197,2,3:11.0,Defensive rebound by B. Rush,,48,48
198,2,2:55.0,Shooting block foul by J. Jerebko (drawn by D. Green),,48,48
199,2,2:55.0,,Boston full timeout,48,48
200,2,2:55.0,D. Green misses free throw 1 of 2,,48,48
201,2,2:55.0,Offensive rebound by Team,,48,48
202,2,2:55.0,D. Green makes free throw 2 of 2,,49,48
203,2,2:37.0,,J. Sullinger makes 2-pt hook shot from 6 ft,49,50
204,2,2:20.0,D. Green makes 2-pt jump shot from 6 ft,,51,50
205,2,2:20.0,Shooting foul by J. Sullinger (drawn by D. Green),,51,50
206,2,2:20.0,D. Green makes free throw 1 of 1,,52,50
207,2,2:07.0,,Shooting foul by L. Barbosa (drawn by J. Crowder),52,50
208,2,2:07.0,,J. Crowder misses free throw 1 of 2,52,50
209,2,2:07.0,,Offensive rebound by Team,52,50
210,2,2:07.0,,J. Crowder makes free throw 2 of 2,52,51
211,2,2:00.0,S. Curry misses 3-pt jump shot from 26 ft,,52,51
212,2,1:59.0,,Defensive rebound by J. Sullinger,52,51
213,2,1:45.0,,J. Sullinger misses 2-pt jump shot from 3 ft (block by D. Green),52,51
214,2,1:44.0,Defensive rebound by S. Curry,,52,51
215,2,1:41.0,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Curry),,54,51
216,2,1:35.0,,I. Thomas misses 2-pt layup from 2 ft (block by D. Green),54,51
217,2,1:34.0,Defensive rebound by Team,,54,51
218,2,1:32.0,Offensive foul by L. Barbosa (drawn by I. Thomas),,54,51
219,2,1:32.0,Turnover by L. Barbosa (offensive foul),,54,51
220,2,1:32.0,,K. Olynyk enters the game for J. Jerebko,54,51
221,2,1:32.0,F. Ezeli enters the game for B. Rush,,54,51
222,2,1:22.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Crowder),54,53
223,2,1:11.0,Shooting foul by A. Bradley (drawn by S. Curry),,54,53
224,2,1:11.0,S. Curry makes free throw 1 of 2,,55,53
225,2,1:11.0,S. Curry makes free throw 2 of 2,,56,53
226,2,0:50.0,,J. Sullinger misses 2-pt jump shot from 16 ft,56,53
227,2,0:49.0,Defensive rebound by A. Iguodala,,56,53
228,2,0:34.0,Shooting foul by J. Sullinger (drawn by F. Ezeli),,56,53
229,2,0:34.0,F. Ezeli misses free throw 1 of 2,,56,53
230,2,0:34.0,Offensive rebound by Team,,56,53
231,2,0:34.0,F. Ezeli makes free throw 2 of 2,,57,53
232,2,0:26.0,,I. Thomas misses 2-pt layup at rim,57,53
233,2,0:26.0,Defensive rebound by F. Ezeli,,57,53
234,2,0:08.0,S. Curry misses 3-pt jump shot from 26 ft,,57,53
235,2,0:05.0,Offensive rebound by F. Ezeli,,57,53
236,2,0:00.0,S. Curry misses 2-pt jump shot from 22 ft (block by K. Olynyk),,57,53
237,2,0:00.0,Offensive rebound by Team,,57,53
238,3,11:48.0,,J. Crowder misses 2-pt jump shot from 15 ft,57,53
239,3,11:47.0,Defensive rebound by I. Clark,,57,53
240,3,11:30.0,I. Clark makes 2-pt layup from 2 ft,,59,53
241,3,11:12.0,,A. Johnson misses 3-pt jump shot from 24 ft (block by D. Green),59,53
242,3,11:10.0,Defensive rebound by S. Curry,,59,53
243,3,10:56.0,A. Bogut makes 2-pt jump shot from 9 ft (assist by S. Curry),,61,53
244,3,10:56.0,,Boston full timeout,61,53
245,3,10:49.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),61,56
246,3,10:32.0,S. Curry makes 3-pt jump shot from 24 ft,,64,56
247,3,10:12.0,,I. Thomas misses 2-pt jump shot from 4 ft (block by A. Bogut),64,56
248,3,10:11.0,,Offensive rebound by I. Thomas,64,56
249,3,10:10.0,,I. Thomas makes 2-pt layup from 2 ft,64,58
250,3,9:55.0,I. Clark makes 2-pt layup from 2 ft (assist by D. Green),,66,58
251,3,9:45.0,,Turnover by J. Crowder (bad pass; steal by S. Curry),66,58
252,3,9:39.0,B. Rush makes 2-pt layup at rim (assist by S. Curry),,68,58
253,3,9:29.0,,A. Johnson makes 2-pt hook shot from 8 ft (assist by J. Crowder),68,60
254,3,9:14.0,Shooting foul by J. Sullinger (drawn by D. Green),,68,60
255,3,9:14.0,D. Green misses free throw 1 of 2,,68,60
256,3,9:14.0,Offensive rebound by Team,,68,60
257,3,9:14.0,,E. Turner enters the game for I. Thomas,68,60
258,3,9:14.0,D. Green makes free throw 2 of 2,,69,60
259,3,8:57.0,,E. Turner misses 2-pt jump shot from 15 ft,69,60
260,3,8:56.0,Defensive rebound by A. Bogut,,69,60
261,3,8:44.0,S. Curry misses 2-pt layup from 2 ft,,69,60
262,3,8:43.0,,Defensive rebound by J. Sullinger,69,60
263,3,8:38.0,,A. Bradley misses 3-pt jump shot from 26 ft,69,60
264,3,8:38.0,,Offensive rebound by Team,69,60
265,3,8:38.0,Personal foul by A. Johnson (drawn by D. Green),,69,60
266,3,8:38.0,,Personal foul by D. Green,69,60
267,3,8:23.0,,J. Sullinger misses 3-pt jump shot from 24 ft,69,60
268,3,8:23.0,Defensive rebound by B. Rush,,69,60
269,3,8:16.0,Turnover by D. Green (lost ball; steal by J. Crowder),,69,60
270,3,8:12.0,,J. Crowder makes 2-pt dunk at rim,69,62
271,3,8:01.0,Turnover by S. Curry (bad pass),,69,62
272,3,8:01.0,,I. Thomas enters the game for A. Johnson,69,62
273,3,7:38.0,,J. Crowder misses 2-pt jump shot from 19 ft,69,62
274,3,7:36.0,Defensive rebound by I. Clark,,69,62
275,3,7:24.0,I. Clark misses 3-pt jump shot from 23 ft,,69,62
276,3,7:22.0,,Defensive rebound by J. Sullinger,69,62
277,3,7:14.0,,J. Sullinger misses 2-pt jump shot from 4 ft,69,62
278,3,7:13.0,Defensive rebound by S. Curry,,69,62
279,3,6:56.0,A. Bogut misses 2-pt jump shot from 9 ft,,69,62
280,3,6:55.0,,Defensive rebound by J. Sullinger,69,62
281,3,6:47.0,,Turnover by J. Sullinger (traveling),69,62
282,3,6:42.0,Personal foul by A. Bradley (drawn by S. Curry),,69,62
283,3,6:32.0,S. Curry misses 2-pt jump shot from 21 ft,,69,62
284,3,6:31.0,,Defensive rebound by I. Thomas,69,62
285,3,6:24.0,,A. Bradley misses 3-pt jump shot from 22 ft,69,62
286,3,6:23.0,Defensive rebound by A. Bogut,,69,62
287,3,6:15.0,I. Clark makes 2-pt layup from 1 ft (assist by D. Green),,71,62
288,3,6:06.0,,I. Thomas misses 2-pt jump shot from 7 ft,71,62
289,3,6:05.0,Defensive rebound by A. Bogut,,71,62
290,3,6:00.0,A. Iguodala enters the game for B. Rush,,71,62
291,3,6:00.0,,K. Olynyk enters the game for J. Sullinger,71,62
292,3,5:52.0,Turnover by I. Clark (bad pass; steal by K. Olynyk),,71,62
293,3,5:47.0,,J. Crowder misses 2-pt layup at rim,71,62
294,3,5:46.0,Defensive rebound by A. Bogut,,71,62
295,3,5:35.0,Turnover by S. Curry (lost ball; steal by A. Bradley),,71,62
296,3,5:35.0,,Personal foul by S. Curry (drawn by A. Bradley),71,62
297,3,5:35.0,F. Ezeli enters the game for A. Bogut,,71,62
298,3,5:29.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by I. Thomas),71,65
299,3,5:09.0,Turnover by S. Curry (bad pass; steal by K. Olynyk),,71,65
300,3,5:04.0,,A. Bradley misses 2-pt layup at rim (block by D. Green),71,65
301,3,5:03.0,Defensive rebound by D. Green,,71,65
302,3,4:53.0,D. Green makes 2-pt layup at rim,,73,65
303,3,4:40.0,,I. Thomas misses 3-pt jump shot from 23 ft,73,65
304,3,4:39.0,Defensive rebound by S. Curry,,73,65
305,3,4:35.0,Shooting foul by A. Bradley (drawn by F. Ezeli),,73,65
306,3,4:35.0,F. Ezeli misses free throw 1 of 2,,73,65
307,3,4:35.0,Offensive rebound by Team,,73,65
308,3,4:35.0,,J. Young enters the game for A. Bradley,73,65
309,3,4:35.0,F. Ezeli makes free throw 2 of 2,,74,65
310,3,4:24.0,,J. Crowder misses 2-pt jump shot from 18 ft,74,65
311,3,4:22.0,,Offensive rebound by K. Olynyk,74,65
312,3,4:20.0,,K. Olynyk misses 2-pt layup from 1 ft,74,65
313,3,4:19.0,Defensive rebound by F. Ezeli,,74,65
314,3,4:12.0,D. Green misses 3-pt jump shot from 26 ft,,74,65
315,3,4:11.0,Offensive rebound by F. Ezeli,,74,65
316,3,3:54.0,F. Ezeli misses 2-pt layup from 1 ft,,74,65
317,3,3:53.0,,Defensive rebound by E. Turner,74,65
318,3,3:48.0,,I. Thomas misses 3-pt jump shot from 25 ft,74,65
319,3,3:46.0,Defensive rebound by S. Curry,,74,65
320,3,3:42.0,Shooting foul by J. Crowder (drawn by S. Curry),,74,65
321,3,3:42.0,S. Curry makes free throw 1 of 2,,75,65
322,3,3:42.0,J. McAdoo enters the game for F. Ezeli,,75,65
323,3,3:42.0,S. Curry makes free throw 2 of 2,,76,65
324,3,3:24.0,,K. Olynyk misses 3-pt jump shot from 24 ft,76,65
325,3,3:22.0,,Offensive rebound by J. Crowder,76,65
326,3,3:21.0,,Shooting foul by S. Curry (drawn by J. Crowder),76,65
327,3,3:21.0,,J. Crowder misses free throw 1 of 2,76,65
328,3,3:21.0,,Offensive rebound by Team,76,65
329,3,3:21.0,S. Livingston enters the game for S. Curry,,76,65
330,3,3:21.0,,J. Crowder makes free throw 2 of 2,76,66
331,3,3:03.0,D. Green misses 3-pt jump shot from 24 ft,,76,66
332,3,3:02.0,,Defensive rebound by J. Young,76,66
333,3,2:55.0,,Turnover by J. Young (traveling),76,66
334,3,2:55.0,Golden State full timeout,,76,66
335,3,2:40.0,Turnover by D. Green (lost ball),,76,66
336,3,2:16.0,,K. Olynyk misses 2-pt jump shot from 18 ft,76,66
337,3,2:15.0,,Offensive rebound by J. Young,76,66
338,3,2:12.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Young),76,69
339,3,1:51.0,I. Clark misses 2-pt jump shot from 11 ft,,76,69
340,3,1:50.0,Offensive rebound by I. Clark,,76,69
341,3,1:49.0,I. Clark misses 2-pt jump shot from 8 ft,,76,69
342,3,1:48.0,Offensive rebound by J. McAdoo,,76,69
343,3,1:47.0,J. McAdoo makes 2-pt layup at rim,,78,69
344,3,1:36.0,,Shooting foul by J. McAdoo (drawn by K. Olynyk),78,69
345,3,1:36.0,,K. Olynyk makes free throw 1 of 2,78,70
346,3,1:36.0,L. Barbosa enters the game for I. Clark,,78,70
347,3,1:36.0,,K. Olynyk makes free throw 2 of 2,78,71
348,3,1:17.0,D. Green makes 2-pt jump shot from 11 ft (assist by L. Barbosa),,80,71
349,3,1:04.0,,K. Olynyk makes 2-pt layup at rim,80,73
350,3,0:47.0,J. McAdoo makes 2-pt layup from 1 ft (assist by A. Iguodala),,82,73
351,3,0:32.0,,I. Thomas makes 2-pt jump shot from 18 ft,82,75
352,3,0:09.0,J. McAdoo misses 2-pt jump shot from 7 ft,,82,75
353,3,0:08.0,,Defensive rebound by J. Young,82,75
354,3,0:01.0,,J. Crowder misses 3-pt jump shot from 25 ft,82,75
355,3,0:00.0,,Offensive rebound by E. Turner,82,75
356,4,11:41.0,L. Barbosa misses 2-pt jump shot from 18 ft,,82,75
357,4,11:40.0,,Defensive rebound by E. Turner,82,75
358,4,11:28.0,,A. Bradley misses 2-pt jump shot from 17 ft,82,75
359,4,11:26.0,Defensive rebound by J. McAdoo,,82,75
360,4,11:19.0,S. Livingston misses 2-pt jump shot from 13 ft,,82,75
361,4,11:18.0,,Defensive rebound by J. Young,82,75
362,4,11:05.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by D. Lee),82,78
363,4,10:42.0,J. McAdoo misses 2-pt jump shot from 9 ft,,82,78
364,4,10:41.0,,Defensive rebound by Team,82,78
365,4,10:41.0,Loose ball foul by J. McAdoo (drawn by D. Lee),,82,78
366,4,10:29.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by K. Olynyk),82,80
367,4,10:17.0,A. Iguodala misses 3-pt jump shot from 25 ft,,82,80
368,4,10:16.0,,Defensive rebound by K. Olynyk,82,80
369,4,10:16.0,,Personal foul by A. Iguodala (drawn by K. Olynyk),82,80
370,4,10:16.0,M. Speights enters the game for J. McAdoo,,82,80
371,4,10:03.0,,D. Lee makes 2-pt layup at rim (assist by J. Young),82,82
372,4,9:48.0,M. Speights misses 2-pt jump shot from 18 ft,,82,82
373,4,9:47.0,Offensive rebound by S. Livingston,,82,82
374,4,9:33.0,Shooting foul by D. Lee (drawn by F. Ezeli),,82,82
375,4,9:33.0,F. Ezeli makes free throw 1 of 2,,83,82
376,4,9:33.0,F. Ezeli misses free throw 2 of 2,,83,82
377,4,9:33.0,,Defensive rebound by D. Lee,83,82
378,4,9:21.0,,D. Lee makes 2-pt layup at rim (assist by E. Turner),83,84
379,4,9:08.0,Personal foul by A. Bradley (drawn by L. Barbosa),,83,84
380,4,9:08.0,,I. Thomas enters the game for A. Bradley,83,84
381,4,8:59.0,A. Iguodala misses 2-pt jump shot from 20 ft,,83,84
382,4,8:58.0,,Defensive rebound by E. Turner,83,84
383,4,8:53.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),83,86
384,4,8:53.0,Golden State full timeout,,83,86
385,4,8:53.0,D. Green enters the game for L. Barbosa,,83,86
386,4,8:53.0,S. Curry enters the game for M. Speights,,83,86
