,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
185,2,1:42.0,R. Stuckey misses 3-pt jump shot from 25 ft,,37,42
186,2,1:41.0,Offensive rebound by I. Mahinmi,,37,42
187,2,1:35.0,Shooting foul by D. McDermott (drawn by R. Stuckey),,37,42
188,2,1:35.0,,Chicago full timeout,37,42
189,2,1:35.0,,T. Snell enters the game for D. McDermott,37,42
190,2,1:35.0,R. Stuckey misses free throw 1 of 2,,37,42
191,2,1:35.0,Offensive rebound by Team,,37,42
192,2,1:35.0,R. Stuckey makes free throw 2 of 2,,38,42
193,2,1:20.0,,T. Snell misses 3-pt jump shot from 24 ft,38,42
194,2,1:19.0,Defensive rebound by I. Mahinmi,,38,42
195,2,1:14.0,R. Stuckey misses 2-pt layup from 1 ft (block by T. Snell),,38,42
196,2,1:12.0,,Defensive rebound by P. Gasol,38,42
197,2,1:05.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by J. Butler),38,45
198,2,0:43.0,P. George misses 2-pt jump shot from 16 ft,,38,45
199,2,0:42.0,,Defensive rebound by J. Butler,38,45
200,2,0:33.0,,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),38,47
201,2,0:17.0,I. Mahinmi makes 2-pt hook shot from 9 ft (assist by G. Hill),,40,47
202,2,0:05.0,,A. Brooks makes 3-pt jump shot from 24 ft,40,50
203,2,0:00.0,G. Hill misses 3-pt jump shot from 24 ft,,40,50
204,2,0:00.0,Offensive rebound by Team,,40,50
205,3,11:37.0,,J. Butler makes 2-pt jump shot from 20 ft,40,52
206,3,11:17.0,I. Mahinmi misses 2-pt jump shot from 21 ft,,40,52
207,3,11:16.0,,Defensive rebound by T. Gibson,40,52
208,3,11:01.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by T. Gibson),40,54
209,3,10:39.0,P. George misses 3-pt jump shot from 24 ft,,40,54
210,3,10:37.0,,Defensive rebound by P. Gasol,40,54
211,3,10:25.0,,N. Mirotić misses 2-pt jump shot from 8 ft,40,54
212,3,10:24.0,Defensive rebound by L. Allen,,40,54
213,3,10:21.0,Turnover by M. Ellis (traveling),,40,54
214,3,10:04.0,,Turnover by N. Mirotić (lost ball; steal by G. Hill),40,54
215,3,10:04.0,Personal foul by T. Gibson (drawn by G. Hill),,40,54
216,3,9:48.0,P. George makes 2-pt jump shot from 3 ft,,42,54
217,3,9:48.0,Shooting foul by J. Butler (drawn by P. George),,42,54
218,3,9:48.0,P. George makes free throw 1 of 1,,43,54
219,3,9:37.0,,Personal foul by I. Mahinmi (drawn by P. Gasol),43,54
220,3,9:24.0,,P. Gasol misses 2-pt jump shot from 13 ft,43,54
221,3,9:23.0,Defensive rebound by L. Allen,,43,54
222,3,9:07.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,45,54
223,3,9:07.0,Shooting foul by K. Hinrich (drawn by I. Mahinmi),,45,54
224,3,9:07.0,I. Mahinmi makes free throw 1 of 1,,46,54
225,3,8:46.0,,T. Gibson misses 2-pt jump shot from 14 ft,46,54
226,3,8:45.0,Defensive rebound by P. George,,46,54
227,3,8:42.0,Turnover by P. George (lost ball; steal by T. Gibson),,46,54
228,3,8:30.0,,Turnover by K. Hinrich (bad pass; steal by P. George),46,54
229,3,8:27.0,Personal foul by T. Gibson (drawn by P. George),,46,54
230,3,8:27.0,,B. Portis enters the game for T. Gibson,46,54
231,3,8:21.0,Turnover by I. Mahinmi (bad pass),,46,54
232,3,8:12.0,,Shooting foul by P. George (drawn by J. Butler),46,54
233,3,8:12.0,,J. Butler makes free throw 1 of 2,46,55
234,3,8:12.0,,J. Butler makes free throw 2 of 2,46,56
235,3,8:00.0,M. Ellis misses 2-pt jump shot from 18 ft,,46,56
236,3,7:59.0,Offensive rebound by I. Mahinmi,,46,56
237,3,7:56.0,P. George misses 3-pt jump shot from 24 ft,,46,56
238,3,7:55.0,Offensive rebound by L. Allen,,46,56
239,3,7:52.0,G. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),,49,56
240,3,7:35.0,,K. Hinrich misses 3-pt jump shot from 24 ft,49,56
241,3,7:35.0,Defensive rebound by Team,,49,56
242,3,7:19.0,M. Ellis misses 2-pt jump shot from 12 ft (block by N. Mirotić),,49,56
243,3,7:17.0,Offensive rebound by G. Hill,,49,56
244,3,7:10.0,G. Hill misses 2-pt jump shot from 1 ft,,49,56
245,3,7:09.0,Offensive rebound by G. Hill,,49,56
246,3,7:09.0,G. Hill makes 2-pt layup from 1 ft,,51,56
247,3,7:08.0,,Chicago full timeout,51,56
248,3,7:08.0,,A. Brooks enters the game for K. Hinrich,51,56
249,3,6:55.0,,J. Butler misses 2-pt jump shot from 19 ft,51,56
250,3,6:54.0,Defensive rebound by L. Allen,,51,56
251,3,6:47.0,G. Hill misses 2-pt layup from 1 ft (block by P. Gasol),,51,56
252,3,6:45.0,,Defensive rebound by P. Gasol,51,56
253,3,6:38.0,,B. Portis makes 2-pt hook shot from 8 ft (assist by A. Brooks),51,58
254,3,6:21.0,G. Hill makes 2-pt layup from 1 ft (assist by P. George),,53,58
255,3,5:57.0,,P. Gasol misses 2-pt jump shot from 16 ft,53,58
256,3,5:56.0,Defensive rebound by P. George,,53,58
257,3,5:36.0,M. Ellis misses 2-pt jump shot from 20 ft,,53,58
258,3,5:35.0,Offensive rebound by I. Mahinmi,,53,58
259,3,5:25.0,P. George misses 3-pt jump shot from 25 ft,,53,58
260,3,5:24.0,,Defensive rebound by J. Butler,53,58
261,3,5:12.0,,A. Brooks misses 3-pt jump shot from 25 ft,53,58
262,3,5:11.0,Defensive rebound by Team,,53,58
263,3,4:55.0,M. Ellis makes 2-pt layup from 2 ft,,55,58
264,3,4:37.0,,Turnover by B. Portis (bad pass),55,58
265,3,4:37.0,,T. Snell enters the game for N. Mirotić,55,58
266,3,4:20.0,M. Ellis misses 2-pt jump shot from 12 ft,,55,58
267,3,4:19.0,Offensive rebound by G. Hill,,55,58
268,3,4:12.0,P. George misses 3-pt jump shot from 24 ft,,55,58
269,3,4:11.0,Offensive rebound by L. Allen,,55,58
270,3,4:11.0,L. Allen makes 2-pt layup at rim,,57,58
271,3,4:11.0,,Chicago full timeout,57,58
272,3,4:11.0,R. Stuckey enters the game for G. Hill,,57,58
273,3,4:02.0,,Turnover by B. Portis (bad pass; steal by R. Stuckey),57,58
274,3,3:57.0,R. Stuckey makes 2-pt layup from 1 ft,,59,58
275,3,3:45.0,,Shooting foul by P. George (drawn by J. Butler),59,58
276,3,3:45.0,,J. Butler makes free throw 1 of 2,59,59
277,3,3:45.0,,J. Butler makes free throw 2 of 2,59,60
278,3,3:30.0,M. Ellis misses 2-pt layup from 1 ft,,59,60
279,3,3:29.0,,Defensive rebound by B. Portis,59,60
280,3,3:17.0,,Turnover by T. Snell (bad pass; steal by M. Ellis),59,60
281,3,3:17.0,Personal foul by P. Gasol (drawn by M. Ellis),,59,60
282,3,3:17.0,M. Ellis makes free throw 1 of 2,,60,60
283,3,3:17.0,M. Ellis makes free throw 2 of 2,,61,60
284,3,3:02.0,,J. Butler misses 3-pt jump shot from 24 ft,61,60
285,3,3:01.0,Defensive rebound by M. Ellis,,61,60
286,3,2:55.0,M. Ellis misses 2-pt layup from 2 ft,,61,60
287,3,2:54.0,,Defensive rebound by P. Gasol,61,60
288,3,2:51.0,Indiana full timeout,,61,60
289,3,2:51.0,,T. Gibson enters the game for P. Gasol,61,60
290,3,2:51.0,S. Hill enters the game for L. Allen,,61,60
291,3,2:46.0,,Turnover by A. Brooks (bad pass),61,60
292,3,2:44.0,Indiana full timeout,,61,60
293,3,2:44.0,M. Turner enters the game for I. Mahinmi,,61,60
294,3,2:23.0,M. Ellis misses 3-pt jump shot from 24 ft,,61,60
295,3,2:21.0,,Defensive rebound by T. Snell,61,60
296,3,2:10.0,,A. Brooks misses 2-pt layup from 1 ft,61,60
297,3,2:09.0,Defensive rebound by P. George,,61,60
298,3,2:01.0,P. George misses 2-pt jump shot from 14 ft,,61,60
299,3,2:00.0,,Defensive rebound by T. Gibson,61,60
300,3,1:49.0,,Turnover by B. Portis (lost ball; steal by P. George),61,60
301,3,1:46.0,Personal foul by J. Butler (drawn by P. George),,61,60
302,3,1:46.0,P. George makes free throw 1 of 2,,62,60
303,3,1:46.0,P. George misses free throw 2 of 2,,62,60
304,3,1:44.0,,Defensive rebound by T. Gibson,62,60
305,3,1:27.0,,J. Butler makes 2-pt layup from 2 ft,62,62
306,3,1:01.0,Turnover by Team (shot clock),,62,62
307,3,0:39.0,,T. Gibson misses 2-pt layup from 2 ft,62,62
308,3,0:38.0,,Offensive rebound by B. Portis,62,62
309,3,0:38.0,,B. Portis makes 2-pt layup from 1 ft,62,64
310,3,0:24.0,M. Ellis misses 2-pt layup from 2 ft,,62,64
311,3,0:23.0,,Defensive rebound by T. Gibson,62,64
312,3,0:00.0,Violation by M. Turner (def goaltending),,62,64
313,3,0:00.0,,A. Brooks makes 2-pt jump shot from 4 ft,62,66
314,4,11:47.0,Shooting foul by D. McDermott (drawn by M. Turner),,62,66
315,4,11:47.0,M. Turner misses free throw 1 of 2,,62,66
316,4,11:47.0,Offensive rebound by Team,,62,66
317,4,11:47.0,M. Turner makes free throw 2 of 2,,63,66
318,4,11:30.0,,Turnover by A. Brooks (bad pass; steal by G. Hill),63,66
319,4,11:26.0,Personal foul by A. Brooks (drawn by M. Turner),,63,66
320,4,11:14.0,C. Budinger misses 2-pt jump shot from 4 ft,,63,66
321,4,11:13.0,,Defensive rebound by D. McDermott,63,66
322,4,11:05.0,,T. Snell misses 3-pt jump shot from 25 ft,63,66
323,4,11:04.0,,Offensive rebound by Team,63,66
324,4,11:03.0,,Shooting foul by C. Budinger (drawn by D. McDermott),63,66
325,4,11:03.0,,D. McDermott makes free throw 1 of 2,63,67
326,4,11:03.0,,D. McDermott misses free throw 2 of 2,63,67
327,4,11:01.0,Defensive rebound by R. Stuckey,,63,67
328,4,10:42.0,S. Hill makes 2-pt layup from 1 ft,,65,67
329,4,10:19.0,,D. McDermott misses 2-pt jump shot from 4 ft,65,67
330,4,10:18.0,,Offensive rebound by T. Snell,65,67
331,4,10:12.0,,T. Snell misses 2-pt jump shot from 4 ft (block by R. Stuckey),65,67
332,4,10:12.0,,Offensive rebound by Team,65,67
333,4,10:09.0,,T. Snell misses 2-pt layup from 3 ft (block by S. Hill),65,67
334,4,10:06.0,,Offensive rebound by T. Gibson,65,67
335,4,10:02.0,,A. Brooks makes 2-pt layup from 2 ft,65,69
336,4,9:44.0,M. Turner misses 2-pt jump shot from 20 ft (block by B. Portis),,65,69
337,4,9:42.0,,Defensive rebound by T. Snell,65,69
338,4,9:32.0,,B. Portis misses 2-pt jump shot from 19 ft,65,69
339,4,9:31.0,Defensive rebound by M. Turner,,65,69
340,4,9:25.0,G. Hill makes 2-pt layup from 1 ft (assist by S. Hill),,67,69
341,4,9:25.0,Shooting foul by A. Brooks (drawn by G. Hill),,67,69
342,4,9:25.0,L. Allen enters the game for M. Turner,,67,69
343,4,9:25.0,G. Hill makes free throw 1 of 1,,68,69
344,4,9:08.0,,D. McDermott misses 2-pt layup from 2 ft,68,69
345,4,9:07.0,,Offensive rebound by T. Gibson,68,69
346,4,9:07.0,,T. Gibson makes 2-pt layup from 1 ft,68,71
347,4,8:59.0,Shooting foul by T. Snell (drawn by R. Stuckey),,68,71
348,4,8:59.0,Indiana full timeout,,68,71
349,4,8:59.0,R. Stuckey makes free throw 1 of 2,,69,71
350,4,8:59.0,R. Stuckey makes free throw 2 of 2,,70,71
351,4,8:36.0,,A. Brooks misses 3-pt jump shot from 25 ft,70,71
352,4,8:36.0,,Offensive rebound by Team,70,71
353,4,8:36.0,Loose ball foul by S. Hill (drawn by B. Portis),,70,71
354,4,8:30.0,,A. Brooks makes 2-pt jump shot from 7 ft,70,73
355,4,8:16.0,C. Budinger misses 2-pt jump shot from 8 ft,,70,73
356,4,8:15.0,,Defensive rebound by B. Portis,70,73
357,4,8:02.0,,B. Portis makes 2-pt dunk at rim (assist by A. Brooks),70,75
358,4,8:01.0,Indiana full timeout,,70,75
359,4,8:01.0,,J. Butler enters the game for T. Snell,70,75
360,4,8:01.0,M. Turner enters the game for S. Hill,,70,75
361,4,8:01.0,P. George enters the game for C. Budinger,,70,75
362,4,7:48.0,G. Hill makes 2-pt jump shot from 19 ft,,72,75
363,4,7:29.0,,J. Butler misses 2-pt jump shot from 5 ft,72,75
364,4,7:29.0,Defensive rebound by M. Turner,,72,75
365,4,7:29.0,Personal foul by B. Portis (drawn by M. Turner),,72,75
366,4,7:29.0,M. Turner makes free throw 1 of 2,,73,75
367,4,7:29.0,M. Turner makes free throw 2 of 2,,74,75
368,4,7:11.0,,J. Butler misses 3-pt jump shot from 24 ft,74,75
369,4,7:10.0,Defensive rebound by L. Allen,,74,75
370,4,6:55.0,P. George makes 3-pt jump shot from 25 ft,,77,75
371,4,6:40.0,,Turnover by A. Brooks (bad pass; steal by G. Hill),77,75
372,4,6:23.0,Turnover by P. George (bad pass),,77,75
373,4,6:23.0,,P. Gasol enters the game for T. Gibson,77,75
374,4,6:12.0,,A. Brooks misses 2-pt layup from 2 ft (block by M. Turner),77,75
375,4,6:10.0,Defensive rebound by L. Allen,,77,75
376,4,6:06.0,R. Stuckey makes 2-pt layup from 1 ft (assist by P. George),,79,75
377,4,6:06.0,,Chicago full timeout,79,75
378,4,6:06.0,M. Ellis enters the game for G. Hill,,79,75
379,4,5:40.0,,P. Gasol misses 2-pt jump shot from 11 ft,79,75
380,4,5:39.0,Defensive rebound by P. George,,79,75
381,4,5:18.0,M. Ellis misses 2-pt jump shot from 4 ft,,79,75
382,4,5:17.0,,Defensive rebound by Team,79,75
383,4,5:17.0,,T. Gibson enters the game for B. Portis,79,75
384,4,4:58.0,,Turnover by P. Gasol (lost ball; steal by P. George),79,75
385,4,4:53.0,P. George makes 3-pt jump shot from 26 ft,,82,75
386,4,4:33.0,,Turnover by J. Butler (bad pass; steal by M. Ellis),82,75
387,4,4:27.0,R. Stuckey misses 2-pt jump shot from 18 ft,,82,75
388,4,4:26.0,,Defensive rebound by T. Gibson,82,75
389,4,4:18.0,,A. Brooks misses 2-pt layup from 1 ft (block by M. Turner),82,75
390,4,4:15.0,,Offensive rebound by T. Gibson,82,75
391,4,4:11.0,,J. Butler makes 2-pt layup from 2 ft (assist by D. McDermott),82,77
392,4,4:11.0,,Shooting foul by M. Turner (drawn by J. Butler),82,77
393,4,4:11.0,,J. Butler makes free throw 1 of 1,82,78
394,4,3:51.0,P. George misses 2-pt jump shot from 19 ft,,82,78
