,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
175,2,6:41.0,,Offensive rebound by V. Oladipo,34,32
176,2,6:36.0,,T. Harris misses 3-pt jump shot from 23 ft,34,32
177,2,6:36.0,Defensive rebound by Team,,34,32
178,2,6:36.0,,Loose ball foul by A. Nicholson (drawn by B. McLemore),34,32
179,2,6:36.0,B. McLemore makes free throw 1 of 2,,35,32
180,2,6:36.0,O. Casspi enters the game for W. Cauley-Stein,,35,32
181,2,6:36.0,B. McLemore makes free throw 2 of 2,,36,32
182,2,6:19.0,,E. Payton misses 2-pt layup from 2 ft,36,32
183,2,6:16.0,,Offensive rebound by E. Payton,36,32
184,2,6:11.0,,V. Oladipo misses 3-pt jump shot from 30 ft,36,32
185,2,6:09.0,Defensive rebound by D. Cousins,,36,32
186,2,6:01.0,M. Belinelli misses 3-pt jump shot from 24 ft,,36,32
187,2,6:00.0,Offensive rebound by B. McLemore,,36,32
188,2,5:51.0,O. Casspi makes 2-pt layup from 1 ft (assist by M. Belinelli),,38,32
189,2,5:30.0,Violation by B. McLemore (kicked ball),,38,32
190,2,5:30.0,,Orlando full timeout,38,32
191,2,5:21.0,,V. Oladipo misses 2-pt jump shot from 19 ft,38,32
192,2,5:20.0,Defensive rebound by D. Cousins,,38,32
193,2,5:08.0,Shooting foul by N. Vučević (drawn by D. Cousins),,38,32
194,2,5:08.0,D. Cousins makes free throw 1 of 2,,39,32
195,2,5:08.0,R. Rondo enters the game for M. Belinelli,,39,32
196,2,5:08.0,D. Cousins makes free throw 2 of 2,,40,32
197,2,4:47.0,,T. Harris misses 2-pt jump shot from 8 ft,40,32
198,2,4:45.0,Defensive rebound by O. Casspi,,40,32
199,2,4:28.0,D. Cousins misses 2-pt jump shot from 14 ft,,40,32
200,2,4:27.0,,Defensive rebound by T. Harris,40,32
201,2,4:19.0,,N. Vučević misses 2-pt jump shot from 17 ft,40,32
202,2,4:18.0,,Offensive rebound by A. Nicholson,40,32
203,2,4:16.0,,A. Nicholson makes 2-pt hook shot from 2 ft,40,34
204,2,4:08.0,D. Collison misses 2-pt layup from 1 ft,,40,34
205,2,4:06.0,Offensive rebound by O. Casspi,,40,34
206,2,4:00.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),,43,34
207,2,3:45.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by A. Nicholson),43,37
208,2,3:35.0,D. Cousins makes 2-pt jump shot at rim (assist by R. Rondo),,45,37
209,2,3:11.0,,A. Nicholson misses 2-pt hook shot from 3 ft,45,37
210,2,3:09.0,,Offensive rebound by N. Vučević,45,37
211,2,3:09.0,,N. Vučević makes 2-pt jump shot from 1 ft,45,39
212,2,2:48.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by D. Cousins),,48,39
213,2,2:28.0,,E. Payton misses 2-pt layup from 2 ft (block by D. Cousins),48,39
214,2,2:27.0,,Offensive rebound by V. Oladipo,48,39
215,2,2:26.0,,Personal foul by B. McLemore (drawn by V. Oladipo),48,39
216,2,2:26.0,Sacramento full timeout,,48,39
217,2,2:26.0,,A. Gordon enters the game for N. Vučević,48,39
218,2,2:26.0,,J. Smith enters the game for A. Nicholson,48,39
219,2,2:26.0,K. Koufos enters the game for O. Casspi,,48,39
220,2,2:26.0,,V. Oladipo misses free throw 1 of 2,48,39
221,2,2:26.0,,Offensive rebound by Team,48,39
222,2,2:26.0,,V. Oladipo makes free throw 2 of 2,48,40
223,2,2:08.0,B. McLemore misses 2-pt jump shot from 4 ft,,48,40
224,2,2:07.0,,Defensive rebound by A. Gordon,48,40
225,2,1:55.0,,T. Harris makes 2-pt jump shot from 4 ft (assist by A. Gordon),48,42
226,2,1:46.0,Shooting foul by J. Smith (drawn by D. Cousins),,48,42
227,2,1:46.0,D. Cousins makes free throw 1 of 3,,49,42
228,2,1:46.0,D. Cousins makes free throw 2 of 3,,50,42
229,2,1:46.0,M. Belinelli enters the game for D. Collison,,50,42
230,2,1:46.0,,D. Dedmon enters the game for J. Smith,50,42
231,2,1:46.0,,S. Napier enters the game for V. Oladipo,50,42
232,2,1:46.0,D. Cousins makes free throw 3 of 3,,51,42
233,2,1:25.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by T. Harris),51,45
234,2,1:07.0,D. Cousins makes 2-pt layup from 1 ft,,53,45
235,2,0:46.0,,Turnover by T. Harris (bad pass),53,45
236,2,0:33.0,,Offensive charge foul by B. McLemore (drawn by D. Dedmon),53,45
237,2,0:33.0,Turnover by B. McLemore (offensive foul),,53,45
238,2,0:33.0,D. Collison enters the game for B. McLemore,,53,45
239,2,0:28.0,Violation by K. Koufos (kicked ball),,53,45
240,2,0:20.0,,A. Gordon makes 2-pt jump shot from 15 ft,53,47
241,2,0:02.0,R. Rondo misses 2-pt layup from 1 ft (block by D. Dedmon),,53,47
242,2,0:02.0,Offensive rebound by Team,,53,47
243,2,0:02.0,Sacramento full timeout,,53,47
244,2,0:01.0,D. Cousins misses 2-pt jump shot from 15 ft,,53,47
245,2,0:00.0,,Defensive rebound by S. Napier,53,47
246,3,11:44.0,D. Collison misses 2-pt jump shot from 15 ft,,53,47
247,3,11:42.0,Offensive rebound by Team,,53,47
248,3,11:32.0,Turnover by B. McLemore (lost ball; steal by T. Harris),,53,47
249,3,11:15.0,,T. Harris misses 2-pt jump shot from 17 ft,53,47
250,3,11:14.0,,Offensive rebound by N. Vučević,53,47
251,3,11:12.0,,N. Vučević misses 2-pt layup at rim (block by W. Cauley-Stein),53,47
252,3,11:10.0,,Offensive rebound by N. Vučević,53,47
253,3,11:07.0,,E. Payton misses 2-pt layup from 1 ft,53,47
254,3,11:02.0,Defensive rebound by D. Collison,,53,47
255,3,10:49.0,Turnover by D. Collison (lost ball),,53,47
256,3,10:36.0,,E. Fournier misses 2-pt jump shot from 18 ft,53,47
257,3,10:35.0,Defensive rebound by R. Rondo,,53,47
258,3,10:26.0,D. Cousins misses 2-pt jump shot from 9 ft,,53,47
259,3,10:25.0,,Defensive rebound by E. Fournier,53,47
260,3,10:05.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by V. Oladipo),53,49
261,3,9:55.0,Personal foul by E. Fournier (drawn by B. McLemore),,53,49
262,3,9:39.0,B. McLemore misses 3-pt jump shot from 28 ft,,53,49
263,3,9:38.0,,Defensive rebound by T. Harris,53,49
264,3,9:27.0,,E. Payton makes 2-pt jump shot from 12 ft (assist by T. Harris),53,51
265,3,9:07.0,B. McLemore misses 2-pt layup from 2 ft,,53,51
266,3,9:05.0,,Defensive rebound by N. Vučević,53,51
267,3,8:58.0,,Turnover by E. Payton (bad pass),53,51
268,3,8:48.0,Personal foul by E. Fournier (drawn by W. Cauley-Stein),,53,51
269,3,8:41.0,D. Collison misses 3-pt jump shot from 26 ft,,53,51
270,3,8:39.0,,Defensive rebound by T. Harris,53,51
271,3,8:31.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by V. Oladipo),53,54
272,3,8:10.0,D. Cousins makes 2-pt layup at rim,,55,54
273,3,8:00.0,,Orlando full timeout,55,54
274,3,7:50.0,,Shooting foul by W. Cauley-Stein (drawn by T. Harris),55,54
275,3,7:50.0,,T. Harris makes 2-pt hook shot from 4 ft (assist by E. Payton),55,56
276,3,7:50.0,,T. Harris makes free throw 1 of 1,55,57
277,3,7:25.0,B. McLemore makes 2-pt jump shot from 15 ft (assist by D. Cousins),,57,57
278,3,7:06.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by N. Vučević),57,60
279,3,6:42.0,Turnover by B. McLemore (bad pass),,57,60
280,3,6:42.0,O. Casspi enters the game for W. Cauley-Stein,,57,60
281,3,6:30.0,,N. Vučević misses 2-pt jump shot from 20 ft,57,60
282,3,6:29.0,Defensive rebound by O. Casspi,,57,60
283,3,6:20.0,Shooting foul by E. Payton (drawn by D. Cousins),,57,60
284,3,6:20.0,D. Cousins makes free throw 1 of 2,,58,60
285,3,6:20.0,D. Cousins makes free throw 2 of 2,,59,60
286,3,6:00.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by N. Vučević),59,63
287,3,5:38.0,Turnover by D. Cousins (lost ball; steal by E. Fournier),,59,63
288,3,5:38.0,,Personal take foul by O. Casspi (drawn by E. Fournier),59,63
289,3,5:38.0,M. Belinelli enters the game for B. McLemore,,59,63
290,3,5:20.0,,E. Payton misses 3-pt jump shot from 23 ft,59,63
291,3,5:19.0,Defensive rebound by D. Cousins,,59,63
292,3,5:14.0,O. Casspi makes 2-pt layup from 1 ft (assist by R. Rondo),,61,63
293,3,5:03.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),61,65
294,3,4:57.0,D. Cousins makes 2-pt layup from 1 ft (assist by D. Collison),,63,65
295,3,4:57.0,Shooting foul by N. Vučević (drawn by D. Cousins),,63,65
296,3,4:57.0,D. Cousins makes free throw 1 of 1,,64,65
297,3,4:44.0,,Personal foul by D. Cousins (drawn by E. Fournier),64,65
298,3,4:39.0,,Turnover by E. Payton (bad pass; steal by D. Cousins),64,65
299,3,4:34.0,M. Belinelli makes 2-pt layup at rim (assist by O. Casspi),,66,65
300,3,4:11.0,,V. Oladipo misses 3-pt jump shot from 25 ft,66,65
301,3,4:10.0,,Offensive rebound by N. Vučević,66,65
302,3,4:08.0,,Turnover by T. Harris (lost ball; steal by D. Cousins),66,65
303,3,4:07.0,Personal foul by V. Oladipo (drawn by D. Collison),,66,65
304,3,4:07.0,D. Collison makes free throw 1 of 2,,67,65
305,3,4:07.0,D. Collison makes free throw 2 of 2,,68,65
306,3,3:55.0,,Turnover by E. Payton (traveling),68,65
307,3,3:55.0,K. Koufos enters the game for D. Collison,,68,65
308,3,3:55.0,,M. Hezonja enters the game for V. Oladipo,68,65
309,3,3:38.0,K. Koufos makes 2-pt layup at rim (assist by D. Cousins),,70,65
310,3,3:29.0,,Turnover by T. Harris (lost ball; steal by O. Casspi),70,65
311,3,3:28.0,Turnover by O. Casspi (lost ball),,70,65
312,3,3:28.0,,S. Napier enters the game for E. Payton,70,65
313,3,3:16.0,,Turnover by E. Fournier (bad pass; steal by R. Rondo),70,65
314,3,3:12.0,,Violation by M. Hezonja (def goaltending),70,65
315,3,3:12.0,R. Rondo makes 2-pt layup from 1 ft,,72,65
316,3,2:58.0,,N. Vučević misses 2-pt jump shot from 15 ft,72,65
317,3,2:57.0,Defensive rebound by D. Cousins,,72,65
318,3,2:42.0,K. Koufos makes 2-pt layup at rim (assist by D. Cousins),,74,65
319,3,2:30.0,,E. Fournier makes 2-pt layup at rim,74,67
320,3,2:23.0,Shooting foul by M. Hezonja (drawn by K. Koufos),,74,67
321,3,2:23.0,Sacramento full timeout,,74,67
322,3,2:23.0,,V. Oladipo enters the game for E. Fournier,74,67
323,3,2:23.0,,A. Gordon enters the game for T. Harris,74,67
324,3,2:23.0,,J. Smith enters the game for N. Vučević,74,67
325,3,2:23.0,K. Koufos makes free throw 1 of 2,,75,67
326,3,2:23.0,K. Koufos makes free throw 2 of 2,,76,67
327,3,2:16.0,,Personal foul by R. Rondo (drawn by V. Oladipo),76,67
328,3,2:06.0,,M. Hezonja misses 3-pt jump shot from 24 ft,76,67
329,3,2:03.0,Defensive rebound by D. Cousins,,76,67
330,3,1:50.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by D. Cousins),,78,67
331,3,1:35.0,,J. Smith misses 2-pt jump shot from 19 ft,78,67
332,3,1:34.0,Defensive rebound by M. Belinelli,,78,67
333,3,1:19.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by R. Rondo),,81,67
334,3,1:02.0,,V. Oladipo misses 2-pt layup from 1 ft,81,67
335,3,1:00.0,Defensive rebound by R. Rondo,,81,67
336,3,0:48.0,O. Casspi makes 2-pt layup from 1 ft (assist by M. Belinelli),,83,67
337,3,0:35.0,,A. Gordon misses 3-pt jump shot from 24 ft,83,67
338,3,0:34.0,Defensive rebound by O. Casspi,,83,67
339,3,0:28.0,D. Cousins misses 2-pt layup from 1 ft (block by A. Gordon),,83,67
340,3,0:25.0,,Defensive rebound by A. Gordon,83,67
341,3,0:04.0,,M. Hezonja misses 3-pt jump shot from 24 ft,83,67
342,3,0:02.0,Defensive rebound by D. Cousins,,83,67
343,4,11:40.0,,Personal foul by R. Rondo (drawn by A. Gordon),83,67
344,4,11:26.0,,E. Payton misses 2-pt jump shot from 16 ft,83,67
345,4,11:24.0,Defensive rebound by O. Casspi,,83,67
346,4,11:14.0,K. Koufos misses 2-pt layup from 1 ft (block by T. Harris),,83,67
347,4,11:12.0,,Defensive rebound by E. Payton,83,67
348,4,11:07.0,,E. Fournier misses 3-pt jump shot from 24 ft,83,67
349,4,11:07.0,,Offensive rebound by Team,83,67
350,4,11:07.0,Loose ball foul by O. Casspi (drawn by T. Harris),,83,67
351,4,10:59.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),83,69
352,4,10:39.0,K. Koufos makes 2-pt jump shot from 4 ft (assist by O. Casspi),,85,69
353,4,10:22.0,,J. Smith misses 2-pt hook shot from 3 ft,85,69
354,4,10:21.0,Defensive rebound by O. Casspi,,85,69
355,4,10:14.0,W. Cauley-Stein misses 2-pt dunk at rim (block by J. Smith),,85,69
356,4,10:10.0,,Defensive rebound by A. Gordon,85,69
357,4,10:07.0,,Shooting block foul by W. Cauley-Stein (drawn by T. Harris),85,69
358,4,10:07.0,,T. Harris makes free throw 1 of 2,85,70
359,4,10:07.0,B. McLemore enters the game for O. Casspi,,85,70
360,4,10:07.0,,T. Harris makes free throw 2 of 2,85,71
361,4,9:58.0,Personal foul by T. Harris (drawn by B. McLemore),,85,71
362,4,9:58.0,,C. Frye enters the game for J. Smith,85,71
363,4,9:58.0,D. Collison enters the game for M. Belinelli,,85,71
364,4,9:49.0,B. McLemore misses 2-pt jump shot from 18 ft,,85,71
365,4,9:48.0,,Defensive rebound by C. Frye,85,71
366,4,9:31.0,,T. Harris makes 2-pt layup at rim,85,73
367,4,9:13.0,Turnover by B. McLemore (back court),,85,73
368,4,9:13.0,Sacramento full timeout,,85,73
369,4,9:13.0,D. Cousins enters the game for W. Cauley-Stein,,85,73
370,4,9:02.0,,C. Frye misses 3-pt jump shot from 26 ft,85,73
371,4,9:01.0,Defensive rebound by K. Koufos,,85,73
372,4,8:40.0,D. Cousins misses 2-pt jump shot from 22 ft,,85,73
373,4,8:39.0,,Defensive rebound by C. Frye,85,73
374,4,8:25.0,,E. Fournier misses 2-pt jump shot from 16 ft,85,73
375,4,8:24.0,Defensive rebound by D. Cousins,,85,73
376,4,8:08.0,Turnover by D. Cousins (lost ball; steal by A. Gordon),,85,73
377,4,8:02.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),85,75
378,4,7:45.0,B. McLemore misses 3-pt jump shot from 26 ft,,85,75
379,4,7:45.0,Offensive rebound by Team,,85,75
380,4,7:45.0,,Loose ball foul by A. Gordon (drawn by D. Cousins),85,75
381,4,7:45.0,O. Casspi enters the game for B. McLemore,,85,75
