,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
65,1,3:58.0,,A. Wiggins makes 2-pt dunk at rim (assist by Z. LaVine),15,11
66,1,3:41.0,C. Paul makes 2-pt jump shot from 6 ft,,17,11
67,1,3:28.0,,Z. LaVine misses 2-pt jump shot from 21 ft,17,11
68,1,3:27.0,Defensive rebound by J. Green,,17,11
69,1,3:24.0,Shooting block foul by A. Wiggins (drawn by C. Paul),,17,11
70,1,3:24.0,C. Paul makes free throw 1 of 2,,18,11
71,1,3:24.0,A. Rivers enters the game for J. Redick,,18,11
72,1,3:24.0,,G. Dieng enters the game for K. Towns,18,11
73,1,3:24.0,,T. Jones enters the game for R. Rubio,18,11
74,1,3:24.0,,T. Prince enters the game for A. Wiggins,18,11
75,1,3:24.0,,S. Muhammad enters the game for Z. LaVine,18,11
76,1,3:24.0,C. Paul makes free throw 2 of 2,,19,11
77,1,3:08.0,,T. Jones misses 3-pt jump shot from 24 ft,19,11
78,1,3:07.0,Defensive rebound by Team,,19,11
79,1,3:07.0,,Loose ball foul by N. Bjelica,19,11
80,1,2:53.0,Shooting foul by T. Jones (drawn by J. Green),,19,11
81,1,2:53.0,LA Clippers full timeout,,19,11
82,1,2:53.0,J. Green makes free throw 1 of 2,,20,11
83,1,2:53.0,J. Green makes free throw 2 of 2,,21,11
84,1,2:36.0,,T. Prince makes 2-pt jump shot from 18 ft,21,13
85,1,2:15.0,J. Crawford misses 3-pt jump shot from 23 ft,,21,13
86,1,2:14.0,,Defensive rebound by G. Dieng,21,13
87,1,2:01.0,,S. Muhammad makes 2-pt jump shot from 15 ft (assist by G. Dieng),21,15
88,1,1:45.0,Personal foul by T. Jones,,21,15
89,1,1:45.0,C. Paul makes free throw 1 of 2,,22,15
90,1,1:45.0,C. Aldrich enters the game for D. Jordan,,22,15
91,1,1:45.0,,G. Smith enters the game for G. Dieng,22,15
92,1,1:45.0,C. Paul makes free throw 2 of 2,,23,15
93,1,1:25.0,,T. Jones misses 2-pt jump shot from 8 ft,23,15
94,1,1:24.0,Defensive rebound by C. Aldrich,,23,15
95,1,1:14.0,J. Crawford makes 2-pt layup from 1 ft,,25,15
96,1,1:04.0,P. Prigioni enters the game for C. Paul,,25,15
97,1,0:57.0,,S. Muhammad makes 2-pt layup from 1 ft,25,17
98,1,0:38.0,J. Crawford misses 2-pt layup from 1 ft,,25,17
99,1,0:37.0,,Defensive rebound by S. Muhammad,25,17
100,1,0:30.0,,T. Jones misses 3-pt jump shot from 23 ft,25,17
101,1,0:28.0,Defensive rebound by J. Crawford,,25,17
102,1,0:07.0,J. Crawford makes 2-pt layup from 1 ft,,27,17
103,1,0:03.0,,S. Muhammad misses 2-pt layup at rim (block by J. Green),27,17
104,1,0:02.0,,Offensive rebound by Team,27,17
105,1,0:00.0,,N. Bjelica misses 2-pt jump shot from 10 ft (block by J. Green),27,17
106,1,0:00.0,,Offensive rebound by Team,27,17
107,2,11:49.0,,Turnover by S. Muhammad (bad pass; steal by C. Aldrich),27,17
108,2,11:48.0,Personal foul by S. Muhammad,,27,17
109,2,11:35.0,A. Rivers misses 2-pt jump shot from 20 ft,,27,17
110,2,11:34.0,,Defensive rebound by N. Bjelica,27,17
111,2,11:14.0,,Shooting foul by A. Rivers (drawn by N. Bjelica),27,17
112,2,11:14.0,,N. Bjelica makes free throw 1 of 2,27,18
113,2,11:14.0,,N. Bjelica misses free throw 2 of 2,27,18
114,2,11:14.0,Defensive rebound by A. Rivers,,27,18
115,2,10:59.0,Turnover by C. Aldrich (lost ball),,27,18
116,2,10:45.0,,T. Jones misses 3-pt jump shot from 25 ft,27,18
117,2,10:44.0,,Offensive rebound by Team,27,18
118,2,10:44.0,Loose ball foul by J. Green,,27,18
119,2,10:36.0,,T. Prince misses 2-pt jump shot from 5 ft,27,18
120,2,10:35.0,,Offensive rebound by N. Bjelica,27,18
121,2,10:35.0,,N. Bjelica makes 2-pt layup at rim,27,20
122,2,10:11.0,Shooting foul by N. Bjelica (drawn by J. Crawford),,27,20
123,2,10:11.0,J. Crawford makes free throw 1 of 3,,28,20
124,2,10:11.0,J. Crawford makes free throw 2 of 3,,29,20
125,2,10:11.0,,A. Wiggins enters the game for N. Bjelica,29,20
126,2,10:11.0,J. Crawford makes free throw 3 of 3,,30,20
127,2,10:01.0,,Turnover by G. Smith (lost ball; steal by J. Crawford),30,20
128,2,9:53.0,J. Green misses 2-pt layup from 3 ft,,30,20
129,2,9:51.0,,Defensive rebound by G. Smith,30,20
130,2,9:41.0,,T. Jones makes 2-pt layup at rim,30,22
131,2,9:27.0,J. Green misses 2-pt jump shot from 7 ft,,30,22
132,2,9:26.0,,Defensive rebound by Team,30,22
133,2,9:10.0,,S. Muhammad misses 2-pt dunk at rim (block by C. Aldrich),30,22
134,2,9:08.0,Defensive rebound by J. Crawford,,30,22
135,2,9:02.0,Turnover by C. Aldrich (lost ball),,30,22
136,2,8:42.0,,T. Prince misses 2-pt jump shot from 19 ft,30,22
137,2,8:41.0,Defensive rebound by C. Aldrich,,30,22
138,2,8:28.0,P. Prigioni misses 2-pt layup from 1 ft,,30,22
139,2,8:26.0,,Defensive rebound by G. Smith,30,22
140,2,8:17.0,,S. Muhammad misses 2-pt jump shot from 4 ft (block by C. Aldrich),30,22
141,2,8:16.0,,Offensive rebound by S. Muhammad,30,22
142,2,8:15.0,,S. Muhammad makes 2-pt layup at rim,30,24
143,2,7:55.0,P. Prigioni misses 3-pt jump shot from 23 ft,,30,24
144,2,7:54.0,,Defensive rebound by S. Muhammad,30,24
145,2,7:42.0,,A. Wiggins misses 2-pt layup at rim,30,24
146,2,7:41.0,,Offensive rebound by G. Smith,30,24
147,2,7:36.0,,A. Wiggins makes 3-pt jump shot from 24 ft (assist by S. Muhammad),30,27
148,2,7:35.0,LA Clippers full timeout,,30,27
149,2,7:35.0,,K. Towns enters the game for G. Smith,30,27
150,2,7:35.0,,Z. LaVine enters the game for T. Prince,30,27
151,2,7:35.0,,G. Dieng enters the game for S. Muhammad,30,27
152,2,7:35.0,,R. Rubio enters the game for T. Jones,30,27
153,2,7:35.0,D. Jordan enters the game for C. Aldrich,,30,27
154,2,7:35.0,C. Paul enters the game for P. Prigioni,,30,27
155,2,7:35.0,L. Mbah a Moute enters the game for A. Rivers,,30,27
156,2,7:35.0,W. Johnson enters the game for J. Green,,30,27
157,2,7:23.0,Shooting foul by G. Dieng (drawn by D. Jordan),,30,27
158,2,7:23.0,D. Jordan misses free throw 1 of 2,,30,27
159,2,7:23.0,Offensive rebound by Team,,30,27
160,2,7:23.0,D. Jordan misses free throw 2 of 2,,30,27
161,2,7:23.0,,Defensive rebound by K. Towns,30,27
162,2,7:09.0,,R. Rubio misses 2-pt jump shot from 19 ft,30,27
163,2,7:08.0,Defensive rebound by Team,,30,27
164,2,7:08.0,J. Redick enters the game for J. Crawford,,30,27
165,2,7:00.0,C. Paul makes 2-pt jump shot from 20 ft (assist by L. Mbah a Moute),,32,27
166,2,6:43.0,,Z. LaVine misses 2-pt jump shot from 18 ft,32,27
167,2,6:42.0,Defensive rebound by C. Paul,,32,27
168,2,6:33.0,J. Redick misses 3-pt jump shot from 24 ft,,32,27
169,2,6:32.0,,Defensive rebound by K. Towns,32,27
170,2,6:23.0,,K. Towns misses 2-pt layup from 1 ft (block by W. Johnson),32,27
171,2,6:21.0,Defensive rebound by W. Johnson,,32,27
172,2,6:16.0,Turnover by W. Johnson (bad pass; steal by A. Wiggins),,32,27
173,2,6:09.0,,K. Towns misses 3-pt jump shot from 25 ft,32,27
174,2,6:08.0,Defensive rebound by L. Mbah a Moute,,32,27
175,2,5:47.0,C. Paul misses 2-pt jump shot from 20 ft,,32,27
176,2,5:46.0,Offensive rebound by D. Jordan,,32,27
177,2,5:46.0,D. Jordan misses 2-pt layup at rim,,32,27
178,2,5:45.0,Offensive rebound by D. Jordan,,32,27
179,2,5:45.0,Personal foul by A. Wiggins,,32,27
180,2,5:45.0,LA Clippers full timeout,,32,27
181,2,5:27.0,W. Johnson misses 3-pt jump shot from 22 ft,,32,27
182,2,5:26.0,,Defensive rebound by Z. LaVine,32,27
183,2,5:13.0,,Personal foul by W. Johnson,32,27
184,2,5:05.0,,A. Wiggins misses 2-pt jump shot from 20 ft,32,27
185,2,5:04.0,,Offensive rebound by K. Towns,32,27
186,2,4:58.0,,Turnover by K. Towns (bad pass),32,27
187,2,4:44.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,34,27
188,2,4:21.0,,Personal foul by W. Johnson,34,27
189,2,4:18.0,,Offensive foul by K. Towns (drawn by C. Paul),34,27
190,2,4:18.0,,Turnover by K. Towns (offensive foul),34,27
191,2,4:03.0,C. Paul misses 2-pt jump shot from 11 ft,,34,27
192,2,4:02.0,Offensive rebound by L. Mbah a Moute,,34,27
193,2,4:00.0,L. Mbah a Moute misses 2-pt layup at rim,,34,27
194,2,3:58.0,,Defensive rebound by Team,34,27
195,2,3:58.0,,Technical foul by K. Towns,34,27
196,2,3:58.0,J. Redick makes technical free throw,,35,27
197,2,3:58.0,,G. Smith enters the game for K. Towns,35,27
198,2,3:44.0,,Z. LaVine misses 2-pt jump shot from 19 ft,35,27
199,2,3:43.0,Defensive rebound by C. Paul,,35,27
200,2,3:30.0,C. Paul misses 3-pt jump shot from 24 ft,,35,27
201,2,3:29.0,,Defensive rebound by G. Smith,35,27
202,2,3:20.0,,R. Rubio misses 2-pt jump shot from 19 ft,35,27
203,2,3:19.0,,Offensive rebound by G. Dieng,35,27
204,2,3:18.0,,Shooting foul by L. Mbah a Moute (drawn by G. Dieng),35,27
205,2,3:18.0,,G. Dieng misses free throw 1 of 2,35,27
206,2,3:18.0,,Offensive rebound by Team,35,27
207,2,3:18.0,,G. Dieng makes free throw 2 of 2,35,28
208,2,3:08.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,38,28
209,2,2:51.0,,A. Wiggins misses 3-pt jump shot from 24 ft,38,28
210,2,2:46.0,Defensive rebound by Team,,38,28
211,2,2:46.0,,Minnesota full timeout,38,28
212,2,2:25.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,40,28
213,2,1:58.0,,Shooting foul by W. Johnson (drawn by R. Rubio),40,28
214,2,1:58.0,Violation by Team (jump ball),,40,28
215,2,1:58.0,,R. Rubio makes free throw 1 of 2,40,29
216,2,1:58.0,J. Green enters the game for W. Johnson,,40,29
217,2,1:58.0,,R. Rubio makes free throw 2 of 2,40,30
218,2,1:46.0,C. Paul misses 2-pt layup at rim (block by G. Dieng),,40,30
219,2,1:44.0,Offensive rebound by C. Paul,,40,30
220,2,1:37.0,C. Paul misses 3-pt jump shot from 23 ft,,40,30
221,2,1:35.0,,Defensive rebound by R. Rubio,40,30
222,2,1:28.0,,Turnover by A. Wiggins (bad pass; steal by C. Paul),40,30
223,2,1:27.0,Personal foul by G. Dieng,,40,30
224,2,1:27.0,C. Paul makes free throw 1 of 2,,41,30
225,2,1:27.0,C. Paul makes free throw 2 of 2,,42,30
226,2,1:16.0,,Turnover by Z. LaVine (bad pass),42,30
227,2,1:05.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Green),,44,30
228,2,0:50.0,,R. Rubio misses 2-pt jump shot from 17 ft,44,30
229,2,0:49.0,,Offensive rebound by Team,44,30
230,2,0:49.0,Loose ball foul by J. Green,,44,30
231,2,0:49.0,,G. Smith makes free throw 1 of 2,44,31
232,2,0:49.0,,G. Smith misses free throw 2 of 2,44,31
233,2,0:49.0,Defensive rebound by D. Jordan,,44,31
234,2,0:32.0,J. Redick misses 3-pt jump shot from 24 ft,,44,31
235,2,0:31.0,,Defensive rebound by G. Dieng,44,31
236,2,0:18.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by A. Wiggins),44,34
237,2,0:18.0,LA Clippers full timeout,,44,34
238,2,0:18.0,A. Rivers enters the game for D. Jordan,,44,34
239,2,0:18.0,J. Crawford enters the game for L. Mbah a Moute,,44,34
240,2,0:18.0,,T. Prince enters the game for G. Smith,44,34
241,2,0:18.0,,S. Muhammad enters the game for A. Wiggins,44,34
242,2,0:01.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by C. Paul),,47,34
243,3,11:47.0,,A. Wiggins misses 2-pt jump shot from 16 ft,47,34
244,3,11:46.0,Defensive rebound by W. Johnson,,47,34
245,3,11:23.0,J. Redick misses 3-pt jump shot from 25 ft,,47,34
246,3,11:22.0,,Defensive rebound by G. Dieng,47,34
247,3,11:13.0,,K. Towns misses 2-pt layup from 1 ft,47,34
248,3,11:12.0,Defensive rebound by J. Redick,,47,34
249,3,11:01.0,J. Redick misses 3-pt jump shot from 24 ft,,47,34
250,3,11:00.0,,Defensive rebound by G. Dieng,47,34
251,3,10:53.0,,K. Towns makes 2-pt hook shot from 3 ft,47,36
252,3,10:26.0,W. Johnson misses 3-pt jump shot from 25 ft,,47,36
253,3,10:25.0,,Defensive rebound by G. Dieng,47,36
254,3,10:15.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by G. Dieng),47,38
255,3,9:53.0,W. Johnson makes 2-pt layup from 2 ft (assist by J. Redick),,49,38
256,3,9:53.0,Shooting foul by R. Rubio (drawn by W. Johnson),,49,38
257,3,9:53.0,W. Johnson makes free throw 1 of 1,,50,38
258,3,9:37.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by Z. LaVine),50,40
259,3,9:22.0,D. Jordan makes 2-pt jump shot from 3 ft (assist by C. Paul),,52,40
260,3,9:08.0,,Turnover by A. Wiggins (bad pass; steal by J. Redick),52,40
261,3,9:04.0,J. Redick makes 2-pt layup at rim (assist by C. Paul),,54,40
262,3,9:02.0,,Minnesota full timeout,54,40
263,3,8:41.0,,Turnover by A. Wiggins (lost ball),54,40
264,3,8:28.0,W. Johnson makes 2-pt jump shot from 14 ft,,56,40
265,3,8:11.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),56,42
266,3,7:50.0,C. Paul misses 2-pt jump shot from 19 ft,,56,42
267,3,7:48.0,,Defensive rebound by G. Dieng,56,42
268,3,7:33.0,,K. Towns makes 2-pt hook shot from 9 ft,56,44
269,3,7:15.0,J. Redick misses 2-pt jump shot from 20 ft,,56,44
270,3,7:13.0,,Defensive rebound by Z. LaVine,56,44
271,3,7:09.0,,Z. LaVine misses 2-pt jump shot from 4 ft (block by W. Johnson),56,44
272,3,7:09.0,,Offensive rebound by Team,56,44
273,3,7:01.0,,Z. LaVine misses 2-pt jump shot from 19 ft,56,44
274,3,7:00.0,Defensive rebound by D. Jordan,,56,44
275,3,6:54.0,W. Johnson makes 2-pt jump shot from 19 ft (assist by C. Paul),,58,44
276,3,6:40.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by Z. LaVine),58,47
277,3,6:21.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,61,47
278,3,6:04.0,,K. Towns misses 2-pt jump shot from 16 ft,61,47
279,3,6:03.0,Defensive rebound by W. Johnson,,61,47
280,3,6:00.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),,63,47
281,3,6:00.0,Shooting foul by A. Wiggins (drawn by L. Mbah a Moute),,63,47
282,3,6:00.0,,S. Muhammad enters the game for Z. LaVine,63,47
283,3,6:00.0,,G. Smith enters the game for G. Dieng,63,47
284,3,6:00.0,,T. Prince enters the game for A. Wiggins,63,47
285,3,6:00.0,L. Mbah a Moute makes free throw 1 of 1,,64,47
286,3,5:39.0,,T. Prince misses 2-pt jump shot from 20 ft,64,47
287,3,5:38.0,,Offensive rebound by K. Towns,64,47
288,3,5:34.0,,S. Muhammad misses 2-pt jump shot from 7 ft,64,47
289,3,5:33.0,,Offensive rebound by R. Rubio,64,47
290,3,5:25.0,,Personal foul by C. Paul,64,47
291,3,5:20.0,,S. Muhammad misses 2-pt jump shot from 20 ft,64,47
292,3,5:19.0,Defensive rebound by D. Jordan,,64,47
293,3,5:00.0,Turnover by C. Paul (bad pass),,64,47
294,3,5:00.0,J. Green enters the game for L. Mbah a Moute,,64,47
295,3,4:51.0,Violation by J. Redick (kicked ball),,64,47
296,3,4:41.0,,Turnover by T. Prince (bad pass; steal by J. Green),64,47
297,3,4:34.0,J. Green misses 3-pt jump shot from 23 ft,,64,47
298,3,4:32.0,,Defensive rebound by G. Smith,64,47
299,3,4:27.0,,S. Muhammad misses 2-pt layup at rim (block by D. Jordan),64,47
300,3,4:25.0,Defensive rebound by W. Johnson,,64,47
301,3,4:17.0,J. Green makes 2-pt layup from 2 ft (assist by C. Paul),,66,47
302,3,4:02.0,,T. Prince misses 2-pt jump shot from 17 ft,66,47
303,3,4:01.0,Defensive rebound by C. Paul,,66,47
304,3,3:49.0,J. Green misses 2-pt jump shot from 3 ft,,66,47
305,3,3:47.0,,Defensive rebound by G. Smith,66,47
306,3,3:36.0,,R. Rubio misses 3-pt jump shot from 24 ft,66,47
307,3,3:34.0,,Offensive rebound by S. Muhammad,66,47
308,3,3:34.0,,S. Muhammad makes 2-pt dunk at rim,66,49
309,3,3:18.0,C. Paul misses 2-pt jump shot from 16 ft,,66,49
310,3,3:16.0,Offensive rebound by C. Paul,,66,49
311,3,3:11.0,J. Redick misses 3-pt jump shot from 24 ft,,66,49
312,3,3:10.0,,Defensive rebound by K. Towns,66,49
313,3,3:01.0,,G. Smith misses 2-pt layup at rim,66,49
314,3,3:00.0,Defensive rebound by Team,,66,49
315,3,3:00.0,LA Clippers full timeout,,66,49
316,3,3:00.0,J. Crawford enters the game for W. Johnson,,66,49
317,3,3:00.0,,A. Payne enters the game for G. Smith,66,49
318,3,3:00.0,,T. Jones enters the game for R. Rubio,66,49
319,3,2:46.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,69,49
320,3,2:28.0,,K. Towns makes 2-pt layup from 1 ft (assist by S. Muhammad),69,51
321,3,2:05.0,C. Paul misses 2-pt jump shot from 16 ft,,69,51
322,3,2:04.0,,Defensive rebound by A. Payne,69,51
323,3,1:48.0,,K. Towns misses 2-pt jump shot from 14 ft,69,51
324,3,1:47.0,Defensive rebound by C. Paul,,69,51
325,3,1:25.0,C. Paul makes 2-pt jump shot from 20 ft,,71,51
326,3,1:08.0,,T. Jones misses 3-pt jump shot from 23 ft,71,51
327,3,1:07.0,Defensive rebound by J. Redick,,71,51
328,3,1:03.0,C. Paul makes 2-pt layup at rim (assist by J. Redick),,73,51
329,3,0:48.0,,K. Towns misses 2-pt jump shot from 20 ft,73,51
330,3,0:45.0,Defensive rebound by J. Redick,,73,51
331,3,0:44.0,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),,75,51
332,3,0:44.0,Shooting foul by T. Jones (drawn by D. Jordan),,75,51
333,3,0:44.0,,N. Bjelica enters the game for K. Towns,75,51
334,3,0:44.0,A. Rivers enters the game for J. Redick,,75,51
335,3,0:44.0,D. Jordan makes free throw 1 of 1,,76,51
336,3,0:23.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by S. Muhammad),76,53
337,3,0:01.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by C. Paul),,79,53
338,4,11:42.0,A. Rivers makes 2-pt layup at rim,,81,53
339,4,11:20.0,,T. Prince makes 2-pt layup from 2 ft (assist by A. Payne),81,55
340,4,10:55.0,J. Crawford misses 3-pt jump shot from 25 ft,,81,55
341,4,10:54.0,,Defensive rebound by N. Bjelica,81,55
342,4,10:39.0,,A. Payne misses 3-pt jump shot from 23 ft,81,55
343,4,10:37.0,,Offensive rebound by T. Prince,81,55
344,4,10:32.0,,T. Jones misses 3-pt jump shot from 25 ft,81,55
345,4,10:32.0,,Offensive rebound by Team,81,55
346,4,10:32.0,Loose ball foul by A. Rivers,,81,55
347,4,10:23.0,,Turnover by A. Payne (bad pass; steal by C. Aldrich),81,55
348,4,10:11.0,A. Rivers makes 2-pt layup from 1 ft,,83,55
349,4,9:49.0,,N. Bjelica makes 2-pt jump shot from 6 ft (assist by T. Jones),83,57
350,4,9:32.0,,Violation by N. Bjelica (def goaltending),83,57
351,4,9:32.0,C. Aldrich makes 2-pt layup from 1 ft (assist by J. Crawford),,85,57
352,4,9:15.0,,T. Prince misses 3-pt jump shot from 24 ft,85,57
353,4,9:14.0,,Offensive rebound by Team,85,57
354,4,9:14.0,Loose ball foul by J. Green,,85,57
355,4,9:09.0,,Turnover by S. Muhammad (lost ball),85,57
356,4,8:50.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by P. Prigioni),,88,57
357,4,8:49.0,,Minnesota full timeout,88,57
358,4,8:29.0,,A. Payne misses 3-pt jump shot from 24 ft,88,57
359,4,8:28.0,,Offensive rebound by N. Bjelica,88,57
360,4,8:26.0,,Turnover by N. Bjelica (lost ball; steal by J. Crawford),88,57
361,4,8:07.0,Personal foul by S. Muhammad,,88,57
362,4,8:01.0,A. Rivers misses 2-pt jump shot from 20 ft,,88,57
363,4,8:00.0,,Defensive rebound by A. Payne,88,57
364,4,7:44.0,,T. Jones misses 3-pt jump shot from 24 ft,88,57
365,4,7:42.0,,Offensive rebound by T. Prince,88,57
366,4,7:28.0,,T. Prince makes 2-pt jump shot from 12 ft (assist by A. Payne),88,59
367,4,7:14.0,J. Green makes 2-pt layup from 2 ft,,90,59
368,4,7:02.0,C. Wilcox enters the game for J. Crawford,,90,59
369,4,6:55.0,,S. Muhammad misses 2-pt jump shot from 9 ft,90,59
370,4,6:53.0,Defensive rebound by J. Green,,90,59
371,4,6:45.0,J. Green makes 2-pt layup from 2 ft,,92,59
372,4,6:35.0,,A. Payne misses 2-pt jump shot from 17 ft,92,59
373,4,6:34.0,Defensive rebound by C. Aldrich,,92,59
374,4,6:23.0,J. Green misses 3-pt jump shot from 24 ft,,92,59
375,4,6:21.0,,Defensive rebound by A. Payne,92,59
376,4,6:19.0,,Shooting foul by A. Rivers (drawn by N. Bjelica),92,59
377,4,6:19.0,,N. Bjelica makes free throw 1 of 2,92,60
378,4,6:19.0,,D. Rudež enters the game for T. Prince,92,60
379,4,6:19.0,W. Johnson enters the game for A. Rivers,,92,60
380,4,6:19.0,J. Ayres enters the game for C. Aldrich,,92,60
381,4,6:19.0,,N. Bjelica makes free throw 2 of 2,92,61
382,4,5:56.0,J. Green makes 2-pt jump shot from 20 ft (assist by P. Prigioni),,94,61
383,4,5:40.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by A. Payne),94,64
384,4,5:30.0,C. Wilcox misses 2-pt jump shot from 19 ft,,94,64
385,4,5:29.0,,Defensive rebound by N. Bjelica,94,64
386,4,5:23.0,,D. Rudež misses 3-pt jump shot from 25 ft,94,64
387,4,5:21.0,Defensive rebound by P. Prigioni,,94,64
388,4,5:05.0,J. Ayres makes 2-pt layup at rim (assist by P. Prigioni),,96,64
389,4,4:48.0,,D. Rudež makes 3-pt jump shot from 23 ft (assist by T. Jones),96,67
390,4,4:33.0,P. Prigioni misses 3-pt jump shot from 25 ft,,96,67
