,QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW YORK_ACTION,ATLANTA_SCORE,NEW YORK_SCORE
41,1,6:21.0,T. Sefolosha enters the game for K. Korver,,11,15
42,1,6:21.0,E. Tavares enters the game for A. Horford,,11,15
43,1,6:12.0,P. Millsap makes 2-pt jump shot from 15 ft (assist by T. Sefolosha),,13,15
44,1,6:10.0,,New York full timeout,13,15
45,1,6:10.0,,L. Thomas enters the game for K. Porziņģis,13,15
46,1,5:54.0,,Turnover by R. Lopez (bad pass; steal by P. Millsap),13,15
47,1,5:33.0,Turnover by E. Tavares (3 sec),,13,15
48,1,5:07.0,,R. Lopez makes 2-pt hook shot from 4 ft,13,17
49,1,4:52.0,P. Millsap misses 2-pt jump shot from 18 ft,,13,17
50,1,4:51.0,,Defensive rebound by R. Lopez,13,17
51,1,4:41.0,,R. Lopez misses 2-pt layup from 2 ft (block by E. Tavares),13,17
52,1,4:40.0,Defensive rebound by T. Sefolosha,,13,17
53,1,4:27.0,K. Bazemore misses 2-pt layup from 1 ft,,13,17
54,1,4:26.0,,Defensive rebound by A. Afflalo,13,17
55,1,4:17.0,,L. Thomas misses 3-pt jump shot from 24 ft,13,17
56,1,4:16.0,Defensive rebound by T. Sefolosha,,13,17
57,1,4:01.0,E. Tavares misses 2-pt dunk at rim (block by R. Lopez),,13,17
58,1,4:00.0,,Defensive rebound by J. Calderón,13,17
59,1,3:56.0,,Turnover by J. Calderón (bad pass; steal by P. Millsap),13,17
60,1,3:50.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),,15,17
61,1,3:37.0,,Turnover by R. Lopez (lost ball; steal by P. Millsap),15,17
62,1,3:33.0,K. Bazemore misses 2-pt layup from 2 ft (block by A. Afflalo),,15,17
63,1,3:32.0,Offensive rebound by Team,,15,17
64,1,3:32.0,,L. Galloway enters the game for J. Calderón,15,17
65,1,3:32.0,S. Mack enters the game for J. Teague,,15,17
66,1,3:19.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by S. Mack),,18,17
67,1,3:05.0,,C. Anthony misses 2-pt layup from 2 ft,18,17
68,1,3:04.0,,Offensive rebound by C. Anthony,18,17
69,1,3:03.0,,Shooting foul by K. Bazemore (drawn by C. Anthony),18,17
70,1,3:03.0,,C. Anthony misses free throw 1 of 2,18,17
71,1,3:03.0,,Offensive rebound by Team,18,17
72,1,3:03.0,,C. Anthony makes free throw 2 of 2,18,18
73,1,2:45.0,S. Mack misses 3-pt jump shot from 25 ft,,18,18
74,1,2:44.0,,Defensive rebound by C. Anthony,18,18
75,1,2:37.0,,A. Afflalo makes 2-pt jump shot from 4 ft,18,20
76,1,2:26.0,Turnover by S. Mack (bad pass; steal by C. Anthony),,18,20
77,1,2:22.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by C. Anthony),18,22
78,1,2:03.0,T. Sefolosha misses 2-pt jump shot from 17 ft,,18,22
79,1,2:02.0,,Defensive rebound by L. Galloway,18,22
80,1,1:45.0,,L. Thomas misses 2-pt jump shot from 20 ft,18,22
81,1,1:44.0,,Offensive rebound by R. Lopez,18,22
82,1,1:40.0,,L. Galloway misses 3-pt jump shot from 24 ft,18,22
83,1,1:39.0,Defensive rebound by P. Millsap,,18,22
84,1,1:25.0,Shooting foul by L. Galloway (drawn by P. Millsap),,18,22
85,1,1:25.0,P. Millsap misses free throw 1 of 2,,18,22
86,1,1:25.0,Offensive rebound by Team,,18,22
87,1,1:25.0,A. Horford enters the game for T. Sefolosha,,18,22
88,1,1:25.0,K. Korver enters the game for K. Bazemore,,18,22
89,1,1:25.0,,K. Porziņģis enters the game for R. Lopez,18,22
90,1,1:25.0,P. Millsap makes free throw 2 of 2,,19,22
91,1,1:17.0,,Personal foul by S. Mack,19,22
92,1,1:17.0,,J. Grant enters the game for A. Afflalo,19,22
93,1,1:17.0,M. Scott enters the game for P. Millsap,,19,22
94,1,1:17.0,T. Sefolosha enters the game for E. Tavares,,19,22
95,1,1:06.0,,L. Thomas misses 2-pt jump shot from 5 ft (block by A. Horford),19,22
96,1,1:05.0,,Offensive rebound by Team,19,22
97,1,1:03.0,,J. Grant misses 2-pt jump shot from 10 ft,19,22
98,1,1:00.0,Defensive rebound by Team,,19,22
99,1,0:38.0,M. Scott misses 2-pt layup from 2 ft,,19,22
100,1,0:37.0,Offensive rebound by Team,,19,22
101,1,0:37.0,Turnover by M. Scott (traveling),,19,22
102,1,0:25.0,,J. Grant misses 3-pt jump shot from 26 ft,19,22
103,1,0:24.0,,Offensive rebound by K. Porziņģis,19,22
104,1,0:21.0,,Turnover by K. Porziņģis (bad pass; steal by T. Sefolosha),19,22
105,1,0:04.0,S. Mack makes 2-pt jump shot from 6 ft,,21,22
106,1,0:01.0,,C. Anthony misses 3-pt jump shot from 26 ft,21,22
107,1,0:00.0,,Offensive rebound by Team,21,22
108,2,11:37.0,S. Mack misses 2-pt jump shot from 10 ft,,21,22
109,2,11:36.0,,Defensive rebound by D. Williams,21,22
110,2,11:28.0,,K. Porziņģis makes 2-pt layup from 2 ft (assist by D. Williams),21,24
111,2,11:15.0,K. Korver misses 2-pt layup from 3 ft,,21,24
112,2,11:12.0,Offensive rebound by Team,,21,24
113,2,11:07.0,K. Korver makes 2-pt jump shot from 16 ft (assist by S. Mack),,23,24
114,2,10:40.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Grant),23,27
115,2,10:29.0,Personal foul by L. Thomas,,23,27
116,2,10:20.0,M. Scott misses 2-pt hook shot from 4 ft,,23,27
117,2,10:19.0,,Defensive rebound by D. Williams,23,27
118,2,9:57.0,,L. Galloway makes 2-pt jump shot from 10 ft,23,29
119,2,9:44.0,A. Horford misses 2-pt jump shot from 10 ft,,23,29
120,2,9:43.0,,Defensive rebound by L. Galloway,23,29
121,2,9:27.0,,Turnover by L. Thomas (bad pass; steal by K. Korver),23,29
122,2,9:26.0,Turnover by K. Korver (bad pass),,23,29
123,2,9:16.0,,D. Williams misses 3-pt jump shot from 27 ft,23,29
124,2,9:15.0,Defensive rebound by M. Scott,,23,29
125,2,9:05.0,A. Horford makes free throw 2 of 2,,24,29
126,2,9:05.0,Shooting foul by L. Thomas (drawn by A. Horford),,24,29
127,2,9:05.0,A. Horford makes free throw 1 of 2,,25,29
128,2,8:42.0,,L. Galloway misses 3-pt jump shot from 27 ft,25,29
129,2,8:41.0,Defensive rebound by K. Korver,,25,29
130,2,8:32.0,M. Scott misses 2-pt jump shot from 16 ft,,25,29
131,2,8:31.0,,Defensive rebound by J. Grant,25,29
132,2,8:26.0,,J. Grant makes 2-pt layup from 3 ft,25,31
133,2,8:13.0,S. Mack misses 2-pt jump shot from 16 ft,,25,31
134,2,8:12.0,,Defensive rebound by D. Williams,25,31
135,2,8:07.0,,D. Williams makes 2-pt layup from 2 ft,25,33
136,2,8:05.0,Atlanta full timeout,,25,33
137,2,7:54.0,K. Korver misses 2-pt jump shot from 21 ft,,25,33
138,2,7:53.0,,Defensive rebound by D. Williams,25,33
139,2,7:31.0,,L. Galloway misses 2-pt jump shot from 21 ft,25,33
140,2,7:30.0,Defensive rebound by K. Korver,,25,33
141,2,7:23.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Teague),,28,33
142,2,7:10.0,,K. Porziņģis makes free throw 2 of 2,28,34
143,2,7:10.0,,Shooting foul by A. Horford (drawn by K. Porziņģis),28,34
144,2,7:10.0,,K. Porziņģis makes free throw 1 of 2,28,35
145,2,7:10.0,,C. Anthony enters the game for L. Galloway,28,35
146,2,7:02.0,A. Horford misses 3-pt jump shot from 26 ft,,28,35
147,2,7:01.0,,Defensive rebound by J. Grant,28,35
148,2,6:53.0,,J. Grant makes 2-pt layup from 2 ft,28,37
149,2,6:38.0,J. Teague makes 2-pt layup from 3 ft,,30,37
150,2,6:30.0,,C. Anthony makes 2-pt jump shot from 6 ft (assist by A. Afflalo),30,39
151,2,6:15.0,J. Teague makes 2-pt layup from 3 ft,,32,39
152,2,6:01.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Grant),32,42
153,2,5:48.0,Turnover by A. Horford (lost ball; steal by C. Anthony),,32,42
154,2,5:37.0,,K. Porziņģis misses 2-pt dunk at rim,32,42
155,2,5:36.0,Defensive rebound by Team,,32,42
156,2,5:36.0,,Loose ball foul by D. Williams,32,42
157,2,5:36.0,Official timeout,,32,42
158,2,5:28.0,J. Teague misses 2-pt layup from 3 ft,,32,42
159,2,5:27.0,,Defensive rebound by J. Calderón,32,42
160,2,5:20.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by J. Calderón),32,45
161,2,5:03.0,Turnover by P. Millsap (palming),,32,45
162,2,4:53.0,,D. Williams makes 2-pt dunk at rim (assist by A. Afflalo),32,47
163,2,4:37.0,J. Teague misses 2-pt layup from 3 ft (block by R. Lopez),,32,47
164,2,4:36.0,Offensive rebound by P. Millsap,,32,47
165,2,4:32.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by P. Millsap),,35,47
166,2,4:04.0,,J. Calderón misses 2-pt jump shot from 16 ft,35,47
167,2,4:03.0,,Offensive rebound by R. Lopez,35,47
168,2,4:03.0,,R. Lopez makes 2-pt layup from 2 ft,35,49
169,2,3:37.0,Shooting foul by R. Lopez (drawn by P. Millsap),,35,49
170,2,3:37.0,P. Millsap makes free throw 1 of 2,,36,49
171,2,3:37.0,P. Millsap makes free throw 2 of 2,,37,49
172,2,3:25.0,,D. Williams misses 2-pt jump shot from 5 ft (block by E. Tavares),37,49
173,2,3:24.0,,Offensive rebound by Team,37,49
174,2,3:18.0,,Turnover by J. Calderón (bad pass; steal by P. Millsap),37,49
175,2,3:07.0,Shooting foul by D. Williams (drawn by P. Millsap),,37,49
176,2,3:07.0,,New York full timeout,37,49
177,2,3:07.0,P. Millsap makes free throw 1 of 1,,38,49
178,2,3:07.0,P. Millsap makes 2-pt jump shot from 6 ft,,40,49
179,2,2:59.0,,Shooting foul by P. Millsap (drawn by R. Lopez),40,49
180,2,2:59.0,,R. Lopez makes free throw 1 of 2,40,50
181,2,2:59.0,,R. Lopez makes free throw 2 of 2,40,51
182,2,2:40.0,P. Millsap misses 2-pt jump shot from 5 ft (block by R. Lopez),,40,51
183,2,2:39.0,,Defensive rebound by K. Porziņģis,40,51
184,2,2:32.0,,C. Anthony misses 3-pt jump shot from 27 ft,40,51
185,2,2:31.0,Defensive rebound by T. Sefolosha,,40,51
186,2,2:16.0,J. Teague misses 3-pt jump shot from 26 ft,,40,51
187,2,2:15.0,,Defensive rebound by J. Calderón,40,51
188,2,2:07.0,,Shooting foul by J. Teague (drawn by A. Afflalo),40,51
189,2,2:07.0,,A. Afflalo makes free throw 1 of 2,40,52
190,2,2:07.0,,A. Afflalo makes free throw 2 of 2,40,53
191,2,1:56.0,P. Millsap misses 3-pt jump shot from 26 ft,,40,53
192,2,1:55.0,,Defensive rebound by R. Lopez,40,53
193,2,1:45.0,,A. Afflalo makes 2-pt jump shot from 12 ft (assist by R. Lopez),40,55
194,2,1:24.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by A. Horford),,43,55
195,2,1:06.0,,Turnover by K. Porziņģis (bad pass; steal by P. Millsap),43,55
196,2,0:59.0,T. Sefolosha makes 2-pt layup from 3 ft (assist by P. Millsap),,45,55
197,2,0:44.0,,J. Calderón misses 2-pt jump shot from 10 ft,45,55
198,2,0:43.0,Defensive rebound by K. Bazemore,,45,55
199,2,0:26.0,Turnover by P. Millsap (lost ball; steal by C. Anthony),,45,55
200,2,0:09.0,,J. Calderón misses 3-pt jump shot from 26 ft,45,55
201,2,0:08.0,Defensive rebound by T. Sefolosha,,45,55
202,2,0:00.0,J. Teague misses 2-pt jump shot from 12 ft,,45,55
203,2,0:00.0,Offensive rebound by Team,,45,55
204,3,11:37.0,K. Korver misses 3-pt jump shot from 27 ft,,45,55
205,3,11:36.0,Offensive rebound by P. Millsap,,45,55
206,3,11:35.0,Shooting foul by K. Porziņģis (drawn by P. Millsap),,45,55
207,3,11:35.0,P. Millsap makes free throw 1 of 2,,46,55
208,3,11:35.0,P. Millsap makes free throw 2 of 2,,47,55
209,3,11:12.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by J. Calderón),47,58
210,3,10:51.0,A. Horford makes 2-pt jump shot from 19 ft (assist by P. Millsap),,49,58
211,3,10:38.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,49,58
212,3,10:37.0,,Offensive rebound by R. Lopez,49,58
213,3,10:35.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by R. Lopez),49,61
214,3,10:13.0,K. Bazemore makes 3-pt jump shot from 27 ft (assist by K. Korver),,52,61
215,3,9:51.0,,Turnover by J. Calderón (bad pass),52,61
216,3,9:48.0,K. Korver misses 3-pt jump shot from 25 ft,,52,61
217,3,9:47.0,,Defensive rebound by K. Porziņģis,52,61
218,3,9:30.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by C. Anthony),52,64
219,3,9:13.0,Shooting foul by K. Porziņģis (drawn by P. Millsap),,52,64
220,3,9:13.0,P. Millsap makes free throw 1 of 2,,53,64
221,3,9:13.0,P. Millsap misses free throw 2 of 2,,53,64
222,3,9:12.0,,Defensive rebound by K. Porziņģis,53,64
223,3,9:03.0,,K. Porziņģis misses 2-pt layup from 2 ft,53,64
224,3,9:02.0,,Offensive rebound by R. Lopez,53,64
225,3,9:02.0,,R. Lopez misses 2-pt layup from 2 ft,53,64
226,3,9:01.0,Defensive rebound by P. Millsap,,53,64
227,3,8:44.0,Shooting foul by C. Anthony (drawn by K. Bazemore),,53,64
228,3,8:44.0,K. Bazemore makes free throw 1 of 2,,54,64
229,3,8:44.0,K. Bazemore makes free throw 2 of 2,,55,64
230,3,8:33.0,,C. Anthony misses 3-pt jump shot from 25 ft,55,64
231,3,8:32.0,Defensive rebound by J. Teague,,55,64
232,3,8:26.0,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),,57,64
233,3,8:06.0,,R. Lopez makes 2-pt hook shot from 7 ft,57,66
234,3,7:43.0,J. Teague misses 2-pt layup from 3 ft,,57,66
235,3,7:42.0,Offensive rebound by P. Millsap,,57,66
236,3,7:37.0,K. Bazemore misses 3-pt jump shot from 25 ft,,57,66
237,3,7:36.0,Offensive rebound by P. Millsap,,57,66
238,3,7:34.0,Turnover by P. Millsap (bad pass; steal by J. Calderón),,57,66
239,3,7:19.0,,Shooting foul by K. Korver (drawn by A. Afflalo),57,66
240,3,7:19.0,,A. Afflalo makes free throw 1 of 2,57,67
241,3,7:19.0,,A. Afflalo misses free throw 2 of 2,57,67
242,3,7:18.0,Defensive rebound by A. Horford,,57,67
243,3,6:55.0,K. Bazemore misses 3-pt jump shot from 26 ft,,57,67
244,3,6:54.0,,Defensive rebound by Team,57,67
245,3,6:48.0,Violation by K. Bazemore (kicked ball),,57,67
246,3,6:45.0,T. Sefolosha enters the game for K. Korver,,57,67
247,3,6:45.0,E. Tavares enters the game for A. Horford,,57,67
248,3,6:36.0,,K. Porziņģis misses 2-pt jump shot from 7 ft,57,67
249,3,6:35.0,Defensive rebound by E. Tavares,,57,67
250,3,6:25.0,K. Bazemore misses 3-pt jump shot from 24 ft,,57,67
251,3,6:24.0,,Defensive rebound by C. Anthony,57,67
252,3,6:18.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by C. Anthony),57,70
253,3,6:08.0,Atlanta full timeout,,57,70
254,3,6:08.0,,L. Thomas enters the game for R. Lopez,57,70
255,3,6:05.0,Personal foul by L. Thomas,,57,70
256,3,6:03.0,P. Millsap misses 2-pt jump shot from 10 ft,,57,70
257,3,6:02.0,,Defensive rebound by K. Porziņģis,57,70
258,3,5:38.0,,Shooting foul by P. Millsap (drawn by L. Thomas),57,70
259,3,5:38.0,,L. Thomas makes free throw 1 of 2,57,71
260,3,5:38.0,,L. Thomas makes free throw 2 of 2,57,72
261,3,5:38.0,J. Teague misses 2-pt dunk at rim (block by K. Porziņģis),,57,72
262,3,5:37.0,,Defensive rebound by L. Thomas,57,72
263,3,5:29.0,,A. Afflalo makes 2-pt jump shot from 18 ft (assist by L. Thomas),57,74
264,3,5:02.0,Turnover by J. Teague (lost ball; steal by J. Calderón),,57,74
265,3,4:55.0,,K. Porziņģis misses 2-pt dunk at rim (block by E. Tavares),57,74
266,3,4:53.0,,Offensive rebound by Team,57,74
267,3,4:53.0,S. Mack enters the game for J. Teague,,57,74
268,3,4:39.0,,J. Calderón misses 2-pt jump shot from 19 ft,57,74
269,3,4:38.0,Defensive rebound by E. Tavares,,57,74
270,3,4:28.0,P. Millsap makes 2-pt layup from 2 ft (assist by T. Sefolosha),,59,74
271,3,4:17.0,,J. Calderón makes 2-pt jump shot from 16 ft,59,76
272,3,4:01.0,K. Bazemore makes 2-pt layup from 2 ft (assist by P. Millsap),,61,76
273,3,3:51.0,,Offensive foul by A. Afflalo (drawn by K. Bazemore),61,76
274,3,3:51.0,,Turnover by A. Afflalo (offensive foul),61,76
275,3,3:44.0,E. Tavares makes 2-pt dunk at rim (assist by K. Bazemore),,63,76
276,3,3:21.0,,K. Porziņģis makes 2-pt jump shot from 18 ft,63,78
277,3,3:11.0,P. Millsap misses 2-pt hook shot from 4 ft,,63,78
278,3,3:10.0,Offensive rebound by E. Tavares,,63,78
279,3,3:10.0,E. Tavares misses 2-pt layup from 2 ft,,63,78
280,3,3:09.0,,Defensive rebound by L. Thomas,63,78
281,3,3:02.0,,K. Porziņģis misses 2-pt layup from 2 ft,63,78
282,3,3:01.0,Defensive rebound by P. Millsap,,63,78
283,3,2:55.0,S. Mack makes 2-pt jump shot from 4 ft,,65,78
284,3,2:52.0,,New York full timeout,65,78
285,3,2:49.0,A. Horford enters the game for K. Bazemore,,65,78
286,3,2:49.0,K. Korver enters the game for P. Millsap,,65,78
287,3,2:49.0,,R. Lopez enters the game for K. Porziņģis,65,78
288,3,2:49.0,,J. Grant enters the game for A. Afflalo,65,78
289,3,2:49.0,,L. Galloway enters the game for J. Calderón,65,78
290,3,2:40.0,,J. Grant makes 2-pt jump shot from 17 ft,65,80
291,3,2:16.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,68,80
292,3,2:05.0,,C. Anthony makes 2-pt layup from 2 ft (assist by J. Grant),68,82
293,3,1:51.0,K. Korver misses 3-pt jump shot from 24 ft,,68,82
294,3,1:50.0,,Defensive rebound by J. Grant,68,82
295,3,1:40.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Grant),68,84
296,3,1:20.0,Def 3 sec tech foul by C. Anthony,,68,84
297,3,1:20.0,K. Korver makes technical free throw,,69,84
298,3,1:14.0,S. Mack makes 2-pt jump shot from 20 ft,,71,84
299,3,0:59.0,,L. Thomas misses 3-pt jump shot from 25 ft,71,84
300,3,0:57.0,,Offensive rebound by C. Anthony,71,84
301,3,0:55.0,,Personal foul by T. Sefolosha,71,84
302,3,0:53.0,,L. Thomas misses 2-pt hook shot from 9 ft,71,84
303,3,0:52.0,Defensive rebound by A. Horford,,71,84
304,3,0:47.0,S. Mack makes 2-pt layup from 2 ft (assist by K. Korver),,73,84
305,3,0:30.0,,Turnover by J. Grant (bad pass; steal by T. Sefolosha),73,84
306,3,0:24.0,K. Korver makes 3-pt jump shot from 26 ft (assist by S. Mack),,76,84
307,3,0:06.0,,R. Lopez makes 2-pt hook shot from 5 ft (assist by J. Grant),76,86
308,3,0:06.0,Turnover by S. Mack (bad pass; steal by J. Grant),,76,86
309,3,0:02.0,,J. Grant misses 3-pt jump shot from 24 ft,76,86
310,3,0:00.0,,Offensive rebound by Team,76,86
311,4,11:37.0,,A. Afflalo makes 2-pt jump shot from 13 ft (assist by D. Williams),76,88
312,4,11:18.0,S. Mack misses 2-pt jump shot from 10 ft,,76,88
313,4,11:17.0,Offensive rebound by S. Mack,,76,88
314,4,11:05.0,S. Mack makes 2-pt layup from 3 ft,,78,88
315,4,10:38.0,,L. Galloway makes 2-pt jump shot from 21 ft (assist by D. Williams),78,90
316,4,10:27.0,Turnover by S. Mack (bad pass),,78,90
317,4,10:12.0,,J. Grant misses 3-pt jump shot from 25 ft,78,90
318,4,10:11.0,Defensive rebound by K. Bazemore,,78,90
319,4,9:59.0,K. Bazemore misses 2-pt layup from 2 ft,,78,90
320,4,9:58.0,,Defensive rebound by R. Lopez,78,90
321,4,9:42.0,,D. Williams misses 2-pt layup from 2 ft,78,90
322,4,9:41.0,Defensive rebound by A. Horford,,78,90
323,4,9:25.0,K. Korver makes 2-pt jump shot from 14 ft (assist by S. Mack),,80,90
324,4,9:07.0,,R. Lopez makes 2-pt hook shot from 6 ft,80,92
325,4,8:58.0,Turnover by P. Millsap (bad pass; steal by J. Grant),,80,92
326,4,8:51.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by J. Grant),80,95
327,4,8:48.0,Atlanta full timeout,,80,95
328,4,8:48.0,M. Scott enters the game for A. Horford,,80,95
329,4,8:48.0,J. Teague enters the game for S. Mack,,80,95
330,4,8:40.0,P. Millsap makes 2-pt layup from 2 ft,,82,95
331,4,8:23.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by J. Grant),82,98
332,4,8:05.0,K. Bazemore misses 2-pt layup from 2 ft,,82,98
333,4,8:04.0,,Defensive rebound by R. Lopez,82,98
334,4,7:54.0,,R. Lopez misses 2-pt hook shot from 9 ft,82,98
335,4,7:53.0,Defensive rebound by M. Scott,,82,98
336,4,7:32.0,Personal foul by R. Lopez,,82,98
337,4,7:32.0,P. Millsap misses 3-pt jump shot from 25 ft,,82,98
338,4,7:26.0,,Defensive rebound by Team,82,98
339,4,7:15.0,Loose ball foul by K. Bazemore,,82,98
340,4,7:15.0,,Offensive foul by R. Lopez (drawn by K. Bazemore),82,98
341,4,7:15.0,,Turnover by R. Lopez (offensive foul),82,98
342,4,7:13.0,,K. Porziņģis enters the game for R. Lopez,82,98
343,4,7:13.0,,C. Anthony enters the game for J. Grant,82,98
344,4,6:56.0,K. Korver misses 3-pt jump shot from 26 ft,,82,98
345,4,6:55.0,Offensive rebound by P. Millsap,,82,98
346,4,6:50.0,K. Korver makes 2-pt jump shot from 19 ft (assist by P. Millsap),,84,98
347,4,6:28.0,,A. Afflalo misses 2-pt layup from 3 ft (block by K. Bazemore),84,98
348,4,6:26.0,,Offensive rebound by K. Porziņģis,84,98
349,4,6:21.0,,L. Galloway misses 2-pt jump shot from 18 ft,84,98
350,4,6:20.0,Defensive rebound by K. Bazemore,,84,98
351,4,6:14.0,P. Millsap makes 2-pt dunk at rim (assist by K. Bazemore),,86,98
352,4,5:57.0,,Personal foul by P. Millsap,86,98
353,4,5:57.0,Official timeout,,86,98
354,4,5:57.0,T. Sefolosha enters the game for K. Bazemore,,86,98
355,4,5:57.0,,J. Calderón enters the game for L. Galloway,86,98
356,4,5:46.0,Violation by M. Scott (kicked ball),,86,98
357,4,5:37.0,,D. Williams misses 3-pt jump shot from 26 ft,86,98
358,4,5:36.0,,Offensive rebound by C. Anthony,86,98
359,4,5:32.0,,A. Afflalo makes 3-pt jump shot from 26 ft (assist by C. Anthony),86,101
360,4,5:17.0,Personal foul by A. Afflalo,,86,101
361,4,5:17.0,J. Teague misses 2-pt jump shot from 9 ft,,86,101
362,4,5:16.0,Offensive rebound by K. Korver,,86,101
363,4,5:16.0,K. Korver misses 2-pt layup from 2 ft,,86,101
364,4,5:15.0,,Defensive rebound by D. Williams,86,101
365,4,4:48.0,K. Bazemore enters the game for K. Korver,,86,101
366,4,4:48.0,A. Horford enters the game for P. Millsap,,86,101
367,4,4:48.0,,New York full timeout,86,101
368,4,4:41.0,,C. Anthony makes 2-pt dunk at rim,86,103
369,4,4:26.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,86,103
370,4,4:25.0,,Defensive rebound by A. Afflalo,86,103
371,4,4:09.0,,K. Porziņģis misses 2-pt layup from 2 ft,86,103
372,4,4:08.0,Defensive rebound by M. Scott,,86,103
373,4,3:59.0,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),,89,103
374,4,3:37.0,,A. Afflalo misses 3-pt jump shot from 25 ft,89,103
375,4,3:36.0,,Offensive rebound by C. Anthony,89,103
376,4,3:35.0,,Shooting foul by T. Sefolosha (drawn by C. Anthony),89,103
377,4,3:35.0,,C. Anthony makes free throw 1 of 2,89,104
378,4,3:35.0,L. Patterson enters the game for K. Bazemore,,89,104
379,4,3:35.0,,C. Anthony makes free throw 2 of 2,89,105
380,4,3:26.0,M. Scott misses 3-pt jump shot from 25 ft,,89,105
381,4,3:25.0,,Defensive rebound by C. Anthony,89,105
