,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
0,1,11:41.0,C. Bosh misses 2-pt layup from 3 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Valančiūnas,0,0
2,1,11:33.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by D. DeRozan),0,3
3,1,11:16.0,T. Johnson misses 2-pt jump shot from 18 ft,,0,3
4,1,11:15.0,,Defensive rebound by J. Valančiūnas,0,3
5,1,11:03.0,,D. DeRozan makes 2-pt jump shot from 4 ft,0,5
6,1,11:03.0,,Shooting foul by T. Johnson (drawn by D. DeRozan),0,5
7,1,11:03.0,,D. DeRozan makes free throw 1 of 1,0,6
8,1,10:51.0,A. Stoudemire makes 2-pt dunk at rim (assist by D. Wade),,2,6
9,1,10:34.0,,D. DeRozan misses 2-pt jump shot from 19 ft,2,6
10,1,10:33.0,Defensive rebound by C. Bosh,,2,6
11,1,10:24.0,J. Winslow misses 2-pt layup from 1 ft,,2,6
12,1,10:23.0,,Defensive rebound by L. Scola,2,6
13,1,10:13.0,,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Johnson),2,9
14,1,10:11.0,Miami full timeout,,2,9
15,1,9:59.0,D. Wade makes 2-pt jump shot from 9 ft,,4,9
16,1,9:40.0,,J. Valančiūnas misses 2-pt jump shot from 4 ft,4,9
17,1,9:40.0,,Offensive rebound by J. Johnson,4,9
18,1,9:38.0,,J. Johnson misses 2-pt layup at rim,4,9
19,1,9:38.0,Defensive rebound by J. Winslow,,4,9
20,1,9:20.0,D. Wade misses 2-pt jump shot from 8 ft,,4,9
21,1,9:19.0,,Defensive rebound by J. Johnson,4,9
22,1,9:00.0,,J. Valančiūnas makes 2-pt layup from 3 ft,4,11
23,1,8:47.0,Personal foul by J. Valančiūnas (drawn by A. Stoudemire),,4,11
24,1,8:34.0,T. Johnson makes 2-pt jump shot from 19 ft (assist by D. Wade),,6,11
25,1,8:19.0,,D. DeRozan makes 2-pt layup from 1 ft,6,13
26,1,8:02.0,T. Johnson misses 2-pt jump shot from 3 ft,,6,13
27,1,8:01.0,Offensive rebound by T. Johnson,,6,13
28,1,7:57.0,A. Stoudemire makes 2-pt dunk at rim (assist by T. Johnson),,8,13
29,1,7:42.0,,D. DeRozan makes 2-pt jump shot from 12 ft,8,15
30,1,7:23.0,Turnover by A. Stoudemire (step out of bounds),,8,15
31,1,7:10.0,,J. Johnson misses 3-pt jump shot from 24 ft,8,15
32,1,7:09.0,Defensive rebound by C. Bosh,,8,15
33,1,6:56.0,D. Wade misses 2-pt layup from 2 ft,,8,15
34,1,6:55.0,Offensive rebound by A. Stoudemire,,8,15
35,1,6:53.0,Turnover by A. Stoudemire (lost ball),,8,15
36,1,6:53.0,J. Richardson enters the game for T. Johnson,,8,15
37,1,6:39.0,,D. DeRozan makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),8,18
38,1,6:24.0,C. Bosh makes 2-pt jump shot from 15 ft (assist by J. Richardson),,10,18
39,1,6:03.0,,Shooting block foul by A. Stoudemire (drawn by J. Valančiūnas),10,18
40,1,6:03.0,,J. Valančiūnas makes free throw 1 of 2,10,19
41,1,6:03.0,,J. Valančiūnas makes free throw 2 of 2,10,20
42,1,5:45.0,Shooting foul by J. Johnson (drawn by C. Bosh),,10,20
43,1,5:45.0,C. Bosh makes free throw 1 of 2,,11,20
44,1,5:45.0,C. Bosh makes free throw 2 of 2,,12,20
45,1,5:30.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by L. Scola),12,22
46,1,5:08.0,C. Bosh makes 3-pt jump shot from 27 ft (assist by J. Richardson),,15,22
47,1,4:54.0,,J. Valančiūnas misses 2-pt layup from 4 ft,15,22
48,1,4:54.0,Defensive rebound by A. Stoudemire,,15,22
49,1,4:39.0,D. Wade misses 2-pt jump shot from 12 ft,,15,22
50,1,4:38.0,,Defensive rebound by D. DeRozan,15,22
51,1,4:23.0,,K. Lowry misses 3-pt jump shot from 27 ft,15,22
52,1,4:22.0,Defensive rebound by C. Bosh,,15,22
53,1,4:11.0,J. Richardson misses 2-pt jump shot from 21 ft,,15,22
54,1,4:10.0,,Defensive rebound by D. DeRozan,15,22
55,1,4:02.0,,D. DeRozan misses 2-pt jump shot from 18 ft,15,22
56,1,4:02.0,,Offensive rebound by Team,15,22
57,1,3:59.0,,Toronto full timeout,15,22
58,1,3:59.0,,T. Ross enters the game for J. Johnson,15,22
59,1,3:59.0,,P. Patterson enters the game for L. Scola,15,22
60,1,3:59.0,G. Green enters the game for A. Stoudemire,,15,22
61,1,3:59.0,T. Johnson enters the game for D. Wade,,15,22
62,1,3:46.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),15,25
63,1,3:22.0,J. Richardson misses 2-pt layup from 3 ft (block by J. Valančiūnas),,15,25
64,1,3:21.0,,Defensive rebound by J. Valančiūnas,15,25
65,1,3:16.0,,Turnover by K. Lowry (bad pass; steal by T. Johnson),15,25
66,1,3:13.0,Turnover by T. Johnson (offensive goaltending),,15,25
67,1,2:55.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),15,28
68,1,2:41.0,C. Bosh makes 2-pt layup from 2 ft,,17,28
69,1,2:41.0,Shooting foul by J. Valančiūnas (drawn by C. Bosh),,17,28
70,1,2:41.0,,C. Joseph enters the game for K. Lowry,17,28
71,1,2:41.0,,B. Biyombo enters the game for J. Valančiūnas,17,28
72,1,2:41.0,C. Bosh makes free throw 1 of 1,,18,28
73,1,2:29.0,,D. DeRozan makes 2-pt layup from 2 ft,18,30
74,1,2:05.0,T. Johnson misses 2-pt jump shot from 11 ft,,18,30
75,1,2:05.0,Offensive rebound by G. Green,,18,30
76,1,2:00.0,C. Bosh misses 3-pt jump shot from 24 ft,,18,30
77,1,1:59.0,,Defensive rebound by T. Ross,18,30
78,1,1:40.0,,C. Joseph misses 2-pt jump shot from 16 ft,18,30
79,1,1:38.0,Defensive rebound by C. Bosh,,18,30
80,1,1:22.0,C. Bosh misses 2-pt jump shot from 20 ft,,18,30
81,1,1:22.0,,Defensive rebound by P. Patterson,18,30
82,1,1:17.0,,Shooting foul by J. Richardson (drawn by D. DeRozan),18,30
83,1,1:17.0,,D. DeRozan makes free throw 1 of 2,18,31
84,1,1:17.0,U. Haslem enters the game for C. Bosh,,18,31
85,1,1:17.0,,D. DeRozan misses free throw 2 of 2,18,31
86,1,1:15.0,Defensive rebound by J. Winslow,,18,31
87,1,1:01.0,G. Green misses 2-pt jump shot from 10 ft,,18,31
88,1,1:01.0,,Defensive rebound by C. Joseph,18,31
89,1,0:49.0,,Turnover by D. DeRozan (lost ball; steal by J. Richardson),18,31
90,1,0:38.0,Turnover by G. Green (traveling),,18,31
91,1,0:29.0,,P. Patterson misses 3-pt jump shot from 26 ft,18,31
92,1,0:28.0,Defensive rebound by U. Haslem,,18,31
93,1,0:04.0,U. Haslem makes 2-pt jump shot from 16 ft (assist by J. Richardson),,20,31
94,1,0:00.0,,D. DeRozan misses 3-pt jump shot from 29 ft,20,31
95,1,0:00.0,,Offensive rebound by Team,20,31
96,2,11:49.0,,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),20,33
97,2,11:29.0,U. Haslem misses 2-pt layup from 1 ft,,20,33
98,2,11:28.0,Offensive rebound by U. Haslem,,20,33
99,2,11:26.0,U. Haslem makes 2-pt layup from 1 ft,,22,33
100,2,11:16.0,,T. Ross makes 2-pt jump shot from 11 ft (assist by B. Biyombo),22,35
101,2,10:59.0,D. Wade makes 2-pt jump shot from 13 ft,,24,35
102,2,10:43.0,,K. Lowry misses 2-pt jump shot from 20 ft,24,35
103,2,10:42.0,Defensive rebound by U. Haslem,,24,35
104,2,10:27.0,Turnover by J. Winslow (traveling),,24,35
105,2,10:03.0,,C. Joseph makes 2-pt jump shot from 16 ft,24,37
106,2,9:46.0,D. Wade makes 2-pt layup from 2 ft,,26,37
107,2,9:32.0,,K. Lowry misses 2-pt jump shot from 19 ft,26,37
108,2,9:31.0,Defensive rebound by J. Winslow,,26,37
109,2,9:17.0,D. Wade makes 2-pt layup from 2 ft,,28,37
110,2,9:12.0,,Shooting foul by J. Winslow (drawn by T. Ross),28,37
111,2,9:12.0,,T. Ross makes free throw 1 of 2,28,38
112,2,9:12.0,G. Green enters the game for J. Richardson,,28,38
113,2,9:12.0,,T. Ross makes free throw 2 of 2,28,39
