,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA CLIPPERS_ACTION,MINNESOTA_SCORE,LA CLIPPERS_SCORE
70,1,3:26.0,A. Wiggins misses 2-pt layup from 1 ft (block by B. Griffin),,15,17
71,1,3:25.0,,Defensive rebound by D. Jordan,15,17
72,1,3:08.0,,B. Griffin misses 2-pt jump shot from 4 ft,15,17
73,1,3:06.0,Defensive rebound by K. Towns,,15,17
74,1,3:02.0,Z. LaVine misses 2-pt layup from 2 ft,,15,17
75,1,3:02.0,Offensive rebound by A. Payne,,15,17
76,1,3:02.0,Personal foul by C. Paul (drawn by A. Payne),,15,17
77,1,3:02.0,G. Dieng enters the game for K. Martin,,15,17
78,1,3:02.0,S. Muhammad enters the game for K. Towns,,15,17
79,1,3:02.0,,J. Crawford enters the game for J. Redick,15,17
80,1,3:02.0,,A. Rivers enters the game for C. Paul,15,17
81,1,3:02.0,,J. Smith enters the game for D. Jordan,15,17
82,1,2:53.0,Z. LaVine misses 2-pt jump shot from 15 ft,,15,17
83,1,2:52.0,Offensive rebound by S. Muhammad,,15,17
84,1,2:35.0,A. Wiggins misses 2-pt jump shot from 4 ft,,15,17
85,1,2:34.0,Offensive rebound by G. Dieng,,15,17
86,1,2:33.0,G. Dieng misses 2-pt layup from 2 ft,,15,17
87,1,2:32.0,,Defensive rebound by J. Smith,15,17
88,1,2:30.0,,Turnover by B. Griffin (bad pass),15,17
89,1,2:30.0,,LA Clippers full timeout,15,17
90,1,2:30.0,A. Miller enters the game for Z. LaVine,,15,17
91,1,2:11.0,A. Miller misses 2-pt layup from 2 ft,,15,17
92,1,2:08.0,,Defensive rebound by J. Smith,15,17
93,1,2:00.0,,J. Smith makes 2-pt hook shot from 4 ft,15,19
94,1,1:44.0,Personal foul by A. Rivers (drawn by S. Muhammad),,15,19
95,1,1:44.0,T. Prince enters the game for A. Wiggins,,15,19
96,1,1:37.0,S. Muhammad makes 2-pt jump shot from 22 ft (assist by A. Miller),,17,19
97,1,1:22.0,,Personal foul by A. Payne (drawn by B. Griffin),17,19
98,1,1:11.0,,Shooting foul by A. Payne (drawn by B. Griffin),17,19
99,1,1:11.0,,B. Griffin makes free throw 1 of 2,17,20
100,1,1:11.0,,B. Griffin misses free throw 2 of 2,17,20
101,1,1:09.0,Defensive rebound by G. Dieng,,17,20
102,1,0:57.0,A. Payne misses 2-pt jump shot from 13 ft (block by J. Smith),,17,20
103,1,0:55.0,,Defensive rebound by W. Johnson,17,20
104,1,0:47.0,,A. Rivers misses 3-pt jump shot from 23 ft,17,20
105,1,0:46.0,Defensive rebound by G. Dieng,,17,20
106,1,0:38.0,Shooting foul by J. Crawford (drawn by A. Miller),,17,20
107,1,0:38.0,A. Miller makes free throw 1 of 2,,18,20
108,1,0:38.0,,L. Stephenson enters the game for W. Johnson,18,20
109,1,0:38.0,,P. Pierce enters the game for B. Griffin,18,20
110,1,0:38.0,A. Miller makes free throw 2 of 2,,19,20
111,1,0:26.0,,J. Crawford misses 3-pt jump shot from 24 ft,19,20
112,1,0:25.0,,Offensive rebound by A. Rivers,19,20
113,1,0:03.0,,L. Stephenson makes 3-pt jump shot from 24 ft (assist by J. Crawford),19,23
114,2,11:41.0,S. Muhammad misses 2-pt hook shot from 7 ft,,19,23
115,2,11:37.0,,Defensive rebound by L. Stephenson,19,23
116,2,11:24.0,,J. Smith makes 2-pt hook shot from 8 ft,19,25
117,2,11:02.0,A. Miller misses 2-pt layup from 1 ft,,19,25
118,2,10:59.0,,Defensive rebound by J. Smith,19,25
119,2,10:45.0,,P. Pierce misses 3-pt jump shot from 25 ft,19,25
120,2,10:45.0,Defensive rebound by G. Dieng,,19,25
121,2,10:33.0,Personal foul by J. Smith (drawn by G. Dieng),,19,25
122,2,10:20.0,T. Prince misses 2-pt jump shot from 9 ft,,19,25
123,2,10:18.0,,Defensive rebound by L. Stephenson,19,25
124,2,10:10.0,,P. Pierce makes 2-pt jump shot from 15 ft,19,27
125,2,9:49.0,Offensive foul by G. Dieng (drawn by J. Smith),,19,27
126,2,9:49.0,Turnover by G. Dieng (offensive foul),,19,27
127,2,9:36.0,,A. Rivers makes 2-pt layup from 3 ft,19,29
128,2,9:32.0,Minnesota full timeout,,19,29
129,2,9:17.0,A. Miller misses 2-pt jump shot from 8 ft,,19,29
130,2,9:15.0,,Defensive rebound by P. Pierce,19,29
131,2,8:58.0,,A. Rivers misses 2-pt layup from 2 ft,19,29
132,2,8:57.0,Defensive rebound by G. Dieng,,19,29
133,2,8:39.0,G. Dieng makes 2-pt hook shot from 4 ft,,21,29
134,2,8:18.0,,J. Smith misses 2-pt jump shot from 21 ft,21,29
135,2,8:17.0,,Offensive rebound by A. Rivers,21,29
136,2,8:07.0,,Turnover by J. Smith (bad pass; steal by G. Dieng),21,29
137,2,8:00.0,S. Muhammad makes 2-pt dunk at rim (assist by A. Miller),,23,29
138,2,7:42.0,,J. Crawford misses 2-pt jump shot from 3 ft,23,29
139,2,7:42.0,,Offensive rebound by Team,23,29
140,2,7:42.0,,J. Redick enters the game for J. Crawford,23,29
141,2,7:42.0,,D. Jordan enters the game for J. Smith,23,29
142,2,7:32.0,,P. Pierce misses 3-pt jump shot from 27 ft,23,29
143,2,7:32.0,Defensive rebound by G. Dieng,,23,29
144,2,7:12.0,A. Miller makes 2-pt layup from 1 ft (assist by G. Dieng),,25,29
145,2,6:53.0,,A. Rivers misses 3-pt jump shot from 26 ft,25,29
146,2,6:53.0,,Offensive rebound by D. Jordan,25,29
147,2,6:53.0,,LA Clippers full timeout,25,29
148,2,6:53.0,,C. Paul enters the game for A. Rivers,25,29
149,2,6:53.0,,B. Griffin enters the game for P. Pierce,25,29
150,2,6:53.0,A. Wiggins enters the game for T. Prince,,25,29
151,2,6:38.0,,C. Paul misses 3-pt jump shot from 26 ft,25,29
152,2,6:38.0,Defensive rebound by S. Muhammad,,25,29
153,2,6:27.0,Turnover by A. Miller (bad pass),,25,29
154,2,6:15.0,,Shooting foul by N. Bjelica (drawn by B. Griffin),25,29
155,2,6:15.0,,B. Griffin misses free throw 1 of 2,25,29
156,2,6:15.0,,Offensive rebound by Team,25,29
157,2,6:15.0,,B. Griffin makes free throw 2 of 2,25,30
158,2,6:01.0,Turnover by A. Miller (bad pass; steal by L. Stephenson),,25,30
159,2,5:51.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Stephenson),25,32
160,2,5:40.0,Turnover by A. Miller (bad pass; steal by D. Jordan),,25,32
161,2,5:34.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),25,34
162,2,5:23.0,Minnesota full timeout,,25,34
163,2,5:23.0,K. Towns enters the game for G. Dieng,,25,34
164,2,5:23.0,K. Martin enters the game for S. Muhammad,,25,34
165,2,5:23.0,Z. LaVine enters the game for A. Miller,,25,34
166,2,5:05.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,28,34
167,2,4:48.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by C. Paul),28,36
168,2,4:37.0,Offensive foul by K. Towns (drawn by C. Paul),,28,36
169,2,4:37.0,Turnover by K. Towns (offensive foul),,28,36
170,2,4:28.0,,Turnover by B. Griffin (bad pass; steal by K. Towns),28,36
171,2,4:15.0,A. Wiggins makes 2-pt layup from 2 ft,,30,36
172,2,4:06.0,,Personal foul by K. Martin (drawn by J. Redick),30,36
173,2,4:06.0,K. Garnett enters the game for N. Bjelica,,30,36
174,2,4:00.0,,Shooting foul by Z. LaVine (drawn by C. Paul),30,36
175,2,4:00.0,,C. Paul makes free throw 1 of 2,30,37
176,2,4:00.0,,C. Paul makes free throw 2 of 2,30,38
177,2,3:46.0,Z. LaVine misses 2-pt layup from 2 ft (block by B. Griffin),,30,38
178,2,3:44.0,,Defensive rebound by D. Jordan,30,38
179,2,3:38.0,,C. Paul makes 2-pt jump shot from 15 ft (assist by L. Stephenson),30,40
180,2,3:29.0,Technical foul by Team,,30,40
181,2,3:29.0,,J. Redick makes technical free throw,30,41
182,2,3:22.0,A. Wiggins misses 2-pt jump shot from 20 ft,,30,41
183,2,3:22.0,Offensive rebound by K. Garnett,,30,41
184,2,3:22.0,K. Garnett misses 2-pt dunk at rim,,30,41
185,2,3:22.0,Offensive rebound by Team,,30,41
186,2,3:18.0,Shooting foul by D. Jordan (drawn by K. Towns),,30,41
187,2,3:18.0,K. Towns misses free throw 1 of 2,,30,41
188,2,3:18.0,Offensive rebound by Team,,30,41
189,2,3:18.0,K. Towns misses free throw 2 of 2,,30,41
190,2,3:17.0,,Defensive rebound by D. Jordan,30,41
191,2,2:55.0,,L. Stephenson misses 2-pt layup from 3 ft,30,41
192,2,2:55.0,,Offensive rebound by L. Stephenson,30,41
193,2,2:51.0,,L. Stephenson makes 2-pt layup from 1 ft,30,43
194,2,2:44.0,Turnover by A. Wiggins (traveling),,30,43
195,2,2:44.0,Official timeout,,30,43
196,2,2:28.0,,Turnover by C. Paul (bad pass; steal by K. Towns),30,43
197,2,2:08.0,K. Towns makes 2-pt hook shot from 8 ft (assist by K. Garnett),,32,43
198,2,1:56.0,,Def 3 sec tech foul by K. Towns,32,43
199,2,1:56.0,,J. Redick makes technical free throw,32,44
200,2,1:44.0,,C. Paul misses 2-pt jump shot from 17 ft,32,44
201,2,1:43.0,,Offensive rebound by L. Stephenson,32,44
202,2,1:29.0,,Shooting foul by A. Wiggins (drawn by L. Stephenson),32,44
203,2,1:29.0,,L. Stephenson makes free throw 1 of 2,32,45
204,2,1:29.0,,L. Stephenson makes free throw 2 of 2,32,46
205,2,1:24.0,Personal foul by C. Paul (drawn by K. Martin),,32,46
206,2,1:13.0,Z. LaVine misses 2-pt jump shot from 13 ft,,32,46
207,2,1:11.0,,Defensive rebound by B. Griffin,32,46
208,2,1:02.0,,C. Paul makes 2-pt layup from 2 ft,32,48
209,2,0:52.0,Personal foul by L. Stephenson (drawn by A. Wiggins),,32,48
210,2,0:52.0,A. Wiggins makes free throw 1 of 2,,33,48
211,2,0:52.0,A. Wiggins makes free throw 2 of 2,,34,48
212,2,0:44.0,,J. Redick misses 3-pt jump shot from 23 ft,34,48
213,2,0:43.0,Defensive rebound by K. Garnett,,34,48
214,2,0:29.0,A. Wiggins misses 3-pt jump shot from 26 ft,,34,48
215,2,0:29.0,Offensive rebound by K. Towns,,34,48
216,2,0:25.0,Z. LaVine makes 3-pt jump shot from 25 ft,,37,48
217,2,0:20.0,,Personal take foul by K. Martin (drawn by D. Jordan),37,48
218,2,0:20.0,,D. Jordan misses free throw 1 of 2,37,48
219,2,0:20.0,,Offensive rebound by Team,37,48
220,2,0:20.0,,A. Rivers enters the game for C. Paul,37,48
221,2,0:20.0,,L. Mbah a Moute enters the game for J. Redick,37,48
222,2,0:20.0,,D. Jordan misses free throw 2 of 2,37,48
223,2,0:20.0,Defensive rebound by Team,,37,48
224,2,0:01.0,A. Wiggins misses 2-pt jump shot from 19 ft,,37,48
225,2,0:00.0,Offensive rebound by Team,,37,48
226,3,11:41.0,K. Towns makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,39,48
227,3,11:22.0,,J. Redick misses 3-pt jump shot from 27 ft,39,48
228,3,11:22.0,Defensive rebound by K. Towns,,39,48
229,3,11:07.0,K. Garnett misses 2-pt jump shot from 5 ft (block by L. Mbah a Moute),,39,48
230,3,11:05.0,Offensive rebound by K. Garnett,,39,48
231,3,11:05.0,K. Garnett misses 2-pt jump shot from 19 ft,,39,48
232,3,11:02.0,,Defensive rebound by Team,39,48
233,3,10:51.0,,C. Paul misses 2-pt jump shot from 17 ft,39,48
234,3,10:50.0,Defensive rebound by K. Garnett,,39,48
235,3,10:40.0,K. Towns makes 2-pt jump shot from 22 ft (assist by Z. LaVine),,41,48
236,3,10:25.0,,L. Mbah a Moute makes 3-pt jump shot from 24 ft (assist by C. Paul),41,51
237,3,10:12.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Garnett),,44,51
238,3,9:52.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),44,53
239,3,9:43.0,Turnover by K. Garnett (bad pass),,44,53
240,3,9:38.0,,Offensive foul by J. Redick (drawn by K. Garnett),44,53
241,3,9:38.0,,Turnover by J. Redick (offensive foul),44,53
242,3,9:26.0,Z. LaVine makes 2-pt jump shot from 17 ft,,46,53
243,3,9:12.0,,Personal foul by Z. LaVine (drawn by J. Redick),46,53
244,3,8:58.0,,B. Griffin misses 2-pt jump shot from 21 ft,46,53
245,3,8:58.0,Defensive rebound by K. Martin,,46,53
246,3,8:46.0,K. Towns misses 3-pt jump shot from 24 ft,,46,53
247,3,8:45.0,,Defensive rebound by B. Griffin,46,53
248,3,8:27.0,,B. Griffin misses 2-pt jump shot from 16 ft,46,53
249,3,8:27.0,,Offensive rebound by L. Mbah a Moute,46,53
250,3,8:27.0,,Shooting foul by K. Garnett (drawn by L. Mbah a Moute),46,53
251,3,8:27.0,,L. Mbah a Moute makes free throw 1 of 2,46,54
252,3,8:27.0,,L. Mbah a Moute misses free throw 2 of 2,46,54
253,3,8:26.0,Defensive rebound by K. Garnett,,46,54
254,3,8:13.0,A. Wiggins makes 2-pt layup from 2 ft,,48,54
255,3,8:13.0,Shooting foul by D. Jordan (drawn by A. Wiggins),,48,54
256,3,8:13.0,A. Wiggins makes free throw 1 of 1,,49,54
257,3,8:02.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),49,56
258,3,7:49.0,A. Wiggins makes 3-pt jump shot from 26 ft,,52,56
259,3,7:31.0,,L. Mbah a Moute misses 2-pt jump shot from 4 ft (block by K. Towns),52,56
260,3,7:28.0,Defensive rebound by K. Towns,,52,56
261,3,7:22.0,K. Garnett misses 2-pt hook shot from 7 ft,,52,56
262,3,7:20.0,,Defensive rebound by B. Griffin,52,56
263,3,7:11.0,,C. Paul misses 2-pt jump shot from 12 ft,52,56
264,3,7:09.0,Defensive rebound by K. Garnett,,52,56
265,3,7:06.0,Minnesota full timeout,,52,56
266,3,7:06.0,A. Payne enters the game for K. Garnett,,52,56
267,3,6:48.0,A. Payne misses 2-pt jump shot from 21 ft,,52,56
268,3,6:48.0,Offensive rebound by Team,,52,56
269,3,6:48.0,Turnover by Team (shot clock),,52,56
270,3,6:34.0,,C. Paul makes 2-pt layup from 2 ft,52,58
271,3,6:14.0,Turnover by A. Payne (3 sec),,52,58
272,3,5:59.0,,L. Mbah a Moute misses 3-pt jump shot from 23 ft,52,58
273,3,5:58.0,Defensive rebound by Z. LaVine,,52,58
274,3,5:45.0,A. Payne misses 2-pt jump shot from 11 ft,,52,58
275,3,5:44.0,,Defensive rebound by D. Jordan,52,58
276,3,5:40.0,,Shooting foul by A. Wiggins (drawn by B. Griffin),52,58
277,3,5:40.0,,B. Griffin makes free throw 1 of 2,52,59
278,3,5:40.0,,B. Griffin makes free throw 2 of 2,52,60
279,3,5:22.0,K. Martin misses 2-pt jump shot from 15 ft,,52,60
280,3,5:21.0,,Defensive rebound by B. Griffin,52,60
281,3,5:14.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),52,63
282,3,5:01.0,Z. LaVine makes 2-pt layup from 2 ft,,54,63
283,3,4:50.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Mbah a Moute),54,65
284,3,4:36.0,Personal foul by B. Griffin (drawn by A. Payne),,54,65
285,3,4:36.0,N. Bjelica enters the game for A. Payne,,54,65
286,3,4:26.0,K. Towns makes 2-pt jump shot from 17 ft (assist by Z. LaVine),,56,65
287,3,4:09.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),56,67
288,3,3:46.0,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins),,56,67
289,3,3:46.0,A. Wiggins misses free throw 1 of 2,,56,67
290,3,3:46.0,Offensive rebound by Team,,56,67
291,3,3:46.0,,A. Rivers enters the game for C. Paul,56,67
292,3,3:46.0,,J. Smith enters the game for D. Jordan,56,67
293,3,3:46.0,A. Wiggins makes free throw 2 of 2,,57,67
294,3,3:28.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by B. Griffin),57,69
295,3,3:04.0,K. Towns misses 2-pt hook shot from 11 ft,,57,69
296,3,3:01.0,,Defensive rebound by J. Redick,57,69
297,3,2:53.0,,Personal foul by K. Martin (drawn by J. Redick),57,69
298,3,2:53.0,,LA Clippers full timeout,57,69
299,3,2:53.0,,J. Crawford enters the game for L. Mbah a Moute,57,69
300,3,2:53.0,,L. Stephenson enters the game for J. Redick,57,69
301,3,2:53.0,S. Muhammad enters the game for K. Towns,,57,69
302,3,2:53.0,A. Miller enters the game for K. Martin,,57,69
303,3,2:53.0,G. Dieng enters the game for Z. LaVine,,57,69
304,3,2:39.0,,B. Griffin misses 2-pt jump shot from 17 ft,57,69
305,3,2:36.0,Defensive rebound by S. Muhammad,,57,69
306,3,2:16.0,S. Muhammad misses 3-pt jump shot from 25 ft,,57,69
307,3,2:15.0,,Defensive rebound by B. Griffin,57,69
308,3,1:59.0,,L. Stephenson makes 2-pt layup from 3 ft,57,71
309,3,1:42.0,A. Wiggins misses 2-pt layup from 2 ft,,57,71
310,3,1:40.0,,Defensive rebound by J. Smith,57,71
311,3,1:32.0,,Turnover by J. Crawford (bad pass),57,71
312,3,1:16.0,N. Bjelica makes 2-pt hook shot from 2 ft (assist by A. Wiggins),,59,71
313,3,0:59.0,,B. Griffin misses 2-pt jump shot from 16 ft,59,71
314,3,0:58.0,Defensive rebound by N. Bjelica,,59,71
315,3,0:45.0,A. Miller makes 2-pt layup from 1 ft (assist by G. Dieng),,61,71
316,3,0:35.0,,Turnover by J. Crawford (lost ball; steal by A. Miller),61,71
317,3,0:29.0,Turnover by S. Muhammad (traveling),,61,71
318,3,0:29.0,T. Prince enters the game for A. Wiggins,,61,71
319,3,0:10.0,,Turnover by J. Crawford (bad pass),61,71
320,3,0:01.0,Personal foul by J. Smith (drawn by G. Dieng),,61,71
321,4,11:38.0,,A. Rivers makes 2-pt jump shot from 3 ft,61,73
322,4,11:22.0,S. Muhammad misses 2-pt jump shot from 8 ft,,61,73
323,4,11:22.0,,Defensive rebound by J. Smith,61,73
324,4,11:18.0,,L. Stephenson misses 2-pt layup from 2 ft (block by G. Dieng),61,73
325,4,11:18.0,,Offensive rebound by Team,61,73
326,4,11:03.0,,J. Crawford misses 3-pt jump shot from 25 ft,61,73
327,4,11:02.0,Defensive rebound by N. Bjelica,,61,73
328,4,10:50.0,A. Miller makes 2-pt layup from 4 ft,,63,73
329,4,10:35.0,,L. Stephenson misses 2-pt jump shot from 22 ft,63,73
330,4,10:34.0,Defensive rebound by G. Dieng,,63,73
331,4,10:30.0,Personal foul by A. Rivers (drawn by A. Miller),,63,73
332,4,10:22.0,S. Muhammad misses 3-pt jump shot from 25 ft,,63,73
333,4,10:21.0,,Defensive rebound by L. Stephenson,63,73
334,4,10:14.0,,Personal block foul by A. Miller (drawn by A. Rivers),63,73
335,4,10:07.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Crawford),63,76
336,4,9:51.0,Shooting foul by P. Pierce (drawn by S. Muhammad),,63,76
337,4,9:51.0,S. Muhammad makes free throw 1 of 2,,64,76
338,4,9:51.0,S. Muhammad makes free throw 2 of 2,,65,76
339,4,9:29.0,,P. Pierce makes 2-pt jump shot from 16 ft,65,78
340,4,9:18.0,Def 3 sec tech foul by J. Smith,,65,78
341,4,9:18.0,A. Miller makes technical free throw,,66,78
342,4,9:18.0,A. Wiggins enters the game for T. Prince,,66,78
343,4,9:11.0,G. Dieng misses 2-pt jump shot from 17 ft,,66,78
344,4,9:10.0,,Defensive rebound by L. Stephenson,66,78
345,4,9:04.0,,P. Pierce makes 3-pt jump shot from 27 ft (assist by L. Stephenson),66,81
346,4,8:51.0,A. Miller makes 2-pt jump shot from 4 ft,,68,81
347,4,8:32.0,,P. Pierce misses 3-pt jump shot from 25 ft,68,81
348,4,8:31.0,Defensive rebound by G. Dieng,,68,81
349,4,8:30.0,Personal foul by L. Stephenson (drawn by S. Muhammad),,68,81
350,4,8:30.0,Official timeout,,68,81
351,4,8:30.0,Z. LaVine enters the game for S. Muhammad,,68,81
352,4,8:23.0,Personal foul by P. Pierce (drawn by A. Miller),,68,81
353,4,8:06.0,G. Dieng makes 2-pt layup from 1 ft (assist by N. Bjelica),,70,81
354,4,7:51.0,,P. Pierce misses 3-pt jump shot from 25 ft,70,81
355,4,7:51.0,Defensive rebound by G. Dieng,,70,81
356,4,7:48.0,N. Bjelica makes 2-pt layup from 2 ft (assist by A. Miller),,72,81
357,4,7:48.0,,LA Clippers full timeout,72,81
358,4,7:48.0,,C. Paul enters the game for A. Rivers,72,81
359,4,7:48.0,,D. Jordan enters the game for L. Stephenson,72,81
360,4,7:48.0,,J. Redick enters the game for P. Pierce,72,81
361,4,7:26.0,,J. Crawford misses 2-pt jump shot from 20 ft,72,81
362,4,7:26.0,Defensive rebound by A. Miller,,72,81
363,4,7:08.0,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),,74,81
364,4,6:47.0,Loose ball foul by N. Bjelica (drawn by J. Smith),,74,81
365,4,6:47.0,,L. Mbah a Moute enters the game for J. Smith,74,81
366,4,6:47.0,,B. Griffin enters the game for J. Crawford,74,81
367,4,6:30.0,,B. Griffin makes 3-pt jump shot from 24 ft,74,84
368,4,6:02.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by A. Miller),,77,84
369,4,5:44.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),77,86
370,4,5:26.0,Z. LaVine makes 3-pt jump shot from 26 ft,,80,86
371,4,5:07.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),80,88
372,4,4:41.0,A. Wiggins makes 2-pt jump shot from 4 ft,,82,88
373,4,4:26.0,,B. Griffin misses 2-pt jump shot from 18 ft,82,88
374,4,4:25.0,Defensive rebound by Team,,82,88
375,4,4:12.0,Minnesota full timeout,,82,88
376,4,4:03.0,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins),,82,88
377,4,4:03.0,A. Wiggins misses free throw 1 of 2,,82,88
378,4,4:03.0,Offensive rebound by Team,,82,88
379,4,4:03.0,A. Wiggins makes free throw 2 of 2,,83,88
380,4,3:45.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Griffin),83,91
381,4,3:24.0,Turnover by A. Wiggins (lost ball; steal by L. Mbah a Moute),,83,91
382,4,3:09.0,,C. Paul makes 2-pt jump shot from 17 ft,83,93
