,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
0,1,11:35.0,Turnover by J. Teague (lost ball; steal by C. Bosh),,0,0
1,1,11:11.0,,H. Whiteside makes 2-pt jump shot from 5 ft,0,2
2,1,11:02.0,Turnover by K. Korver (lost ball; steal by G. Dragić),,0,2
3,1,11:00.0,,Shooting foul by J. Teague (drawn by G. Dragić),0,2
4,1,11:00.0,,G. Dragić makes free throw 1 of 2,0,3
5,1,11:00.0,,G. Dragić makes free throw 2 of 2,0,4
6,1,10:45.0,P. Millsap makes 2-pt jump shot from 19 ft (assist by J. Teague),,2,4
7,1,10:30.0,,G. Dragić makes 2-pt jump shot from 11 ft,2,6
8,1,10:18.0,K. Korver misses 3-pt jump shot from 24 ft,,2,6
9,1,10:17.0,,Defensive rebound by G. Dragić,2,6
10,1,10:10.0,,Turnover by G. Dragić (bad pass; steal by J. Teague),2,6
11,1,10:04.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by K. Korver),,5,6
12,1,9:47.0,,G. Dragić misses 3-pt jump shot from 25 ft,5,6
13,1,9:46.0,Defensive rebound by A. Horford,,5,6
14,1,9:29.0,A. Horford makes 2-pt hook shot from 9 ft (assist by J. Teague),,7,6
15,1,8:59.0,,H. Whiteside makes 2-pt hook shot from 8 ft,7,8
16,1,8:49.0,P. Millsap misses 3-pt jump shot from 25 ft,,7,8
17,1,8:48.0,,Defensive rebound by H. Whiteside,7,8
18,1,8:34.0,,D. Wade makes 2-pt hook shot from 8 ft,7,10
19,1,8:24.0,A. Horford misses 2-pt jump shot from 20 ft,,7,10
20,1,8:23.0,Offensive rebound by P. Millsap,,7,10
21,1,8:19.0,K. Korver makes 2-pt layup from 1 ft (assist by P. Millsap),,9,10
22,1,8:08.0,,Turnover by G. Dragić (traveling),9,10
23,1,7:55.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by K. Korver),,12,10
24,1,7:34.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by C. Bosh),12,13
25,1,7:29.0,Atlanta full timeout,,12,13
26,1,7:29.0,T. Splitter enters the game for K. Bazemore,,12,13
27,1,7:09.0,P. Millsap misses 2-pt jump shot from 13 ft,,12,13
28,1,7:08.0,,Defensive rebound by C. Bosh,12,13
29,1,6:53.0,,D. Wade misses 3-pt jump shot from 24 ft,12,13
30,1,6:52.0,Defensive rebound by T. Splitter,,12,13
31,1,6:34.0,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Splitter),,15,13
32,1,6:15.0,,D. Wade misses 2-pt jump shot from 10 ft,15,13
33,1,6:14.0,Defensive rebound by A. Horford,,15,13
34,1,6:07.0,T. Splitter misses 2-pt layup from 1 ft (block by H. Whiteside),,15,13
35,1,6:06.0,Offensive rebound by P. Millsap,,15,13
36,1,5:52.0,J. Teague misses 2-pt jump shot from 8 ft,,15,13
37,1,5:51.0,Offensive rebound by J. Teague,,15,13
38,1,5:46.0,J. Teague misses 2-pt jump shot from 7 ft,,15,13
39,1,5:45.0,,Defensive rebound by H. Whiteside,15,13
40,1,5:37.0,,Turnover by G. Dragić (bad pass; steal by P. Millsap),15,13
41,1,5:34.0,J. Teague misses 2-pt layup from 1 ft (block by C. Bosh),,15,13
42,1,5:33.0,,Defensive rebound by Team,15,13
43,1,5:33.0,,J. McRoberts enters the game for C. Bosh,15,13
44,1,5:22.0,,Turnover by D. Wade (bad pass),15,13
45,1,4:59.0,J. Teague makes 2-pt layup from 2 ft,,17,13
46,1,4:59.0,Shooting foul by G. Dragić (drawn by J. Teague),,17,13
47,1,4:59.0,J. Teague makes free throw 1 of 1,,18,13
48,1,4:57.0,,Miami full timeout,18,13
49,1,4:57.0,K. Bazemore enters the game for A. Horford,,18,13
50,1,4:57.0,D. Schröder enters the game for J. Teague,,18,13
51,1,4:38.0,,J. McRoberts misses 3-pt jump shot from 25 ft,18,13
52,1,4:37.0,Defensive rebound by K. Bazemore,,18,13
53,1,4:25.0,Turnover by K. Bazemore (traveling),,18,13
54,1,4:25.0,L. Patterson enters the game for K. Korver,,18,13
55,1,4:25.0,,M. Chalmers enters the game for D. Wade,18,13
56,1,4:08.0,,L. Deng makes 2-pt layup from 2 ft,18,15
57,1,3:55.0,Turnover by D. Schröder (bad pass; steal by G. Dragić),,18,15
58,1,3:49.0,,L. Deng makes 2-pt layup from 1 ft (assist by M. Chalmers),18,17
59,1,3:39.0,K. Bazemore misses 2-pt jump shot from 9 ft,,18,17
60,1,3:38.0,,Defensive rebound by J. McRoberts,18,17
61,1,3:18.0,,H. Whiteside makes 2-pt jump shot from 8 ft,18,19
62,1,3:09.0,Shooting foul by J. McRoberts (drawn by D. Schröder),,18,19
63,1,3:09.0,D. Schröder makes free throw 1 of 2,,19,19
64,1,3:09.0,D. Schröder makes free throw 2 of 2,,20,19
65,1,2:58.0,,L. Deng misses 3-pt jump shot from 23 ft,20,19
66,1,2:57.0,Defensive rebound by T. Splitter,,20,19
67,1,2:51.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),,22,19
68,1,2:34.0,,G. Dragić misses 2-pt layup from 2 ft,22,19
69,1,2:33.0,,Offensive rebound by H. Whiteside,22,19
70,1,2:31.0,,H. Whiteside makes 2-pt dunk at rim,22,21
71,1,2:19.0,Shooting foul by J. McRoberts (drawn by P. Millsap),,22,21
72,1,2:19.0,P. Millsap makes free throw 1 of 2,,23,21
73,1,2:19.0,,T. Johnson enters the game for G. Dragić,23,21
74,1,2:19.0,,J. Winslow enters the game for L. Deng,23,21
75,1,2:19.0,,C. Bosh enters the game for H. Whiteside,23,21
76,1,2:19.0,P. Millsap misses free throw 2 of 2,,23,21
77,1,2:18.0,,Defensive rebound by C. Bosh,23,21
78,1,2:02.0,,M. Chalmers misses 2-pt jump shot from 3 ft,23,21
79,1,2:01.0,Defensive rebound by T. Splitter,,23,21
80,1,1:54.0,Turnover by D. Schröder (bad pass),,23,21
81,1,1:54.0,M. Scott enters the game for T. Splitter,,23,21
82,1,1:54.0,A. Horford enters the game for P. Millsap,,23,21
83,1,1:37.0,,Turnover by J. Winslow (traveling),23,21
84,1,1:19.0,A. Horford misses 2-pt jump shot from 14 ft,,23,21
