,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
0,1,11:39.0,K. Durant misses 2-pt jump shot from 13 ft,,0,0
1,1,11:38.0,Offensive rebound by S. Ibaka,,0,0
2,1,11:25.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),,2,0
3,1,11:03.0,,K. Porziņģis makes 2-pt hook shot from 5 ft (assist by A. Afflalo),2,2
4,1,10:49.0,Shooting foul by A. Afflalo (drawn by K. Durant),,2,2
5,1,10:49.0,K. Durant makes free throw 1 of 2,,3,2
6,1,10:49.0,K. Durant makes free throw 2 of 2,,4,2
7,1,10:27.0,,J. Calderón misses 2-pt jump shot from 16 ft,4,2
8,1,10:25.0,Defensive rebound by R. Westbrook,,4,2
9,1,10:18.0,Turnover by R. Westbrook (bad pass; steal by J. Calderón),,4,2
10,1,10:11.0,,K. Porziņģis misses 2-pt layup from 1 ft,4,2
11,1,10:09.0,Defensive rebound by K. Durant,,4,2
12,1,9:58.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),,6,2
13,1,9:42.0,,L. Thomas misses 3-pt jump shot from 24 ft,6,2
14,1,9:40.0,Defensive rebound by R. Westbrook,,6,2
15,1,9:35.0,R. Westbrook misses 2-pt layup at rim,,6,2
16,1,9:33.0,,Defensive rebound by K. Porziņģis,6,2
17,1,9:29.0,,Shooting foul by S. Adams (drawn by R. Lopez),6,2
18,1,9:29.0,,R. Lopez makes free throw 1 of 2,6,3
19,1,9:29.0,,R. Lopez makes free throw 2 of 2,6,4
20,1,9:18.0,K. Durant makes 2-pt jump shot from 14 ft (assist by R. Westbrook),,8,4
21,1,9:00.0,,L. Thomas makes 2-pt jump shot from 6 ft (assist by K. Porziņģis),8,6
22,1,8:50.0,Shooting foul by K. Porziņģis (drawn by S. Adams),,8,6
23,1,8:50.0,S. Adams misses free throw 1 of 2,,8,6
24,1,8:50.0,Offensive rebound by Team,,8,6
25,1,8:50.0,S. Adams makes free throw 2 of 2,,9,6
26,1,8:39.0,,A. Afflalo misses 2-pt jump shot from 7 ft,9,6
27,1,8:37.0,Defensive rebound by R. Westbrook,,9,6
28,1,8:32.0,Turnover by K. Durant (lost ball; steal by K. Porziņģis),,9,6
29,1,8:27.0,,L. Thomas makes 2-pt layup at rim,9,8
30,1,8:12.0,D. Waiters misses 2-pt jump shot from 16 ft,,9,8
31,1,8:10.0,,Defensive rebound by A. Afflalo,9,8
32,1,8:05.0,,A. Afflalo makes 2-pt jump shot from 11 ft,9,10
33,1,7:52.0,S. Ibaka misses 2-pt jump shot from 17 ft,,9,10
34,1,7:51.0,Offensive rebound by R. Westbrook,,9,10
35,1,7:51.0,R. Westbrook misses 2-pt layup from 1 ft,,9,10
36,1,7:49.0,Offensive rebound by S. Adams,,9,10
37,1,7:49.0,S. Adams misses 2-pt layup at rim,,9,10
38,1,7:47.0,Offensive rebound by S. Adams,,9,10
39,1,7:46.0,S. Adams misses 2-pt layup at rim,,9,10
40,1,7:45.0,Offensive rebound by S. Adams,,9,10
41,1,7:45.0,S. Adams makes 2-pt layup at rim,,11,10
42,1,7:35.0,,R. Lopez misses 2-pt jump shot from 14 ft,11,10
43,1,7:34.0,Defensive rebound by S. Ibaka,,11,10
44,1,7:28.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,13,10
45,1,7:20.0,,New York full timeout,13,10
46,1,7:04.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Calderón),13,13
47,1,6:47.0,S. Adams misses 2-pt dunk at rim,,13,13
48,1,6:45.0,Offensive rebound by S. Ibaka,,13,13
49,1,6:43.0,S. Ibaka misses 2-pt layup from 2 ft,,13,13
50,1,6:42.0,,Defensive rebound by K. Porziņģis,13,13
51,1,6:28.0,,R. Lopez misses 2-pt hook shot from 3 ft,13,13
52,1,6:25.0,Defensive rebound by R. Westbrook,,13,13
53,1,6:20.0,R. Westbrook makes 2-pt jump shot from 15 ft,,15,13
