,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW YORK_ACTION,BROOKLYN_SCORE,NEW YORK_SCORE
0,1,11:43.0,B. Lopez makes 2-pt layup from 2 ft,,2,0
1,1,11:27.0,,J. Grant misses 3-pt jump shot from 24 ft,2,0
2,1,11:25.0,Defensive rebound by R. Hollis-Jefferson,,2,0
3,1,11:11.0,S. Larkin makes 2-pt layup from 1 ft (assist by B. Lopez),,4,0
4,1,10:57.0,,Turnover by R. Lopez (lost ball; steal by S. Larkin),4,0
5,1,10:54.0,W. Ellington misses 2-pt layup from 1 ft (block by S. Vujačić),,4,0
6,1,10:53.0,,Defensive rebound by Team,4,0
7,1,10:42.0,,C. Anthony misses 2-pt jump shot from 23 ft,4,0
8,1,10:39.0,Defensive rebound by T. Robinson,,4,0
9,1,10:26.0,B. Lopez misses 3-pt jump shot from 23 ft,,4,0
10,1,10:24.0,,Defensive rebound by C. Anthony,4,0
11,1,10:16.0,,Shooting foul by T. Robinson (drawn by D. Williams),4,0
12,1,10:16.0,,D. Williams makes free throw 1 of 2,4,1
13,1,10:16.0,,D. Williams makes free throw 2 of 2,4,2
14,1,10:05.0,Offensive foul by B. Lopez (drawn by R. Lopez),,4,2
15,1,10:05.0,Turnover by B. Lopez (offensive foul),,4,2
16,1,9:54.0,,C. Anthony misses 2-pt jump shot from 8 ft,4,2
17,1,9:52.0,Defensive rebound by B. Lopez,,4,2
18,1,9:44.0,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,,4,2
19,1,9:43.0,,Defensive rebound by Team,4,2
20,1,9:32.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Lopez),4,5
21,1,9:09.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Grant),,4,5
22,1,9:08.0,Offensive rebound by Team,,4,5
23,1,9:04.0,T. Robinson makes 2-pt jump shot from 22 ft (assist by R. Hollis-Jefferson),,6,5
24,1,8:49.0,,D. Williams misses 2-pt jump shot from 19 ft,6,5
25,1,8:48.0,Defensive rebound by S. Larkin,,6,5
26,1,8:37.0,Turnover by S. Larkin (bad pass),,6,5
27,1,8:24.0,,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),6,7
28,1,8:09.0,B. Lopez misses 2-pt jump shot from 10 ft,,6,7
29,1,8:07.0,,Defensive rebound by R. Lopez,6,7
30,1,7:52.0,,Turnover by C. Anthony (bad pass; steal by T. Robinson),6,7
31,1,7:42.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,6,7
32,1,7:40.0,,Defensive rebound by S. Vujačić,6,7
33,1,7:37.0,,Personal foul by R. Hollis-Jefferson,6,7
34,1,7:24.0,,Turnover by R. Lopez (lost ball; steal by W. Ellington),6,7
35,1,7:11.0,T. Robinson misses 2-pt layup from 2 ft,,6,7
36,1,7:09.0,Offensive rebound by T. Robinson,,6,7
37,1,7:06.0,T. Robinson misses 2-pt layup from 2 ft (block by R. Lopez),,6,7
38,1,7:03.0,Offensive rebound by S. Larkin,,6,7
39,1,6:54.0,S. Larkin misses 2-pt jump shot from 20 ft,,6,7
40,1,6:53.0,,Defensive rebound by C. Anthony,6,7
41,1,6:38.0,,C. Anthony makes 2-pt jump shot from 19 ft,6,9
42,1,6:21.0,B. Lopez misses 2-pt jump shot from 16 ft,,6,9
43,1,6:18.0,Offensive rebound by R. Hollis-Jefferson,,6,9
44,1,6:18.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,6,9
45,1,6:17.0,,Defensive rebound by C. Anthony,6,9
46,1,6:11.0,,C. Anthony misses 3-pt jump shot from 27 ft,6,9
47,1,6:08.0,,Offensive rebound by S. Vujačić,6,9
48,1,6:07.0,,S. Vujačić makes 2-pt layup from 1 ft,6,11
49,1,5:44.0,W. Ellington misses 3-pt jump shot from 23 ft,,6,11
50,1,5:42.0,Offensive rebound by T. Robinson,,6,11
51,1,5:41.0,T. Robinson makes 2-pt layup from 2 ft,,8,11
52,1,5:31.0,,Turnover by J. Grant (lost ball; steal by S. Larkin),8,11
53,1,5:18.0,Shooting foul by C. Anthony (drawn by R. Hollis-Jefferson),,8,11
54,1,5:18.0,,New York full timeout,8,11
55,1,5:18.0,S. Kilpatrick enters the game for W. Ellington,,8,11
56,1,5:18.0,R. Hollis-Jefferson makes free throw 1 of 2,,9,11
57,1,5:18.0,R. Hollis-Jefferson misses free throw 2 of 2,,9,11
58,1,5:17.0,,Defensive rebound by C. Anthony,9,11
59,1,4:58.0,,D. Williams makes 2-pt jump shot from 17 ft,9,13
60,1,4:45.0,B. Lopez misses 2-pt layup from 2 ft (block by R. Lopez),,9,13
61,1,4:42.0,,Defensive rebound by J. Grant,9,13
62,1,4:38.0,,J. Grant misses 2-pt layup from 1 ft,9,13
63,1,4:36.0,Defensive rebound by B. Lopez,,9,13
64,1,4:32.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by S. Larkin),,11,13
65,1,4:13.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Anthony),11,16
66,1,3:57.0,Brooklyn full timeout,,11,16
67,1,3:57.0,M. Brown enters the game for R. Hollis-Jefferson,,11,16
68,1,3:57.0,,A. Afflalo enters the game for C. Anthony,11,16
69,1,3:57.0,,C. Early enters the game for S. Vujačić,11,16
70,1,3:45.0,B. Lopez misses 2-pt jump shot from 17 ft,,11,16
71,1,3:43.0,,Defensive rebound by A. Afflalo,11,16
72,1,3:28.0,,R. Lopez misses 2-pt hook shot from 6 ft,11,16
73,1,3:26.0,Defensive rebound by T. Robinson,,11,16
74,1,3:11.0,B. Lopez misses 2-pt hook shot from 9 ft,,11,16
75,1,3:09.0,,Defensive rebound by Team,11,16
76,1,3:09.0,C. McCullough enters the game for T. Robinson,,11,16
77,1,3:09.0,,L. Galloway enters the game for J. Grant,11,16
78,1,2:55.0,,A. Afflalo misses 2-pt jump shot from 18 ft,11,16
79,1,2:53.0,Defensive rebound by C. McCullough,,11,16
80,1,2:38.0,S. Kilpatrick misses 3-pt jump shot from 23 ft,,11,16
81,1,2:36.0,Offensive rebound by B. Lopez,,11,16
