,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
383,4,4:32.0,Turnover by S. Larkin (lost ball; steal by D. Lillard),,96,95
384,4,4:27.0,,D. Lillard makes 2-pt dunk at rim (assist by A. Crabbe),96,97
385,4,4:10.0,Personal foul by M. Plumlee (drawn by B. Lopez),,96,97
386,4,4:10.0,D. Sloan enters the game for S. Larkin,,96,97
387,4,4:01.0,Shooting foul by M. Plumlee (drawn by B. Lopez),,96,97
388,4,4:01.0,B. Lopez misses free throw 1 of 2,,96,97
389,4,4:01.0,Offensive rebound by Team,,96,97
390,4,4:01.0,B. Lopez makes free throw 2 of 2,,97,97
391,4,3:46.0,,C. McCollum makes 2-pt jump shot from 16 ft,97,99
392,4,3:32.0,Personal foul by A. Crabbe (drawn by J. Johnson),,97,99
393,4,3:32.0,J. Johnson makes free throw 1 of 2,,98,99
394,4,3:32.0,J. Johnson makes free throw 2 of 2,,99,99
395,4,3:19.0,,D. Lillard makes 2-pt layup from 1 ft (assist by M. Plumlee),99,101
396,4,2:57.0,J. Johnson misses 2-pt jump shot from 17 ft,,99,101
397,4,2:56.0,,Defensive rebound by Team,99,101
398,4,2:56.0,,Portland full timeout,99,101
399,4,2:35.0,,Turnover by D. Lillard (bad pass; steal by B. Lopez),99,101
400,4,2:16.0,J. Johnson makes 2-pt jump shot from 6 ft,,101,101
401,4,1:56.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Plumlee),101,104
402,4,1:44.0,T. Young misses 2-pt jump shot from 20 ft,,101,104
403,4,1:43.0,,Defensive rebound by D. Lillard,101,104
404,4,1:25.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Plumlee),101,107
405,4,1:25.0,Brooklyn full timeout,,101,107
406,4,1:25.0,,M. Harkless enters the game for A. Crabbe,101,107
407,4,1:16.0,J. Johnson misses 3-pt jump shot from 24 ft,,101,107
408,4,1:14.0,Offensive rebound by B. Lopez,,101,107
409,4,1:14.0,B. Lopez misses 2-pt layup at rim,,101,107
410,4,1:14.0,Offensive rebound by B. Lopez,,101,107
411,4,1:14.0,B. Lopez makes 2-pt layup at rim,,103,107
412,4,1:14.0,Shooting foul by M. Plumlee (drawn by B. Lopez),,103,107
413,4,1:14.0,,A. Crabbe enters the game for M. Harkless,103,107
414,4,1:14.0,B. Lopez makes free throw 1 of 1,,104,107
415,4,0:56.0,,Shooting foul by M. Brown (drawn by M. Plumlee),104,107
416,4,0:56.0,,M. Plumlee makes free throw 1 of 2,104,108
417,4,0:56.0,,M. Harkless enters the game for A. Crabbe,104,108
418,4,0:56.0,,M. Plumlee misses free throw 2 of 2,104,108
419,4,0:56.0,Defensive rebound by J. Johnson,,104,108
420,4,0:46.0,D. Sloan misses 3-pt jump shot from 22 ft,,104,108
421,4,0:45.0,,Defensive rebound by M. Plumlee,104,108
422,4,0:26.0,,Shooting foul by T. Young (drawn by D. Lillard),104,108
423,4,0:26.0,,D. Lillard makes free throw 1 of 2,104,109
424,4,0:26.0,,D. Lillard makes free throw 2 of 2,104,110
425,4,0:26.0,Brooklyn full timeout,,104,110
426,4,0:22.0,J. Johnson misses 2-pt jump shot from 6 ft,,104,110
427,4,0:21.0,,Defensive rebound by M. Plumlee,104,110
428,4,0:17.0,,Personal take foul by J. Johnson (drawn by D. Lillard),104,110
429,4,0:17.0,,D. Lillard makes free throw 1 of 2,104,111
430,4,0:17.0,,D. Lillard makes free throw 2 of 2,104,112
431,4,0:07.0,T. Young misses 2-pt jump shot from 17 ft,,104,112
432,4,0:06.0,,Defensive rebound by M. Plumlee,104,112
