,QUARTER,TIME_REMAINING,INDIANA_ACTION,CHICAGO_ACTION,INDIANA_SCORE,CHICAGO_SCORE
0,1,11:39.0,,P. Gasol misses 2-pt jump shot from 7 ft,0,0
1,1,11:39.0,Defensive rebound by Team,,0,0
2,1,11:23.0,Turnover by M. Ellis (bad pass),,0,0
3,1,11:07.0,,N. Mirotić misses 2-pt jump shot from 21 ft,0,0
4,1,11:05.0,,Offensive rebound by N. Mirotić,0,0
5,1,11:05.0,,N. Mirotić misses 2-pt layup from 2 ft,0,0
6,1,11:04.0,,Offensive rebound by P. Gasol,0,0
7,1,11:00.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by D. Rose),0,3
8,1,10:44.0,P. George misses 2-pt jump shot from 17 ft,,0,3
9,1,10:43.0,,Defensive rebound by P. Gasol,0,3
10,1,10:30.0,,J. Butler misses 2-pt jump shot from 21 ft,0,3
11,1,10:29.0,Defensive rebound by C. Budinger,,0,3
12,1,10:25.0,C. Miles misses 2-pt jump shot from 14 ft,,0,3
13,1,10:24.0,,Defensive rebound by P. Gasol,0,3
14,1,10:18.0,,D. Rose makes 2-pt jump shot from 15 ft,0,5
15,1,10:04.0,C. Miles misses 2-pt layup from 1 ft,,0,5
16,1,10:02.0,,Defensive rebound by N. Mirotić,0,5
17,1,9:52.0,,D. Rose makes 2-pt jump shot from 7 ft,0,7
18,1,9:32.0,P. George makes 2-pt jump shot from 20 ft,,2,7
19,1,9:13.0,,N. Mirotić makes 2-pt layup from 1 ft,2,9
20,1,9:12.0,Indiana full timeout,,2,9
21,1,8:51.0,C. Miles misses 3-pt jump shot from 25 ft,,2,9
22,1,8:50.0,,Defensive rebound by P. Gasol,2,9
23,1,8:32.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by P. Gasol),2,12
24,1,8:18.0,I. Mahinmi misses 2-pt layup from 1 ft,,2,12
25,1,8:17.0,,Defensive rebound by P. Gasol,2,12
26,1,8:10.0,,P. Gasol misses 2-pt jump shot from 20 ft,2,12
27,1,8:09.0,Defensive rebound by C. Budinger,,2,12
28,1,7:55.0,P. George misses 2-pt layup from 2 ft,,2,12
29,1,7:54.0,,Defensive rebound by P. Gasol,2,12
30,1,7:45.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Butler),2,15
31,1,7:33.0,C. Miles makes 3-pt jump shot from 22 ft (assist by P. George),,5,15
32,1,7:17.0,,Turnover by J. Butler (bad pass; steal by C. Budinger),5,15
33,1,7:11.0,M. Ellis misses 2-pt layup from 1 ft,,5,15
34,1,7:09.0,,Defensive rebound by N. Mirotić,5,15
35,1,7:00.0,,Shooting foul by C. Miles (drawn by J. Butler),5,15
36,1,7:00.0,,J. Butler misses free throw 1 of 2,5,15
37,1,7:00.0,,Offensive rebound by Team,5,15
38,1,7:00.0,,J. Butler makes free throw 2 of 2,5,16
39,1,6:46.0,I. Mahinmi misses 2-pt layup from 1 ft (block by D. Rose),,5,16
40,1,6:45.0,,Defensive rebound by Team,5,16
41,1,6:35.0,,D. Rose misses 2-pt jump shot from 19 ft,5,16
42,1,6:34.0,Defensive rebound by I. Mahinmi,,5,16
43,1,6:22.0,C. Miles makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),,8,16
44,1,6:02.0,,Turnover by N. Mirotić (bad pass; steal by I. Mahinmi),8,16
45,1,5:59.0,Turnover by C. Budinger (bad pass),,8,16
46,1,5:44.0,,N. Mirotić misses 3-pt jump shot from 26 ft,8,16
47,1,5:43.0,Defensive rebound by I. Mahinmi,,8,16
48,1,5:23.0,M. Ellis misses 2-pt jump shot from 6 ft,,8,16
49,1,5:22.0,Offensive rebound by I. Mahinmi,,8,16
50,1,5:21.0,I. Mahinmi misses 2-pt layup from 1 ft,,8,16
51,1,5:20.0,,Defensive rebound by N. Mirotić,8,16
52,1,5:11.0,,T. Snell misses 3-pt jump shot from 24 ft,8,16
53,1,5:10.0,Defensive rebound by P. George,,8,16
54,1,4:59.0,M. Ellis makes 2-pt jump shot from 20 ft (assist by I. Mahinmi),,10,16
55,1,4:37.0,,N. Mirotić misses 2-pt hook shot from 5 ft,10,16
56,1,4:36.0,Defensive rebound by C. Miles,,10,16
57,1,4:29.0,Personal foul by J. Butler (drawn by P. George),,10,16
58,1,4:29.0,,Violation by Team (jump ball),10,16
59,1,4:29.0,,K. Hinrich enters the game for D. Rose,10,16
60,1,4:29.0,,T. Gibson enters the game for P. Gasol,10,16
61,1,4:29.0,,J. Noah enters the game for N. Mirotić,10,16
62,1,4:29.0,J. Hill enters the game for M. Ellis,,10,16
63,1,4:29.0,J. Young enters the game for I. Mahinmi,,10,16
64,1,4:19.0,C. Miles misses 3-pt jump shot from 24 ft,,10,16
65,1,4:18.0,,Defensive rebound by J. Butler,10,16
66,1,4:06.0,L. Allen enters the game for C. Miles,,10,16
67,1,4:04.0,,T. Gibson makes 2-pt layup from 2 ft (assist by K. Hinrich),10,18
68,1,3:53.0,Shooting foul by J. Noah (drawn by P. George),,10,18
69,1,3:53.0,P. George makes free throw 1 of 2,,11,18
70,1,3:53.0,,D. McDermott enters the game for T. Snell,11,18
71,1,3:53.0,G. Robinson enters the game for C. Budinger,,11,18
72,1,3:53.0,P. George makes free throw 2 of 2,,12,18
73,1,3:28.0,,J. Butler makes 2-pt layup from 1 ft (assist by T. Gibson),12,20
74,1,3:05.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Hill),,15,20
75,1,2:40.0,,D. McDermott makes 2-pt layup from 2 ft (assist by T. Gibson),15,22
76,1,2:29.0,Turnover by L. Allen (bad pass; steal by J. Noah),,15,22
77,1,2:21.0,,Personal foul by J. Young,15,22
78,1,2:21.0,,Chicago full timeout,15,22
