,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:40.0,,K. Leonard misses 2-pt jump shot from 16 ft,0,0
1,1,11:39.0,Defensive rebound by J. Green,,0,0
2,1,11:25.0,M. Conley misses 2-pt jump shot from 7 ft,,0,0
3,1,11:24.0,,Defensive rebound by T. Duncan,0,0
4,1,11:05.0,,Personal foul by M. Conley (drawn by T. Parker),0,0
5,1,11:01.0,,T. Parker misses 2-pt layup from 1 ft (block by M. Conley),0,0
6,1,11:00.0,Defensive rebound by M. Conley,,0,0
7,1,10:53.0,Personal foul by D. Green (drawn by J. Green),,0,0
8,1,10:46.0,J. Green misses 2-pt jump shot from 8 ft,,0,0
9,1,10:45.0,,Defensive rebound by D. West,0,0
10,1,10:32.0,,Turnover by D. Green (lost ball; steal by T. Allen),0,0
11,1,10:23.0,T. Allen makes 2-pt jump shot from 19 ft (assist by M. Gasol),,2,0
12,1,10:04.0,,D. Green misses 3-pt jump shot from 26 ft,2,0
13,1,10:03.0,Defensive rebound by M. Gasol,,2,0
14,1,9:54.0,M. Gasol misses 2-pt jump shot from 20 ft,,2,0
15,1,9:53.0,,Defensive rebound by K. Leonard,2,0
16,1,9:41.0,,T. Duncan misses 2-pt jump shot from 6 ft,2,0
17,1,9:40.0,Defensive rebound by T. Allen,,2,0
18,1,9:32.0,Turnover by T. Allen (bad pass; steal by D. Green),,2,0
19,1,9:28.0,,D. Green makes 2-pt layup from 1 ft,2,2
20,1,9:02.0,J. Green misses 2-pt jump shot from 23 ft,,2,2
21,1,9:01.0,,Defensive rebound by K. Leonard,2,2
22,1,8:53.0,,Personal foul by M. Gasol (drawn by K. Leonard),2,2
23,1,8:41.0,,D. West makes 2-pt jump shot from 5 ft,2,4
24,1,8:26.0,M. Conley misses 2-pt jump shot from 12 ft,,2,4
25,1,8:25.0,Offensive rebound by J. Green,,2,4
26,1,8:25.0,J. Green misses 2-pt layup from 2 ft,,2,4
27,1,8:23.0,,Defensive rebound by D. Green,2,4
28,1,8:12.0,,D. West makes 2-pt jump shot from 20 ft (assist by T. Parker),2,6
29,1,7:47.0,Turnover by M. Gasol (traveling),,2,6
30,1,7:40.0,,K. Leonard misses 2-pt layup from 2 ft,2,6
31,1,7:38.0,,Offensive rebound by K. Leonard,2,6
32,1,7:38.0,,K. Leonard misses 2-pt layup from 1 ft,2,6
33,1,7:36.0,Defensive rebound by J. Green,,2,6
34,1,7:34.0,Memphis full timeout,,2,6
35,1,7:25.0,M. Conley misses 2-pt jump shot from 20 ft,,2,6
36,1,7:24.0,,Defensive rebound by D. West,2,6
37,1,7:07.0,,D. West misses 2-pt jump shot from 15 ft,2,6
38,1,7:06.0,Defensive rebound by J. Green,,2,6
39,1,6:59.0,J. Green makes 2-pt layup from 3 ft (assist by M. Conley),,4,6
40,1,6:44.0,,T. Duncan misses 2-pt jump shot from 21 ft,4,6
41,1,6:43.0,Defensive rebound by J. Green,,4,6
42,1,6:28.0,M. Gasol misses 2-pt jump shot from 8 ft,,4,6
43,1,6:27.0,,Defensive rebound by K. Leonard,4,6
44,1,6:10.0,,T. Parker makes 2-pt layup from 1 ft,4,8
45,1,5:51.0,T. Allen misses 2-pt jump shot from 20 ft,,4,8
46,1,5:51.0,,Defensive rebound by K. Leonard,4,8
47,1,5:43.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Leonard),4,10
48,1,5:32.0,Shooting foul by T. Duncan (drawn by M. Conley),,4,10
49,1,5:32.0,M. Conley makes free throw 1 of 2,,5,10
50,1,5:32.0,M. Barnes enters the game for J. Green,,5,10
51,1,5:32.0,C. Lee enters the game for T. Allen,,5,10
52,1,5:32.0,,M. Ginóbili enters the game for D. Green,5,10
53,1,5:32.0,,B. Diaw enters the game for D. West,5,10
54,1,5:32.0,M. Conley makes free throw 2 of 2,,6,10
55,1,5:17.0,,Turnover by M. Ginóbili (bad pass; steal by J. Green),6,10
56,1,5:11.0,M. Conley makes 2-pt layup from 1 ft (assist by M. Barnes),,8,10
57,1,4:55.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Duncan),8,13
58,1,4:37.0,J. Green misses 2-pt jump shot from 15 ft (block by K. Leonard),,8,13
59,1,4:36.0,,Defensive rebound by T. Duncan,8,13
60,1,4:28.0,,T. Parker makes 2-pt layup from 2 ft,8,15
61,1,4:02.0,C. Lee makes 2-pt jump shot from 19 ft (assist by M. Barnes),,10,15
62,1,3:50.0,,Shooting foul by M. Barnes (drawn by T. Parker),10,15
63,1,3:50.0,,T. Parker makes free throw 1 of 2,10,16
64,1,3:50.0,M. Chalmers enters the game for M. Conley,,10,16
65,1,3:50.0,,T. Parker makes free throw 2 of 2,10,17
66,1,3:30.0,C. Lee makes 2-pt jump shot from 17 ft (assist by M. Gasol),,12,17
67,1,3:24.0,,San Antonio full timeout,12,17
68,1,3:24.0,,P. Mills enters the game for T. Parker,12,17
69,1,3:06.0,,M. Ginóbili makes 2-pt jump shot from 15 ft,12,19
70,1,2:45.0,C. Lee misses 3-pt jump shot from 23 ft,,12,19
71,1,2:44.0,,Defensive rebound by T. Duncan,12,19
72,1,2:32.0,,K. Leonard misses 2-pt jump shot from 18 ft,12,19
73,1,2:30.0,,Offensive rebound by B. Diaw,12,19
74,1,2:30.0,,B. Diaw misses 2-pt layup from 2 ft,12,19
75,1,2:29.0,Defensive rebound by M. Barnes,,12,19
76,1,2:22.0,C. Lee makes 2-pt jump shot from 14 ft,,14,19
77,1,2:12.0,,B. Diaw makes 2-pt layup at rim (assist by M. Ginóbili),14,21
78,1,1:43.0,J. Green misses 2-pt jump shot from 14 ft,,14,21
79,1,1:42.0,,Defensive rebound by M. Ginóbili,14,21
80,1,1:25.0,,Turnover by B. Diaw (bad pass; steal by C. Lee),14,21
81,1,1:12.0,Shooting foul by P. Mills (drawn by M. Chalmers),,14,21
82,1,1:12.0,,D. West enters the game for T. Duncan,14,21
83,1,1:12.0,J. Green enters the game for J. Green,,14,21
84,1,1:12.0,V. Carter enters the game for M. Gasol,,14,21
85,1,1:12.0,,D. Green enters the game for K. Leonard,14,21
86,1,1:12.0,M. Chalmers makes free throw 1 of 2,,15,21
87,1,1:12.0,M. Chalmers makes free throw 2 of 2,,16,21
88,1,0:58.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by B. Diaw),16,24
89,1,0:41.0,V. Carter makes 2-pt jump shot from 10 ft,,18,24
90,1,0:41.0,Shooting foul by D. Green (drawn by V. Carter),,18,24
91,1,0:41.0,V. Carter makes free throw 1 of 1,,19,24
92,1,0:31.0,,B. Diaw misses 2-pt jump shot from 17 ft,19,24
93,1,0:30.0,Defensive rebound by J. Green,,19,24
94,1,0:10.0,M. Barnes misses 3-pt jump shot from 22 ft,,19,24
95,1,0:09.0,,Defensive rebound by D. Green,19,24
