,QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
92,2,10:34.0,,Defensive rebound by K. Irving,31,38
93,2,10:25.0,,R. Jefferson misses 2-pt layup from 1 ft (block by J. Valančiūnas),31,38
94,2,10:23.0,Defensive rebound by J. Valančiūnas,,31,38
95,2,10:09.0,Shooting foul by T. Mozgov (drawn by C. Joseph),,31,38
96,2,10:09.0,C. Joseph makes free throw 1 of 2,,32,38
97,2,10:09.0,C. Joseph makes free throw 2 of 2,,33,38
98,2,9:56.0,,K. Irving misses 3-pt jump shot from 26 ft,33,38
99,2,9:56.0,,Offensive rebound by K. Irving,33,38
100,2,9:50.0,,Turnover by K. Irving (lost ball; steal by T. Ross),33,38
101,2,9:33.0,J. Valančiūnas misses 2-pt jump shot from 3 ft,,33,38
102,2,9:31.0,,Defensive rebound by T. Mozgov,33,38
103,2,9:25.0,,I. Shumpert makes 2-pt dunk from 1 ft (assist by K. Irving),33,40
104,2,9:01.0,T. Ross makes 2-pt jump shot from 18 ft,,35,40
105,2,8:50.0,Official timeout,,35,40
106,2,8:50.0,,K. Love enters the game for K. Irving,35,40
107,2,8:50.0,,M. Dellavedova enters the game for J. Jones,35,40
108,2,8:50.0,,L. James enters the game for R. Jefferson,35,40
109,2,8:44.0,,Turnover by K. Love (bad pass; steal by T. Ross),35,40
110,2,8:22.0,Shooting foul by L. James (drawn by C. Joseph),,35,40
111,2,8:22.0,C. Joseph makes free throw 1 of 2,,36,40
112,2,8:22.0,C. Joseph misses free throw 2 of 2,,36,40
113,2,8:21.0,,Defensive rebound by K. Love,36,40
114,2,8:12.0,,Offensive foul by I. Shumpert (drawn by T. Ross),36,40
115,2,8:12.0,,Turnover by I. Shumpert (offensive foul),36,40
116,2,8:12.0,J. Johnson enters the game for C. Joseph,,36,40
117,2,7:58.0,T. Ross misses 2-pt jump shot from 21 ft,,36,40
118,2,7:57.0,,Defensive rebound by M. Dellavedova,36,40
119,2,7:36.0,,L. James misses 2-pt layup from 2 ft (block by K. Lowry),36,40
120,2,7:34.0,Defensive rebound by T. Ross,,36,40
121,2,7:33.0,Shooting block foul by M. Dellavedova (drawn by K. Lowry),,36,40
122,2,7:33.0,K. Lowry makes free throw 1 of 2,,37,40
123,2,7:33.0,K. Lowry makes free throw 2 of 2,,38,40
124,2,7:17.0,,Personal foul by J. Johnson (drawn by L. James),38,40
125,2,7:17.0,L. Scola enters the game for P. Patterson,,38,40
126,2,7:17.0,B. Biyombo enters the game for J. Valančiūnas,,38,40
127,2,7:17.0,,T. Thompson enters the game for T. Mozgov,38,40
128,2,7:11.0,,L. James makes 2-pt jump shot from 18 ft (assist by K. Love),38,42
129,2,6:52.0,K. Lowry makes 2-pt jump shot from 20 ft,,40,42
130,2,6:38.0,,K. Love misses 2-pt layup from 1 ft (block by L. Scola),40,42
131,2,6:37.0,,Offensive rebound by K. Love,40,42
132,2,6:37.0,,Shooting foul by B. Biyombo (drawn by K. Love),40,42
133,2,6:37.0,,K. Love makes free throw 1 of 2,40,43
134,2,6:37.0,,K. Love makes free throw 2 of 2,40,44
135,2,6:13.0,Turnover by Team (shot clock),,40,44
136,2,6:02.0,,Def 3 sec tech foul by B. Biyombo,40,44
137,2,6:02.0,,L. James makes technical free throw,40,45
138,2,5:52.0,,Turnover by T. Thompson (lost ball; steal by J. Johnson),40,45
139,2,5:50.0,Shooting foul by K. Love (drawn by T. Ross),,40,45
140,2,5:50.0,,Cleveland full timeout,40,45
141,2,5:50.0,T. Ross makes free throw 1 of 2,,41,45
142,2,5:50.0,T. Ross makes free throw 2 of 2,,42,45
143,2,5:40.0,,K. Love misses 3-pt jump shot from 27 ft,42,45
144,2,5:39.0,,Offensive rebound by T. Thompson,42,45
145,2,5:38.0,,Shooting foul by B. Biyombo (drawn by T. Thompson),42,45
146,2,5:38.0,,T. Thompson makes free throw 1 of 2,42,46
147,2,5:38.0,,J. Smith enters the game for I. Shumpert,42,46
148,2,5:38.0,D. DeRozan enters the game for T. Ross,,42,46
149,2,5:38.0,,T. Thompson makes free throw 2 of 2,42,47
150,2,5:18.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,44,47
151,2,4:53.0,,K. Love misses 2-pt layup at rim,44,47
152,2,4:51.0,Defensive rebound by K. Lowry,,44,47
153,2,4:43.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,47,47
154,2,4:19.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Love),47,50
155,2,3:50.0,K. Lowry makes 2-pt jump shot from 21 ft (assist by L. Scola),,49,50
156,2,3:42.0,,Shooting foul by D. DeRozan (drawn by T. Thompson),49,50
157,2,3:42.0,,T. Thompson makes free throw 1 of 2,49,51
158,2,3:42.0,,K. Irving enters the game for M. Dellavedova,49,51
159,2,3:42.0,C. Joseph enters the game for K. Lowry,,49,51
160,2,3:42.0,,T. Thompson makes free throw 2 of 2,49,52
161,2,3:18.0,L. Scola misses 2-pt jump shot from 3 ft,,49,52
162,2,3:14.0,,Defensive rebound by T. Thompson,49,52
163,2,3:14.0,,Personal foul by L. Scola (drawn by L. James),49,52
164,2,3:14.0,,L. James makes free throw 1 of 2,49,53
165,2,3:14.0,,L. James makes free throw 2 of 2,49,54
166,2,3:06.0,D. DeRozan misses 2-pt jump shot from 4 ft (block by K. Love),,49,54
167,2,3:04.0,Offensive rebound by D. DeRozan,,49,54
168,2,2:58.0,D. DeRozan makes 2-pt jump shot from 5 ft,,51,54
169,2,2:38.0,,J. Smith misses 3-pt jump shot from 23 ft,51,54
170,2,2:37.0,,Offensive rebound by T. Thompson,51,54
171,2,2:30.0,,T. Thompson misses 2-pt layup at rim,51,54
172,2,2:28.0,Defensive rebound by D. DeRozan,,51,54
173,2,2:22.0,Personal foul by J. Smith (drawn by D. DeRozan),,51,54
174,2,2:22.0,Toronto full timeout,,51,54
175,2,2:22.0,P. Patterson enters the game for B. Biyombo,,51,54
176,2,2:22.0,,I. Shumpert enters the game for J. Smith,51,54
177,2,2:22.0,J. Valančiūnas enters the game for J. Johnson,,51,54
178,2,2:22.0,T. Ross enters the game for L. Scola,,51,54
179,2,2:22.0,D. DeRozan makes free throw 1 of 2,,52,54
180,2,2:22.0,D. DeRozan misses free throw 2 of 2,,52,54
181,2,2:21.0,,Defensive rebound by K. Love,52,54
182,2,1:59.0,,K. Irving misses 2-pt jump shot from 7 ft,52,54
183,2,1:58.0,,Offensive rebound by T. Thompson,52,54
184,2,1:58.0,,Turnover by Team (shot clock),52,54
185,2,1:42.0,P. Patterson makes 2-pt layup at rim (assist by C. Joseph),,54,54
186,2,1:19.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),54,56
187,2,0:56.0,D. DeRozan makes 2-pt layup from 2 ft (assist by C. Joseph),,56,56
188,2,0:42.0,,I. Shumpert misses 3-pt jump shot from 25 ft,56,56
189,2,0:38.0,Defensive rebound by T. Ross,,56,56
190,2,0:29.0,D. DeRozan misses 3-pt jump shot from 24 ft,,56,56
191,2,0:27.0,,Defensive rebound by T. Thompson,56,56
192,2,0:12.0,,L. James makes 2-pt layup from 1 ft,56,58
193,2,0:02.0,C. Joseph misses 2-pt jump shot from 18 ft,,56,58
194,2,0:01.0,Offensive rebound by J. Valančiūnas,,56,58
195,3,11:48.0,,K. Love makes 2-pt jump shot from 6 ft (assist by L. James),56,60
196,3,11:22.0,J. Johnson misses 3-pt jump shot from 24 ft,,56,60
197,3,11:21.0,,Defensive rebound by K. Irving,56,60
198,3,11:00.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),56,63
199,3,10:43.0,K. Lowry makes 2-pt layup from 1 ft,,58,63
200,3,10:26.0,,J. Smith misses 2-pt jump shot from 17 ft,58,63
201,3,10:24.0,Defensive rebound by K. Lowry,,58,63
202,3,10:12.0,J. Johnson makes 2-pt layup at rim (assist by K. Lowry),,60,63
203,3,9:56.0,,Turnover by T. Thompson (lost ball; steal by K. Lowry),60,63
204,3,9:47.0,Shooting foul by T. Thompson (drawn by L. Scola),,60,63
205,3,9:47.0,L. Scola misses free throw 1 of 2,,60,63
206,3,9:47.0,Offensive rebound by Team,,60,63
207,3,9:47.0,L. Scola makes free throw 2 of 2,,61,63
208,3,9:36.0,,Def 3 sec tech foul by J. Valančiūnas,61,63
209,3,9:36.0,,K. Irving makes technical free throw,61,64
210,3,9:23.0,,J. Smith misses 3-pt jump shot from 26 ft,61,64
211,3,9:22.0,Defensive rebound by K. Lowry,,61,64
212,3,9:09.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,64,64
213,3,8:43.0,,Turnover by L. James (bad pass; steal by D. DeRozan),64,64
214,3,8:43.0,Personal foul by K. Love (drawn by D. DeRozan),,64,64
215,3,8:25.0,J. Valančiūnas misses 2-pt jump shot from 18 ft,,64,64
216,3,8:25.0,,Defensive rebound by L. James,64,64
217,3,8:15.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),64,67
218,3,8:04.0,J. Valančiūnas misses 2-pt layup at rim (block by K. Love),,64,67
219,3,8:04.0,Offensive rebound by J. Valančiūnas,,64,67
220,3,8:03.0,Turnover by J. Valančiūnas (offensive goaltending),,64,67
221,3,7:44.0,,J. Smith misses 2-pt jump shot from 11 ft,64,67
222,3,7:44.0,Defensive rebound by L. Scola,,64,67
223,3,7:34.0,D. DeRozan misses 2-pt layup at rim (block by K. Love),,64,67
224,3,7:29.0,,Defensive rebound by T. Thompson,64,67
225,3,7:26.0,,K. Irving makes 2-pt layup from 1 ft,64,69
226,3,7:18.0,Personal foul by K. Love (drawn by K. Lowry),,64,69
227,3,7:18.0,Toronto full timeout,,64,69
228,3,7:18.0,,I. Shumpert enters the game for K. Love,64,69
229,3,7:13.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,66,69
230,3,6:56.0,,K. Irving misses 2-pt jump shot from 7 ft (block by J. Valančiūnas),66,69
231,3,6:53.0,Defensive rebound by J. Valančiūnas,,66,69
232,3,6:43.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,69,69
233,3,6:26.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by I. Shumpert),69,72
234,3,6:08.0,Turnover by D. DeRozan (bad pass; steal by L. James),,69,72
235,3,6:05.0,,Personal foul by K. Lowry (drawn by K. Irving),69,72
236,3,6:05.0,P. Patterson enters the game for J. Valančiūnas,,69,72
237,3,6:05.0,B. Biyombo enters the game for L. Scola,,69,72
238,3,5:57.0,,K. Irving makes 2-pt layup from 1 ft,69,74
239,3,5:36.0,P. Patterson misses 3-pt jump shot from 26 ft,,69,74
240,3,5:35.0,,Defensive rebound by J. Smith,69,74
241,3,5:35.0,,Personal foul by J. Johnson (drawn by J. Smith),69,74
242,3,5:35.0,,M. Dellavedova enters the game for K. Irving,69,74
243,3,5:25.0,,Def 3 sec tech foul by B. Biyombo,69,74
244,3,5:25.0,,L. James misses technical free throw,69,74
245,3,5:25.0,,Offensive rebound by Team,69,74
246,3,5:25.0,T. Ross enters the game for J. Johnson,,69,74
247,3,5:15.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,69,74
248,3,5:14.0,Defensive rebound by B. Biyombo,,69,74
249,3,5:00.0,D. DeRozan misses 2-pt jump shot from 5 ft (block by T. Thompson),,69,74
250,3,5:00.0,Offensive rebound by Team,,69,74
251,3,4:51.0,Turnover by B. Biyombo (offensive goaltending),,69,74
252,3,4:38.0,,T. Thompson misses 2-pt dunk at rim (block by B. Biyombo),69,74
253,3,4:37.0,,Offensive rebound by T. Thompson,69,74
254,3,4:37.0,,Shooting foul by D. DeRozan (drawn by T. Thompson),69,74
255,3,4:37.0,,T. Thompson makes free throw 1 of 2,69,75
256,3,4:37.0,,T. Thompson makes free throw 2 of 2,69,76
257,3,4:20.0,D. DeRozan makes 2-pt jump shot from 14 ft,,71,76
258,3,4:06.0,,T. Thompson makes 2-pt layup from 1 ft (assist by M. Dellavedova),71,78
259,3,3:52.0,D. DeRozan misses 2-pt jump shot from 12 ft,,71,78
260,3,3:49.0,,Defensive rebound by L. James,71,78
261,3,3:43.0,,Shooting foul by B. Biyombo (drawn by L. James),71,78
262,3,3:43.0,,L. James misses free throw 1 of 2,71,78
263,3,3:43.0,,Offensive rebound by Team,71,78
264,3,3:43.0,C. Joseph enters the game for K. Lowry,,71,78
265,3,3:43.0,,L. James makes free throw 2 of 2,71,79
266,3,3:28.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by C. Joseph),,74,79
267,3,3:17.0,,L. James makes 2-pt dunk at rim (assist by M. Dellavedova),74,81
268,3,2:52.0,T. Ross misses 3-pt jump shot from 27 ft,,74,81
269,3,2:52.0,,Defensive rebound by Team,74,81
270,3,2:52.0,,Cleveland full timeout,74,81
271,3,2:41.0,,Turnover by L. James (bad pass),74,81
272,3,2:31.0,Turnover by D. DeRozan (bad pass; steal by L. James),,74,81
273,3,2:26.0,,L. James makes 2-pt dunk from 1 ft,74,83
274,3,2:13.0,Personal foul by I. Shumpert (drawn by D. DeRozan),,74,83
275,3,1:59.0,C. Joseph misses 2-pt jump shot from 23 ft,,74,83
276,3,1:58.0,,Defensive rebound by T. Thompson,74,83
277,3,1:46.0,,L. James misses 3-pt jump shot from 26 ft,74,83
278,3,1:44.0,Defensive rebound by B. Biyombo,,74,83
279,3,1:28.0,B. Biyombo makes 2-pt jump shot from 11 ft (assist by C. Joseph),,76,83
280,3,1:11.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),76,86
281,3,0:50.0,C. Joseph misses 2-pt layup from 1 ft,,76,86
282,3,0:48.0,Offensive rebound by B. Biyombo,,76,86
283,3,0:48.0,Shooting foul by M. Dellavedova (drawn by B. Biyombo),,76,86
284,3,0:48.0,B. Biyombo makes free throw 1 of 2,,77,86
285,3,0:48.0,B. Biyombo makes free throw 2 of 2,,78,86
286,3,0:41.0,,Shooting foul by T. Ross (drawn by L. James),78,86
287,3,0:41.0,,L. James misses free throw 1 of 2,78,86
288,3,0:41.0,,Offensive rebound by Team,78,86
289,3,0:41.0,,L. James makes free throw 2 of 2,78,87
290,3,0:33.0,Offensive foul by T. Ross (drawn by J. Smith),,78,87
291,3,0:33.0,Turnover by T. Ross (offensive foul),,78,87
292,3,0:12.0,,L. James makes 3-pt jump shot from 26 ft,78,90
293,3,0:00.0,C. Joseph misses 2-pt jump shot from 19 ft,,78,90
294,3,0:00.0,Offensive rebound by Team,,78,90
295,4,11:42.0,J. Valančiūnas makes 2-pt jump shot from 18 ft (assist by C. Joseph),,80,90
296,4,11:27.0,,Turnover by I. Shumpert (bad pass; steal by K. Lowry),80,90
297,4,11:24.0,Shooting foul by K. Irving (drawn by K. Lowry),,80,90
298,4,11:24.0,K. Lowry makes free throw 1 of 2,,81,90
299,4,11:24.0,K. Lowry makes free throw 2 of 2,,82,90
300,4,11:07.0,,K. Irving misses 2-pt jump shot from 15 ft,82,90
301,4,11:06.0,,Offensive rebound by K. Irving,82,90
302,4,11:06.0,,Shooting foul by C. Joseph (drawn by K. Irving),82,90
303,4,11:06.0,,K. Irving makes free throw 1 of 2,82,91
304,4,11:06.0,,K. Irving makes free throw 2 of 2,82,92
305,4,10:47.0,Shooting foul by T. Thompson (drawn by J. Valančiūnas),,82,92
306,4,10:47.0,J. Valančiūnas makes 2-pt jump shot from 4 ft,,84,92
307,4,10:47.0,J. Valančiūnas makes free throw 1 of 1,,85,92
308,4,10:35.0,,T. Mozgov enters the game for T. Thompson,85,92
309,4,10:24.0,,Shooting foul by C. Joseph (drawn by M. Dellavedova),85,92
310,4,10:24.0,,M. Dellavedova makes free throw 1 of 2,85,93
311,4,10:24.0,,M. Dellavedova makes free throw 2 of 2,85,94
312,4,10:00.0,K. Lowry misses 3-pt jump shot from 25 ft,,85,94
313,4,10:00.0,,Defensive rebound by M. Dellavedova,85,94
314,4,9:53.0,,Turnover by M. Dellavedova (lost ball; steal by P. Patterson),85,94
315,4,9:47.0,J. Valančiūnas makes 2-pt dunk at rim (assist by T. Ross),,87,94
316,4,9:30.0,,K. Irving makes 3-pt jump shot from 25 ft,87,97
317,4,9:06.0,Turnover by Team (shot clock),,87,97
318,4,8:51.0,,K. Irving makes 2-pt jump shot from 5 ft,87,99
319,4,8:46.0,Toronto full timeout,,87,99
320,4,8:46.0,D. DeRozan enters the game for P. Patterson,,87,99
321,4,8:32.0,Turnover by T. Ross (lost ball; steal by I. Shumpert),,87,99
322,4,8:23.0,,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),87,101
323,4,8:02.0,D. DeRozan misses 2-pt jump shot from 16 ft,,87,101
324,4,8:01.0,,Defensive rebound by K. Irving,87,101
325,4,7:51.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by K. Irving),87,104
326,4,7:19.0,T. Ross misses 3-pt jump shot from 24 ft,,87,104
327,4,7:18.0,,Defensive rebound by I. Shumpert,87,104
328,4,6:54.0,,K. Irving makes 2-pt jump shot from 4 ft,87,106
329,4,6:31.0,T. Ross misses 2-pt jump shot from 18 ft,,87,106
330,4,6:30.0,Offensive rebound by J. Valančiūnas,,87,106
331,4,6:30.0,J. Valančiūnas misses 2-pt layup at rim,,87,106
332,4,6:30.0,Offensive rebound by J. Valančiūnas,,87,106
333,4,6:30.0,Shooting foul by I. Shumpert (drawn by J. Valančiūnas),,87,106
334,4,6:30.0,J. Valančiūnas misses free throw 1 of 2,,87,106
335,4,6:30.0,Offensive rebound by Team,,87,106
336,4,6:30.0,,J. Smith enters the game for M. Dellavedova,87,106
337,4,6:30.0,J. Valančiūnas misses free throw 2 of 2,,87,106
338,4,6:29.0,,Defensive rebound by J. Smith,87,106
339,4,6:18.0,,Personal foul by D. DeRozan (drawn by K. Irving),87,106
340,4,6:13.0,,T. Mozgov makes 2-pt jump shot from 17 ft (assist by K. Irving),87,108
341,4,5:45.0,T. Ross misses 3-pt jump shot from 25 ft,,87,108
342,4,5:45.0,,Defensive rebound by K. Love,87,108
343,4,5:23.0,,I. Shumpert misses 3-pt jump shot from 24 ft,87,108
344,4,5:22.0,,Offensive rebound by K. Love,87,108
345,4,5:22.0,,Personal foul by C. Joseph (drawn by K. Love),87,108
346,4,5:22.0,Official timeout,,87,108
347,4,5:22.0,B. Biyombo enters the game for J. Valančiūnas,,87,108
348,4,5:22.0,P. Patterson enters the game for C. Joseph,,87,108
349,4,5:12.0,,J. Smith misses 2-pt jump shot from 5 ft,87,108
350,4,5:11.0,Defensive rebound by B. Biyombo,,87,108
351,4,5:08.0,Turnover by B. Biyombo (bad pass; steal by K. Love),,87,108
352,4,5:04.0,,K. Irving misses 3-pt jump shot from 24 ft,87,108
353,4,5:02.0,Defensive rebound by K. Lowry,,87,108
354,4,4:50.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by B. Biyombo),,90,108
355,4,4:39.0,,Personal foul by P. Patterson (drawn by K. Love),90,108
356,4,4:39.0,,K. Love makes free throw 1 of 2,90,109
357,4,4:39.0,,K. Love makes free throw 2 of 2,90,110
358,4,4:28.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,92,110
359,4,4:28.0,Shooting foul by T. Mozgov (drawn by B. Biyombo),,92,110
360,4,4:28.0,B. Biyombo makes free throw 1 of 1,,93,110
361,4,4:13.0,,J. Smith makes 3-pt jump shot from 41 ft (assist by I. Shumpert),93,113
362,4,4:01.0,K. Lowry misses 2-pt layup at rim,,93,113
363,4,4:01.0,Offensive rebound by Team,,93,113
364,4,4:01.0,,M. Dellavedova enters the game for K. Irving,93,113
365,4,3:55.0,Personal foul by I. Shumpert (drawn by K. Lowry),,93,113
366,4,3:55.0,K. Lowry makes free throw 1 of 2,,94,113
367,4,3:55.0,K. Lowry makes free throw 2 of 2,,95,113
368,4,3:47.0,,Offensive foul by T. Mozgov (drawn by K. Lowry),95,113
369,4,3:47.0,,Turnover by T. Mozgov (offensive foul),95,113
370,4,3:32.0,Shooting foul by T. Mozgov (drawn by D. DeRozan),,95,113
371,4,3:32.0,D. DeRozan makes free throw 1 of 2,,96,113
372,4,3:32.0,D. DeRozan misses free throw 2 of 2,,96,113
373,4,3:31.0,,Defensive rebound by I. Shumpert,96,113
374,4,3:12.0,,J. Smith misses 3-pt jump shot from 25 ft,96,113
375,4,3:10.0,Defensive rebound by B. Biyombo,,96,113
376,4,3:01.0,B. Biyombo misses 2-pt jump shot from 4 ft,,96,113
377,4,2:59.0,,Defensive rebound by M. Dellavedova,96,113
378,4,2:56.0,Technical foul by K. Lowry,,96,113
379,4,2:56.0,,Cleveland full timeout,96,113
380,4,2:56.0,L. Nogueira enters the game for D. DeRozan,,96,113
381,4,2:56.0,N. Powell enters the game for K. Lowry,,96,113
382,4,2:56.0,D. Wright enters the game for B. Biyombo,,96,113
383,4,2:56.0,J. Johnson enters the game for T. Ross,,96,113
384,4,2:56.0,,M. Dellavedova makes technical free throw,96,114
385,4,2:49.0,,K. Love misses 2-pt layup from 2 ft,96,114
