,QUARTER,TIME_REMAINING,UTAH_ACTION,MILWAUKEE_ACTION,UTAH_SCORE,MILWAUKEE_SCORE
74,1,1:26.0,,J. Henson makes free throw 2 of 2,21,22
75,1,1:10.0,Shooting foul by J. Henson (drawn by D. Favors),,21,22
76,1,1:10.0,D. Favors makes free throw 1 of 2,,22,22
77,1,1:10.0,D. Favors makes free throw 2 of 2,,23,22
78,1,0:52.0,,K. Middleton misses 2-pt layup from 2 ft,23,22
79,1,0:50.0,Defensive rebound by J. Ingles,,23,22
80,1,0:43.0,Turnover by R. Hood (traveling),,23,22
81,1,0:36.0,,Turnover by G. Antetokounmpo (bad pass; steal by R. Hood),23,22
82,1,0:21.0,D. Favors misses 2-pt layup from 1 ft (block by J. Henson),,23,22
83,1,0:19.0,,Defensive rebound by T. Ennis,23,22
84,1,0:04.0,,Shooting foul by D. Favors (drawn by M. Plumlee),23,22
85,1,0:04.0,,M. Plumlee misses free throw 1 of 2,23,22
86,1,0:04.0,,Offensive rebound by Team,23,22
87,1,0:04.0,,J. Cunningham enters the game for K. Middleton,23,22
88,1,0:04.0,,M. Plumlee misses free throw 2 of 2,23,22
89,1,0:03.0,Defensive rebound by R. Hood,,23,22
90,1,0:01.0,R. Hood misses 3-pt jump shot from 36 ft,,23,22
91,1,0:00.0,Offensive rebound by Team,,23,22
92,2,11:48.0,,T. Ennis misses 2-pt layup at rim,23,22
93,2,11:47.0,Defensive rebound by J. Ingles,,23,22
94,2,11:26.0,Turnover by J. Ingles (bad pass; steal by T. Ennis),,23,22
95,2,11:21.0,,J. Parker makes 2-pt layup at rim (assist by T. Ennis),23,24
96,2,11:08.0,Personal foul by T. Ennis,,23,24
97,2,10:56.0,R. Neto misses 3-pt jump shot from 23 ft,,23,24
98,2,10:55.0,,Defensive rebound by J. Parker,23,24
99,2,10:33.0,,M. Plumlee misses 2-pt hook shot from 9 ft,23,24
100,2,10:31.0,Defensive rebound by R. Gobert,,23,24
101,2,10:22.0,G. Hayward misses 3-pt jump shot from 23 ft,,23,24
102,2,10:21.0,,Defensive rebound by T. Ennis,23,24
103,2,10:02.0,,J. Henson misses 2-pt hook shot from 9 ft,23,24
104,2,10:00.0,Defensive rebound by T. Booker,,23,24
105,2,9:39.0,G. Hayward misses 3-pt jump shot from 24 ft,,23,24
106,2,9:37.0,Offensive rebound by G. Hayward,,23,24
107,2,9:33.0,Turnover by G. Hayward (bad pass),,23,24
108,2,9:33.0,T. Lyles enters the game for J. Ingles,,23,24
109,2,9:33.0,C. Johnson enters the game for T. Booker,,23,24
110,2,9:21.0,,J. Parker makes 2-pt dunk at rim (assist by T. Ennis),23,26
111,2,8:57.0,C. Johnson misses 3-pt jump shot from 22 ft,,23,26
112,2,8:55.0,Offensive rebound by T. Lyles,,23,26
113,2,8:45.0,T. Lyles makes 2-pt layup at rim,,25,26
114,2,8:25.0,,J. Parker misses 2-pt jump shot from 14 ft,25,26
115,2,8:24.0,Defensive rebound by R. Gobert,,25,26
116,2,8:08.0,R. Neto makes 3-pt jump shot from 24 ft (assist by C. Johnson),,28,26
117,2,7:48.0,,Offensive foul by T. Ennis (drawn by T. Lyles),28,26
118,2,7:48.0,,Turnover by T. Ennis (offensive foul),28,26
119,2,7:48.0,Official timeout,,28,26
120,2,7:48.0,S. Mack enters the game for R. Neto,,28,26
121,2,7:48.0,,J. Bayless enters the game for M. Plumlee,28,26
122,2,7:48.0,,D. Inglis enters the game for T. Ennis,28,26
123,2,7:30.0,G. Hayward misses 3-pt jump shot from 24 ft,,28,26
124,2,7:29.0,,Defensive rebound by J. Bayless,28,26
125,2,7:18.0,,D. Inglis misses 2-pt jump shot from 18 ft,28,26
126,2,7:17.0,Defensive rebound by T. Lyles,,28,26
127,2,7:10.0,S. Mack makes 2-pt layup from 2 ft,,30,26
128,2,6:56.0,,Turnover by D. Inglis (bad pass; steal by G. Hayward),30,26
129,2,6:39.0,Turnover by R. Gobert (lost ball),,30,26
130,2,6:28.0,,J. Henson makes 2-pt dunk at rim (assist by J. Parker),30,28
131,2,6:02.0,C. Johnson misses 3-pt jump shot from 24 ft,,30,28
132,2,6:01.0,,Defensive rebound by D. Inglis,30,28
133,2,5:42.0,,J. Henson misses 2-pt hook shot from 8 ft,30,28
134,2,5:40.0,Defensive rebound by R. Gobert,,30,28
135,2,5:23.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by R. Gobert),,33,28
136,2,5:06.0,,Def 3 sec tech foul by R. Gobert,33,28
137,2,5:06.0,,Milwaukee full timeout,33,28
138,2,5:06.0,,G. Monroe enters the game for J. Henson,33,28
139,2,5:06.0,,G. Antetokounmpo enters the game for J. Cunningham,33,28
140,2,5:06.0,R. Hood enters the game for R. Gobert,,33,28
141,2,5:06.0,D. Favors enters the game for C. Johnson,,33,28
142,2,5:06.0,,J. Parker makes technical free throw,33,29
143,2,4:53.0,,G. Antetokounmpo makes 2-pt jump shot from 22 ft (assist by J. Bayless),33,31
144,2,4:29.0,Turnover by S. Mack (bad pass),,33,31
145,2,4:16.0,,G. Monroe misses 2-pt layup from 1 ft,33,31
146,2,4:14.0,Defensive rebound by T. Lyles,,33,31
147,2,4:02.0,Turnover by S. Mack (bad pass; steal by G. Antetokounmpo),,33,31
148,2,3:56.0,,Turnover by G. Antetokounmpo (bad pass),33,31
149,2,3:33.0,D. Favors makes 2-pt layup at rim (assist by G. Hayward),,35,31
150,2,3:07.0,,G. Antetokounmpo makes 2-pt jump shot from 22 ft,35,33
151,2,2:56.0,T. Lyles misses 2-pt layup at rim (block by G. Antetokounmpo),,35,33
152,2,2:53.0,,Defensive rebound by G. Antetokounmpo,35,33
153,2,2:51.0,,Personal foul by S. Mack,35,33
154,2,2:51.0,Utah full timeout,,35,33
155,2,2:51.0,,K. Middleton enters the game for D. Inglis,35,33
156,2,2:39.0,,J. Parker makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),35,35
157,2,2:13.0,D. Favors makes 2-pt dunk at rim (assist by S. Mack),,37,35
158,2,1:52.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),37,37
159,2,1:33.0,T. Lyles makes 2-pt jump shot from 12 ft (assist by S. Mack),,39,37
160,2,1:08.0,,J. Parker makes 2-pt dunk at rim (assist by G. Antetokounmpo),39,39
161,2,0:45.0,D. Favors misses 2-pt jump shot from 5 ft (block by G. Antetokounmpo),,39,39
162,2,0:44.0,Offensive rebound by Team,,39,39
163,2,0:42.0,T. Lyles misses 2-pt jump shot from 8 ft,,39,39
164,2,0:41.0,,Defensive rebound by G. Monroe,39,39
165,2,0:33.0,,K. Middleton makes 2-pt layup from 3 ft,39,41
166,2,0:15.0,T. Lyles misses 3-pt jump shot from 23 ft,,39,41
167,2,0:14.0,Offensive rebound by D. Favors,,39,41
168,2,0:01.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by S. Mack),,42,41
169,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 68 ft,42,41
170,2,0:00.0,,Offensive rebound by Team,42,41
171,3,11:52.0,Violation by G. Hayward (kicked ball),,42,41
172,3,11:39.0,,G. Monroe misses 2-pt jump shot from 5 ft (block by R. Gobert),42,41
173,3,11:35.0,Defensive rebound by R. Gobert,,42,41
174,3,11:14.0,Turnover by Team (shot clock),,42,41
175,3,10:57.0,,G. Monroe makes 2-pt hook shot at rim (assist by G. Antetokounmpo),42,43
176,3,10:52.0,Personal foul by J. Parker,,42,43
177,3,10:34.0,D. Favors misses 2-pt jump shot from 14 ft,,42,43
178,3,10:33.0,Offensive rebound by R. Gobert,,42,43
179,3,10:31.0,R. Gobert makes 2-pt dunk at rim,,44,43
180,3,10:20.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),44,45
181,3,10:06.0,G. Hayward misses 3-pt jump shot from 24 ft,,44,45
182,3,10:05.0,,Defensive rebound by G. Monroe,44,45
183,3,9:59.0,,G. Antetokounmpo makes 2-pt hook shot from 3 ft,44,47
184,3,9:37.0,Turnover by S. Mack (bad pass; steal by K. Middleton),,44,47
185,3,9:37.0,,Personal foul by R. Hood,44,47
186,3,9:21.0,,G. Monroe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),44,49
187,3,9:04.0,R. Hood misses 3-pt jump shot from 25 ft,,44,49
188,3,9:02.0,,Defensive rebound by J. Parker,44,49
189,3,8:42.0,,J. Parker misses 2-pt layup from 1 ft (block by R. Gobert),44,49
190,3,8:39.0,Defensive rebound by S. Mack,,44,49
191,3,8:33.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by S. Mack),,47,49
192,3,8:22.0,,Shooting foul by D. Favors (drawn by J. Parker),47,49
193,3,8:22.0,,J. Parker makes free throw 1 of 2,47,50
194,3,8:22.0,,J. Parker makes free throw 2 of 2,47,51
195,3,8:06.0,D. Favors makes 2-pt jump shot from 5 ft (assist by R. Hood),,49,51
196,3,7:52.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,49,51
197,3,7:50.0,Defensive rebound by S. Mack,,49,51
198,3,7:39.0,D. Favors misses 2-pt layup at rim (block by J. Parker),,49,51
199,3,7:39.0,Offensive rebound by Team,,49,51
200,3,7:30.0,Turnover by S. Mack (bad pass; steal by K. Middleton),,49,51
201,3,7:14.0,,Turnover by J. Parker (lost ball; steal by G. Hayward),49,51
202,3,7:08.0,G. Hayward makes 2-pt layup at rim (assist by S. Mack),,51,51
203,3,6:54.0,,Shooting foul by R. Gobert (drawn by G. Antetokounmpo),51,51
204,3,6:54.0,,G. Antetokounmpo makes free throw 1 of 2,51,52
205,3,6:54.0,,G. Antetokounmpo makes free throw 2 of 2,51,53
206,3,6:36.0,G. Hayward makes 2-pt jump shot from 13 ft,,53,53
207,3,6:24.0,,Turnover by K. Middleton (bad pass; steal by R. Gobert),53,53
208,3,6:18.0,Shooting foul by G. Antetokounmpo (drawn by R. Gobert),,53,53
209,3,6:18.0,R. Gobert makes free throw 1 of 2,,54,53
210,3,6:18.0,R. Gobert makes free throw 2 of 2,,55,53
211,3,6:09.0,,G. Monroe misses 2-pt jump shot from 18 ft,55,53
212,3,6:08.0,Defensive rebound by R. Gobert,,55,53
213,3,5:50.0,R. Hood misses 3-pt jump shot from 24 ft,,55,53
214,3,5:47.0,Offensive rebound by D. Favors,,55,53
215,3,5:31.0,R. Hood makes 2-pt dunk at rim (assist by S. Mack),,57,53
216,3,5:03.0,,K. Middleton misses 2-pt jump shot from 18 ft,57,53
217,3,5:02.0,Defensive rebound by S. Mack,,57,53
218,3,4:54.0,Shooting foul by K. Middleton (drawn by G. Hayward),,57,53
219,3,4:54.0,,Milwaukee full timeout,57,53
220,3,4:54.0,,M. Plumlee enters the game for J. Parker,57,53
221,3,4:54.0,,J. Henson enters the game for G. Monroe,57,53
222,3,4:54.0,T. Lyles enters the game for D. Favors,,57,53
223,3,4:54.0,G. Hayward makes free throw 1 of 2,,58,53
224,3,4:54.0,G. Hayward makes free throw 2 of 2,,59,53
225,3,4:30.0,,Turnover by Team (shot clock),59,53
226,3,4:22.0,Def 3 sec tech foul by M. Plumlee,,59,53
227,3,4:22.0,G. Hayward makes technical free throw,,60,53
228,3,4:16.0,Turnover by R. Gobert (bad pass; steal by J. Bayless),,60,53
229,3,4:09.0,,Turnover by J. Bayless (bad pass; steal by R. Gobert),60,53
230,3,3:59.0,S. Mack misses 2-pt jump shot from 7 ft,,60,53
231,3,3:56.0,Offensive rebound by R. Gobert,,60,53
232,3,3:53.0,R. Gobert makes 2-pt layup from 1 ft,,62,53
233,3,3:41.0,,J. Bayless misses 3-pt jump shot from 25 ft,62,53
234,3,3:40.0,Defensive rebound by R. Gobert,,62,53
235,3,3:32.0,S. Mack misses 2-pt layup at rim,,62,53
236,3,3:29.0,Offensive rebound by R. Gobert,,62,53
237,3,3:29.0,R. Gobert misses 2-pt layup from 2 ft (block by M. Plumlee),,62,53
238,3,3:26.0,Offensive rebound by R. Gobert,,62,53
239,3,3:12.0,Turnover by R. Hood (bad pass; steal by K. Middleton),,62,53
240,3,3:08.0,,Turnover by K. Middleton (lost ball),62,53
241,3,3:08.0,Utah full timeout,,62,53
242,3,3:08.0,,J. Parker enters the game for G. Antetokounmpo,62,53
243,3,3:08.0,J. Ingles enters the game for R. Hood,,62,53
244,3,2:55.0,,Violation by K. Middleton (kicked ball),62,53
245,3,2:47.0,T. Lyles makes 2-pt jump shot from 14 ft (assist by S. Mack),,64,53
246,3,2:23.0,,J. Bayless makes 2-pt jump shot from 6 ft,64,55
247,3,2:03.0,S. Mack makes 2-pt jump shot from 17 ft (assist by T. Lyles),,66,55
248,3,1:46.0,,Turnover by J. Parker (lost ball; steal by S. Mack),66,55
249,3,1:35.0,G. Hayward makes 3-pt jump shot from 24 ft,,69,55
250,3,1:17.0,,K. Middleton makes 2-pt layup from 1 ft,69,57
251,3,1:00.0,S. Mack makes 2-pt layup from 1 ft,,71,57
252,3,1:00.0,Shooting foul by K. Middleton (drawn by S. Mack),,71,57
253,3,1:00.0,,T. Ennis enters the game for J. Bayless,71,57
254,3,1:00.0,S. Mack misses free throw 1 of 1,,71,57
255,3,1:00.0,,Defensive rebound by J. Parker,71,57
256,3,0:44.0,,K. Middleton misses 3-pt jump shot from 25 ft,71,57
257,3,0:43.0,Defensive rebound by R. Gobert,,71,57
258,3,0:35.0,R. Neto enters the game for S. Mack,,71,57
259,3,0:29.0,T. Lyles misses 2-pt layup at rim (block by M. Plumlee),,71,57
260,3,0:28.0,Offensive rebound by Team,,71,57
261,3,0:24.0,Shooting foul by J. Henson (drawn by T. Lyles),,71,57
262,3,0:24.0,T. Lyles makes free throw 1 of 2,,72,57
263,3,0:24.0,T. Lyles makes free throw 2 of 2,,73,57
264,3,0:01.0,,K. Middleton makes 2-pt jump shot from 11 ft,73,59
265,3,0:00.0,R. Neto misses 3-pt jump shot from 59 ft,,73,59
266,3,0:00.0,Offensive rebound by Team,,73,59
267,4,11:48.0,R. Neto misses 3-pt jump shot from 22 ft,,73,59
268,4,11:46.0,,Defensive rebound by J. Parker,73,59
269,4,11:34.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),73,61
270,4,11:07.0,D. Favors misses 2-pt dunk at rim,,73,61
271,4,11:05.0,,Defensive rebound by J. Henson,73,61
272,4,11:02.0,,Shooting foul by R. Hood (drawn by J. Cunningham),73,61
273,4,11:02.0,,J. Cunningham makes free throw 1 of 2,73,62
274,4,11:02.0,,J. Cunningham makes free throw 2 of 2,73,63
275,4,10:41.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by T. Lyles),,76,63
276,4,10:21.0,,T. Ennis misses 2-pt layup from 1 ft,76,63
277,4,10:20.0,Defensive rebound by R. Hood,,76,63
278,4,10:03.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by T. Lyles),,79,63
279,4,10:00.0,,Milwaukee full timeout,79,63
280,4,9:47.0,,J. Parker makes 2-pt layup from 2 ft,79,65
281,4,9:26.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Lyles),,82,65
282,4,9:13.0,,J. Parker misses 2-pt jump shot from 18 ft,82,65
283,4,9:12.0,Defensive rebound by J. Ingles,,82,65
284,4,8:54.0,R. Hood misses 3-pt jump shot from 26 ft,,82,65
285,4,8:53.0,,Defensive rebound by J. Parker,82,65
286,4,8:46.0,,J. Cunningham misses 3-pt jump shot from 24 ft,82,65
287,4,8:45.0,Defensive rebound by D. Favors,,82,65
288,4,8:37.0,Turnover by R. Neto (bad pass; steal by J. Parker),,82,65
289,4,8:32.0,,J. Parker makes 2-pt dunk at rim,82,67
290,4,8:21.0,Personal foul by J. Parker,,82,67
291,4,8:14.0,R. Neto misses 3-pt jump shot from 24 ft,,82,67
292,4,8:13.0,,Defensive rebound by J. Parker,82,67
293,4,8:07.0,,J. Parker misses 2-pt layup from 1 ft (block by D. Favors),82,67
294,4,8:07.0,,Offensive rebound by Team,82,67
295,4,8:07.0,S. Mack enters the game for R. Neto,,82,67
296,4,8:07.0,R. Gobert enters the game for T. Lyles,,82,67
297,4,8:01.0,,T. Ennis makes 3-pt jump shot from 24 ft (assist by J. Cunningham),82,70
298,4,7:35.0,R. Hood misses 3-pt jump shot from 23 ft,,82,70
299,4,7:34.0,,Defensive rebound by J. Cunningham,82,70
300,4,7:23.0,,Turnover by J. Cunningham (bad pass; steal by D. Favors),82,70
301,4,7:08.0,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Ingles),,85,70
302,4,6:54.0,,J. Parker makes 2-pt dunk at rim (assist by T. Ennis),85,72
303,4,6:29.0,R. Hood makes 2-pt jump shot from 8 ft (assist by S. Mack),,87,72
304,4,6:14.0,,T. Ennis makes 2-pt jump shot from 9 ft,87,74
305,4,6:08.0,Utah full timeout,,87,74
306,4,6:08.0,G. Hayward enters the game for J. Ingles,,87,74
307,4,6:08.0,J. Ingles enters the game for R. Hood,,87,74
308,4,6:08.0,,K. Middleton enters the game for J. Parker,87,74
309,4,6:08.0,,G. Antetokounmpo enters the game for M. Plumlee,87,74
310,4,6:08.0,,G. Monroe enters the game for J. Cunningham,87,74
311,4,5:53.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by S. Mack),,90,74
312,4,5:38.0,,Personal foul by D. Favors,90,74
313,4,5:31.0,,J. Henson makes 2-pt dunk at rim (assist by G. Monroe),90,76
314,4,5:10.0,S. Mack misses 2-pt layup from 2 ft (block by J. Henson),,90,76
315,4,5:08.0,Offensive rebound by D. Favors,,90,76
316,4,5:05.0,D. Favors makes 2-pt dunk at rim,,92,76
317,4,4:50.0,,Shooting foul by R. Gobert (drawn by G. Monroe),92,76
318,4,4:50.0,,G. Monroe makes free throw 1 of 2,92,77
319,4,4:50.0,,G. Monroe makes free throw 2 of 2,92,78
320,4,4:35.0,Turnover by S. Mack (lost ball; steal by T. Ennis),,92,78
321,4,4:33.0,,Personal foul by G. Hayward,92,78
322,4,4:33.0,R. Hood enters the game for J. Ingles,,92,78
323,4,4:28.0,,K. Middleton misses 2-pt jump shot from 15 ft,92,78
324,4,4:27.0,Defensive rebound by R. Hood,,92,78
325,4,4:11.0,D. Favors misses 2-pt layup at rim (block by G. Monroe),,92,78
326,4,4:11.0,Offensive rebound by Team,,92,78
327,4,4:11.0,T. Lyles enters the game for D. Favors,,92,78
328,4,4:07.0,G. Hayward misses 2-pt layup from 3 ft,,92,78
329,4,4:06.0,Offensive rebound by Team,,92,78
330,4,4:06.0,Turnover by G. Hayward (traveling),,92,78
331,4,3:56.0,,Turnover by K. Middleton (bad pass),92,78
332,4,3:38.0,G. Hayward misses 3-pt jump shot from 25 ft,,92,78
333,4,3:37.0,Offensive rebound by R. Hood,,92,78
334,4,3:16.0,T. Lyles misses 2-pt layup from 2 ft,,92,78
335,4,3:15.0,,Defensive rebound by G. Monroe,92,78
336,4,3:08.0,,G. Monroe misses 2-pt layup at rim (block by R. Hood),92,78
337,4,3:05.0,,Offensive rebound by G. Monroe,92,78
338,4,3:04.0,,G. Monroe makes 2-pt layup at rim,92,80
339,4,2:50.0,G. Hayward misses 2-pt layup at rim (block by J. Henson),,92,80
340,4,2:49.0,Offensive rebound by Team,,92,80
341,4,2:49.0,Official timeout,,92,80
342,4,2:49.0,,M. Plumlee enters the game for G. Antetokounmpo,92,80
343,4,2:49.0,,D. Inglis enters the game for G. Monroe,92,80
344,4,2:49.0,,J. O'Bryant enters the game for K. Middleton,92,80
345,4,2:49.0,,J. Cunningham enters the game for J. Henson,92,80
346,4,2:44.0,S. Mack misses 3-pt jump shot from 23 ft,,92,80
347,4,2:43.0,Offensive rebound by R. Gobert,,92,80
348,4,2:40.0,R. Gobert misses 2-pt layup from 1 ft,,92,80
349,4,2:39.0,Offensive rebound by R. Gobert,,92,80
350,4,2:39.0,,Violation by M. Plumlee (def goaltending),92,80
351,4,2:39.0,R. Gobert makes 2-pt layup from 1 ft,,94,80
352,4,2:23.0,,D. Inglis misses 2-pt jump shot from 15 ft,94,80
353,4,2:22.0,Defensive rebound by T. Lyles,,94,80
354,4,1:59.0,T. Lyles misses 3-pt jump shot from 27 ft,,94,80
355,4,1:57.0,,Defensive rebound by D. Inglis,94,80
356,4,1:44.0,,D. Inglis makes 2-pt jump shot from 4 ft (assist by T. Ennis),94,82
357,4,1:22.0,G. Hayward misses 2-pt jump shot from 4 ft,,94,82
358,4,1:21.0,,Defensive rebound by J. O'Bryant,94,82
359,4,1:13.0,,Turnover by T. Ennis (bad pass; steal by R. Hood),94,82
360,4,0:53.0,R. Gobert misses 2-pt layup at rim,,94,82
361,4,0:50.0,Offensive rebound by R. Hood,,94,82
362,4,0:48.0,Turnover by R. Hood (lost ball; steal by J. Cunningham),,94,82
363,4,0:47.0,,Shooting foul by G. Hayward (drawn by J. Cunningham),94,82
364,4,0:47.0,,J. Cunningham makes free throw 1 of 2,94,83
365,4,0:47.0,J. Ingles enters the game for G. Hayward,,94,83
366,4,0:47.0,,J. Cunningham makes free throw 2 of 2,94,84
367,4,0:30.0,Turnover by S. Mack (bad pass),,94,84
368,4,0:12.0,,Shooting foul by S. Mack (drawn by M. Plumlee),94,84
369,4,0:12.0,,M. Plumlee misses free throw 1 of 2,94,84
370,4,0:12.0,,Offensive rebound by Team,94,84
371,4,0:12.0,,M. Plumlee makes free throw 2 of 2,94,85
