,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
41,1,6:39.0,,Offensive foul by M. Morris (drawn by M. Carter-Williams),14,6
42,1,6:39.0,,Turnover by M. Morris (offensive foul),14,6
43,1,6:25.0,J. Parker misses 2-pt jump shot from 18 ft,,14,6
44,1,6:25.0,,Defensive rebound by T. Chandler,14,6
45,1,6:09.0,,B. Knight misses 2-pt jump shot from 20 ft,14,6
46,1,6:09.0,Defensive rebound by M. Carter-Williams,,14,6
47,1,6:04.0,,Violation by E. Bledsoe (def goaltending),14,6
48,1,6:04.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),,16,6
49,1,5:54.0,,E. Bledsoe makes 2-pt layup at rim,16,8
50,1,5:39.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Monroe),,19,8
51,1,5:20.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by B. Knight),19,11
52,1,4:59.0,G. Monroe misses 2-pt jump shot from 19 ft,,19,11
53,1,4:58.0,Offensive rebound by J. Parker,,19,11
54,1,4:55.0,,D. Booker enters the game for B. Knight,19,11
55,1,4:55.0,,A. Len enters the game for T. Chandler,19,11
56,1,4:55.0,C. Copeland enters the game for J. Parker,,19,11
57,1,4:55.0,,Technical foul by M. Morris,19,11
58,1,4:55.0,Technical foul by O. Mayo,,19,11
59,1,4:48.0,G. Monroe makes 2-pt layup from 2 ft,,21,11
60,1,4:36.0,,Personal foul by M. Carter-Williams (drawn by E. Bledsoe),21,11
61,1,4:36.0,R. Vaughn enters the game for O. Mayo,,21,11
62,1,4:28.0,,Turnover by A. Len (bad pass),21,11
63,1,4:03.0,C. Copeland misses 3-pt jump shot from 24 ft,,21,11
64,1,4:03.0,,Defensive rebound by P. Tucker,21,11
65,1,3:51.0,,M. Morris misses 2-pt jump shot from 8 ft,21,11
66,1,3:50.0,,Offensive rebound by P. Tucker,21,11
67,1,3:50.0,,P. Tucker makes 2-pt layup from 1 ft,21,13
68,1,3:29.0,Turnover by M. Carter-Williams (bad pass; steal by M. Morris),,21,13
69,1,3:25.0,,Turnover by M. Morris (bad pass),21,13
70,1,3:25.0,,T. Warren enters the game for P. Tucker,21,13
71,1,3:13.0,M. Carter-Williams misses 2-pt jump shot from 8 ft,,21,13
72,1,3:12.0,,Defensive rebound by A. Len,21,13
73,1,2:59.0,,M. Morris misses 2-pt jump shot from 5 ft,21,13
74,1,2:58.0,Defensive rebound by K. Middleton,,21,13
75,1,2:50.0,M. Carter-Williams makes 2-pt dunk at rim (assist by G. Monroe),,23,13
76,1,2:37.0,,Def 3 sec tech foul by C. Copeland,23,13
77,1,2:37.0,Milwaukee full timeout,,23,13
78,1,2:37.0,,E. Bledsoe makes technical free throw,23,14
79,1,2:32.0,,M. Morris makes 2-pt dunk at rim (assist by D. Booker),23,16
80,1,2:14.0,Turnover by M. Carter-Williams (bad pass; steal by E. Bledsoe),,23,16
81,1,2:09.0,,T. Warren misses 2-pt jump shot from 3 ft,23,16
82,1,2:08.0,Defensive rebound by Team,,23,16
83,1,2:08.0,J. Henson enters the game for G. Monroe,,23,16
84,1,1:59.0,,Violation by E. Bledsoe (def goaltending),23,16
85,1,1:59.0,M. Carter-Williams makes 2-pt layup from 2 ft,,25,16
86,1,1:49.0,,Offensive foul by E. Bledsoe (drawn by M. Carter-Williams),25,16
87,1,1:49.0,,Turnover by E. Bledsoe (offensive foul),25,16
88,1,1:49.0,,R. Price enters the game for E. Bledsoe,25,16
89,1,1:38.0,M. Carter-Williams misses 2-pt jump shot from 12 ft,,25,16
90,1,1:38.0,,Defensive rebound by M. Morris,25,16
91,1,1:32.0,,T. Warren makes 2-pt dunk at rim (assist by M. Morris),25,18
92,1,1:17.0,J. Henson misses 2-pt hook shot at rim,,25,18
93,1,1:15.0,,Defensive rebound by A. Len,25,18
94,1,1:08.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Price),25,21
95,1,0:51.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,25,21
96,1,0:51.0,Offensive rebound by M. Carter-Williams,,25,21
97,1,0:46.0,R. Vaughn misses 2-pt layup from 2 ft,,25,21
98,1,0:45.0,,Defensive rebound by D. Booker,25,21
99,1,0:38.0,,R. Price makes 3-pt jump shot from 25 ft (assist by M. Morris),25,24
100,1,0:17.0,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),,27,24
101,1,0:01.0,,Shooting foul by J. Henson (drawn by M. Morris),27,24
102,1,0:01.0,,M. Morris makes free throw 1 of 2,27,25
103,1,0:01.0,,M. Morris makes free throw 2 of 2,27,26
104,2,11:44.0,,A. Len misses 2-pt jump shot from 16 ft,27,26
105,2,11:43.0,Defensive rebound by T. Ennis,,27,26
106,2,11:29.0,O. Mayo makes 2-pt layup at rim,,29,26
107,2,11:08.0,,T. Warren makes 2-pt jump shot from 10 ft,29,28
108,2,11:01.0,Turnover by T. Ennis (lost ball),,29,28
109,2,10:54.0,,Def 3 sec tech foul by J. Henson,29,28
110,2,10:54.0,,D. Booker makes technical free throw,29,29
111,2,10:54.0,,M. Teletović enters the game for M. Morris,29,29
112,2,10:45.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Teletović),29,31
113,2,10:35.0,Shooting foul by R. Price (drawn by T. Ennis),,29,31
114,2,10:35.0,T. Ennis makes free throw 1 of 2,,30,31
115,2,10:35.0,T. Ennis misses free throw 2 of 2,,30,31
116,2,10:34.0,,Defensive rebound by A. Len,30,31
117,2,10:14.0,,Personal foul by C. Copeland (drawn by T. Warren),30,31
118,2,10:05.0,,M. Teletović misses 3-pt jump shot from 24 ft,30,31
119,2,10:02.0,Defensive rebound by C. Copeland,,30,31
120,2,9:40.0,C. Copeland misses 3-pt jump shot from 22 ft,,30,31
121,2,9:40.0,,Defensive rebound by A. Len,30,31
122,2,9:34.0,,T. Warren makes 2-pt layup from 1 ft (assist by R. Price),30,33
123,2,9:18.0,T. Ennis makes 2-pt jump shot from 18 ft,,32,33
124,2,8:56.0,,M. Teletović misses 3-pt jump shot from 25 ft,32,33
125,2,8:56.0,,Offensive rebound by Team,32,33
126,2,8:55.0,Official timeout,,32,33
127,2,8:55.0,,T. Chandler enters the game for D. Booker,32,33
128,2,8:55.0,,B. Knight enters the game for A. Len,32,33
129,2,8:55.0,J. Parker enters the game for C. Copeland,,32,33
130,2,8:44.0,,T. Warren makes 2-pt jump shot from 17 ft (assist by R. Price),32,35
131,2,8:30.0,O. Mayo misses 2-pt jump shot from 17 ft,,32,35
132,2,8:29.0,,Defensive rebound by M. Teletović,32,35
133,2,8:08.0,,M. Teletović misses 2-pt layup from 4 ft (block by J. Henson),32,35
134,2,8:08.0,Defensive rebound by J. Henson,,32,35
135,2,7:50.0,J. Parker misses 2-pt jump shot from 4 ft,,32,35
136,2,7:50.0,,Defensive rebound by T. Warren,32,35
137,2,7:41.0,,B. Knight misses 2-pt jump shot from 6 ft,32,35
138,2,7:41.0,,Offensive rebound by T. Chandler,32,35
139,2,7:38.0,,T. Chandler misses 2-pt layup at rim (block by J. Henson),32,35
140,2,7:37.0,Defensive rebound by J. O'Bryant,,32,35
141,2,7:32.0,Personal foul by R. Price (drawn by J. Henson),,32,35
142,2,7:20.0,Shooting foul by B. Knight (drawn by O. Mayo),,32,35
143,2,7:20.0,O. Mayo misses free throw 1 of 2,,32,35
144,2,7:20.0,Offensive rebound by Team,,32,35
145,2,7:20.0,O. Mayo misses free throw 2 of 2,,32,35
146,2,7:19.0,,Defensive rebound by T. Chandler,32,35
147,2,7:12.0,,Personal foul by J. O'Bryant (drawn by B. Knight),32,35
148,2,7:05.0,,T. Warren makes 2-pt jump shot from 12 ft (assist by B. Knight),32,37
149,2,6:50.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,32,37
150,2,6:49.0,,Defensive rebound by R. Price,32,37
151,2,6:45.0,,R. Price makes 2-pt layup from 1 ft,32,39
152,2,6:45.0,Milwaukee full timeout,,32,39
153,2,6:45.0,G. Monroe enters the game for J. Henson,,32,39
154,2,6:45.0,M. Carter-Williams enters the game for J. O'Bryant,,32,39
155,2,6:45.0,K. Middleton enters the game for T. Ennis,,32,39
156,2,6:21.0,M. Carter-Williams misses 2-pt hook shot from 5 ft,,32,39
157,2,6:19.0,,Defensive rebound by B. Knight,32,39
158,2,6:06.0,,Personal foul by M. Carter-Williams (drawn by R. Price),32,39
159,2,5:55.0,,Turnover by M. Teletović (bad pass; steal by O. Mayo),32,39
160,2,5:52.0,Shooting block foul by R. Price (drawn by J. Parker),,32,39
161,2,5:52.0,J. Parker makes free throw 1 of 2,,33,39
162,2,5:52.0,,E. Bledsoe enters the game for R. Price,33,39
163,2,5:52.0,J. Parker misses free throw 2 of 2,,33,39
164,2,5:52.0,,Defensive rebound by M. Teletović,33,39
165,2,5:31.0,,E. Bledsoe misses 2-pt jump shot from 12 ft,33,39
166,2,5:30.0,Defensive rebound by J. Parker,,33,39
167,2,5:25.0,Offensive foul by O. Mayo (drawn by E. Bledsoe),,33,39
168,2,5:25.0,Turnover by O. Mayo (offensive foul),,33,39
169,2,5:06.0,,T. Warren makes 2-pt jump shot from 13 ft,33,41
170,2,4:54.0,K. Middleton misses 3-pt jump shot from 23 ft,,33,41
171,2,4:54.0,,Defensive rebound by B. Knight,33,41
172,2,4:43.0,,T. Warren misses 2-pt jump shot from 7 ft,33,41
173,2,4:43.0,Defensive rebound by G. Monroe,,33,41
174,2,4:34.0,M. Carter-Williams makes 2-pt jump shot from 15 ft (assist by K. Middleton),,35,41
175,2,4:20.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by B. Knight),35,44
176,2,3:55.0,O. Mayo makes 2-pt jump shot from 18 ft (assist by K. Middleton),,37,44
177,2,3:40.0,,M. Teletović misses 3-pt jump shot from 24 ft,37,44
178,2,3:39.0,Defensive rebound by O. Mayo,,37,44
179,2,3:37.0,Shooting foul by M. Teletović (drawn by J. Parker),,37,44
180,2,3:37.0,J. Parker makes free throw 1 of 2,,38,44
181,2,3:37.0,,A. Len enters the game for T. Chandler,38,44
182,2,3:37.0,,P. Tucker enters the game for T. Warren,38,44
183,2,3:37.0,J. Parker makes free throw 2 of 2,,39,44
184,2,3:19.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by A. Len),39,47
185,2,3:05.0,M. Carter-Williams makes 2-pt jump shot from 10 ft,,41,47
186,2,2:56.0,,E. Bledsoe makes 2-pt layup at rim,41,49
187,2,2:51.0,Milwaukee full timeout,,41,49
188,2,2:51.0,,Phoenix full timeout,41,49
189,2,2:41.0,O. Mayo misses 3-pt jump shot from 24 ft,,41,49
190,2,2:40.0,,Defensive rebound by M. Teletović,41,49
191,2,2:23.0,,M. Teletović misses 3-pt jump shot from 25 ft,41,49
192,2,2:23.0,Defensive rebound by M. Carter-Williams,,41,49
193,2,2:10.0,J. Parker misses 2-pt layup from 2 ft,,41,49
194,2,2:09.0,,Defensive rebound by M. Teletović,41,49
195,2,2:02.0,,M. Teletović misses 3-pt jump shot from 22 ft,41,49
196,2,2:02.0,Defensive rebound by O. Mayo,,41,49
197,2,1:54.0,G. Monroe misses 2-pt hook shot from 7 ft,,41,49
198,2,1:54.0,Offensive rebound by Team,,41,49
199,2,1:45.0,O. Mayo misses 2-pt jump shot from 9 ft,,41,49
200,2,1:43.0,,Defensive rebound by P. Tucker,41,49
201,2,1:29.0,,M. Teletović misses 2-pt jump shot from 9 ft,41,49
202,2,1:29.0,Defensive rebound by M. Carter-Williams,,41,49
203,2,1:23.0,M. Carter-Williams makes 2-pt layup at rim (assist by K. Middleton),,43,49
204,2,1:06.0,,Turnover by E. Bledsoe (bad pass; steal by K. Middleton),43,49
205,2,1:01.0,K. Middleton makes 2-pt layup from 1 ft,,45,49
206,2,1:00.0,,Phoenix full timeout,45,49
207,2,1:00.0,,T. Warren enters the game for M. Teletović,45,49
208,2,0:42.0,,B. Knight misses 2-pt jump shot from 11 ft,45,49
209,2,0:42.0,,Offensive rebound by A. Len,45,49
210,2,0:42.0,,A. Len makes 2-pt layup from 1 ft,45,51
211,2,0:22.0,G. Monroe misses 2-pt jump shot from 10 ft,,45,51
212,2,0:21.0,,Defensive rebound by P. Tucker,45,51
213,2,0:06.0,Violation by G. Monroe (kicked ball),,45,51
214,2,0:01.0,,Shooting foul by J. Parker (drawn by P. Tucker),45,51
215,2,0:01.0,,P. Tucker misses free throw 1 of 3,45,51
216,2,0:01.0,,Offensive rebound by Team,45,51
217,2,0:01.0,,P. Tucker makes free throw 2 of 3,45,52
218,2,0:01.0,,D. Booker enters the game for E. Bledsoe,45,52
219,2,0:01.0,,P. Tucker makes free throw 3 of 3,45,53
220,3,11:39.0,,Turnover by B. Knight (bad pass; steal by J. Parker),45,53
221,3,11:34.0,J. Parker misses 2-pt layup from 1 ft,,45,53
222,3,11:32.0,,Defensive rebound by E. Bledsoe,45,53
223,3,11:20.0,,Turnover by B. Knight (bad pass; steal by O. Mayo),45,53
224,3,11:09.0,G. Monroe misses 2-pt jump shot from 6 ft,,45,53
225,3,11:09.0,,Defensive rebound by T. Chandler,45,53
226,3,10:59.0,,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),45,55
227,3,10:44.0,Personal foul by T. Chandler (drawn by G. Monroe),,45,55
228,3,10:35.0,M. Carter-Williams makes 2-pt jump shot from 5 ft (assist by O. Mayo),,47,55
229,3,10:23.0,,J. Leuer makes 2-pt jump shot from 10 ft,47,57
230,3,9:58.0,J. Parker misses 2-pt layup at rim,,47,57
231,3,9:57.0,,Defensive rebound by J. Leuer,47,57
232,3,9:52.0,,Personal foul by G. Monroe (drawn by J. Leuer),47,57
233,3,9:52.0,J. O'Bryant enters the game for J. Parker,,47,57
234,3,9:34.0,,T. Chandler misses 2-pt jump shot from 17 ft,47,57
235,3,9:33.0,Defensive rebound by K. Middleton,,47,57
236,3,9:24.0,K. Middleton makes 2-pt jump shot from 19 ft,,49,57
237,3,9:11.0,,B. Knight misses 2-pt jump shot from 18 ft,49,57
238,3,9:10.0,Defensive rebound by M. Carter-Williams,,49,57
239,3,9:06.0,,Offensive charge foul by K. Middleton (drawn by E. Bledsoe),49,57
240,3,9:06.0,Turnover by K. Middleton (offensive foul),,49,57
241,3,8:43.0,,E. Bledsoe makes 2-pt layup from 2 ft,49,59
242,3,8:28.0,Offensive foul by J. O'Bryant (drawn by E. Bledsoe),,49,59
243,3,8:28.0,Turnover by J. O'Bryant (offensive foul),,49,59
244,3,8:04.0,,Turnover by Team (shot clock),49,59
245,3,7:51.0,J. O'Bryant makes 2-pt jump shot from 17 ft (assist by G. Monroe),,51,59
246,3,7:38.0,,J. Leuer makes 2-pt layup from 2 ft,51,61
247,3,7:24.0,Turnover by G. Monroe (lost ball; steal by B. Knight),,51,61
248,3,7:23.0,,Personal take foul by G. Monroe (drawn by B. Knight),51,61
249,3,7:04.0,,Turnover by T. Chandler (3 sec),51,61
250,3,6:46.0,G. Monroe makes 2-pt jump shot from 7 ft (assist by K. Middleton),,53,61
251,3,6:38.0,,Shooting block foul by G. Monroe (drawn by E. Bledsoe),53,61
252,3,6:38.0,,E. Bledsoe makes free throw 1 of 2,53,62
253,3,6:38.0,J. Henson enters the game for G. Monroe,,53,62
254,3,6:38.0,,A. Len enters the game for T. Chandler,53,62
255,3,6:38.0,,M. Morris enters the game for J. Leuer,53,62
256,3,6:38.0,,E. Bledsoe makes free throw 2 of 2,53,63
257,3,6:26.0,Personal foul by B. Knight (drawn by O. Mayo),,53,63
258,3,6:22.0,K. Middleton misses 3-pt jump shot from 26 ft,,53,63
259,3,6:21.0,,Defensive rebound by A. Len,53,63
260,3,6:11.0,,B. Knight makes 3-pt jump shot from 23 ft (assist by M. Morris),53,66
261,3,5:59.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,53,66
262,3,5:59.0,,Defensive rebound by Team,53,66
263,3,5:59.0,,Personal foul by J. O'Bryant (drawn by M. Morris),53,66
264,3,5:59.0,,Phoenix full timeout,53,66
265,3,5:43.0,,Personal block foul by K. Middleton (drawn by B. Knight),53,66
266,3,5:43.0,,B. Knight makes free throw 1 of 2,53,67
267,3,5:43.0,,B. Knight makes free throw 2 of 2,53,68
268,3,5:26.0,J. Henson makes 2-pt hook shot from 2 ft (assist by M. Carter-Williams),,55,68
269,3,5:15.0,,Def 3 sec tech foul by K. Middleton,55,68
270,3,5:15.0,,M. Morris makes technical free throw,55,69
271,3,5:09.0,,A. Len misses 2-pt jump shot from 16 ft,55,69
272,3,5:09.0,Defensive rebound by K. Middleton,,55,69
273,3,5:03.0,J. O'Bryant makes 2-pt layup at rim (assist by K. Middleton),,57,69
274,3,4:43.0,,Turnover by P. Tucker (traveling),57,69
275,3,4:29.0,O. Mayo misses 3-pt jump shot from 24 ft,,57,69
276,3,4:28.0,,Defensive rebound by M. Morris,57,69
277,3,4:27.0,,Turnover by M. Morris (bad pass; steal by J. O'Bryant),57,69
278,3,4:08.0,K. Middleton misses 2-pt jump shot from 17 ft,,57,69
279,3,4:07.0,,Defensive rebound by M. Morris,57,69
280,3,3:56.0,,M. Morris misses 2-pt jump shot from 20 ft,57,69
281,3,3:55.0,Defensive rebound by M. Carter-Williams,,57,69
282,3,3:49.0,Personal foul by B. Knight (drawn by O. Mayo),,57,69
283,3,3:49.0,,T. Warren enters the game for P. Tucker,57,69
284,3,3:49.0,,D. Booker enters the game for B. Knight,57,69
285,3,3:44.0,Turnover by O. Mayo (lost ball; steal by D. Booker),,57,69
286,3,3:21.0,,T. Warren misses 3-pt jump shot from 24 ft,57,69
287,3,3:21.0,Defensive rebound by M. Carter-Williams,,57,69
288,3,3:13.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,60,69
289,3,3:00.0,,T. Warren misses 2-pt jump shot from 10 ft,60,69
290,3,2:58.0,Defensive rebound by J. Henson,,60,69
291,3,2:51.0,O. Mayo misses 3-pt jump shot from 26 ft,,60,69
292,3,2:50.0,,Defensive rebound by A. Len,60,69
293,3,2:34.0,,A. Len misses 2-pt jump shot from 15 ft,60,69
294,3,2:34.0,Defensive rebound by J. O'Bryant,,60,69
295,3,2:22.0,M. Carter-Williams makes 2-pt jump shot from 16 ft,,62,69
296,3,2:22.0,,Phoenix full timeout,62,69
297,3,2:22.0,Milwaukee full timeout,,62,69
298,3,2:22.0,R. Vaughn enters the game for J. Henson,,62,69
299,3,2:22.0,J. Henson enters the game for O. Mayo,,62,69
300,3,2:04.0,,A. Len misses 2-pt jump shot from 3 ft (block by J. Henson),62,69
301,3,2:02.0,Defensive rebound by J. Henson,,62,69
302,3,1:54.0,K. Middleton misses 3-pt jump shot from 25 ft,,62,69
303,3,1:51.0,Offensive rebound by J. O'Bryant,,62,69
304,3,1:51.0,J. O'Bryant makes 2-pt layup at rim,,64,69
305,3,1:34.0,,D. Booker misses 3-pt jump shot from 24 ft,64,69
306,3,1:33.0,Defensive rebound by J. O'Bryant,,64,69
307,3,1:21.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),,66,69
308,3,1:00.0,,D. Booker misses 2-pt jump shot from 11 ft,66,69
309,3,0:58.0,Defensive rebound by J. Henson,,66,69
310,3,0:52.0,K. Middleton misses 2-pt layup from 1 ft,,66,69
311,3,0:50.0,Offensive rebound by J. Henson,,66,69
312,3,0:47.0,Shooting foul by A. Len (drawn by J. Henson),,66,69
313,3,0:47.0,J. Henson makes free throw 1 of 2,,67,69
314,3,0:47.0,J. Henson makes free throw 2 of 2,,68,69
315,3,0:26.0,,Shooting foul by J. O'Bryant (drawn by E. Bledsoe),68,69
316,3,0:26.0,,E. Bledsoe makes free throw 1 of 2,68,70
317,3,0:26.0,,E. Bledsoe makes free throw 2 of 2,68,71
318,3,0:06.0,R. Vaughn misses 2-pt layup from 1 ft (block by A. Len),,68,71
319,3,0:05.0,Offensive rebound by Team,,68,71
320,3,0:03.0,K. Middleton makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,70,71
321,3,0:03.0,,Turnover by M. Morris (bad pass),70,71
322,3,0:01.0,R. Vaughn misses 2-pt jump shot from 17 ft,,70,71
323,3,0:00.0,Offensive rebound by Team,,70,71
324,4,11:45.0,Shooting foul by J. Leuer (drawn by M. Carter-Williams),,70,71
325,4,11:45.0,M. Carter-Williams misses free throw 1 of 2,,70,71
326,4,11:45.0,Offensive rebound by Team,,70,71
327,4,11:45.0,M. Carter-Williams makes free throw 2 of 2,,71,71
328,4,11:31.0,,J. Leuer makes 2-pt jump shot from 11 ft,71,73
329,4,11:13.0,M. Carter-Williams makes 2-pt layup at rim,,73,73
330,4,10:58.0,,Shooting foul by J. Henson (drawn by J. Leuer),73,73
331,4,10:58.0,,J. Leuer misses free throw 1 of 2,73,73
332,4,10:58.0,,Offensive rebound by Team,73,73
333,4,10:58.0,,J. Leuer misses free throw 2 of 2,73,73
334,4,10:57.0,Defensive rebound by O. Mayo,,73,73
335,4,10:42.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,73,73
336,4,10:41.0,,Defensive rebound by D. Booker,73,73
337,4,10:34.0,,Shooting foul by R. Vaughn (drawn by D. Booker),73,73
338,4,10:34.0,,D. Booker makes free throw 1 of 2,73,74
339,4,10:34.0,,T. Chandler enters the game for A. Len,73,74
340,4,10:34.0,,D. Booker makes free throw 2 of 2,73,75
341,4,10:26.0,Personal foul by T. Warren (drawn by O. Mayo),,73,75
342,4,10:18.0,Shooting foul by T. Warren (drawn by J. Henson),,73,75
343,4,10:18.0,J. Henson misses free throw 1 of 2,,73,75
344,4,10:18.0,Offensive rebound by Team,,73,75
345,4,10:18.0,J. Henson misses free throw 2 of 2,,73,75
346,4,10:17.0,,Defensive rebound by J. Leuer,73,75
347,4,9:58.0,,D. Booker makes 2-pt layup from 1 ft,73,77
348,4,9:45.0,Turnover by J. O'Bryant (bad pass; steal by D. Booker),,73,77
349,4,9:42.0,,Shooting foul by M. Carter-Williams (drawn by T. Warren),73,77
350,4,9:42.0,,T. Warren makes free throw 1 of 2,73,78
351,4,9:42.0,J. Parker enters the game for J. O'Bryant,,73,78
352,4,9:42.0,,T. Warren makes free throw 2 of 2,73,79
353,4,9:28.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,73,79
354,4,9:27.0,Offensive rebound by J. Parker,,73,79
355,4,9:13.0,R. Vaughn misses 2-pt layup from 2 ft,,73,79
356,4,9:11.0,Offensive rebound by J. Henson,,73,79
357,4,9:11.0,J. Henson makes 2-pt layup at rim,,75,79
358,4,8:56.0,,Personal foul by J. Parker (drawn by J. Leuer),75,79
359,4,8:56.0,Official timeout,,75,79
360,4,8:56.0,K. Middleton enters the game for M. Carter-Williams,,75,79
361,4,8:50.0,,Turnover by D. Booker (lost ball; steal by J. Henson),75,79
362,4,8:28.0,J. Parker makes 2-pt dunk at rim (assist by K. Middleton),,77,79
363,4,8:02.0,,D. Booker misses 3-pt jump shot from 23 ft,77,79
364,4,8:02.0,,Offensive rebound by J. Leuer,77,79
365,4,7:58.0,,R. Price misses 2-pt jump shot from 13 ft (block by J. Henson),77,79
366,4,7:57.0,,Offensive rebound by J. Leuer,77,79
367,4,7:50.0,,Personal take foul by K. Middleton (drawn by D. Booker),77,79
368,4,7:50.0,,D. Booker makes free throw 1 of 2,77,80
369,4,7:50.0,,D. Booker makes free throw 2 of 2,77,81
370,4,7:37.0,K. Middleton misses 2-pt layup from 2 ft (block by T. Chandler),,77,81
371,4,7:37.0,Offensive rebound by Team,,77,81
372,4,7:32.0,Turnover by R. Vaughn (lost ball; steal by D. Booker),,77,81
373,4,7:28.0,,Flagrant foul type 1 by O. Mayo (drawn by T. Warren),77,81
374,4,7:28.0,,T. Warren makes flagrant free throw 1 of 2,77,82
375,4,7:28.0,,T. Warren makes flagrant free throw 2 of 2,77,83
376,4,7:19.0,,J. Leuer makes 3-pt jump shot from 24 ft (assist by D. Booker),77,86
377,4,7:01.0,O. Mayo makes 2-pt layup at rim (assist by J. Henson),,79,86
378,4,6:43.0,,T. Warren misses 2-pt jump shot from 14 ft,79,86
379,4,6:41.0,Defensive rebound by O. Mayo,,79,86
380,4,6:30.0,R. Vaughn makes 3-pt jump shot from 26 ft (assist by O. Mayo),,82,86
381,4,6:11.0,,D. Booker misses 3-pt jump shot from 26 ft,82,86
382,4,6:11.0,Defensive rebound by J. Parker,,82,86
383,4,5:54.0,Personal foul by R. Price (drawn by K. Middleton),,82,86
384,4,5:54.0,,Phoenix full timeout,82,86
385,4,5:54.0,,E. Bledsoe enters the game for D. Booker,82,86
