,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
0,1,11:42.0,Turnover by C. Paul (bad pass; steal by K. Martin),,0,0
1,1,11:39.0,,Turnover by K. Martin (bad pass; steal by C. Paul),0,0
2,1,11:34.0,J. Redick misses 2-pt jump shot from 22 ft,,0,0
3,1,11:33.0,,Defensive rebound by K. Martin,0,0
4,1,11:21.0,,A. Wiggins misses 2-pt jump shot from 21 ft,0,0
5,1,11:20.0,,Offensive rebound by R. Rubio,0,0
6,1,11:19.0,Violation by B. Griffin (kicked ball),,0,0
7,1,11:08.0,,K. Martin misses 2-pt jump shot from 16 ft,0,0
8,1,11:07.0,Defensive rebound by D. Jordan,,0,0
9,1,10:54.0,Turnover by C. Paul (bad pass; steal by K. Garnett),,0,0
10,1,10:48.0,,K. Garnett makes 2-pt layup from 1 ft (assist by K. Towns),0,2
11,1,10:30.0,Personal foul by K. Garnett (drawn by B. Griffin),,0,2
12,1,10:22.0,B. Griffin misses 2-pt layup from 1 ft,,0,2
13,1,10:21.0,,Defensive rebound by K. Towns,0,2
14,1,10:15.0,,A. Wiggins misses 2-pt layup at rim,0,2
15,1,10:13.0,Defensive rebound by J. Redick,,0,2
16,1,10:01.0,Turnover by B. Griffin (bad pass; steal by R. Rubio),,0,2
17,1,9:56.0,,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins),0,2
18,1,9:56.0,,A. Wiggins misses free throw 1 of 2,0,2
19,1,9:56.0,,Offensive rebound by Team,0,2
20,1,9:56.0,,A. Wiggins makes free throw 2 of 2,0,3
21,1,9:42.0,J. Redick misses 2-pt jump shot from 14 ft,,0,3
22,1,9:40.0,Offensive rebound by D. Jordan,,0,3
23,1,9:40.0,D. Jordan makes 2-pt layup from 2 ft,,2,3
24,1,9:24.0,,K. Towns makes 2-pt dunk at rim (assist by K. Garnett),2,5
25,1,9:07.0,B. Griffin misses 2-pt jump shot from 20 ft,,2,5
26,1,9:06.0,Offensive rebound by Team,,2,5
27,1,9:06.0,,Loose ball foul by K. Towns (drawn by D. Jordan),2,5
28,1,9:02.0,C. Paul misses 2-pt jump shot from 18 ft,,2,5
29,1,9:00.0,Offensive rebound by D. Jordan,,2,5
30,1,9:00.0,D. Jordan makes 2-pt dunk at rim,,4,5
31,1,8:49.0,,Personal foul by D. Jordan (drawn by K. Towns),4,5
32,1,8:39.0,,K. Garnett misses 2-pt jump shot from 19 ft,4,5
33,1,8:37.0,,Offensive rebound by A. Wiggins,4,5
34,1,8:31.0,,Turnover by A. Wiggins (lost ball; steal by D. Jordan),4,5
35,1,8:24.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,4,5
36,1,8:23.0,Offensive rebound by B. Griffin,,4,5
37,1,8:23.0,B. Griffin makes 2-pt dunk at rim,,6,5
38,1,8:12.0,,R. Rubio makes 2-pt jump shot from 16 ft,6,7
39,1,8:00.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,8,7
40,1,7:45.0,,Turnover by R. Rubio (bad pass; steal by B. Griffin),8,7
41,1,7:40.0,C. Paul misses 2-pt jump shot from 15 ft,,8,7
42,1,7:39.0,,Defensive rebound by R. Rubio,8,7
43,1,7:31.0,,Turnover by K. Towns (bad pass; steal by D. Jordan),8,7
44,1,7:30.0,Personal foul by R. Rubio (drawn by C. Paul),,8,7
45,1,7:24.0,J. Redick misses 3-pt jump shot from 23 ft,,8,7
46,1,7:23.0,Offensive rebound by D. Jordan,,8,7
47,1,7:21.0,D. Jordan makes 2-pt layup at rim,,10,7
48,1,7:14.0,,Minnesota full timeout,10,7
49,1,7:07.0,,A. Wiggins misses 2-pt jump shot from 4 ft,10,7
50,1,7:05.0,Defensive rebound by J. Redick,,10,7
51,1,6:56.0,B. Griffin misses 2-pt jump shot from 18 ft,,10,7
52,1,6:55.0,Offensive rebound by D. Jordan,,10,7
53,1,6:55.0,D. Jordan makes 2-pt dunk at rim,,12,7
54,1,6:40.0,,Offensive foul by A. Wiggins (drawn by C. Paul),12,7
55,1,6:40.0,,Turnover by A. Wiggins (offensive foul),12,7
56,1,6:26.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,14,7
57,1,6:11.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by R. Rubio),14,10
58,1,5:57.0,Offensive foul by C. Paul (drawn by R. Rubio),,14,10
59,1,5:57.0,Turnover by C. Paul (offensive foul),,14,10
60,1,5:45.0,,Offensive foul by K. Towns (drawn by C. Paul),14,10
61,1,5:45.0,,Turnover by K. Towns (offensive foul),14,10
62,1,5:45.0,,G. Dieng enters the game for K. Garnett,14,10
63,1,5:45.0,,N. Bjelica enters the game for K. Towns,14,10
64,1,5:31.0,Turnover by J. Redick (traveling),,14,10
65,1,5:13.0,,A. Wiggins misses 3-pt jump shot from 24 ft,14,10
66,1,5:12.0,Defensive rebound by C. Paul,,14,10
67,1,5:04.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,16,10
68,1,4:51.0,,Turnover by R. Rubio (lost ball),16,10
69,1,4:51.0,W. Johnson enters the game for J. Redick,,16,10
70,1,4:51.0,J. Crawford enters the game for L. Mbah a Moute,,16,10
71,1,4:41.0,B. Griffin misses 2-pt jump shot from 19 ft,,16,10
72,1,4:40.0,,Defensive rebound by K. Martin,16,10
73,1,4:33.0,Violation by D. Jordan (def goaltending),,16,10
74,1,4:33.0,,R. Rubio makes 2-pt layup from 2 ft,16,12
75,1,4:16.0,C. Paul makes 2-pt jump shot from 18 ft,,18,12
76,1,4:02.0,,K. Martin misses 2-pt jump shot from 18 ft,18,12
77,1,4:01.0,Defensive rebound by D. Jordan,,18,12
78,1,3:48.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by B. Griffin),,21,12
79,1,3:31.0,,R. Rubio misses 2-pt jump shot from 20 ft,21,12
80,1,3:30.0,,Offensive rebound by N. Bjelica,21,12
81,1,3:29.0,,Shooting foul by W. Johnson (drawn by N. Bjelica),21,12
82,1,3:29.0,,N. Bjelica makes 2-pt layup from 1 ft,21,14
83,1,3:29.0,,Z. LaVine enters the game for R. Rubio,21,14
84,1,3:29.0,A. Rivers enters the game for C. Paul,,21,14
85,1,3:29.0,J. Smith enters the game for D. Jordan,,21,14
86,1,3:29.0,,S. Muhammad enters the game for K. Martin,21,14
87,1,3:29.0,,N. Bjelica makes free throw 1 of 1,21,15
88,1,3:12.0,J. Crawford misses 2-pt jump shot from 7 ft,,21,15
89,1,3:11.0,,Defensive rebound by A. Wiggins,21,15
90,1,3:03.0,,Shooting foul by J. Smith (drawn by G. Dieng),21,15
91,1,3:03.0,,G. Dieng makes free throw 1 of 2,21,16
92,1,3:03.0,,G. Dieng makes free throw 2 of 2,21,17
93,1,2:43.0,Turnover by B. Griffin (bad pass; steal by A. Wiggins),,21,17
94,1,2:39.0,,S. Muhammad misses 2-pt layup from 2 ft (block by W. Johnson),21,17
95,1,2:38.0,,Offensive rebound by A. Wiggins,21,17
96,1,2:37.0,,A. Wiggins makes 2-pt layup from 1 ft,21,19
97,1,2:17.0,J. Smith makes 2-pt jump shot from 16 ft (assist by W. Johnson),,23,19
98,1,2:01.0,,A. Wiggins misses 2-pt jump shot from 17 ft,23,19
99,1,2:00.0,Defensive rebound by A. Rivers,,23,19
100,1,1:42.0,J. Crawford misses 2-pt jump shot from 5 ft,,23,19
101,1,1:41.0,,Defensive rebound by G. Dieng,23,19
102,1,1:34.0,,N. Bjelica misses 3-pt jump shot from 24 ft,23,19
103,1,1:33.0,,Offensive rebound by Team,23,19
104,1,1:33.0,LA Clippers full timeout,,23,19
105,1,1:33.0,L. Stephenson enters the game for B. Griffin,,23,19
106,1,1:20.0,,G. Dieng misses 2-pt jump shot from 13 ft,23,19
107,1,1:18.0,Defensive rebound by A. Rivers,,23,19
108,1,1:01.0,A. Rivers misses 3-pt jump shot from 26 ft,,23,19
109,1,1:00.0,,Defensive rebound by N. Bjelica,23,19
110,1,0:51.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by Z. LaVine),23,22
111,1,0:35.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by J. Crawford),,26,22
112,1,0:25.0,,N. Bjelica misses 3-pt jump shot from 26 ft,26,22
113,1,0:24.0,Defensive rebound by J. Crawford,,26,22
114,1,0:05.0,J. Crawford makes 3-pt jump shot from 25 ft,,29,22
115,1,0:00.0,,Z. LaVine makes 3-pt jump shot from 25 ft,29,25
116,2,11:43.0,,Z. LaVine misses 2-pt jump shot from 3 ft (block by J. Smith),29,25
117,2,11:42.0,,Offensive rebound by S. Muhammad,29,25
118,2,11:37.0,,S. Muhammad makes 2-pt jump shot from 7 ft,29,27
119,2,11:13.0,J. Crawford misses 3-pt jump shot from 28 ft,,29,27
120,2,11:12.0,,Defensive rebound by G. Dieng,29,27
121,2,10:49.0,,G. Dieng misses 2-pt jump shot from 4 ft (block by J. Smith),29,27
122,2,10:49.0,Defensive rebound by Team,,29,27
123,2,10:43.0,J. Smith makes 2-pt layup at rim (assist by J. Crawford),,31,27
124,2,10:21.0,,G. Dieng makes 2-pt dunk at rim (assist by N. Bjelica),31,29
125,2,10:07.0,Shooting foul by Z. LaVine (drawn by A. Rivers),,31,29
126,2,10:07.0,A. Rivers makes 2-pt layup from 2 ft,,33,29
127,2,10:07.0,A. Rivers makes free throw 1 of 1,,34,29
128,2,9:57.0,,Turnover by N. Bjelica (lost ball; steal by J. Crawford),34,29
129,2,9:53.0,Turnover by P. Pierce (step out of bounds),,34,29
130,2,9:34.0,,T. Prince makes 2-pt hook shot from 10 ft,34,31
131,2,9:19.0,J. Smith misses 2-pt jump shot from 15 ft,,34,31
132,2,9:18.0,,Defensive rebound by N. Bjelica,34,31
133,2,9:10.0,,Z. LaVine misses 2-pt jump shot from 18 ft,34,31
134,2,9:07.0,Defensive rebound by A. Rivers,,34,31
135,2,9:00.0,Turnover by A. Rivers (lost ball; steal by T. Prince),,34,31
136,2,8:57.0,,Shooting foul by L. Stephenson (drawn by S. Muhammad),34,31
137,2,8:57.0,,Minnesota full timeout,34,31
138,2,8:57.0,,S. Muhammad misses free throw 1 of 2,34,31
139,2,8:57.0,,Offensive rebound by Team,34,31
140,2,8:57.0,,S. Muhammad makes free throw 2 of 2,34,32
141,2,8:37.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by J. Crawford),,37,32
142,2,8:22.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by T. Prince),37,35
143,2,7:56.0,Turnover by P. Pierce (bad pass),,37,35
144,2,7:49.0,,Z. LaVine makes 2-pt layup from 1 ft,37,37
145,2,7:36.0,J. Smith misses 2-pt jump shot from 3 ft,,37,37
146,2,7:35.0,Offensive rebound by A. Rivers,,37,37
147,2,7:34.0,A. Rivers makes 2-pt layup at rim,,39,37
148,2,7:15.0,,S. Muhammad misses 3-pt jump shot from 24 ft,39,37
149,2,7:14.0,Defensive rebound by J. Smith,,39,37
150,2,7:14.0,Personal foul by N. Bjelica (drawn by J. Smith),,39,37
151,2,7:14.0,C. Paul enters the game for J. Crawford,,39,37
152,2,7:14.0,D. Jordan enters the game for J. Smith,,39,37
153,2,7:14.0,J. Redick enters the game for A. Rivers,,39,37
154,2,6:50.0,P. Pierce misses 2-pt jump shot from 16 ft,,39,37
155,2,6:49.0,,Defensive rebound by T. Prince,39,37
156,2,6:43.0,,Turnover by Z. LaVine (bad pass; steal by C. Paul),39,37
157,2,6:32.0,P. Pierce misses 3-pt jump shot from 25 ft,,39,37
158,2,6:31.0,,Defensive rebound by S. Muhammad,39,37
159,2,6:25.0,,Shooting foul by L. Stephenson (drawn by S. Muhammad),39,37
160,2,6:25.0,,S. Muhammad makes free throw 1 of 2,39,38
161,2,6:25.0,B. Griffin enters the game for P. Pierce,,39,38
162,2,6:25.0,,R. Rubio enters the game for Z. LaVine,39,38
163,2,6:25.0,L. Mbah a Moute enters the game for L. Stephenson,,39,38
164,2,6:25.0,,S. Muhammad makes free throw 2 of 2,39,39
165,2,6:16.0,J. Redick misses 3-pt jump shot from 26 ft,,39,39
166,2,6:15.0,,Defensive rebound by S. Muhammad,39,39
167,2,6:02.0,,S. Muhammad misses 3-pt jump shot from 25 ft,39,39
168,2,6:01.0,,Offensive rebound by N. Bjelica,39,39
169,2,5:53.0,,Turnover by R. Rubio (bad pass; steal by C. Paul),39,39
170,2,5:48.0,J. Redick misses 3-pt jump shot from 25 ft,,39,39
171,2,5:47.0,,Defensive rebound by T. Prince,39,39
172,2,5:42.0,,S. Muhammad makes 2-pt layup at rim (assist by T. Prince),39,41
173,2,5:39.0,,Minnesota full timeout,39,41
174,2,5:39.0,,A. Wiggins enters the game for T. Prince,39,41
175,2,5:39.0,,K. Towns enters the game for N. Bjelica,39,41
176,2,5:28.0,B. Griffin misses 2-pt jump shot from 3 ft (block by K. Towns),,39,41
177,2,5:26.0,,Defensive rebound by S. Muhammad,39,41
178,2,5:12.0,,K. Towns misses 2-pt jump shot from 19 ft,39,41
179,2,5:11.0,Defensive rebound by L. Mbah a Moute,,39,41
180,2,5:01.0,C. Paul misses 3-pt jump shot from 24 ft,,39,41
181,2,5:00.0,Offensive rebound by B. Griffin,,39,41
182,2,4:54.0,J. Redick misses 2-pt jump shot from 19 ft,,39,41
183,2,4:53.0,,Defensive rebound by S. Muhammad,39,41
184,2,4:38.0,,R. Rubio misses 2-pt jump shot from 18 ft,39,41
185,2,4:37.0,Defensive rebound by L. Mbah a Moute,,39,41
186,2,4:31.0,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),,41,41
187,2,4:12.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Towns),41,44
188,2,3:48.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,41,44
189,2,3:46.0,,Defensive rebound by K. Towns,41,44
190,2,3:27.0,,K. Towns makes 2-pt hook shot from 3 ft (assist by R. Rubio),41,46
191,2,3:24.0,,Violation by Team (delay of game),41,46
192,2,3:11.0,J. Redick misses 3-pt jump shot from 25 ft,,41,46
193,2,3:10.0,,Defensive rebound by R. Rubio,41,46
194,2,3:02.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),41,49
195,2,3:01.0,LA Clippers full timeout,,41,49
196,2,3:01.0,W. Johnson enters the game for L. Mbah a Moute,,41,49
197,2,2:45.0,B. Griffin makes 2-pt hook shot from 6 ft,,43,49
198,2,2:26.0,,K. Towns misses 2-pt jump shot from 21 ft,43,49
199,2,2:26.0,,Offensive rebound by S. Muhammad,43,49
200,2,2:24.0,,S. Muhammad misses 2-pt layup at rim,43,49
201,2,2:23.0,Defensive rebound by W. Johnson,,43,49
202,2,2:15.0,J. Crawford enters the game for J. Redick,,43,49
203,2,2:15.0,,T. Prince enters the game for S. Muhammad,43,49
204,2,2:06.0,D. Jordan misses 2-pt layup from 1 ft (block by K. Towns),,43,49
205,2,2:04.0,,Defensive rebound by A. Wiggins,43,49
206,2,2:00.0,,A. Wiggins misses 2-pt jump shot from 8 ft (block by D. Jordan),43,49
207,2,1:59.0,,Offensive rebound by Team,43,49
208,2,1:46.0,,A. Wiggins misses 3-pt jump shot from 27 ft,43,49
209,2,1:46.0,Defensive rebound by Team,,43,49
210,2,1:46.0,,K. Garnett enters the game for K. Towns,43,49
211,2,1:30.0,W. Johnson misses 3-pt jump shot from 25 ft,,43,49
212,2,1:29.0,,Defensive rebound by K. Garnett,43,49
213,2,1:17.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by R. Rubio),43,51
214,2,1:17.0,,Shooting foul by J. Crawford (drawn by A. Wiggins),43,51
215,2,1:17.0,,A. Wiggins misses free throw 1 of 1,43,51
216,2,1:16.0,Defensive rebound by B. Griffin,,43,51
217,2,1:16.0,Personal foul by G. Dieng (drawn by B. Griffin),,43,51
218,2,1:13.0,Personal take foul by T. Prince (drawn by D. Jordan),,43,51
219,2,1:13.0,D. Jordan misses free throw 1 of 2,,43,51
220,2,1:13.0,Offensive rebound by Team,,43,51
221,2,1:13.0,D. Jordan makes free throw 2 of 2,,44,51
222,2,1:02.0,,A. Wiggins misses 2-pt layup from 1 ft,44,51
223,2,1:01.0,Defensive rebound by B. Griffin,,44,51
224,2,0:42.0,B. Griffin misses 3-pt jump shot from 26 ft,,44,51
225,2,0:41.0,,Defensive rebound by R. Rubio,44,51
226,2,0:35.0,,A. Wiggins misses 2-pt layup from 2 ft (block by W. Johnson),44,51
227,2,0:35.0,Defensive rebound by Team,,44,51
228,2,0:35.0,LA Clippers full timeout,,44,51
229,2,0:35.0,J. Redick enters the game for D. Jordan,,44,51
230,2,0:35.0,,Z. LaVine enters the game for G. Dieng,44,51
231,2,0:25.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by C. Paul),,47,51
232,2,0:11.0,,Personal foul by B. Griffin (drawn by K. Garnett),47,51
233,2,0:11.0,,K. Garnett makes free throw 1 of 2,47,52
234,2,0:11.0,,K. Garnett misses free throw 2 of 2,47,52
235,2,0:10.0,,Offensive rebound by Team,47,52
236,2,0:10.0,,Minnesota full timeout,47,52
237,2,0:10.0,D. Jordan enters the game for W. Johnson,,47,52
238,2,0:10.0,L. Mbah a Moute enters the game for J. Redick,,47,52
239,2,0:10.0,A. Rivers enters the game for J. Crawford,,47,52
240,2,0:03.0,,Offensive foul by K. Garnett (drawn by D. Jordan),47,52
241,2,0:03.0,,Turnover by K. Garnett (offensive foul),47,52
242,2,0:02.0,J. Crawford enters the game for L. Mbah a Moute,,47,52
243,2,0:02.0,J. Redick enters the game for D. Jordan,,47,52
244,2,0:00.0,C. Paul makes 3-pt jump shot from 34 ft (assist by B. Griffin),,50,52
245,3,11:46.0,,A. Wiggins misses 2-pt jump shot from 16 ft,50,52
246,3,11:45.0,Defensive rebound by B. Griffin,,50,52
247,3,11:35.0,C. Paul misses 2-pt jump shot from 22 ft,,50,52
248,3,11:33.0,,Defensive rebound by A. Wiggins,50,52
249,3,11:15.0,,K. Garnett misses 2-pt jump shot from 14 ft,50,52
250,3,11:13.0,Defensive rebound by D. Jordan,,50,52
251,3,11:10.0,Shooting foul by K. Garnett (drawn by L. Mbah a Moute),,50,52
252,3,11:10.0,L. Mbah a Moute makes free throw 1 of 2,,51,52
253,3,11:10.0,L. Mbah a Moute misses free throw 2 of 2,,51,52
254,3,11:10.0,,Defensive rebound by K. Towns,51,52
255,3,11:00.0,,Personal foul by D. Jordan (drawn by K. Martin),51,52
256,3,10:50.0,,K. Martin misses 3-pt jump shot from 23 ft,51,52
257,3,10:49.0,Defensive rebound by J. Redick,,51,52
258,3,10:33.0,Shooting foul by K. Towns (drawn by J. Redick),,51,52
259,3,10:33.0,J. Redick makes free throw 1 of 2,,52,52
260,3,10:33.0,J. Redick makes free throw 2 of 2,,53,52
261,3,10:23.0,,Personal foul by L. Mbah a Moute (drawn by K. Garnett),53,52
262,3,10:20.0,,A. Wiggins misses 3-pt jump shot from 24 ft,53,52
263,3,10:18.0,Defensive rebound by B. Griffin,,53,52
264,3,10:05.0,B. Griffin misses 2-pt jump shot from 8 ft,,53,52
265,3,10:04.0,Offensive rebound by L. Mbah a Moute,,53,52
266,3,9:55.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,53,52
267,3,9:54.0,Offensive rebound by D. Jordan,,53,52
268,3,9:51.0,L. Mbah a Moute misses 2-pt layup at rim (block by A. Wiggins),,53,52
269,3,9:49.0,,Defensive rebound by K. Towns,53,52
270,3,9:41.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by R. Rubio),53,55
271,3,9:30.0,Personal foul by K. Martin (drawn by J. Redick),,53,55
272,3,9:25.0,Turnover by J. Redick (bad pass; steal by R. Rubio),,53,55
273,3,9:20.0,,K. Garnett makes 2-pt dunk from 1 ft (assist by R. Rubio),53,57
274,3,9:19.0,,Technical foul by K. Garnett,53,57
275,3,9:19.0,C. Paul makes technical free throw,,54,57
276,3,8:57.0,Turnover by C. Paul (bad pass),,54,57
277,3,8:51.0,,Shooting foul by C. Paul (drawn by R. Rubio),54,57
278,3,8:51.0,,R. Rubio makes free throw 1 of 2,54,58
279,3,8:51.0,,R. Rubio makes free throw 2 of 2,54,59
280,3,8:46.0,Shooting foul by K. Garnett (drawn by B. Griffin),,54,59
281,3,8:46.0,B. Griffin makes free throw 1 of 2,,55,59
282,3,8:46.0,B. Griffin makes free throw 2 of 2,,56,59
283,3,8:36.0,,R. Rubio misses 2-pt jump shot from 15 ft,56,59
284,3,8:35.0,Defensive rebound by D. Jordan,,56,59
285,3,8:24.0,C. Paul misses 2-pt jump shot from 14 ft,,56,59
286,3,8:23.0,Offensive rebound by D. Jordan,,56,59
287,3,8:23.0,D. Jordan makes 2-pt dunk at rim,,58,59
288,3,8:04.0,,R. Rubio misses 3-pt jump shot from 26 ft,58,59
289,3,8:02.0,,Offensive rebound by A. Wiggins,58,59
290,3,8:01.0,,Shooting foul by D. Jordan (drawn by A. Wiggins),58,59
291,3,8:01.0,,A. Wiggins misses free throw 1 of 2,58,59
292,3,8:01.0,,Offensive rebound by Team,58,59
293,3,8:01.0,,A. Wiggins misses free throw 2 of 2,58,59
294,3,8:01.0,Defensive rebound by D. Jordan,,58,59
295,3,7:45.0,J. Redick misses 3-pt jump shot from 25 ft,,58,59
296,3,7:43.0,Offensive rebound by B. Griffin,,58,59
297,3,7:36.0,W. Johnson enters the game for L. Mbah a Moute,,58,59
298,3,7:22.0,W. Johnson misses 3-pt jump shot from 24 ft,,58,59
299,3,7:21.0,,Defensive rebound by K. Towns,58,59
300,3,7:07.0,,Turnover by R. Rubio (bad pass; steal by C. Paul),58,59
301,3,7:04.0,Turnover by C. Paul (lost ball; steal by R. Rubio),,58,59
302,3,7:00.0,,K. Towns makes 2-pt dunk at rim (assist by K. Garnett),58,61
303,3,6:38.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,60,61
304,3,6:26.0,,Minnesota full timeout,60,61
305,3,6:26.0,,S. Muhammad enters the game for K. Martin,60,61
306,3,6:26.0,,G. Dieng enters the game for K. Garnett,60,61
307,3,6:16.0,,R. Rubio makes 2-pt jump shot from 20 ft,60,63
308,3,6:00.0,C. Paul makes 2-pt jump shot from 8 ft,,62,63
309,3,5:44.0,,Personal foul by C. Paul (drawn by G. Dieng),62,63
310,3,5:44.0,,G. Dieng makes free throw 1 of 2,62,64
311,3,5:44.0,,G. Dieng makes free throw 2 of 2,62,65
