,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
227,2,0:01.0,R. Rubio misses free throw 3 of 3,,53,60
228,2,0:01.0,,Defensive rebound by J. Crowder,53,60
229,3,11:42.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by K. Olynyk),53,62
230,3,11:23.0,A. Wiggins makes 2-pt jump shot from 8 ft,,55,62
231,3,11:04.0,,K. Olynyk misses 2-pt layup from 1 ft (block by K. Towns),55,62
232,3,11:03.0,,Offensive rebound by D. Lee,55,62
233,3,11:02.0,,D. Lee makes 2-pt layup at rim,55,64
234,3,10:46.0,K. Towns misses 2-pt hook shot from 3 ft,,55,64
235,3,10:45.0,,Defensive rebound by K. Olynyk,55,64
236,3,10:30.0,,Turnover by K. Olynyk (lost ball; steal by G. Dieng),55,64
237,3,10:21.0,Turnover by R. Rubio (bad pass; steal by I. Thomas),,55,64
238,3,10:18.0,,Shooting foul by A. Wiggins (drawn by J. Crowder),55,64
239,3,10:18.0,,J. Crowder misses free throw 1 of 2,55,64
240,3,10:18.0,,Offensive rebound by Team,55,64
241,3,10:18.0,,J. Crowder misses free throw 2 of 2,55,64
242,3,10:15.0,,Offensive rebound by Team,55,64
243,3,10:05.0,,A. Bradley misses 2-pt jump shot from 22 ft,55,64
244,3,10:04.0,Defensive rebound by Team,,55,64
245,3,9:43.0,G. Dieng misses 2-pt jump shot from 3 ft,,55,64
246,3,9:42.0,,Defensive rebound by J. Crowder,55,64
247,3,9:38.0,,Turnover by A. Bradley (lost ball),55,64
248,3,9:23.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,57,64
249,3,9:11.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by D. Lee),57,67
250,3,8:44.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Prince),,60,67
251,3,8:22.0,,D. Lee makes 2-pt jump shot from 15 ft,60,69
252,3,7:59.0,G. Dieng makes 2-pt jump shot from 7 ft (assist by K. Towns),,62,69
253,3,7:51.0,,I. Thomas misses 2-pt layup at rim,62,69
254,3,7:50.0,,Offensive rebound by D. Lee,62,69
255,3,7:50.0,,D. Lee misses 2-pt layup at rim,62,69
256,3,7:48.0,,Offensive rebound by D. Lee,62,69
257,3,7:41.0,,Personal foul by G. Dieng (drawn by I. Thomas),62,69
258,3,7:35.0,,Shooting foul by A. Wiggins (drawn by D. Lee),62,69
259,3,7:35.0,,D. Lee makes free throw 1 of 2,62,70
260,3,7:35.0,Z. LaVine enters the game for A. Wiggins,,62,70
261,3,7:35.0,,D. Lee misses free throw 2 of 2,62,70
262,3,7:35.0,Defensive rebound by G. Dieng,,62,70
263,3,7:21.0,K. Towns makes 2-pt layup from 1 ft,,64,70
264,3,7:17.0,,Turnover by D. Lee (bad pass),64,70
265,3,7:00.0,Z. LaVine misses 2-pt jump shot from 17 ft,,64,70
266,3,6:59.0,,Defensive rebound by Team,64,70
267,3,6:59.0,Loose ball foul by K. Towns (drawn by D. Lee),,64,70
268,3,6:46.0,,K. Olynyk makes 2-pt jump shot from 20 ft (assist by I. Thomas),64,72
269,3,6:25.0,K. Towns makes 2-pt jump shot from 5 ft (assist by G. Dieng),,66,72
270,3,6:12.0,,A. Bradley misses 3-pt jump shot from 23 ft,66,72
271,3,6:11.0,,Offensive rebound by Team,66,72
272,3,6:08.0,,K. Olynyk makes 2-pt jump shot from 18 ft (assist by I. Thomas),66,74
273,3,5:48.0,K. Towns makes 2-pt hook shot from 5 ft (assist by Z. LaVine),,68,74
274,3,5:37.0,,D. Lee makes 2-pt dunk at rim (assist by I. Thomas),68,76
275,3,5:33.0,Minnesota full timeout,,68,76
276,3,5:19.0,Z. LaVine misses 3-pt jump shot from 26 ft,,68,76
277,3,5:18.0,,Defensive rebound by I. Thomas,68,76
278,3,5:07.0,,J. Crowder makes 2-pt jump shot from 17 ft (assist by I. Thomas),68,78
279,3,4:44.0,Offensive foul by G. Dieng (drawn by I. Thomas),,68,78
280,3,4:44.0,Turnover by G. Dieng (offensive foul),,68,78
281,3,4:44.0,S. Muhammad enters the game for K. Towns,,68,78
282,3,4:34.0,,D. Lee makes 2-pt dunk at rim (assist by I. Thomas),68,80
283,3,4:12.0,Z. LaVine misses 2-pt jump shot from 7 ft (block by A. Bradley),,68,80
284,3,4:11.0,,Defensive rebound by J. Crowder,68,80
285,3,4:05.0,,J. Crowder makes 2-pt jump shot from 13 ft (assist by I. Thomas),68,82
286,3,4:04.0,Minnesota full timeout,,68,82
287,3,4:04.0,,E. Turner enters the game for I. Thomas,68,82
288,3,3:44.0,G. Dieng misses 2-pt layup from 1 ft,,68,82
289,3,3:43.0,,Defensive rebound by K. Olynyk,68,82
290,3,3:29.0,,K. Olynyk misses 2-pt jump shot from 8 ft,68,82
291,3,3:28.0,,Offensive rebound by D. Lee,68,82
292,3,3:27.0,,D. Lee misses 2-pt layup from 1 ft (block by G. Dieng),68,82
293,3,3:24.0,,Offensive rebound by D. Lee,68,82
294,3,3:23.0,,D. Lee makes 2-pt layup from 1 ft,68,84
295,3,3:10.0,Personal block foul by D. Lee (drawn by R. Rubio),,68,84
296,3,3:10.0,K. Martin enters the game for T. Prince,,68,84
297,3,3:10.0,,J. Jerebko enters the game for K. Olynyk,68,84
298,3,3:04.0,S. Muhammad misses 3-pt jump shot from 24 ft,,68,84
299,3,3:03.0,,Defensive rebound by A. Bradley,68,84
300,3,2:49.0,,Turnover by J. Crowder (offensive foul),68,84
301,3,2:49.0,,Offensive foul by J. Crowder (drawn by Z. LaVine),68,84
302,3,2:49.0,,Boston full timeout,68,84
303,3,2:49.0,K. Towns enters the game for G. Dieng,,68,84
304,3,2:49.0,A. Wiggins enters the game for R. Rubio,,68,84
305,3,2:23.0,K. Martin misses 2-pt jump shot from 20 ft,,68,84
306,3,2:22.0,,Defensive rebound by J. Jerebko,68,84
307,3,2:09.0,,J. Crowder misses 2-pt jump shot from 20 ft,68,84
308,3,2:08.0,Defensive rebound by Z. LaVine,,68,84
309,3,1:56.0,S. Muhammad makes 2-pt dunk at rim (assist by K. Towns),,70,84
310,3,1:43.0,,A. Bradley misses 3-pt jump shot from 24 ft,70,84
311,3,1:40.0,,Offensive rebound by Team,70,84
312,3,1:40.0,,T. Zeller enters the game for D. Lee,70,84
313,3,1:40.0,,R. Hunter enters the game for J. Crowder,70,84
314,3,1:30.0,,A. Bradley makes 2-pt jump shot from 20 ft,70,86
315,3,1:00.0,A. Wiggins misses 3-pt jump shot from 26 ft,,70,86
316,3,0:59.0,,Defensive rebound by T. Zeller,70,86
317,3,0:47.0,,R. Hunter makes 2-pt dunk at rim (assist by J. Jerebko),70,88
318,3,0:47.0,Turnover by Z. LaVine (inbound),,70,88
319,3,0:42.0,,T. Zeller makes 2-pt dunk at rim (assist by E. Turner),70,90
320,3,0:29.0,Z. LaVine makes 2-pt layup from 3 ft,,72,90
321,3,0:26.0,,T. Zeller makes 2-pt layup at rim (assist by E. Turner),72,92
322,3,0:01.0,Z. LaVine misses 3-pt jump shot from 25 ft,,72,92
323,3,0:00.0,,Defensive rebound by T. Zeller,72,92
324,4,11:33.0,Turnover by Team (shot clock),,72,92
325,4,11:10.0,,E. Turner misses 3-pt jump shot from 24 ft,72,92
326,4,11:09.0,,Offensive rebound by T. Zeller,72,92
327,4,11:07.0,,Turnover by T. Zeller (traveling),72,92
328,4,10:59.0,K. Martin misses 2-pt jump shot from 17 ft (block by R. Hunter),,72,92
329,4,10:58.0,,Defensive rebound by I. Thomas,72,92
330,4,10:58.0,,Personal foul by A. Miller (drawn by I. Thomas),72,92
331,4,10:46.0,,J. Jerebko makes 2-pt layup at rim (assist by E. Turner),72,94
332,4,10:26.0,Turnover by G. Dieng (traveling),,72,94
333,4,10:14.0,,Turnover by T. Zeller (bad pass; steal by K. Martin),72,94
334,4,10:09.0,Turnover by A. Wiggins (lost ball; steal by R. Hunter),,72,94
335,4,10:08.0,,Personal foul by Z. LaVine (drawn by E. Turner),72,94
336,4,10:08.0,R. Rubio enters the game for Z. LaVine,,72,94
337,4,10:08.0,K. Towns enters the game for G. Dieng,,72,94
338,4,9:53.0,,I. Thomas misses 2-pt jump shot from 3 ft,72,94
339,4,9:53.0,Defensive rebound by K. Towns,,72,94
340,4,9:43.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by A. Miller),,74,94
341,4,9:30.0,,T. Zeller misses 2-pt hook shot from 3 ft,74,94
342,4,9:29.0,Defensive rebound by K. Towns,,74,94
343,4,9:17.0,A. Miller misses 2-pt jump shot from 7 ft (block by T. Zeller),,74,94
344,4,9:16.0,Offensive rebound by K. Towns,,74,94
345,4,9:14.0,K. Towns misses 2-pt layup at rim,,74,94
346,4,9:12.0,,Defensive rebound by J. Jerebko,74,94
347,4,9:08.0,,T. Zeller misses 2-pt layup at rim,74,94
348,4,9:07.0,Defensive rebound by K. Towns,,74,94
349,4,8:56.0,Shooting foul by R. Hunter (drawn by A. Wiggins),,74,94
350,4,8:56.0,Official timeout,,74,94
351,4,8:56.0,D. Rudež enters the game for A. Miller,,74,94
352,4,8:56.0,A. Wiggins makes free throw 1 of 2,,75,94
353,4,8:56.0,A. Wiggins makes free throw 2 of 2,,76,94
354,4,8:41.0,,Turnover by R. Hunter (bad pass; steal by R. Rubio),76,94
355,4,8:38.0,R. Rubio misses 2-pt layup from 1 ft (block by R. Hunter),,76,94
356,4,8:38.0,,Defensive rebound by Team,76,94
357,4,8:21.0,,T. Zeller makes 2-pt jump shot from 14 ft (assist by I. Thomas),76,96
358,4,7:52.0,A. Wiggins misses 2-pt jump shot from 4 ft,,76,96
359,4,7:51.0,,Defensive rebound by T. Zeller,76,96
360,4,7:43.0,,Turnover by E. Turner (bad pass; steal by K. Towns),76,96
361,4,7:37.0,R. Rubio misses 2-pt jump shot from 17 ft,,76,96
362,4,7:36.0,,Defensive rebound by T. Zeller,76,96
363,4,7:35.0,Loose ball foul by R. Rubio (drawn by I. Thomas),,76,96
364,4,7:30.0,,Turnover by T. Zeller (offensive foul),76,96
365,4,7:30.0,,Offensive foul by T. Zeller (drawn by R. Rubio),76,96
366,4,7:21.0,Offensive foul by K. Towns (drawn by I. Thomas),,76,96
367,4,7:21.0,Turnover by K. Towns (offensive foul),,76,96
368,4,7:09.0,,R. Hunter misses 3-pt jump shot from 28 ft,76,96
369,4,7:08.0,Defensive rebound by A. Wiggins,,76,96
370,4,6:57.0,A. Wiggins misses 2-pt jump shot from 3 ft,,76,96
371,4,6:57.0,Offensive rebound by K. Towns,,76,96
372,4,6:56.0,Shooting block foul by T. Zeller (drawn by K. Towns),,76,96
373,4,6:56.0,K. Towns makes free throw 1 of 2,,77,96
374,4,6:56.0,K. Towns makes free throw 2 of 2,,78,96
375,4,6:33.0,,T. Zeller misses 2-pt layup from 2 ft,78,96
376,4,6:32.0,,Offensive rebound by T. Zeller,78,96
377,4,6:31.0,Violation by K. Towns (def goaltending),,78,96
378,4,6:31.0,,T. Zeller makes 2-pt layup at rim,78,98
379,4,6:20.0,Shooting foul by E. Turner (drawn by A. Wiggins),,78,98
380,4,6:20.0,A. Wiggins makes free throw 1 of 2,,79,98
381,4,6:20.0,Z. LaVine enters the game for K. Martin,,79,98
382,4,6:20.0,A. Wiggins misses free throw 2 of 2,,79,98
383,4,6:20.0,,Defensive rebound by I. Thomas,79,98
