,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:33.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by M. Plumlee),0,3
1,1,11:13.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,3
2,1,11:12.0,,Defensive rebound by M. Leonard,0,3
3,1,11:03.0,,M. Leonard misses 3-pt jump shot from 25 ft,0,3
4,1,11:02.0,Defensive rebound by K. Perkins,,0,3
5,1,10:49.0,E. Gordon misses 3-pt jump shot from 25 ft,,0,3
6,1,10:48.0,,Defensive rebound by A. Aminu,0,3
7,1,10:37.0,,D. Lillard makes 2-pt layup from 1 ft,0,5
8,1,10:30.0,J. Holiday misses 2-pt layup from 1 ft,,0,5
9,1,10:29.0,,Defensive rebound by M. Plumlee,0,5
10,1,10:15.0,,C. McCollum misses 2-pt jump shot from 6 ft,0,5
11,1,10:14.0,Defensive rebound by K. Perkins,,0,5
12,1,10:02.0,D. Cunningham misses 3-pt jump shot from 22 ft,,0,5
13,1,10:01.0,,Defensive rebound by M. Plumlee,0,5
14,1,9:55.0,,Shooting foul by D. Cunningham (drawn by A. Aminu),0,5
15,1,9:55.0,,A. Aminu makes free throw 1 of 2,0,6
16,1,9:55.0,,A. Aminu makes free throw 2 of 2,0,7
17,1,9:42.0,K. Perkins makes 2-pt jump shot from 5 ft (assist by J. Holiday),,2,7
18,1,9:25.0,,M. Leonard misses 3-pt jump shot from 25 ft,2,7
19,1,9:24.0,,Offensive rebound by Team,2,7
20,1,9:24.0,Loose ball foul by D. Cunningham (drawn by M. Plumlee),,2,7
21,1,9:24.0,A. Gee enters the game for D. Cunningham,,2,7
22,1,9:16.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Leonard),2,10
23,1,9:02.0,E. Gordon misses 2-pt jump shot from 10 ft,,2,10
24,1,9:00.0,,Defensive rebound by M. Plumlee,2,10
25,1,8:53.0,,Turnover by D. Lillard (lost ball),2,10
26,1,8:34.0,A. Davis makes 2-pt dunk at rim,,4,10
27,1,8:19.0,,M. Leonard misses 3-pt jump shot from 25 ft,4,10
28,1,8:18.0,Defensive rebound by K. Perkins,,4,10
29,1,8:09.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Gee),,7,10
30,1,7:49.0,,Shooting foul by J. Holiday (drawn by D. Lillard),7,10
31,1,7:49.0,,D. Lillard makes free throw 1 of 2,7,11
32,1,7:49.0,,D. Lillard makes free throw 2 of 2,7,12
33,1,7:41.0,Offensive foul by A. Gee (drawn by M. Plumlee),,7,12
34,1,7:41.0,Turnover by A. Gee (offensive foul),,7,12
35,1,7:34.0,,C. McCollum makes 3-pt jump shot from 29 ft (assist by D. Lillard),7,15
36,1,7:22.0,A. Davis misses 2-pt jump shot from 3 ft,,7,15
37,1,7:21.0,Offensive rebound by K. Perkins,,7,15
38,1,7:21.0,Personal foul by M. Leonard (drawn by K. Perkins),,7,15
39,1,7:13.0,A. Davis makes 2-pt jump shot from 14 ft (assist by E. Gordon),,9,15
