,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
384,4,5:00.0,M. Bonner enters the game for T. Duncan,,96,72
385,4,5:00.0,K. Anderson enters the game for T. Parker,,96,72
386,4,4:52.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by J. Simmons),,99,72
387,4,4:35.0,,E. Tavares misses 2-pt jump shot from 17 ft,99,72
388,4,4:34.0,Defensive rebound by K. Anderson,,99,72
389,4,4:13.0,M. Bonner misses 2-pt jump shot from 22 ft,,99,72
390,4,4:12.0,Offensive rebound by J. Simmons,,99,72
391,4,3:51.0,J. Simmons misses 2-pt layup at rim,,99,72
392,4,3:49.0,,Defensive rebound by J. Holiday,99,72
393,4,3:31.0,,S. Mack misses 3-pt jump shot from 24 ft,99,72
394,4,3:29.0,Defensive rebound by P. Mills,,99,72
395,4,3:06.0,J. Simmons misses 2-pt layup from 1 ft,,99,72
396,4,3:05.0,,Defensive rebound by L. Patterson,99,72
397,4,2:52.0,,L. Patterson misses 3-pt jump shot from 23 ft,99,72
398,4,2:51.0,,Offensive rebound by M. Muscala,99,72
399,4,2:50.0,,M. Muscala makes 2-pt layup at rim,99,74
400,4,2:30.0,Shooting foul by M. Muscala (drawn by J. Simmons),,99,74
401,4,2:30.0,J. Simmons makes free throw 1 of 2,,100,74
402,4,2:30.0,J. Simmons makes free throw 2 of 2,,101,74
403,4,2:20.0,,S. Mack makes 2-pt jump shot from 9 ft,101,76
404,4,1:57.0,Turnover by K. Anderson (traveling),,101,76
405,4,1:45.0,,E. Tavares misses 2-pt jump shot from 5 ft,101,76
406,4,1:43.0,Defensive rebound by J. Simmons,,101,76
407,4,1:23.0,K. Anderson makes 2-pt jump shot from 13 ft,,103,76
408,4,1:16.0,,S. Mack misses 3-pt jump shot from 24 ft,103,76
409,4,1:13.0,Defensive rebound by M. Bonner,,103,76
410,4,0:58.0,K. Anderson misses 2-pt jump shot from 19 ft,,103,76
411,4,0:55.0,,Defensive rebound by M. Muscala,103,76
412,4,0:40.0,,J. Holiday misses 3-pt jump shot from 23 ft,103,76
413,4,0:39.0,Defensive rebound by P. Mills,,103,76
414,4,0:15.0,R. Butler misses 3-pt jump shot from 23 ft,,103,76
415,4,0:14.0,,Defensive rebound by M. Muscala,103,76
416,4,0:09.0,,S. Mack makes 2-pt layup from 1 ft,103,78
