,QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),0,3
1,1,11:34.0,Turnover by R. Felton (bad pass; steal by S. Curry),,0,3
2,1,11:26.0,,K. Thompson misses 3-pt jump shot from 23 ft,0,3
3,1,11:26.0,Defensive rebound by J. Barea,,0,3
4,1,11:16.0,J. Barea makes 2-pt jump shot from 4 ft (assist by D. Lee),,2,3
5,1,11:07.0,,K. Thompson misses 2-pt layup from 2 ft (block by S. Mejri),2,3
6,1,11:05.0,,Offensive rebound by K. Thompson,2,3
7,1,11:03.0,,K. Thompson misses 2-pt jump shot from 8 ft,2,3
8,1,10:58.0,Defensive rebound by D. Lee,,2,3
9,1,10:45.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Lee),,5,3
10,1,10:25.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),5,6
11,1,10:07.0,J. Barea misses 2-pt jump shot from 9 ft,,5,6
12,1,10:07.0,,Defensive rebound by A. Bogut,5,6
13,1,9:54.0,,D. Green misses 2-pt layup from 2 ft (block by S. Mejri),5,6
14,1,9:53.0,,Offensive rebound by Team,5,6
15,1,9:48.0,,A. Bogut makes 2-pt dunk from 1 ft (assist by S. Curry),5,8
16,1,9:34.0,R. Felton makes 2-pt jump shot from 20 ft (assist by D. Lee),,7,8
17,1,9:25.0,,S. Curry misses 3-pt jump shot from 26 ft,7,8
18,1,9:24.0,Defensive rebound by D. Lee,,7,8
19,1,9:06.0,R. Felton makes 2-pt layup at rim,,9,8
20,1,8:53.0,,H. Barnes makes 2-pt hook shot from 3 ft (assist by D. Green),9,10
21,1,8:33.0,R. Felton makes 2-pt jump shot from 17 ft (assist by J. Barea),,11,10
22,1,8:10.0,,S. Curry misses 2-pt jump shot from 6 ft,11,10
23,1,8:07.0,,Offensive rebound by A. Bogut,11,10
24,1,8:07.0,,A. Bogut makes 2-pt layup from 1 ft,11,12
25,1,8:00.0,J. Barea misses 2-pt jump shot from 17 ft,,11,12
