,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
0,1,11:40.0,Turnover by L. Stephenson (lost ball; steal by D. Williams),,0,0
1,1,11:34.0,,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by D. Williams),0,3
2,1,11:11.0,Shooting block foul by D. Williams (drawn by B. Griffin),,0,3
3,1,11:11.0,B. Griffin makes free throw 1 of 2,,1,3
4,1,11:11.0,B. Griffin misses free throw 2 of 2,,1,3
5,1,11:10.0,,Defensive rebound by D. Nowitzki,1,3
6,1,10:54.0,,Shooting foul by J. Redick (drawn by Z. Pachulia),1,3
7,1,10:54.0,,Z. Pachulia makes free throw 1 of 2,1,4
8,1,10:54.0,,Z. Pachulia makes free throw 2 of 2,1,5
9,1,10:35.0,C. Paul makes 2-pt jump shot from 18 ft,,3,5
10,1,10:22.0,,W. Matthews makes 2-pt jump shot from 9 ft,3,7
11,1,10:10.0,Personal foul by R. Felton (drawn by J. Redick),,3,7
12,1,10:02.0,D. Jordan misses 2-pt hook shot at rim,,3,7
13,1,10:00.0,,Defensive rebound by D. Nowitzki,3,7
14,1,9:51.0,,W. Matthews makes 2-pt jump shot from 3 ft,3,9
15,1,9:51.0,,Shooting foul by L. Stephenson (drawn by W. Matthews),3,9
16,1,9:51.0,,W. Matthews makes free throw 1 of 1,3,10
17,1,9:31.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,5,10
18,1,9:15.0,,W. Matthews makes 2-pt jump shot from 12 ft,5,12
19,1,9:05.0,L. Stephenson misses 3-pt jump shot from 23 ft,,5,12
20,1,9:04.0,,Defensive rebound by D. Nowitzki,5,12
21,1,8:55.0,,Turnover by R. Felton (step out of bounds),5,12
22,1,8:43.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,7,12
23,1,8:27.0,,Turnover by W. Matthews (bad pass; steal by B. Griffin),7,12
24,1,8:22.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,9,12
25,1,8:06.0,,D. Williams makes 2-pt jump shot from 12 ft,9,14
26,1,7:53.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,12,14
27,1,7:27.0,,D. Williams misses 3-pt jump shot from 23 ft,12,14
28,1,7:26.0,Defensive rebound by D. Jordan,,12,14
29,1,7:12.0,D. Jordan misses 2-pt jump shot from 6 ft,,12,14
30,1,7:11.0,,Defensive rebound by D. Nowitzki,12,14
31,1,7:00.0,,Z. Pachulia misses 2-pt jump shot from 16 ft,12,14
32,1,6:59.0,Defensive rebound by D. Jordan,,12,14
33,1,6:57.0,Personal block foul by W. Matthews (drawn by C. Paul),,12,14
34,1,6:45.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,15,14
35,1,6:44.0,,Dallas full timeout,15,14
36,1,6:26.0,,R. Felton makes 2-pt jump shot from 21 ft,15,16
37,1,6:10.0,B. Griffin misses 2-pt jump shot from 18 ft,,15,16
38,1,6:09.0,,Defensive rebound by W. Matthews,15,16
39,1,6:01.0,,D. Harris enters the game for W. Matthews,15,16
40,1,6:01.0,,D. Powell enters the game for D. Nowitzki,15,16
41,1,5:53.0,,R. Felton makes 2-pt jump shot from 18 ft,15,18
42,1,5:39.0,L. Stephenson misses 2-pt jump shot from 12 ft,,15,18
43,1,5:38.0,Offensive rebound by L. Stephenson,,15,18
44,1,5:37.0,L. Stephenson misses 2-pt layup from 1 ft (block by Z. Pachulia),,15,18
45,1,5:35.0,Offensive rebound by L. Stephenson,,15,18
46,1,5:33.0,L. Stephenson makes 2-pt layup from 2 ft,,17,18
47,1,5:23.0,,D. Powell misses 2-pt jump shot from 5 ft (block by J. Redick),17,18
48,1,5:22.0,,Offensive rebound by D. Powell,17,18
49,1,5:18.0,,R. Felton misses 3-pt jump shot from 25 ft,17,18
50,1,5:18.0,Defensive rebound by D. Jordan,,17,18
51,1,5:16.0,Turnover by D. Jordan (bad pass; steal by D. Williams),,17,18
52,1,5:09.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,17,18
53,1,5:08.0,Defensive rebound by D. Jordan,,17,18
54,1,5:04.0,Personal foul by D. Powell (drawn by D. Jordan),,17,18
55,1,5:04.0,J. Crawford enters the game for L. Stephenson,,17,18
56,1,4:52.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,19,18
57,1,4:52.0,Shooting foul by D. Powell (drawn by B. Griffin),,19,18
58,1,4:52.0,B. Griffin misses free throw 1 of 1,,19,18
59,1,4:52.0,,Defensive rebound by Z. Pachulia,19,18
60,1,4:38.0,,Shooting block foul by B. Griffin (drawn by Z. Pachulia),19,18
61,1,4:38.0,,Z. Pachulia misses free throw 1 of 2,19,18
62,1,4:38.0,,Offensive rebound by Team,19,18
63,1,4:38.0,,S. Mejri enters the game for D. Powell,19,18
64,1,4:38.0,,Z. Pachulia makes free throw 2 of 2,19,19
65,1,4:38.0,Personal take foul by S. Mejri,,19,19
66,1,4:38.0,D. Jordan misses free throw 1 of 2,,19,19
67,1,4:38.0,Offensive rebound by Team,,19,19
68,1,4:38.0,,C. Villanueva enters the game for S. Mejri,19,19
69,1,4:38.0,D. Jordan makes free throw 2 of 2,,20,19
70,1,4:19.0,,Z. Pachulia misses 2-pt jump shot from 19 ft,20,19
71,1,4:18.0,Defensive rebound by B. Griffin,,20,19
72,1,4:09.0,C. Paul misses 2-pt jump shot from 16 ft,,20,19
73,1,4:08.0,,Defensive rebound by Team,20,19
74,1,4:08.0,J. Smith enters the game for D. Jordan,,20,19
75,1,4:08.0,A. Rivers enters the game for J. Redick,,20,19
76,1,3:58.0,,C. Villanueva misses 3-pt jump shot from 24 ft,20,19
77,1,3:57.0,Defensive rebound by J. Smith,,20,19
78,1,3:51.0,B. Griffin makes 2-pt hook shot from 2 ft (assist by C. Paul),,22,19
79,1,3:36.0,,Turnover by D. Williams (bad pass; steal by A. Rivers),22,19
80,1,3:28.0,Personal foul by D. Williams (drawn by J. Crawford),,22,19
81,1,3:28.0,J. Crawford makes free throw 1 of 2,,23,19
82,1,3:28.0,,J. Barea enters the game for D. Williams,23,19
83,1,3:28.0,P. Pierce enters the game for B. Griffin,,23,19
84,1,3:28.0,,D. Nowitzki enters the game for Z. Pachulia,23,19
85,1,3:28.0,,J. Anderson enters the game for R. Felton,23,19
86,1,3:28.0,J. Crawford makes free throw 2 of 2,,24,19
87,1,3:17.0,,D. Harris misses 3-pt jump shot from 24 ft,24,19
88,1,3:16.0,Defensive rebound by P. Pierce,,24,19
89,1,3:09.0,J. Crawford makes 2-pt jump shot from 9 ft,,26,19
90,1,2:54.0,,J. Barea misses 2-pt hook shot from 8 ft,26,19
91,1,2:54.0,Defensive rebound by P. Pierce,,26,19
92,1,2:50.0,J. Crawford makes 2-pt jump shot from 5 ft (assist by C. Paul),,28,19
93,1,2:30.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by J. Barea),28,21
94,1,2:15.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by C. Paul),,31,21
95,1,2:02.0,,Personal block foul by J. Smith (drawn by D. Nowitzki),31,21
96,1,2:02.0,LA Clippers full timeout,,31,21
97,1,2:02.0,W. Johnson enters the game for C. Paul,,31,21
98,1,1:50.0,,D. Nowitzki makes 2-pt jump shot from 9 ft,31,23
99,1,1:33.0,P. Pierce misses 3-pt jump shot from 24 ft,,31,23
100,1,1:33.0,,Defensive rebound by Team,31,23
101,1,1:13.0,,J. Anderson makes 2-pt layup from 1 ft (assist by D. Harris),31,25
102,1,0:57.0,Personal block foul by J. Anderson (drawn by W. Johnson),,31,25
103,1,0:57.0,W. Johnson misses free throw 1 of 2,,31,25
104,1,0:57.0,Offensive rebound by Team,,31,25
105,1,0:57.0,W. Johnson makes free throw 2 of 2,,32,25
106,1,0:33.0,,C. Villanueva makes 2-pt jump shot from 18 ft,32,27
107,1,0:10.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by P. Pierce),,35,27
108,1,0:03.0,,Shooting foul by J. Smith (drawn by J. Barea),35,27
109,1,0:03.0,,J. Barea misses free throw 1 of 2,35,27
110,1,0:03.0,,Offensive rebound by Team,35,27
111,1,0:03.0,,J. Evans enters the game for D. Nowitzki,35,27
112,1,0:03.0,,J. Barea misses free throw 2 of 2,35,27
113,1,0:03.0,Defensive rebound by P. Pierce,,35,27
114,1,0:00.0,A. Rivers misses 3-pt jump shot from 30 ft,,35,27
115,1,0:00.0,Offensive rebound by Team,,35,27
116,2,11:44.0,,J. Anderson makes 2-pt jump shot from 18 ft (assist by C. Villanueva),35,29
117,2,11:27.0,A. Rivers misses 2-pt jump shot from 13 ft,,35,29
118,2,11:26.0,,Defensive rebound by C. Villanueva,35,29
119,2,11:20.0,,D. Harris misses 2-pt layup from 1 ft,35,29
120,2,11:19.0,Defensive rebound by J. Smith,,35,29
121,2,11:14.0,Turnover by J. Smith (bad pass; steal by J. Anderson),,35,29
122,2,11:07.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by J. Barea),35,32
123,2,10:49.0,J. Smith misses 2-pt hook shot from 3 ft,,35,32
124,2,10:48.0,,Defensive rebound by J. Anderson,35,32
125,2,10:38.0,,D. Nowitzki makes 2-pt jump shot from 10 ft (assist by J. Barea),35,34
126,2,10:33.0,Personal foul by J. Barea,,35,34
127,2,10:33.0,,D. Powell enters the game for D. Nowitzki,35,34
128,2,10:16.0,J. Smith misses 2-pt hook shot from 6 ft,,35,34
129,2,10:14.0,,Defensive rebound by C. Villanueva,35,34
130,2,10:08.0,,J. Barea misses 2-pt jump shot from 22 ft,35,34
131,2,10:07.0,Defensive rebound by Team,,35,34
132,2,9:57.0,A. Rivers misses 2-pt layup from 2 ft,,35,34
133,2,9:56.0,,Defensive rebound by D. Powell,35,34
134,2,9:47.0,,C. Villanueva misses 3-pt jump shot from 24 ft,35,34
135,2,9:46.0,Defensive rebound by W. Johnson,,35,34
136,2,9:33.0,A. Rivers misses 2-pt jump shot from 18 ft,,35,34
137,2,9:32.0,Offensive rebound by J. Smith,,35,34
138,2,9:32.0,Shooting foul by D. Harris (drawn by J. Smith),,35,34
139,2,9:32.0,J. Smith misses free throw 1 of 2,,35,34
140,2,9:32.0,Offensive rebound by Team,,35,34
141,2,9:32.0,J. Smith makes free throw 2 of 2,,36,34
142,2,9:25.0,,Turnover by J. Barea (bad pass),36,34
143,2,9:25.0,D. Jordan enters the game for J. Smith,,36,34
144,2,9:07.0,A. Rivers makes 2-pt layup from 2 ft,,38,34
145,2,8:58.0,,D. Powell makes 2-pt jump shot from 17 ft (assist by J. Barea),38,36
146,2,8:38.0,Turnover by D. Jordan (lost ball; steal by D. Harris),,38,36
147,2,8:34.0,,Shooting foul by W. Johnson (drawn by D. Harris),38,36
148,2,8:34.0,Official timeout,,38,36
149,2,8:34.0,,D. Harris makes free throw 1 of 2,38,37
150,2,8:34.0,,D. Harris misses free throw 2 of 2,38,37
151,2,8:33.0,Defensive rebound by D. Jordan,,38,37
152,2,8:20.0,J. Crawford misses 3-pt jump shot from 25 ft,,38,37
153,2,8:19.0,,Defensive rebound by C. Villanueva,38,37
154,2,8:08.0,C. Paul enters the game for A. Rivers,,38,37
155,2,8:08.0,J. Redick enters the game for P. Pierce,,38,37
156,2,8:08.0,B. Griffin enters the game for W. Johnson,,38,37
157,2,8:08.0,,D. Williams enters the game for D. Harris,38,37
158,2,8:00.0,,D. Powell makes 2-pt jump shot from 19 ft (assist by J. Barea),38,39
159,2,7:35.0,B. Griffin misses 2-pt jump shot from 16 ft,,38,39
160,2,7:34.0,,Defensive rebound by J. Barea,38,39
161,2,7:25.0,,Offensive foul by D. Powell (drawn by J. Redick),38,39
162,2,7:25.0,,Turnover by D. Powell (offensive foul),38,39
163,2,7:25.0,,W. Matthews enters the game for J. Anderson,38,39
164,2,7:25.0,,Z. Pachulia enters the game for D. Powell,38,39
165,2,7:25.0,L. Stephenson enters the game for J. Crawford,,38,39
166,2,7:09.0,J. Redick misses 3-pt jump shot from 23 ft,,38,39
167,2,7:08.0,,Defensive rebound by W. Matthews,38,39
168,2,6:55.0,,C. Villanueva makes 2-pt hook shot from 9 ft,38,41
169,2,6:39.0,L. Stephenson misses 3-pt jump shot from 22 ft,,38,41
170,2,6:38.0,,Defensive rebound by W. Matthews,38,41
171,2,6:29.0,,J. Barea misses 2-pt jump shot from 3 ft (block by D. Jordan),38,41
172,2,6:28.0,Defensive rebound by D. Jordan,,38,41
173,2,6:21.0,C. Paul misses 3-pt jump shot from 23 ft,,38,41
174,2,6:20.0,,Defensive rebound by Z. Pachulia,38,41
175,2,6:13.0,,Dallas full timeout,38,41
176,2,6:13.0,,R. Felton enters the game for J. Barea,38,41
177,2,6:00.0,,W. Matthews misses 3-pt jump shot from 24 ft,38,41
178,2,5:59.0,Defensive rebound by B. Griffin,,38,41
179,2,5:44.0,L. Stephenson makes 2-pt layup from 1 ft,,40,41
180,2,5:24.0,,D. Nowitzki enters the game for C. Villanueva,40,41
181,2,5:19.0,,D. Williams makes 2-pt jump shot from 8 ft,40,43
182,2,5:03.0,J. Redick misses 2-pt jump shot from 19 ft,,40,43
183,2,5:02.0,,Defensive rebound by Z. Pachulia,40,43
184,2,4:53.0,,Personal foul by D. Jordan (drawn by Z. Pachulia),40,43
185,2,4:40.0,,R. Felton makes 3-pt jump shot from 24 ft (assist by W. Matthews),40,46
186,2,4:26.0,J. Redick makes 2-pt jump shot from 16 ft (assist by B. Griffin),,42,46
187,2,4:17.0,,Personal block foul by C. Paul (drawn by D. Williams),42,46
188,2,4:08.0,,R. Felton misses 2-pt jump shot from 18 ft,42,46
189,2,4:07.0,,Offensive rebound by Z. Pachulia,42,46
190,2,4:00.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,42,46
191,2,3:59.0,Defensive rebound by D. Jordan,,42,46
192,2,3:53.0,Shooting foul by D. Williams (drawn by B. Griffin),,42,46
193,2,3:53.0,B. Griffin makes free throw 1 of 2,,43,46
194,2,3:53.0,,D. Harris enters the game for D. Williams,43,46
195,2,3:53.0,B. Griffin makes free throw 2 of 2,,44,46
196,2,3:40.0,,D. Harris makes 2-pt jump shot from 18 ft,44,48
197,2,3:15.0,C. Paul misses 2-pt jump shot from 9 ft,,44,48
198,2,3:15.0,,Defensive rebound by Z. Pachulia,44,48
199,2,3:11.0,,Shooting foul by J. Redick (drawn by D. Harris),44,48
200,2,3:11.0,LA Clippers full timeout,,44,48
201,2,3:11.0,,D. Harris makes free throw 1 of 2,44,49
202,2,3:11.0,,D. Harris misses free throw 2 of 2,44,49
203,2,3:10.0,Defensive rebound by B. Griffin,,44,49
204,2,2:50.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,46,49
205,2,2:32.0,,W. Matthews misses 2-pt jump shot from 18 ft,46,49
206,2,2:31.0,Defensive rebound by B. Griffin,,46,49
207,2,2:23.0,L. Stephenson makes 2-pt layup at rim,,48,49
208,2,2:10.0,,Personal foul by C. Paul (drawn by D. Nowitzki),48,49
209,2,2:10.0,,D. Nowitzki makes free throw 1 of 2,48,50
210,2,2:10.0,A. Rivers enters the game for J. Redick,,48,50
211,2,2:10.0,,D. Nowitzki makes free throw 2 of 2,48,51
212,2,1:50.0,C. Paul misses 2-pt jump shot from 9 ft,,48,51
213,2,1:49.0,,Defensive rebound by D. Nowitzki,48,51
214,2,1:40.0,,R. Felton misses 3-pt jump shot from 24 ft,48,51
215,2,1:39.0,Defensive rebound by A. Rivers,,48,51
216,2,1:32.0,Turnover by C. Paul (lost ball; steal by D. Harris),,48,51
217,2,1:32.0,,Personal foul by D. Jordan (drawn by D. Nowitzki),48,51
218,2,1:32.0,,W. Matthews makes free throw 1 of 2,48,52
219,2,1:32.0,J. Crawford enters the game for L. Stephenson,,48,52
220,2,1:32.0,,W. Matthews makes free throw 2 of 2,48,53
221,2,1:20.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by C. Paul),,51,53
222,2,1:00.0,,Z. Pachulia misses 2-pt jump shot from 18 ft,51,53
223,2,0:59.0,Defensive rebound by A. Rivers,,51,53
224,2,0:52.0,C. Paul misses 3-pt jump shot from 24 ft,,51,53
225,2,0:51.0,Offensive rebound by D. Jordan,,51,53
226,2,0:50.0,,Loose ball foul by Z. Pachulia (drawn by D. Jordan),51,53
227,2,0:47.0,J. Crawford misses 3-pt jump shot from 24 ft,,51,53
228,2,0:46.0,,Defensive rebound by W. Matthews,51,53
229,2,0:31.0,,Turnover by Z. Pachulia (3 sec),51,53
230,2,0:31.0,LA Clippers full timeout,,51,53
231,2,0:31.0,,J. Evans enters the game for D. Nowitzki,51,53
232,2,0:31.0,P. Pierce enters the game for D. Jordan,,51,53
233,2,0:27.0,C. Paul misses 2-pt jump shot from 6 ft,,51,53
234,2,0:26.0,,Defensive rebound by J. Evans,51,53
235,2,0:25.0,,Turnover by J. Evans (lost ball),51,53
236,2,0:04.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),,54,53
237,3,11:43.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),54,56
238,3,11:29.0,B. Griffin misses 2-pt jump shot from 16 ft,,54,56
239,3,11:28.0,Offensive rebound by B. Griffin,,54,56
240,3,11:26.0,B. Griffin makes 2-pt layup from 1 ft,,56,56
241,3,11:24.0,Violation by Team (delay of game),,56,56
242,3,11:12.0,,D. Williams makes 2-pt jump shot from 19 ft (assist by Z. Pachulia),56,58
243,3,11:02.0,Personal foul by R. Felton (drawn by J. Crawford),,56,58
244,3,10:49.0,B. Griffin makes 2-pt jump shot from 7 ft,,58,58
245,3,10:36.0,,Personal foul by D. Jordan (drawn by D. Williams),58,58
246,3,10:26.0,,Turnover by Z. Pachulia (offensive goaltending),58,58
247,3,10:16.0,B. Griffin misses 2-pt jump shot from 19 ft,,58,58
248,3,10:15.0,,Defensive rebound by D. Nowitzki,58,58
249,3,9:53.0,,D. Williams misses 2-pt jump shot from 16 ft,58,58
250,3,9:51.0,,Offensive rebound by D. Nowitzki,58,58
251,3,9:47.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by Z. Pachulia),58,60
252,3,9:38.0,J. Crawford misses 2-pt jump shot from 15 ft,,58,60
253,3,9:37.0,,Defensive rebound by Z. Pachulia,58,60
254,3,9:28.0,,W. Matthews makes 2-pt jump shot from 14 ft (assist by D. Williams),58,62
255,3,9:14.0,Shooting foul by W. Matthews (drawn by C. Paul),,58,62
256,3,9:14.0,C. Paul makes free throw 1 of 2,,59,62
257,3,9:14.0,C. Paul makes free throw 2 of 2,,60,62
258,3,8:56.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),60,64
259,3,8:41.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,62,64
260,3,8:24.0,,D. Williams makes 2-pt jump shot from 14 ft,62,66
261,3,8:20.0,Personal foul by D. Nowitzki (drawn by B. Griffin),,62,66
262,3,8:13.0,C. Paul misses 2-pt jump shot from 15 ft,,62,66
263,3,8:12.0,,Defensive rebound by Z. Pachulia,62,66
264,3,7:56.0,,W. Matthews makes 2-pt jump shot from 17 ft,62,68
265,3,7:43.0,Turnover by B. Griffin (bad pass; steal by R. Felton),,62,68
266,3,7:42.0,,Personal take foul by J. Crawford (drawn by R. Felton),62,68
267,3,7:25.0,,D. Nowitzki makes 2-pt jump shot from 14 ft,62,70
268,3,7:07.0,B. Griffin makes 2-pt jump shot from 15 ft,,64,70
269,3,7:03.0,Technical foul by Team,,64,70
270,3,7:03.0,,D. Nowitzki misses technical free throw,64,70
271,3,7:03.0,,Offensive rebound by Team,64,70
272,3,6:56.0,,Personal foul by D. Jordan (drawn by Z. Pachulia),64,70
273,3,6:44.0,,R. Felton misses 3-pt jump shot from 25 ft,64,70
274,3,6:43.0,Defensive rebound by D. Jordan,,64,70
275,3,6:30.0,Def 3 sec tech foul by D. Williams,,64,70
276,3,6:30.0,C. Paul makes technical free throw,,65,70
277,3,6:24.0,B. Griffin misses 2-pt jump shot from 20 ft,,65,70
278,3,6:23.0,,Defensive rebound by W. Matthews,65,70
279,3,6:09.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),65,73
280,3,6:08.0,LA Clippers full timeout,,65,73
281,3,6:08.0,,D. Powell enters the game for D. Nowitzki,65,73
282,3,5:58.0,Personal foul by Z. Pachulia (drawn by B. Griffin),,65,73
