,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW ORLEANS_ACTION,CLEVELAND_SCORE,NEW ORLEANS_SCORE
53,1,4:38.0,,R. Anderson makes 2-pt jump shot from 2 ft,17,14
54,1,4:22.0,J. Smith makes 3-pt jump shot from 25 ft (assist by J. Jones),,20,14
55,1,4:08.0,,Shooting foul by T. Thompson (drawn by A. Davis),20,14
56,1,4:08.0,,A. Davis misses free throw 1 of 2,20,14
57,1,4:08.0,,Offensive rebound by Team,20,14
58,1,4:08.0,M. Williams enters the game for M. Dellavedova,,20,14
59,1,4:08.0,,A. Davis misses free throw 2 of 2,20,14
60,1,4:07.0,Defensive rebound by J. Smith,,20,14
61,1,3:45.0,J. Smith misses 3-pt jump shot from 27 ft,,20,14
62,1,3:44.0,,Defensive rebound by A. Davis,20,14
63,1,3:33.0,,A. Gee misses 2-pt layup at rim,20,14
64,1,3:29.0,,Offensive rebound by A. Davis,20,14
65,1,3:29.0,,A. Davis misses 2-pt layup at rim,20,14
66,1,3:28.0,Defensive rebound by J. Jones,,20,14
67,1,3:26.0,Offensive foul by L. James (drawn by R. Anderson),,20,14
68,1,3:26.0,Turnover by L. James (offensive foul),,20,14
69,1,3:26.0,,J. Holiday enters the game for T. Evans,20,14
70,1,3:26.0,R. Jefferson enters the game for L. James,,20,14
71,1,3:12.0,,Personal foul by J. Smith (drawn by R. Anderson),20,14
72,1,3:12.0,,R. Anderson makes free throw 1 of 2,20,15
73,1,3:12.0,,R. Anderson makes free throw 2 of 2,20,16
74,1,3:02.0,J. Smith makes 3-pt jump shot from 24 ft (assist by T. Thompson),,23,16
75,1,2:51.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by J. Holiday),23,19
76,1,2:30.0,M. Williams misses 3-pt jump shot from 24 ft (block by A. Davis),,23,19
77,1,2:28.0,Offensive rebound by T. Thompson,,23,19
78,1,2:23.0,J. Jones misses 3-pt jump shot from 23 ft,,23,19
79,1,2:22.0,,Defensive rebound by J. Holiday,23,19
80,1,2:13.0,,R. Anderson misses 3-pt jump shot from 24 ft,23,19
81,1,2:12.0,Defensive rebound by J. Smith,,23,19
82,1,1:52.0,Shooting foul by A. Gee (drawn by J. Jones),,23,19
83,1,1:52.0,Cleveland full timeout,,23,19
84,1,1:52.0,,D. Cunningham enters the game for A. Gee,23,19
85,1,1:52.0,J. Jones makes free throw 1 of 2,,24,19
86,1,1:52.0,J. Jones makes free throw 2 of 2,,25,19
87,1,1:42.0,,Turnover by E. Gordon (lost ball),25,19
88,1,1:28.0,M. Williams misses 2-pt jump shot from 18 ft,,25,19
89,1,1:27.0,,Defensive rebound by R. Anderson,25,19
90,1,1:17.0,,J. Holiday misses 2-pt jump shot from 7 ft,25,19
91,1,1:14.0,,Offensive rebound by J. Holiday,25,19
92,1,1:14.0,,J. Holiday misses 2-pt layup from 1 ft,25,19
93,1,1:13.0,Defensive rebound by R. Jefferson,,25,19
94,1,1:00.0,J. Jones misses 3-pt jump shot from 25 ft,,25,19
95,1,0:59.0,,Defensive rebound by Team,25,19
96,1,0:48.0,,D. Cunningham misses 3-pt jump shot from 23 ft,25,19
97,1,0:47.0,Defensive rebound by T. Thompson,,25,19
98,1,0:36.0,Turnover by M. Williams (bad pass),,25,19
99,1,0:22.0,,Personal foul by R. Jefferson (drawn by A. Davis),25,19
100,1,0:22.0,,A. Davis makes free throw 1 of 2,25,20
101,1,0:22.0,,A. Davis makes free throw 2 of 2,25,21
102,1,0:04.0,M. Williams makes 2-pt jump shot from 19 ft,,27,21
103,2,11:49.0,Personal foul by N. Cole (drawn by M. Williams),,27,21
104,2,11:36.0,M. Williams misses 3-pt jump shot from 25 ft,,27,21
105,2,11:34.0,,Defensive rebound by D. Cunningham,27,21
106,2,11:17.0,,Turnover by R. Anderson (lost ball; steal by J. Jones),27,21
107,2,11:16.0,Turnover by J. Jones (lost ball; steal by R. Anderson),,27,21
108,2,11:07.0,,J. Holiday makes 2-pt layup from 1 ft,27,23
109,2,10:46.0,M. Williams misses 2-pt jump shot from 23 ft,,27,23
110,2,10:45.0,Offensive rebound by R. Jefferson,,27,23
111,2,10:42.0,R. Jefferson misses 2-pt jump shot from 9 ft,,27,23
112,2,10:42.0,,Defensive rebound by J. Holiday,27,23
113,2,10:34.0,,J. Holiday makes 2-pt jump shot from 8 ft,27,25
114,2,10:34.0,,Shooting foul by J. Jones (drawn by J. Holiday),27,25
115,2,10:34.0,M. Dellavedova enters the game for J. Jones,,27,25
116,2,10:34.0,K. Love enters the game for R. Jefferson,,27,25
117,2,10:34.0,,L. Babbitt enters the game for A. Davis,27,25
118,2,10:34.0,,J. Holiday makes free throw 1 of 1,27,26
119,2,10:12.0,K. Love makes 2-pt hook shot from 10 ft,,29,26
120,2,9:59.0,,N. Cole misses 2-pt jump shot from 21 ft,29,26
121,2,9:57.0,Defensive rebound by L. James,,29,26
122,2,9:51.0,K. Love makes 2-pt jump shot from 7 ft (assist by L. James),,31,26
123,2,9:51.0,Shooting foul by L. Babbitt (drawn by K. Love),,31,26
124,2,9:51.0,K. Love makes free throw 1 of 1,,32,26
125,2,9:32.0,,L. Babbitt misses 3-pt jump shot from 24 ft,32,26
126,2,9:31.0,,Offensive rebound by Team,32,26
127,2,9:31.0,Loose ball foul by T. Thompson (drawn by R. Anderson),,32,26
128,2,9:21.0,,R. Anderson makes 2-pt jump shot from 15 ft,32,28
129,2,8:56.0,K. Love misses 2-pt jump shot from 8 ft (block by D. Cunningham),,32,28
130,2,8:54.0,,Defensive rebound by J. Holiday,32,28
131,2,8:39.0,,L. Babbitt misses 3-pt jump shot from 25 ft,32,28
132,2,8:38.0,Defensive rebound by K. Love,,32,28
133,2,8:31.0,Shooting foul by L. Babbitt (drawn by K. Love),,32,28
134,2,8:31.0,Official timeout,,32,28
135,2,8:31.0,T. Mozgov enters the game for T. Thompson,,32,28
136,2,8:31.0,,A. Davis enters the game for L. Babbitt,32,28
137,2,8:31.0,K. Love makes free throw 1 of 2,,33,28
138,2,8:31.0,K. Love misses free throw 2 of 2,,33,28
139,2,8:30.0,,Defensive rebound by J. Holiday,33,28
140,2,8:14.0,,N. Cole misses 2-pt jump shot from 20 ft,33,28
141,2,8:13.0,Defensive rebound by K. Love,,33,28
142,2,8:07.0,M. Williams makes 2-pt jump shot from 16 ft (assist by L. James),,35,28
143,2,7:52.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by N. Cole),35,30
144,2,7:30.0,K. Love misses 3-pt jump shot from 22 ft,,35,30
145,2,7:29.0,Offensive rebound by L. James,,35,30
146,2,7:25.0,K. Love misses 3-pt jump shot from 24 ft,,35,30
147,2,7:22.0,Offensive rebound by Team,,35,30
148,2,7:14.0,K. Love misses 2-pt jump shot from 20 ft,,35,30
149,2,7:14.0,Offensive rebound by Team,,35,30
150,2,7:14.0,,Loose ball foul by R. Anderson (drawn by T. Mozgov),35,30
151,2,7:14.0,,Ö. Aşık enters the game for R. Anderson,35,30
152,2,6:57.0,K. Love misses 2-pt jump shot from 10 ft,,35,30
153,2,6:56.0,,Defensive rebound by A. Davis,35,30
154,2,6:46.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cunningham),35,32
155,2,6:17.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by L. James),,38,32
156,2,6:06.0,,J. Holiday makes 2-pt jump shot from 15 ft,38,34
157,2,5:52.0,,New Orleans full timeout,38,34
158,2,5:52.0,J. Smith enters the game for M. Williams,,38,34
159,2,5:52.0,,T. Evans enters the game for J. Holiday,38,34
160,2,5:45.0,L. James misses 2-pt jump shot from 13 ft,,38,34
161,2,5:44.0,,Defensive rebound by A. Davis,38,34
162,2,5:23.0,,D. Cunningham makes 2-pt jump shot from 18 ft (assist by Ö. Aşık),38,36
163,2,5:05.0,T. Mozgov makes 2-pt layup from 2 ft (assist by M. Dellavedova),,40,36
164,2,4:48.0,,A. Davis misses 2-pt jump shot from 12 ft,40,36
165,2,4:46.0,,Offensive rebound by D. Cunningham,40,36
166,2,4:40.0,,N. Cole makes 2-pt layup from 1 ft (assist by D. Cunningham),40,38
167,2,4:16.0,L. James makes 3-pt jump shot from 28 ft (assist by K. Love),,43,38
168,2,4:08.0,,Personal foul by T. Mozgov (drawn by A. Davis),43,38
169,2,4:08.0,,New Orleans full timeout,43,38
170,2,4:08.0,,R. Anderson enters the game for A. Davis,43,38
171,2,4:08.0,A. Varejão enters the game for T. Mozgov,,43,38
172,2,4:00.0,,Ö. Aşık misses 2-pt layup at rim (block by L. James),43,38
173,2,3:59.0,Defensive rebound by M. Dellavedova,,43,38
174,2,3:50.0,K. Love makes 2-pt hook shot from 9 ft,,45,38
175,2,3:33.0,,Shooting foul by L. James (drawn by R. Anderson),45,38
176,2,3:33.0,Technical foul by L. James,,45,38
177,2,3:33.0,,R. Anderson makes technical free throw,45,39
178,2,3:33.0,,R. Anderson makes free throw 1 of 2,45,40
179,2,3:33.0,,E. Gordon enters the game for N. Cole,45,40
180,2,3:33.0,,R. Anderson misses free throw 2 of 2,45,40
181,2,3:32.0,Defensive rebound by K. Love,,45,40
182,2,3:15.0,J. Smith misses 3-pt jump shot from 25 ft,,45,40
183,2,3:14.0,,Defensive rebound by T. Evans,45,40
184,2,3:09.0,,D. Cunningham makes 2-pt layup at rim (assist by T. Evans),45,42
185,2,2:52.0,L. James makes 2-pt dunk at rim (assist by M. Dellavedova),,47,42
186,2,2:29.0,,Shooting foul by J. Smith (drawn by R. Anderson),47,42
187,2,2:29.0,Cleveland full timeout,,47,42
188,2,2:29.0,,A. Davis enters the game for Ö. Aşık,47,42
189,2,2:29.0,,R. Anderson makes free throw 1 of 2,47,43
190,2,2:29.0,,R. Anderson makes free throw 2 of 2,47,44
191,2,2:09.0,L. James misses 3-pt jump shot from 29 ft,,47,44
192,2,2:08.0,,Defensive rebound by E. Gordon,47,44
193,2,1:55.0,,Shooting foul by J. Smith (drawn by T. Evans),47,44
194,2,1:55.0,,T. Evans misses free throw 1 of 2,47,44
195,2,1:55.0,,Offensive rebound by Team,47,44
196,2,1:55.0,M. Williams enters the game for J. Smith,,47,44
197,2,1:55.0,,T. Evans makes free throw 2 of 2,47,45
198,2,1:35.0,L. James misses 2-pt jump shot from 10 ft,,47,45
199,2,1:34.0,,Defensive rebound by T. Evans,47,45
200,2,1:28.0,,T. Evans makes 2-pt layup from 1 ft,47,47
201,2,1:07.0,K. Love makes 2-pt jump shot from 16 ft (assist by M. Williams),,49,47
202,2,1:00.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Evans),49,50
203,2,0:49.0,M. Dellavedova misses 2-pt layup from 2 ft,,49,50
204,2,0:48.0,,Defensive rebound by T. Evans,49,50
205,2,0:42.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cunningham),49,52
206,2,0:32.0,Shooting foul by A. Davis (drawn by A. Varejão),,49,52
207,2,0:32.0,A. Varejão makes free throw 1 of 2,,50,52
208,2,0:32.0,R. Jefferson enters the game for L. James,,50,52
209,2,0:32.0,A. Varejão makes free throw 2 of 2,,51,52
210,2,0:22.0,,Turnover by D. Cunningham (bad pass; steal by R. Jefferson),51,52
211,2,0:17.0,Cleveland full timeout,,51,52
212,2,0:17.0,,A. Gee enters the game for R. Anderson,51,52
213,2,0:17.0,L. James enters the game for A. Varejão,,51,52
214,2,0:01.0,K. Love makes 2-pt hook shot from 4 ft (assist by L. James),,53,52
215,2,0:00.0,,A. Gee misses 3-pt jump shot from 42 ft,53,52
216,2,0:00.0,,Offensive rebound by Team,53,52
217,3,11:43.0,Personal foul by A. Gee (drawn by L. James),,53,52
218,3,11:37.0,M. Dellavedova makes 2-pt jump shot from 16 ft,,55,52
219,3,11:25.0,,A. Davis makes 3-pt jump shot from 24 ft (assist by E. Gordon),55,55
220,3,11:08.0,T. Mozgov makes 2-pt dunk at rim (assist by L. James),,57,55
221,3,10:48.0,,T. Evans misses 2-pt jump shot from 6 ft,57,55
222,3,10:47.0,Defensive rebound by J. Smith,,57,55
223,3,10:40.0,Personal foul by A. Gee (drawn by K. Love),,57,55
224,3,10:40.0,,D. Cunningham enters the game for A. Gee,57,55
225,3,10:29.0,J. Smith makes 3-pt jump shot from 25 ft,,60,55
226,3,10:04.0,,E. Gordon misses 2-pt layup from 3 ft,60,55
227,3,10:03.0,Defensive rebound by M. Dellavedova,,60,55
228,3,9:54.0,K. Love misses 3-pt jump shot from 26 ft,,60,55
229,3,9:53.0,,Defensive rebound by T. Evans,60,55
230,3,9:50.0,,Shooting foul by M. Dellavedova (drawn by A. Davis),60,55
231,3,9:50.0,,A. Davis misses free throw 1 of 2,60,55
232,3,9:50.0,,Offensive rebound by Team,60,55
233,3,9:50.0,,A. Davis makes free throw 2 of 2,60,56
234,3,9:37.0,J. Smith misses 3-pt jump shot from 23 ft,,60,56
235,3,9:36.0,Offensive rebound by K. Love,,60,56
236,3,9:27.0,L. James misses 2-pt jump shot from 8 ft,,60,56
237,3,9:26.0,Offensive rebound by K. Love,,60,56
238,3,9:23.0,Personal foul by D. Cunningham (drawn by T. Mozgov),,60,56
239,3,9:09.0,L. James misses 2-pt layup at rim,,60,56
240,3,9:08.0,Offensive rebound by T. Mozgov,,60,56
241,3,9:08.0,T. Mozgov makes 2-pt layup at rim,,62,56
242,3,8:56.0,,E. Gordon makes 2-pt jump shot from 21 ft (assist by T. Evans),62,58
243,3,8:43.0,L. James misses 2-pt layup from 2 ft,,62,58
244,3,8:42.0,,Defensive rebound by Ö. Aşık,62,58
245,3,8:36.0,,E. Gordon misses 3-pt jump shot from 26 ft,62,58
246,3,8:35.0,,Offensive rebound by D. Cunningham,62,58
247,3,8:21.0,,Shooting foul by L. James (drawn by Ö. Aşık),62,58
248,3,8:21.0,,Ö. Aşık misses free throw 1 of 2,62,58
249,3,8:21.0,,Offensive rebound by Team,62,58
250,3,8:21.0,,Ö. Aşık makes free throw 2 of 2,62,59
251,3,8:05.0,J. Smith misses 3-pt jump shot from 24 ft,,62,59
252,3,8:04.0,,Defensive rebound by Ö. Aşık,62,59
253,3,7:58.0,,T. Evans makes 2-pt layup from 1 ft,62,61
254,3,7:42.0,Shooting foul by Ö. Aşık (drawn by K. Love),,62,61
255,3,7:42.0,K. Love makes free throw 1 of 2,,63,61
256,3,7:42.0,M. Williams enters the game for M. Dellavedova,,63,61
257,3,7:42.0,K. Love misses free throw 2 of 2,,63,61
258,3,7:42.0,,Defensive rebound by A. Davis,63,61
259,3,7:21.0,,E. Gordon makes 2-pt jump shot from 7 ft,63,63
260,3,7:04.0,T. Mozgov misses 2-pt layup from 2 ft,,63,63
261,3,7:03.0,,Defensive rebound by A. Davis,63,63
262,3,6:58.0,,Turnover by E. Gordon (bad pass; steal by K. Love),63,63
263,3,6:40.0,K. Love misses 2-pt jump shot from 17 ft,,63,63
264,3,6:39.0,,Defensive rebound by D. Cunningham,63,63
265,3,6:33.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),63,66
266,3,6:32.0,Cleveland full timeout,,63,66
267,3,6:32.0,T. Thompson enters the game for T. Mozgov,,63,66
268,3,6:24.0,Personal foul by T. Evans (drawn by L. James),,63,66
269,3,6:24.0,L. James misses free throw 1 of 2,,63,66
270,3,6:24.0,Offensive rebound by Team,,63,66
271,3,6:24.0,L. James makes free throw 2 of 2,,64,66
272,3,6:00.0,,A. Davis makes 2-pt jump shot from 18 ft,64,68
273,3,5:33.0,L. James misses 2-pt jump shot from 20 ft,,64,68
274,3,5:32.0,Offensive rebound by T. Thompson,,64,68
275,3,5:24.0,L. James misses 2-pt layup from 1 ft,,64,68
276,3,5:24.0,,Defensive rebound by D. Cunningham,64,68
277,3,5:18.0,,T. Evans makes 2-pt layup from 1 ft,64,70
278,3,5:11.0,Shooting foul by D. Cunningham (drawn by L. James),,64,70
279,3,5:11.0,L. James makes free throw 1 of 2,,65,70
280,3,5:11.0,,J. Holiday enters the game for T. Evans,65,70
281,3,5:11.0,L. James makes free throw 2 of 2,,66,70
282,3,5:00.0,,Offensive foul by Ö. Aşık (drawn by J. Smith),66,70
283,3,5:00.0,,Turnover by Ö. Aşık (offensive foul),66,70
284,3,5:00.0,M. Dellavedova enters the game for J. Smith,,66,70
285,3,4:40.0,Turnover by L. James (bad pass; steal by Ö. Aşık),,66,70
286,3,4:32.0,,Shooting foul by M. Williams (drawn by J. Holiday),66,70
287,3,4:32.0,,J. Holiday makes free throw 1 of 2,66,71
288,3,4:32.0,,R. Anderson enters the game for Ö. Aşık,66,71
289,3,4:32.0,R. Jefferson enters the game for L. James,,66,71
290,3,4:32.0,,J. Holiday misses free throw 2 of 2,66,71
291,3,4:31.0,Defensive rebound by K. Love,,66,71
292,3,4:12.0,M. Williams misses 2-pt jump shot from 16 ft,,66,71
293,3,4:11.0,,Defensive rebound by D. Cunningham,66,71
294,3,4:04.0,,A. Davis makes 2-pt jump shot from 9 ft (assist by J. Holiday),66,73
295,3,3:50.0,Turnover by M. Dellavedova (lost ball; steal by J. Holiday),,66,73
296,3,3:36.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by E. Gordon),66,76
297,3,3:20.0,Turnover by M. Dellavedova (bad pass; steal by D. Cunningham),,66,76
298,3,3:18.0,,Personal foul by M. Williams (drawn by A. Davis),66,76
299,3,3:18.0,,L. Babbitt enters the game for D. Cunningham,66,76
300,3,3:18.0,J. Jones enters the game for K. Love,,66,76
301,3,3:08.0,,A. Davis misses 3-pt jump shot from 25 ft,66,76
302,3,3:08.0,Defensive rebound by M. Williams,,66,76
303,3,3:03.0,Personal foul by J. Holiday (drawn by J. Jones),,66,76
304,3,3:03.0,J. Jones makes free throw 1 of 2,,67,76
305,3,3:03.0,J. Jones makes free throw 2 of 2,,68,76
306,3,2:53.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by J. Holiday),68,79
307,3,2:31.0,M. Williams makes 2-pt jump shot from 11 ft,,70,79
308,3,2:18.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),70,82
309,3,2:01.0,J. Jones makes 3-pt jump shot from 26 ft (assist by M. Williams),,73,82
310,3,1:43.0,,Turnover by A. Davis (bad pass),73,82
311,3,1:43.0,,New Orleans full timeout,73,82
312,3,1:33.0,M. Williams makes 2-pt jump shot from 19 ft,,75,82
313,3,1:10.0,,A. Davis misses 2-pt jump shot from 8 ft,75,82
314,3,1:09.0,,Offensive rebound by R. Anderson,75,82
315,3,1:08.0,,R. Anderson misses 2-pt layup from 2 ft,75,82
316,3,1:06.0,,Offensive rebound by J. Holiday,75,82
317,3,1:05.0,,Turnover by J. Holiday (bad pass; steal by R. Jefferson),75,82
318,3,0:57.0,Offensive foul by T. Thompson (drawn by E. Gordon),,75,82
319,3,0:57.0,Turnover by T. Thompson (offensive foul),,75,82
320,3,0:57.0,,N. Cole enters the game for E. Gordon,75,82
321,3,0:44.0,,N. Cole makes 2-pt layup from 3 ft,75,84
322,3,0:21.0,M. Williams misses 2-pt jump shot from 17 ft,,75,84
323,3,0:20.0,Offensive rebound by T. Thompson,,75,84
324,3,0:19.0,T. Thompson makes 2-pt layup from 2 ft,,77,84
325,3,0:02.0,,J. Holiday misses 3-pt jump shot from 25 ft,77,84
326,3,0:01.0,Defensive rebound by J. Jones,,77,84
327,4,11:43.0,,R. Anderson misses 2-pt jump shot from 9 ft,77,84
328,4,11:42.0,Defensive rebound by L. James,,77,84
329,4,11:24.0,T. Thompson misses 2-pt jump shot from 6 ft,,77,84
330,4,11:23.0,,Defensive rebound by Team,77,84
331,4,11:13.0,,Shooting foul by R. Jefferson (drawn by Ö. Aşık),77,84
332,4,11:13.0,,Ö. Aşık misses free throw 1 of 2,77,84
333,4,11:13.0,,Offensive rebound by Team,77,84
334,4,11:13.0,,Ö. Aşık makes free throw 2 of 2,77,85
335,4,10:51.0,T. Thompson makes 2-pt layup from 2 ft (assist by M. Williams),,79,85
336,4,10:34.0,,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),79,87
337,4,10:20.0,Turnover by L. James (bad pass; steal by J. Holiday),,79,87
338,4,10:14.0,Offensive charge foul by R. Anderson (drawn by J. Jones),,79,87
339,4,10:14.0,,Turnover by R. Anderson (offensive foul),79,87
340,4,10:03.0,L. James misses 3-pt jump shot from 26 ft,,79,87
341,4,10:02.0,,Defensive rebound by Ö. Aşık,79,87
342,4,9:55.0,,Personal foul by R. Jefferson (drawn by N. Cole),79,87
343,4,9:40.0,,N. Cole misses 2-pt jump shot from 22 ft,79,87
344,4,9:39.0,Defensive rebound by L. James,,79,87
345,4,9:34.0,J. Jones misses 3-pt jump shot from 25 ft,,79,87
346,4,9:32.0,,Defensive rebound by J. Holiday,79,87
347,4,9:26.0,,J. Holiday misses 2-pt jump shot from 8 ft,79,87
348,4,9:24.0,Defensive rebound by T. Thompson,,79,87
349,4,9:18.0,Personal foul by J. Holiday (drawn by L. James),,79,87
350,4,9:18.0,M. Dellavedova enters the game for M. Williams,,79,87
351,4,9:12.0,L. James makes 2-pt layup from 1 ft,,81,87
352,4,9:00.0,,N. Cole misses 2-pt jump shot from 8 ft,81,87
353,4,8:59.0,,Offensive rebound by Ö. Aşık,81,87
354,4,8:58.0,,Shooting foul by R. Jefferson (drawn by Ö. Aşık),81,87
355,4,8:58.0,Official timeout,,81,87
356,4,8:58.0,J. Smith enters the game for R. Jefferson,,81,87
357,4,8:58.0,,A. Davis enters the game for R. Anderson,81,87
358,4,8:58.0,,T. Evans enters the game for J. Holiday,81,87
359,4,8:58.0,,Ö. Aşık makes free throw 1 of 2,81,88
360,4,8:58.0,,Ö. Aşık makes free throw 2 of 2,81,89
361,4,8:43.0,L. James misses 3-pt jump shot from 25 ft,,81,89
362,4,8:42.0,,Defensive rebound by A. Davis,81,89
363,4,8:23.0,,T. Evans misses 2-pt jump shot from 4 ft,81,89
364,4,8:22.0,Defensive rebound by T. Thompson,,81,89
365,4,8:13.0,J. Jones misses 3-pt jump shot from 24 ft,,81,89
366,4,8:12.0,,Defensive rebound by D. Cunningham,81,89
367,4,7:59.0,,A. Davis misses 2-pt jump shot from 19 ft,81,89
368,4,7:58.0,,Offensive rebound by Ö. Aşık,81,89
369,4,7:39.0,,A. Davis makes 3-pt jump shot from 26 ft (assist by T. Evans),81,92
370,4,7:16.0,Turnover by L. James (bad pass; steal by A. Davis),,81,92
371,4,7:15.0,,Personal foul by J. Jones (drawn by T. Evans),81,92
372,4,7:15.0,,R. Anderson enters the game for Ö. Aşık,81,92
373,4,7:15.0,K. Love enters the game for J. Jones,,81,92
374,4,6:52.0,,D. Cunningham makes 2-pt jump shot from 20 ft (assist by T. Evans),81,94
375,4,6:32.0,L. James misses 2-pt layup from 1 ft,,81,94
376,4,6:31.0,Offensive rebound by K. Love,,81,94
377,4,6:23.0,L. James makes 2-pt layup from 2 ft,,83,94
378,4,5:59.0,,N. Cole misses 3-pt jump shot from 25 ft,83,94
379,4,5:58.0,Defensive rebound by L. James,,83,94
380,4,5:44.0,Shooting foul by A. Davis (drawn by L. James),,83,94
381,4,5:44.0,,New Orleans full timeout,83,94
382,4,5:44.0,,E. Gordon enters the game for N. Cole,83,94
383,4,5:44.0,L. James makes free throw 1 of 2,,84,94
384,4,5:44.0,L. James makes free throw 2 of 2,,85,94
385,4,5:27.0,,T. Evans makes 2-pt layup from 1 ft,85,96
386,4,5:17.0,Personal foul by T. Evans (drawn by J. Smith),,85,96
387,4,5:01.0,L. James makes 2-pt layup at rim,,87,96
388,4,4:46.0,,R. Anderson misses 3-pt jump shot from 23 ft,87,96
389,4,4:45.0,Defensive rebound by T. Thompson,,87,96
390,4,4:31.0,L. James makes 2-pt layup from 1 ft,,89,96
391,4,4:11.0,,Turnover by T. Evans (bad pass; steal by T. Thompson),89,96
392,4,4:02.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),,92,96
