,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
0,1,11:34.0,,I. Mahinmi misses 2-pt layup from 2 ft,0,0
1,1,11:33.0,,Offensive rebound by G. Hill,0,0
2,1,11:33.0,,G. Hill makes 2-pt layup at rim,0,2
3,1,11:16.0,H. Thompson misses 3-pt jump shot from 23 ft,,0,2
4,1,11:15.0,,Defensive rebound by G. Hill,0,2
5,1,11:10.0,,G. Hill misses 3-pt jump shot from 26 ft,0,2
6,1,11:09.0,Defensive rebound by H. Thompson,,0,2
7,1,10:54.0,I. Canaan makes 2-pt layup from 1 ft,,2,2
8,1,10:41.0,,M. Turner misses 2-pt jump shot from 11 ft,2,2
9,1,10:40.0,Defensive rebound by N. Noel,,2,2
10,1,10:21.0,Turnover by I. Canaan (bad pass; steal by M. Ellis),,2,2
11,1,10:08.0,,P. George makes 2-pt layup at rim,2,4
12,1,9:55.0,I. Canaan misses 2-pt jump shot from 17 ft,,2,4
13,1,9:54.0,,Defensive rebound by P. George,2,4
14,1,9:47.0,,P. George misses 3-pt jump shot from 26 ft,2,4
15,1,9:46.0,Defensive rebound by N. Noel,,2,4
16,1,9:33.0,H. Thompson makes 2-pt layup from 1 ft,,4,4
17,1,9:19.0,,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),4,6
18,1,9:07.0,N. Noel makes 2-pt jump shot from 20 ft (assist by J. Grant),,6,6
19,1,8:52.0,,I. Mahinmi makes 2-pt layup from 1 ft,6,8
20,1,8:37.0,N. Noel makes 2-pt jump shot from 8 ft (assist by H. Thompson),,8,8
21,1,8:21.0,,Turnover by M. Turner (3 sec),8,8
22,1,8:21.0,E. Brand enters the game for N. Noel,,8,8
23,1,8:08.0,H. Thompson misses 2-pt jump shot from 17 ft,,8,8
24,1,8:08.0,,Defensive rebound by M. Turner,8,8
25,1,7:53.0,,P. George makes 2-pt jump shot from 9 ft,8,10
26,1,7:35.0,J. Grant misses 2-pt jump shot from 3 ft,,8,10
27,1,7:34.0,,Defensive rebound by P. George,8,10
28,1,7:27.0,,I. Mahinmi makes 2-pt layup at rim (assist by M. Turner),8,12
29,1,7:13.0,I. Canaan misses 2-pt jump shot from 21 ft,,8,12
30,1,7:12.0,,Defensive rebound by P. George,8,12
31,1,6:49.0,,M. Ellis misses 3-pt jump shot from 22 ft,8,12
32,1,6:48.0,Defensive rebound by H. Thompson,,8,12
33,1,6:30.0,J. Grant makes 2-pt jump shot from 19 ft,,10,12
34,1,6:23.0,,Indiana full timeout,10,12
35,1,6:23.0,N. Stauskas enters the game for H. Thompson,,10,12
36,1,6:10.0,Offensive charge foul by M. Turner (drawn by J. Grant),,10,12
37,1,6:10.0,,Turnover by M. Turner (offensive foul),10,12
38,1,6:10.0,S. Weems enters the game for I. Canaan,,10,12
39,1,6:01.0,Turnover by N. Stauskas (bad pass; steal by M. Ellis),,10,12
40,1,5:56.0,,M. Turner makes 2-pt dunk at rim (assist by M. Ellis),10,14
41,1,5:34.0,N. Stauskas misses 3-pt jump shot from 28 ft,,10,14
42,1,5:33.0,,Defensive rebound by G. Hill,10,14
43,1,5:18.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by G. Hill),10,16
44,1,5:00.0,I. Smith misses 2-pt jump shot from 19 ft,,10,16
45,1,5:00.0,,Defensive rebound by M. Turner,10,16
46,1,4:48.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by P. George),10,19
47,1,4:46.0,Philadelphia full timeout,,10,19
48,1,4:46.0,C. Landry enters the game for J. Grant,,10,19
49,1,4:46.0,,R. Stuckey enters the game for G. Hill,10,19
50,1,4:31.0,E. Brand misses 2-pt jump shot from 14 ft,,10,19
51,1,4:31.0,,Defensive rebound by M. Turner,10,19
52,1,4:24.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by R. Stuckey),10,21
53,1,4:24.0,,Shooting foul by C. Landry (drawn by I. Mahinmi),10,21
54,1,4:24.0,,I. Mahinmi misses free throw 1 of 1,10,21
55,1,4:24.0,Defensive rebound by S. Weems,,10,21
56,1,4:02.0,C. Landry misses 2-pt jump shot from 4 ft,,10,21
57,1,4:02.0,,Defensive rebound by I. Mahinmi,10,21
58,1,3:42.0,,Turnover by I. Mahinmi (lost ball; steal by I. Smith),10,21
59,1,3:32.0,Shooting foul by R. Stuckey (drawn by N. Stauskas),,10,21
60,1,3:32.0,N. Stauskas makes free throw 1 of 2,,11,21
