,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,A. Davis makes 2-pt jump shot from 21 ft (assist by N. Cole),,2,0
1,1,11:28.0,,Turnover by K. Durant (bad pass; steal by A. Gee),2,0
2,1,11:22.0,A. Davis makes 2-pt jump shot from 11 ft (assist by A. Gee),,4,0
3,1,11:03.0,,R. Westbrook misses 3-pt jump shot from 23 ft,4,0
4,1,11:03.0,,Offensive rebound by S. Adams,4,0
5,1,10:59.0,,Turnover by S. Adams (bad pass; steal by A. Davis),4,0
6,1,10:51.0,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),,6,0
7,1,10:32.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by S. Ibaka),6,3
8,1,10:15.0,N. Cole misses 2-pt layup from 3 ft,,6,3
9,1,10:14.0,,Defensive rebound by S. Ibaka,6,3
10,1,10:08.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),6,5
11,1,9:52.0,Turnover by A. Davis (bad pass),,6,5
12,1,9:38.0,,R. Westbrook misses 2-pt jump shot from 13 ft,6,5
13,1,9:38.0,Defensive rebound by Ö. Aşık,,6,5
14,1,9:28.0,A. Davis misses 3-pt jump shot from 24 ft,,6,5
15,1,9:28.0,,Defensive rebound by Team,6,5
16,1,9:07.0,,K. Durant misses 3-pt jump shot from 25 ft,6,5
17,1,9:07.0,Defensive rebound by N. Cole,,6,5
18,1,8:52.0,A. Davis misses 2-pt jump shot from 9 ft (block by S. Ibaka),,6,5
19,1,8:51.0,,Defensive rebound by R. Westbrook,6,5
20,1,8:46.0,,R. Westbrook makes 2-pt layup from 1 ft,6,7
21,1,8:33.0,N. Cole misses 2-pt jump shot from 15 ft,,6,7
22,1,8:33.0,,Defensive rebound by R. Westbrook,6,7
23,1,8:22.0,,R. Westbrook misses 2-pt jump shot from 5 ft,6,7
24,1,8:21.0,Defensive rebound by A. Davis,,6,7
25,1,8:15.0,D. Cunningham makes 2-pt jump shot from 15 ft (assist by A. Davis),,8,7
26,1,7:55.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by S. Ibaka),8,9
27,1,7:43.0,N. Cole makes 2-pt jump shot from 13 ft,,10,9
28,1,7:28.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),10,11
29,1,7:20.0,Personal foul by R. Westbrook (drawn by N. Cole),,10,11
30,1,7:16.0,N. Cole misses 2-pt jump shot from 8 ft,,10,11
31,1,7:15.0,,Defensive rebound by D. Waiters,10,11
32,1,7:01.0,,S. Ibaka misses 2-pt jump shot from 18 ft,10,11
33,1,7:01.0,Defensive rebound by Ö. Aşık,,10,11
34,1,6:50.0,Shooting foul by S. Ibaka (drawn by A. Davis),,10,11
35,1,6:50.0,A. Davis misses free throw 1 of 2,,10,11
36,1,6:50.0,Offensive rebound by Team,,10,11
37,1,6:50.0,A. Davis makes free throw 2 of 2,,11,11
38,1,6:39.0,,S. Ibaka makes 2-pt hook shot from 5 ft,11,13
39,1,6:28.0,Shooting foul by S. Adams (drawn by A. Davis),,11,13
40,1,6:28.0,A. Davis makes free throw 1 of 2,,12,13
41,1,6:28.0,J. Holiday enters the game for N. Cole,,12,13
42,1,6:28.0,A. Davis makes free throw 2 of 2,,13,13
43,1,6:14.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Ibaka),13,16
44,1,5:59.0,D. Cunningham misses 3-pt jump shot from 22 ft,,13,16
45,1,5:59.0,,Defensive rebound by S. Ibaka,13,16
46,1,5:57.0,,Personal block foul by A. Davis (drawn by K. Durant),13,16
47,1,5:57.0,,Oklahoma City full timeout,13,16
48,1,5:36.0,,K. Durant misses 2-pt jump shot from 6 ft,13,16
49,1,5:36.0,Defensive rebound by A. Davis,,13,16
50,1,5:14.0,A. Davis misses 2-pt jump shot from 18 ft,,13,16
