,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
398,4,6:10.0,,Shooting foul by I. Shumpert (drawn by A. Iguodala),67,73
399,4,6:10.0,,A. Iguodala makes free throw 1 of 2,67,74
400,4,6:10.0,,A. Iguodala makes free throw 2 of 2,67,75
401,4,5:56.0,K. Irving makes 2-pt jump shot from 11 ft (assist by L. James),,69,75
402,4,5:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,69,75
403,4,5:38.0,Defensive rebound by L. James,,69,75
404,4,5:27.0,K. Love misses 2-pt layup from 2 ft,,69,75
405,4,5:25.0,,Defensive rebound by D. Green,69,75
406,4,5:19.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),69,77
407,4,4:55.0,K. Irving makes 2-pt layup from 2 ft,,71,77
408,4,4:40.0,,D. Green misses 2-pt jump shot from 1 ft,71,77
409,4,4:39.0,,Offensive rebound by D. Green,71,77
410,4,4:39.0,,D. Green misses 2-pt layup from 1 ft,71,77
411,4,4:37.0,Defensive rebound by L. James,,71,77
412,4,4:34.0,L. James misses 2-pt layup from 2 ft (block by A. Iguodala),,71,77
413,4,4:34.0,,Defensive rebound by Team,71,77
414,4,4:34.0,,Golden State full timeout,71,77
415,4,4:21.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Iguodala),71,79
416,4,4:08.0,,Violation by A. Iguodala (kicked ball),71,79
417,4,3:57.0,K. Irving misses 2-pt layup from 1 ft,,71,79
418,4,3:55.0,Offensive rebound by K. Love,,71,79
419,4,3:55.0,K. Love misses 2-pt layup from 1 ft,,71,79
420,4,3:54.0,,Defensive rebound by S. Curry,71,79
421,4,3:48.0,,D. Green makes 2-pt layup from 1 ft (assist by A. Iguodala),71,81
422,4,3:26.0,L. James makes 2-pt dunk at rim,,73,81
423,4,3:09.0,,K. Thompson misses 2-pt layup from 2 ft (block by L. James),73,81
424,4,3:08.0,,Offensive rebound by S. Curry,73,81
425,4,3:03.0,,S. Curry misses 2-pt layup from 2 ft,73,81
426,4,3:03.0,Defensive rebound by K. Love,,73,81
427,4,2:55.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,75,81
428,4,2:36.0,,Offensive foul by S. Livingston (drawn by I. Shumpert),75,81
429,4,2:36.0,,Turnover by S. Livingston (offensive foul),75,81
430,4,2:36.0,Cleveland full timeout,,75,81
431,4,2:36.0,J. Smith enters the game for K. Irving,,75,81
432,4,2:15.0,L. James misses 2-pt layup from 1 ft,,75,81
433,4,2:14.0,Offensive rebound by K. Love,,75,81
434,4,2:14.0,K. Love makes 2-pt layup from 1 ft,,77,81
435,4,1:51.0,,D. Green misses 2-pt layup from 1 ft (block by K. Love),77,81
436,4,1:50.0,Defensive rebound by I. Shumpert,,77,81
437,4,1:33.0,Shooting foul by S. Livingston (drawn by L. James),,77,81
438,4,1:33.0,L. James misses free throw 1 of 2,,77,81
439,4,1:33.0,Offensive rebound by Team,,77,81
440,4,1:33.0,L. James misses free throw 2 of 2,,77,81
441,4,1:32.0,,Defensive rebound by A. Iguodala,77,81
442,4,1:19.0,,S. Curry makes 2-pt layup from 1 ft,77,83
443,4,1:08.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Love),,80,83
444,4,0:58.0,,S. Curry makes 2-pt layup from 2 ft,80,85
445,4,0:58.0,Cleveland full timeout,,80,85
446,4,0:50.0,L. James misses 2-pt jump shot from 3 ft,,80,85
447,4,0:48.0,,Defensive rebound by S. Curry,80,85
448,4,0:29.0,,S. Curry misses 3-pt jump shot from 26 ft,80,85
449,4,0:28.0,Defensive rebound by K. Love,,80,85
450,4,0:20.0,Shooting foul by D. Green (drawn by L. James),,80,85
451,4,0:20.0,L. James makes free throw 1 of 2,,81,85
452,4,0:20.0,T. Thompson enters the game for K. Love,,81,85
453,4,0:20.0,,Golden State full timeout,81,85
454,4,0:20.0,L. James misses free throw 2 of 2,,81,85
455,4,0:20.0,,Defensive rebound by Team,81,85
456,4,0:20.0,Loose ball foul by M. Dellavedova (drawn by A. Iguodala),,81,85
457,4,0:20.0,,A. Iguodala misses free throw 1 of 2,81,85
458,4,0:20.0,,Offensive rebound by Team,81,85
459,4,0:20.0,K. Love enters the game for I. Shumpert,,81,85
460,4,0:20.0,,A. Iguodala misses free throw 2 of 2,81,85
461,4,0:19.0,Defensive rebound by K. Love,,81,85
462,4,0:19.0,Cleveland full timeout,,81,85
463,4,0:13.0,L. James misses 3-pt jump shot from 28 ft,,81,85
464,4,0:13.0,,Defensive rebound by Team,81,85
465,4,0:13.0,Loose ball foul by T. Thompson (drawn by A. Iguodala),,81,85
466,4,0:13.0,,A. Iguodala makes free throw 1 of 2,81,86
467,4,0:13.0,,A. Iguodala makes free throw 2 of 2,81,87
468,4,0:08.0,Shooting foul by S. Livingston (drawn by J. Smith),,81,87
469,4,0:08.0,J. Smith misses free throw 1 of 3,,81,87
470,4,0:08.0,Offensive rebound by Team,,81,87
471,4,0:08.0,J. Smith makes free throw 2 of 3,,82,87
472,4,0:08.0,J. Smith makes free throw 3 of 3,,83,87
473,4,0:08.0,,Personal foul by M. Dellavedova (drawn by D. Green),83,87
474,4,0:08.0,,D. Green makes free throw 1 of 2,83,88
475,4,0:08.0,,D. Green makes free throw 2 of 2,83,89
476,4,0:08.0,Cleveland full timeout,,83,89
477,4,0:05.0,J. Smith misses 3-pt jump shot from 25 ft,,83,89
478,4,0:05.0,,Defensive rebound by D. Green,83,89
