,QUARTER,TIME_REMAINING,DENVER_ACTION,CHICAGO_ACTION,DENVER_SCORE,CHICAGO_SCORE
386,4,6:05.0,,T. Gibson misses 2-pt layup at rim,81,82
387,4,6:04.0,Defensive rebound by J. Lauvergne,,81,82
388,4,5:48.0,J. Lauvergne misses 2-pt jump shot from 9 ft,,81,82
389,4,5:47.0,,Defensive rebound by T. Gibson,81,82
390,4,5:41.0,,J. Butler makes 2-pt layup from 2 ft,81,84
391,4,5:41.0,,Shooting foul by J. Nelson (drawn by J. Butler),81,84
392,4,5:41.0,,J. Noah enters the game for T. Gibson,81,84
393,4,5:41.0,D. Gallinari enters the game for J. Lauvergne,,81,84
394,4,5:41.0,J. Hickson enters the game for D. Arthur,,81,84
395,4,5:41.0,K. Faried enters the game for J. Nelson,,81,84
396,4,5:41.0,E. Mudiay enters the game for M. Miller,,81,84
397,4,5:41.0,,J. Butler makes free throw 1 of 1,81,85
398,4,5:22.0,J. Hickson misses 2-pt jump shot from 8 ft,,81,85
399,4,5:21.0,,Defensive rebound by P. Gasol,81,85
400,4,5:10.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Butler),81,87
401,4,4:53.0,Offensive foul by J. Hickson (drawn by D. Rose),,81,87
402,4,4:53.0,Turnover by J. Hickson (offensive foul),,81,87
403,4,4:31.0,,P. Gasol makes 2-pt jump shot from 10 ft,81,89
404,4,4:11.0,E. Mudiay misses 2-pt jump shot from 14 ft,,81,89
405,4,4:10.0,,Defensive rebound by J. Noah,81,89
406,4,4:01.0,,J. Butler misses 3-pt jump shot from 24 ft,81,89
407,4,4:00.0,Defensive rebound by W. Barton,,81,89
408,4,3:54.0,W. Barton makes 2-pt layup from 1 ft,,83,89
409,4,3:34.0,,P. Gasol misses 2-pt jump shot from 18 ft,83,89
410,4,3:33.0,Defensive rebound by J. Hickson,,83,89
411,4,3:24.0,W. Barton misses 2-pt jump shot from 9 ft,,83,89
412,4,3:23.0,Offensive rebound by W. Barton,,83,89
413,4,3:20.0,Offensive foul by K. Faried (drawn by J. Butler),,83,89
414,4,3:20.0,Turnover by K. Faried (offensive foul),,83,89
415,4,3:20.0,,Chicago full timeout,83,89
416,4,3:01.0,,J. Butler makes 2-pt jump shot from 17 ft,83,91
417,4,2:51.0,D. Gallinari misses 2-pt jump shot from 22 ft,,83,91
418,4,2:50.0,Offensive rebound by K. Faried,,83,91
419,4,2:48.0,J. Hickson makes 2-pt dunk at rim (assist by K. Faried),,85,91
420,4,2:30.0,,D. Rose misses 2-pt jump shot from 18 ft,85,91
421,4,2:29.0,Defensive rebound by D. Gallinari,,85,91
422,4,2:22.0,J. Hickson makes 2-pt dunk at rim (assist by E. Mudiay),,87,91
423,4,2:07.0,,Shooting foul by J. Hickson (drawn by D. Rose),87,91
424,4,2:07.0,,D. Rose makes free throw 1 of 2,87,92
425,4,2:07.0,,D. Rose makes free throw 2 of 2,87,93
426,4,1:55.0,D. Gallinari misses 3-pt jump shot from 26 ft,,87,93
427,4,1:54.0,,Defensive rebound by D. McDermott,87,93
428,4,1:39.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),87,95
429,4,1:39.0,Denver full timeout,,87,95
430,4,1:30.0,W. Barton misses 3-pt jump shot from 23 ft,,87,95
431,4,1:29.0,,Defensive rebound by P. Gasol,87,95
432,4,1:10.0,,D. Rose misses 3-pt jump shot from 25 ft,87,95
433,4,1:09.0,,Offensive rebound by J. Noah,87,95
434,4,1:09.0,,J. Noah misses 2-pt layup from 2 ft,87,95
435,4,1:08.0,Defensive rebound by W. Barton,,87,95
436,4,1:01.0,E. Mudiay misses 3-pt jump shot from 23 ft,,87,95
437,4,0:59.0,,Defensive rebound by P. Gasol,87,95
438,4,0:53.0,,Personal take foul by K. Faried (drawn by J. Butler),87,95
439,4,0:52.0,,Personal take foul by J. Hickson (drawn by J. Noah),87,95
440,4,0:52.0,,J. Noah makes free throw 1 of 2,87,96
441,4,0:52.0,,J. Noah misses free throw 2 of 2,87,96
442,4,0:51.0,Defensive rebound by K. Faried,,87,96
443,4,0:51.0,M. Miller enters the game for J. Hickson,,87,96
444,4,0:51.0,Denver full timeout,,87,96
445,4,0:48.0,D. Gallinari makes 2-pt dunk at rim,,89,96
446,4,0:47.0,,Personal take foul by M. Miller (drawn by P. Gasol),89,96
447,4,0:47.0,,P. Gasol misses free throw 1 of 2,89,96
448,4,0:47.0,,Offensive rebound by Team,89,96
449,4,0:47.0,,P. Gasol misses free throw 2 of 2,89,96
450,4,0:43.0,Defensive rebound by K. Faried,,89,96
451,4,0:35.0,M. Miller misses 3-pt jump shot from 24 ft,,89,96
452,4,0:33.0,,Defensive rebound by P. Gasol,89,96
453,4,0:29.0,,Personal take foul by E. Mudiay (drawn by D. Rose),89,96
454,4,0:29.0,,D. Rose makes free throw 1 of 2,89,97
455,4,0:29.0,,T. Snell enters the game for P. Gasol,89,97
456,4,0:29.0,D. Arthur enters the game for K. Faried,,89,97
457,4,0:29.0,,D. Rose misses free throw 2 of 2,89,97
458,4,0:29.0,Defensive rebound by M. Miller,,89,97
459,4,0:19.0,Personal foul by J. Noah (drawn by W. Barton),,89,97
460,4,0:19.0,W. Barton makes free throw 1 of 2,,90,97
461,4,0:19.0,,P. Gasol enters the game for J. Noah,90,97
462,4,0:19.0,W. Barton misses free throw 2 of 2,,90,97
463,4,0:19.0,,Defensive rebound by P. Gasol,90,97
464,4,0:18.0,,Personal take foul by D. Arthur (drawn by P. Gasol),90,97
465,4,0:18.0,,P. Gasol makes free throw 1 of 2,90,98
466,4,0:18.0,,P. Gasol makes free throw 2 of 2,90,99
467,4,0:12.0,E. Mudiay misses 2-pt layup from 3 ft,,90,99
468,4,0:11.0,,Defensive rebound by P. Gasol,90,99
