,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
38,1,6:43.0,,Turnover by B. Knight (bad pass; steal by P. George),12,10
39,1,6:37.0,P. George misses 3-pt jump shot from 22 ft,,12,10
40,1,6:34.0,,Defensive rebound by B. Knight,12,10
41,1,6:22.0,,D. Booker misses 3-pt jump shot from 25 ft,12,10
42,1,6:20.0,Defensive rebound by L. Allen,,12,10
43,1,6:14.0,M. Ellis makes 2-pt jump shot from 18 ft,,14,10
44,1,5:52.0,,B. Knight misses 2-pt layup from 2 ft (block by I. Mahinmi),14,10
45,1,5:50.0,Defensive rebound by M. Ellis,,14,10
46,1,5:31.0,G. Robinson misses 2-pt jump shot from 18 ft,,14,10
47,1,5:29.0,,Defensive rebound by M. Morris,14,10
48,1,5:22.0,,D. Booker makes 2-pt layup from 2 ft (assist by M. Morris),14,12
49,1,5:04.0,Turnover by L. Allen (dbl dribble),,14,12
50,1,5:04.0,,A. Len enters the game for T. Chandler,14,12
51,1,5:04.0,,L. Brown enters the game for B. Knight,14,12
52,1,5:04.0,C. Miles enters the game for G. Robinson,,14,12
53,1,4:53.0,,P. Tucker misses 3-pt jump shot from 23 ft,14,12
54,1,4:51.0,Defensive rebound by P. George,,14,12
55,1,4:38.0,C. Miles makes 3-pt jump shot from 25 ft (assist by P. George),,17,12
56,1,4:20.0,,L. Brown misses 2-pt jump shot from 17 ft,17,12
57,1,4:19.0,Defensive rebound by P. George,,17,12
58,1,4:06.0,Personal foul by P. Tucker (drawn by P. George),,17,12
59,1,3:55.0,Personal foul by A. Len (drawn by I. Mahinmi),,17,12
60,1,3:45.0,M. Ellis misses 2-pt jump shot from 20 ft,,17,12
61,1,3:43.0,,Defensive rebound by M. Morris,17,12
62,1,3:24.0,,L. Brown misses 2-pt jump shot from 16 ft,17,12
63,1,3:22.0,Defensive rebound by C. Miles,,17,12
64,1,3:17.0,Turnover by C. Miles (bad pass; steal by L. Brown),,17,12
65,1,3:12.0,,L. Brown makes 2-pt layup from 1 ft,17,14
66,1,3:12.0,,Shooting foul by L. Allen (drawn by L. Brown),17,14
67,1,3:12.0,Indiana full timeout,,17,14
68,1,3:12.0,J. Young enters the game for I. Mahinmi,,17,14
69,1,3:12.0,M. Turner enters the game for M. Ellis,,17,14
70,1,3:12.0,,L. Brown makes free throw 1 of 1,17,15
71,1,2:56.0,C. Miles misses 3-pt jump shot from 25 ft,,17,15
72,1,2:54.0,,Defensive rebound by P. Tucker,17,15
73,1,2:35.0,,M. Morris makes 2-pt jump shot from 12 ft (assist by P. Tucker),17,17
74,1,2:12.0,M. Turner makes 2-pt layup from 2 ft (assist by J. Young),,19,17
75,1,1:50.0,,M. Morris misses 2-pt jump shot from 15 ft,19,17
76,1,1:48.0,Defensive rebound by L. Allen,,19,17
77,1,1:35.0,Def 3 sec tech foul by A. Len,,19,17
78,1,1:35.0,P. George makes technical free throw,,20,17
79,1,1:35.0,J. Hill enters the game for L. Allen,,20,17
80,1,1:28.0,C. Miles misses 2-pt jump shot from 20 ft,,20,17
81,1,1:26.0,,Defensive rebound by M. Morris,20,17
82,1,1:16.0,,M. Morris misses 2-pt dunk at rim,20,17
83,1,1:11.0,Defensive rebound by J. Hill,,20,17
84,1,0:53.0,Shooting foul by L. Brown (drawn by J. Young),,20,17
85,1,0:53.0,J. Young misses free throw 1 of 2,,20,17
86,1,0:53.0,Offensive rebound by Team,,20,17
87,1,0:53.0,J. Young makes free throw 2 of 2,,21,17
88,1,0:45.0,,Turnover by A. Len (bad pass; steal by J. Young),21,17
89,1,0:43.0,J. Young makes 2-pt layup from 1 ft,,23,17
90,1,0:28.0,,Personal foul by P. George (drawn by P. Tucker),23,17
91,1,0:28.0,C. Budinger enters the game for P. George,,23,17
92,1,0:28.0,,B. Knight enters the game for M. Morris,23,17
93,1,0:16.0,,P. Tucker misses 2-pt jump shot from 21 ft,23,17
94,1,0:14.0,Defensive rebound by Team,,23,17
95,1,0:02.0,M. Turner makes 2-pt jump shot from 19 ft (assist by J. Young),,25,17
96,1,0:00.0,,L. Brown misses 3-pt jump shot from 47 ft,25,17
97,1,0:00.0,,Offensive rebound by Team,25,17
98,2,11:49.0,,Turnover by M. Teletović (bad pass; steal by C. Miles),25,17
99,2,11:45.0,J. Young misses 2-pt layup at rim,,25,17
100,2,11:43.0,Offensive rebound by C. Budinger,,25,17
101,2,11:43.0,Shooting foul by A. Len (drawn by C. Budinger),,25,17
102,2,11:43.0,C. Budinger makes free throw 1 of 2,,26,17
103,2,11:43.0,C. Budinger misses free throw 2 of 2,,26,17
104,2,11:42.0,,Defensive rebound by A. Len,26,17
105,2,11:18.0,,A. Goodwin misses 3-pt jump shot from 24 ft,26,17
106,2,11:16.0,Defensive rebound by C. Budinger,,26,17
107,2,11:07.0,J. Hill misses 2-pt hook shot from 13 ft,,26,17
108,2,11:04.0,,Defensive rebound by B. Knight,26,17
109,2,10:59.0,,Turnover by B. Knight (lost ball; steal by J. Young),26,17
110,2,10:48.0,Turnover by C. Budinger (lost ball),,26,17
111,2,10:38.0,,Turnover by T. Warren (bad pass; steal by C. Miles),26,17
112,2,10:24.0,M. Turner misses 2-pt jump shot from 17 ft,,26,17
113,2,10:23.0,,Defensive rebound by M. Teletović,26,17
114,2,10:15.0,,B. Knight misses 2-pt jump shot from 6 ft,26,17
115,2,10:11.0,Defensive rebound by C. Budinger,,26,17
116,2,10:00.0,J. Young misses 2-pt jump shot from 18 ft,,26,17
117,2,9:58.0,,Defensive rebound by A. Len,26,17
118,2,9:44.0,,Personal foul by C. Miles (drawn by A. Goodwin),26,17
119,2,9:44.0,,T. Chandler enters the game for A. Len,26,17
120,2,9:40.0,,B. Knight misses 2-pt jump shot from 18 ft,26,17
121,2,9:37.0,Defensive rebound by C. Miles,,26,17
122,2,9:32.0,C. Budinger misses 2-pt layup from 2 ft,,26,17
123,2,9:29.0,,Defensive rebound by T. Chandler,26,17
124,2,9:19.0,,T. Warren misses 2-pt jump shot from 14 ft,26,17
125,2,9:18.0,Defensive rebound by J. Hill,,26,17
126,2,9:08.0,C. Miles misses 3-pt jump shot from 26 ft,,26,17
127,2,9:07.0,,Defensive rebound by T. Chandler,26,17
128,2,9:00.0,,M. Teletović misses 2-pt jump shot from 13 ft,26,17
129,2,8:58.0,Defensive rebound by J. Young,,26,17
130,2,8:54.0,Personal foul by B. Knight,,26,17
131,2,8:54.0,Official timeout,,26,17
132,2,8:54.0,,D. Booker enters the game for T. Warren,26,17
133,2,8:54.0,,P. Tucker enters the game for A. Goodwin,26,17
134,2,8:40.0,Turnover by M. Turner (offensive foul),,26,17
135,2,8:40.0,Offensive foul by M. Turner (drawn by M. Teletović),,26,17
136,2,8:33.0,,Offensive foul by P. Tucker (drawn by C. Miles),26,17
137,2,8:33.0,,Turnover by P. Tucker (offensive foul),26,17
138,2,8:23.0,M. Turner misses 2-pt jump shot from 6 ft,,26,17
139,2,8:22.0,Offensive rebound by J. Hill,,26,17
140,2,8:21.0,J. Hill makes 2-pt layup from 1 ft,,28,17
141,2,8:06.0,,M. Teletović misses 3-pt jump shot from 25 ft,28,17
142,2,8:04.0,Defensive rebound by C. Budinger,,28,17
143,2,7:53.0,J. Hill makes 2-pt layup from 1 ft (assist by J. Young),,30,17
144,2,7:32.0,,M. Teletović misses 3-pt jump shot from 25 ft,30,17
145,2,7:30.0,Defensive rebound by C. Budinger,,30,17
146,2,7:21.0,J. Young makes 2-pt jump shot from 21 ft,,32,17
147,2,7:11.0,,Personal foul by C. Budinger (drawn by D. Booker),32,17
148,2,7:04.0,,D. Booker makes 2-pt jump shot from 21 ft,32,19
149,2,6:39.0,Turnover by J. Hill (traveling),,32,19
150,2,6:28.0,,D. Booker makes 3-pt jump shot from 24 ft,32,22
151,2,6:27.0,Indiana full timeout,,32,22
152,2,6:04.0,J. Young makes 2-pt jump shot from 16 ft,,34,22
153,2,5:37.0,Violation by M. Turner (def goaltending),,34,22
154,2,5:37.0,,D. Booker makes 2-pt layup from 2 ft,34,24
155,2,5:25.0,M. Turner makes 2-pt jump shot from 18 ft (assist by J. Young),,36,24
156,2,5:05.0,,B. Knight misses 3-pt jump shot from 25 ft,36,24
157,2,5:03.0,Defensive rebound by J. Hill,,36,24
158,2,4:54.0,J. Young misses 2-pt jump shot from 17 ft,,36,24
159,2,4:51.0,,Defensive rebound by T. Chandler,36,24
160,2,4:40.0,,P. Tucker misses 2-pt hook shot from 7 ft,36,24
161,2,4:35.0,Defensive rebound by J. Hill,,36,24
162,2,4:33.0,C. Miles misses 2-pt jump shot from 21 ft,,36,24
163,2,4:29.0,,Defensive rebound by T. Chandler,36,24
164,2,4:25.0,,Turnover by B. Knight (step out of bounds),36,24
165,2,4:25.0,M. Ellis enters the game for J. Young,,36,24
166,2,4:25.0,P. George enters the game for C. Miles,,36,24
167,2,4:10.0,M. Turner makes 2-pt jump shot from 18 ft,,38,24
168,2,3:52.0,Violation by M. Turner (def goaltending),,38,24
169,2,3:52.0,,B. Knight makes 2-pt layup from 2 ft (assist by D. Booker),38,26
170,2,3:40.0,M. Turner makes 2-pt jump shot from 18 ft (assist by M. Ellis),,40,26
171,2,3:30.0,,B. Knight misses 2-pt layup from 2 ft (block by M. Turner),40,26
172,2,3:27.0,Defensive rebound by M. Ellis,,40,26
173,2,3:23.0,Turnover by P. George (bad pass),,40,26
174,2,3:23.0,L. Allen enters the game for J. Hill,,40,26
175,2,3:23.0,,Phoenix full timeout,40,26
176,2,3:23.0,G. Robinson enters the game for M. Turner,,40,26
177,2,3:23.0,I. Mahinmi enters the game for C. Budinger,,40,26
178,2,3:08.0,,M. Teletović makes 2-pt jump shot from 20 ft,40,28
179,2,2:53.0,P. George misses 2-pt jump shot from 5 ft,,40,28
180,2,2:51.0,,Defensive rebound by M. Teletović,40,28
181,2,2:46.0,,Turnover by D. Booker (bad pass),40,28
182,2,2:27.0,M. Ellis misses 2-pt jump shot from 20 ft,,40,28
183,2,2:26.0,,Defensive rebound by T. Chandler,40,28
184,2,2:17.0,,Turnover by D. Booker (bad pass; steal by L. Allen),40,28
185,2,2:12.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,42,28
186,2,1:49.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by D. Booker),42,31
187,2,1:44.0,M. Turner enters the game for L. Allen,,42,31
188,2,1:27.0,M. Turner misses 2-pt jump shot from 17 ft,,42,31
189,2,1:24.0,,Defensive rebound by T. Chandler,42,31
190,2,1:19.0,,Shooting foul by I. Mahinmi (drawn by M. Teletović),42,31
191,2,1:19.0,,M. Teletović misses free throw 1 of 3,42,31
192,2,1:19.0,,Offensive rebound by Team,42,31
193,2,1:19.0,,M. Teletović makes free throw 2 of 3,42,32
194,2,1:19.0,,M. Teletović makes free throw 3 of 3,42,33
195,2,1:08.0,Turnover by I. Mahinmi (lost ball),,42,33
196,2,0:53.0,,M. Teletović misses 2-pt jump shot from 5 ft (block by M. Turner),42,33
197,2,0:53.0,,Offensive rebound by Team,42,33
198,2,0:53.0,Indiana full timeout,,42,33
199,2,0:53.0,S. Hill enters the game for I. Mahinmi,,42,33
200,2,0:52.0,,Shooting foul by M. Turner (drawn by T. Chandler),42,33
201,2,0:52.0,,T. Chandler makes free throw 1 of 2,42,34
202,2,0:52.0,Violation by P. George (lane),,42,34
203,2,0:52.0,,T. Chandler makes free throw 2 of 2,42,35
204,2,0:43.0,M. Ellis misses 2-pt layup from 2 ft,,42,35
205,2,0:41.0,,Defensive rebound by M. Teletović,42,35
206,2,0:33.0,,Turnover by B. Knight (bad pass; steal by G. Robinson),42,35
207,2,0:30.0,G. Robinson makes 2-pt dunk at rim,,44,35
208,2,0:06.0,,B. Knight misses 3-pt jump shot from 26 ft,44,35
209,2,0:04.0,,Offensive rebound by T. Chandler,44,35
210,2,0:02.0,,M. Teletović misses 3-pt jump shot from 25 ft,44,35
211,2,0:00.0,,Offensive rebound by B. Knight,44,35
212,3,11:39.0,,B. Knight makes 2-pt jump shot from 5 ft,44,37
213,3,11:13.0,Turnover by M. Ellis (offensive foul),,44,37
214,3,11:13.0,,Offensive charge foul by M. Ellis (drawn by B. Knight),44,37
215,3,10:56.0,,D. Booker misses 3-pt jump shot from 24 ft,44,37
216,3,10:54.0,,Offensive rebound by T. Chandler,44,37
217,3,10:48.0,,T. Chandler misses 2-pt jump shot from 3 ft,44,37
218,3,10:46.0,,Offensive rebound by M. Teletović,44,37
219,3,10:43.0,,Turnover by M. Teletović (bad pass),44,37
220,3,10:26.0,M. Ellis misses 2-pt jump shot from 18 ft,,44,37
221,3,10:24.0,,Defensive rebound by T. Chandler,44,37
222,3,10:11.0,,B. Knight misses 3-pt jump shot from 25 ft,44,37
223,3,10:09.0,Defensive rebound by L. Allen,,44,37
224,3,10:06.0,M. Turner makes 2-pt layup from 1 ft (assist by G. Robinson),,46,37
225,3,10:06.0,Shooting foul by B. Knight (drawn by M. Turner),,46,37
226,3,10:06.0,M. Turner makes free throw 1 of 1,,47,37
227,3,9:53.0,,Personal foul by G. Robinson (drawn by T. Chandler),47,37
228,3,9:45.0,,Turnover by M. Teletović (bad pass; steal by P. George),47,37
229,3,9:40.0,P. George makes 2-pt layup from 1 ft,,49,37
230,3,9:14.0,,P. Tucker misses 3-pt jump shot from 22 ft,49,37
231,3,9:13.0,,Offensive rebound by T. Chandler,49,37
232,3,9:10.0,,B. Knight misses 2-pt jump shot from 21 ft,49,37
233,3,9:08.0,Defensive rebound by M. Turner,,49,37
234,3,9:02.0,L. Allen misses 2-pt layup from 2 ft (block by T. Chandler),,49,37
235,3,8:59.0,,Defensive rebound by P. Tucker,49,37
236,3,8:53.0,,D. Booker makes 3-pt jump shot from 23 ft (assist by B. Knight),49,40
237,3,8:35.0,Shooting foul by D. Booker (drawn by G. Robinson),,49,40
238,3,8:35.0,G. Robinson makes free throw 1 of 2,,50,40
239,3,8:35.0,G. Robinson makes free throw 2 of 2,,51,40
240,3,8:16.0,,Turnover by B. Knight (bad pass; steal by M. Ellis),51,40
241,3,8:12.0,G. Robinson makes 2-pt layup at rim (assist by P. George),,53,40
242,3,7:55.0,,T. Chandler misses 2-pt jump shot from 3 ft (block by M. Turner),53,40
243,3,7:53.0,Defensive rebound by P. George,,53,40
244,3,7:52.0,Personal take foul by M. Teletović (drawn by P. George),,53,40
245,3,7:43.0,Turnover by P. George (lost ball; steal by T. Chandler),,53,40
246,3,7:32.0,,D. Booker misses 3-pt jump shot from 24 ft,53,40
247,3,7:30.0,Defensive rebound by L. Allen,,53,40
248,3,7:23.0,M. Ellis makes 2-pt jump shot from 5 ft,,55,40
249,3,7:22.0,,Phoenix full timeout,55,40
250,3,7:22.0,,T. Warren enters the game for T. Chandler,55,40
251,3,7:22.0,,A. Len enters the game for M. Teletović,55,40
252,3,7:09.0,,Turnover by D. Booker (bad pass; steal by P. George),55,40
253,3,7:08.0,Shooting foul by T. Warren (drawn by P. George),,55,40
254,3,7:08.0,P. George makes free throw 1 of 2,,56,40
255,3,7:08.0,,S. Weems enters the game for T. Warren,56,40
256,3,7:08.0,P. George makes free throw 2 of 2,,57,40
257,3,6:51.0,,D. Booker makes 3-pt jump shot from 24 ft (assist by S. Weems),57,43
258,3,6:28.0,M. Ellis misses 3-pt jump shot from 24 ft,,57,43
259,3,6:25.0,,Defensive rebound by P. Tucker,57,43
260,3,6:16.0,,B. Knight misses 3-pt jump shot from 23 ft,57,43
261,3,6:14.0,Defensive rebound by P. George,,57,43
262,3,6:03.0,M. Ellis makes 2-pt jump shot from 15 ft,,59,43
263,3,5:42.0,,S. Weems misses 3-pt jump shot from 24 ft,59,43
264,3,5:42.0,Defensive rebound by P. George,,59,43
265,3,5:38.0,L. Allen misses 2-pt jump shot from 7 ft,,59,43
266,3,5:36.0,Offensive rebound by L. Allen,,59,43
267,3,5:35.0,L. Allen makes 2-pt layup from 1 ft,,61,43
268,3,5:12.0,,D. Booker misses 2-pt jump shot from 18 ft,61,43
269,3,5:10.0,,Offensive rebound by A. Len,61,43
270,3,5:10.0,,Shooting foul by M. Turner (drawn by A. Len),61,43
271,3,5:10.0,,A. Len makes free throw 1 of 2,61,44
272,3,5:10.0,,A. Goodwin enters the game for B. Knight,61,44
273,3,5:10.0,,A. Len makes free throw 2 of 2,61,45
274,3,4:59.0,Shooting block foul by A. Len (drawn by M. Ellis),,61,45
275,3,4:59.0,M. Ellis makes free throw 1 of 2,,62,45
276,3,4:59.0,M. Ellis makes free throw 2 of 2,,63,45
277,3,4:41.0,,S. Weems misses 2-pt jump shot from 5 ft,63,45
278,3,4:39.0,,Offensive rebound by P. Tucker,63,45
279,3,4:37.0,,Shooting foul by L. Allen (drawn by P. Tucker),63,45
280,3,4:37.0,,P. Tucker makes free throw 1 of 2,63,46
281,3,4:37.0,,P. Tucker makes free throw 2 of 2,63,47
282,3,4:25.0,P. George makes 3-pt jump shot from 23 ft (assist by M. Ellis),,66,47
283,3,4:08.0,,Shooting block foul by G. Robinson (drawn by D. Booker),66,47
284,3,4:08.0,,D. Booker makes free throw 1 of 2,66,48
285,3,4:08.0,C. Miles enters the game for G. Robinson,,66,48
286,3,4:08.0,,D. Booker makes free throw 2 of 2,66,49
287,3,3:59.0,P. George misses 3-pt jump shot from 25 ft,,66,49
288,3,3:57.0,,Defensive rebound by A. Len,66,49
289,3,3:42.0,,D. Booker misses 2-pt layup from 1 ft,66,49
290,3,3:40.0,Defensive rebound by M. Turner,,66,49
291,3,3:37.0,Turnover by M. Ellis (traveling),,66,49
292,3,3:30.0,,Turnover by A. Goodwin (bad pass; steal by P. George),66,49
293,3,3:29.0,Shooting foul by D. Booker (drawn by P. George),,66,49
294,3,3:29.0,P. George makes free throw 1 of 2,,67,49
295,3,3:29.0,P. George makes free throw 2 of 2,,68,49
296,3,3:22.0,,Personal foul by P. George (drawn by D. Booker),68,49
297,3,3:22.0,,D. Booker makes free throw 1 of 2,68,50
298,3,3:22.0,J. Young enters the game for M. Ellis,,68,50
299,3,3:22.0,J. Hill enters the game for M. Turner,,68,50
300,3,3:22.0,,D. Booker makes free throw 2 of 2,68,51
301,3,3:08.0,J. Young makes 3-pt jump shot from 24 ft,,71,51
302,3,2:50.0,,A. Len misses 2-pt jump shot from 15 ft,71,51
303,3,2:48.0,Defensive rebound by C. Miles,,71,51
304,3,2:35.0,J. Hill misses 2-pt hook shot from 7 ft,,71,51
305,3,2:33.0,,Defensive rebound by P. Tucker,71,51
306,3,2:30.0,,Personal foul by P. George (drawn by P. Tucker),71,51
307,3,2:30.0,Indiana full timeout,,71,51
308,3,2:30.0,,B. Knight enters the game for D. Booker,71,51
309,3,2:30.0,C. Budinger enters the game for P. George,,71,51
310,3,2:30.0,Violation by Team (delay of game),,71,51
311,3,2:30.0,,P. Tucker makes free throw 1 of 2,71,52
312,3,2:30.0,,P. Tucker makes free throw 2 of 2,71,53
313,3,2:16.0,Shooting foul by B. Knight (drawn by C. Miles),,71,53
314,3,2:16.0,C. Miles misses free throw 1 of 2,,71,53
315,3,2:16.0,Offensive rebound by Team,,71,53
316,3,2:16.0,C. Miles misses free throw 2 of 2,,71,53
317,3,2:15.0,,Defensive rebound by P. Tucker,71,53
318,3,2:01.0,,B. Knight makes 2-pt jump shot from 12 ft,71,55
319,3,2:01.0,,Shooting foul by J. Young (drawn by B. Knight),71,55
320,3,2:01.0,,B. Knight makes free throw 1 of 1,71,56
321,3,1:41.0,J. Young misses 3-pt jump shot from 25 ft,,71,56
322,3,1:39.0,,Defensive rebound by A. Len,71,56
323,3,1:21.0,,A. Len misses 2-pt layup from 1 ft,71,56
324,3,1:15.0,Defensive rebound by L. Allen,,71,56
325,3,1:07.0,C. Budinger misses 2-pt layup from 1 ft,,71,56
326,3,1:05.0,,Defensive rebound by A. Len,71,56
327,3,1:00.0,,B. Knight makes 3-pt jump shot from 23 ft (assist by P. Tucker),71,59
328,3,0:45.0,J. Young misses 2-pt jump shot from 20 ft,,71,59
329,3,0:44.0,,Defensive rebound by Team,71,59
330,3,0:44.0,S. Hill enters the game for L. Allen,,71,59
331,3,0:27.0,,A. Len misses 2-pt jump shot from 15 ft,71,59
332,3,0:25.0,Defensive rebound by J. Young,,71,59
333,3,0:06.0,J. Young misses 2-pt jump shot from 8 ft,,71,59
334,3,0:04.0,,Defensive rebound by B. Knight,71,59
335,3,0:01.0,,A. Goodwin makes 2-pt dunk at rim (assist by B. Knight),71,61
336,3,0:00.0,C. Miles misses 3-pt jump shot from 67 ft,,71,61
337,3,0:00.0,Offensive rebound by Team,,71,61
338,4,11:48.0,Def 3 sec tech foul by A. Len,,71,61
339,4,11:48.0,J. Young makes technical free throw,,72,61
340,4,11:35.0,C. Miles misses 3-pt jump shot from 24 ft,,72,61
341,4,11:34.0,,Defensive rebound by Team,72,61
342,4,11:24.0,,A. Goodwin makes 2-pt dunk at rim (assist by S. Weems),72,63
343,4,11:07.0,Shooting foul by A. Len (drawn by J. Hill),,72,63
344,4,11:07.0,J. Hill misses free throw 1 of 2,,72,63
345,4,11:07.0,Offensive rebound by Team,,72,63
346,4,11:07.0,J. Hill makes free throw 2 of 2,,73,63
347,4,10:57.0,,Personal foul by C. Miles (drawn by A. Goodwin),73,63
348,4,10:52.0,,Turnover by A. Goodwin (bad pass; steal by J. Hill),73,63
349,4,10:44.0,C. Budinger misses 3-pt jump shot from 24 ft,,73,63
350,4,10:42.0,Offensive rebound by J. Hill,,73,63
351,4,10:39.0,J. Hill makes 2-pt dunk at rim (assist by J. Young),,75,63
352,4,10:15.0,,A. Goodwin misses 3-pt jump shot from 24 ft,75,63
353,4,10:13.0,Defensive rebound by J. Young,,75,63
354,4,10:03.0,Turnover by J. Young (lost ball; steal by A. Goodwin),,75,63
355,4,10:03.0,Violation by Team (jump ball),,75,63
356,4,9:49.0,,B. Knight misses 2-pt jump shot from 17 ft,75,63
357,4,9:47.0,,Offensive rebound by A. Len,75,63
358,4,9:47.0,,A. Len makes 2-pt dunk at rim,75,65
359,4,9:22.0,J. Hill misses 2-pt jump shot from 16 ft,,75,65
360,4,9:21.0,Offensive rebound by C. Budinger,,75,65
361,4,9:21.0,Shooting block foul by P. Tucker (drawn by C. Budinger),,75,65
362,4,9:21.0,C. Budinger makes free throw 1 of 2,,76,65
363,4,9:21.0,C. Budinger misses free throw 2 of 2,,76,65
364,4,9:19.0,Offensive rebound by Team,,76,65
365,4,9:08.0,S. Hill misses 3-pt jump shot from 26 ft,,76,65
366,4,9:07.0,Offensive rebound by C. Miles,,76,65
367,4,9:07.0,Shooting foul by A. Len (drawn by C. Miles),,76,65
368,4,9:07.0,C. Miles makes free throw 1 of 2,,77,65
369,4,9:07.0,M. Ellis enters the game for C. Budinger,,77,65
370,4,9:07.0,,D. Booker enters the game for S. Weems,77,65
371,4,9:07.0,,T. Chandler enters the game for A. Len,77,65
372,4,9:07.0,C. Miles makes free throw 2 of 2,,78,65
373,4,8:43.0,,Turnover by A. Goodwin (bad pass; steal by C. Miles),78,65
374,4,8:39.0,Turnover by J. Young (dbl dribble),,78,65
375,4,8:39.0,Official timeout,,78,65
376,4,8:39.0,Violation by Team (delay of game),,78,65
377,4,8:39.0,M. Turner enters the game for S. Hill,,78,65
378,4,8:27.0,,D. Booker misses 3-pt jump shot from 24 ft,78,65
379,4,8:25.0,,Offensive rebound by P. Tucker,78,65
380,4,8:09.0,,B. Knight misses 2-pt jump shot from 19 ft,78,65
381,4,8:07.0,Defensive rebound by M. Turner,,78,65
382,4,7:52.0,J. Hill misses 2-pt jump shot from 19 ft,,78,65
383,4,7:50.0,,Defensive rebound by P. Tucker,78,65
384,4,7:40.0,,B. Knight misses 3-pt jump shot from 23 ft,78,65
385,4,7:39.0,,Offensive rebound by T. Chandler,78,65
386,4,7:28.0,,Turnover by D. Booker (bad pass; steal by C. Miles),78,65
387,4,7:24.0,M. Ellis misses 2-pt layup from 2 ft,,78,65
388,4,7:21.0,Offensive rebound by J. Hill,,78,65
389,4,7:18.0,C. Miles misses 3-pt jump shot from 24 ft,,78,65
390,4,7:16.0,Offensive rebound by M. Turner,,78,65
391,4,7:16.0,M. Turner makes 2-pt dunk at rim,,80,65
392,4,7:05.0,,Phoenix full timeout,80,65
393,4,7:05.0,P. George enters the game for J. Young,,80,65
394,4,6:55.0,,A. Goodwin misses 2-pt jump shot from 3 ft (block by C. Miles),80,65
395,4,6:54.0,Defensive rebound by C. Miles,,80,65
396,4,6:47.0,C. Miles makes 2-pt jump shot from 5 ft,,82,65
397,4,6:47.0,Shooting block foul by P. Tucker (drawn by C. Miles),,82,65
398,4,6:47.0,C. Miles misses free throw 1 of 1,,82,65
399,4,6:44.0,,Defensive rebound by P. Tucker,82,65
400,4,6:33.0,,Shooting foul by J. Hill (drawn by A. Goodwin),82,65
401,4,6:33.0,,A. Goodwin makes free throw 1 of 2,82,66
402,4,6:33.0,,A. Goodwin makes free throw 2 of 2,82,67
