,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,INDIANA_ACTION,GOLDEN STATE_SCORE,INDIANA_SCORE
33,1,8:35.0,Defensive rebound by A. Bogut,,9,13
34,1,8:28.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by B. Rush),,12,13
35,1,8:09.0,,Shooting foul by D. Green (drawn by P. George),12,13
36,1,8:09.0,,P. George misses free throw 1 of 2,12,13
37,1,8:09.0,,Offensive rebound by Team,12,13
38,1,8:09.0,,P. George makes free throw 2 of 2,12,14
39,1,7:54.0,K. Thompson misses 3-pt jump shot from 26 ft,,12,14
40,1,7:52.0,,Defensive rebound by P. George,12,14
41,1,7:41.0,,P. George misses 2-pt jump shot from 6 ft,12,14
42,1,7:41.0,Defensive rebound by K. Thompson,,12,14
43,1,7:34.0,K. Thompson makes 3-pt jump shot from 25 ft,,15,14
44,1,7:22.0,,P. George makes 3-pt jump shot from 25 ft (assist by G. Hill),15,17
45,1,7:07.0,S. Curry misses 3-pt jump shot from 27 ft,,15,17
46,1,7:06.0,,Defensive rebound by I. Mahinmi,15,17
47,1,7:02.0,,P. George makes 2-pt layup at rim (assist by M. Ellis),15,19
48,1,6:40.0,Turnover by D. Green (bad pass; steal by I. Mahinmi),,15,19
49,1,6:35.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),15,21
50,1,6:28.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,17,21
51,1,6:27.0,,Indiana full timeout,17,21
52,1,6:27.0,A. Iguodala enters the game for B. Rush,,17,21
53,1,6:14.0,,C. Miles misses 3-pt jump shot from 26 ft,17,21
54,1,6:13.0,Defensive rebound by S. Curry,,17,21
55,1,5:56.0,Shooting foul by I. Mahinmi (drawn by K. Thompson),,17,21
56,1,5:56.0,K. Thompson makes free throw 1 of 3,,18,21
57,1,5:56.0,K. Thompson makes free throw 2 of 3,,19,21
58,1,5:56.0,,J. Hill enters the game for I. Mahinmi,19,21
59,1,5:56.0,K. Thompson makes free throw 3 of 3,,20,21
60,1,5:47.0,,G. Hill misses 2-pt jump shot from 18 ft,20,21
61,1,5:46.0,Defensive rebound by D. Green,,20,21
62,1,5:30.0,D. Green misses 2-pt jump shot from 9 ft,,20,21
63,1,5:29.0,Offensive rebound by A. Bogut,,20,21
64,1,5:23.0,K. Thompson makes 3-pt jump shot from 28 ft (assist by A. Iguodala),,23,21
65,1,5:05.0,,Shooting foul by A. Bogut (drawn by J. Hill),23,21
66,1,5:05.0,,J. Hill misses free throw 1 of 2,23,21
67,1,5:05.0,,Offensive rebound by Team,23,21
68,1,5:05.0,,R. Stuckey enters the game for G. Hill,23,21
69,1,5:05.0,,J. Hill misses free throw 2 of 2,23,21
70,1,5:05.0,Defensive rebound by D. Green,,23,21
71,1,4:51.0,A. Bogut makes 2-pt layup at rim (assist by S. Curry),,25,21
72,1,4:39.0,,M. Ellis misses 2-pt jump shot from 15 ft,25,21
73,1,4:36.0,,Offensive rebound by Team,25,21
74,1,4:22.0,,Turnover by M. Ellis (lost ball; steal by S. Curry),25,21
75,1,4:18.0,Turnover by S. Curry (lost ball),,25,21
76,1,4:05.0,,Turnover by R. Stuckey (lost ball),25,21
77,1,3:54.0,K. Thompson makes 2-pt jump shot from 18 ft,,27,21
78,1,3:43.0,,C. Miles misses 3-pt jump shot from 25 ft,27,21
79,1,3:43.0,Defensive rebound by A. Bogut,,27,21
80,1,3:34.0,A. Bogut makes 2-pt dunk from 1 ft (assist by S. Curry),,29,21
81,1,3:34.0,,Indiana full timeout,29,21
82,1,3:34.0,,S. Hill enters the game for C. Miles,29,21
83,1,3:19.0,,P. George misses 2-pt jump shot from 17 ft,29,21
84,1,3:19.0,Defensive rebound by S. Curry,,29,21
85,1,3:08.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,32,21
86,1,2:45.0,,R. Stuckey misses 2-pt jump shot from 19 ft,32,21
87,1,2:44.0,Defensive rebound by D. Green,,32,21
88,1,2:36.0,D. Green misses 3-pt jump shot from 26 ft,,32,21
89,1,2:35.0,,Defensive rebound by R. Stuckey,32,21
90,1,2:28.0,,R. Stuckey misses 2-pt layup from 3 ft,32,21
91,1,2:28.0,Defensive rebound by A. Bogut,,32,21
92,1,2:18.0,S. Curry makes 2-pt layup from 1 ft,,34,21
93,1,2:06.0,,P. George misses 3-pt jump shot from 24 ft (block by K. Thompson),34,21
94,1,2:05.0,,Offensive rebound by P. George,34,21
95,1,1:59.0,,J. Hill misses 2-pt layup from 1 ft,34,21
96,1,1:58.0,Defensive rebound by A. Iguodala,,34,21
97,1,1:53.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,37,21
98,1,1:36.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Hill),37,24
99,1,1:30.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,40,24
100,1,1:09.0,Golden State full timeout,,40,24
101,1,1:09.0,F. Ezeli enters the game for A. Bogut,,40,24
102,1,1:09.0,S. Livingston enters the game for K. Thompson,,40,24
103,1,1:02.0,,S. Hill misses 2-pt jump shot from 9 ft,40,24
104,1,1:01.0,,Offensive rebound by J. Hill,40,24
105,1,1:01.0,,J. Hill makes 2-pt layup at rim,40,26
106,1,0:49.0,A. Iguodala makes 2-pt dunk at rim,,42,26
107,1,0:41.0,,J. Hill makes 2-pt jump shot from 12 ft (assist by P. George),42,28
108,1,0:33.0,S. Curry misses 3-pt jump shot from 24 ft,,42,28
109,1,0:32.0,,Defensive rebound by S. Hill,42,28
110,1,0:24.0,,Turnover by M. Ellis (bad pass; steal by A. Iguodala),42,28
111,1,0:12.0,Personal foul by J. Hill (drawn by F. Ezeli),,42,28
112,1,0:11.0,Personal foul by S. Hill (drawn by F. Ezeli),,42,28
113,1,0:11.0,F. Ezeli makes free throw 1 of 2,,43,28
114,1,0:11.0,F. Ezeli makes free throw 2 of 2,,44,28
115,1,0:03.0,,Personal foul by S. Curry (drawn by M. Ellis),44,28
116,1,0:01.0,,M. Ellis misses 3-pt jump shot from 25 ft,44,28
117,1,0:00.0,,Offensive rebound by Team,44,28
118,2,11:39.0,,J. Hill misses 2-pt jump shot from 5 ft,44,28
119,2,11:38.0,Defensive rebound by S. Livingston,,44,28
120,2,11:28.0,Shooting foul by J. Hill (drawn by S. Livingston),,44,28
121,2,11:28.0,S. Livingston makes free throw 1 of 2,,45,28
122,2,11:28.0,,L. Allen enters the game for J. Hill,45,28
123,2,11:28.0,S. Livingston makes free throw 2 of 2,,46,28
124,2,11:19.0,,L. Allen misses 2-pt jump shot from 14 ft,46,28
125,2,11:19.0,Defensive rebound by S. Livingston,,46,28
126,2,10:58.0,S. Livingston makes 2-pt jump shot from 15 ft,,48,28
127,2,10:42.0,,Turnover by L. Allen (lost ball; steal by A. Iguodala),48,28
128,2,10:37.0,A. Iguodala makes 2-pt layup at rim,,50,28
129,2,10:23.0,,S. Hill misses 2-pt jump shot from 4 ft,50,28
130,2,10:23.0,,Offensive rebound by L. Allen,50,28
131,2,10:17.0,,Personal foul by I. Clark (drawn by G. Hill),50,28
132,2,10:08.0,,R. Stuckey misses 3-pt jump shot from 24 ft,50,28
133,2,10:08.0,Defensive rebound by F. Ezeli,,50,28
134,2,9:59.0,Turnover by B. Rush (bad pass; steal by R. Stuckey),,50,28
135,2,9:58.0,,Personal take foul by S. Livingston (drawn by R. Stuckey),50,28
136,2,9:41.0,,L. Allen makes 2-pt hook shot from 10 ft,50,30
137,2,9:34.0,I. Clark makes 2-pt layup at rim,,52,30
138,2,9:27.0,,G. Hill misses 2-pt layup from 1 ft,52,30
139,2,9:27.0,,Offensive rebound by C. Budinger,52,30
140,2,9:24.0,,C. Budinger misses 2-pt jump shot from 9 ft,52,30
141,2,9:23.0,Defensive rebound by A. Iguodala,,52,30
142,2,9:18.0,B. Rush misses 3-pt jump shot from 25 ft,,52,30
143,2,9:16.0,,Defensive rebound by Team,52,30
144,2,9:02.0,,G. Hill makes 3-pt jump shot from 25 ft,52,33
145,2,9:02.0,,Shooting foul by I. Clark (drawn by G. Hill),52,33
146,2,9:02.0,,G. Hill makes free throw 1 of 1,52,34
147,2,8:47.0,A. Iguodala makes 2-pt jump shot from 18 ft (assist by I. Clark),,54,34
148,2,8:30.0,,L. Allen misses 2-pt jump shot from 20 ft,54,34
149,2,8:28.0,,Offensive rebound by C. Budinger,54,34
150,2,8:16.0,,G. Hill makes 3-pt jump shot from 24 ft,54,37
151,2,7:57.0,F. Ezeli makes 2-pt hook shot from 10 ft,,56,37
152,2,7:39.0,,Def 3 sec tech foul by S. Livingston,56,37
153,2,7:39.0,Official timeout,,56,37
154,2,7:39.0,K. Thompson enters the game for A. Iguodala,,56,37
155,2,7:39.0,,R. Stuckey makes technical free throw,56,38
156,2,7:34.0,,L. Allen makes 2-pt dunk at rim (assist by R. Stuckey),56,40
157,2,7:17.0,I. Clark misses 2-pt jump shot from 12 ft,,56,40
158,2,7:15.0,Offensive rebound by F. Ezeli,,56,40
159,2,7:15.0,F. Ezeli makes 2-pt dunk at rim,,58,40
160,2,6:55.0,,L. Allen misses 2-pt jump shot from 3 ft,58,40
161,2,6:54.0,Defensive rebound by F. Ezeli,,58,40
162,2,6:40.0,F. Ezeli makes 2-pt hook shot from 3 ft (assist by K. Thompson),,60,40
163,2,6:28.0,,C. Budinger makes 2-pt layup at rim (assist by R. Stuckey),60,42
164,2,6:15.0,S. Livingston makes 2-pt jump shot from 16 ft (assist by K. Thompson),,62,42
165,2,5:50.0,,Shooting foul by F. Ezeli (drawn by R. Stuckey),62,42
166,2,5:50.0,,Indiana full timeout,62,42
167,2,5:50.0,D. Green enters the game for B. Rush,,62,42
168,2,5:50.0,S. Curry enters the game for I. Clark,,62,42
169,2,5:50.0,,C. Miles enters the game for G. Hill,62,42
170,2,5:50.0,,M. Ellis enters the game for S. Hill,62,42
171,2,5:50.0,,P. George enters the game for C. Budinger,62,42
172,2,5:50.0,,I. Mahinmi enters the game for L. Allen,62,42
173,2,5:50.0,,R. Stuckey makes free throw 1 of 2,62,43
174,2,5:50.0,,R. Stuckey makes free throw 2 of 2,62,44
175,2,5:29.0,F. Ezeli misses 2-pt hook shot from 10 ft,,62,44
176,2,5:28.0,,Defensive rebound by I. Mahinmi,62,44
177,2,5:13.0,,R. Stuckey makes 2-pt layup at rim,62,46
178,2,5:04.0,Turnover by D. Green (bad pass; steal by I. Mahinmi),,62,46
179,2,4:52.0,,P. George makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),62,49
180,2,4:50.0,Golden State full timeout,,62,49
181,2,4:50.0,A. Bogut enters the game for F. Ezeli,,62,49
182,2,4:29.0,D. Green misses 2-pt jump shot from 16 ft,,62,49
183,2,4:28.0,,Defensive rebound by I. Mahinmi,62,49
184,2,4:23.0,,C. Miles misses 3-pt jump shot from 26 ft,62,49
185,2,4:22.0,Defensive rebound by S. Curry,,62,49
186,2,4:14.0,Personal foul by C. Miles (drawn by D. Green),,62,49
187,2,4:02.0,S. Curry misses 3-pt jump shot from 23 ft,,62,49
188,2,4:01.0,,Defensive rebound by C. Miles,62,49
189,2,3:55.0,,Turnover by R. Stuckey (lost ball; steal by S. Curry),62,49
190,2,3:50.0,S. Curry misses 3-pt jump shot from 25 ft,,62,49
191,2,3:48.0,,Defensive rebound by P. George,62,49
192,2,3:42.0,,Shooting foul by K. Thompson (drawn by P. George),62,49
193,2,3:42.0,,P. George makes free throw 1 of 2,62,50
194,2,3:42.0,,G. Hill enters the game for R. Stuckey,62,50
195,2,3:42.0,A. Iguodala enters the game for S. Livingston,,62,50
196,2,3:42.0,,P. George makes free throw 2 of 2,62,51
197,2,3:31.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),,65,51
198,2,3:15.0,,G. Hill misses 2-pt layup from 1 ft (block by A. Bogut),65,51
199,2,3:15.0,,Offensive rebound by Team,65,51
200,2,3:11.0,,P. George misses 2-pt jump shot from 11 ft,65,51
201,2,3:10.0,Defensive rebound by S. Curry,,65,51
202,2,3:03.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,68,51
203,2,2:47.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by I. Mahinmi),68,54
204,2,2:32.0,D. Green makes 2-pt layup from 1 ft,,70,54
205,2,2:17.0,Offensive charge foul by P. George (drawn by D. Green),,70,54
206,2,2:17.0,,Turnover by P. George (offensive foul),70,54
207,2,2:04.0,K. Thompson makes 3-pt jump shot from 27 ft,,73,54
208,2,1:47.0,,Shooting foul by A. Bogut (drawn by M. Ellis),73,54
209,2,1:47.0,,M. Ellis makes free throw 1 of 2,73,55
210,2,1:47.0,,M. Ellis misses free throw 2 of 2,73,55
211,2,1:47.0,Defensive rebound by A. Bogut,,73,55
212,2,1:31.0,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),,76,55
213,2,1:30.0,Violation by Team (delay of game),,76,55
214,2,1:13.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by P. George),76,58
215,2,1:01.0,S. Curry misses 2-pt layup from 1 ft,,76,58
216,2,1:00.0,,Defensive rebound by G. Hill,76,58
217,2,0:54.0,,Turnover by C. Miles (lost ball; steal by S. Curry),76,58
218,2,0:50.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,79,58
219,2,0:39.0,,C. Miles misses 3-pt jump shot from 25 ft,79,58
220,2,0:38.0,Defensive rebound by A. Bogut,,79,58
221,2,0:37.0,Personal foul by G. Hill (drawn by A. Bogut),,79,58
222,2,0:37.0,,J. Hill enters the game for I. Mahinmi,79,58
223,2,0:37.0,M. Speights enters the game for A. Bogut,,79,58
224,2,0:32.0,Turnover by S. Curry (lost ball; steal by P. George),,79,58
225,2,0:27.0,,P. George makes 2-pt layup at rim,79,60
226,2,0:06.0,S. Curry misses 3-pt jump shot from 25 ft,,79,60
227,2,0:05.0,,Defensive rebound by J. Hill,79,60
228,2,0:00.0,,P. George misses 3-pt jump shot from 26 ft,79,60
229,2,0:00.0,,Offensive rebound by Team,79,60
230,3,11:47.0,,M. Ellis makes 2-pt jump shot from 21 ft,79,62
231,3,11:31.0,Turnover by S. Curry (bad pass; steal by P. George),,79,62
232,3,11:27.0,,P. George makes 2-pt dunk at rim,79,64
233,3,11:26.0,,Violation by Team (delay of game),79,64
234,3,11:09.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,81,64
235,3,10:49.0,,M. Ellis misses 2-pt jump shot from 18 ft,81,64
236,3,10:48.0,Defensive rebound by D. Green,,81,64
237,3,10:32.0,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),,83,64
238,3,10:21.0,,Turnover by I. Mahinmi (bad pass),83,64
239,3,10:15.0,K. Thompson misses 3-pt jump shot from 25 ft,,83,64
240,3,10:15.0,,Defensive rebound by I. Mahinmi,83,64
241,3,9:59.0,,P. George makes 2-pt jump shot from 17 ft,83,66
242,3,9:46.0,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),,85,66
243,3,9:25.0,,Turnover by G. Hill (step out of bounds),85,66
244,3,9:11.0,S. Curry misses 2-pt layup from 2 ft,,85,66
245,3,9:09.0,,Defensive rebound by I. Mahinmi,85,66
246,3,8:59.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by B. Rush),85,66
247,3,8:57.0,Defensive rebound by K. Thompson,,85,66
248,3,8:52.0,Turnover by K. Thompson (lost ball),,85,66
249,3,8:46.0,,Turnover by M. Ellis (offensive foul),85,66
250,3,8:46.0,Offensive charge foul by M. Ellis (drawn by A. Bogut),,85,66
251,3,8:34.0,,Offensive charge foul by D. Green (drawn by P. George),85,66
252,3,8:34.0,Turnover by D. Green (offensive foul),,85,66
253,3,8:18.0,,Turnover by P. George (lost ball; steal by A. Bogut),85,66
254,3,8:14.0,,Violation by C. Miles (def goaltending),85,66
255,3,8:14.0,K. Thompson makes 2-pt layup at rim,,87,66
256,3,8:00.0,,Shooting foul by A. Bogut (drawn by I. Mahinmi),87,66
257,3,8:00.0,,I. Mahinmi makes free throw 1 of 2,87,67
258,3,8:00.0,,I. Mahinmi makes free throw 2 of 2,87,68
259,3,7:49.0,Turnover by K. Thompson (bad pass; steal by P. George),,87,68
260,3,7:45.0,,C. Miles makes 2-pt layup from 1 ft (assist by P. George),87,70
261,3,7:33.0,D. Green misses 2-pt jump shot from 16 ft,,87,70
262,3,7:31.0,Offensive rebound by A. Bogut,,87,70
263,3,7:31.0,A. Bogut misses 2-pt layup at rim,,87,70
264,3,7:30.0,Offensive rebound by Team,,87,70
265,3,7:20.0,Turnover by A. Bogut (bad pass),,87,70
266,3,6:58.0,,G. Hill misses 2-pt jump shot from 19 ft,87,70
267,3,6:57.0,Defensive rebound by K. Thompson,,87,70
268,3,6:45.0,B. Rush makes 3-pt jump shot from 23 ft (assist by K. Thompson),,90,70
269,3,6:22.0,,P. George misses 2-pt layup from 1 ft,90,70
270,3,6:22.0,Defensive rebound by D. Green,,90,70
271,3,6:16.0,,Offensive charge foul by D. Green (drawn by I. Mahinmi),90,70
272,3,6:16.0,Turnover by D. Green (offensive foul),,90,70
273,3,6:16.0,,Indiana full timeout,90,70
274,3,6:16.0,A. Iguodala enters the game for B. Rush,,90,70
275,3,6:03.0,,Shooting foul by A. Iguodala (drawn by P. George),90,70
276,3,6:03.0,,P. George makes free throw 1 of 2,90,71
277,3,6:03.0,,P. George makes free throw 2 of 2,90,72
278,3,5:51.0,K. Thompson makes 3-pt jump shot from 26 ft,,93,72
279,3,5:42.0,,P. George misses 2-pt jump shot from 16 ft,93,72
280,3,5:41.0,Defensive rebound by A. Bogut,,93,72
281,3,5:33.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,96,72
282,3,5:20.0,,C. Miles makes 2-pt jump shot from 7 ft (assist by I. Mahinmi),96,74
283,3,5:09.0,K. Thompson misses 2-pt jump shot from 17 ft (block by P. George),,96,74
284,3,5:08.0,Offensive rebound by K. Thompson,,96,74
285,3,5:08.0,Turnover by K. Thompson (lost ball),,96,74
286,3,4:49.0,,I. Mahinmi misses 2-pt layup from 1 ft,96,74
287,3,4:48.0,Defensive rebound by A. Iguodala,,96,74
288,3,4:44.0,Personal foul by C. Miles (drawn by A. Iguodala),,96,74
289,3,4:29.0,D. Green misses 2-pt jump shot from 5 ft,,96,74
290,3,4:27.0,Offensive rebound by A. Bogut,,96,74
291,3,4:27.0,A. Bogut makes 2-pt layup at rim,,98,74
292,3,4:08.0,,M. Ellis misses 2-pt jump shot from 18 ft,98,74
293,3,4:07.0,Defensive rebound by A. Bogut,,98,74
294,3,3:56.0,K. Thompson makes 2-pt jump shot from 17 ft,,100,74
295,3,3:42.0,,G. Hill misses 2-pt layup from 2 ft (block by A. Bogut),100,74
296,3,3:42.0,,Offensive rebound by Team,100,74
297,3,3:42.0,F. Ezeli enters the game for A. Bogut,,100,74
298,3,3:42.0,,R. Stuckey enters the game for M. Ellis,100,74
299,3,3:34.0,,Turnover by G. Hill (bad pass; steal by A. Iguodala),100,74
300,3,3:30.0,S. Curry makes 2-pt layup from 1 ft,,102,74
301,3,3:30.0,,Indiana full timeout,102,74
302,3,3:18.0,Offensive charge foul by P. George (drawn by D. Green),,102,74
303,3,3:18.0,,Turnover by P. George (offensive foul),102,74
304,3,3:04.0,K. Thompson misses 3-pt jump shot from 27 ft,,102,74
305,3,3:04.0,,Defensive rebound by I. Mahinmi,102,74
306,3,2:52.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),102,77
307,3,2:38.0,S. Curry makes 2-pt jump shot from 8 ft,,104,77
308,3,2:38.0,Shooting foul by G. Hill (drawn by S. Curry),,104,77
309,3,2:38.0,Golden State full timeout,,104,77
310,3,2:38.0,,J. Hill enters the game for I. Mahinmi,104,77
311,3,2:38.0,S. Curry makes free throw 1 of 1,,105,77
312,3,2:19.0,,P. George misses 3-pt jump shot from 26 ft,105,77
313,3,2:18.0,Defensive rebound by K. Thompson,,105,77
314,3,2:02.0,F. Ezeli makes 2-pt dunk at rim (assist by K. Thompson),,107,77
315,3,1:39.0,,P. George misses 3-pt jump shot from 25 ft,107,77
316,3,1:37.0,Defensive rebound by K. Thompson,,107,77
317,3,1:19.0,F. Ezeli misses 2-pt hook shot from 6 ft,,107,77
318,3,1:18.0,,Defensive rebound by G. Hill,107,77
319,3,1:03.0,,G. Hill misses 3-pt jump shot from 28 ft,107,77
320,3,1:02.0,Defensive rebound by D. Green,,107,77
321,3,0:57.0,Personal foul by C. Miles (drawn by F. Ezeli),,107,77
322,3,0:57.0,,S. Hill enters the game for C. Miles,107,77
323,3,0:57.0,S. Livingston enters the game for K. Thompson,,107,77
324,3,0:46.0,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),,109,77
325,3,0:37.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by P. George),109,80
326,3,0:31.0,S. Curry misses 3-pt jump shot from 28 ft,,109,80
327,3,0:30.0,,Defensive rebound by S. Hill,109,80
328,3,0:24.0,,P. George makes 3-pt jump shot from 26 ft,109,83
329,3,0:03.0,S. Curry makes 2-pt jump shot from 19 ft,,111,83
330,3,0:00.0,,R. Stuckey misses 3-pt jump shot from 66 ft,111,83
331,3,0:00.0,,Offensive rebound by Team,111,83
332,4,11:46.0,B. Rush misses 2-pt layup from 1 ft,,111,83
333,4,11:46.0,,Defensive rebound by C. Budinger,111,83
334,4,11:38.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by M. Ellis),111,86
335,4,11:16.0,I. Clark misses 2-pt jump shot from 8 ft,,111,86
336,4,11:16.0,,Defensive rebound by M. Ellis,111,86
337,4,11:09.0,,Shooting foul by F. Ezeli (drawn by J. Hill),111,86
338,4,11:09.0,,J. Hill makes free throw 1 of 2,111,87
339,4,11:09.0,,J. Hill makes free throw 2 of 2,111,88
340,4,10:48.0,F. Ezeli misses 2-pt hook shot from 12 ft,,111,88
341,4,10:47.0,Offensive rebound by B. Rush,,111,88
342,4,10:47.0,B. Rush makes 2-pt layup at rim,,113,88
343,4,10:27.0,,C. Budinger makes 2-pt layup at rim,113,90
344,4,10:14.0,I. Clark misses 3-pt jump shot from 23 ft,,113,90
345,4,10:12.0,,Defensive rebound by Team,113,90
346,4,10:04.0,,Personal foul by I. Clark (drawn by M. Ellis),113,90
347,4,9:52.0,,M. Ellis makes 2-pt jump shot from 20 ft (assist by J. Hill),113,92
348,4,9:32.0,B. Rush misses 3-pt jump shot from 24 ft,,113,92
349,4,9:30.0,Offensive rebound by B. Rush,,113,92
350,4,9:20.0,A. Iguodala misses 2-pt jump shot from 12 ft (block by M. Ellis),,113,92
351,4,9:19.0,,Defensive rebound by S. Hill,113,92
352,4,9:13.0,,Shooting foul by B. Rush (drawn by C. Budinger),113,92
353,4,9:13.0,,C. Budinger makes free throw 1 of 3,113,93
354,4,9:13.0,,C. Budinger makes free throw 2 of 3,113,94
355,4,9:13.0,Golden State full timeout,,113,94
356,4,9:13.0,,C. Budinger makes free throw 3 of 3,113,95
357,4,8:54.0,I. Clark misses 2-pt jump shot from 10 ft,,113,95
358,4,8:53.0,Offensive rebound by F. Ezeli,,113,95
359,4,8:53.0,Shooting foul by S. Hill (drawn by F. Ezeli),,113,95
360,4,8:53.0,F. Ezeli misses free throw 1 of 2,,113,95
361,4,8:53.0,Offensive rebound by Team,,113,95
362,4,8:53.0,,C. Miles enters the game for R. Stuckey,113,95
363,4,8:53.0,F. Ezeli misses free throw 2 of 2,,113,95
364,4,8:53.0,,Defensive rebound by S. Hill,113,95
365,4,8:34.0,,M. Ellis misses 3-pt jump shot from 27 ft,113,95
366,4,8:33.0,Defensive rebound by F. Ezeli,,113,95
367,4,8:14.0,S. Livingston makes 2-pt jump shot from 15 ft,,115,95
368,4,8:03.0,,J. Hill makes 2-pt layup at rim (assist by C. Miles),115,97
369,4,7:40.0,B. Rush makes 3-pt jump shot from 25 ft (assist by I. Clark),,118,97
370,4,7:22.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by S. Hill),118,100
371,4,7:11.0,B. Rush makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,121,100
372,4,6:46.0,,M. Ellis makes 2-pt jump shot from 9 ft,121,102
373,4,6:30.0,Turnover by F. Ezeli (3 sec),,121,102
374,4,6:17.0,,J. Hill misses 2-pt layup from 1 ft (block by A. Iguodala),121,102
375,4,6:17.0,,Offensive rebound by Team,121,102
376,4,6:14.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by S. Hill),121,105
377,4,5:53.0,B. Rush misses 3-pt jump shot from 24 ft,,121,105
378,4,5:52.0,Offensive rebound by B. Rush,,121,105
379,4,5:49.0,B. Rush misses 2-pt layup at rim (block by S. Hill),,121,105
380,4,5:49.0,,Defensive rebound by Team,121,105
381,4,5:49.0,Official timeout,,121,105
382,4,5:49.0,,P. George enters the game for S. Hill,121,105
383,4,5:49.0,K. Thompson enters the game for B. Rush,,121,105
384,4,5:49.0,S. Curry enters the game for F. Ezeli,,121,105
385,4,5:49.0,D. Green enters the game for I. Clark,,121,105
386,4,5:36.0,,P. George makes 3-pt jump shot from 25 ft,121,108
387,4,5:16.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,123,108
388,4,5:06.0,,C. Miles misses 3-pt jump shot from 26 ft,123,108
