,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
228,3,7:54.0,D. Russell misses 3-pt jump shot from 26 ft,,46,61
229,3,7:53.0,Offensive rebound by L. Nance,,46,61
230,3,7:50.0,D. Russell misses 2-pt layup from 2 ft,,46,61
231,3,7:48.0,Offensive rebound by D. Russell,,46,61
232,3,7:48.0,D. Russell misses 2-pt layup at rim,,46,61
233,3,7:47.0,Offensive rebound by D. Russell,,46,61
234,3,7:47.0,Personal foul by T. Sefolosha (drawn by D. Russell),,46,61
235,3,7:42.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by K. Bryant),,49,61
236,3,7:26.0,,A. Horford misses 2-pt jump shot from 18 ft,49,61
237,3,7:24.0,,Offensive rebound by T. Sefolosha,49,61
238,3,7:07.0,,Turnover by T. Sefolosha (bad pass; steal by R. Hibbert),49,61
239,3,6:46.0,L. Nance misses 2-pt jump shot from 12 ft,,49,61
240,3,6:44.0,,Defensive rebound by A. Horford,49,61
241,3,6:35.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,49,61
242,3,6:32.0,,Offensive rebound by P. Millsap,49,61
243,3,6:30.0,,Turnover by T. Sefolosha (traveling),49,61
244,3,6:14.0,K. Bryant misses 2-pt jump shot from 17 ft,,49,61
245,3,6:12.0,,Defensive rebound by A. Horford,49,61
246,3,6:01.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by P. Millsap),49,64
247,3,5:39.0,R. Hibbert makes 2-pt hook shot from 1 ft,,51,64
248,3,5:38.0,,Atlanta full timeout,51,64
249,3,5:38.0,L. Williams enters the game for D. Russell,,51,64
250,3,5:38.0,,M. Muscala enters the game for A. Horford,51,64
251,3,5:18.0,,K. Korver misses 2-pt jump shot from 21 ft,51,64
252,3,5:15.0,Defensive rebound by L. Nance,,51,64
253,3,4:53.0,K. Bryant misses 2-pt jump shot from 17 ft,,51,64
254,3,4:52.0,,Defensive rebound by P. Millsap,51,64
255,3,4:48.0,,Turnover by T. Sefolosha (lost ball; steal by L. Williams),51,64
256,3,4:43.0,K. Bryant makes 3-pt jump shot from 25 ft (assist by L. Williams),,54,64
257,3,4:18.0,,Turnover by K. Korver (bad pass; steal by K. Bryant),54,64
258,3,4:09.0,K. Bryant makes 3-pt jump shot from 24 ft,,57,64
259,3,4:09.0,,Atlanta full timeout,57,64
260,3,4:09.0,,K. Bazemore enters the game for T. Sefolosha,57,64
261,3,4:09.0,B. Bass enters the game for R. Hibbert,,57,64
262,3,4:09.0,J. Randle enters the game for L. Nance,,57,64
263,3,3:51.0,,P. Millsap misses 2-pt jump shot from 5 ft,57,64
264,3,3:50.0,Defensive rebound by K. Bryant,,57,64
265,3,3:43.0,K. Bryant misses 3-pt jump shot from 25 ft,,57,64
266,3,3:42.0,,Defensive rebound by J. Teague,57,64
267,3,3:28.0,,P. Millsap makes 2-pt layup at rim (assist by K. Bazemore),57,66
268,3,3:28.0,,Shooting foul by K. Bryant (drawn by P. Millsap),57,66
269,3,3:28.0,,T. Sefolosha enters the game for K. Korver,57,66
270,3,3:28.0,,P. Millsap makes free throw 1 of 1,57,67
271,3,3:12.0,B. Bass misses 2-pt jump shot from 18 ft,,57,67
272,3,3:10.0,,Defensive rebound by T. Sefolosha,57,67
273,3,2:56.0,,P. Millsap misses 2-pt jump shot from 2 ft (block by J. Randle),57,67
274,3,2:56.0,,Offensive rebound by Team,57,67
275,3,2:56.0,Official timeout,,57,67
276,3,2:56.0,M. World Peace enters the game for K. Bryant,,57,67
277,3,2:48.0,,Turnover by P. Millsap (lost ball; steal by J. Randle),57,67
278,3,2:31.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by B. Bass),,60,67
279,3,2:14.0,,J. Teague makes 2-pt layup from 1 ft,60,69
280,3,1:50.0,L. Williams makes 2-pt jump shot from 8 ft,,62,69
281,3,1:30.0,,K. Bazemore makes 3-pt jump shot from 26 ft,62,72
282,3,1:12.0,L. Williams misses 2-pt layup from 1 ft (block by M. Muscala),,62,72
283,3,1:10.0,,Defensive rebound by P. Millsap,62,72
284,3,1:03.0,,J. Teague misses 3-pt jump shot from 24 ft,62,72
285,3,1:02.0,Defensive rebound by B. Bass,,62,72
286,3,0:47.0,J. Clarkson makes 2-pt jump shot from 16 ft,,64,72
287,3,0:39.0,,J. Teague misses 2-pt layup from 1 ft (block by B. Bass),64,72
288,3,0:36.0,,Offensive rebound by M. Muscala,64,72
289,3,0:35.0,,Turnover by M. Muscala (lost ball; steal by J. Randle),64,72
290,3,0:28.0,J. Randle makes 2-pt layup at rim,,66,72
291,3,0:12.0,,Personal block foul by J. Clarkson (drawn by J. Teague),66,72
292,3,0:12.0,,K. Korver enters the game for T. Sefolosha,66,72
293,3,0:12.0,,M. Scott enters the game for P. Millsap,66,72
294,3,0:12.0,,A. Horford enters the game for M. Muscala,66,72
295,3,0:01.0,,Turnover by J. Teague (bad pass),66,72
296,4,11:43.0,,M. Scott makes 2-pt jump shot from 11 ft (assist by A. Horford),66,74
297,4,11:29.0,L. Williams makes 2-pt jump shot from 13 ft,,68,74
298,4,11:14.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by K. Korver),68,77
299,4,10:58.0,L. Williams misses 3-pt jump shot from 25 ft,,68,77
300,4,10:55.0,,Defensive rebound by K. Bazemore,68,77
301,4,10:49.0,,K. Bazemore misses 2-pt layup from 1 ft (block by B. Bass),68,77
302,4,10:47.0,Defensive rebound by L. Williams,,68,77
303,4,10:32.0,M. World Peace misses 2-pt jump shot from 13 ft,,68,77
304,4,10:31.0,Offensive rebound by Team,,68,77
305,4,10:31.0,K. Bryant enters the game for M. World Peace,,68,77
306,4,10:25.0,Turnover by D. Russell (lost ball; steal by K. Korver),,68,77
307,4,10:19.0,,K. Korver makes 2-pt layup at rim (assist by A. Horford),68,79
308,4,9:53.0,K. Bryant misses 3-pt jump shot from 24 ft,,68,79
309,4,9:52.0,,Defensive rebound by D. Schröder,68,79
310,4,9:33.0,,Turnover by D. Schröder (lost ball),68,79
311,4,9:33.0,L. Nance enters the game for J. Randle,,68,79
312,4,9:17.0,Shooting foul by M. Scott (drawn by L. Williams),,68,79
313,4,9:17.0,L. Williams misses free throw 1 of 2,,68,79
314,4,9:17.0,Offensive rebound by Team,,68,79
315,4,9:17.0,L. Williams makes free throw 2 of 2,,69,79
316,4,9:08.0,,K. Korver misses 3-pt jump shot from 24 ft,69,79
317,4,9:06.0,Defensive rebound by D. Russell,,69,79
318,4,8:54.0,D. Russell makes 2-pt jump shot from 8 ft,,71,79
319,4,8:44.0,,Turnover by D. Schröder (bad pass; steal by K. Bryant),71,79
320,4,8:36.0,L. Nance misses 2-pt jump shot from 5 ft (block by K. Korver),,71,79
321,4,8:34.0,,Defensive rebound by K. Korver,71,79
322,4,8:34.0,,Shooting foul by L. Williams (drawn by K. Bazemore),71,79
323,4,8:34.0,Official timeout,,71,79
324,4,8:34.0,,K. Bazemore makes free throw 1 of 2,71,80
325,4,8:34.0,,K. Bazemore misses free throw 2 of 2,71,80
326,4,8:32.0,Defensive rebound by B. Bass,,71,80
327,4,8:19.0,L. Williams misses 2-pt dunk at rim (block by A. Horford),,71,80
328,4,8:12.0,Offensive rebound by D. Russell,,71,80
329,4,8:12.0,Turnover by D. Russell (bad pass),,71,80
330,4,8:09.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by K. Korver),71,82
331,4,7:49.0,D. Russell makes 3-pt jump shot from 24 ft (assist by B. Bass),,74,82
332,4,7:29.0,,M. Scott misses 3-pt jump shot from 24 ft,74,82
333,4,7:26.0,Defensive rebound by D. Russell,,74,82
334,4,7:15.0,D. Russell misses 2-pt jump shot from 15 ft,,74,82
335,4,7:14.0,Offensive rebound by L. Nance,,74,82
336,4,7:12.0,L. Nance makes 2-pt dunk at rim,,76,82
337,4,6:59.0,,D. Schröder makes 2-pt jump shot from 4 ft,76,84
338,4,6:36.0,Shooting foul by K. Bazemore (drawn by K. Bryant),,76,84
339,4,6:36.0,K. Bryant makes free throw 1 of 2,,77,84
340,4,6:36.0,,P. Millsap enters the game for A. Horford,77,84
341,4,6:36.0,,T. Sefolosha enters the game for K. Bazemore,77,84
342,4,6:36.0,K. Bryant makes free throw 2 of 2,,78,84
343,4,6:27.0,,Shooting foul by D. Russell (drawn by D. Schröder),78,84
344,4,6:27.0,,D. Schröder misses free throw 1 of 2,78,84
345,4,6:27.0,,Offensive rebound by Team,78,84
346,4,6:27.0,,D. Schröder makes free throw 2 of 2,78,85
347,4,6:15.0,K. Bryant misses 3-pt jump shot from 25 ft,,78,85
348,4,6:13.0,,Defensive rebound by D. Schröder,78,85
349,4,6:06.0,,Turnover by M. Scott (bad pass; steal by D. Russell),78,85
350,4,6:00.0,L. Williams makes 3-pt jump shot from 23 ft (assist by K. Bryant),,81,85
351,4,5:59.0,,Atlanta full timeout,81,85
352,4,5:59.0,,A. Horford enters the game for M. Scott,81,85
353,4,5:49.0,,Offensive foul by K. Korver (drawn by B. Bass),81,85
354,4,5:49.0,,Turnover by K. Korver (offensive foul),81,85
355,4,5:29.0,Personal foul by P. Millsap,,81,85
356,4,5:29.0,,J. Teague enters the game for D. Schröder,81,85
357,4,5:19.0,B. Bass misses 2-pt jump shot from 14 ft,,81,85
358,4,5:17.0,,Defensive rebound by T. Sefolosha,81,85
359,4,5:04.0,,P. Millsap makes 2-pt layup from 2 ft (assist by A. Horford),81,87
360,4,4:46.0,K. Bryant makes 2-pt jump shot from 16 ft,,83,87
361,4,4:31.0,,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),83,89
362,4,4:14.0,K. Bryant misses 2-pt jump shot from 12 ft (block by T. Sefolosha),,83,89
363,4,4:14.0,Offensive rebound by Team,,83,89
364,4,4:14.0,,K. Bazemore enters the game for K. Korver,83,89
365,4,4:10.0,K. Bryant misses 3-pt jump shot from 23 ft,,83,89
366,4,4:07.0,,Defensive rebound by K. Bazemore,83,89
367,4,3:45.0,,J. Teague makes 2-pt jump shot from 16 ft,83,91
368,4,3:45.0,LA Lakers full timeout,,83,91
369,4,3:45.0,J. Randle enters the game for L. Nance,,83,91
370,4,3:29.0,Turnover by D. Russell (bad pass; steal by J. Teague),,83,91
371,4,3:05.0,,J. Teague misses 3-pt jump shot from 24 ft,83,91
372,4,3:04.0,,Offensive rebound by P. Millsap,83,91
373,4,2:48.0,,Turnover by A. Horford (bad pass; steal by J. Randle),83,91
374,4,2:41.0,J. Randle misses 2-pt layup from 3 ft (block by P. Millsap),,83,91
375,4,2:41.0,Offensive rebound by Team,,83,91
376,4,2:40.0,Turnover by K. Bryant (bad pass; steal by K. Bazemore),,83,91
377,4,2:34.0,,J. Teague makes 2-pt layup from 1 ft,83,93
378,4,2:17.0,K. Bryant misses 2-pt jump shot from 19 ft,,83,93
379,4,2:15.0,,Defensive rebound by P. Millsap,83,93
380,4,2:05.0,,Shooting foul by J. Randle (drawn by P. Millsap),83,93
381,4,2:05.0,,P. Millsap makes free throw 1 of 2,83,94
382,4,2:05.0,,P. Millsap makes free throw 2 of 2,83,95
383,4,1:53.0,K. Bryant misses 3-pt jump shot from 24 ft,,83,95
384,4,1:53.0,Offensive rebound by B. Bass,,83,95
385,4,1:53.0,B. Bass makes 2-pt dunk at rim,,85,95
386,4,1:30.0,,Shooting foul by K. Bryant (drawn by K. Bazemore),85,95
