,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
387,4,7:28.0,D. Cousins makes free throw 2 of 2,,83,105
388,4,7:13.0,,Turnover by K. Love (lost ball; steal by R. Gay),83,105
389,4,7:06.0,D. Collison makes 2-pt layup at rim (assist by R. Rondo),,85,105
390,4,6:57.0,,K. Irving makes 2-pt layup from 1 ft,85,107
391,4,6:46.0,O. Casspi makes 2-pt layup from 3 ft (assist by R. Rondo),,87,107
392,4,6:33.0,,T. Mozgov misses 2-pt dunk at rim,87,107
393,4,6:32.0,Defensive rebound by R. Rondo,,87,107
394,4,6:26.0,R. Gay misses 3-pt jump shot from 24 ft,,87,107
395,4,6:25.0,Offensive rebound by R. Rondo,,87,107
396,4,6:24.0,Shooting foul by T. Mozgov (drawn by O. Casspi),,87,107
397,4,6:24.0,O. Casspi makes free throw 1 of 2,,88,107
398,4,6:24.0,O. Casspi makes free throw 2 of 2,,89,107
399,4,6:08.0,,R. Jefferson makes 2-pt dunk at rim (assist by K. Irving),89,109
400,4,5:57.0,D. Cousins misses 2-pt jump shot from 4 ft (block by T. Mozgov),,89,109
401,4,5:56.0,,Defensive rebound by R. Jefferson,89,109
402,4,5:46.0,,R. Jefferson misses 3-pt jump shot from 23 ft,89,109
403,4,5:45.0,Defensive rebound by D. Cousins,,89,109
404,4,5:42.0,O. Casspi makes 2-pt dunk at rim (assist by D. Cousins),,91,109
405,4,5:42.0,,Cleveland full timeout,91,109
406,4,5:42.0,Official timeout,,91,109
407,4,5:26.0,,Turnover by K. Irving (lost ball; steal by R. Rondo),91,109
408,4,5:26.0,Personal foul by K. Irving (drawn by R. Rondo),,91,109
409,4,5:26.0,R. Rondo makes free throw 1 of 2,,92,109
410,4,5:26.0,R. Rondo makes free throw 2 of 2,,93,109
411,4,5:04.0,,K. Irving makes 2-pt jump shot from 16 ft,93,111
412,4,4:53.0,D. Cousins misses 3-pt jump shot from 25 ft,,93,111
413,4,4:53.0,,Defensive rebound by K. Love,93,111
414,4,4:38.0,,Cleveland full timeout,93,111
415,4,4:38.0,S. Curry enters the game for R. Gay,,93,111
416,4,4:38.0,Q. Acy enters the game for D. Cousins,,93,111
417,4,4:38.0,J. Anderson enters the game for R. Rondo,,93,111
418,4,4:38.0,W. Cauley-Stein enters the game for D. Collison,,93,111
419,4,4:38.0,,J. Smith enters the game for K. Love,93,111
420,4,4:29.0,,K. Irving misses 2-pt jump shot from 15 ft,93,111
421,4,4:27.0,Defensive rebound by O. Casspi,,93,111
422,4,4:23.0,Q. Acy misses 2-pt layup from 1 ft,,93,111
423,4,4:22.0,,Defensive rebound by J. Smith,93,111
424,4,4:03.0,,J. Smith misses 3-pt jump shot from 24 ft,93,111
425,4,4:02.0,,Offensive rebound by I. Shumpert,93,111
426,4,3:54.0,,R. Jefferson makes 3-pt jump shot from 25 ft (assist by K. Irving),93,114
427,4,3:37.0,O. Casspi misses 2-pt layup at rim,,93,114
428,4,3:35.0,Offensive rebound by W. Cauley-Stein,,93,114
429,4,3:33.0,W. Cauley-Stein misses 2-pt hook shot from 1 ft,,93,114
430,4,3:29.0,,Defensive rebound by R. Jefferson,93,114
431,4,3:10.0,,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Smith),93,117
432,4,3:02.0,Personal foul by R. Jefferson (drawn by S. Curry),,93,117
433,4,3:02.0,S. Curry misses free throw 1 of 2,,93,117
434,4,3:02.0,Offensive rebound by Team,,93,117
435,4,3:02.0,,M. Williams enters the game for J. Smith,93,117
436,4,3:02.0,,S. Kaun enters the game for K. Irving,93,117
437,4,3:02.0,,J. Cunningham enters the game for T. Mozgov,93,117
438,4,3:02.0,S. Curry misses free throw 2 of 2,,93,117
439,4,3:01.0,Offensive rebound by Q. Acy,,93,117
440,4,3:00.0,Q. Acy makes 2-pt dunk at rim,,95,117
441,4,3:00.0,Shooting foul by S. Kaun (drawn by Q. Acy),,95,117
442,4,3:00.0,Q. Acy makes free throw 1 of 1,,96,117
443,4,2:44.0,,Turnover by J. Cunningham (bad pass; steal by Q. Acy),96,117
444,4,2:28.0,Offensive foul by J. Anderson (drawn by R. Jefferson),,96,117
445,4,2:28.0,Turnover by J. Anderson (offensive foul),,96,117
446,4,2:15.0,,Turnover by I. Shumpert (bad pass; steal by O. Casspi),96,117
447,4,2:13.0,Shooting foul by I. Shumpert (drawn by O. Casspi),,96,117
448,4,2:13.0,O. Casspi makes free throw 1 of 2,,97,117
449,4,2:13.0,O. Casspi makes free throw 2 of 2,,98,117
450,4,1:51.0,,M. Williams makes 2-pt jump shot from 15 ft,98,119
451,4,1:42.0,S. Curry misses 2-pt jump shot from 18 ft,,98,119
452,4,1:42.0,,Defensive rebound by I. Shumpert,98,119
453,4,1:30.0,,I. Shumpert misses 2-pt jump shot from 4 ft,98,119
454,4,1:29.0,Defensive rebound by W. Cauley-Stein,,98,119
455,4,1:25.0,Turnover by O. Casspi (bad pass; steal by J. Cunningham),,98,119
456,4,1:25.0,,Personal foul by O. Casspi (drawn by J. Cunningham),98,119
457,4,1:10.0,,Shooting foul by J. Anderson (drawn by S. Kaun),98,119
458,4,1:10.0,,S. Kaun misses free throw 1 of 2,98,119
459,4,1:10.0,,Offensive rebound by Team,98,119
460,4,1:10.0,,S. Kaun makes free throw 2 of 2,98,120
461,4,1:03.0,Turnover by J. Anderson (step out of bounds),,98,120
462,4,0:43.0,,Turnover by J. Cunningham (bad pass; steal by S. Curry),98,120
463,4,0:39.0,J. Anderson makes 2-pt dunk at rim (assist by O. Casspi),,100,120
464,4,0:14.0,,J. Cunningham misses 3-pt jump shot from 28 ft,100,120
465,4,0:14.0,Defensive rebound by Team,,100,120
466,4,0:09.0,S. Curry misses 3-pt jump shot from 24 ft,,100,120
467,4,0:04.0,,Defensive rebound by S. Kaun,100,120
