,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
52,1,5:11.0,,R. Hibbert misses 2-pt jump shot from 15 ft,19,10
53,1,5:08.0,Defensive rebound by M. Williams,,19,10
54,1,4:54.0,S. Hawes misses 3-pt jump shot from 24 ft,,19,10
55,1,4:52.0,,Defensive rebound by K. Bryant,19,10
56,1,4:46.0,,K. Bryant misses 3-pt jump shot from 24 ft,19,10
57,1,4:43.0,Defensive rebound by S. Hawes,,19,10
58,1,4:39.0,M. Williams misses 2-pt layup at rim (block by R. Hibbert),,19,10
59,1,4:39.0,Offensive rebound by Team,,19,10
60,1,4:39.0,,LA Lakers full timeout,19,10
61,1,4:39.0,T. Daniels enters the game for M. Kidd-Gilchrist,,19,10
62,1,4:39.0,P. Hairston enters the game for J. Lin,,19,10
63,1,4:39.0,,B. Bass enters the game for R. Hibbert,19,10
64,1,4:39.0,,D. Russell enters the game for L. Williams,19,10
65,1,4:32.0,T. Daniels makes 2-pt jump shot from 19 ft (assist by M. Williams),,21,10
66,1,4:11.0,,J. Randle misses 2-pt jump shot from 3 ft (block by M. Williams),21,10
67,1,4:08.0,Defensive rebound by K. Walker,,21,10
68,1,3:57.0,M. Williams misses 3-pt jump shot from 24 ft,,21,10
69,1,3:56.0,,Defensive rebound by K. Bryant,21,10
70,1,3:53.0,F. Kaminsky enters the game for M. Williams,,21,10
71,1,3:49.0,,J. Clarkson misses 2-pt jump shot from 5 ft,21,10
72,1,3:43.0,Defensive rebound by F. Kaminsky,,21,10
73,1,3:37.0,T. Daniels misses 2-pt jump shot from 4 ft,,21,10
74,1,3:35.0,,Defensive rebound by D. Russell,21,10
75,1,3:19.0,,B. Bass misses 2-pt jump shot from 5 ft (block by F. Kaminsky),21,10
76,1,3:16.0,Defensive rebound by K. Walker,,21,10
77,1,3:09.0,Turnover by K. Walker (bad pass; steal by K. Bryant),,21,10
78,1,2:50.0,,K. Bryant makes 2-pt jump shot from 4 ft,21,12
79,1,2:33.0,T. Daniels misses 2-pt jump shot from 18 ft,,21,12
80,1,2:32.0,,Defensive rebound by K. Bryant,21,12
81,1,2:24.0,,K. Bryant makes 2-pt jump shot from 9 ft,21,14
82,1,2:02.0,Def 3 sec tech foul by J. Randle,,21,14
83,1,2:02.0,Charlotte full timeout,,21,14
84,1,2:02.0,,R. Kelly enters the game for J. Randle,21,14
85,1,2:02.0,T. Hansbrough enters the game for S. Hawes,,21,14
86,1,2:02.0,K. Walker misses technical free throw,,21,14
87,1,2:02.0,Offensive rebound by Team,,21,14
88,1,1:52.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,21,14
89,1,1:50.0,,Defensive rebound by D. Russell,21,14
90,1,1:35.0,,B. Bass misses 2-pt jump shot from 8 ft,21,14
91,1,1:33.0,Defensive rebound by K. Walker,,21,14
92,1,1:24.0,T. Daniels misses 2-pt jump shot from 11 ft,,21,14
93,1,1:21.0,,Defensive rebound by R. Kelly,21,14
94,1,1:14.0,,R. Kelly makes 2-pt jump shot from 8 ft (assist by D. Russell),21,16
95,1,1:01.0,K. Walker misses 2-pt jump shot from 18 ft,,21,16
96,1,0:59.0,Offensive rebound by T. Hansbrough,,21,16
97,1,0:59.0,T. Hansbrough misses 2-pt layup from 1 ft,,21,16
98,1,0:59.0,,Defensive rebound by Team,21,16
99,1,0:37.0,,K. Bryant misses 2-pt jump shot from 13 ft,21,16
100,1,0:34.0,Defensive rebound by T. Daniels,,21,16
101,1,0:34.0,Personal foul by K. Bryant (drawn by K. Walker),,21,16
102,1,0:20.0,K. Walker misses 2-pt jump shot from 3 ft,,21,16
103,1,0:20.0,Offensive rebound by Team,,21,16
104,1,0:05.0,P. Hairston misses 3-pt jump shot from 24 ft,,21,16
105,1,0:04.0,,Defensive rebound by Team,21,16
106,1,0:02.0,,R. Kelly misses 3-pt jump shot from 23 ft (block by F. Kaminsky),21,16
107,1,0:00.0,,Offensive rebound by Team,21,16
108,2,11:39.0,,R. Kelly misses 2-pt jump shot from 16 ft,21,16
109,2,11:38.0,Defensive rebound by B. Roberts,,21,16
110,2,11:27.0,F. Kaminsky makes 2-pt jump shot from 5 ft (assist by B. Roberts),,23,16
111,2,11:22.0,,Turnover by D. Russell (lost ball),23,16
112,2,11:12.0,F. Kaminsky misses 2-pt jump shot from 4 ft (block by R. Kelly),,23,16
113,2,11:12.0,,Defensive rebound by Team,23,16
114,2,10:54.0,,R. Kelly makes 2-pt hook shot from 4 ft (assist by J. Clarkson),23,18
115,2,10:41.0,J. Lin misses 2-pt jump shot from 9 ft,,23,18
116,2,10:38.0,,Defensive rebound by D. Russell,23,18
117,2,10:34.0,,N. Young misses 3-pt jump shot from 25 ft,23,18
118,2,10:30.0,Defensive rebound by J. Lin,,23,18
119,2,10:23.0,Shooting foul by B. Bass (drawn by T. Hansbrough),,23,18
120,2,10:23.0,T. Hansbrough misses free throw 1 of 2,,23,18
121,2,10:23.0,Offensive rebound by Team,,23,18
122,2,10:23.0,T. Hansbrough makes free throw 2 of 2,,24,18
123,2,10:00.0,,B. Bass misses 2-pt layup from 2 ft (block by T. Hansbrough),24,18
124,2,9:57.0,Defensive rebound by P. Hairston,,24,18
125,2,9:50.0,J. Lin makes 3-pt jump shot from 24 ft (assist by P. Hairston),,27,18
126,2,9:34.0,,Turnover by D. Russell (lost ball; steal by T. Hansbrough),27,18
127,2,9:22.0,B. Roberts misses 2-pt jump shot from 19 ft,,27,18
128,2,9:21.0,,Defensive rebound by R. Kelly,27,18
129,2,9:16.0,Offensive charge foul by J. Clarkson (drawn by T. Hansbrough),,27,18
130,2,9:16.0,,Turnover by J. Clarkson (offensive foul),27,18
131,2,9:16.0,,L. Williams enters the game for J. Clarkson,27,18
132,2,9:16.0,,K. Bryant enters the game for N. Young,27,18
133,2,9:01.0,Turnover by J. Lin (bad pass; steal by R. Kelly),,27,18
134,2,8:57.0,,Shooting foul by P. Hairston (drawn by D. Russell),27,18
135,2,8:57.0,Official timeout,,27,18
136,2,8:57.0,,D. Russell makes free throw 1 of 2,27,19
137,2,8:57.0,,D. Russell makes free throw 2 of 2,27,20
138,2,8:41.0,P. Hairston makes 3-pt jump shot from 23 ft (assist by B. Roberts),,30,20
139,2,8:20.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by B. Bass),30,23
140,2,8:05.0,Def 3 sec tech foul by B. Bass,,30,23
141,2,8:05.0,J. Lin makes technical free throw,,31,23
142,2,7:57.0,Turnover by P. Hairston (step out of bounds),,31,23
143,2,7:40.0,,Shooting foul by P. Hairston (drawn by K. Bryant),31,23
144,2,7:40.0,,K. Bryant makes free throw 1 of 2,31,24
145,2,7:40.0,,K. Bryant makes free throw 2 of 2,31,25
146,2,7:23.0,F. Kaminsky misses 2-pt hook shot from 7 ft,,31,25
147,2,7:23.0,Offensive rebound by F. Kaminsky,,31,25
148,2,7:23.0,F. Kaminsky makes 2-pt layup from 7 ft,,33,25
149,2,7:23.0,Shooting foul by R. Kelly (drawn by F. Kaminsky),,33,25
150,2,7:23.0,,J. Randle enters the game for R. Kelly,33,25
151,2,7:23.0,F. Kaminsky misses free throw 1 of 1,,33,25
152,2,7:21.0,Offensive rebound by P. Hairston,,33,25
153,2,7:16.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by J. Lin),,36,25
154,2,7:03.0,,Turnover by L. Williams (bad pass; steal by P. Hairston),36,25
155,2,6:57.0,J. Lin misses 2-pt layup at rim,,36,25
156,2,6:57.0,,Defensive rebound by Team,36,25
157,2,6:57.0,Loose ball foul by T. Hansbrough (drawn by J. Randle),,36,25
158,2,6:47.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by B. Bass),36,28
159,2,6:32.0,B. Roberts makes 2-pt jump shot from 3 ft,,38,28
160,2,6:14.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by L. Williams),38,31
161,2,6:08.0,Charlotte full timeout,,38,31
162,2,6:08.0,M. Williams enters the game for P. Hairston,,38,31
163,2,6:08.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,38,31
164,2,6:08.0,,N. Young enters the game for K. Bryant,38,31
165,2,6:08.0,,R. Hibbert enters the game for B. Bass,38,31
166,2,6:01.0,Personal foul by J. Randle (drawn by J. Lin),,38,31
167,2,5:54.0,Shooting foul by R. Hibbert (drawn by T. Hansbrough),,38,31
168,2,5:54.0,T. Hansbrough misses free throw 1 of 2,,38,31
169,2,5:54.0,Offensive rebound by Team,,38,31
170,2,5:54.0,T. Hansbrough misses free throw 2 of 2,,38,31
171,2,5:53.0,,Defensive rebound by J. Randle,38,31
172,2,5:39.0,,Turnover by L. Williams (lost ball; steal by M. Williams),38,31
173,2,5:21.0,T. Hansbrough makes 2-pt layup from 1 ft (assist by J. Lin),,40,31
174,2,5:21.0,Shooting foul by D. Russell (drawn by T. Hansbrough),,40,31
175,2,5:21.0,K. Walker enters the game for J. Lin,,40,31
176,2,5:21.0,T. Hansbrough makes free throw 1 of 1,,41,31
177,2,5:04.0,,N. Young misses 3-pt jump shot from 24 ft,41,31
178,2,5:03.0,Defensive rebound by M. Williams,,41,31
179,2,4:53.0,B. Roberts misses 3-pt jump shot from 25 ft,,41,31
180,2,4:52.0,Offensive rebound by M. Williams,,41,31
181,2,4:49.0,M. Williams misses 2-pt layup at rim (block by R. Hibbert),,41,31
182,2,4:48.0,Offensive rebound by M. Williams,,41,31
183,2,4:36.0,T. Hansbrough misses 2-pt jump shot from 3 ft (block by R. Hibbert),,41,31
184,2,4:34.0,,Defensive rebound by N. Young,41,31
185,2,4:14.0,,J. Randle misses 2-pt jump shot from 3 ft,41,31
186,2,4:12.0,Defensive rebound by M. Kidd-Gilchrist,,41,31
187,2,4:12.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by L. Williams),,41,31
188,2,4:12.0,Offensive rebound by Team,,41,31
189,2,4:12.0,,J. Clarkson enters the game for D. Russell,41,31
190,2,4:12.0,S. Hawes enters the game for T. Hansbrough,,41,31
191,2,4:12.0,Personal foul by J. Randle (drawn by M. Williams),,41,31
192,2,4:12.0,M. Williams misses free throw 1 of 2,,41,31
193,2,4:12.0,Offensive rebound by Team,,41,31
194,2,4:12.0,M. Williams makes free throw 2 of 2,,42,31
195,2,4:00.0,,L. Williams makes 3-pt jump shot from 25 ft,42,34
196,2,3:41.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,45,34
197,2,3:30.0,,L. Williams misses 3-pt jump shot from 24 ft,45,34
198,2,3:29.0,Defensive rebound by M. Kidd-Gilchrist,,45,34
199,2,3:11.0,M. Kidd-Gilchrist makes 3-pt jump shot from 23 ft (assist by M. Williams),,48,34
200,2,2:59.0,,R. Hibbert misses 2-pt hook shot from 4 ft,48,34
201,2,2:57.0,,Offensive rebound by R. Hibbert,48,34
202,2,2:55.0,,R. Hibbert misses 2-pt layup from 1 ft (block by S. Hawes),48,34
203,2,2:54.0,Defensive rebound by M. Williams,,48,34
204,2,2:48.0,B. Roberts misses 2-pt jump shot from 6 ft,,48,34
205,2,2:45.0,,Defensive rebound by N. Young,48,34
206,2,2:38.0,,J. Clarkson makes 2-pt layup from 2 ft,48,36
207,2,2:23.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,51,36
208,2,2:16.0,,LA Lakers full timeout,51,36
209,2,2:01.0,,Shooting foul by B. Roberts (drawn by L. Williams),51,36
210,2,2:01.0,,L. Williams makes free throw 1 of 3,51,37
211,2,2:01.0,,L. Williams makes free throw 2 of 3,51,38
212,2,2:01.0,,L. Williams makes free throw 3 of 3,51,39
213,2,1:50.0,Turnover by K. Walker (bad pass; steal by L. Williams),,51,39
214,2,1:44.0,,L. Williams misses 2-pt layup from 1 ft,51,39
215,2,1:42.0,,Offensive rebound by J. Randle,51,39
216,2,1:42.0,,J. Randle makes 2-pt layup from 1 ft,51,41
217,2,1:37.0,Shooting foul by R. Hibbert (drawn by B. Roberts),,51,41
218,2,1:37.0,B. Roberts makes free throw 1 of 2,,52,41
219,2,1:37.0,B. Roberts makes free throw 2 of 2,,53,41
220,2,1:19.0,,Turnover by R. Hibbert (bad pass),53,41
221,2,1:06.0,M. Williams makes 3-pt jump shot from 24 ft (assist by S. Hawes),,56,41
222,2,0:56.0,,J. Clarkson makes 2-pt jump shot from 16 ft,56,43
223,2,0:44.0,B. Roberts misses 2-pt jump shot from 8 ft,,56,43
224,2,0:41.0,,Defensive rebound by L. Williams,56,43
225,2,0:33.0,,L. Williams misses 3-pt jump shot from 24 ft,56,43
226,2,0:32.0,Defensive rebound by M. Kidd-Gilchrist,,56,43
227,2,0:14.0,K. Walker misses 3-pt jump shot from 24 ft,,56,43
228,2,0:14.0,,Defensive rebound by Team,56,43
229,2,0:02.0,,J. Clarkson misses 2-pt jump shot from 3 ft (block by M. Williams),56,43
230,2,0:01.0,Defensive rebound by M. Kidd-Gilchrist,,56,43
231,2,0:00.0,Personal foul by J. Clarkson (drawn by M. Kidd-Gilchrist),,56,43
232,2,0:00.0,M. Kidd-Gilchrist makes free throw 1 of 2,,57,43
233,2,0:00.0,M. Kidd-Gilchrist makes free throw 2 of 2,,58,43
234,3,11:44.0,,K. Bryant misses 3-pt jump shot from 27 ft,58,43
235,3,11:43.0,Defensive rebound by M. Williams,,58,43
236,3,11:26.0,J. Lin misses 2-pt jump shot from 20 ft,,58,43
237,3,11:25.0,,Defensive rebound by J. Randle,58,43
238,3,11:19.0,,K. Bryant makes 2-pt layup at rim (assist by J. Randle),58,45
239,3,11:19.0,,Shooting foul by S. Hawes (drawn by K. Bryant),58,45
240,3,11:19.0,,K. Bryant makes free throw 1 of 1,58,46
241,3,10:54.0,S. Hawes misses 2-pt jump shot from 15 ft,,58,46
242,3,10:52.0,,Defensive rebound by J. Randle,58,46
243,3,10:46.0,,Turnover by J. Randle (bad pass),58,46
244,3,10:28.0,J. Lin misses 3-pt jump shot from 24 ft,,58,46
245,3,10:27.0,Offensive rebound by M. Williams,,58,46
246,3,10:27.0,Turnover by M. Williams (traveling),,58,46
247,3,10:13.0,,Shooting foul by J. Lin (drawn by L. Williams),58,46
248,3,10:13.0,,L. Williams makes free throw 1 of 3,58,47
249,3,10:13.0,,L. Williams makes free throw 2 of 3,58,48
250,3,10:13.0,,L. Williams makes free throw 3 of 3,58,49
251,3,10:00.0,K. Walker misses 2-pt jump shot from 12 ft,,58,49
252,3,9:57.0,,Defensive rebound by J. Randle,58,49
253,3,9:48.0,,L. Williams misses 3-pt jump shot from 24 ft,58,49
254,3,9:47.0,Defensive rebound by S. Hawes,,58,49
255,3,9:33.0,S. Hawes misses 3-pt jump shot from 24 ft,,58,49
256,3,9:30.0,Offensive rebound by J. Lin,,58,49
257,3,9:30.0,Shooting foul by J. Randle (drawn by M. Kidd-Gilchrist),,58,49
258,3,9:30.0,M. Kidd-Gilchrist makes free throw 1 of 2,,59,49
259,3,9:30.0,M. Kidd-Gilchrist misses free throw 2 of 2,,59,49
260,3,9:28.0,Offensive rebound by M. Williams,,59,49
261,3,9:22.0,Turnover by M. Williams (bad pass; steal by K. Bryant),,59,49
262,3,9:11.0,,K. Bryant misses 2-pt jump shot from 19 ft,59,49
263,3,9:10.0,Defensive rebound by M. Williams,,59,49
264,3,8:51.0,Offensive foul by M. Kidd-Gilchrist (drawn by J. Clarkson),,59,49
265,3,8:51.0,Turnover by M. Kidd-Gilchrist (offensive foul),,59,49
266,3,8:31.0,,J. Clarkson makes 2-pt jump shot from 20 ft,59,51
267,3,8:22.0,Personal block foul by J. Randle (drawn by K. Walker),,59,51
268,3,8:22.0,,R. Kelly enters the game for J. Randle,59,51
269,3,8:12.0,M. Williams makes 2-pt jump shot from 15 ft (assist by J. Lin),,61,51
270,3,7:48.0,,L. Williams misses 3-pt jump shot from 23 ft,61,51
271,3,7:48.0,Defensive rebound by K. Walker,,61,51
272,3,7:40.0,Turnover by S. Hawes (bad pass; steal by R. Kelly),,61,51
273,3,7:24.0,,K. Bryant makes 2-pt jump shot from 13 ft,61,53
274,3,7:04.0,M. Williams misses 3-pt jump shot from 22 ft,,61,53
275,3,7:01.0,Offensive rebound by S. Hawes,,61,53
276,3,7:01.0,S. Hawes misses 2-pt layup at rim,,61,53
277,3,6:55.0,Offensive rebound by M. Kidd-Gilchrist,,61,53
278,3,6:53.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,63,53
279,3,6:45.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by L. Williams),63,56
280,3,6:21.0,M. Williams makes 2-pt jump shot from 10 ft,,65,56
281,3,6:10.0,,K. Bryant misses 3-pt jump shot from 23 ft,65,56
282,3,6:07.0,Defensive rebound by K. Walker,,65,56
283,3,6:02.0,K. Walker misses 3-pt jump shot from 23 ft,,65,56
284,3,6:00.0,Offensive rebound by J. Lin,,65,56
285,3,5:59.0,S. Hawes makes 2-pt dunk at rim (assist by J. Lin),,67,56
286,3,5:59.0,,LA Lakers full timeout,67,56
287,3,5:59.0,,D. Russell enters the game for J. Clarkson,67,56
288,3,5:58.0,F. Kaminsky enters the game for M. Williams,,67,56
289,3,5:47.0,,L. Williams misses 2-pt jump shot from 17 ft (block by S. Hawes),67,56
290,3,5:43.0,Defensive rebound by M. Kidd-Gilchrist,,67,56
291,3,5:31.0,K. Walker misses 3-pt jump shot from 24 ft,,67,56
292,3,5:29.0,Offensive rebound by M. Kidd-Gilchrist,,67,56
293,3,5:29.0,Inbound foul by D. Russell,,67,56
294,3,5:29.0,K. Walker makes free throw 1 of 2,,68,56
295,3,5:29.0,K. Walker makes free throw 2 of 2,,69,56
296,3,5:21.0,,Offensive foul by R. Kelly (drawn by K. Walker),69,56
297,3,5:21.0,,Turnover by R. Kelly (offensive foul),69,56
298,3,4:57.0,J. Lin misses 2-pt jump shot from 18 ft,,69,56
299,3,4:56.0,Offensive rebound by Team,,69,56
300,3,4:50.0,Turnover by Team (shot clock),,69,56
301,3,4:43.0,,K. Bryant misses 3-pt jump shot from 24 ft,69,56
302,3,4:42.0,Defensive rebound by J. Lin,,69,56
303,3,4:29.0,K. Walker misses 2-pt jump shot from 17 ft,,69,56
304,3,4:27.0,,Defensive rebound by K. Bryant,69,56
305,3,4:25.0,Violation by M. Kidd-Gilchrist (def goaltending),,69,56
306,3,4:25.0,,R. Kelly makes 2-pt layup from 1 ft (assist by K. Bryant),69,58
307,3,4:10.0,,B. Bass enters the game for R. Hibbert,69,58
308,3,4:10.0,,N. Young enters the game for K. Bryant,69,58
309,3,4:02.0,Shooting foul by B. Bass (drawn by K. Walker),,69,58
310,3,4:02.0,K. Walker makes free throw 1 of 2,,70,58
311,3,4:02.0,T. Daniels enters the game for J. Lin,,70,58
312,3,4:02.0,K. Walker makes free throw 2 of 2,,71,58
313,3,3:53.0,,D. Russell makes 2-pt jump shot from 11 ft,71,60
314,3,3:40.0,K. Walker misses 3-pt jump shot from 25 ft,,71,60
315,3,3:39.0,,Defensive rebound by L. Williams,71,60
316,3,3:33.0,,L. Williams misses 2-pt jump shot from 3 ft,71,60
317,3,3:30.0,Defensive rebound by T. Daniels,,71,60
318,3,3:21.0,Turnover by K. Walker (bad pass; steal by R. Kelly),,71,60
319,3,3:19.0,,Shooting foul by F. Kaminsky (drawn by R. Kelly),71,60
320,3,3:19.0,,R. Kelly misses free throw 1 of 2,71,60
321,3,3:19.0,,Offensive rebound by Team,71,60
322,3,3:19.0,,R. Kelly misses free throw 2 of 2,71,60
323,3,3:18.0,Defensive rebound by M. Kidd-Gilchrist,,71,60
324,3,3:05.0,T. Daniels makes 2-pt jump shot from 16 ft (assist by K. Walker),,73,60
325,3,2:51.0,,Turnover by D. Russell (bad pass; steal by M. Kidd-Gilchrist),73,60
326,3,2:41.0,T. Daniels misses 3-pt jump shot from 25 ft,,73,60
327,3,2:41.0,Offensive rebound by Team,,73,60
328,3,2:41.0,,Loose ball foul by N. Young (drawn by M. Kidd-Gilchrist),73,60
329,3,2:41.0,Charlotte full timeout,,73,60
330,3,2:41.0,T. Hansbrough enters the game for S. Hawes,,73,60
331,3,2:41.0,M. Kidd-Gilchrist makes free throw 1 of 2,,74,60
332,3,2:41.0,M. Kidd-Gilchrist misses free throw 2 of 2,,74,60
333,3,2:40.0,,Defensive rebound by R. Kelly,74,60
334,3,2:24.0,,R. Kelly misses 3-pt jump shot from 24 ft,74,60
335,3,2:22.0,Defensive rebound by T. Daniels,,74,60
336,3,2:00.0,F. Kaminsky makes 2-pt hook shot from 5 ft (assist by T. Daniels),,76,60
337,3,1:49.0,,R. Kelly misses 3-pt jump shot from 24 ft,76,60
338,3,1:48.0,Defensive rebound by K. Walker,,76,60
339,3,1:40.0,K. Walker makes 2-pt layup at rim,,78,60
340,3,1:26.0,,L. Williams misses 3-pt jump shot from 24 ft,78,60
341,3,1:25.0,Defensive rebound by T. Hansbrough,,78,60
342,3,1:19.0,T. Daniels misses 3-pt jump shot from 23 ft,,78,60
343,3,1:17.0,Offensive rebound by M. Kidd-Gilchrist,,78,60
344,3,1:15.0,F. Kaminsky makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),,80,60
345,3,1:15.0,,LA Lakers full timeout,80,60
346,3,1:15.0,P. Hairston enters the game for M. Kidd-Gilchrist,,80,60
347,3,1:06.0,Violation by T. Hansbrough (kicked ball),,80,60
348,3,0:59.0,,R. Kelly misses 2-pt jump shot from 20 ft,80,60
349,3,0:58.0,Defensive rebound by K. Walker,,80,60
350,3,0:41.0,T. Daniels misses 3-pt jump shot from 26 ft,,80,60
351,3,0:39.0,,Defensive rebound by D. Russell,80,60
352,3,0:34.0,Offensive charge foul by D. Russell (drawn by K. Walker),,80,60
353,3,0:34.0,,Turnover by D. Russell (offensive foul),80,60
354,3,0:14.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by K. Walker),,83,60
355,3,0:07.0,,Turnover by D. Russell (lost ball; steal by T. Hansbrough),83,60
356,3,0:02.0,Turnover by T. Daniels (bad pass),,83,60
357,3,0:01.0,,Turnover by R. Kelly (bad pass; steal by P. Hairston),83,60
358,4,11:35.0,P. Hairston misses 3-pt jump shot from 29 ft,,83,60
359,4,11:32.0,,Defensive rebound by R. Kelly,83,60
360,4,11:16.0,,N. Young misses 3-pt jump shot from 24 ft,83,60
361,4,11:14.0,Defensive rebound by T. Daniels,,83,60
362,4,10:58.0,Shooting foul by R. Kelly (drawn by F. Kaminsky),,83,60
363,4,10:58.0,F. Kaminsky makes free throw 1 of 2,,84,60
364,4,10:58.0,F. Kaminsky misses free throw 2 of 2,,84,60
365,4,10:57.0,,Defensive rebound by R. Kelly,84,60
366,4,10:48.0,,R. Kelly misses 2-pt jump shot from 9 ft,84,60
367,4,10:45.0,,Offensive rebound by B. Bass,84,60
368,4,10:45.0,,B. Bass misses 2-pt layup from 1 ft,84,60
369,4,10:43.0,Defensive rebound by T. Hansbrough,,84,60
370,4,10:34.0,B. Roberts misses 3-pt jump shot from 25 ft,,84,60
371,4,10:32.0,,Defensive rebound by R. Kelly,84,60
372,4,10:21.0,,D. Russell makes 2-pt jump shot from 8 ft,84,62
373,4,10:04.0,T. Daniels makes 2-pt jump shot from 19 ft (assist by F. Kaminsky),,86,62
374,4,9:48.0,,Shooting foul by F. Kaminsky (drawn by N. Young),86,62
375,4,9:48.0,,N. Young makes free throw 1 of 2,86,63
376,4,9:48.0,,J. Randle enters the game for R. Kelly,86,63
377,4,9:48.0,,N. Young makes free throw 2 of 2,86,64
378,4,9:33.0,B. Roberts makes 2-pt layup at rim (assist by F. Kaminsky),,88,64
379,4,9:21.0,,Personal foul by T. Hansbrough (drawn by B. Bass),88,64
380,4,9:12.0,,J. Randle misses 2-pt jump shot from 18 ft,88,64
