,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
386,4,5:04.0,M. Williams makes 2-pt hook shot from 10 ft,,103,83
387,4,5:03.0,,Dallas full timeout,103,83
388,4,4:54.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Williams),103,85
389,4,4:28.0,K. Walker misses 3-pt jump shot from 22 ft,,103,85
390,4,4:27.0,,Defensive rebound by R. Felton,103,85
391,4,4:19.0,,R. Felton misses 2-pt jump shot from 15 ft,103,85
392,4,4:18.0,Defensive rebound by A. Jefferson,,103,85
393,4,3:58.0,A. Jefferson misses 2-pt jump shot from 15 ft,,103,85
394,4,3:57.0,,Defensive rebound by R. Felton,103,85
395,4,3:50.0,,Turnover by D. Williams (lost ball; steal by K. Walker),103,85
396,4,3:49.0,Personal foul by D. Williams (drawn by K. Walker),,103,85
397,4,3:49.0,K. Walker makes free throw 1 of 2,,104,85
398,4,3:49.0,,J. Evans enters the game for W. Matthews,104,85
399,4,3:49.0,,Z. Pachulia enters the game for D. Nowitzki,104,85
400,4,3:49.0,,J. Jenkins enters the game for D. Williams,104,85
401,4,3:49.0,,J. Anderson enters the game for J. Barea,104,85
402,4,3:49.0,K. Walker makes free throw 2 of 2,,105,85
403,4,3:35.0,,J. Anderson misses 2-pt jump shot from 14 ft,105,85
404,4,3:34.0,Defensive rebound by M. Williams,,105,85
405,4,3:24.0,M. Williams misses 3-pt jump shot from 24 ft,,105,85
406,4,3:23.0,,Defensive rebound by J. Jenkins,105,85
407,4,3:14.0,,J. Jenkins misses 2-pt jump shot from 9 ft (block by A. Jefferson),105,85
408,4,3:12.0,,Offensive rebound by J. Anderson,105,85
409,4,3:10.0,,R. Felton misses 3-pt jump shot from 23 ft,105,85
410,4,3:09.0,Defensive rebound by K. Walker,,105,85
411,4,2:57.0,Turnover by A. Jefferson (lost ball; steal by Z. Pachulia),,105,85
412,4,2:48.0,,Shooting block foul by M. Williams (drawn by Z. Pachulia),105,85
413,4,2:48.0,,Z. Pachulia makes free throw 1 of 2,105,86
414,4,2:48.0,B. Roberts enters the game for M. Williams,,105,86
415,4,2:48.0,F. Kaminsky enters the game for A. Jefferson,,105,86
416,4,2:48.0,T. Daniels enters the game for N. Batum,,105,86
417,4,2:48.0,T. Hansbrough enters the game for K. Walker,,105,86
418,4,2:48.0,,C. Villanueva enters the game for R. Felton,105,86
419,4,2:48.0,,Z. Pachulia makes free throw 2 of 2,105,87
420,4,2:35.0,J. Lamb makes 3-pt jump shot from 25 ft,,108,87
421,4,2:20.0,,J. Jenkins misses 2-pt jump shot from 18 ft,108,87
422,4,2:19.0,Defensive rebound by T. Daniels,,108,87
423,4,2:10.0,B. Roberts misses 2-pt jump shot from 10 ft,,108,87
424,4,2:09.0,,Defensive rebound by Z. Pachulia,108,87
425,4,2:04.0,,Dallas full timeout,108,87
426,4,2:04.0,,D. Powell enters the game for Z. Pachulia,108,87
427,4,1:55.0,,J. Evans misses 3-pt jump shot from 23 ft,108,87
428,4,1:54.0,Defensive rebound by Team,,108,87
429,4,1:34.0,T. Hansbrough misses 2-pt layup from 2 ft,,108,87
430,4,1:33.0,,Defensive rebound by D. Powell,108,87
431,4,1:23.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by D. Powell),108,90
432,4,1:08.0,T. Daniels misses 3-pt jump shot from 23 ft,,108,90
433,4,1:07.0,,Defensive rebound by C. Villanueva,108,90
434,4,0:59.0,,C. Villanueva misses 3-pt jump shot from 24 ft,108,90
435,4,0:58.0,Defensive rebound by T. Daniels,,108,90
436,4,0:44.0,B. Roberts misses 2-pt jump shot from 21 ft,,108,90
437,4,0:43.0,,Defensive rebound by J. Evans,108,90
438,4,0:36.0,,C. Villanueva makes 2-pt layup from 1 ft (assist by J. Jenkins),108,92
439,4,0:12.0,T. Daniels misses 2-pt jump shot from 12 ft,,108,92
440,4,0:11.0,,Defensive rebound by J. Jenkins,108,92
441,4,0:03.0,,Personal foul by T. Hansbrough (drawn by J. Jenkins),108,92
442,4,0:03.0,,J. Jenkins makes free throw 1 of 2,108,93
443,4,0:03.0,,J. Jenkins makes free throw 2 of 2,108,94
