,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,OKLAHOMA CITY_ACTION,GOLDEN STATE_SCORE,OKLAHOMA CITY_SCORE
0,1,11:50.0,,Personal foul by S. Curry (drawn by K. Durant),0,0
1,1,11:46.0,,R. Westbrook makes 2-pt layup at rim,0,2
2,1,11:28.0,D. Green misses 2-pt layup at rim,,0,2
3,1,11:27.0,,Defensive rebound by K. Durant,0,2
4,1,11:19.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Adams),0,5
5,1,11:13.0,K. Thompson misses 3-pt jump shot from 24 ft,,0,5
6,1,11:11.0,,Defensive rebound by S. Ibaka,0,5
7,1,10:51.0,,A. Roberson makes 3-pt jump shot from 23 ft (assist by K. Durant),0,8
8,1,10:26.0,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),,2,8
9,1,10:11.0,,R. Westbrook misses 2-pt layup from 2 ft (block by A. Bogut),2,8
10,1,10:10.0,Defensive rebound by Team,,2,8
11,1,9:52.0,S. Curry makes 3-pt jump shot from 23 ft,,5,8
12,1,9:30.0,,S. Adams makes 2-pt hook shot from 4 ft (assist by K. Durant),5,10
13,1,9:21.0,D. Green misses 2-pt layup from 2 ft,,5,10
14,1,9:20.0,,Defensive rebound by S. Ibaka,5,10
15,1,9:15.0,,Shooting foul by A. Bogut (drawn by S. Adams),5,10
16,1,9:15.0,,S. Adams misses free throw 1 of 2,5,10
17,1,9:15.0,,Offensive rebound by Team,5,10
18,1,9:15.0,,S. Adams makes free throw 2 of 2,5,11
19,1,8:57.0,A. Bogut misses 2-pt hook shot from 5 ft,,5,11
20,1,8:57.0,,Defensive rebound by K. Durant,5,11
21,1,8:41.0,,K. Durant misses 2-pt jump shot from 13 ft,5,11
22,1,8:41.0,Defensive rebound by K. Thompson,,5,11
23,1,8:28.0,Turnover by K. Thompson (lost ball; steal by S. Adams),,5,11
24,1,8:16.0,,K. Durant makes 3-pt jump shot from 23 ft,5,14
25,1,8:00.0,K. Thompson misses 3-pt jump shot from 23 ft,,5,14
26,1,8:00.0,,Defensive rebound by R. Westbrook,5,14
27,1,7:53.0,,R. Westbrook makes 2-pt layup from 1 ft,5,16
28,1,7:51.0,Golden State full timeout,,5,16
29,1,7:35.0,H. Barnes misses 2-pt jump shot from 17 ft,,5,16
30,1,7:34.0,,Defensive rebound by S. Adams,5,16
31,1,7:19.0,,K. Durant misses 2-pt jump shot from 12 ft,5,16
32,1,7:16.0,,Offensive rebound by S. Adams,5,16
33,1,7:16.0,,S. Adams misses 2-pt layup from 3 ft,5,16
34,1,7:16.0,Defensive rebound by D. Green,,5,16
35,1,7:04.0,K. Thompson misses 2-pt jump shot from 20 ft,,5,16
36,1,7:04.0,,Defensive rebound by Team,5,16
37,1,6:47.0,,S. Adams makes 2-pt jump shot from 2 ft (assist by R. Westbrook),5,18
38,1,6:32.0,K. Thompson makes 2-pt layup at rim (assist by D. Green),,7,18
39,1,6:16.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),7,20
40,1,6:06.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by D. Green),,9,20
41,1,5:49.0,,K. Durant misses 2-pt jump shot from 12 ft,9,20
42,1,5:48.0,Defensive rebound by D. Green,,9,20
43,1,5:42.0,Shooting foul by S. Ibaka (drawn by K. Thompson),,9,20
44,1,5:42.0,K. Thompson makes free throw 1 of 2,,10,20
45,1,5:42.0,A. Iguodala enters the game for H. Barnes,,10,20
46,1,5:42.0,,D. Waiters enters the game for A. Roberson,10,20
47,1,5:42.0,,K. Singler enters the game for K. Durant,10,20
48,1,5:42.0,K. Thompson makes free throw 2 of 2,,11,20
49,1,5:28.0,,R. Westbrook misses 2-pt jump shot from 12 ft,11,20
50,1,5:28.0,Defensive rebound by K. Thompson,,11,20
51,1,5:18.0,D. Green misses 3-pt jump shot from 26 ft,,11,20
52,1,5:18.0,,Defensive rebound by S. Ibaka,11,20
53,1,5:13.0,,Shooting foul by K. Thompson (drawn by S. Adams),11,20
54,1,5:13.0,,S. Adams misses free throw 1 of 2,11,20
55,1,5:13.0,,Offensive rebound by Team,11,20
56,1,5:13.0,,S. Adams misses free throw 2 of 2,11,20
57,1,5:13.0,Defensive rebound by D. Green,,11,20
58,1,4:54.0,K. Thompson misses 2-pt layup from 2 ft,,11,20
59,1,4:54.0,,Defensive rebound by S. Adams,11,20
60,1,4:45.0,,R. Westbrook misses 2-pt jump shot from 9 ft,11,20
61,1,4:45.0,Defensive rebound by D. Green,,11,20
62,1,4:38.0,Shooting foul by R. Westbrook (drawn by S. Curry),,11,20
63,1,4:38.0,S. Curry misses free throw 1 of 2,,11,20
64,1,4:38.0,Offensive rebound by Team,,11,20
65,1,4:38.0,,E. Freedom enters the game for S. Adams,11,20
66,1,4:38.0,S. Curry makes free throw 2 of 2,,12,20
67,1,4:25.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by D. Waiters),12,22
68,1,4:06.0,A. Iguodala makes 2-pt layup from 1 ft (assist by D. Green),,14,22
69,1,3:53.0,,D. Waiters makes 2-pt jump shot from 19 ft (assist by R. Westbrook),14,24
70,1,3:45.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,14,24
71,1,3:39.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),14,26
72,1,3:36.0,Turnover by D. Green (bad pass; steal by S. Ibaka),,14,26
73,1,3:20.0,,R. Westbrook misses 3-pt jump shot from 25 ft,14,26
74,1,3:20.0,Defensive rebound by K. Thompson,,14,26
75,1,3:03.0,S. Curry misses 3-pt jump shot from 28 ft,,14,26
76,1,3:02.0,,Defensive rebound by K. Singler,14,26
77,1,2:58.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),14,28
78,1,2:42.0,A. Iguodala makes 2-pt layup at rim,,16,28
79,1,2:35.0,,Oklahoma City full timeout,16,28
80,1,2:34.0,L. Barbosa enters the game for A. Bogut,,16,28
81,1,2:34.0,A. Varejão enters the game for K. Thompson,,16,28
82,1,2:34.0,,R. Foye enters the game for S. Ibaka,16,28
83,1,2:34.0,,K. Durant enters the game for R. Westbrook,16,28
84,1,2:21.0,,Turnover by K. Durant (bad pass; steal by L. Barbosa),16,28
85,1,2:16.0,A. Iguodala makes 2-pt layup from 1 ft (assist by S. Curry),,18,28
86,1,1:59.0,,Turnover by K. Singler (lost ball; steal by D. Green),18,28
87,1,1:37.0,L. Barbosa misses 3-pt jump shot from 24 ft,,18,28
88,1,1:37.0,,Defensive rebound by E. Freedom,18,28
89,1,1:19.0,,Personal foul by A. Varejão (drawn by K. Singler),18,28
90,1,1:10.0,,K. Durant makes 2-pt jump shot from 10 ft,18,30
91,1,0:50.0,A. Iguodala makes 2-pt jump shot from 18 ft (assist by D. Green),,20,30
92,1,0:31.0,,Turnover by D. Waiters (bad pass),20,30
93,1,0:21.0,A. Varejão misses 2-pt layup from 1 ft,,20,30
94,1,0:21.0,,Defensive rebound by E. Freedom,20,30
95,1,0:03.0,,R. Foye misses 3-pt jump shot from 24 ft,20,30
96,1,0:01.0,Defensive rebound by S. Curry,,20,30
97,2,11:45.0,A. Iguodala misses 3-pt jump shot from 24 ft,,20,30
98,2,11:44.0,,Defensive rebound by K. Durant,20,30
99,2,11:39.0,,K. Durant misses 3-pt jump shot from 25 ft,20,30
100,2,11:38.0,Defensive rebound by Team,,20,30
101,2,11:38.0,,Loose ball foul by E. Freedom (drawn by A. Varejão),20,30
102,2,11:20.0,H. Barnes makes 2-pt jump shot from 11 ft,,22,30
103,2,11:06.0,,Personal foul by A. Varejão (drawn by E. Freedom),22,30
104,2,11:06.0,,A. Roberson enters the game for K. Singler,22,30
105,2,11:02.0,,Shooting foul by A. Iguodala (drawn by K. Durant),22,30
106,2,11:02.0,,K. Durant makes free throw 1 of 2,22,31
107,2,11:02.0,,K. Durant makes free throw 2 of 2,22,32
108,2,10:48.0,Personal foul by D. Waiters (drawn by H. Barnes),,22,32
109,2,10:44.0,L. Barbosa makes 2-pt jump shot from 19 ft (assist by S. Livingston),,24,32
110,2,10:21.0,,K. Durant makes 2-pt dunk at rim,24,34
111,2,10:06.0,L. Barbosa makes 2-pt layup from 1 ft,,26,34
112,2,9:49.0,,D. Waiters misses 2-pt jump shot from 19 ft,26,34
113,2,9:49.0,Defensive rebound by A. Iguodala,,26,34
114,2,9:35.0,H. Barnes misses 3-pt jump shot from 24 ft,,26,34
115,2,9:35.0,,Defensive rebound by A. Roberson,26,34
116,2,9:25.0,,E. Freedom makes 2-pt layup from 1 ft (assist by K. Durant),26,36
117,2,8:59.0,A. Iguodala makes 2-pt layup at rim,,28,36
118,2,8:42.0,,D. Waiters misses 3-pt jump shot from 24 ft,28,36
119,2,8:42.0,Defensive rebound by A. Iguodala,,28,36
120,2,8:25.0,L. Barbosa misses 2-pt layup from 2 ft,,28,36
121,2,8:25.0,,Defensive rebound by K. Durant,28,36
122,2,8:20.0,,Turnover by K. Durant (lost ball; steal by S. Livingston),28,36
123,2,8:15.0,S. Livingston makes 2-pt layup at rim (assist by H. Barnes),,30,36
124,2,8:08.0,,Oklahoma City full timeout,30,36
125,2,8:08.0,,S. Ibaka enters the game for D. Waiters,30,36
126,2,8:08.0,,R. Westbrook enters the game for R. Foye,30,36
127,2,8:08.0,M. Speights enters the game for A. Varejão,,30,36
128,2,7:59.0,,Turnover by K. Durant (bad pass; steal by A. Iguodala),30,36
129,2,7:36.0,S. Livingston misses 2-pt jump shot from 14 ft,,30,36
130,2,7:35.0,,Defensive rebound by R. Westbrook,30,36
131,2,7:19.0,,Turnover by E. Freedom (bad pass),30,36
132,2,7:19.0,,S. Adams enters the game for E. Freedom,30,36
133,2,7:19.0,K. Thompson enters the game for L. Barbosa,,30,36
134,2,7:00.0,M. Speights misses 2-pt jump shot from 15 ft,,30,36
135,2,6:59.0,,Defensive rebound by K. Durant,30,36
136,2,6:52.0,Offensive charge foul by R. Westbrook (drawn by M. Speights),,30,36
137,2,6:52.0,,Turnover by R. Westbrook (offensive foul),30,36
138,2,6:52.0,,D. Waiters enters the game for K. Durant,30,36
139,2,6:39.0,K. Thompson misses 2-pt jump shot from 12 ft,,30,36
140,2,6:39.0,,Defensive rebound by S. Adams,30,36
141,2,6:30.0,,R. Westbrook makes 2-pt jump shot from 11 ft,30,38
142,2,6:08.0,H. Barnes misses 2-pt jump shot from 20 ft,,30,38
143,2,6:08.0,,Defensive rebound by A. Roberson,30,38
144,2,6:00.0,,A. Roberson misses 2-pt layup from 1 ft,30,38
145,2,6:00.0,,Offensive rebound by R. Westbrook,30,38
146,2,5:56.0,,R. Westbrook makes 2-pt layup from 1 ft,30,40
147,2,5:52.0,Golden State full timeout,,30,40
148,2,5:52.0,S. Curry enters the game for H. Barnes,,30,40
149,2,5:52.0,D. Green enters the game for A. Iguodala,,30,40
150,2,5:45.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,33,40
151,2,5:25.0,,Turnover by S. Adams (bad pass; steal by D. Green),33,40
152,2,5:17.0,M. Speights makes 2-pt layup from 2 ft (assist by S. Curry),,35,40
153,2,4:58.0,,R. Westbrook misses 2-pt jump shot from 12 ft,35,40
154,2,4:58.0,,Offensive rebound by S. Ibaka,35,40
155,2,4:56.0,,S. Ibaka makes 2-pt layup from 2 ft,35,42
156,2,4:44.0,S. Curry makes 3-pt jump shot from 23 ft (assist by M. Speights),,38,42
157,2,4:36.0,,A. Roberson misses 2-pt layup from 1 ft,38,42
158,2,4:35.0,Defensive rebound by M. Speights,,38,42
159,2,4:25.0,S. Curry makes 3-pt jump shot from 27 ft,,41,42
160,2,4:24.0,,Oklahoma City full timeout,41,42
161,2,4:24.0,,K. Durant enters the game for A. Roberson,41,42
162,2,4:06.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by S. Adams),41,45
163,2,3:42.0,S. Curry misses 2-pt jump shot from 23 ft,,41,45
164,2,3:42.0,,Defensive rebound by S. Ibaka,41,45
165,2,3:36.0,,Turnover by R. Westbrook (lost ball),41,45
166,2,3:21.0,Shooting foul by K. Durant (drawn by K. Thompson),,41,45
167,2,3:21.0,K. Thompson makes free throw 1 of 2,,42,45
168,2,3:21.0,A. Bogut enters the game for M. Speights,,42,45
169,2,3:21.0,B. Rush enters the game for S. Livingston,,42,45
170,2,3:21.0,,A. Roberson enters the game for D. Waiters,42,45
171,2,3:21.0,K. Thompson misses free throw 2 of 2,,42,45
172,2,3:20.0,,Defensive rebound by K. Durant,42,45
173,2,3:10.0,,R. Westbrook makes 2-pt jump shot from 14 ft,42,47
