,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ORLANDO_ACTION,CLEVELAND_SCORE,ORLANDO_SCORE
50,1,5:41.0,,Offensive rebound by A. Gordon,14,15
51,1,5:38.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by A. Gordon),14,18
52,1,5:18.0,J. Smith misses 3-pt jump shot from 23 ft,,14,18
53,1,5:16.0,,Defensive rebound by E. Fournier,14,18
54,1,5:08.0,,Turnover by A. Gordon (step out of bounds),14,18
55,1,4:51.0,K. Irving misses 2-pt layup from 1 ft,,14,18
56,1,4:50.0,Offensive rebound by T. Mozgov,,14,18
57,1,4:50.0,T. Mozgov makes 2-pt dunk at rim,,16,18
58,1,4:45.0,,Offensive foul by D. Dedmon (drawn by K. Irving),16,18
59,1,4:45.0,,Turnover by D. Dedmon (offensive foul),16,18
60,1,4:29.0,K. Love misses 2-pt jump shot from 7 ft,,16,18
61,1,4:28.0,,Defensive rebound by A. Gordon,16,18
62,1,4:23.0,,V. Oladipo makes 2-pt dunk at rim (assist by A. Gordon),16,20
63,1,4:04.0,K. Love misses 3-pt jump shot from 25 ft,,16,20
64,1,4:04.0,,Defensive rebound by Team,16,20
65,1,4:04.0,,Orlando full timeout,16,20
66,1,4:04.0,T. Thompson enters the game for K. Love,,16,20
67,1,4:04.0,C. Frye enters the game for T. Mozgov,,16,20
68,1,4:04.0,,J. Smith enters the game for D. Dedmon,16,20
69,1,3:46.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by J. Smith),16,22
70,1,3:26.0,L. James misses 2-pt jump shot at rim,,16,22
71,1,3:25.0,Offensive rebound by L. James,,16,22
72,1,3:25.0,L. James misses 2-pt layup at rim,,16,22
73,1,3:24.0,,Defensive rebound by E. Fournier,16,22
74,1,3:19.0,,E. Fournier misses 2-pt layup from 1 ft,16,22
75,1,3:19.0,Defensive rebound by Team,,16,22
76,1,3:08.0,Shooting foul by J. Smith (drawn by L. James),,16,22
77,1,3:08.0,L. James makes free throw 1 of 2,,17,22
78,1,3:08.0,,M. Hezonja enters the game for E. Fournier,17,22
79,1,3:08.0,,C. Watson enters the game for B. Jennings,17,22
80,1,3:08.0,I. Shumpert enters the game for J. Smith,,17,22
81,1,3:08.0,M. Dellavedova enters the game for K. Irving,,17,22
82,1,3:08.0,L. James makes free throw 2 of 2,,18,22
83,1,2:51.0,,Turnover by J. Smith (lost ball; steal by T. Thompson),18,22
84,1,2:49.0,Personal foul by A. Gordon,,18,22
85,1,2:49.0,,E. İlyasova enters the game for A. Gordon,18,22
86,1,2:34.0,L. James misses 2-pt jump shot from 6 ft,,18,22
87,1,2:34.0,,Defensive rebound by V. Oladipo,18,22
88,1,2:24.0,,J. Smith misses 2-pt jump shot from 15 ft,18,22
89,1,2:23.0,Defensive rebound by M. Dellavedova,,18,22
90,1,2:09.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by L. James),,21,22
91,1,1:56.0,,M. Hezonja misses 3-pt jump shot from 27 ft,21,22
92,1,1:56.0,Defensive rebound by M. Dellavedova,,21,22
93,1,1:50.0,,Offensive charge foul by M. Dellavedova (drawn by E. İlyasova),21,22
94,1,1:50.0,Turnover by M. Dellavedova (offensive foul),,21,22
95,1,1:40.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by C. Watson),21,24
96,1,1:23.0,C. Frye makes 3-pt jump shot from 23 ft (assist by L. James),,24,24
97,1,1:03.0,,C. Watson misses 2-pt jump shot from 9 ft,24,24
98,1,1:03.0,Defensive rebound by T. Thompson,,24,24
99,1,0:46.0,T. Thompson misses 2-pt hook shot from 5 ft,,24,24
100,1,0:46.0,,Defensive rebound by E. İlyasova,24,24
101,1,0:37.0,,V. Oladipo makes 3-pt jump shot from 22 ft (assist by E. İlyasova),24,27
102,1,0:19.0,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),,27,27
103,1,0:07.0,,Personal foul by I. Shumpert,27,27
104,1,0:01.0,,J. Smith makes 2-pt layup from 1 ft (assist by V. Oladipo),27,29
105,2,11:44.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by E. Fournier),27,31
106,2,11:19.0,I. Shumpert misses 3-pt jump shot from 23 ft,,27,31
107,2,11:19.0,,Defensive rebound by J. Smith,27,31
108,2,11:00.0,,C. Watson makes 2-pt jump shot from 19 ft (assist by M. Hezonja),27,33
109,2,10:45.0,Turnover by M. Dellavedova (bad pass; steal by J. Smith),,27,33
110,2,10:32.0,,E. İlyasova makes 2-pt layup at rim (assist by M. Hezonja),27,35
111,2,10:32.0,Cleveland full timeout,,27,35
112,2,10:32.0,K. Irving enters the game for M. Dellavedova,,27,35
113,2,10:10.0,Turnover by I. Shumpert (lost ball; steal by M. Hezonja),,27,35
114,2,9:59.0,,M. Hezonja makes 3-pt jump shot from 25 ft,27,38
115,2,9:44.0,K. Irving makes 2-pt layup at rim (assist by C. Frye),,29,38
116,2,9:44.0,Shooting foul by C. Watson (drawn by K. Irving),,29,38
117,2,9:44.0,K. Love enters the game for C. Frye,,29,38
118,2,9:44.0,K. Irving makes free throw 1 of 1,,30,38
119,2,9:21.0,,J. Smith misses 2-pt jump shot from 6 ft,30,38
120,2,9:20.0,Defensive rebound by K. Love,,30,38
121,2,9:09.0,Personal foul by M. Hezonja,,30,38
122,2,8:59.0,K. Love misses 2-pt hook shot from 6 ft,,30,38
123,2,8:59.0,,Defensive rebound by Team,30,38
124,2,8:59.0,Loose ball foul by T. Thompson,,30,38
125,2,8:42.0,,E. İlyasova misses 3-pt jump shot from 23 ft,30,38
126,2,8:41.0,Defensive rebound by I. Shumpert,,30,38
127,2,8:31.0,Turnover by K. Love (lost ball; steal by E. İlyasova),,30,38
128,2,8:25.0,,C. Watson misses 2-pt layup at rim,30,38
129,2,8:22.0,Defensive rebound by T. Thompson,,30,38
130,2,8:15.0,I. Shumpert makes 3-pt jump shot from 25 ft,,33,38
131,2,7:49.0,,J. Smith makes 2-pt jump shot from 10 ft,33,40
132,2,7:36.0,K. Love makes 3-pt jump shot from 25 ft (assist by T. Thompson),,36,40
133,2,7:20.0,,J. Smith misses 2-pt jump shot from 20 ft,36,40
134,2,7:19.0,,Offensive rebound by J. Smith,36,40
135,2,7:14.0,,J. Smith misses 2-pt layup from 1 ft,36,40
136,2,7:14.0,Defensive rebound by K. Irving,,36,40
137,2,7:08.0,K. Irving makes 2-pt layup at rim,,38,40
138,2,7:00.0,,Orlando full timeout,38,40
139,2,7:00.0,,A. Gordon enters the game for J. Smith,38,40
140,2,7:00.0,,D. Dedmon enters the game for M. Hezonja,38,40
141,2,7:00.0,,V. Oladipo enters the game for E. İlyasova,38,40
142,2,6:52.0,,V. Oladipo makes 2-pt jump shot from 21 ft (assist by D. Dedmon),38,42
143,2,6:34.0,Shooting foul by D. Dedmon (drawn by T. Thompson),,38,42
144,2,6:34.0,T. Thompson makes free throw 1 of 2,,39,42
145,2,6:34.0,T. Thompson makes free throw 2 of 2,,40,42
146,2,6:19.0,,A. Gordon misses 2-pt jump shot from 14 ft,40,42
147,2,6:19.0,Defensive rebound by T. Thompson,,40,42
148,2,6:06.0,R. Jefferson makes 2-pt layup at rim,,42,42
149,2,5:53.0,,Personal foul by R. Jefferson,42,42
150,2,5:53.0,L. James enters the game for T. Thompson,,42,42
151,2,5:53.0,,B. Jennings enters the game for C. Watson,42,42
152,2,5:44.0,,Shooting foul by K. Love (drawn by V. Oladipo),42,42
153,2,5:44.0,,V. Oladipo makes free throw 1 of 2,42,43
154,2,5:44.0,,V. Oladipo makes free throw 2 of 2,42,44
155,2,5:31.0,Turnover by L. James (lost ball; steal by E. Fournier),,42,44
156,2,5:18.0,,B. Jennings misses 2-pt jump shot from 18 ft,42,44
157,2,5:18.0,,Offensive rebound by Team,42,44
158,2,5:18.0,Loose ball foul by K. Love,,42,44
159,2,5:18.0,J. Smith enters the game for R. Jefferson,,42,44
160,2,5:09.0,,D. Dedmon makes 2-pt dunk at rim (assist by V. Oladipo),42,46
161,2,4:49.0,I. Shumpert misses 3-pt jump shot from 23 ft (block by V. Oladipo),,42,46
162,2,4:47.0,,Defensive rebound by D. Dedmon,42,46
163,2,4:46.0,,Turnover by B. Jennings (bad pass),42,46
164,2,4:38.0,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),,45,46
165,2,4:18.0,,V. Oladipo misses 2-pt jump shot from 22 ft,45,46
166,2,4:18.0,Defensive rebound by Team,,45,46
167,2,4:08.0,K. Love makes 2-pt layup from 2 ft (assist by K. Irving),,47,46
168,2,3:51.0,Offensive charge foul by E. Fournier (drawn by K. Love),,47,46
169,2,3:51.0,,Turnover by E. Fournier (offensive foul),47,46
170,2,3:39.0,K. Love makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,50,46
171,2,3:14.0,,E. Fournier misses 2-pt layup at rim,50,46
172,2,3:13.0,Defensive rebound by L. James,,50,46
173,2,3:09.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,53,46
174,2,3:09.0,,Orlando full timeout,53,46
175,2,3:09.0,,E. İlyasova enters the game for D. Dedmon,53,46
176,2,2:53.0,,Shooting block foul by K. Love (drawn by A. Gordon),53,46
177,2,2:53.0,Official timeout,,53,46
178,2,2:53.0,T. Thompson enters the game for K. Love,,53,46
179,2,2:53.0,M. Dellavedova enters the game for I. Shumpert,,53,46
180,2,2:53.0,,A. Gordon makes free throw 1 of 2,53,47
181,2,2:53.0,,A. Gordon misses free throw 2 of 2,53,47
182,2,2:52.0,Defensive rebound by L. James,,53,47
183,2,2:39.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,55,47
184,2,2:15.0,,B. Jennings misses 2-pt jump shot from 10 ft,55,47
185,2,2:14.0,Defensive rebound by T. Thompson,,55,47
186,2,2:05.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,58,47
187,2,1:54.0,,Personal foul by M. Dellavedova,58,47
188,2,1:54.0,,V. Oladipo makes free throw 1 of 2,58,48
189,2,1:54.0,,V. Oladipo makes free throw 2 of 2,58,49
190,2,1:39.0,Turnover by K. Irving (bad pass; steal by B. Jennings),,58,49
191,2,1:30.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by B. Jennings),58,52
192,2,1:16.0,Def 3 sec tech foul by E. İlyasova,,58,52
193,2,1:16.0,K. Irving makes technical free throw,,59,52
194,2,1:05.0,K. Irving makes 2-pt jump shot from 21 ft,,61,52
195,2,0:49.0,,V. Oladipo makes 2-pt jump shot from 14 ft,61,54
196,2,0:38.0,Personal foul by V. Oladipo,,61,54
197,2,0:38.0,,D. Marble enters the game for A. Gordon,61,54
198,2,0:31.0,Personal foul by D. Marble,,61,54
199,2,0:31.0,L. James makes free throw 1 of 2,,62,54
200,2,0:31.0,I. Shumpert enters the game for M. Dellavedova,,62,54
201,2,0:31.0,L. James makes free throw 2 of 2,,63,54
202,2,0:07.0,,D. Marble misses 3-pt jump shot from 24 ft,63,54
203,2,0:06.0,Defensive rebound by T. Thompson,,63,54
204,2,0:00.0,I. Shumpert misses 3-pt jump shot from 27 ft,,63,54
205,2,0:00.0,Offensive rebound by Team,,63,54
206,3,11:43.0,,Shooting foul by T. Mozgov (drawn by A. Gordon),63,54
207,3,11:43.0,,A. Gordon misses free throw 1 of 2,63,54
208,3,11:43.0,,Offensive rebound by Team,63,54
209,3,11:43.0,,A. Gordon makes free throw 2 of 2,63,55
210,3,11:35.0,Personal foul by E. Fournier,,63,55
211,3,11:30.0,L. James makes 2-pt layup from 1 ft,,65,55
212,3,11:08.0,,Shooting foul by L. James (drawn by D. Dedmon),65,55
213,3,11:08.0,,D. Dedmon makes free throw 1 of 2,65,56
214,3,11:08.0,,D. Dedmon makes free throw 2 of 2,65,57
215,3,10:51.0,J. Smith misses 3-pt jump shot from 23 ft,,65,57
216,3,10:51.0,,Defensive rebound by D. Dedmon,65,57
217,3,10:41.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by B. Jennings),65,60
218,3,10:27.0,K. Irving misses 2-pt layup from 1 ft (block by V. Oladipo),,65,60
219,3,10:26.0,,Defensive rebound by D. Dedmon,65,60
220,3,10:20.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by B. Jennings),65,63
221,3,10:02.0,T. Mozgov makes 2-pt layup from 1 ft (assist by K. Love),,67,63
222,3,9:45.0,,B. Jennings misses 2-pt jump shot from 16 ft,67,63
223,3,9:43.0,Defensive rebound by T. Mozgov,,67,63
224,3,9:33.0,Shooting foul by E. Fournier (drawn by K. Love),,67,63
225,3,9:33.0,K. Love misses free throw 1 of 2,,67,63
226,3,9:33.0,Offensive rebound by Team,,67,63
227,3,9:33.0,K. Love makes free throw 2 of 2,,68,63
228,3,9:23.0,,Shooting foul by L. James (drawn by E. Fournier),68,63
229,3,9:23.0,,E. Fournier makes free throw 1 of 2,68,64
230,3,9:23.0,,E. Fournier makes free throw 2 of 2,68,65
231,3,9:09.0,K. Irving makes 2-pt jump shot from 21 ft,,70,65
232,3,8:52.0,,D. Dedmon makes 2-pt hook shot from 2 ft (assist by B. Jennings),70,67
233,3,8:28.0,Turnover by K. Irving (bad pass; steal by V. Oladipo),,70,67
234,3,8:19.0,,D. Dedmon misses 2-pt jump shot from 19 ft,70,67
235,3,8:18.0,Defensive rebound by K. Love,,70,67
236,3,8:09.0,Turnover by J. Smith (bad pass; steal by V. Oladipo),,70,67
237,3,8:09.0,,Personal foul by J. Smith,70,67
238,3,8:00.0,,V. Oladipo makes 2-pt jump shot from 14 ft,70,69
239,3,7:38.0,K. Love misses 2-pt layup at rim,,70,69
240,3,7:37.0,,Defensive rebound by D. Dedmon,70,69
241,3,7:30.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by A. Gordon),70,72
242,3,7:30.0,Cleveland full timeout,,70,72
243,3,7:16.0,Personal foul by E. Fournier,,70,72
244,3,7:06.0,J. Smith misses 2-pt jump shot from 19 ft,,70,72
245,3,7:05.0,Offensive rebound by K. Love,,70,72
246,3,7:04.0,Turnover by K. Love (traveling),,70,72
247,3,6:40.0,,A. Gordon misses 2-pt jump shot from 8 ft,70,72
248,3,6:40.0,Defensive rebound by Team,,70,72
249,3,6:27.0,Def 3 sec tech foul by D. Dedmon,,70,72
250,3,6:27.0,K. Irving makes technical free throw,,71,72
251,3,6:27.0,I. Shumpert enters the game for T. Mozgov,,71,72
252,3,6:17.0,I. Shumpert makes 2-pt layup at rim,,73,72
253,3,5:59.0,,V. Oladipo misses 2-pt jump shot from 21 ft,73,72
254,3,5:57.0,Defensive rebound by I. Shumpert,,73,72
255,3,5:33.0,L. James misses 3-pt jump shot from 24 ft,,73,72
256,3,5:32.0,,Defensive rebound by D. Dedmon,73,72
257,3,5:19.0,,Shooting foul by J. Smith (drawn by E. Fournier),73,72
258,3,5:19.0,,E. Fournier makes free throw 1 of 2,73,73
259,3,5:19.0,,J. Smith enters the game for D. Dedmon,73,73
260,3,5:19.0,,E. Fournier makes free throw 2 of 2,73,74
261,3,4:59.0,Turnover by L. James (bad pass),,73,74
262,3,4:44.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by B. Jennings),73,77
263,3,4:28.0,J. Smith misses 3-pt jump shot from 23 ft,,73,77
264,3,4:27.0,,Defensive rebound by V. Oladipo,73,77
265,3,4:21.0,,E. Fournier misses 2-pt jump shot from 1 ft,73,77
266,3,4:21.0,,Offensive rebound by E. Fournier,73,77
267,3,4:20.0,,E. Fournier makes 2-pt layup from 1 ft,73,79
268,3,4:03.0,K. Love misses 3-pt jump shot from 22 ft,,73,79
269,3,4:03.0,,Defensive rebound by A. Gordon,73,79
270,3,3:55.0,,Turnover by V. Oladipo (bad pass; steal by I. Shumpert),73,79
271,3,3:42.0,Personal foul by V. Oladipo,,73,79
272,3,3:42.0,M. Dellavedova enters the game for K. Irving,,73,79
273,3,3:42.0,C. Frye enters the game for K. Love,,73,79
274,3,3:42.0,,M. Hezonja enters the game for A. Gordon,73,79
275,3,3:42.0,,E. İlyasova enters the game for E. Fournier,73,79
276,3,3:31.0,C. Frye makes 2-pt jump shot from 20 ft (assist by J. Smith),,75,79
277,3,3:31.0,,Orlando full timeout,75,79
278,3,3:31.0,,C. Watson enters the game for B. Jennings,75,79
279,3,3:18.0,Violation by C. Frye (kicked ball),,75,79
280,3,3:09.0,,J. Smith misses 2-pt jump shot from 19 ft,75,79
281,3,3:08.0,Defensive rebound by L. James,,75,79
282,3,2:52.0,C. Frye makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,78,79
283,3,2:38.0,,Turnover by M. Hezonja (bad pass),78,79
284,3,2:38.0,T. Thompson enters the game for J. Smith,,78,79
285,3,2:32.0,L. James makes 2-pt layup from 1 ft,,80,79
286,3,2:15.0,,V. Oladipo makes 2-pt layup at rim (assist by E. İlyasova),80,81
287,3,1:57.0,Turnover by T. Thompson (3 sec),,80,81
288,3,1:39.0,,Shooting foul by C. Frye (drawn by E. İlyasova),80,81
289,3,1:39.0,,E. İlyasova makes free throw 1 of 2,80,82
290,3,1:39.0,,E. İlyasova misses free throw 2 of 2,80,82
291,3,1:38.0,Defensive rebound by L. James,,80,82
292,3,1:23.0,T. Thompson misses 2-pt layup from 1 ft,,80,82
293,3,1:23.0,,Defensive rebound by E. İlyasova,80,82
294,3,1:08.0,,V. Oladipo makes 2-pt jump shot from 22 ft,80,84
295,3,0:48.0,L. James misses 2-pt jump shot from 7 ft,,80,84
296,3,0:48.0,,Defensive rebound by J. Smith,80,84
297,3,0:41.0,,V. Oladipo misses 3-pt jump shot from 25 ft,80,84
298,3,0:41.0,,Offensive rebound by Team,80,84
299,3,0:41.0,Loose ball foul by T. Thompson,,80,84
300,3,0:41.0,,J. Smith makes free throw 1 of 2,80,85
301,3,0:41.0,,J. Smith makes free throw 2 of 2,80,86
302,3,0:34.0,Personal foul by C. Watson,,80,86
303,3,0:34.0,M. Dellavedova misses free throw 1 of 2,,80,86
304,3,0:34.0,Offensive rebound by Team,,80,86
305,3,0:34.0,M. Dellavedova makes free throw 2 of 2,,81,86
306,3,0:19.0,,Turnover by V. Oladipo (bad pass; steal by L. James),81,86
307,3,0:15.0,L. James makes 2-pt dunk at rim,,83,86
308,4,11:43.0,K. Irving makes 2-pt jump shot from 17 ft,,85,86
309,4,11:30.0,,Offensive foul by J. Smith (drawn by I. Shumpert),85,86
310,4,11:30.0,,Turnover by E. İlyasova (offensive foul),85,86
311,4,11:10.0,Personal foul by M. Hezonja,,85,86
312,4,11:02.0,T. Thompson makes 2-pt layup at rim (assist by K. Irving),,87,86
313,4,10:47.0,,E. İlyasova makes 2-pt jump shot from 22 ft (assist by C. Watson),87,88
314,4,10:34.0,Shooting block foul by E. Fournier (drawn by T. Thompson),,87,88
315,4,10:34.0,T. Thompson makes free throw 1 of 2,,88,88
316,4,10:34.0,,D. Marble enters the game for E. Fournier,88,88
317,4,10:34.0,T. Thompson misses free throw 2 of 2,,88,88
318,4,10:32.0,,Defensive rebound by J. Smith,88,88
319,4,10:32.0,,Personal foul by C. Frye,88,88
320,4,10:12.0,,E. İlyasova misses 2-pt jump shot from 18 ft,88,88
321,4,10:12.0,Defensive rebound by T. Thompson,,88,88
322,4,10:09.0,Shooting foul by C. Watson (drawn by K. Irving),,88,88
323,4,10:09.0,K. Irving makes free throw 1 of 2,,89,88
324,4,10:09.0,K. Irving makes free throw 2 of 2,,90,88
325,4,10:03.0,,Personal foul by C. Frye,90,88
326,4,10:03.0,M. Dellavedova enters the game for I. Shumpert,,90,88
327,4,9:52.0,,E. İlyasova misses 3-pt jump shot from 24 ft,90,88
328,4,9:52.0,Defensive rebound by C. Frye,,90,88
329,4,9:32.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,90,88
330,4,9:31.0,,Defensive rebound by J. Smith,90,88
331,4,9:16.0,,C. Watson makes 3-pt jump shot from 23 ft (assist by D. Marble),90,91
332,4,9:01.0,K. Irving makes 2-pt jump shot from 13 ft (assist by C. Frye),,92,91
333,4,9:01.0,Shooting foul by C. Watson (drawn by K. Irving),,92,91
334,4,9:01.0,,B. Jennings enters the game for C. Watson,92,91
335,4,9:01.0,K. Irving makes free throw 1 of 1,,93,91
336,4,8:47.0,,Turnover by M. Hezonja (bad pass; steal by R. Jefferson),93,91
337,4,8:35.0,T. Thompson misses 2-pt hook shot from 7 ft,,93,91
338,4,8:35.0,,Defensive rebound by E. İlyasova,93,91
339,4,8:27.0,,M. Hezonja misses 3-pt jump shot from 25 ft,93,91
340,4,8:27.0,Defensive rebound by M. Dellavedova,,93,91
341,4,8:19.0,M. Dellavedova misses 2-pt jump shot from 11 ft (block by J. Smith),,93,91
342,4,8:19.0,Offensive rebound by Team,,93,91
343,4,8:19.0,Official timeout,,93,91
344,4,8:19.0,,V. Oladipo enters the game for M. Hezonja,93,91
345,4,8:15.0,K. Irving misses 2-pt jump shot from 17 ft,,93,91
346,4,8:13.0,,Defensive rebound by B. Jennings,93,91
347,4,7:51.0,,E. İlyasova misses 3-pt jump shot from 25 ft,93,91
348,4,7:49.0,,Offensive rebound by E. İlyasova,93,91
349,4,7:44.0,,Turnover by E. İlyasova (bad pass; steal by T. Thompson),93,91
350,4,7:38.0,Turnover by K. Irving (lost ball; steal by D. Marble),,93,91
351,4,7:35.0,,Shooting foul by K. Irving (drawn by V. Oladipo),93,91
352,4,7:35.0,,V. Oladipo misses free throw 1 of 2,93,91
353,4,7:35.0,,Offensive rebound by Team,93,91
354,4,7:35.0,,A. Gordon enters the game for E. İlyasova,93,91
355,4,7:35.0,,V. Oladipo makes free throw 2 of 2,93,92
356,4,7:24.0,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,96,92
357,4,7:07.0,,Turnover by B. Jennings (bad pass; steal by T. Thompson),96,92
358,4,6:59.0,C. Frye misses 3-pt jump shot from 26 ft,,96,92
359,4,6:58.0,,Defensive rebound by A. Gordon,96,92
360,4,6:56.0,,Personal foul by R. Jefferson,96,92
361,4,6:49.0,,A. Gordon misses 3-pt jump shot from 23 ft,96,92
362,4,6:48.0,Defensive rebound by T. Thompson,,96,92
363,4,6:38.0,Turnover by K. Irving (lost ball),,96,92
364,4,6:28.0,,J. Smith misses 2-pt jump shot from 19 ft,96,92
365,4,6:27.0,Defensive rebound by T. Thompson,,96,92
366,4,6:14.0,K. Irving misses 2-pt jump shot from 19 ft,,96,92
367,4,6:14.0,Offensive rebound by T. Thompson,,96,92
368,4,6:14.0,Shooting foul by J. Smith (drawn by T. Thompson),,96,92
369,4,6:14.0,T. Thompson makes 2-pt dunk at rim,,98,92
370,4,6:14.0,T. Thompson misses free throw 1 of 1,,98,92
371,4,6:13.0,,Defensive rebound by A. Gordon,98,92
372,4,5:58.0,,Turnover by V. Oladipo (bad pass; steal by T. Thompson),98,92
373,4,5:51.0,Cleveland full timeout,,98,92
374,4,5:51.0,,E. Fournier enters the game for D. Marble,98,92
375,4,5:51.0,L. James enters the game for R. Jefferson,,98,92
376,4,5:40.0,L. James misses 2-pt jump shot from 21 ft,,98,92
377,4,5:40.0,,Defensive rebound by A. Gordon,98,92
378,4,5:25.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by E. Fournier),98,94
379,4,5:06.0,C. Frye misses 2-pt jump shot from 18 ft,,98,94
380,4,5:02.0,Offensive rebound by T. Thompson,,98,94
381,4,4:59.0,Turnover by T. Thompson (bad pass; steal by J. Smith),,98,94
382,4,4:54.0,,A. Gordon misses 2-pt layup from 2 ft (block by C. Frye),98,94
383,4,4:52.0,Defensive rebound by M. Dellavedova,,98,94
384,4,4:47.0,L. James misses 2-pt layup from 1 ft,,98,94
385,4,4:47.0,Offensive rebound by Team,,98,94
386,4,4:42.0,L. James makes 2-pt layup at rim (assist by K. Irving),,100,94
387,4,4:18.0,,E. Fournier misses 2-pt jump shot from 21 ft,100,94
388,4,4:17.0,Defensive rebound by L. James,,100,94
389,4,4:05.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),,103,94
390,4,3:38.0,,V. Oladipo makes 2-pt layup at rim,103,96
391,4,3:13.0,K. Irving misses 2-pt layup at rim,,103,96
