,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,,N. Batum misses 2-pt jump shot from 10 ft,0,0
1,1,11:43.0,Defensive rebound by K. Olynyk,,0,0
2,1,11:31.0,Turnover by A. Bradley (step out of bounds),,0,0
3,1,11:19.0,,K. Walker misses 2-pt jump shot from 22 ft,0,0
4,1,11:18.0,Defensive rebound by K. Olynyk,,0,0
5,1,11:01.0,Turnover by K. Olynyk (lost ball; steal by M. Williams),,0,0
6,1,10:56.0,,Turnover by K. Walker (bad pass; steal by I. Thomas),0,0
7,1,10:44.0,Def 3 sec tech foul by M. Williams,,0,0
8,1,10:44.0,I. Thomas makes technical free throw,,1,0
9,1,10:36.0,K. Olynyk makes 2-pt layup from 1 ft (assist by I. Thomas),,3,0
10,1,10:19.0,,P. Hairston misses 2-pt jump shot from 20 ft,3,0
11,1,10:18.0,Defensive rebound by J. Crowder,,3,0
12,1,10:13.0,I. Thomas makes 3-pt jump shot from 25 ft,,6,0
13,1,9:53.0,,P. Hairston misses 3-pt jump shot from 23 ft,6,0
14,1,9:52.0,Defensive rebound by J. Crowder,,6,0
15,1,9:44.0,Turnover by I. Thomas (bad pass; steal by K. Walker),,6,0
16,1,9:31.0,,P. Hairston misses 3-pt jump shot from 24 ft,6,0
17,1,9:30.0,Defensive rebound by J. Crowder,,6,0
18,1,9:19.0,,Offensive charge foul by I. Thomas (drawn by K. Walker),6,0
19,1,9:19.0,Turnover by I. Thomas (offensive foul),,6,0
20,1,9:04.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),6,3
21,1,8:48.0,A. Bradley misses 2-pt jump shot from 20 ft,,6,3
22,1,8:47.0,,Defensive rebound by C. Zeller,6,3
23,1,8:38.0,,M. Williams misses 3-pt jump shot from 25 ft,6,3
24,1,8:37.0,Defensive rebound by J. Sullinger,,6,3
25,1,8:33.0,K. Olynyk makes 2-pt dunk at rim (assist by J. Sullinger),,8,3
26,1,8:33.0,,Charlotte full timeout,8,3
27,1,8:33.0,,J. Lin enters the game for P. Hairston,8,3
28,1,8:19.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),8,5
29,1,8:11.0,Def 3 sec tech foul by C. Zeller,,8,5
30,1,8:11.0,I. Thomas makes technical free throw,,9,5
31,1,8:04.0,J. Crowder makes 2-pt jump shot from 18 ft (assist by I. Thomas),,11,5
32,1,7:40.0,,J. Lin makes 2-pt jump shot from 16 ft,11,7
33,1,7:24.0,A. Bradley makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,14,7
34,1,7:05.0,,Turnover by C. Zeller (3 sec),14,7
35,1,6:52.0,I. Thomas misses 3-pt jump shot from 26 ft,,14,7
36,1,6:50.0,,Defensive rebound by J. Lin,14,7
37,1,6:45.0,,Turnover by J. Lin (lost ball),14,7
38,1,6:37.0,Turnover by K. Olynyk (traveling),,14,7
39,1,6:28.0,,N. Batum makes 2-pt jump shot from 19 ft (assist by C. Zeller),14,9
40,1,6:13.0,A. Bradley makes 2-pt layup from 1 ft (assist by J. Sullinger),,16,9
41,1,5:51.0,,Shooting foul by A. Bradley (drawn by K. Walker),16,9
42,1,5:51.0,,K. Walker misses free throw 1 of 2,16,9
43,1,5:51.0,,Offensive rebound by Team,16,9
44,1,5:51.0,,K. Walker makes free throw 2 of 2,16,10
45,1,5:41.0,Offensive foul by J. Sullinger (drawn by J. Lin),,16,10
46,1,5:41.0,Turnover by J. Sullinger (offensive foul),,16,10
47,1,5:32.0,,Shooting foul by J. Crowder (drawn by N. Batum),16,10
48,1,5:32.0,,N. Batum misses free throw 1 of 2,16,10
49,1,5:32.0,,Offensive rebound by Team,16,10
50,1,5:32.0,,N. Batum makes free throw 2 of 2,16,11
51,1,5:09.0,J. Crowder misses 3-pt jump shot from 23 ft,,16,11
52,1,5:06.0,,Defensive rebound by Team,16,11
53,1,4:48.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),16,14
54,1,4:40.0,Shooting foul by M. Williams (drawn by I. Thomas),,16,14
55,1,4:40.0,I. Thomas makes free throw 1 of 2,,17,14
56,1,4:40.0,D. Lee enters the game for J. Crowder,,17,14
57,1,4:40.0,E. Turner enters the game for J. Sullinger,,17,14
58,1,4:40.0,I. Thomas makes free throw 2 of 2,,18,14
59,1,4:22.0,,N. Batum misses 2-pt jump shot from 17 ft,18,14
60,1,4:21.0,Defensive rebound by K. Olynyk,,18,14
61,1,4:12.0,K. Olynyk misses 3-pt jump shot from 24 ft,,18,14
62,1,4:11.0,,Defensive rebound by J. Lin,18,14
63,1,4:02.0,,Turnover by J. Lin (bad pass; steal by K. Olynyk),18,14
64,1,3:46.0,Turnover by K. Olynyk (lost ball; steal by C. Zeller),,18,14
65,1,3:42.0,,C. Zeller misses 2-pt layup from 1 ft,18,14
66,1,3:39.0,Defensive rebound by D. Lee,,18,14
67,1,3:39.0,Turnover by I. Thomas (bad pass),,18,14
68,1,3:39.0,,F. Kaminsky enters the game for M. Williams,18,14
69,1,3:32.0,,Turnover by K. Walker (lost ball; steal by A. Bradley),18,14
70,1,3:25.0,A. Bradley makes 2-pt layup from 2 ft,,20,14
71,1,3:14.0,,J. Lin misses 3-pt jump shot from 26 ft,20,14
72,1,3:13.0,Defensive rebound by K. Olynyk,,20,14
73,1,3:04.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by D. Lee),,23,14
74,1,3:04.0,,Charlotte full timeout,23,14
75,1,2:45.0,,F. Kaminsky makes 2-pt jump shot from 9 ft,23,16
76,1,2:45.0,,Shooting foul by K. Olynyk (drawn by F. Kaminsky),23,16
77,1,2:45.0,R. Hunter enters the game for K. Olynyk,,23,16
78,1,2:45.0,J. Jerebko enters the game for I. Thomas,,23,16
79,1,2:45.0,,S. Hawes enters the game for C. Zeller,23,16
80,1,2:45.0,Boston full timeout,,23,16
81,1,2:45.0,,F. Kaminsky makes free throw 1 of 1,23,17
82,1,2:35.0,Shooting foul by S. Hawes (drawn by D. Lee),,23,17
83,1,2:35.0,D. Lee makes free throw 1 of 2,,24,17
84,1,2:35.0,D. Lee makes free throw 2 of 2,,25,17
85,1,2:20.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by N. Batum),25,19
86,1,1:56.0,A. Bradley misses 2-pt jump shot from 21 ft,,25,19
87,1,1:56.0,,Defensive rebound by Team,25,19
88,1,1:41.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by N. Batum),25,21
89,1,1:18.0,D. Lee makes 2-pt hook shot from 7 ft,,27,21
90,1,0:59.0,,S. Hawes misses 2-pt jump shot from 16 ft,27,21
91,1,0:58.0,,Offensive rebound by J. Lin,27,21
92,1,0:54.0,,Turnover by S. Hawes (lost ball; steal by E. Turner),27,21
93,1,0:44.0,A. Bradley misses 3-pt jump shot from 22 ft,,27,21
94,1,0:43.0,,Defensive rebound by S. Hawes,27,21
95,1,0:35.0,,Personal foul by R. Hunter (drawn by J. Lin),27,21
96,1,0:35.0,,J. Lamb enters the game for N. Batum,27,21
97,1,0:26.0,,Turnover by S. Hawes (3 sec),27,21
98,1,0:06.0,D. Lee makes 2-pt layup from 1 ft (assist by J. Jerebko),,29,21
99,1,0:00.0,,S. Hawes misses 2-pt jump shot from 4 ft,29,21
100,1,0:00.0,,Offensive rebound by Team,29,21
101,2,11:38.0,J. Crowder misses 3-pt jump shot from 25 ft,,29,21
102,2,11:37.0,,Defensive rebound by K. Walker,29,21
103,2,11:20.0,,Flagrant foul type 1 by D. Lee (drawn by F. Kaminsky),29,21
104,2,11:20.0,,F. Kaminsky misses flagrant free throw 1 of 2,29,21
105,2,11:20.0,,Offensive rebound by Team,29,21
106,2,11:20.0,,F. Kaminsky makes flagrant free throw 2 of 2,29,22
107,2,11:10.0,,J. Lin makes 2-pt layup at rim (assist by F. Kaminsky),29,24
108,2,10:59.0,J. Crowder makes 2-pt jump shot from 17 ft (assist by E. Turner),,31,24
109,2,10:43.0,,K. Walker misses 3-pt jump shot from 25 ft,31,24
110,2,10:42.0,Defensive rebound by D. Lee,,31,24
111,2,10:31.0,E. Turner misses 2-pt jump shot from 15 ft,,31,24
112,2,10:30.0,,Defensive rebound by J. Lamb,31,24
113,2,10:23.0,,Turnover by J. Lamb (traveling),31,24
114,2,10:23.0,T. Zeller enters the game for J. Jerebko,,31,24
115,2,10:23.0,,P. Hairston enters the game for K. Walker,31,24
116,2,10:04.0,E. Turner misses 3-pt jump shot from 25 ft,,31,24
117,2,10:02.0,Offensive rebound by T. Zeller,,31,24
118,2,9:51.0,J. Crowder misses 2-pt jump shot from 11 ft,,31,24
119,2,9:49.0,Offensive rebound by D. Lee,,31,24
120,2,9:44.0,R. Hunter makes 3-pt jump shot from 25 ft (assist by D. Lee),,34,24
121,2,9:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,34,24
122,2,9:32.0,Defensive rebound by J. Crowder,,34,24
123,2,9:17.0,J. Crowder makes 2-pt jump shot from 18 ft (assist by E. Turner),,36,24
124,2,9:01.0,,Turnover by J. Lin (bad pass; steal by R. Hunter),36,24
125,2,8:55.0,Turnover by E. Turner (bad pass; steal by P. Hairston),,36,24
126,2,8:52.0,,Shooting foul by E. Turner (drawn by P. Hairston),36,24
127,2,8:52.0,Official timeout,,36,24
128,2,8:52.0,,C. Zeller enters the game for S. Hawes,36,24
129,2,8:52.0,,P. Hairston makes free throw 1 of 2,36,25
130,2,8:52.0,,P. Hairston makes free throw 2 of 2,36,26
131,2,8:34.0,E. Turner misses 3-pt jump shot from 23 ft,,36,26
132,2,8:33.0,,Defensive rebound by F. Kaminsky,36,26
133,2,8:20.0,,J. Lin misses 2-pt jump shot from 18 ft,36,26
134,2,8:17.0,Defensive rebound by D. Lee,,36,26
135,2,8:12.0,T. Zeller makes 2-pt layup at rim (assist by D. Lee),,38,26
136,2,7:49.0,,Shooting foul by J. Crowder (drawn by J. Lamb),38,26
137,2,7:49.0,,J. Lamb makes free throw 1 of 2,38,27
138,2,7:49.0,,K. Walker enters the game for J. Lin,38,27
139,2,7:49.0,,N. Batum enters the game for P. Hairston,38,27
140,2,7:49.0,,J. Lamb makes free throw 2 of 2,38,28
141,2,7:42.0,Personal foul by N. Batum (drawn by J. Crowder),,38,28
142,2,7:27.0,J. Crowder makes 2-pt jump shot from 19 ft (assist by R. Hunter),,40,28
143,2,7:12.0,,Turnover by J. Lamb (lost ball; steal by R. Hunter),40,28
144,2,6:59.0,D. Lee misses 2-pt layup from 1 ft,,40,28
145,2,6:58.0,,Defensive rebound by F. Kaminsky,40,28
146,2,6:47.0,,N. Batum misses 2-pt jump shot from 18 ft,40,28
147,2,6:46.0,Defensive rebound by E. Turner,,40,28
148,2,6:35.0,Turnover by E. Turner (bad pass; steal by C. Zeller),,40,28
149,2,6:31.0,,N. Batum makes 2-pt dunk at rim (assist by K. Walker),40,30
150,2,6:31.0,Boston full timeout,,40,30
151,2,6:31.0,I. Thomas enters the game for D. Lee,,40,30
152,2,6:31.0,J. Sullinger enters the game for E. Turner,,40,30
153,2,6:21.0,T. Zeller misses 2-pt jump shot from 17 ft,,40,30
154,2,6:20.0,,Defensive rebound by J. Lamb,40,30
155,2,6:06.0,,K. Walker misses 2-pt jump shot from 19 ft,40,30
156,2,6:05.0,,Offensive rebound by C. Zeller,40,30
157,2,6:05.0,,Shooting foul by J. Sullinger (drawn by C. Zeller),40,30
158,2,6:05.0,,C. Zeller misses free throw 1 of 2,40,30
159,2,6:05.0,,Offensive rebound by Team,40,30
160,2,6:05.0,,C. Zeller makes free throw 2 of 2,40,31
161,2,5:44.0,T. Zeller misses 2-pt hook shot from 8 ft,,40,31
162,2,5:43.0,,Defensive rebound by C. Zeller,40,31
163,2,5:30.0,,F. Kaminsky misses 2-pt jump shot from 17 ft,40,31
164,2,5:29.0,Defensive rebound by J. Crowder,,40,31
165,2,5:17.0,R. Hunter misses 3-pt jump shot from 26 ft,,40,31
166,2,5:16.0,,Defensive rebound by J. Lamb,40,31
167,2,5:00.0,,N. Batum misses 2-pt jump shot from 18 ft,40,31
168,2,4:59.0,Defensive rebound by J. Crowder,,40,31
169,2,4:50.0,J. Sullinger misses 3-pt jump shot from 25 ft,,40,31
170,2,4:49.0,,Defensive rebound by N. Batum,40,31
171,2,4:43.0,,Turnover by J. Lamb (bad pass; steal by J. Sullinger),40,31
172,2,4:36.0,Shooting foul by J. Lamb (drawn by J. Crowder),,40,31
173,2,4:36.0,J. Crowder misses free throw 1 of 2,,40,31
174,2,4:36.0,Offensive rebound by Team,,40,31
175,2,4:36.0,A. Bradley enters the game for R. Hunter,,40,31
176,2,4:36.0,K. Olynyk enters the game for T. Zeller,,40,31
177,2,4:36.0,,M. Williams enters the game for F. Kaminsky,40,31
178,2,4:36.0,J. Crowder makes free throw 2 of 2,,41,31
179,2,4:13.0,,J. Lamb misses 2-pt jump shot from 11 ft,41,31
180,2,4:12.0,Defensive rebound by J. Crowder,,41,31
181,2,4:02.0,J. Crowder misses 2-pt jump shot from 9 ft,,41,31
182,2,4:02.0,Offensive rebound by Team,,41,31
183,2,4:02.0,,Loose ball foul by C. Zeller (drawn by J. Sullinger),41,31
184,2,4:02.0,,J. Lin enters the game for J. Lamb,41,31
185,2,3:56.0,Turnover by I. Thomas (bad pass),,41,31
186,2,3:40.0,,C. Zeller misses 2-pt jump shot from 6 ft (block by J. Sullinger),41,31
187,2,3:39.0,Defensive rebound by K. Olynyk,,41,31
188,2,3:31.0,I. Thomas misses 2-pt jump shot from 17 ft,,41,31
189,2,3:30.0,,Defensive rebound by C. Zeller,41,31
190,2,3:16.0,,M. Williams misses 3-pt jump shot from 25 ft,41,31
191,2,3:14.0,Defensive rebound by J. Sullinger,,41,31
192,2,2:55.0,J. Sullinger misses 2-pt layup from 2 ft,,41,31
193,2,2:54.0,Offensive rebound by J. Sullinger,,41,31
194,2,2:49.0,J. Crowder misses 3-pt jump shot from 23 ft,,41,31
195,2,2:48.0,,Defensive rebound by Team,41,31
196,2,2:48.0,Loose ball foul by J. Sullinger (drawn by J. Lin),,41,31
197,2,2:48.0,,Charlotte full timeout,41,31
198,2,2:48.0,J. Jerebko enters the game for J. Sullinger,,41,31
199,2,2:48.0,,J. Lin makes free throw 1 of 2,41,32
200,2,2:48.0,,J. Lin makes free throw 2 of 2,41,33
201,2,2:38.0,Shooting foul by M. Williams (drawn by K. Olynyk),,41,33
202,2,2:38.0,K. Olynyk misses free throw 1 of 2,,41,33
203,2,2:38.0,Offensive rebound by Team,,41,33
204,2,2:38.0,,F. Kaminsky enters the game for M. Williams,41,33
205,2,2:38.0,K. Olynyk makes free throw 2 of 2,,42,33
206,2,2:23.0,,Shooting foul by K. Olynyk (drawn by K. Walker),42,33
207,2,2:23.0,,K. Walker makes free throw 1 of 2,42,34
208,2,2:23.0,,K. Walker misses free throw 2 of 2,42,34
209,2,2:21.0,Defensive rebound by K. Olynyk,,42,34
210,2,2:09.0,A. Bradley misses 3-pt jump shot from 23 ft,,42,34
211,2,2:08.0,,Defensive rebound by K. Walker,42,34
212,2,1:57.0,,K. Walker misses 2-pt layup from 2 ft,42,34
213,2,1:56.0,,Offensive rebound by C. Zeller,42,34
214,2,1:55.0,,C. Zeller misses 2-pt layup at rim,42,34
215,2,1:55.0,Defensive rebound by K. Olynyk,,42,34
216,2,1:51.0,Shooting foul by F. Kaminsky (drawn by J. Crowder),,42,34
217,2,1:51.0,J. Crowder makes free throw 1 of 2,,43,34
218,2,1:51.0,J. Crowder makes free throw 2 of 2,,44,34
219,2,1:33.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by C. Zeller),44,36
220,2,1:20.0,Shooting foul by N. Batum (drawn by K. Olynyk),,44,36
221,2,1:20.0,K. Olynyk makes free throw 1 of 2,,45,36
222,2,1:20.0,,J. Lamb enters the game for N. Batum,45,36
223,2,1:20.0,K. Olynyk makes free throw 2 of 2,,46,36
224,2,1:02.0,,F. Kaminsky makes 2-pt layup from 2 ft,46,38
225,2,0:53.0,J. Jerebko misses 2-pt layup at rim (block by K. Walker),,46,38
226,2,0:51.0,,Defensive rebound by F. Kaminsky,46,38
227,2,0:45.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,46,38
228,2,0:43.0,,Offensive rebound by J. Lamb,46,38
229,2,0:43.0,,Shooting foul by J. Jerebko (drawn by J. Lin),46,38
230,2,0:43.0,,J. Lin makes free throw 1 of 2,46,39
231,2,0:43.0,E. Turner enters the game for J. Jerebko,,46,39
232,2,0:43.0,,J. Lin makes free throw 2 of 2,46,40
