,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
0,1,11:43.0,B. McLemore makes 2-pt jump shot from 5 ft,,2,0
1,1,11:19.0,,R. Neto makes 3-pt jump shot from 23 ft,2,3
2,1,11:14.0,Shooting foul by R. Hood (drawn by D. Cousins),,2,3
3,1,11:14.0,D. Cousins makes free throw 1 of 2,,3,3
4,1,11:14.0,D. Cousins makes free throw 2 of 2,,4,3
5,1,10:56.0,,Turnover by R. Hood (lost ball; steal by B. McLemore),4,3
6,1,10:41.0,R. Gay misses 2-pt jump shot from 5 ft,,4,3
7,1,10:41.0,,Defensive rebound by R. Neto,4,3
8,1,10:37.0,,Personal foul by R. Gay (drawn by G. Hayward),4,3
9,1,10:25.0,,R. Gobert makes 2-pt hook shot from 2 ft (assist by R. Neto),4,5
10,1,10:05.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),,6,5
11,1,9:43.0,,T. Lyles misses 2-pt jump shot from 14 ft,6,5
12,1,9:43.0,Defensive rebound by R. Rondo,,6,5
13,1,9:36.0,R. Rondo misses 2-pt layup from 2 ft,,6,5
14,1,9:36.0,,Defensive rebound by R. Gobert,6,5
15,1,9:25.0,,G. Hayward misses 3-pt jump shot from 24 ft,6,5
16,1,9:24.0,Defensive rebound by D. Cousins,,6,5
17,1,9:17.0,Shooting foul by R. Neto (drawn by R. Rondo),,6,5
18,1,9:17.0,R. Rondo makes free throw 1 of 2,,7,5
19,1,9:17.0,R. Rondo makes free throw 2 of 2,,8,5
20,1,9:08.0,,Turnover by R. Neto (bad pass; steal by R. Gay),8,5
21,1,9:03.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,10,5
22,1,8:43.0,,R. Hood misses 2-pt jump shot from 3 ft (block by D. Cousins),10,5
23,1,8:43.0,,Offensive rebound by R. Gobert,10,5
24,1,8:40.0,,T. Lyles makes 2-pt dunk at rim (assist by R. Gobert),10,7
25,1,8:29.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by R. Rondo),,12,7
26,1,8:16.0,,R. Neto misses 2-pt jump shot from 13 ft,12,7
27,1,8:15.0,,Offensive rebound by R. Gobert,12,7
28,1,8:06.0,,R. Neto makes 2-pt layup from 3 ft,12,9
29,1,7:58.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,12,9
30,1,7:57.0,,Defensive rebound by R. Gobert,12,9
31,1,7:44.0,,Personal foul by B. McLemore (drawn by R. Gobert),12,9
32,1,7:30.0,,R. Hood misses 3-pt jump shot from 23 ft,12,9
33,1,7:29.0,Defensive rebound by D. Cousins,,12,9
34,1,7:22.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Cousins),,14,9
35,1,6:59.0,,T. Lyles misses 2-pt jump shot from 8 ft,14,9
36,1,6:58.0,Defensive rebound by R. Rondo,,14,9
37,1,6:36.0,R. Rondo misses 2-pt jump shot from 23 ft,,14,9
38,1,6:35.0,,Defensive rebound by T. Lyles,14,9
39,1,6:25.0,,Personal foul by W. Cauley-Stein (drawn by G. Hayward),14,9
40,1,6:25.0,,T. Booker enters the game for T. Lyles,14,9
41,1,6:25.0,O. Casspi enters the game for W. Cauley-Stein,,14,9
42,1,6:20.0,,R. Hood misses 3-pt jump shot from 23 ft,14,9
43,1,6:19.0,Defensive rebound by D. Cousins,,14,9
44,1,6:11.0,R. Rondo misses 2-pt layup from 1 ft,,14,9
45,1,6:10.0,Offensive rebound by R. Gay,,14,9
46,1,6:10.0,R. Gay makes 2-pt dunk at rim,,16,9
47,1,6:09.0,,Utah full timeout,16,9
48,1,6:09.0,,T. Lyles enters the game for R. Gobert,16,9
49,1,5:55.0,,G. Hayward misses 3-pt jump shot from 24 ft,16,9
50,1,5:53.0,Defensive rebound by R. Gay,,16,9
51,1,5:45.0,Offensive foul by B. McLemore (drawn by T. Booker),,16,9
52,1,5:45.0,Turnover by B. McLemore (offensive foul),,16,9
53,1,5:30.0,,Turnover by G. Hayward (bad pass; steal by B. McLemore),16,9
54,1,5:24.0,R. Rondo makes 2-pt layup at rim (assist by R. Gay),,18,9
55,1,4:59.0,,R. Hood misses 3-pt jump shot from 24 ft,18,9
56,1,4:59.0,Defensive rebound by D. Cousins,,18,9
57,1,4:46.0,Personal foul by R. Neto (drawn by R. Gay),,18,9
58,1,4:46.0,M. Belinelli enters the game for B. McLemore,,18,9
59,1,4:46.0,,C. Johnson enters the game for R. Hood,18,9
60,1,4:46.0,,T. Burke enters the game for R. Neto,18,9
61,1,4:39.0,Shooting foul by C. Johnson (drawn by D. Cousins),,18,9
62,1,4:39.0,D. Cousins misses free throw 1 of 2,,18,9
63,1,4:39.0,Offensive rebound by Team,,18,9
64,1,4:39.0,D. Cousins makes free throw 2 of 2,,19,9
65,1,4:18.0,,T. Burke misses 3-pt jump shot from 24 ft,19,9
66,1,4:18.0,Defensive rebound by R. Rondo,,19,9
67,1,4:14.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,21,9
68,1,4:13.0,,Utah full timeout,21,9
69,1,3:53.0,,G. Hayward misses 2-pt jump shot from 22 ft,21,9
70,1,3:53.0,,Offensive rebound by Team,21,9
71,1,3:53.0,Loose ball foul by R. Rondo (drawn by T. Lyles),,21,9
72,1,3:53.0,,J. Withey enters the game for T. Lyles,21,9
73,1,3:45.0,,G. Hayward misses 3-pt jump shot from 23 ft,21,9
74,1,3:44.0,,Offensive rebound by Team,21,9
75,1,3:30.0,,J. Withey misses 2-pt dunk at rim,21,9
76,1,3:29.0,Defensive rebound by D. Cousins,,21,9
77,1,3:11.0,D. Cousins misses 2-pt layup from 1 ft,,21,9
78,1,3:11.0,Offensive rebound by D. Cousins,,21,9
79,1,3:09.0,D. Cousins makes 2-pt layup at rim,,23,9
80,1,2:47.0,,C. Johnson misses 3-pt jump shot from 23 ft,23,9
81,1,2:47.0,Defensive rebound by D. Cousins,,23,9
82,1,2:42.0,Turnover by R. Rondo (bad pass),,23,9
83,1,2:42.0,Sacramento full timeout,,23,9
84,1,2:42.0,K. Koufos enters the game for R. Gay,,23,9
85,1,2:31.0,,T. Burke misses 3-pt jump shot from 24 ft,23,9
86,1,2:30.0,,Offensive rebound by T. Booker,23,9
87,1,2:25.0,,G. Hayward misses 3-pt jump shot from 24 ft,23,9
88,1,2:25.0,Defensive rebound by Team,,23,9
89,1,2:14.0,Personal foul by C. Johnson (drawn by D. Cousins),,23,9
90,1,2:14.0,D. Cousins makes free throw 1 of 2,,24,9
91,1,2:14.0,D. Collison enters the game for R. Rondo,,24,9
92,1,2:14.0,,R. Gobert enters the game for J. Withey,24,9
93,1,2:14.0,D. Cousins misses free throw 2 of 2,,24,9
94,1,2:12.0,Offensive rebound by K. Koufos,,24,9
95,1,2:09.0,K. Koufos misses 2-pt layup from 1 ft,,24,9
96,1,2:08.0,,Defensive rebound by T. Booker,24,9
97,1,1:51.0,,R. Gobert misses 2-pt jump shot from 4 ft,24,9
98,1,1:50.0,,Offensive rebound by G. Hayward,24,9
99,1,1:38.0,,G. Hayward misses 3-pt jump shot from 23 ft,24,9
100,1,1:37.0,Defensive rebound by D. Cousins,,24,9
101,1,1:26.0,Turnover by M. Belinelli (bad pass; steal by T. Booker),,24,9
102,1,1:21.0,,Shooting foul by M. Belinelli (drawn by G. Hayward),24,9
103,1,1:21.0,,G. Hayward makes free throw 1 of 2,24,10
104,1,1:21.0,W. Cauley-Stein enters the game for D. Cousins,,24,10
105,1,1:21.0,,J. Ingles enters the game for C. Johnson,24,10
106,1,1:21.0,,G. Hayward misses free throw 2 of 2,24,10
107,1,1:20.0,,Offensive rebound by R. Gobert,24,10
108,1,0:58.0,,T. Booker misses 3-pt jump shot from 23 ft,24,10
109,1,0:58.0,Defensive rebound by O. Casspi,,24,10
110,1,0:50.0,O. Casspi makes 2-pt layup from 2 ft,,26,10
111,1,0:31.0,Violation by W. Cauley-Stein (kicked ball),,26,10
112,1,0:28.0,,J. Ingles misses 2-pt jump shot from 19 ft,26,10
113,1,0:28.0,Defensive rebound by W. Cauley-Stein,,26,10
114,1,0:08.0,W. Cauley-Stein misses 2-pt hook shot from 8 ft,,26,10
115,1,0:07.0,,Defensive rebound by T. Booker,26,10
116,1,0:04.0,,Personal foul by O. Casspi (drawn by G. Hayward),26,10
117,1,0:04.0,,G. Hayward makes free throw 1 of 2,26,11
118,1,0:04.0,,G. Hayward makes free throw 2 of 2,26,12
119,2,11:35.0,,R. Hood misses 3-pt jump shot from 23 ft,26,12
120,2,11:34.0,Defensive rebound by M. Belinelli,,26,12
121,2,11:23.0,M. Belinelli makes 2-pt jump shot from 16 ft,,28,12
122,2,11:03.0,,Turnover by T. Burke (bad pass; steal by W. Cauley-Stein),28,12
123,2,10:52.0,Turnover by K. Koufos (lost ball; steal by J. Ingles),,28,12
124,2,10:38.0,,Personal foul by M. Belinelli (drawn by R. Hood),28,12
125,2,10:24.0,,R. Hood misses 2-pt jump shot from 10 ft,28,12
126,2,10:23.0,,Offensive rebound by T. Booker,28,12
127,2,10:23.0,,T. Booker makes 2-pt dunk at rim,28,14
128,2,10:00.0,Shooting foul by R. Hood (drawn by M. Belinelli),,28,14
129,2,10:00.0,M. Belinelli makes free throw 1 of 2,,29,14
130,2,10:00.0,,T. Lyles enters the game for T. Booker,29,14
131,2,10:00.0,M. Belinelli makes free throw 2 of 2,,30,14
132,2,9:45.0,,Personal foul by W. Cauley-Stein (drawn by T. Lyles),30,14
133,2,9:45.0,,J. Withey enters the game for R. Gobert,30,14
134,2,9:35.0,,T. Lyles makes 2-pt jump shot from 14 ft,30,16
135,2,9:35.0,,Shooting foul by W. Cauley-Stein (drawn by T. Lyles),30,16
136,2,9:35.0,D. Cousins enters the game for W. Cauley-Stein,,30,16
137,2,9:35.0,,T. Lyles misses free throw 1 of 1,30,16
138,2,9:34.0,Defensive rebound by K. Koufos,,30,16
139,2,9:16.0,O. Casspi makes 2-pt layup from 2 ft (assist by M. Belinelli),,32,16
140,2,9:03.0,,Personal foul by O. Casspi (drawn by J. Ingles),32,16
141,2,8:53.0,,Turnover by R. Hood (lost ball; steal by K. Koufos),32,16
142,2,8:53.0,Personal foul by R. Hood (drawn by D. Cousins),,32,16
143,2,8:53.0,Sacramento full timeout,,32,16
