,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:43.0,,P. Hairston makes 2-pt layup from 1 ft (assist by K. Walker),0,2
1,1,11:24.0,J. Butler makes 2-pt jump shot from 22 ft (assist by N. Mirotić),,2,2
2,1,11:03.0,,M. Williams makes 2-pt jump shot from 7 ft,2,4
3,1,10:49.0,N. Mirotić misses 2-pt jump shot from 17 ft,,2,4
4,1,10:47.0,,Defensive rebound by M. Williams,2,4
5,1,10:35.0,,A. Jefferson makes 2-pt layup from 1 ft,2,6
6,1,10:16.0,D. Rose misses 3-pt jump shot from 24 ft,,2,6
7,1,10:15.0,,Defensive rebound by N. Batum,2,6
8,1,10:03.0,,K. Walker makes 2-pt layup at rim (assist by A. Jefferson),2,8
9,1,9:49.0,J. Butler makes 3-pt jump shot from 25 ft (assist by T. Snell),,5,8
10,1,9:24.0,,A. Jefferson misses 2-pt jump shot from 14 ft,5,8
11,1,9:23.0,Defensive rebound by N. Mirotić,,5,8
12,1,9:06.0,N. Mirotić makes 2-pt dunk at rim (assist by P. Gasol),,7,8
13,1,8:43.0,,Turnover by K. Walker (bad pass; steal by J. Butler),7,8
14,1,8:29.0,J. Butler misses 2-pt jump shot from 19 ft,,7,8
15,1,8:28.0,,Defensive rebound by N. Batum,7,8
16,1,8:23.0,,Shooting foul by T. Snell (drawn by N. Batum),7,8
17,1,8:23.0,,N. Batum makes free throw 1 of 2,7,9
18,1,8:23.0,,N. Batum makes free throw 2 of 2,7,10
19,1,8:05.0,T. Snell misses 2-pt jump shot from 22 ft,,7,10
20,1,8:03.0,,Defensive rebound by M. Williams,7,10
21,1,7:56.0,,N. Batum misses 2-pt jump shot from 22 ft,7,10
22,1,7:55.0,Defensive rebound by P. Gasol,,7,10
23,1,7:46.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by J. Butler),,9,10
24,1,7:26.0,,A. Jefferson makes 2-pt jump shot from 15 ft,9,12
25,1,7:12.0,P. Gasol misses 2-pt jump shot from 15 ft (block by A. Jefferson),,9,12
26,1,7:10.0,Offensive rebound by P. Gasol,,9,12
27,1,7:10.0,Personal foul by A. Jefferson (drawn by P. Gasol),,9,12
28,1,7:01.0,N. Mirotić misses 3-pt jump shot from 30 ft,,9,12
29,1,7:00.0,,Defensive rebound by P. Hairston,9,12
30,1,6:45.0,,P. Hairston makes 3-pt jump shot from 23 ft (assist by N. Batum),9,15
31,1,6:34.0,D. Rose misses 2-pt layup from 2 ft,,9,15
