,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
0,1,11:44.0,,B. Lopez misses 2-pt jump shot from 4 ft,0,0
1,1,11:43.0,Defensive rebound by A. Len,,0,0
2,1,11:17.0,M. Morris misses 3-pt jump shot from 24 ft,,0,0
3,1,11:16.0,,Defensive rebound by J. Jack,0,0
4,1,10:59.0,,J. Jack makes 2-pt jump shot from 21 ft (assist by B. Lopez),0,2
5,1,10:44.0,Turnover by A. Len (lost ball; steal by J. Jack),,0,2
6,1,10:34.0,,T. Young misses 2-pt layup from 1 ft,0,2
7,1,10:33.0,,Offensive rebound by T. Young,0,2
8,1,10:32.0,,T. Young misses 2-pt layup from 1 ft,0,2
9,1,10:31.0,Defensive rebound by M. Morris,,0,2
10,1,10:23.0,B. Knight misses 2-pt layup from 1 ft,,0,2
11,1,10:21.0,,Defensive rebound by T. Young,0,2
12,1,10:12.0,,B. Lopez misses 2-pt jump shot from 11 ft,0,2
13,1,10:11.0,Defensive rebound by A. Len,,0,2
14,1,9:58.0,E. Bledsoe misses 2-pt layup from 2 ft,,0,2
15,1,9:57.0,,Defensive rebound by B. Lopez,0,2
16,1,9:52.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Jack),0,4
17,1,9:35.0,B. Knight makes 2-pt jump shot from 23 ft (assist by A. Len),,2,4
18,1,9:21.0,,Turnover by J. Johnson (bad pass; steal by E. Bledsoe),2,4
19,1,9:16.0,B. Knight makes 2-pt layup at rim (assist by E. Bledsoe),,4,4
20,1,9:05.0,,Turnover by B. Lopez (step out of bounds),4,4
21,1,8:49.0,M. Morris makes 2-pt dunk at rim (assist by A. Len),,6,4
22,1,8:32.0,,T. Young makes 2-pt jump shot from 18 ft (assist by R. Hollis-Jefferson),6,6
23,1,8:26.0,Turnover by P. Tucker (step out of bounds),,6,6
24,1,8:11.0,,J. Johnson makes 2-pt jump shot from 5 ft,6,8
25,1,8:00.0,Personal foul by R. Hollis-Jefferson (drawn by B. Knight),,6,8
26,1,7:55.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,8,8
27,1,7:38.0,,Turnover by J. Johnson (bad pass),8,8
28,1,7:22.0,M. Morris makes 2-pt jump shot from 17 ft (assist by B. Knight),,10,8
29,1,7:04.0,,J. Jack makes 2-pt layup from 2 ft (assist by T. Young),10,10
30,1,6:51.0,B. Knight misses 3-pt jump shot from 24 ft,,10,10
31,1,6:50.0,,Defensive rebound by T. Young,10,10
32,1,6:46.0,,Turnover by T. Young (lost ball; steal by A. Len),10,10
33,1,6:44.0,A. Len makes 2-pt dunk at rim,,12,10
34,1,6:33.0,,Turnover by J. Jack (bad pass),12,10
35,1,6:20.0,B. Knight makes 3-pt jump shot from 24 ft,,15,10
36,1,6:14.0,,Brooklyn full timeout,15,10
37,1,6:01.0,,J. Jack misses 3-pt jump shot from 24 ft,15,10
38,1,6:00.0,,Offensive rebound by R. Hollis-Jefferson,15,10
39,1,5:57.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,15,12
40,1,5:39.0,M. Morris misses 2-pt jump shot from 4 ft,,15,12
41,1,5:38.0,Offensive rebound by P. Tucker,,15,12
42,1,5:34.0,P. Tucker makes 2-pt layup from 1 ft,,17,12
43,1,5:21.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft,17,12
44,1,5:20.0,,Offensive rebound by R. Hollis-Jefferson,17,12
45,1,5:19.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,17,14
46,1,4:58.0,P. Tucker makes 2-pt layup from 2 ft (assist by M. Morris),,19,14
47,1,4:41.0,D. Booker enters the game for B. Knight,,19,14
48,1,4:32.0,,T. Young misses 2-pt jump shot from 17 ft,19,14
49,1,4:31.0,,Offensive rebound by Team,19,14
50,1,4:22.0,,T. Young misses 2-pt dunk at rim,19,14
51,1,4:21.0,Defensive rebound by E. Bledsoe,,19,14
52,1,4:04.0,M. Morris misses 2-pt jump shot from 5 ft,,19,14
53,1,4:03.0,,Defensive rebound by J. Jack,19,14
54,1,3:55.0,,T. Young misses 2-pt layup from 2 ft (block by A. Len),19,14
55,1,3:54.0,,Offensive rebound by Team,19,14
56,1,3:51.0,,Turnover by B. Lopez (offensive foul),19,14
57,1,3:51.0,,Offensive foul by B. Lopez (drawn by P. Tucker),19,14
58,1,3:41.0,Turnover by D. Booker (illegal screen),,19,14
59,1,3:24.0,,J. Johnson misses 3-pt jump shot from 26 ft,19,14
60,1,3:23.0,Defensive rebound by A. Len,,19,14
61,1,3:12.0,M. Morris misses 3-pt jump shot from 24 ft,,19,14
62,1,3:11.0,,Defensive rebound by J. Johnson,19,14
63,1,2:54.0,,B. Lopez makes 2-pt jump shot from 10 ft,19,16
64,1,2:39.0,Phoenix full timeout,,19,16
65,1,2:39.0,J. Leuer enters the game for P. Tucker,,19,16
66,1,2:39.0,,B. Bogdanović enters the game for J. Johnson,19,16
67,1,2:39.0,,T. Robinson enters the game for B. Lopez,19,16
68,1,2:39.0,T. Warren enters the game for M. Morris,,19,16
69,1,2:25.0,Turnover by A. Len (traveling),,19,16
70,1,2:25.0,,W. Ellington enters the game for R. Hollis-Jefferson,19,16
71,1,2:25.0,M. Teletović enters the game for A. Len,,19,16
72,1,2:05.0,,Turnover by W. Ellington (bad pass; steal by T. Warren),19,16
73,1,2:00.0,D. Booker misses 2-pt layup from 1 ft (block by T. Robinson),,19,16
74,1,1:58.0,,Defensive rebound by W. Ellington,19,16
75,1,1:45.0,,W. Ellington makes 2-pt layup from 2 ft,19,18
76,1,1:29.0,Shooting foul by T. Robinson (drawn by E. Bledsoe),,19,18
77,1,1:29.0,E. Bledsoe misses free throw 1 of 2,,19,18
78,1,1:29.0,Offensive rebound by Team,,19,18
79,1,1:29.0,E. Bledsoe makes free throw 2 of 2,,20,18
80,1,1:18.0,,J. Jack makes 2-pt jump shot from 9 ft,20,20
81,1,1:06.0,J. Leuer misses 3-pt jump shot from 24 ft,,20,20
82,1,1:05.0,,Defensive rebound by B. Bogdanović,20,20
83,1,0:57.0,,T. Robinson makes 2-pt jump shot from 9 ft (assist by J. Jack),20,22
84,1,0:48.0,M. Teletović misses 3-pt jump shot from 24 ft,,20,22
85,1,0:47.0,,Defensive rebound by B. Bogdanović,20,22
86,1,0:29.0,,Shooting foul by M. Teletović (drawn by T. Young),20,22
87,1,0:29.0,,T. Young makes free throw 1 of 2,20,23
88,1,0:29.0,,S. Larkin enters the game for J. Jack,20,23
89,1,0:29.0,,T. Young misses free throw 2 of 2,20,23
90,1,0:28.0,,Offensive rebound by T. Robinson,20,23
91,1,0:25.0,,T. Robinson makes 2-pt dunk at rim,20,25
92,1,0:25.0,,Technical foul by T. Robinson,20,25
93,1,0:25.0,E. Bledsoe misses technical free throw,,20,25
94,1,0:25.0,Offensive rebound by Team,,20,25
95,1,0:01.0,E. Bledsoe misses 2-pt layup from 2 ft,,20,25
96,1,0:00.0,,Defensive rebound by T. Robinson,20,25
97,2,11:45.0,Def 3 sec tech foul by T. Robinson,,20,25
98,2,11:45.0,B. Knight misses technical free throw,,20,25
99,2,11:45.0,Offensive rebound by Team,,20,25
100,2,11:33.0,D. Booker misses 2-pt jump shot from 19 ft,,20,25
101,2,11:32.0,,Defensive rebound by W. Ellington,20,25
102,2,11:24.0,,W. Ellington makes 2-pt jump shot from 22 ft,20,27
103,2,11:03.0,T. Warren makes 2-pt jump shot from 8 ft,,22,27
104,2,10:48.0,,Turnover by T. Young (bad pass; steal by T. Warren),22,27
105,2,10:34.0,T. Warren makes 2-pt jump shot from 19 ft,,24,27
106,2,10:08.0,,T. Young misses 2-pt layup from 2 ft,24,27
107,2,10:07.0,Defensive rebound by B. Knight,,24,27
108,2,10:00.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by B. Knight),,27,27
109,2,9:44.0,,S. Larkin makes 2-pt jump shot from 22 ft,27,29
110,2,9:32.0,B. Knight makes 2-pt layup from 1 ft,,29,29
111,2,9:05.0,,T. Young misses 2-pt layup from 1 ft,29,29
112,2,9:04.0,Defensive rebound by M. Teletović,,29,29
113,2,9:03.0,R. Price enters the game for D. Booker,,29,29
114,2,9:03.0,,J. Johnson enters the game for T. Young,29,29
115,2,8:52.0,B. Knight misses 3-pt jump shot from 26 ft,,29,29
116,2,8:51.0,,Defensive rebound by B. Bogdanović,29,29
117,2,8:43.0,,B. Bogdanović misses 2-pt layup from 1 ft,29,29
118,2,8:42.0,,Offensive rebound by T. Robinson,29,29
119,2,8:41.0,,T. Robinson misses 2-pt layup from 2 ft,29,29
120,2,8:40.0,Defensive rebound by T. Warren,,29,29
121,2,8:35.0,J. Leuer makes 2-pt dunk at rim (assist by B. Knight),,31,29
122,2,8:13.0,,T. Robinson makes 2-pt layup at rim (assist by S. Larkin),31,31
123,2,8:03.0,B. Knight makes 2-pt dunk at rim,,33,31
124,2,7:39.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Larkin),33,34
125,2,7:23.0,J. Leuer misses 2-pt jump shot from 8 ft (block by T. Robinson),,33,34
126,2,7:22.0,Offensive rebound by J. Leuer,,33,34
127,2,7:17.0,Personal foul by J. Johnson (drawn by M. Teletović),,33,34
128,2,7:17.0,Official timeout,,33,34
129,2,7:17.0,,B. Lopez enters the game for T. Robinson,33,34
130,2,7:17.0,P. Tucker enters the game for J. Leuer,,33,34
131,2,7:04.0,Shooting block foul by W. Ellington (drawn by B. Knight),,33,34
132,2,7:04.0,B. Knight makes free throw 1 of 2,,34,34
133,2,7:04.0,B. Knight misses free throw 2 of 2,,34,34
134,2,7:03.0,,Defensive rebound by B. Lopez,34,34
135,2,6:42.0,,B. Lopez makes 2-pt hook shot from 6 ft,34,36
136,2,6:22.0,M. Teletović misses 3-pt jump shot from 24 ft,,34,36
137,2,6:21.0,,Defensive rebound by S. Larkin,34,36
138,2,6:10.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,34,36
139,2,6:09.0,Defensive rebound by M. Teletović,,34,36
140,2,5:54.0,T. Warren misses 2-pt jump shot from 6 ft,,34,36
141,2,5:53.0,Offensive rebound by T. Warren,,34,36
142,2,5:51.0,T. Warren misses 2-pt layup from 1 ft,,34,36
143,2,5:50.0,,Defensive rebound by B. Bogdanović,34,36
144,2,5:44.0,,B. Lopez makes 2-pt layup from 1 ft,34,38
145,2,5:44.0,,Shooting foul by M. Teletović (drawn by B. Lopez),34,38
146,2,5:44.0,,Brooklyn full timeout,34,38
147,2,5:44.0,A. Len enters the game for M. Teletović,,34,38
148,2,5:44.0,,R. Hollis-Jefferson enters the game for B. Bogdanović,34,38
149,2,5:44.0,,J. Jack enters the game for W. Ellington,34,38
150,2,5:44.0,,B. Lopez misses free throw 1 of 1,34,38
151,2,5:43.0,Defensive rebound by P. Tucker,,34,38
152,2,5:25.0,A. Len misses 2-pt hook shot from 4 ft,,34,38
153,2,5:24.0,,Defensive rebound by R. Hollis-Jefferson,34,38
154,2,5:10.0,,B. Lopez makes 2-pt jump shot from 6 ft (assist by J. Johnson),34,40
155,2,5:10.0,,Shooting foul by A. Len (drawn by B. Lopez),34,40
156,2,5:10.0,M. Morris enters the game for T. Warren,,34,40
157,2,5:10.0,E. Bledsoe enters the game for R. Price,,34,40
158,2,5:10.0,,B. Lopez makes free throw 1 of 1,34,41
159,2,4:52.0,A. Len makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,36,41
160,2,4:40.0,,J. Jack misses 2-pt jump shot from 8 ft,36,41
161,2,4:39.0,Defensive rebound by B. Knight,,36,41
162,2,4:27.0,P. Tucker makes 3-pt jump shot from 22 ft (assist by M. Morris),,39,41
163,2,3:57.0,,Turnover by J. Johnson (lost ball; steal by E. Bledsoe),39,41
164,2,3:50.0,P. Tucker misses 3-pt jump shot from 22 ft,,39,41
165,2,3:49.0,,Defensive rebound by R. Hollis-Jefferson,39,41
166,2,3:44.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),39,43
167,2,3:29.0,Turnover by E. Bledsoe (lost ball; steal by S. Larkin),,39,43
168,2,3:23.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by J. Jack),39,45
169,2,3:12.0,Shooting foul by S. Larkin (drawn by A. Len),,39,45
170,2,3:12.0,A. Len makes free throw 1 of 2,,40,45
171,2,3:12.0,A. Len misses free throw 2 of 2,,40,45
172,2,3:11.0,,Defensive rebound by B. Lopez,40,45
173,2,2:53.0,,J. Johnson makes 2-pt jump shot from 6 ft,40,47
174,2,2:36.0,B. Knight misses 3-pt jump shot from 24 ft,,40,47
175,2,2:35.0,,Defensive rebound by R. Hollis-Jefferson,40,47
176,2,2:31.0,,Offensive foul by R. Hollis-Jefferson (drawn by E. Bledsoe),40,47
177,2,2:31.0,,Turnover by R. Hollis-Jefferson (offensive foul),40,47
178,2,2:31.0,Phoenix full timeout,,40,47
179,2,2:31.0,,T. Young enters the game for R. Hollis-Jefferson,40,47
180,2,2:14.0,Offensive foul by M. Morris (drawn by S. Larkin),,40,47
181,2,2:14.0,Turnover by M. Morris (offensive foul),,40,47
182,2,1:57.0,,B. Lopez makes 2-pt layup at rim (assist by S. Larkin),40,49
183,2,1:48.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,40,49
184,2,1:47.0,,Defensive rebound by Team,40,49
185,2,1:31.0,,J. Jack makes 2-pt layup from 1 ft,40,51
