,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
385,4,7:16.0,Defensive rebound by J. Grant,,87,112
386,4,7:10.0,Turnover by I. Smith (bad pass; steal by R. Felton),,87,112
387,4,6:52.0,,D. Harris misses 3-pt jump shot from 22 ft,87,112
388,4,6:51.0,Defensive rebound by H. Thompson,,87,112
389,4,6:44.0,I. Smith misses 2-pt jump shot from 4 ft,,87,112
390,4,6:42.0,Offensive rebound by J. Grant,,87,112
391,4,6:42.0,J. Grant misses 2-pt layup from 1 ft (block by S. Mejri),,87,112
392,4,6:41.0,,Defensive rebound by S. Mejri,87,112
393,4,6:27.0,,J. Barea misses 2-pt jump shot from 6 ft,87,112
394,4,6:25.0,,Offensive rebound by S. Mejri,87,112
395,4,6:17.0,C. Landry enters the game for N. Noel,,87,112
396,4,6:17.0,K. Marshall enters the game for J. Okafor,,87,112
397,4,6:17.0,R. Holmes enters the game for I. Smith,,87,112
398,4,6:17.0,,J. Anderson enters the game for R. Felton,87,112
399,4,6:01.0,,J. Barea misses 3-pt jump shot from 30 ft,87,112
400,4,6:01.0,Defensive rebound by J. Grant,,87,112
401,4,5:51.0,Shooting block foul by J. Anderson (drawn by C. Landry),,87,112
402,4,5:51.0,C. Landry misses free throw 1 of 2,,87,112
403,4,5:51.0,Offensive rebound by Team,,87,112
404,4,5:51.0,,D. Powell enters the game for S. Mejri,87,112
405,4,5:51.0,I. Canaan enters the game for J. Grant,,87,112
406,4,5:51.0,C. Landry makes free throw 2 of 2,,88,112
407,4,5:35.0,,Turnover by D. Harris (bad pass; steal by H. Thompson),88,112
408,4,5:28.0,Shooting foul by D. Powell (drawn by H. Thompson),,88,112
409,4,5:28.0,H. Thompson misses free throw 1 of 3,,88,112
410,4,5:28.0,Offensive rebound by Team,,88,112
411,4,5:28.0,H. Thompson makes free throw 2 of 3,,89,112
412,4,5:28.0,H. Thompson makes free throw 3 of 3,,90,112
413,4,5:10.0,,C. Villanueva makes 2-pt hook shot from 6 ft,90,114
414,4,4:57.0,I. Canaan makes 2-pt jump shot from 5 ft,,92,114
415,4,4:44.0,,J. Barea misses 3-pt jump shot from 25 ft,92,114
416,4,4:43.0,Defensive rebound by K. Marshall,,92,114
417,4,4:33.0,C. Landry misses 2-pt jump shot from 17 ft,,92,114
418,4,4:33.0,,Defensive rebound by J. Anderson,92,114
419,4,4:21.0,,Personal foul by K. Marshall (drawn by D. Powell),92,114
420,4,4:21.0,,Dallas full timeout,92,114
421,4,4:12.0,,Turnover by J. Barea (lost ball; steal by K. Marshall),92,114
422,4,4:08.0,Turnover by K. Marshall (lost ball),,92,114
423,4,3:59.0,,C. Villanueva misses 2-pt jump shot from 4 ft,92,114
424,4,3:59.0,,Offensive rebound by D. Powell,92,114
425,4,3:59.0,,Shooting foul by I. Canaan (drawn by D. Powell),92,114
426,4,3:59.0,,D. Powell makes free throw 1 of 2,92,115
427,4,3:59.0,,D. Powell makes free throw 2 of 2,92,116
428,4,3:47.0,H. Thompson misses 2-pt jump shot from 11 ft,,92,116
429,4,3:45.0,,Defensive rebound by J. Barea,92,116
430,4,3:38.0,,J. Anderson misses 2-pt jump shot from 18 ft,92,116
431,4,3:36.0,,Offensive rebound by C. Villanueva,92,116
432,4,3:35.0,,C. Villanueva makes 2-pt layup from 2 ft,92,118
433,4,3:25.0,R. Holmes makes 2-pt layup at rim (assist by K. Marshall),,94,118
434,4,3:12.0,,Shooting foul by H. Thompson (drawn by D. Powell),94,118
435,4,3:12.0,,D. Powell makes free throw 1 of 2,94,119
436,4,3:12.0,,J. Evans enters the game for D. Harris,94,119
437,4,3:12.0,,D. Powell makes free throw 2 of 2,94,120
438,4,2:53.0,R. Holmes misses 3-pt jump shot from 23 ft,,94,120
439,4,2:52.0,,Defensive rebound by J. Anderson,94,120
440,4,2:35.0,,J. Evans makes 3-pt jump shot from 25 ft (assist by J. Barea),94,123
441,4,2:22.0,K. Marshall makes 3-pt jump shot from 25 ft (assist by R. Holmes),,97,123
442,4,2:11.0,,J. Anderson makes 2-pt jump shot from 13 ft,97,125
443,4,2:03.0,H. Thompson misses 3-pt jump shot from 25 ft,,97,125
444,4,2:02.0,,Defensive rebound by D. Powell,97,125
445,4,1:57.0,,Shooting block foul by K. Marshall (drawn by J. Anderson),97,125
446,4,1:57.0,,J. Anderson makes free throw 1 of 2,97,126
447,4,1:57.0,,J. Anderson makes free throw 2 of 2,97,127
448,4,1:40.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by K. Marshall),,100,127
449,4,1:26.0,,C. Villanueva misses 3-pt jump shot from 26 ft,100,127
450,4,1:26.0,Defensive rebound by H. Thompson,,100,127
451,4,1:14.0,K. Marshall misses 2-pt jump shot from 7 ft,,100,127
452,4,1:13.0,,Defensive rebound by Team,100,127
453,4,1:04.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),100,129
454,4,0:50.0,I. Canaan makes 3-pt jump shot from 27 ft,,103,129
455,4,0:38.0,,C. Villanueva misses 2-pt layup at rim (block by C. Landry),103,129
456,4,0:36.0,Defensive rebound by H. Thompson,,103,129
457,4,0:27.0,R. Holmes misses 2-pt layup from 1 ft,,103,129
458,4,0:26.0,,Defensive rebound by C. Villanueva,103,129
459,4,0:03.0,,Turnover by Team (shot clock),103,129
