,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
0,1,11:46.0,D. DeRozan makes 2-pt jump shot from 15 ft,,2,0
1,1,11:26.0,,J. Butler misses 3-pt jump shot from 25 ft,2,0
2,1,11:25.0,Defensive rebound by B. Biyombo,,2,0
3,1,11:12.0,D. DeRozan misses 2-pt jump shot from 15 ft,,2,0
4,1,11:11.0,,Defensive rebound by P. Gasol,2,0
5,1,11:08.0,,Turnover by N. Mirotić (lost ball),2,0
6,1,10:52.0,D. Carroll misses 2-pt jump shot from 16 ft,,2,0
7,1,10:50.0,,Defensive rebound by N. Mirotić,2,0
8,1,10:46.0,,Personal foul by L. Scola (drawn by T. Gibson),2,0
9,1,10:35.0,,Shooting foul by D. Carroll (drawn by P. Gasol),2,0
10,1,10:35.0,,P. Gasol makes free throw 1 of 2,2,1
11,1,10:35.0,,P. Gasol misses free throw 2 of 2,2,1
12,1,10:34.0,Defensive rebound by L. Scola,,2,1
13,1,10:16.0,K. Lowry misses 2-pt jump shot from 14 ft (block by D. Rose),,2,1
14,1,10:14.0,,Defensive rebound by D. Rose,2,1
15,1,10:10.0,,D. Rose makes 2-pt layup from 2 ft,2,3
16,1,9:55.0,Personal foul by D. Rose (drawn by K. Lowry),,2,3
17,1,9:41.0,D. Carroll misses 2-pt jump shot from 6 ft,,2,3
18,1,9:40.0,Offensive rebound by B. Biyombo,,2,3
19,1,9:38.0,B. Biyombo misses 2-pt layup from 2 ft (block by P. Gasol),,2,3
20,1,9:36.0,Offensive rebound by L. Scola,,2,3
21,1,9:35.0,L. Scola makes 2-pt layup from 1 ft,,4,3
22,1,9:18.0,,Turnover by P. Gasol (bad pass; steal by K. Lowry),4,3
23,1,9:12.0,Shooting foul by N. Mirotić (drawn by D. DeRozan),,4,3
24,1,9:12.0,D. DeRozan makes free throw 1 of 2,,5,3
25,1,9:12.0,D. DeRozan misses free throw 2 of 2,,5,3
26,1,9:11.0,,Defensive rebound by N. Mirotić,5,3
27,1,8:58.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by J. Butler),5,6
28,1,8:37.0,L. Scola makes 2-pt jump shot from 5 ft (assist by K. Lowry),,7,6
29,1,8:23.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by D. Rose),7,8
30,1,8:11.0,D. Carroll makes 2-pt dunk at rim (assist by D. DeRozan),,9,8
31,1,8:03.0,,Turnover by J. Butler (lost ball; steal by K. Lowry),9,8
32,1,7:57.0,L. Scola makes 2-pt jump shot from 15 ft (assist by D. DeRozan),,11,8
33,1,7:43.0,,T. Gibson misses 2-pt jump shot from 16 ft,11,8
34,1,7:42.0,Defensive rebound by B. Biyombo,,11,8
35,1,7:25.0,B. Biyombo misses 2-pt jump shot from 14 ft,,11,8
36,1,7:24.0,,Defensive rebound by N. Mirotić,11,8
37,1,7:18.0,,P. Gasol misses 2-pt layup from 2 ft,11,8
38,1,7:15.0,,Offensive rebound by T. Gibson,11,8
39,1,7:15.0,,T. Gibson makes 2-pt layup at rim,11,10
40,1,6:52.0,D. DeRozan makes 2-pt jump shot from 15 ft,,13,10
41,1,6:42.0,,D. Rose makes 2-pt jump shot from 16 ft,13,12
42,1,6:30.0,D. DeRozan misses 2-pt layup from 3 ft (block by P. Gasol),,13,12
43,1,6:28.0,,Defensive rebound by N. Mirotić,13,12
44,1,6:23.0,,J. Butler misses 2-pt layup from 1 ft,13,12
45,1,6:21.0,Defensive rebound by B. Biyombo,,13,12
46,1,6:17.0,Toronto full timeout,,13,12
47,1,6:17.0,J. Valančiūnas enters the game for B. Biyombo,,13,12
48,1,6:07.0,K. Lowry misses 2-pt jump shot from 3 ft,,13,12
49,1,6:05.0,,Defensive rebound by T. Gibson,13,12
50,1,5:52.0,,J. Butler misses 2-pt jump shot from 19 ft,13,12
51,1,5:51.0,Defensive rebound by K. Lowry,,13,12
52,1,5:44.0,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),,15,12
53,1,5:27.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Rose),15,14
54,1,5:16.0,Turnover by L. Scola (bad pass; steal by P. Gasol),,15,14
55,1,5:10.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Butler),15,16
56,1,4:42.0,D. Carroll misses 3-pt jump shot from 24 ft,,15,16
57,1,4:37.0,,Defensive rebound by N. Mirotić,15,16
58,1,4:28.0,,N. Mirotić misses 3-pt jump shot from 24 ft (block by L. Scola),15,16
59,1,4:26.0,,Offensive rebound by T. Gibson,15,16
60,1,4:24.0,,N. Mirotić misses 3-pt jump shot from 25 ft,15,16
61,1,4:21.0,Defensive rebound by J. Valančiūnas,,15,16
62,1,4:13.0,L. Scola makes 2-pt jump shot from 15 ft,,17,16
63,1,4:01.0,,D. Rose misses 2-pt layup from 2 ft,17,16
64,1,4:00.0,Defensive rebound by L. Scola,,17,16
65,1,3:54.0,L. Scola makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,19,16
66,1,3:51.0,,Chicago full timeout,19,16
67,1,3:51.0,,B. Portis enters the game for T. Gibson,19,16
68,1,3:51.0,,A. Brooks enters the game for D. Rose,19,16
69,1,3:51.0,T. Ross enters the game for D. Carroll,,19,16
70,1,3:34.0,,P. Gasol misses 2-pt hook shot from 7 ft,19,16
71,1,3:33.0,Defensive rebound by K. Lowry,,19,16
72,1,3:29.0,Shooting foul by A. Brooks (drawn by K. Lowry),,19,16
73,1,3:29.0,K. Lowry makes free throw 1 of 2,,20,16
74,1,3:29.0,,T. Snell enters the game for N. Mirotić,20,16
75,1,3:29.0,K. Lowry makes free throw 2 of 2,,21,16
76,1,3:12.0,,Turnover by P. Gasol (lost ball),21,16
77,1,3:03.0,Turnover by K. Lowry (bad pass),,21,16
78,1,2:53.0,,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),21,18
79,1,2:30.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,23,18
80,1,2:09.0,,P. Gasol misses 2-pt jump shot from 5 ft,23,18
81,1,2:06.0,Defensive rebound by K. Lowry,,23,18
82,1,1:53.0,J. Valančiūnas makes 2-pt jump shot from 16 ft (assist by K. Lowry),,25,18
83,1,1:41.0,,B. Portis misses 3-pt jump shot from 25 ft,25,18
84,1,1:40.0,Defensive rebound by D. DeRozan,,25,18
85,1,1:32.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,27,18
86,1,1:21.0,,A. Brooks makes 2-pt layup from 2 ft,27,20
87,1,1:03.0,T. Ross misses 3-pt jump shot from 24 ft,,27,20
88,1,1:02.0,Offensive rebound by D. DeRozan,,27,20
89,1,0:53.0,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by P. Gasol),,27,20
90,1,0:51.0,,Defensive rebound by T. Snell,27,20
91,1,0:36.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by P. Gasol),27,23
92,1,0:32.0,K. Lowry makes 3-pt jump shot from 25 ft,,30,23
93,1,0:17.0,,A. Brooks misses 2-pt layup from 2 ft,30,23
94,1,0:15.0,Defensive rebound by L. Scola,,30,23
95,1,0:00.0,Shooting foul by A. Brooks (drawn by K. Lowry),,30,23
96,1,0:00.0,K. Lowry makes free throw 1 of 2,,31,23
97,1,0:00.0,,T. Gibson enters the game for P. Gasol,31,23
98,1,0:00.0,,K. Hinrich enters the game for J. Butler,31,23
99,1,0:00.0,K. Lowry makes free throw 2 of 2,,32,23
100,2,11:47.0,,B. Portis makes 2-pt jump shot from 13 ft (assist by A. Brooks),32,25
101,2,11:23.0,J. Johnson misses 2-pt layup from 1 ft (block by T. Gibson),,32,25
102,2,11:21.0,,Defensive rebound by T. Snell,32,25
103,2,11:19.0,,T. Snell misses 2-pt layup from 1 ft (block by T. Ross),32,25
104,2,11:16.0,Defensive rebound by B. Biyombo,,32,25
105,2,10:57.0,C. Joseph misses 2-pt jump shot from 5 ft,,32,25
106,2,10:56.0,,Defensive rebound by B. Portis,32,25
107,2,10:47.0,,B. Portis misses 2-pt jump shot from 9 ft,32,25
108,2,10:46.0,,Offensive rebound by B. Portis,32,25
109,2,10:38.0,,A. Brooks misses 2-pt jump shot from 7 ft,32,25
110,2,10:37.0,Defensive rebound by C. Joseph,,32,25
111,2,10:13.0,C. Joseph makes 2-pt jump shot from 18 ft,,34,25
112,2,10:07.0,,A. Brooks makes 2-pt layup from 1 ft,34,27
113,2,10:07.0,,Shooting foul by B. Biyombo (drawn by A. Brooks),34,27
114,2,10:07.0,,A. Brooks makes free throw 1 of 1,34,28
115,2,9:50.0,P. Patterson misses 3-pt jump shot from 24 ft,,34,28
116,2,9:49.0,,Defensive rebound by T. Snell,34,28
117,2,9:41.0,,T. Snell misses 3-pt jump shot from 25 ft,34,28
118,2,9:40.0,Defensive rebound by B. Biyombo,,34,28
119,2,9:33.0,J. Johnson makes 2-pt layup from 1 ft,,36,28
120,2,9:25.0,,A. Brooks makes 2-pt jump shot from 7 ft,36,30
121,2,9:25.0,,Shooting foul by C. Joseph (drawn by A. Brooks),36,30
122,2,9:25.0,,A. Brooks makes free throw 1 of 1,36,31
123,2,9:05.0,T. Ross misses 2-pt jump shot from 15 ft,,36,31
124,2,9:04.0,,Defensive rebound by T. Snell,36,31
125,2,8:56.0,,B. Portis makes 2-pt hook shot from 4 ft,36,33
126,2,8:39.0,T. Ross makes 2-pt jump shot from 6 ft (assist by P. Patterson),,38,33
127,2,8:20.0,,B. Portis makes 2-pt jump shot from 7 ft,38,35
128,2,8:01.0,J. Johnson misses 3-pt jump shot from 25 ft,,38,35
129,2,8:00.0,,Defensive rebound by T. Gibson,38,35
130,2,7:45.0,,A. Brooks makes 2-pt layup from 1 ft,38,37
131,2,7:36.0,Toronto full timeout,,38,37
132,2,7:36.0,,D. Rose enters the game for K. Hinrich,38,37
133,2,7:25.0,J. Johnson misses 2-pt layup from 2 ft (block by T. Snell),,38,37
134,2,7:22.0,,Defensive rebound by T. Snell,38,37
135,2,7:00.0,,D. Rose misses 3-pt jump shot from 25 ft,38,37
136,2,7:00.0,Defensive rebound by Team,,38,37
137,2,6:47.0,P. Patterson misses 3-pt jump shot from 24 ft,,38,37
138,2,6:47.0,,Defensive rebound by Team,38,37
139,2,6:37.0,,A. Brooks makes 2-pt jump shot from 9 ft,38,39
140,2,6:37.0,,Shooting foul by C. Joseph (drawn by A. Brooks),38,39
141,2,6:37.0,K. Lowry enters the game for C. Joseph,,38,39
142,2,6:37.0,,A. Brooks makes free throw 1 of 1,38,40
143,2,6:20.0,P. Patterson makes 2-pt jump shot from 9 ft (assist by J. Johnson),,40,40
144,2,6:02.0,,B. Portis makes 2-pt jump shot from 19 ft (assist by D. Rose),40,42
145,2,5:47.0,P. Patterson misses 2-pt jump shot from 2 ft,,40,42
146,2,5:46.0,Offensive rebound by P. Patterson,,40,42
147,2,5:46.0,P. Patterson misses 2-pt layup from 2 ft,,40,42
148,2,5:43.0,Offensive rebound by P. Patterson,,40,42
149,2,5:43.0,P. Patterson misses 2-pt layup from 2 ft,,40,42
150,2,5:42.0,,Defensive rebound by T. Gibson,40,42
151,2,5:34.0,,A. Brooks misses 3-pt jump shot from 24 ft,40,42
152,2,5:33.0,Defensive rebound by B. Biyombo,,40,42
153,2,5:23.0,K. Lowry misses 2-pt jump shot from 18 ft,,40,42
154,2,5:22.0,,Defensive rebound by A. Brooks,40,42
155,2,5:04.0,,T. Snell misses 2-pt jump shot from 20 ft,40,42
156,2,5:03.0,Defensive rebound by P. Patterson,,40,42
157,2,4:57.0,K. Lowry makes 2-pt layup from 1 ft,,42,42
158,2,4:50.0,,Chicago full timeout,42,42
159,2,4:50.0,L. Scola enters the game for B. Biyombo,,42,42
160,2,4:50.0,D. DeRozan enters the game for J. Johnson,,42,42
161,2,4:50.0,J. Valančiūnas enters the game for P. Patterson,,42,42
162,2,4:50.0,,P. Gasol enters the game for B. Portis,42,42
163,2,4:50.0,,J. Butler enters the game for T. Snell,42,42
164,2,4:43.0,,Personal foul by J. Valančiūnas (drawn by P. Gasol),42,42
165,2,4:35.0,,D. Rose misses 2-pt jump shot from 9 ft,42,42
166,2,4:34.0,,Offensive rebound by T. Gibson,42,42
167,2,4:34.0,,T. Gibson misses 2-pt layup from 1 ft,42,42
168,2,4:34.0,,Offensive rebound by P. Gasol,42,42
169,2,4:34.0,,P. Gasol makes 2-pt layup from 1 ft,42,44
170,2,4:34.0,,Shooting foul by J. Valančiūnas (drawn by P. Gasol),42,44
171,2,4:34.0,,P. Gasol misses free throw 1 of 1,42,44
172,2,4:34.0,Defensive rebound by T. Ross,,42,44
173,2,4:19.0,Turnover by J. Valančiūnas (lost ball),,42,44
