,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:42.0,,R. Hood makes 2-pt jump shot from 5 ft,0,2
1,1,11:21.0,A. Aminu misses 2-pt hook shot from 4 ft,,0,2
2,1,11:19.0,,Defensive rebound by D. Favors,0,2
3,1,11:05.0,,G. Hayward misses 2-pt layup from 1 ft,0,2
4,1,11:04.0,,Offensive rebound by R. Gobert,0,2
5,1,10:59.0,,R. Gobert makes 2-pt layup at rim,0,4
6,1,10:42.0,M. Plumlee makes 2-pt dunk at rim (assist by A. Aminu),,2,4
7,1,10:19.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by R. Hood),2,7
8,1,10:00.0,C. McCollum makes 3-pt jump shot from 24 ft,,5,7
9,1,9:39.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Hood),5,9
10,1,9:23.0,D. Lillard makes 2-pt jump shot from 19 ft,,7,9
11,1,9:00.0,,D. Favors misses 2-pt layup from 2 ft (block by M. Plumlee),7,9
12,1,8:59.0,Defensive rebound by C. McCollum,,7,9
13,1,8:53.0,A. Aminu misses 2-pt layup from 1 ft (block by D. Favors),,7,9
14,1,8:53.0,Offensive rebound by Team,,7,9
15,1,8:46.0,Turnover by D. Lillard (bad pass; steal by D. Favors),,7,9
16,1,8:34.0,,R. Hood makes 2-pt jump shot from 3 ft,7,11
17,1,8:18.0,C. McCollum makes 2-pt layup from 2 ft,,9,11
18,1,8:03.0,,G. Hayward misses 3-pt jump shot from 23 ft,9,11
19,1,8:02.0,Defensive rebound by M. Plumlee,,9,11
20,1,7:47.0,Shooting foul by R. Hood (drawn by C. McCollum),,9,11
21,1,7:47.0,C. McCollum misses free throw 1 of 2,,9,11
22,1,7:47.0,Offensive rebound by Team,,9,11
23,1,7:47.0,C. McCollum makes free throw 2 of 2,,10,11
24,1,7:28.0,,G. Hayward misses 2-pt layup from 1 ft,10,11
25,1,7:26.0,,Offensive rebound by D. Favors,10,11
26,1,7:26.0,,D. Favors misses 2-pt layup at rim,10,11
27,1,7:23.0,Defensive rebound by A. Aminu,,10,11
28,1,7:20.0,A. Aminu makes 2-pt layup from 2 ft,,12,11
29,1,7:06.0,,R. Neto misses 3-pt jump shot from 24 ft,12,11
30,1,7:05.0,Defensive rebound by M. Plumlee,,12,11
31,1,6:55.0,D. Lillard makes 2-pt jump shot from 14 ft,,14,11
32,1,6:34.0,,D. Favors misses 2-pt jump shot from 15 ft,14,11
33,1,6:33.0,Defensive rebound by D. Lillard,,14,11
34,1,6:27.0,D. Lillard makes 3-pt jump shot from 24 ft,,17,11
35,1,6:27.0,,Utah full timeout,17,11
36,1,6:07.0,,R. Hood misses 3-pt jump shot from 24 ft,17,11
37,1,6:06.0,Defensive rebound by M. Plumlee,,17,11
38,1,6:00.0,Turnover by M. Plumlee (bad pass; steal by D. Favors),,17,11
39,1,5:51.0,,D. Favors misses 2-pt jump shot from 3 ft (block by M. Leonard),17,11
40,1,5:51.0,Defensive rebound by Team,,17,11
41,1,5:51.0,,T. Burke enters the game for R. Neto,17,11
42,1,5:51.0,A. Crabbe enters the game for C. McCollum,,17,11
43,1,5:32.0,Shooting foul by D. Favors (drawn by D. Lillard),,17,11
44,1,5:32.0,D. Lillard makes free throw 1 of 2,,18,11
45,1,5:32.0,,T. Booker enters the game for R. Gobert,18,11
46,1,5:32.0,,A. Burks enters the game for R. Hood,18,11
47,1,5:32.0,D. Lillard makes free throw 2 of 2,,19,11
48,1,5:17.0,,G. Hayward makes 2-pt layup from 1 ft,19,13
49,1,5:02.0,D. Lillard misses 3-pt jump shot from 23 ft,,19,13
50,1,5:01.0,,Defensive rebound by G. Hayward,19,13
51,1,4:53.0,,G. Hayward misses 2-pt jump shot from 20 ft,19,13
52,1,4:53.0,Defensive rebound by A. Aminu,,19,13
53,1,4:48.0,Turnover by A. Aminu (bad pass; steal by T. Booker),,19,13
54,1,4:34.0,,A. Burks makes 2-pt layup from 1 ft,19,15
55,1,4:26.0,Turnover by D. Lillard (bad pass; steal by T. Burke),,19,15
56,1,4:22.0,,T. Burke makes 2-pt layup from 2 ft,19,17
57,1,4:04.0,M. Plumlee makes 2-pt layup from 1 ft,,21,17
58,1,3:39.0,,T. Burke makes 2-pt jump shot from 20 ft,21,19
59,1,3:19.0,D. Lillard misses 3-pt jump shot from 24 ft,,21,19
60,1,3:19.0,,Defensive rebound by T. Booker,21,19
61,1,3:11.0,,A. Burks misses 2-pt layup from 1 ft (block by M. Leonard),21,19
62,1,3:11.0,,Offensive rebound by Team,21,19
63,1,3:11.0,E. Davis enters the game for A. Aminu,,21,19
64,1,3:11.0,M. Harkless enters the game for M. Plumlee,,21,19
65,1,3:11.0,,T. Lyles enters the game for D. Favors,21,19
66,1,3:11.0,,J. Ingles enters the game for G. Hayward,21,19
67,1,2:57.0,,T. Booker misses 2-pt hook shot from 4 ft,21,19
68,1,2:57.0,Defensive rebound by E. Davis,,21,19
69,1,2:49.0,D. Lillard misses 2-pt layup from 2 ft (block by T. Booker),,21,19
70,1,2:49.0,Offensive rebound by Team,,21,19
71,1,2:49.0,Portland full timeout,,21,19
72,1,2:40.0,A. Crabbe misses 3-pt jump shot from 24 ft,,21,19
73,1,2:39.0,,Defensive rebound by J. Ingles,21,19
74,1,2:22.0,,A. Burks misses 2-pt jump shot from 13 ft,21,19
75,1,2:22.0,Defensive rebound by M. Harkless,,21,19
76,1,2:17.0,Turnover by M. Harkless (bad pass; steal by A. Burks),,21,19
77,1,2:05.0,,T. Lyles misses 3-pt jump shot from 24 ft,21,19
78,1,2:04.0,Defensive rebound by D. Lillard,,21,19
79,1,1:53.0,M. Leonard misses 3-pt jump shot from 23 ft,,21,19
80,1,1:52.0,,Defensive rebound by A. Burks,21,19
81,1,1:40.0,,T. Burke makes 2-pt jump shot from 20 ft,21,21
